Date,KOREA
1999-09-17,187.92392695642812
1999-09-20,190.07487070455343
1999-09-21,195.38287539355179
1999-09-22,191.28344377258244
1999-09-23,191.20426999325863
1999-09-24,190.73060119142758
1999-09-27,181.8049221983765
1999-09-28,179.82106771129844
1999-09-29,173.20218669792825
1999-09-30,166.65934229555816
1999-10-01,167.18732118218313
1999-10-04,163.52654689994182
1999-10-05,159.93346317712238
1999-10-06,170.0312187864523
1999-10-07,173.18650397167042
1999-10-08,169.79731334391383
1999-10-11,167.61819946499818
1999-10-12,172.41446252785147
1999-10-13,172.6934181644382
1999-10-14,175.1404063415816
1999-10-15,174.16867130905567
1999-10-18,167.0098785387501
1999-10-19,163.45508156168614
1999-10-20,167.7756041077776
1999-10-21,164.747248067558
1999-10-22,165.6009535024321
1999-10-25,160.96210754380144
1999-10-26,160.44040403227754
1999-10-27,160.05560816638854
1999-10-28,166.49389482965154
1999-10-29,168.70372408912962
1999-11-01,179.76637028331194
1999-11-02,183.61746611052584
1999-11-03,183.84410133941506
1999-11-04,189.92041319308902
1999-11-05,188.96682721411946
1999-11-08,188.01345515659136
1999-11-09,195.80215311120816
1999-11-10,193.16710825639245
1999-11-11,194.63752116878325
1999-11-12,199.15760957378896
1999-11-15,197.05944107603767
1999-11-16,201.64322199410765
1999-11-17,193.9637496275271
1999-11-18,195.8035571004745
1999-11-19,201.16575037519567
1999-11-22,198.46503267630163
1999-11-23,198.14796371571052
1999-11-24,200.65707218716878
1999-11-25,199.82406520943746
1999-11-26,196.71965075069213
1999-11-29,200.58949793455
1999-11-30,205.52245991386468
1999-12-01,208.4238203480555
1999-12-02,206.04851454597002
1999-12-03,205.65720861446647
1999-12-06,210.72966814269293
1999-12-07,210.35660472556972
1999-12-08,210.34833032728986
1999-12-09,205.6448603627163
1999-12-10,213.96423406795566
1999-12-13,210.48727126507234
1999-12-14,206.42940790323254
1999-12-15,198.45098655291642
1999-12-16,196.85013452236126
1999-12-17,196.3437430091602
1999-12-20,197.8699728025176
1999-12-21,195.37644113505004
1999-12-22,196.92127274773313
1999-12-23,196.3452331900753
1999-12-24,198.0029042093205
1999-12-27,192.61224172917238
1999-12-28,197.67676020272438
1999-12-29,197.80658247945073
1999-12-30,199.41306292851453
1999-12-31,199.41306292851453
2000-01-03,200.35043656989058
2000-01-04,216.33781084479816
2000-01-05,202.15098218915273
2000-01-06,195.0871331545311
2000-01-07,198.44867703211142
2000-01-10,205.61402244462911
2000-01-11,203.34534505812783
2000-01-12,201.29659241335662
2000-01-13,202.86001026856138
2000-01-14,204.3872442465494
2000-01-17,212.26674666080308
2000-01-18,209.66965313123023
2000-01-19,199.698108057008
2000-01-20,203.35890933904292
2000-01-21,198.03285736494098
2000-01-24,198.03116572402757
2000-01-25,190.36990991048734
2000-01-26,190.99055831941365
2000-01-27,196.2232045076123
2000-01-28,203.27379872049144
2000-01-31,201.9302059154712
2000-02-01,197.4508653912515
2000-02-02,199.79500927772688
2000-02-03,200.75123085193164
2000-02-04,200.84009859560567
2000-02-07,202.33620077313793
2000-02-08,201.4694752070348
2000-02-09,205.02283081050277
2000-02-10,202.75088541052426
2000-02-11,199.98058301284303
2000-02-14,187.9535748066904
2000-02-15,182.00745284231695
2000-02-16,181.87564088849422
2000-02-17,187.33824431864647
2000-02-18,182.70425416904652
2000-02-21,176.84094576386275
2000-02-22,175.4523640335566
2000-02-23,181.43646847678093
2000-02-24,177.68265082894243
2000-02-25,178.77974071081016
2000-02-28,169.80677261775057
2000-02-29,172.97820056417106
2000-03-01,173.454350231651
2000-03-02,190.12936355718082
2000-03-03,188.08900161749256
2000-03-06,190.13769714731583
2000-03-07,189.37773188040407
2000-03-08,192.05826411823335
2000-03-09,183.2674812861952
2000-03-10,184.7293913405143
2000-03-13,175.54172919650472
2000-03-14,174.63148307850525
2000-03-15,173.40842877503286
2000-03-16,175.03121398406054
2000-03-17,179.85139678712187
2000-03-20,180.313623907195
2000-03-21,184.9093968874306
2000-03-22,190.14988547721177
2000-03-23,187.6235438682718
2000-03-24,195.69824025178633
2000-03-27,195.89911040842136
2000-03-28,198.23532881702624
2000-03-29,206.60993890767017
2000-03-30,200.84577166761906
2000-03-31,193.88828001219227
2000-04-03,193.84476880637828
2000-04-04,190.46930965056626
2000-04-05,190.21307226337316
2000-04-06,184.81317585381936
2000-04-07,193.73913315243507
2000-04-10,200.53777359921855
2000-04-11,197.46805387522843
2000-04-12,193.20607103544114
2000-04-13,193.51163912241915
2000-04-14,184.4526912251454
2000-04-17,163.33942379205536
2000-04-18,175.5252416687074
2000-04-19,176.7333225097303
2000-04-20,177.10293618399643
2000-04-21,178.12337053651882
2000-04-24,172.56350761915593
2000-04-25,170.11639171221975
2000-04-26,165.76820060842647
2000-04-27,161.42095034359417
2000-04-28,171.6713357860536
2000-05-01,171.6326710431879
2000-05-02,177.50909823269265
2000-05-03,177.11088658475327
2000-05-04,176.13871020944762
2000-05-05,176.13871020944762
2000-05-08,181.47682589901356
2000-05-09,179.10895023243162
2000-05-10,178.16651309130498
2000-05-11,177.6220041002851
2000-05-12,172.4341079930445
2000-05-15,171.82233420857847
2000-05-16,176.93906612910723
2000-05-17,173.05271999446245
2000-05-18,170.48673645781983
2000-05-19,173.31497106644957
2000-05-22,164.22668062427178
2000-05-23,160.30643936414324
2000-05-24,159.91045208381377
2000-05-25,163.41093066845497
2000-05-26,151.81313610399755
2000-05-29,151.88936898272794
2000-05-30,159.52366757928192
2000-05-31,169.113304727075
2000-06-01,172.28691134914698
2000-06-02,178.52380862897525
2000-06-05,185.96296829430915
2000-06-06,186.2071824657287
2000-06-07,190.66690556300247
2000-06-08,183.38519727085998
2000-06-09,195.027763723801
2000-06-12,198.13096734564948
2000-06-13,189.4637739918342
2000-06-14,192.99650279145771
2000-06-15,180.90412081586337
2000-06-16,177.72243087097382
2000-06-19,176.2638085607504
2000-06-20,184.74099813639455
2000-06-21,183.90136997851363
2000-06-22,183.36757159791773
2000-06-23,182.37689413328553
2000-06-26,185.84177037472566
2000-06-27,189.2156728885922
2000-06-28,192.07668420817913
2000-06-29,192.81755127494478
2000-06-30,192.78533740583842
2000-07-03,196.51598127433758
2000-07-04,192.3412283092898
2000-07-05,194.60089125590952
2000-07-06,195.76782685207715
2000-07-07,195.89467302356587
2000-07-10,198.6454709148285
2000-07-11,194.29976923629567
2000-07-12,196.26000058491317
2000-07-13,199.47485827855627
2000-07-14,194.74048798344668
2000-07-17,194.73173835465644
2000-07-18,191.32150518041686
2000-07-19,187.6118313669911
2000-07-20,183.6298731810984
2000-07-21,184.18394224097003
2000-07-24,172.55629615867574
2000-07-25,172.59827609894813
2000-07-26,174.44006683690478
2000-07-27,169.56679326823595
2000-07-28,158.52168068720556
2000-07-31,161.83231232711327
2000-08-01,167.29667243732032
2000-08-02,167.44742208368956
2000-08-03,165.75252082995385
2000-08-04,161.96234651517454
2000-08-07,152.41943298451827
2000-08-08,150.29003160611302
2000-08-09,162.19443720562447
2000-08-10,167.49843555999678
2000-08-11,165.75009411689584
2000-08-14,167.509031491744
2000-08-15,167.56155862610964
2000-08-16,172.1884534606595
2000-08-17,171.15924426608964
2000-08-18,166.6001258984911
2000-08-21,165.43107364526864
2000-08-22,169.9296120657459
2000-08-23,164.5094526217385
2000-08-24,164.0440927359414
2000-08-25,167.35165040655588
2000-08-28,168.14924080903066
2000-08-29,167.92048134245056
2000-08-30,164.8266429280845
2000-08-31,156.6850797116258
2000-09-01,158.22305604647326
2000-09-04,155.58208490538055
2000-09-05,154.24547909957514
2000-09-06,153.56041557611414
2000-09-07,147.89029790408242
2000-09-08,146.8309477388607
2000-09-11,146.8309477388607
2000-09-12,146.8309477388607
2000-09-13,146.7647778660627
2000-09-14,145.06614482564314
2000-09-15,138.94592852754727
2000-09-18,126.23572651937616
2000-09-19,125.89655397442434
2000-09-20,134.0627229997576
2000-09-21,131.9511743302353
2000-09-22,120.60130967635692
2000-09-25,129.45437527196623
2000-09-26,130.084686972673
2000-09-27,133.64607003418826
2000-09-28,135.34154927909887
2000-09-29,137.19193792345172
2000-10-02,130.4835873864609
2000-10-03,130.42992404251999
2000-10-04,132.48520958546968
2000-10-05,134.66910003412568
2000-10-06,134.99242158826777
2000-10-09,129.76508484694293
2000-10-10,129.32662728816666
2000-10-11,121.10223522122841
2000-10-12,116.61684169402461
2000-10-13,113.3204055753034
2000-10-16,119.80572464200517
2000-10-17,109.82206905844106
2000-10-18,109.60810307670629
2000-10-19,110.53248329665433
2000-10-20,119.77042277328283
2000-10-23,114.8363292576764
2000-10-24,119.16052682816554
2000-10-25,117.82280219803032
2000-10-26,112.69919149477131
2000-10-27,110.45885612472021
2000-10-30,107.92362672316752
2000-10-31,111.25061016834717
2000-11-01,119.6278716128471
2000-11-02,121.8956912764409
2000-11-03,122.63881824928112
2000-11-06,121.57636207432441
2000-11-07,120.96888196428533
2000-11-08,123.08855130414949
2000-11-09,124.25768545700763
2000-11-10,124.87983920295235
2000-11-13,117.94621962179052
2000-11-14,121.02082481500948
2000-11-15,122.89687648452961
2000-11-16,121.28079079430121
2000-11-17,120.09977274042437
2000-11-20,115.32129219144039
2000-11-21,112.77465237198992
2000-11-22,109.60401369022797
2000-11-23,106.21039512647906
2000-11-24,110.67660105598033
2000-11-27,116.90712121584765
2000-11-28,112.89266090144308
2000-11-29,106.91621822421244
2000-11-30,103.95364058249156
2000-12-01,105.28404052553364
2000-12-04,101.7785455499727
2000-12-05,106.72452782863802
2000-12-06,107.42906437324977
2000-12-07,108.87577429779135
2000-12-08,112.17247606853745
2000-12-11,117.84686990541242
2000-12-12,114.54770579231688
2000-12-13,118.12845424426429
2000-12-14,114.54354539602963
2000-12-15,110.9162468548078
2000-12-18,112.62862178582526
2000-12-19,111.05941865219116
2000-12-20,106.74761325424917
2000-12-21,105.14764317122237
2000-12-22,101.76648432845845
2000-12-25,101.76648432845845
2000-12-26,101.01816729886212
2000-12-27,100.51648788239974
2000-12-28,100.99800399201602
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,103.57019018570229
2001-01-03,104.10878088804013
2001-01-04,112.65543470275975
2001-01-05,118.43635485426552
2001-01-08,119.20936697799678
2001-01-09,120.24686940373466
2001-01-10,113.0146433538336
2001-01-11,112.38579417222354
2001-01-12,117.68992633189505
2001-01-15,118.37347212853098
2001-01-16,120.40395349026741
2001-01-17,120.22661069982158
2001-01-18,121.80980741449355
2001-01-19,126.22375874631857
2001-01-22,127.47902786527811
2001-01-23,127.47902786527811
2001-01-24,127.34909001344738
2001-01-25,127.23934931700028
2001-01-26,119.08624501496091
2001-01-29,120.82373627464828
2001-01-30,119.91182555830329
2001-01-31,127.50515005160379
2001-02-01,126.02228745348765
2001-02-02,125.9023198021976
2001-02-05,118.06065313446805
2001-02-06,120.20863738228222
2001-02-07,117.52572897048617
2001-02-08,120.79391141816728
2001-02-09,122.0460636451215
2001-02-12,122.53103355498698
2001-02-13,123.69013194425496
2001-02-14,125.30124925266574
2001-02-15,125.44315922791237
2001-02-16,126.94351794282746
2001-02-19,124.8808095171219
2001-02-20,128.70734493855733
2001-02-21,124.42879094617945
2001-02-22,121.30744341089212
2001-02-23,120.14727065348946
2001-02-26,120.74447482776498
2001-02-27,118.80207390652622
2001-02-28,118.34913288990138
2001-03-01,117.70154445457986
2001-03-02,113.55377793953161
2001-03-05,114.82787361716218
2001-03-06,116.1331036190928
2001-03-07,115.73508313636705
2001-03-08,118.25260986377586
2001-03-09,115.01494043586557
2001-03-12,109.168939589312
2001-03-13,106.33205759584405
2001-03-14,109.65775399422675
2001-03-15,108.90432376387267
2001-03-16,107.55679089416824
2001-03-19,106.58805587618536
2001-03-20,105.59261348701718
2001-03-21,104.94160076458533
2001-03-22,102.9528190851503
2001-03-23,107.01294601832772
2001-03-26,108.4211921833888
2001-03-27,105.31122631119167
2001-03-28,105.25585013955269
2001-03-29,102.33557930369808
2001-03-30,102.01007673053707
2001-04-02,98.69615956176264
2001-04-03,96.31026307524579
2001-04-04,92.38380480353001
2001-04-05,92.38380480353001
2001-04-06,97.45946113342909
2001-04-09,95.3889851178037
2001-04-10,94.62611893896852
2001-04-11,99.24239782356571
2001-04-12,101.9996998548687
2001-04-13,102.42381237836307
2001-04-16,99.38645510134053
2001-04-17,100.87816032384332
2001-04-18,107.6381810472882
2001-04-19,115.08603961233965
2001-04-20,111.81069374028138
2001-04-23,112.80929034947734
2001-04-24,112.32648850668576
2001-04-25,114.70638789316885
2001-04-26,113.07578122491807
2001-04-27,110.87239832801237
2001-04-30,116.2865999557975
2001-05-01,116.2865999557975
2001-05-02,119.2931042498849
2001-05-03,120.2177050244719
2001-05-04,120.39453169914373
2001-05-07,122.6514839637983
2001-05-08,120.457698246969
2001-05-09,118.18932687293706
2001-05-10,117.91331856767817
2001-05-11,118.82414355724805
2001-05-14,118.81983500591888
2001-05-15,117.12635315602083
2001-05-16,114.59182491332733
2001-05-17,120.99401127257285
2001-05-18,121.97967440772663
2001-05-21,125.91741218124787
2001-05-22,126.09464197204753
2001-05-23,128.19867506641017
2001-05-24,127.68959818965132
2001-05-25,127.17238830676546
2001-05-28,125.36968449754401
2001-05-29,129.13839419188741
2001-05-30,128.44457635932756
2001-05-31,125.09305529200765
2001-06-01,123.57645087949493
2001-06-04,124.15128169446245
2001-06-05,120.72438177632284
2001-06-06,120.81829416976997
2001-06-07,121.67466291765815
2001-06-08,126.19068430682478
2001-06-11,122.83144869497033
2001-06-12,121.95671622196816
2001-06-13,123.38414055137643
2001-06-14,123.09556513654603
2001-06-15,123.75554310518068
2001-06-18,121.33173468475539
2001-06-19,120.24473951189233
2001-06-20,118.33443507020175
2001-06-21,117.85433921697721
2001-06-22,118.01329783963986
2001-06-25,117.45834296365025
2001-06-26,116.19040117245964
2001-06-27,115.79900147055568
2001-06-28,115.11812329151398
2001-06-29,118.03306965306949
2001-07-02,118.08697313285866
2001-07-03,118.44019707780849
2001-07-04,118.88665513939004
2001-07-05,118.11091910592151
2001-07-06,114.77663291244403
2001-07-09,111.27516117232709
2001-07-10,110.36258900459119
2001-07-11,108.93519893942815
2001-07-12,111.06759778898747
2001-07-13,108.3002724018344
2001-07-16,107.9326099506585
2001-07-17,107.76832896138812
2001-07-18,106.46039731354453
2001-07-19,109.04259944615649
2001-07-20,107.17885786853549
2001-07-23,104.7587206099227
2001-07-24,105.04221863885813
2001-07-25,105.52042712667074
2001-07-26,107.41046672228339
2001-07-27,109.24582817118473
2001-07-30,107.44601451414937
2001-07-31,109.5891116785859
2001-08-01,114.55554213178898
2001-08-02,116.3668696026179
2001-08-03,116.67955721526876
2001-08-06,116.48070917329821
2001-08-07,115.82439976510798
2001-08-08,115.93282749993041
2001-08-09,111.88944896435648
2001-08-10,113.95340686412518
2001-08-13,115.17177616596321
2001-08-14,117.75609504131255
2001-08-15,117.75609504131255
2001-08-16,119.18415579847425
2001-08-17,118.55503339687465
2001-08-20,115.46722722295603
2001-08-21,115.60014329056067
2001-08-22,117.44166221165052
2001-08-23,116.69805657920682
2001-08-24,117.10338978616633
2001-08-27,119.74121723885764
2001-08-28,119.25315746989709
2001-08-29,117.77703073897848
2001-08-30,117.01442130860337
2001-08-31,113.21431850005523
2001-09-03,112.52989765574219
2001-09-04,116.00367825801152
2001-09-05,113.95697490119169
2001-09-06,113.52809454388213
2001-09-07,113.64178140152582
2001-09-10,112.31257133368105
2001-09-11,109.55281353735197
2001-09-12,97.00186491021684
2001-09-13,102.18700974769756
2001-09-14,99.28543981469198
2001-09-17,97.29479747303803
2001-09-18,99.67982696683954
2001-09-19,99.24766015676276
2001-09-20,97.29865924540661
2001-09-21,95.07639000291773
2001-09-24,96.29411711406058
2001-09-25,94.11290802807596
2001-09-26,94.17374985311909
2001-09-27,93.79150013784718
2001-09-28,94.82031822493389
2001-10-01,94.82031822493389
2001-10-02,94.33406018275478
2001-10-03,94.17308055786951
2001-10-04,99.05010761123538
2001-10-05,99.43658467806432
2001-10-08,98.0237545201435
2001-10-09,100.83131444684551
2001-10-10,99.96271661478433
2001-10-11,103.27509562427252
2001-10-12,103.73940339214874
2001-10-15,103.08063505388031
2001-10-16,105.004724155852
2001-10-17,106.30582809772328
2001-10-18,105.89315304647798
2001-10-19,106.59179050213338
2001-10-22,106.44535525797215
2001-10-23,106.91382944901936
2001-10-24,110.7965431191441
2001-10-25,111.01403937029956
2001-10-26,111.3444267322774
2001-10-29,112.57465096305093
2001-10-30,108.71491317482204
2001-10-31,109.68529675996992
2001-11-01,110.8488018899329
2001-11-02,112.57656134701705
2001-11-05,114.66455674394757
2001-11-06,115.89831715737469
2001-11-07,115.50084230032085
2001-11-08,118.54987026309837
2001-11-09,122.50133927639742
2001-11-12,123.51563489147512
2001-11-13,124.08003490364541
2001-11-14,128.59771053557574
2001-11-15,128.71906806576115
2001-11-16,129.42644180026994
2001-11-19,132.87964939582884
2001-11-20,130.63836247582609
2001-11-21,130.41943912782048
2001-11-22,133.1849040475039
2001-11-23,138.88253268103796
2001-11-26,146.45631288365206
2001-11-27,144.83146488666438
2001-11-28,135.6241548781787
2001-11-29,133.94535021659627
2001-11-30,137.45948984768697
2001-12-03,139.3261054639918
2001-12-04,138.9147462448456
2001-12-05,149.92257031940156
2001-12-06,149.69829936190604
2001-12-07,153.82009751508946
2001-12-10,143.59044500211166
2001-12-11,144.3302704594337
2001-12-12,148.2537468754997
2001-12-13,147.4228972486253
2001-12-14,142.84719967000058
2001-12-17,137.65187473839887
2001-12-18,138.10143383472627
2001-12-19,139.24017288364996
2001-12-20,142.2381708312842
2001-12-21,136.67829908339144
2001-12-24,136.98168784274125
2001-12-25,136.98168784274125
2001-12-26,137.57514568699887
2001-12-27,140.7220179662117
2001-12-28,146.96365661663063
2001-12-31,148.01539500429436
2002-01-01,148.01539500429436
2002-01-02,155.36774252447833
2002-01-03,156.6106161586598
2002-01-04,162.50238439045955
2002-01-07,163.8584216148711
2002-01-08,158.58203281533065
2002-01-09,162.4186230152772
2002-01-10,156.07806507088625
2002-01-11,155.20856982666356
2002-01-14,160.78960719568911
2002-01-15,153.77982903289717
2002-01-16,152.13895589503628
2002-01-17,152.42472284717374
2002-01-18,151.26730603155977
2002-01-21,152.93156045793918
2002-01-22,153.35347316634406
2002-01-23,157.3375960665808
2002-01-24,160.83011053040397
2002-01-25,165.07182677887133
2002-01-28,166.30959857805158
2002-01-29,165.50070022892132
2002-01-30,160.09538886870882
2002-01-31,159.43532939254783
2002-02-01,158.58688642569112
2002-02-04,156.58651085291035
2002-02-05,159.37891430629975
2002-02-06,159.06144972563973
2002-02-07,156.26621297985486
2002-02-08,158.46022740145395
2002-02-11,157.8921624352977
2002-02-12,157.8921624352977
2002-02-13,157.8921624352977
2002-02-14,173.02824979633556
2002-02-15,170.1792879427743
2002-02-18,171.42837592007186
2002-02-19,168.76125995065192
2002-02-20,167.70191902866802
2002-02-21,169.76901701453832
2002-02-22,170.20868374779243
2002-02-25,169.85778224354104
2002-02-26,171.63068198880325
2002-02-27,175.69961395087884
2002-02-28,175.65033258824
2002-03-01,175.6436990170105
2002-03-04,179.24692880198455
2002-03-05,182.06076589642564
2002-03-06,182.1179525493198
2002-03-07,179.53347018073245
2002-03-08,177.85493930834792
2002-03-11,177.8232914245983
2002-03-12,182.3529882412997
2002-03-13,182.2911523682181
2002-03-14,182.88756216470824
2002-03-15,182.34561468546178
2002-03-18,183.63691435436087
2002-03-19,188.66635775613568
2002-03-20,188.1245791088825
2002-03-21,187.0991866124758
2002-03-22,189.4355503213409
2002-03-25,185.33620773416567
2002-03-26,186.4857488447649
2002-03-27,192.21514804997614
2002-03-28,189.9316101095781
2002-03-29,191.37111944766173
2002-04-01,187.99210598887598
2002-04-02,195.0736619178247
2002-04-03,197.61475730913293
2002-04-04,196.6965855226143
2002-04-05,196.52659260685792
2002-04-08,191.73491105080618
2002-04-09,189.0595111479432
2002-04-10,182.05767076976812
2002-04-11,183.74974731151354
2002-04-12,187.1730187679325
2002-04-15,192.84442473902826
2002-04-16,194.46107377986763
2002-04-17,202.76342834407023
2002-04-18,205.24140388788803
2002-04-19,202.406222711332
2002-04-22,206.70765799531608
2002-04-23,209.3594639681999
2002-04-24,207.42794695937295
2002-04-25,198.470259185681
2002-04-26,197.25096267546482
2002-04-29,190.15423433912113
2002-04-30,191.36219816311888
2002-05-01,191.36219816311888
2002-05-02,195.48945085457453
2002-05-03,195.16488182327186
2002-05-06,187.23978443936517
2002-05-07,187.89231625689013
2002-05-08,191.95101522593183
2002-05-09,191.05326920008102
2002-05-10,185.03361087610028
2002-05-13,186.46689891645815
2002-05-14,191.02760865675725
2002-05-15,198.2660275268236
2002-05-16,197.92913003360044
2002-05-17,203.9611958756333
2002-05-20,202.42374175352924
2002-05-21,195.29399652726093
2002-05-22,203.47608506546553
2002-05-23,199.600662969225
2002-05-24,202.78688683564744
2002-05-27,201.29369705593476
2002-05-28,203.2432651914038
2002-05-29,200.97668659739804
2002-05-30,196.90724936434734
2002-05-31,191.95383247479813
2002-06-03,195.12289283374378
2002-06-04,196.8450543545158
2002-06-05,197.01605420814695
2002-06-06,197.01605420814695
2002-06-07,193.38067794847296
2002-06-10,196.8135963364101
2002-06-11,198.2605404091343
2002-06-12,198.1517160020367
2002-06-13,198.1517160020367
2002-06-14,197.72878437803425
2002-06-17,195.6768802780135
2002-06-18,195.32111726054166
2002-06-19,188.36621699832023
2002-06-20,188.33936036948106
2002-06-21,189.47408859413352
2002-06-24,188.62077477885833
2002-06-25,186.6800378373459
2002-06-26,174.75449052987528
2002-06-27,177.3972211586541
2002-06-28,184.75847986158806
2002-07-01,185.02763893734888
2002-07-02,185.57478558343902
2002-07-03,186.57771139730974
2002-07-04,191.94400789715
2002-07-05,196.04178195923618
2002-07-08,197.45830922217777
2002-07-09,202.87927051176825
2002-07-10,199.7070256462141
2002-07-11,191.7199023791951
2002-07-12,198.90052183395676
2002-07-15,197.59141696736916
2002-07-16,195.71637192886087
2002-07-17,195.71637192886087
2002-07-18,195.7857936814504
2002-07-19,191.53368750016568
2002-07-22,184.5818454375428
2002-07-23,189.6096896786499
2002-07-24,183.91893454759347
2002-07-25,184.5324385555534
2002-07-26,173.99985356275525
2002-07-29,172.78845703616443
2002-07-30,180.0092935238695
