Date,ARGENTINA
1999-09-17,125.60783897824724
1999-09-20,126.01853939244734
1999-09-21,124.864869325337
1999-09-22,123.40676903366816
1999-09-23,122.297228301316
1999-09-24,121.7392426738688
1999-09-27,126.33064283550556
1999-09-28,126.44309117239335
1999-09-29,126.59493630248865
1999-09-30,128.1615165818909
1999-10-01,125.88637246893211
1999-10-04,128.52095755447013
1999-10-05,127.60321397107195
1999-10-06,128.03752661796625
1999-10-07,129.02240102060043
1999-10-08,128.30029573816148
1999-10-11,128.30029573816148
1999-10-12,124.97328369549346
1999-10-13,121.37261708136295
1999-10-14,122.58113132879863
1999-10-15,120.77852664406936
1999-10-18,119.88117296558599
1999-10-19,122.52491826486776
1999-10-20,124.60806231913458
1999-10-21,126.78462359396806
1999-10-22,129.2310851053607
1999-10-25,129.42288528281827
1999-10-26,128.14515256769798
1999-10-27,127.63458422036531
1999-10-28,127.24444431678013
1999-10-29,127.70178772368659
1999-11-01,127.75297851922699
1999-11-02,131.65847612988605
1999-11-03,134.68116192661753
1999-11-04,133.88107065871077
1999-11-05,135.2989534327095
1999-11-08,137.13429321233295
1999-11-09,136.51115942597514
1999-11-10,135.89979339491944
1999-11-11,133.10234144535903
1999-11-12,131.56860629647997
1999-11-15,133.3834451260584
1999-11-16,130.8301733418907
1999-11-17,126.6388021574378
1999-11-18,127.67440500407011
1999-11-19,125.0427000254101
1999-11-22,129.56867542481183
1999-11-23,129.10964615092803
1999-11-24,128.77941408560721
1999-11-25,129.96261710985604
1999-11-26,131.48913129676578
1999-11-29,130.1430341519626
1999-11-30,127.19966890126418
1999-12-01,129.09549496333045
1999-12-02,131.14323278257018
1999-12-03,132.32109352655317
1999-12-06,130.52012827174673
1999-12-07,130.63527702430176
1999-12-08,130.63527702430176
1999-12-09,131.12606015792886
1999-12-10,132.58748675599904
1999-12-13,132.12667470302426
1999-12-14,128.7291550596597
1999-12-15,129.04244264760675
1999-12-16,130.58552274894623
1999-12-17,132.8949525506179
1999-12-20,133.3436384753702
1999-12-21,133.59171935333796
1999-12-22,133.12585575643837
1999-12-23,132.35732755255114
1999-12-24,132.79694411866626
1999-12-27,130.59567833085748
1999-12-28,132.03020878888185
1999-12-29,132.73907951079832
1999-12-30,134.11338918519127
1999-12-31,134.11338918519127
2000-01-03,134.10347891206777
2000-01-04,127.15701040973111
2000-01-05,128.93440784989548
2000-01-06,127.76804027689253
2000-01-07,126.65459479396058
2000-01-10,126.31030138664758
2000-01-11,126.2956020399071
2000-01-12,126.08589028294149
2000-01-13,139.4167935604197
2000-01-14,141.9086493115541
2000-01-17,142.31975655473133
2000-01-18,144.51535500289305
2000-01-19,145.00092204390234
2000-01-20,144.2259885550025
2000-01-21,142.73483921357126
2000-01-24,142.27519414396522
2000-01-25,139.94050157516352
2000-01-26,144.09997958870974
2000-01-27,144.48394740205586
2000-01-28,141.62066386128328
2000-01-31,140.5837567391212
2000-02-01,142.8950773365105
2000-02-02,144.77732560765173
2000-02-03,148.9812761863587
2000-02-04,151.65610806510114
2000-02-07,152.19211685177225
2000-02-08,155.9946766361981
2000-02-09,156.5471534156841
2000-02-10,162.44467043723222
2000-02-11,162.35143391737745
2000-02-14,160.8993542907701
2000-02-15,160.04350120596172
2000-02-16,159.50327775184735
2000-02-17,160.30189514802544
2000-02-18,156.8285276427008
2000-02-21,157.53409123873845
2000-02-22,156.6291400543442
2000-02-23,158.62526510654857
2000-02-24,161.29962151023335
2000-02-25,160.23891135965334
2000-02-28,159.83942145610177
2000-02-29,159.49896314378685
2000-03-01,158.93731504604406
2000-03-02,163.40766592070514
2000-03-03,165.2460079568499
2000-03-06,161.80688576019074
2000-03-07,158.55195815906873
2000-03-08,157.91347288820558
2000-03-09,157.92764729433037
2000-03-10,155.47059813451975
2000-03-13,154.89334718647677
2000-03-14,154.5668452280309
2000-03-15,153.2957015271387
2000-03-16,155.37399795671985
2000-03-17,152.2006340132618
2000-03-20,152.69526031789644
2000-03-21,150.3140115734902
2000-03-22,151.06835729524315
2000-03-23,152.9396656020532
2000-03-24,153.26395271490134
2000-03-27,152.1892397733978
2000-03-28,148.43912357548163
2000-03-29,146.46720131416404
2000-03-30,144.52873493158603
2000-03-31,142.7131591661433
2000-04-03,141.97415483388383
2000-04-04,139.35119213547745
2000-04-05,137.10862462572695
2000-04-06,140.8097961682371
2000-04-07,145.09322376566067
2000-04-10,143.43776498301506
2000-04-11,140.77493708285178
2000-04-12,139.15782723118465
2000-04-13,137.70493798462775
2000-04-14,130.36308219155134
2000-04-17,130.65734371068322
2000-04-18,132.34932422716423
2000-04-19,130.62764721435298
2000-04-20,130.62764721435298
2000-04-21,130.62764721435298
2000-04-24,129.61439977144073
2000-04-25,131.8414149059503
2000-04-26,131.4723271400566
2000-04-27,129.0920051177373
2000-04-28,129.75473154053233
2000-05-01,129.75473154053233
2000-05-02,132.4560325403197
2000-05-03,127.69901058592937
2000-05-04,127.32316824761342
2000-05-05,125.8438118990139
2000-05-08,123.06830852419642
2000-05-09,124.33683256951609
2000-05-10,118.6014697041545
2000-05-11,119.38356863245849
2000-05-12,120.76592302178688
2000-05-15,123.50516410457325
2000-05-16,124.10531356797333
2000-05-17,120.75019095533514
2000-05-18,119.18204191109291
2000-05-19,112.10492780352536
2000-05-22,112.5512121249609
2000-05-23,111.08135821100655
2000-05-24,115.7184958427876
2000-05-25,115.7184958427876
2000-05-26,119.16226376389562
2000-05-29,118.88684559386463
2000-05-30,123.51619997151693
2000-05-31,121.77315989464945
2000-06-01,124.06720691727901
2000-06-02,130.72782506434902
2000-06-05,129.35808943982087
2000-06-06,126.86620845115688
2000-06-07,127.82493071611789
2000-06-08,126.99189437707071
2000-06-09,128.5027855236566
2000-06-12,128.10776670084903
2000-06-13,130.53986906740022
2000-06-14,131.3249046346485
2000-06-15,131.26468486051826
2000-06-16,126.67501700291328
2000-06-19,126.67501700291328
2000-06-20,125.61461777869793
2000-06-21,125.35092395541814
2000-06-22,124.06188078903212
2000-06-23,123.49213447279112
2000-06-26,121.02331553867603
2000-06-27,122.05652485800103
2000-06-28,123.07636131514133
2000-06-29,123.63580970980415
2000-06-30,129.23739246875843
2000-07-03,130.8651110567463
2000-07-04,131.6057513543673
2000-07-05,132.9146506644943
2000-07-06,135.53495820680772
2000-07-07,136.4942835626666
2000-07-10,135.45867537941442
2000-07-11,136.1701284608785
2000-07-12,137.77975486556244
2000-07-13,134.79503132510163
2000-07-14,136.78846009190323
2000-07-17,135.96473404822038
2000-07-18,134.46622677892626
2000-07-19,132.52393819158223
2000-07-20,132.4251144057462
2000-07-21,130.18882558613518
2000-07-24,127.76178605328629
2000-07-25,128.3574606100415
2000-07-26,127.07195175704105
2000-07-27,124.27865534616005
2000-07-28,122.24089540018652
2000-07-31,123.69803980773538
2000-08-01,119.86111898805831
2000-08-02,119.95634856839952
2000-08-03,120.65969004950848
2000-08-04,120.41913470043701
2000-08-07,121.25800265207023
2000-08-08,121.9838106369425
2000-08-09,121.58163014526517
2000-08-10,119.42194214702172
2000-08-11,118.98093724774928
2000-08-14,117.8711058395592
2000-08-15,115.23332568513429
2000-08-16,112.88978524021113
2000-08-17,115.28085333363555
2000-08-18,113.2013443110507
2000-08-21,113.2013443110507
2000-08-22,113.05177395702806
2000-08-23,116.9186926145957
2000-08-24,117.42025116366008
2000-08-25,118.04143998960222
2000-08-28,117.30735967199743
2000-08-29,117.58612777667489
2000-08-30,118.33020297234462
2000-08-31,119.83124623344884
2000-09-01,121.70928054497558
2000-09-04,121.81616149869215
2000-09-05,121.00310771871274
2000-09-06,120.98729442004829
2000-09-07,122.23151995961993
2000-09-08,120.5016248746447
2000-09-11,119.36120547939088
2000-09-12,118.26718889306548
2000-09-13,117.08653728273043
2000-09-14,117.43772491262075
2000-09-15,117.21717069287489
2000-09-18,115.52320368279638
2000-09-19,116.8229429309405
2000-09-20,116.35011074918326
2000-09-21,116.72894272945393
2000-09-22,116.3588257638665
2000-09-25,117.58033886985102
2000-09-26,115.43713362042723
2000-09-27,114.30264512897742
2000-09-28,114.79505633826528
2000-09-29,114.92928256910051
2000-10-02,114.11439347794432
2000-10-03,112.81361480935665
2000-10-04,113.7949890847647
2000-10-05,112.51198131362253
2000-10-06,110.36806675596776
2000-10-09,108.0127596583149
2000-10-10,105.58725346540594
2000-10-11,103.84891854807215
2000-10-12,102.3871750256661
2000-10-13,103.67994534067084
2000-10-16,103.742203114094
2000-10-17,99.42250094864524
2000-10-18,98.57960838886649
2000-10-19,103.40405026280446
2000-10-20,101.61340714301127
2000-10-23,97.9992226082615
2000-10-24,97.26198310906547
2000-10-25,92.66909426437189
2000-10-26,97.10593689143235
2000-10-27,105.26408288156937
2000-10-30,105.2012848062045
2000-10-31,106.69718988290428
2000-11-01,104.1989472610216
2000-11-02,104.719285552367
2000-11-03,102.0565270330478
2000-11-06,102.06163471169418
2000-11-07,103.61019940326119
2000-11-08,101.4797426697933
2000-11-09,103.66773756465186
2000-11-10,105.78314191263433
2000-11-13,107.45123324213941
2000-11-14,106.56504749693055
2000-11-15,105.12127284335023
2000-11-16,104.4654854877354
2000-11-17,102.30084823045203
2000-11-20,103.44306804846869
2000-11-21,103.46701712730027
2000-11-22,100.92593758776759
2000-11-23,101.18305013591969
2000-11-24,101.48775321561394
2000-11-27,101.75618149564845
2000-11-28,98.74602859266683
2000-11-29,99.15683306753279
2000-11-30,96.55954532010263
2000-12-01,97.34996793772086
2000-12-04,96.62846399185456
2000-12-05,100.05584498858974
2000-12-06,99.3074791329001
2000-12-07,99.32531827365477
2000-12-08,99.32531827365477
2000-12-11,100.8650511299933
2000-12-12,101.29008338739128
2000-12-13,100.16881204136804
2000-12-14,98.64679921794553
2000-12-15,97.72710315861879
2000-12-18,98.28914347510916
2000-12-19,99.69039962397017
2000-12-20,98.53492624378447
2000-12-21,101.98780546203746
2000-12-22,101.85185959070061
2000-12-25,101.85185959070061
2000-12-26,101.22857795016127
2000-12-27,100.67395618543144
2000-12-28,99.98497821841671
2000-12-29,99.99999999999999
2001-01-01,99.99999999999999
2001-01-02,100.19407393991345
2001-01-03,107.76980807710383
2001-01-04,111.40951147724518
2001-01-05,111.92355605772896
2001-01-08,111.93477991320123
2001-01-09,120.07224536622748
2001-01-10,120.9362717011038
2001-01-11,122.14001163180559
2001-01-12,120.6414236302386
2001-01-15,121.47398517487728
2001-01-16,121.0061105163928
2001-01-17,122.88148233856732
2001-01-18,126.17531157542898
2001-01-19,126.62702234665291
2001-01-22,126.81487684475282
2001-01-23,129.9110827103969
2001-01-24,129.35972004854563
2001-01-25,128.04856573453674
2001-01-26,127.22871120932076
2001-01-29,128.6657398982418
2001-01-30,129.02472668657742
2001-01-31,130.0531497118484
2001-02-01,128.31131296040633
2001-02-02,126.2717579226712
2001-02-05,124.21124852137851
2001-02-06,124.4796226458931
2001-02-07,122.56186184944616
2001-02-08,124.0174835215567
2001-02-09,122.40802690220346
2001-02-12,123.05916198528207
2001-02-13,121.8419074187772
2001-02-14,120.81713682168088
2001-02-15,120.99036593426997
2001-02-16,118.01136261711987
2001-02-19,118.081520130809
2001-02-20,114.48912466790487
2001-02-21,109.67962945584446
2001-02-22,112.34639325225945
2001-02-23,112.04084906680662
2001-02-26,110.57220429591236
2001-02-27,108.00750284631945
2001-02-28,105.3719527438422
2001-03-01,106.25095792472263
2001-03-02,108.95834319537562
2001-03-05,118.49966159506427
2001-03-06,116.00263133417945
2001-03-07,116.39550004775963
2001-03-08,116.2216309958044
2001-03-09,115.94361599002929
2001-03-12,113.2586890867418
2001-03-13,112.98255198202644
2001-03-14,109.51890676680678
2001-03-15,110.44227821940598
2001-03-16,108.35309806980176
2001-03-19,105.8358001660909
2001-03-20,105.08689409750237
2001-03-21,104.23310279341231
2001-03-22,97.61127768472119
2001-03-23,103.38316265256701
2001-03-26,109.87422535439384
2001-03-27,111.80578372239715
2001-03-28,110.45420687774352
2001-03-29,107.48987783952009
2001-03-30,107.56717252539158
2001-04-02,107.68028772934916
2001-04-03,104.79054981938393
2001-04-04,104.36206809529644
2001-04-05,108.35286694450257
2001-04-06,109.58698379410762
2001-04-09,112.22400646821795
2001-04-10,111.58866679594385
2001-04-11,110.38317279582677
2001-04-12,110.50470974600485
2001-04-13,110.50470974600485
2001-04-16,107.19022078707962
2001-04-17,108.35193988736805
2001-04-18,112.43556649174356
2001-04-19,108.2632991008576
2001-04-20,101.71290204798785
2001-04-23,100.21374903975322
2001-04-24,102.04061921201983
2001-04-25,101.83651239582406
2001-04-26,106.00408172005048
2001-04-27,109.026805690237
2001-04-30,105.10171585341561
2001-05-01,105.10171585341561
2001-05-02,104.442206397302
2001-05-03,103.77369891396658
2001-05-04,106.35150465763046
2001-05-07,106.7379228517751
2001-05-08,103.10103229308983
2001-05-09,103.97349319105213
2001-05-10,103.84936885799647
2001-05-11,101.21442059587824
2001-05-14,100.2989307702261
2001-05-15,101.03359623912094
2001-05-16,103.54767074975578
2001-05-17,103.87082311144997
2001-05-18,102.35079605679735
2001-05-21,103.8687758950696
2001-05-22,104.75452775271927
2001-05-23,106.20404195050897
2001-05-24,106.28766615141181
2001-05-25,106.28766615141181
2001-05-28,105.2308737806115
2001-05-29,103.63145944415571
2001-05-30,103.63016634334375
2001-05-31,106.53858760497894
2001-06-01,105.501215082412
2001-06-04,107.07158223833386
2001-06-05,106.69123516349688
2001-06-06,106.14018215876663
2001-06-07,108.93435631088113
2001-06-08,109.25163392099732
2001-06-11,108.204316422842
2001-06-12,109.40315046419259
2001-06-13,108.2351360046
2001-06-14,106.38374024417168
2001-06-15,106.39760730321873
2001-06-18,106.40825238649064
2001-06-19,102.28311625848762
2001-06-20,102.4282220822383
2001-06-21,103.89373802222578
2001-06-22,102.44083390148197
2001-06-25,104.84504886311319
2001-06-26,103.63709653196051
2001-06-27,103.17005236779653
2001-06-28,101.58905949013437
2001-06-29,99.52765584387005
2001-07-02,100.63590766057412
2001-07-03,96.63119048225117
2001-07-04,96.10592163778736
2001-07-05,93.1293242042842
2001-07-06,91.8883317181136
2001-07-09,91.91591200777384
2001-07-10,87.42738541956436
2001-07-11,85.07363970897629
2001-07-12,75.99974959036837
2001-07-13,80.40376827823754
2001-07-16,79.07527159289899
2001-07-17,82.74562963486538
2001-07-18,79.79243136093146
2001-07-19,78.135533714655
2001-07-20,81.25193588050757
2001-07-23,82.37697645046735
2001-07-24,79.78985843045704
2001-07-25,81.08900051421095
2001-07-26,79.32167912149767
2001-07-27,79.4354408860951
2001-07-30,78.52687449447137
2001-07-31,78.93529898058773
2001-08-01,75.4343574167071
2001-08-02,76.82865540923534
2001-08-03,76.70966013672707
2001-08-06,74.45484907092442
2001-08-07,75.8765589439981
2001-08-08,79.82433541490086
2001-08-09,81.75921818662985
2001-08-10,82.71162626870586
2001-08-13,81.01799329284222
2001-08-14,78.80207560242158
2001-08-15,81.00675124863331
2001-08-16,82.72877285504056
2001-08-17,78.25309343113673
2001-08-20,78.35106655492372
2001-08-21,75.9131818859088
2001-08-22,81.47237452263602
2001-08-23,79.47068188222282
2001-08-24,78.63656857635407
2001-08-27,78.17646255100897
2001-08-28,79.90253227075593
2001-08-29,80.63977535335624
2001-08-30,79.35451908792973
2001-08-31,79.58382208974066
2001-09-03,79.57908771238118
2001-09-04,78.84451635581922
2001-09-05,79.0522065771977
2001-09-06,77.43895433489335
2001-09-07,76.12194686581137
2001-09-10,72.81372408101147
2001-09-11,69.33759869463661
2001-09-12,69.33759869463661
2001-09-13,67.46481810643034
2001-09-14,67.8566146406614
2001-09-17,67.98081342925529
2001-09-18,68.69962091380991
2001-09-19,64.51987353177307
2001-09-20,62.216492792556814
2001-09-21,61.35159173036036
2001-09-24,63.092619383744875
2001-09-25,62.275631784836115
2001-09-26,62.27249871917849
2001-09-27,62.332590131242696
2001-09-28,60.753548891394324
2001-10-01,60.32061404349481
2001-10-02,58.025107328762175
2001-10-03,53.59888089954829
2001-10-04,51.59389830677084
2001-10-05,54.08480983447462
2001-10-08,54.07126628515963
2001-10-09,53.66695060730394
2001-10-10,55.75842665697005
2001-10-11,57.17029571583939
2001-10-12,57.286422665050175
2001-10-15,57.15527805502898
2001-10-16,59.303319078581765
2001-10-17,61.308648487653066
2001-10-18,60.79521676207936
2001-10-19,61.272927685122134
2001-10-22,60.969733894605824
2001-10-23,59.499262712174264
2001-10-24,59.109237493402595
2001-10-25,58.98734212340741
2001-10-26,57.94858607132918
2001-10-29,53.53212696414954
2001-10-30,54.17850037973945
2001-10-31,54.542095385286295
2001-11-01,56.54743689427454
2001-11-02,56.20538510540257
2001-11-05,57.62552044562067
2001-11-06,57.5100673618328
2001-11-07,58.44442093547993
2001-11-08,58.23201712848864
2001-11-09,57.268955264176014
2001-11-12,56.90245845559011
2001-11-13,56.11566464316366
2001-11-14,55.64803904542751
2001-11-15,56.258034508194434
2001-11-16,54.27276739041685
2001-11-19,53.826194376788386
2001-11-20,50.71903015408274
2001-11-21,50.99868650829687
2001-11-22,51.61660403818445
2001-11-23,52.74206861359173
2001-11-26,55.262240553183965
2001-11-27,54.37829008649755
2001-11-28,53.400489375430624
2001-11-29,51.06952821865407
2001-11-30,52.54507881615958
2001-12-03,55.097050718459776
2001-12-04,54.16405045605772
2001-12-05,58.95138185720491
2001-12-06,66.00940317806206
2001-12-07,66.60315200396512
2001-12-10,62.65528782868011
2001-12-11,63.62770731397603
2001-12-12,64.00783677456783
2001-12-13,67.55363000062162
2001-12-14,68.23484274545913
2001-12-17,69.58463094784982
2001-12-18,68.72056330204964
2001-12-19,74.66652197277394
2001-12-20,87.92143093639287
2001-12-21,87.92143093639287
2001-12-24,87.92143093639287
2001-12-25,87.92143093639287
2001-12-26,87.92143093639287
2001-12-27,87.92143093639287
2001-12-28,80.35016679389761
2001-12-31,80.35016679389761
2002-01-01,80.35016679389761
2002-01-02,87.37757956106364
2002-01-03,91.63157670353559
2002-01-04,94.3253719155535
2002-01-07,67.3752656539668
2002-01-08,67.3752656539668
2002-01-09,67.3752656539668
2002-01-10,67.3752656539668
2002-01-11,67.3752656539668
2002-01-14,67.3752656539668
2002-01-15,67.3752656539668
2002-01-16,67.3752656539668
2002-01-17,53.04791705932846
2002-01-18,60.68274823536915
2002-01-21,66.62601438189448
2002-01-22,65.70779756428416
2002-01-23,65.61076482369371
2002-01-24,63.76251286071376
2002-01-25,63.966708051998914
2002-01-28,66.76723560128855
2002-01-29,65.54382737965635
2002-01-30,68.89925056441854
2002-01-31,62.29104519991425
2002-02-01,63.442622861856854
2002-02-04,63.442622861856854
2002-02-05,63.442622861856854
2002-02-06,69.03273302167048
2002-02-07,66.96136591026467
2002-02-08,68.2120778933108
2002-02-11,57.63828151704074
2002-02-12,57.54115462818857
2002-02-13,61.38818929169384
2002-02-14,58.00465896961414
2002-02-15,54.70789569757274
2002-02-18,56.088572749884165
2002-02-19,55.99789245349814
2002-02-20,54.630906441415
2002-02-21,55.9115260602238
2002-02-22,55.66252240253686
2002-02-25,55.05007626346956
2002-02-26,53.319675473414364
2002-02-27,52.84854388657147
2002-02-28,53.80709874786244
2002-03-01,52.469966701784784
2002-03-04,52.24960401121767
2002-03-05,50.97892907237835
2002-03-06,51.85127758474036
2002-03-07,49.504329177156954
2002-03-08,49.2137379058109
2002-03-11,49.557502042078106
2002-03-12,49.594301783730586
2002-03-13,49.585168781528026
2002-03-14,47.22704843519538
2002-03-15,47.407826995843685
2002-03-18,47.68831202068976
2002-03-19,47.6977414716293
2002-03-20,47.68556980783727
2002-03-21,46.78879716279751
2002-03-22,45.97562824789793
2002-03-25,38.398985068525775
2002-03-26,38.34942758099373
2002-03-27,43.54611984205066
2002-03-28,42.82634926614901
2002-03-29,42.82634926614901
2002-04-01,42.82634926614901
2002-04-02,43.86472094217419
2002-04-03,44.12452791470991
2002-04-04,42.410522045127074
2002-04-05,42.354117772295474
2002-04-08,40.22958237252566
2002-04-09,40.35727197021046
2002-04-10,40.99540523314038
2002-04-11,40.32739908145431
2002-04-12,38.3360582951731
2002-04-15,38.95278429730017
2002-04-16,37.05286381306785
2002-04-17,37.22378496070804
2002-04-18,38.77263243791644
2002-04-19,37.56514161489442
2002-04-22,37.447566836757034
2002-04-23,37.447566836757034
2002-04-24,37.447566836757034
2002-04-25,37.447566836757034
2002-04-26,37.447566836757034
2002-04-29,36.0341245840068
2002-04-30,37.43886331431435
2002-05-01,36.19916585357546
2002-05-02,37.21204851548468
2002-05-03,35.75884160755211
2002-05-06,36.82476320705526
2002-05-07,35.677399766241464
2002-05-08,35.043175298366265
2002-05-09,34.9738530995481
2002-05-10,35.12664908132914
2002-05-13,34.02964727367087
2002-05-14,33.64360195952236
2002-05-15,32.1931574526628
2002-05-16,32.79960032492009
2002-05-17,32.202826082921334
2002-05-20,31.313587695365662
2002-05-21,30.302950742587612
2002-05-22,30.275627203517807
2002-05-23,30.108896328892573
2002-05-24,28.48065264546713
2002-05-27,27.288959462444282
2002-05-28,28.7172389426987
2002-05-29,28.46322789544363
2002-05-30,27.036175119531165
2002-05-31,26.36849111293834
2002-06-03,25.332643856647543
2002-06-04,24.40624307059188
2002-06-05,24.053423456609437
2002-06-06,23.85143251724426
2002-06-07,24.372573726855137
2002-06-10,23.444507306088322
2002-06-11,25.32586187718737
2002-06-12,25.337847311130922
2002-06-13,25.440416059563983
2002-06-14,24.587580867636564
2002-06-17,24.315142298466064
2002-06-18,26.3840065484803
2002-06-19,26.828397690215866
2002-06-20,27.36156425650672
2002-06-21,26.246983406873692
2002-06-24,26.723904745446365
2002-06-25,27.055519040022812
2002-06-26,26.772168576312545
2002-06-27,26.885932426982798
2002-06-28,28.33639870433278
2002-07-01,30.31640076493851
2002-07-02,30.22300084192866
2002-07-03,32.30357130020797
2002-07-04,33.26493820938961
2002-07-05,32.316306998804315
2002-07-08,34.0487572590695
2002-07-09,34.0487572590695
2002-07-10,33.1379749768867
2002-07-11,31.48420116913887
2002-07-12,31.036643952496245
2002-07-15,30.429325434108918
2002-07-16,31.793508793776528
2002-07-17,32.11943194208459
2002-07-18,32.44769693514496
2002-07-19,31.679309464104687
2002-07-22,31.108784219621096
2002-07-23,31.080740813205605
2002-07-24,30.76594000073958
2002-07-25,30.726107004322344
