Date,INDONESIA
1999-09-17,189.1846728923975
1999-09-20,186.4510845187351
1999-09-21,188.7377354835443
1999-09-22,185.43492311110663
1999-09-23,170.11857911580591
1999-09-24,171.67879867383195
1999-09-27,171.56130871133035
1999-09-28,177.60126307311648
1999-09-29,178.73643702983628
1999-09-30,187.3129740543369
1999-10-01,201.46020589822064
1999-10-04,202.3919165130196
1999-10-05,209.2388349150484
1999-10-06,216.6884180317629
1999-10-07,215.79124861625112
1999-10-08,215.91982152902395
1999-10-11,216.26036288936658
1999-10-12,209.32479733074783
1999-10-13,200.81282976365142
1999-10-14,197.77437597393478
1999-10-15,205.17676849962186
1999-10-18,203.49780500364002
1999-10-19,218.53855808526603
1999-10-20,226.37498235111534
1999-10-21,259.783178498104
1999-10-22,254.4983366341454
1999-10-25,248.31417372466078
1999-10-26,249.41747066600917
1999-10-27,242.99464676259237
1999-10-28,238.11603538626704
1999-10-29,251.72165673020262
1999-11-01,254.55756813046315
1999-11-02,256.3535501489944
1999-11-03,258.3816807118858
1999-11-04,261.34135606331387
1999-11-05,264.42092791374364
1999-11-08,263.8696926382601
1999-11-09,265.85138225446667
1999-11-10,260.67083140481355
1999-11-11,252.2990377365226
1999-11-12,254.3187207532941
1999-11-15,259.42725503885646
1999-11-16,256.977265205731
1999-11-17,257.6202928549273
1999-11-18,252.55065921774482
1999-11-19,249.52147936452934
1999-11-22,246.92460720653472
1999-11-23,241.820494040989
1999-11-24,232.0731331543148
1999-11-25,227.16698913659604
1999-11-26,228.51823608349258
1999-11-29,219.66783081979366
1999-11-30,220.6641725629208
1999-12-01,228.61306677805996
1999-12-02,228.55540857553615
1999-12-03,236.57762540788934
1999-12-06,243.38509086415243
1999-12-07,240.00923681982104
1999-12-08,240.28993819739603
1999-12-09,242.1186496605145
1999-12-10,240.78418405726467
1999-12-13,239.94804966998075
1999-12-14,250.5027432519765
1999-12-15,258.2479891124229
1999-12-16,253.7696316259649
1999-12-17,250.42305345447807
1999-12-20,253.63983762889737
1999-12-21,257.5311153283912
1999-12-22,257.3912648593204
1999-12-23,262.1835958720716
1999-12-24,262.1835958720716
1999-12-27,268.37319678658605
1999-12-28,262.2411622534419
1999-12-29,261.2099271015285
1999-12-30,264.6368186320784
1999-12-31,264.6368186320784
2000-01-03,264.6368186320784
2000-01-04,275.63455202053206
2000-01-05,260.1995860586585
2000-01-06,261.9462738224222
2000-01-07,264.69396291023577
2000-01-10,264.3242786121515
2000-01-11,263.61388712746225
2000-01-12,261.60407008806214
2000-01-13,260.04247321273397
2000-01-14,263.86978171848364
2000-01-17,263.66286754575003
2000-01-18,257.03207832296204
2000-01-19,241.352861240514
2000-01-20,248.18479223755133
2000-01-21,246.19593508951368
2000-01-24,244.09314022419545
2000-01-25,238.98043561370721
2000-01-26,233.91663056407305
2000-01-27,238.07944397137385
2000-01-28,232.6009101807824
2000-01-31,231.72488703986994
2000-02-01,222.53785994566343
2000-02-02,211.39895907129588
2000-02-03,213.37964824806903
2000-02-04,225.81212142122956
2000-02-07,229.01923559476924
2000-02-08,230.83324470961153
2000-02-09,237.62579128413205
2000-02-10,238.80087181052502
2000-02-11,235.10768660070613
2000-02-14,236.4614031254917
2000-02-15,235.6545857250016
2000-02-16,226.85317184331026
2000-02-17,219.25852226782146
2000-02-18,218.48968319278154
2000-02-21,215.43598160972772
2000-02-22,212.2695853211278
2000-02-23,212.77924891199078
2000-02-24,204.84151439316156
2000-02-25,206.51825773588018
2000-02-28,209.067725510311
2000-02-29,210.1940161130481
2000-03-01,207.23950741458432
2000-03-02,196.04483683843165
2000-03-03,196.03319062705478
2000-03-06,205.49955959757884
2000-03-07,203.61650508671656
2000-03-08,204.99094852381842
2000-03-09,214.76062469171754
2000-03-10,220.86963267231351
2000-03-13,214.82641249248655
2000-03-14,214.83192450262516
2000-03-15,213.1981822394984
2000-03-16,214.19777198462165
2000-03-17,216.8281163792212
2000-03-20,213.80814605065302
2000-03-21,211.19830518257842
2000-03-22,214.59750920919257
2000-03-23,212.75751607838117
2000-03-24,210.38477387416467
2000-03-27,211.18335615060636
2000-03-28,210.48735180724856
2000-03-29,212.0911082966726
2000-03-30,206.82664661739102
2000-03-31,208.32935050125084
2000-04-03,197.4056359262198
2000-04-04,198.43312148595544
2000-04-05,194.8515647599303
2000-04-06,194.8515647599303
2000-04-07,202.97440524230984
2000-04-10,204.3280148708272
2000-04-11,204.01366994852515
2000-04-12,201.87725346591952
2000-04-13,202.7541715204621
2000-04-14,200.0846811642517
2000-04-17,187.5379441031461
2000-04-18,185.5216255778938
2000-04-19,181.53298182362465
2000-04-20,178.47893488339656
2000-04-21,178.47893488339656
2000-04-24,183.62179931663965
2000-04-25,177.53204499850938
2000-04-26,178.51394752263596
2000-04-27,180.90322712773323
2000-04-28,181.51397484485486
2000-05-01,179.63921301757006
2000-05-02,180.09584098427754
2000-05-03,181.36202317003477
2000-05-04,183.34068954050144
2000-05-05,186.03832650641505
2000-05-08,185.45824020222997
2000-05-09,182.30475643464587
2000-05-10,181.26832859093352
2000-05-11,168.17170479188198
2000-05-12,167.7846991869499
2000-05-15,159.26657823210556
2000-05-16,153.09605281960972
2000-05-17,162.2016112527773
2000-05-18,158.99343496888025
2000-05-19,159.52556596258063
2000-05-22,155.17929937249212
2000-05-23,153.50478029443158
2000-05-24,152.1700173002817
2000-05-25,152.31891146773748
2000-05-26,147.7841086402606
2000-05-29,136.98100594694935
2000-05-30,139.92231295628704
2000-05-31,133.54723468221343
2000-06-01,134.56548330800229
2000-06-02,133.39004920164513
2000-06-05,135.19921372279276
2000-06-06,131.448795154593
2000-06-07,133.7367370974108
2000-06-08,142.90857943966915
2000-06-09,142.25273109061044
2000-06-12,141.249594582126
2000-06-13,138.12187829704465
2000-06-14,144.0462339379978
2000-06-15,143.79307753600105
2000-06-16,145.51805713452478
2000-06-19,145.33339657209208
2000-06-20,145.49918034992783
2000-06-21,147.2587395207581
2000-06-22,148.22358386731253
2000-06-23,148.46791584532065
2000-06-26,149.38244905209444
2000-06-27,147.10887780502833
2000-06-28,148.958804065995
2000-06-29,148.8825952495388
2000-06-30,149.07684769634741
2000-07-03,142.04720482402655
2000-07-04,144.05357838481103
2000-07-05,138.9270510122146
2000-07-06,140.98946895955788
2000-07-07,138.53602151062879
2000-07-10,139.1363257562754
2000-07-11,139.7837294884096
2000-07-12,138.00978499039869
2000-07-13,135.68336556408394
2000-07-14,134.85112109248206
2000-07-17,136.50912122155793
2000-07-18,139.8892228276178
2000-07-19,146.68298596184025
2000-07-20,148.1902912892293
2000-07-21,146.5672972554006
2000-07-24,145.79325473192063
2000-07-25,141.05749562614946
2000-07-26,139.22870688008217
2000-07-27,141.84212624788054
2000-07-28,141.67974309292896
2000-07-31,139.94919560897978
2000-08-01,139.19451793321406
2000-08-02,141.6605747314349
2000-08-03,145.7073795902655
2000-08-04,146.83718170535894
2000-08-07,145.10311396281205
2000-08-08,142.92688714221651
2000-08-09,142.57243180396063
2000-08-10,145.5958905363716
2000-08-11,156.66273849084823
2000-08-14,156.94528576805322
2000-08-15,154.17880767911234
2000-08-16,152.0753371789838
2000-08-17,151.80165630823575
2000-08-18,150.48397198498947
2000-08-21,153.544804694959
2000-08-22,156.33331000506456
2000-08-23,152.29796423162023
2000-08-24,145.3230434323233
2000-08-25,148.0333621815245
2000-08-28,147.73919105213898
2000-08-29,140.69797940263686
2000-08-30,141.52609269313723
2000-08-31,141.5624516506641
2000-09-01,144.4115276114153
2000-09-04,146.29187076897549
2000-09-05,146.29044318405954
2000-09-06,145.21160297473605
2000-09-07,143.4104901517814
2000-09-08,143.50176098857264
2000-09-11,137.7085787776571
2000-09-12,131.2773342116078
2000-09-13,126.01307981977223
2000-09-14,129.16340681526654
2000-09-15,127.0217608474891
2000-09-18,116.04967321718739
2000-09-19,124.09469142060566
2000-09-20,120.45100937389323
2000-09-21,119.81974820605627
2000-09-22,116.3953349974892
2000-09-25,117.34581146496289
2000-09-26,118.84461990573924
2000-09-27,117.5453348507104
2000-09-28,119.42602574113634
2000-09-29,122.01764962292692
2000-10-02,125.30768733553806
2000-10-03,122.1085442294401
2000-10-04,119.13546339468361
2000-10-05,120.85679078847691
2000-10-06,119.99087935665317
2000-10-09,117.62481377536349
2000-10-10,116.90674937444899
2000-10-11,116.38921328331138
2000-10-12,113.31647197785136
2000-10-13,113.63610112370036
2000-10-16,115.25662238124184
2000-10-17,117.13984217164494
2000-10-18,116.69260312333532
2000-10-19,118.12030332531118
2000-10-20,116.23071836627071
2000-10-23,115.86956816281908
2000-10-24,115.92328037769751
2000-10-25,115.76128585509038
2000-10-26,112.83670533211443
2000-10-27,110.97197735953219
2000-10-30,104.22826453860901
2000-10-31,107.63328768035622
2000-11-01,110.6454096307309
2000-11-02,109.55470020687582
2000-11-03,109.88952972837949
2000-11-06,112.90564296208895
2000-11-07,112.49339027502431
2000-11-08,114.77523508771476
2000-11-09,112.49594852165514
2000-11-10,114.6116358073743
2000-11-13,112.01321611228553
2000-11-14,110.86065779305656
2000-11-15,108.01957501306327
2000-11-16,106.46112786378632
2000-11-17,106.8020486871329
2000-11-20,109.32717179994755
2000-11-21,108.7514848457073
2000-11-22,111.74645637576677
2000-11-23,112.88427612759344
2000-11-24,113.02992863859448
2000-11-27,111.24777068764918
2000-11-28,110.67516397000396
2000-11-29,109.48534523542901
2000-11-30,110.50309957672178
2000-12-01,109.25732549882102
2000-12-04,110.43037955790147
2000-12-05,110.44850844188099
2000-12-06,109.97425866114872
2000-12-07,109.45576327364381
2000-12-08,108.15594527224059
2000-12-11,107.87121526971589
2000-12-12,104.24308791410043
2000-12-13,105.74944048875503
2000-12-14,105.64246803230694
2000-12-15,106.33502269319777
2000-12-18,104.6467357758645
2000-12-19,107.01272435697278
2000-12-20,105.95214520485773
2000-12-21,104.35909327329426
2000-12-22,104.17227456258406
2000-12-25,104.17227456258406
2000-12-26,102.3809523809524
2000-12-27,102.3809523809524
2000-12-28,101.04438642297649
2000-12-29,99.99999999999999
2001-01-01,99.99999999999999
2001-01-02,100.24811431842822
2001-01-03,96.61050399944368
2001-01-04,100.03071679440536
2001-01-05,104.08021170069702
2001-01-08,104.31793830681346
2001-01-09,104.15017140095219
2001-01-10,104.94776711279245
2001-01-11,101.8286055081237
2001-01-12,101.36184462929312
2001-01-15,104.50368940366396
2001-01-16,105.17984413393243
2001-01-17,105.54041775109742
2001-01-18,106.7894733082791
2001-01-19,105.57822984959058
2001-01-22,108.41916761252716
2001-01-23,107.0806769161008
2001-01-24,107.7059160470876
2001-01-25,107.35795341837066
2001-01-26,107.0035775878135
2001-01-29,105.7757021951643
2001-01-30,106.44912316575339
2001-01-31,110.3025857714419
2001-02-01,110.88853292918536
2001-02-02,119.23553348803857
2001-02-05,120.9008030126501
2001-02-06,117.56022177567638
2001-02-07,115.1130091428048
2001-02-08,114.59920313882397
2001-02-09,111.2156635144955
2001-02-12,110.64429974834759
2001-02-13,110.33738944328744
2001-02-14,109.62756202053107
2001-02-15,117.0126469493306
2001-02-16,113.08663033582522
2001-02-19,114.25301642022376
2001-02-20,114.17726248481314
2001-02-21,116.35675270277069
2001-02-22,115.76626288645195
2001-02-23,115.41130101538573
2001-02-26,111.03035722203575
2001-02-27,110.90007659454434
2001-02-28,109.022721878808
2001-03-01,107.45497559965663
2001-03-02,107.64705602730452
2001-03-05,107.81081929712298
2001-03-06,108.53361634023457
2001-03-07,108.49984254218558
2001-03-08,107.12636961582531
2001-03-09,100.82355558446153
2001-03-12,93.36292167998742
2001-03-13,91.31308786953036
2001-03-14,93.47536889391948
2001-03-15,94.77681585151268
2001-03-16,89.42454734094939
2001-03-19,84.76203950712458
2001-03-20,82.74551844212316
2001-03-21,85.80240562141651
2001-03-22,84.0041884183899
2001-03-23,86.25240642311712
2001-03-26,86.12800391385301
2001-03-27,85.24141287942446
2001-03-28,87.4370649298651
2001-03-29,89.15391843304309
2001-03-30,88.67504814355762
2001-04-02,85.87915463771498
2001-04-03,84.99155129969118
2001-04-04,82.35398191119836
2001-04-05,80.82924014101816
2001-04-06,80.13810940086229
2001-04-09,79.77483524529606
2001-04-10,82.74857168611621
2001-04-11,82.75465861592713
2001-04-12,82.46091246486458
2001-04-13,82.46091246486458
2001-04-16,80.25221992551154
2001-04-17,79.19531938601641
2001-04-18,77.87066726317205
2001-04-19,75.0964351951519
2001-04-20,69.40822691806669
2001-04-23,69.02415454736185
2001-04-24,70.06733841827955
2001-04-25,70.61205840472515
2001-04-26,69.68419201467889
2001-04-27,71.28897900226751
2001-04-30,74.25169733700277
2001-05-01,77.21589593401967
2001-05-02,77.50917075547333
2001-05-03,81.26169086948236
2001-05-04,82.86169274898992
2001-05-07,82.86169274898992
2001-05-08,82.5472897109695
2001-05-09,81.10525844767744
2001-05-10,79.0219991074136
2001-05-11,78.54678792927415
2001-05-14,76.98357029434857
2001-05-15,77.55924075763441
2001-05-16,79.03287277430287
2001-05-17,79.88353048115039
2001-05-18,79.75114528918304
2001-05-21,79.97435126495805
2001-05-22,80.24740433125214
2001-05-23,80.21155763590215
2001-05-24,80.183474814848
2001-05-25,83.39909937200892
2001-05-28,83.04433355068387
2001-05-29,90.34195369803854
2001-05-30,89.76747540994837
2001-05-31,91.29967869460248
2001-06-01,85.57520794658532
2001-06-04,85.57520794658532
2001-06-05,87.52801917281488
2001-06-06,87.91981810046084
2001-06-07,87.71964494019093
2001-06-08,88.19165644790627
2001-06-11,89.4687753071791
2001-06-12,92.47685817465857
2001-06-13,92.07095981162652
2001-06-14,91.26779462611333
2001-06-15,91.42610259990319
2001-06-18,91.5245761292296
2001-06-19,91.23297758012907
2001-06-20,94.01184152328126
2001-06-21,94.73842109942136
2001-06-22,95.39308446802399
2001-06-25,94.39538062619481
2001-06-26,94.94293628303176
2001-06-27,95.06750791829069
2001-06-28,93.26293022448027
2001-06-29,96.31684659188946
2001-07-02,95.3452893054817
2001-07-03,94.60867178246991
2001-07-04,94.3345819500054
2001-07-05,94.7447615246252
2001-07-06,95.3328409411463
2001-07-09,95.38324543082011
2001-07-10,96.0001144823771
2001-07-11,96.68137934701436
2001-07-12,97.60428604102428
2001-07-13,99.37565745604245
2001-07-16,98.03160922675877
2001-07-17,98.5602381495419
2001-07-18,100.80561677341674
2001-07-19,103.77751581387416
2001-07-20,103.76911396502823
2001-07-23,115.52648559782187
2001-07-24,116.03059408573759
2001-07-25,111.03825329996862
2001-07-26,110.27126222730092
2001-07-27,112.7009351711592
2001-07-30,115.67035680795847
2001-07-31,116.99202091863509
2001-08-01,114.61315345140322
2001-08-02,112.1655348107547
2001-08-03,113.4545656763374
2001-08-06,112.57723478423699
2001-08-07,113.83803192554534
2001-08-08,117.61782194869438
2001-08-09,115.49659501825249
2001-08-10,118.029642166313
2001-08-13,128.45909465301
2001-08-14,130.1100888137689
2001-08-15,123.6058341889923
2001-08-16,123.78940059109401
2001-08-17,123.78940059109401
2001-08-20,127.10679377510478
2001-08-21,127.28251448367547
2001-08-22,128.314509258
2001-08-23,125.97116471583577
2001-08-24,127.02617891292847
2001-08-27,126.53172541145435
2001-08-28,122.04985912500314
2001-08-29,119.59483399349196
2001-08-30,121.94442909373312
2001-08-31,122.42902606233515
2001-09-03,120.11141994077632
2001-09-04,122.99861955254283
2001-09-05,122.86148895521396
2001-09-06,126.10379965686052
2001-09-07,122.29114040392483
2001-09-10,123.27738501445074
2001-09-11,123.37116112745812
2001-09-12,118.67551594416699
2001-09-13,119.6419078584461
2001-09-14,117.80050289970349
2001-09-17,109.5098528638305
2001-09-18,108.37503710096051
2001-09-19,110.63033260946122
2001-09-20,112.7055009496626
2001-09-21,109.86609020392356
2001-09-24,108.74603471465834
2001-09-25,107.20720452091568
2001-09-26,103.41252529436414
2001-09-27,100.67149358943482
2001-09-28,98.45617643751599
2001-10-01,94.65054669720433
2001-10-02,90.64751454383973
2001-10-03,89.86138694903433
2001-10-04,94.77705165814113
2001-10-05,93.67314550987979
2001-10-08,86.88084585332307
2001-10-09,89.26057997193038
2001-10-10,88.68226738727321
2001-10-11,90.77605272585828
2001-10-12,94.16889081652482
2001-10-15,94.21614063630231
2001-10-16,94.39044014620443
2001-10-17,94.9269527946848
2001-10-18,96.05176512671949
2001-10-19,93.5321040586497
2001-10-22,94.46041270902217
2001-10-23,94.31078726203803
2001-10-24,91.8726325834825
2001-10-25,92.89463212967314
2001-10-26,91.71503518931144
2001-10-29,91.04236016662732
2001-10-30,87.23465661517824
2001-10-31,88.99470081181308
2001-11-01,87.87596422868816
2001-11-02,86.06760684729171
2001-11-05,82.06794922948538
2001-11-06,82.5879460158782
2001-11-07,85.58446022138907
2001-11-08,89.4686490958223
2001-11-09,88.01533399489797
2001-11-12,84.2801975950304
2001-11-13,82.91206250921917
2001-11-14,83.8821112790692
2001-11-15,85.07122912238543
2001-11-16,85.17003456969582
2001-11-19,86.41278532756508
2001-11-20,85.66253899848502
2001-11-21,86.43084906905402
2001-11-22,84.70516106532911
2001-11-23,85.57034446934098
2001-11-26,86.49671141741184
2001-11-27,85.94216502099817
2001-11-28,86.70357636054514
2001-11-29,85.90331439083488
2001-11-30,85.68991631302565
2001-12-03,85.72034689456498
2001-12-04,84.4097345062597
2001-12-05,84.3103072875217
2001-12-06,85.62615122057342
2001-12-07,85.7199632047927
2001-12-10,85.0817225272132
2001-12-11,84.48486866901062
2001-12-12,86.15031318702061
2001-12-13,86.53363555299605
2001-12-14,85.81216826295147
2001-12-17,85.81216826295147
2001-12-18,86.15017778835947
2001-12-19,86.85980783758973
2001-12-20,87.85286081859921
2001-12-21,87.616767954742
2001-12-24,87.35881868696555
2001-12-25,87.35881868696555
2001-12-26,87.00924996143405
2001-12-27,85.89174622106344
2001-12-28,90.38048450302668
2001-12-31,91.0322668431927
2002-01-01,91.0322668431927
2002-01-02,87.0751703026455
2002-01-03,86.34422188980697
2002-01-04,87.47779969326177
2002-01-07,89.32719622195691
2002-01-08,89.1524216976957
2002-01-09,90.67858941547425
2002-01-10,94.07836146299792
2002-01-11,96.91911323897607
2002-01-14,98.12527263194511
2002-01-15,99.58579657477637
2002-01-16,100.3878755826509
2002-01-17,100.31909805752846
2002-01-18,100.60657523357995
2002-01-21,100.20203257945391
2002-01-22,101.3213214252703
2002-01-23,103.71187801998879
2002-01-24,107.99004096411451
2002-01-25,110.81147301050741
2002-01-28,107.48002703917453
2002-01-29,109.570459067298
2002-01-30,108.18491736222161
2002-01-31,111.18181618477666
2002-02-01,112.49507226358065
2002-02-04,111.28914423964585
2002-02-05,111.33279521243367
2002-02-06,109.35405633965173
2002-02-07,104.97043980432062
2002-02-08,106.507437536784
2002-02-11,107.62171932909504
2002-02-12,107.99191688944082
2002-02-13,107.07278862540335
2002-02-14,107.75140163323032
2002-02-15,111.45453787670573
2002-02-18,116.32002249152981
2002-02-19,116.07557407903427
2002-02-20,114.5535015815373
2002-02-21,114.7827165581824
2002-02-22,114.67034972846318
2002-02-25,111.12261403623027
2002-02-26,110.6942356446924
2002-02-27,112.57473389117055
2002-02-28,112.49575778767212
2002-03-01,112.28782119189778
2002-03-04,113.70694404875906
2002-03-05,115.83852703427644
2002-03-06,124.7329422979302
2002-03-07,121.37428120749482
2002-03-08,121.4378343378382
2002-03-11,121.6445879579306
2002-03-12,120.57655675962756
2002-03-13,121.33587155185579
2002-03-14,119.78660169209839
2002-03-15,119.54690864218925
2002-03-18,120.54235133574842
2002-03-19,120.41533818494126
2002-03-20,122.05553530667119
2002-03-21,124.45341742030598
2002-03-22,127.46660265759357
2002-03-25,126.40301402705104
2002-03-26,128.99233599464796
2002-03-27,128.40508513753684
2002-03-28,126.17708565070915
2002-03-29,126.17708565070915
2002-04-01,129.1662393762264
2002-04-02,130.08961760224713
2002-04-03,130.45776561617578
2002-04-04,139.87389182091584
2002-04-05,143.47546811383444
2002-04-08,144.78286373020606
2002-04-09,144.50688624533026
2002-04-10,149.30440606179752
2002-04-11,147.62960031726226
2002-04-12,151.08295579582162
2002-04-15,156.00413593917727
2002-04-16,155.41385268326562
2002-04-17,153.65602517473027
2002-04-18,150.89313442719228
2002-04-19,150.23182513806933
2002-04-22,148.77996433021121
2002-04-23,150.84626459883935
2002-04-24,153.42629857482672
2002-04-25,152.8234214866187
2002-04-26,152.1962004151581
2002-04-29,146.84155684205757
2002-04-30,149.6796958081712
2002-05-01,150.05570675717973
2002-05-02,151.701743452207
2002-05-03,153.0896644062778
2002-05-06,151.23640184520443
2002-05-07,153.53241056475972
2002-05-08,154.8316908086621
2002-05-09,154.91506813273784
2002-05-10,154.18624673126007
2002-05-13,151.4408509982781
2002-05-14,152.61146517019003
2002-05-15,152.76805184237233
2002-05-16,150.81109530348272
2002-05-17,152.15152098270093
2002-05-20,152.2492023650219
2002-05-21,151.9109118994913
2002-05-22,147.1145028416435
2002-05-23,144.86268639071753
2002-05-24,146.3736832127726
2002-05-27,149.5131112157859
2002-05-28,151.2411076399404
2002-05-29,154.7086213203228
2002-05-30,155.26621169509525
2002-05-31,160.31868353369111
2002-06-03,161.0750532529664
2002-06-04,157.46879864794184
2002-06-05,152.96316637858754
2002-06-06,148.4910845842669
2002-06-07,150.94719053633486
2002-06-10,153.81684400154288
2002-06-11,155.61287583220485
2002-06-12,158.84433601224947
2002-06-13,163.2400711070758
2002-06-14,168.24850264459917
2002-06-17,167.411833306217
2002-06-18,165.72053718708685
2002-06-19,163.9731001132739
2002-06-20,162.6276385359781
2002-06-21,160.3824376111833
2002-06-24,157.90398942524413
2002-06-25,155.14566900441392
2002-06-26,150.44053173531626
2002-06-27,152.4922564204723
2002-06-28,150.38522869928724
2002-07-01,146.27780943048737
2002-07-02,141.81440665897966
2002-07-03,137.86676792894596
2002-07-04,144.59311889939497
2002-07-05,146.54282689169574
2002-07-08,142.748049602592
2002-07-09,141.70251524061732
2002-07-10,140.73200141134873
2002-07-11,134.79748761846892
2002-07-12,139.8358605552149
2002-07-15,141.4206360075167
2002-07-16,142.14804588901285
2002-07-17,143.10326877315725
2002-07-18,148.85605465406275
2002-07-19,149.39751588222882
2002-07-22,144.6478457100461
2002-07-23,142.47509541480352
2002-07-24,136.26199746265843
2002-07-25,135.93522016909756
2002-07-26,129.7782043770113
2002-07-29,134.22675286917078
