Date,USA
2022-11-01,10715.631646326286
2022-11-02,10439.344991314045
2022-11-03,10330.616358717485
2022-11-04,10463.772819352725
2022-11-07,10562.23487366206
2022-11-08,10622.362016218704
2022-11-09,10395.443003538836
2022-11-10,10988.274760220784
2022-11-11,11099.886912746315
2022-11-14,10997.089668441326
2022-11-15,11101.676269391182
2022-11-16,11001.634094999858
2022-11-17,10961.969380519822
2022-11-18,11013.098997466603
2022-11-21,10964.776761595487
2022-11-22,11113.123164221382
2022-11-23,11182.546569551445
2022-11-24,11182.546569551445
2022-11-25,11178.815418137094
2022-11-28,11005.38850044786
2022-11-29,10986.535621821238
2022-11-30,11334.785018723036
2022-12-01,11330.946431687144
2022-12-02,11315.922077395859
2022-12-05,11103.868944290283
2022-12-06,10939.764745938588
2022-12-07,10920.78233948265
2022-12-08,11007.803754296741
2022-12-09,10926.330877247652
2022-12-12,11084.614575993455
2022-12-13,11169.158187555577
2022-12-14,11103.266454445456
2022-12-15,10821.962969948285
2022-12-16,10701.281830049753
2022-12-19,10600.650521050986
2022-12-20,10613.591130674502
2022-12-21,10773.213636740098
2022-12-22,10615.866390485742
2022-12-23,10675.481992038909
2022-12-26,10675.481992038909
2022-12-27,10630.237379992452
2022-12-28,10501.624219316516
2022-12-29,10690.323846729945
2022-12-30,10663.842598685007
2023-01-02,10663.842598685007
2023-01-03,10617.879755187018
2023-01-04,10702.287361351993
2023-01-05,10575.52020655886
2023-01-06,10815.263967904719
2023-01-09,10812.871059812165
2023-01-10,10889.615108578937
2023-01-11,11034.08723606728
2023-01-12,11074.944917493118
2023-01-13,11122.900309072604
2023-01-16,11122.900309072604
2023-01-17,11104.769225564234
2023-01-18,10933.916537685467
2023-01-19,10847.94158814731
2023-01-20,11058.522590587101
2023-01-23,11196.06281557127
2023-01-24,11184.53802542083
2023-01-25,11182.9149474389
2023-01-26,11311.507314081064
2023-01-27,11347.184398909565
2023-01-30,11194.805860030794
2023-01-31,11362.179647240375
2023-02-01,11486.551436923972
2023-02-02,11663.17354662562
2023-02-03,11536.607482555046
2023-02-06,11461.732300389504
2023-02-07,11609.721389310924
2023-02-08,11481.066562658634
2023-02-09,11377.262367960871
2023-02-10,11398.438486055755
2023-02-13,11529.967989996836
2023-02-14,11535.051074466692
2023-02-15,11583.788518610183
2023-02-16,11424.033086791103
2023-02-17,11386.049193458932
2023-02-20,11386.049193458932
2023-02-21,11154.43697130106
2023-02-22,11142.93563581807
2023-02-23,11201.376277220475
2023-02-24,11080.749071057498
2023-02-27,11116.370979267758
2023-02-28,11085.289515120816
2023-03-01,11033.913530616363
2023-03-02,11118.350968245997
2023-03-03,11300.758807345983
2023-03-06,11303.208818685538
2023-03-07,11132.344641110949
2023-03-08,11147.648250772489
2023-03-09,10936.789342490674
2023-03-10,10767.534655557442
2023-03-13,10751.49321803097
2023-03-14,10935.008331702598
2023-03-15,10857.25567377248
2023-03-16,11050.246425173307
2023-03-17,10926.481834740911
2023-03-20,11021.849016756649
2023-03-21,11172.261390745114
2023-03-22,10984.061299296925
