Date,RUSSIA
2011-08-17,670.52
2011-08-18,638.52
2011-08-19,633.48
2011-08-22,633.65
2011-08-23,636.51
2011-08-24,647.89
2011-08-25,637.35
2011-08-26,642.89
2011-08-29,667.19
2011-08-30,668.13
2011-08-31,684.44
2011-09-01,681.67
2011-09-02,660.84
2011-09-05,644.05
2011-09-06,640.32
2011-09-07,663.29
2011-09-08,666.61
2011-09-09,640.49
2011-09-12,621.71
2011-09-13,622.01
2011-09-14,622.24
2011-09-15,631.99
2011-09-16,624.76
2011-09-19,604.53
2011-09-20,613.11
2011-09-21,604.09
2011-09-22,546.78
2011-09-23,525.48
2011-09-26,527.04
2011-09-27,552.05
2011-09-28,547.78
2011-09-29,556.77
2011-09-30,534.85
2011-10-03,517.67
2011-10-04,487.91
2011-10-05,488.88
2011-10-06,514.66
2011-10-07,531.74
2011-10-10,553.41
2011-10-11,545.66
2011-10-12,569.86
2011-10-13,562.87
2011-10-14,586.79
2011-10-17,576.06
2011-10-18,578.41
2011-10-19,580.43
2011-10-20,574.03
2011-10-21,592.47
2011-10-24,615.80
2011-10-25,609.90
2011-10-26,624.31
2011-10-27,655.40
2011-10-28,661.03
2011-10-31,637.22
2011-11-01,608.15
2011-11-02,629.54
2011-11-03,636.41
2011-11-04,631.92
2011-11-07,643.16
2011-11-08,647.61
2011-11-09,620.62
2011-11-10,628.29
2011-11-11,635.18
2011-11-14,631.74
2011-11-15,632.48
2011-11-16,631.53
2011-11-17,624.39
2011-11-18,616.32
2011-11-21,580.93
2011-11-22,587.24
2011-11-23,576.74
2011-11-24,573.56
2011-11-25,580.35
2011-11-28,607.11
2011-11-29,605.88
2011-11-30,635.30
2011-12-01,638.96
2011-12-02,637.55
2011-12-05,641.88
2011-12-06,606.12
2011-12-07,601.74
2011-12-08,602.43
2011-12-09,576.60
2011-12-12,553.37
2011-12-13,564.10
2011-12-14,556.87
2011-12-15,569.49
2011-12-16,563.44
2011-12-19,558.03
2011-12-20,574.61
2011-12-21,568.21
2011-12-22,576.28
2011-12-23,576.22
2011-12-26,581.59
2011-12-27,575.48
2011-12-28,567.34
2011-12-29,562.05
2011-12-30,567.86
2012-01-02,567.86
2012-01-03,594.23
2012-01-04,591.93
2012-01-05,586.11
2012-01-06,588.70
2012-01-09,593.29
2012-01-10,611.17
2012-01-11,603.81
2012-01-12,605.16
2012-01-13,599.75
2012-01-16,604.22
2012-01-17,615.33
2012-01-18,621.27
2012-01-19,627.22
2012-01-20,621.11
2012-01-23,634.05
2012-01-24,630.85
2012-01-25,638.03
2012-01-26,651.64
2012-01-27,648.64
2012-01-30,640.86
2012-01-31,651.97
2012-02-01,665.93
2012-02-02,667.98
2012-02-03,677.87
2012-02-06,678.65
2012-02-07,680.38
2012-02-08,682.04
2012-02-09,677.14
2012-02-10,662.51
2012-02-13,679.29
2012-02-14,677.86
2012-02-15,684.94
2012-02-16,678.22
2012-02-17,683.31
2012-02-20,690.94
2012-02-21,683.28
2012-02-22,675.89
2012-02-23,678.54
2012-02-24,713.72
2012-02-27,716.27
2012-02-28,709.87
2012-02-29,714.61
2012-03-01,712.74
2012-03-02,719.32
2012-03-05,723.91
2012-03-06,689.38
2012-03-07,692.44
2012-03-08,701.46
2012-03-09,701.57
2012-03-12,708.39
2012-03-13,716.39
2012-03-14,722.29
2012-03-15,724.06
2012-03-16,724.86
2012-03-19,710.66
2012-03-20,694.06
2012-03-21,690.23
2012-03-22,676.89
2012-03-23,686.08
2012-03-26,702.48
2012-03-27,696.92
2012-03-28,675.50
2012-03-29,662.35
2012-03-30,673.47
2012-04-02,677.62
2012-04-03,693.29
2012-04-04,670.09
2012-04-05,675.00
2012-04-06,664.06
2012-04-09,665.15
2012-04-10,654.92
2012-04-11,659.94
2012-04-12,662.65
2012-04-13,663.41
2012-04-16,652.26
2012-04-17,650.45
2012-04-18,648.76
2012-04-19,658.68
2012-04-20,663.36
2012-04-23,644.72
2012-04-24,644.66
2012-04-25,646.70
2012-04-26,642.97
2012-04-27,654.44
2012-04-30,654.55
2012-05-01,653.77
2012-05-02,643.90
2012-05-03,640.48
2012-05-04,612.80
2012-05-07,609.60
2012-05-08,604.18
2012-05-09,598.42
2012-05-10,611.82
2012-05-11,602.16
2012-05-14,575.53
2012-05-15,581.46
2012-05-16,571.62
2012-05-17,549.54
2012-05-18,538.74
2012-05-21,553.02
2012-05-22,555.62
2012-05-23,529.33
2012-05-24,540.53
2012-05-25,536.52
2012-05-28,539.86
2012-05-29,554.32
2012-05-30,538.38
2012-05-31,527.68
2012-06-01,521.25
2012-06-04,527.36
2012-06-05,530.92
2012-06-06,548.08
2012-06-07,560.39
2012-06-08,551.90
2012-06-11,553.67
2012-06-12,549.82
2012-06-13,560.23
2012-06-14,557.96
2012-06-15,571.61
2012-06-18,577.58
2012-06-19,579.36
2012-06-20,572.12
2012-06-21,559.09
2012-06-22,548.73
2012-06-25,539.30
2012-06-26,550.48
2012-06-27,559.37
2012-06-28,547.71
2012-06-29,576.15
2012-07-02,580.27
2012-07-03,602.12
2012-07-04,600.97
2012-07-05,593.77
2012-07-06,579.35
2012-07-09,576.60
2012-07-10,581.64
2012-07-11,578.02
2012-07-12,572.11
2012-07-13,583.81
2012-07-16,585.92
2012-07-17,591.27
2012-07-18,594.14
2012-07-19,604.50
2012-07-20,595.15
2012-07-23,566.51
2012-07-24,563.18
2012-07-25,563.74
2012-07-26,579.12
2012-07-27,594.20
2012-07-30,600.74
2012-07-31,592.21
2012-08-01,591.38
2012-08-02,582.28
2012-08-03,600.88
2012-08-06,615.82
2012-08-07,621.25
2012-08-08,620.58
2012-08-09,619.91
2012-08-10,611.85
2012-08-13,615.63
2012-08-14,620.74
2012-08-15,613.68
2012-08-16,615.79
2012-08-17,609.51
2012-08-20,602.39
2012-08-21,619.30
2012-08-22,614.02
2012-08-23,618.97
2012-08-24,615.51
2012-08-27,613.74
2012-08-28,610.26
2012-08-29,603.61
2012-08-30,593.09
2012-08-31,597.48
2012-09-03,602.91
2012-09-04,603.05
2012-09-05,597.30
2012-09-06,617.74
2012-09-07,634.21
2012-09-10,636.17
2012-09-11,637.63
2012-09-12,640.13
2012-09-13,642.26
2012-09-14,682.01
2012-09-17,676.82
2012-09-18,661.72
2012-09-19,649.12
2012-09-20,647.55
2012-09-21,651.28
2012-09-24,646.21
2012-09-25,646.90
2012-09-26,623.67
2012-09-27,631.65
2012-09-28,629.95
2012-10-01,646.59
2012-10-02,643.52
2012-10-03,635.94
2012-10-04,633.47
2012-10-05,643.09
2012-10-08,636.59
2012-10-09,635.49
2012-10-10,631.48
2012-10-11,633.31
2012-10-12,626.23
2012-10-15,624.26
2012-10-16,633.18
2012-10-17,644.51
2012-10-18,643.25
2012-10-19,637.33
2012-10-22,639.84
2012-10-23,623.54
2012-10-24,621.84
2012-10-25,619.70
2012-10-26,613.28
2012-10-29,611.33
2012-10-30,608.03
2012-10-31,608.54
2012-11-01,608.79
2012-11-02,609.53
2012-11-05,606.10
2012-11-06,612.23
2012-11-07,602.56
2012-11-08,596.03
2012-11-09,593.20
2012-11-12,594.72
2012-11-13,581.18
2012-11-14,578.30
2012-11-15,585.77
2012-11-16,582.84
2012-11-19,595.46
2012-11-20,597.60
2012-11-21,603.95
2012-11-22,602.74
2012-11-23,609.19
2012-11-26,605.75
2012-11-27,599.23
2012-11-28,592.12
2012-11-29,601.12
2012-11-30,607.99
2012-12-03,615.40
2012-12-04,612.55
2012-12-05,622.68
2012-12-06,621.48
2012-12-07,623.59
2012-12-10,629.39
2012-12-11,629.34
2012-12-12,639.70
2012-12-13,636.21
2012-12-14,635.79
2012-12-17,632.04
2012-12-18,641.34
2012-12-19,640.75
2012-12-20,647.61
2012-12-21,640.98
2012-12-24,641.92
2012-12-25,642.64
2012-12-26,644.47
2012-12-27,649.84
2012-12-28,647.52
2012-12-31,645.42
2013-01-01,645.42
2013-01-02,656.75
2013-01-03,655.02
2013-01-04,652.58
2013-01-07,652.09
2013-01-08,665.87
2013-01-09,665.34
2013-01-10,665.51
2013-01-11,664.24
2013-01-14,674.27
2013-01-15,667.14
2013-01-16,666.49
2013-01-17,672.74
2013-01-18,678.65
2013-01-21,678.00
2013-01-22,672.34
2013-01-23,678.72
2013-01-24,680.78
2013-01-25,685.46
2013-01-28,689.66
2013-01-29,686.51
2013-01-30,683.97
2013-01-31,685.99
2013-02-01,689.41
2013-02-04,681.66
2013-02-05,684.32
2013-02-06,677.49
2013-02-07,670.86
2013-02-08,672.43
2013-02-11,667.95
2013-02-12,667.83
2013-02-13,678.56
2013-02-14,669.64
2013-02-15,663.76
2013-02-18,665.28
2013-02-19,671.90
2013-02-20,667.66
2013-02-21,654.39
2013-02-22,655.70
2013-02-25,658.71
2013-02-26,645.31
2013-02-27,649.85
2013-02-28,647.55
2013-03-01,639.88
2013-03-04,634.66
2013-03-05,645.79
2013-03-06,647.60
2013-03-07,648.08
2013-03-08,647.33
2013-03-11,653.70
2013-03-12,653.14
2013-03-13,649.42
2013-03-14,651.34
2013-03-15,655.53
2013-03-18,638.09
2013-03-19,630.89
2013-03-20,636.00
2013-03-21,635.31
2013-03-22,628.70
2013-03-25,622.76
2013-03-26,617.88
2013-03-27,618.77
2013-03-28,622.79
2013-03-29,624.88
2013-04-01,620.05
2013-04-02,618.12
2013-04-03,611.97
2013-04-04,608.76
2013-04-05,604.23
2013-04-08,609.25
2013-04-09,619.04
2013-04-10,625.05
2013-04-11,616.22
2013-04-12,608.63
2013-04-15,592.27
2013-04-16,588.73
2013-04-17,577.14
2013-04-18,577.18
2013-04-19,579.29
2013-04-22,576.53
2013-04-23,578.06
2013-04-24,596.33
2013-04-25,600.92
2013-04-26,597.17
2013-04-29,600.06
2013-04-30,611.27
2013-05-01,604.84
2013-05-02,605.97
2013-05-03,624.77
2013-05-06,625.10
2013-05-07,634.52
2013-05-08,637.28
2013-05-09,636.17
2013-05-10,629.76
2013-05-13,625.83
2013-05-14,629.49
2013-05-15,619.59
2013-05-16,614.93
2013-05-17,624.99
2013-05-20,632.30
2013-05-21,639.26
2013-05-22,650.46
2013-05-23,626.48
2013-05-24,620.36
2013-05-27,618.39
2013-05-28,623.87
2013-05-29,605.39
2013-05-30,602.98
2013-05-31,596.15
2013-06-03,590.70
2013-06-04,591.61
2013-06-05,580.37
2013-06-06,574.62
2013-06-07,586.01
2013-06-10,579.60
2013-06-11,562.73
2013-06-12,567.19
2013-06-13,562.48
2013-06-14,578.03
2013-06-17,587.24
2013-06-18,586.67
2013-06-19,575.85
2013-06-20,554.15
2013-06-21,556.09
2013-06-24,548.35
2013-06-25,551.72
2013-06-26,562.86
2013-06-27,562.96
2013-06-28,570.60
2013-07-01,571.46
2013-07-02,570.10
2013-07-03,565.17
2013-07-04,572.81
2013-07-05,568.27
2013-07-08,570.23
2013-07-09,573.33
2013-07-10,570.44
2013-07-11,592.08
2013-07-12,605.63
2013-07-15,608.89
2013-07-16,614.53
2013-07-17,627.74
2013-07-18,620.65
2013-07-19,623.61
2013-07-22,620.21
2013-07-23,621.10
2013-07-24,614.80
2013-07-25,607.78
2013-07-26,604.78
2013-07-29,602.93
2013-07-30,595.77
2013-07-31,590.02
2013-08-01,597.30
2013-08-02,598.41
2013-08-05,598.58
2013-08-06,586.00
2013-08-07,583.64
2013-08-08,585.37
2013-08-09,595.03
2013-08-12,596.15
2013-08-13,603.56
2013-08-14,611.21
2013-08-15,598.66
2013-08-16,598.85
2013-08-19,599.97
2013-08-20,598.07
2013-08-21,595.17
2013-08-22,603.44
2013-08-23,603.40
2013-08-26,600.60
2013-08-27,592.34
2013-08-28,590.53
2013-08-29,590.63
2013-08-30,588.10
2013-09-02,589.18
2013-09-03,588.81
2013-09-04,592.39
2013-09-05,612.69
2013-09-06,616.56
2013-09-09,632.37
2013-09-10,636.73
2013-09-11,638.85
2013-09-12,640.44
2013-09-13,638.33
2013-09-16,655.65
2013-09-17,658.23
2013-09-18,653.96
2013-09-19,674.66
2013-09-20,667.89
2013-09-23,665.36
2013-09-24,660.44
2013-09-25,663.57
2013-09-26,660.78
2013-09-27,653.35
2013-09-30,648.20
2013-10-01,655.33
2013-10-02,648.77
2013-10-03,651.85
2013-10-04,658.00
2013-10-07,660.71
2013-10-08,673.57
2013-10-09,668.73
2013-10-10,678.46
2013-10-11,675.06
2013-10-14,673.68
2013-10-15,684.62
2013-10-16,685.81
2013-10-17,681.48
2013-10-18,692.31
2013-10-21,691.75
2013-10-22,693.48
2013-10-23,680.55
2013-10-24,679.87
2013-10-25,679.12
2013-10-28,679.09
2013-10-29,678.20
2013-10-30,679.30
2013-10-31,674.82
2013-11-01,673.05
2013-11-04,673.85
2013-11-05,666.15
2013-11-06,666.16
2013-11-07,669.25
2013-11-08,656.23
2013-11-11,649.43
2013-11-12,654.55
2013-11-13,642.34
2013-11-14,654.28
2013-11-15,656.36
2013-11-18,665.75
2013-11-19,660.85
2013-11-20,658.31
2013-11-21,650.77
2013-11-22,658.81
2013-11-25,653.85
2013-11-26,644.94
2013-11-27,637.72
2013-11-28,638.67
2013-11-29,640.11
2013-12-02,635.48
2013-12-03,625.47
2013-12-04,621.10
2013-12-05,618.19
2013-12-06,630.20
2013-12-09,637.99
2013-12-10,638.80
2013-12-11,635.98
2013-12-12,629.39
2013-12-13,626.50
2013-12-16,632.76
2013-12-17,636.43
2013-12-18,641.73
2013-12-19,644.97
2013-12-20,646.43
2013-12-23,655.29
2013-12-24,653.98
2013-12-25,652.45
2013-12-26,652.33
2013-12-27,650.22
2013-12-30,650.46
2013-12-31,650.31
2014-01-01,650.31
2014-01-02,645.61
2014-01-03,643.36
2014-01-06,627.26
2014-01-07,629.25
2014-01-08,626.53
2014-01-09,625.21
2014-01-10,629.72
2014-01-13,628.44
2014-01-14,624.64
2014-01-15,629.61
2014-01-16,626.38
2014-01-17,624.82
2014-01-20,625.36
2014-01-21,626.82
2014-01-22,625.27
2014-01-23,619.87
2014-01-24,608.20
2014-01-27,602.46
2014-01-28,597.28
2014-01-29,587.45
2014-01-30,592.37
2014-01-31,584.40
2014-02-03,576.08
2014-02-04,577.92
2014-02-05,587.50
2014-02-06,596.22
2014-02-07,598.85
2014-02-10,597.90
2014-02-11,601.92
2014-02-12,607.15
2014-02-13,593.41
2014-02-14,601.40
2014-02-17,605.77
2014-02-18,601.55
2014-02-19,588.04
2014-02-20,587.78
2014-02-21,592.33
2014-02-24,595.17
2014-02-25,586.77
2014-02-26,579.06
2014-02-27,568.15
2014-02-28,570.36
2014-03-03,503.67
2014-03-04,534.97
2014-03-05,532.52
2014-03-06,525.36
2014-03-07,522.68
2014-03-10,521.00
2014-03-11,509.82
2014-03-12,496.83
2014-03-13,488.65
2014-03-14,488.48
2014-03-17,507.82
2014-03-18,527.84
2014-03-19,526.61
2014-03-20,520.44
2014-03-21,514.35
2014-03-24,511.01
2014-03-25,529.52
2014-03-26,540.44
2014-03-27,532.76
2014-03-28,537.69
2014-03-31,556.35
2014-04-01,559.86
2014-04-02,553.75
2014-04-03,547.27
2014-04-04,558.84
2014-04-07,541.37
2014-04-08,541.56
2014-04-09,539.26
2014-04-10,548.50
2014-04-11,544.76
2014-04-14,533.38
2014-04-15,516.15
2014-04-16,521.71
2014-04-17,529.39
2014-04-18,538.73
2014-04-21,535.04
2014-04-22,532.87
2014-04-23,528.46
2014-04-24,515.00
2014-04-25,503.75
2014-04-28,513.25
2014-04-29,520.25
2014-04-30,520.64
2014-05-01,521.29
2014-05-02,517.39
2014-05-05,514.31
2014-05-06,529.20
2014-05-07,554.73
2014-05-08,556.20
2014-05-09,552.73
2014-05-12,556.98
2014-05-13,564.90
2014-05-14,568.91
2014-05-15,566.00
2014-05-16,569.89
2014-05-19,584.56
2014-05-20,586.92
2014-05-21,595.37
2014-05-22,594.62
2014-05-23,600.34
2014-05-26,603.37
2014-05-27,587.81
2014-05-28,585.39
2014-05-29,593.92
2014-05-30,584.28
2014-06-02,594.25
2014-06-03,594.11
2014-06-04,595.73
2014-06-05,597.88
2014-06-06,608.19
2014-06-09,609.39
2014-06-10,614.02
2014-06-11,615.61
2014-06-12,616.32
2014-06-13,615.48
2014-06-16,610.16
2014-06-17,605.19
2014-06-18,614.56
2014-06-19,617.41
2014-06-20,613.74
2014-06-23,618.42
2014-06-24,639.62
2014-06-25,626.58
2014-06-26,622.65
2014-06-27,622.44
2014-06-30,615.82
2014-07-01,614.30
2014-07-02,627.07
2014-07-03,627.18
2014-07-04,616.21
2014-07-07,626.86
2014-07-08,630.01
2014-07-09,634.57
2014-07-10,627.03
2014-07-11,627.92
2014-07-14,621.35
2014-07-15,618.15
2014-07-16,620.30
2014-07-17,598.88
2014-07-18,590.70
2014-07-21,573.51
2014-07-22,584.49
2014-07-23,587.51
2014-07-24,584.96
2014-07-25,578.55
2014-07-28,562.30
2014-07-29,560.73
2014-07-30,566.38
2014-07-31,561.57
2014-08-01,560.48
2014-08-04,557.83
2014-08-05,550.62
2014-08-06,537.67
2014-08-07,535.01
2014-08-08,541.71
2014-08-11,555.35
2014-08-12,553.98
2014-08-13,564.76
2014-08-14,569.83
2014-08-15,571.16
2014-08-18,574.84
2014-08-19,578.92
2014-08-20,580.96
2014-08-21,587.66
2014-08-22,583.30
2014-08-25,585.95
2014-08-26,584.24
2014-08-27,584.45
2014-08-28,565.11
2014-08-29,553.03
2014-09-01,547.17
2014-09-02,546.38
2014-09-03,576.42
2014-09-04,577.05
2014-09-05,581.22
2014-09-08,576.58
2014-09-09,577.79
2014-09-10,572.41
2014-09-11,565.01
2014-09-12,561.53
2014-09-15,552.59
2014-09-16,556.93
2014-09-17,551.53
2014-09-18,549.78
2014-09-19,541.32
2014-09-22,533.81
2014-09-23,539.99
2014-09-24,550.26
2014-09-25,544.61
2014-09-26,532.70
2014-09-29,519.58
2014-09-30,520.90
2014-10-01,514.85
2014-10-02,505.98
2014-10-03,509.52
2014-10-06,523.79
2014-10-07,517.15
2014-10-08,505.65
2014-10-09,507.90
2014-10-10,497.48
2014-10-13,503.38
2014-10-14,501.87
2014-10-15,498.92
2014-10-16,490.29
2014-10-17,501.78
2014-10-20,494.82
2014-10-21,500.02
2014-10-22,491.13
2014-10-23,486.10
2014-10-24,486.98
2014-10-27,486.51
2014-10-28,493.81
2014-10-29,497.81
2014-10-30,515.70
2014-10-31,510.17
2014-11-03,506.69
2014-11-04,504.92
2014-11-05,493.35
2014-11-06,474.54
2014-11-07,473.64
2014-11-10,490.12
2014-11-11,481.10
2014-11-12,489.63
2014-11-13,472.80
2014-11-14,467.91
2014-11-17,468.95
2014-11-18,475.96
2014-11-19,475.13
2014-11-20,485.16
2014-11-21,492.91
2014-11-24,500.63
2014-11-25,488.99
2014-11-26,477.85
2014-11-27,468.73
2014-11-28,455.20
2014-12-01,445.48
2014-12-02,431.20
2014-12-03,444.44
2014-12-04,427.91
2014-12-05,423.17
2014-12-08,406.75
2014-12-09,400.83
2014-12-10,397.66
2014-12-11,382.51
2014-12-12,370.19
2014-12-15,333.04
2014-12-16,292.39
2014-12-17,334.93
2014-12-18,353.03
2014-12-19,359.68
2014-12-22,379.91
2014-12-23,378.00
2014-12-24,382.93
2014-12-25,386.73
2014-12-26,389.26
2014-12-29,375.04
2014-12-30,372.37
2014-12-31,349.41
2015-01-01,349.41
2015-01-02,353.00
2015-01-05,354.78
2015-01-06,354.90
2015-01-07,352.05
2015-01-08,383.10
2015-01-09,370.30
2015-01-12,357.42
2015-01-13,347.15
2015-01-14,351.29
2015-01-15,359.24
2015-01-16,365.40
2015-01-19,363.55
2015-01-20,357.44
2015-01-21,371.39
2015-01-22,386.71
2015-01-23,390.83
2015-01-26,370.28
2015-01-27,372.74
2015-01-28,362.84
2015-01-29,353.18
2015-01-30,346.71
2015-02-02,351.23
2015-02-03,371.38
2015-02-04,363.42
2015-02-05,380.24
2015-02-06,391.73
2015-02-09,397.22
2015-02-10,391.32
2015-02-11,396.15
2015-02-12,410.28
2015-02-13,436.18
2015-02-16,427.91
2015-02-17,424.93
2015-02-18,441.56
2015-02-19,429.17
2015-02-20,430.99
2015-02-23,421.46
2015-02-24,419.72
2015-02-25,417.77
2015-02-26,428.60
2015-02-27,425.82
2015-03-02,427.65
2015-03-03,433.16
2015-03-04,420.21
2015-03-05,430.26
2015-03-06,425.11
2015-03-09,423.80
2015-03-10,400.91
2015-03-11,398.30
2015-03-12,403.55
2015-03-13,389.88
2015-03-16,383.12
2015-03-17,388.01
2015-03-18,398.05
2015-03-19,400.33
2015-03-20,411.97
2015-03-23,404.09
2015-03-24,415.22
2015-03-25,415.11
2015-03-26,408.34
2015-03-27,404.41
2015-03-30,412.85
2015-03-31,414.45
2015-04-01,428.17
2015-04-02,441.29
2015-04-03,442.00
2015-04-06,454.80
2015-04-07,458.90
2015-04-08,464.67
2015-04-09,474.38
2015-04-10,476.49
2015-04-13,473.40
2015-04-14,476.09
2015-04-15,493.19
2015-04-16,501.46
2015-04-17,470.86
2015-04-20,473.25
2015-04-21,475.22
2015-04-22,471.50
2015-04-23,485.85
2015-04-24,488.50
2015-04-27,484.98
2015-04-28,484.53
2015-04-29,488.36
2015-04-30,486.25
2015-05-01,484.59
2015-05-04,482.92
2015-05-05,502.27
2015-05-06,504.90
2015-05-07,497.74
2015-05-08,498.05
2015-05-11,492.10
2015-05-12,504.09
2015-05-13,507.25
2015-05-14,498.39
2015-05-15,506.95
2015-05-18,507.39
2015-05-19,495.31
2015-05-20,484.75
2015-05-21,492.58
2015-05-22,496.22
2015-05-25,493.19
2015-05-26,484.19
2015-05-27,475.59
2015-05-28,469.07
2015-05-29,457.96
2015-06-01,451.57
2015-06-02,459.55
2015-06-03,448.87
2015-06-04,435.61
2015-06-05,434.33
2015-06-08,436.16
2015-06-09,444.85
2015-06-10,455.62
2015-06-11,449.07
2015-06-12,445.60
2015-06-15,451.74
2015-06-16,459.33
2015-06-17,459.64
2015-06-18,463.46
2015-06-19,456.57
2015-06-22,462.82
2015-06-23,456.76
2015-06-24,452.69
2015-06-25,446.97
2015-06-26,446.55
2015-06-29,441.70
2015-06-30,445.80
2015-07-01,442.92
2015-07-02,445.72
2015-07-03,440.76
2015-07-06,431.94
2015-07-07,422.20
2015-07-08,419.90
2015-07-09,426.97
2015-07-10,431.35
2015-07-13,436.78
2015-07-14,440.35
2015-07-15,442.81
2015-07-16,447.86
2015-07-17,443.69
2015-07-20,438.75
2015-07-21,441.01
2015-07-22,439.72
2015-07-23,432.84
2015-07-24,418.16
2015-07-27,408.91
2015-07-28,406.15
2015-07-29,419.95
2015-07-30,420.96
2015-07-31,420.92
2015-08-03,410.92
2015-08-04,408.98
2015-08-05,414.56
2015-08-06,403.31
2015-08-07,405.30
2015-08-10,411.07
2015-08-11,403.70
2015-08-12,403.67
2015-08-13,400.99
2015-08-14,406.03
2015-08-17,400.50
2015-08-18,394.15
2015-08-19,387.40
2015-08-20,385.18
2015-08-21,371.22
2015-08-24,352.62
2015-08-25,365.90
2015-08-26,364.55
2015-08-27,390.42
2015-08-28,401.88
2015-08-31,397.18
2015-09-01,390.81
2015-09-02,382.76
2015-09-03,394.40
2015-09-04,384.42
2015-09-07,377.68
2015-09-08,383.48
2015-09-09,386.02
2015-09-10,385.99
2015-09-11,382.72
2015-09-14,390.31
2015-09-15,390.63
2015-09-16,403.62
2015-09-17,400.06
2015-09-18,398.35
2015-09-21,390.08
2015-09-22,379.22
2015-09-23,380.19
2015-09-24,370.56
2015-09-25,379.75
2015-09-28,374.54
2015-09-29,378.62
2015-09-30,379.82
2015-10-01,377.21
2015-10-02,368.67
2015-10-05,388.85
2015-10-06,398.17
2015-10-07,410.72
2015-10-08,413.45
2015-10-09,429.92
2015-10-12,426.44
2015-10-13,420.70
2015-10-14,419.70
2015-10-15,425.80
2015-10-16,423.99
2015-10-19,421.11
2015-10-20,423.81
2015-10-21,413.81
2015-10-22,417.07
2015-10-23,423.55
2015-10-26,414.53
2015-10-27,403.25
2015-10-28,410.04
2015-10-29,402.23
2015-10-30,403.46
2015-11-02,409.44
2015-11-03,426.27
2015-11-04,426.24
2015-11-05,421.76
2015-11-06,410.29
2015-11-09,410.85
2015-11-10,409.34
2015-11-11,405.65
2015-11-12,398.11
2015-11-13,389.85
2015-11-16,394.84
2015-11-17,414.91
2015-11-18,422.74
2015-11-19,424.07
2015-11-20,428.46
2015-11-23,433.72
2015-11-24,419.45
2015-11-25,423.21
2015-11-26,420.71
2015-11-27,412.47
2015-11-30,405.77
2015-12-01,402.19
2015-12-02,399.59
2015-12-03,396.93
2015-12-04,388.73
2015-12-07,377.89
2015-12-08,370.47
2015-12-09,375.28
2015-12-10,376.65
2015-12-11,366.97
2015-12-14,361.79
2015-12-15,371.64
2015-12-16,372.86
2015-12-17,375.69
2015-12-18,364.31
2015-12-21,359.18
2015-12-22,361.93
2015-12-23,374.47
2015-12-24,373.31
2015-12-25,371.61
2015-12-28,362.61
2015-12-29,368.55
2015-12-30,363.00
2015-12-31,364.14
2016-01-01,364.14
2016-01-04,357.31
2016-01-05,359.77
2016-01-06,352.36
2016-01-07,351.00
2016-01-08,349.48
2016-01-11,331.32
2016-01-12,331.52
2016-01-13,330.80
2016-01-14,329.32
2016-01-15,310.21
2016-01-18,306.61
2016-01-19,313.93
2016-01-20,298.22
2016-01-21,300.15
2016-01-22,330.85
2016-01-25,325.80
2016-01-26,326.20
2016-01-27,337.46
2016-01-28,350.07
2016-01-29,361.01
2016-02-01,352.51
2016-02-02,337.53
2016-02-03,337.45
2016-02-04,354.95
2016-02-05,349.33
2016-02-08,337.79
2016-02-09,330.01
2016-02-10,332.75
2016-02-11,320.74
2016-02-12,330.03
2016-02-15,338.61
2016-02-16,339.59
2016-02-17,353.89
2016-02-18,358.95
2016-02-19,347.02
2016-02-22,362.95
2016-02-23,359.17
2016-02-24,350.88
2016-02-25,355.96
2016-02-26,361.14
2016-02-29,367.52
2016-03-01,374.84
2016-03-02,375.10
2016-03-03,383.12
2016-03-04,393.25
2016-03-07,402.19
2016-03-08,395.19
2016-03-09,401.12
2016-03-10,398.23
2016-03-11,403.26
2016-03-14,397.66
2016-03-15,395.27
2016-03-16,400.68
2016-03-17,419.01
2016-03-18,425.89
2016-03-21,425.47
2016-03-22,428.27
2016-03-23,414.98
2016-03-24,406.50
2016-03-25,406.62
2016-03-28,407.92
2016-03-29,403.59
2016-03-30,419.36
2016-03-31,421.47
2016-04-01,411.85
2016-04-04,412.21
2016-04-05,403.72
2016-04-06,410.15
2016-04-07,409.99
2016-04-08,423.39
2016-04-11,430.68
2016-04-12,436.97
2016-04-13,447.23
2016-04-14,438.69
2016-04-15,432.17
2016-04-18,427.67
2016-04-19,444.62
2016-04-20,450.64
2016-04-21,446.78
2016-04-22,449.31
2016-04-25,445.47
2016-04-26,443.90
2016-04-27,442.55
2016-04-28,458.38
2016-04-29,454.22
2016-05-02,452.07
2016-05-03,440.64
2016-05-04,434.50
2016-05-05,436.84
2016-05-06,432.19
2016-05-09,428.47
2016-05-10,426.51
2016-05-11,439.05
2016-05-12,438.59
2016-05-13,439.36
2016-05-16,442.87
2016-05-17,443.51
2016-05-18,440.89
2016-05-19,423.77
2016-05-20,421.81
2016-05-23,417.82
2016-05-24,422.68
2016-05-25,432.42
2016-05-26,435.42
2016-05-27,433.89
2016-05-30,437.57
2016-05-31,428.41
2016-06-01,420.76
2016-06-02,417.55
2016-06-03,424.11
2016-06-06,436.20
2016-06-07,447.17
2016-06-08,454.34
2016-06-09,446.56
2016-06-10,437.06
2016-06-13,431.04
2016-06-14,423.15
2016-06-15,427.20
2016-06-16,419.61
2016-06-17,429.50
2016-06-20,438.18
2016-06-21,437.81
2016-06-22,436.11
2016-06-23,441.23
2016-06-24,429.89
2016-06-27,416.57
2016-06-28,424.09
2016-06-29,438.12
