Date,ACWI
1999-09-17,101.50923917019388
1999-09-20,101.86524016679805
1999-09-21,100.99081120937903
1999-09-22,100.52795902832648
1999-09-23,99.43173949388246
1999-09-24,98.62426364295453
1999-09-27,98.90160050092028
1999-09-28,99.07734987040438
1999-09-29,98.47696773051236
1999-09-30,99.47078855888263
1999-10-01,99.5945775979182
1999-10-04,100.65687717495555
1999-10-05,100.62316739665229
1999-10-06,101.74230567174865
1999-10-07,102.01601140915172
1999-10-08,102.51560621609607
1999-10-11,102.68868225487901
1999-10-12,101.81835455549084
1999-10-13,100.14948269523107
1999-10-14,100.18194061729565
1999-10-15,98.32558715312646
1999-10-18,97.77383658604094
1999-10-19,98.6379271283519
1999-10-20,99.93001975959241
1999-10-21,99.6969163845107
1999-10-22,100.76199530363907
1999-10-25,100.47561152584538
1999-10-26,100.27015592124255
1999-10-27,100.406912457855
1999-10-28,102.54414816960256
1999-10-29,104.43333105661998
1999-11-01,104.13651483622462
1999-11-02,103.96363883632517
1999-11-03,104.27837743447627
1999-11-04,105.05815481382582
1999-11-05,105.16018847198313
1999-11-08,105.31629715735735
1999-11-09,105.20952801650634
1999-11-10,105.9753211107744
1999-11-11,106.59015490770153
1999-11-12,106.93383461528795
1999-11-15,107.13129511741802
1999-11-16,108.13121943633045
1999-11-17,108.11273934648017
1999-11-18,108.96762164728295
1999-11-19,108.9479192000155
1999-11-22,108.98941297984996
1999-11-23,108.67726013777359
1999-11-24,108.73505939120867
1999-11-25,109.27769113508877
1999-11-26,109.64042892505981
1999-11-29,109.22849447548232
1999-11-30,107.63959760774272
1999-12-01,108.36451731926662
1999-12-02,108.86391208732748
1999-12-03,110.51023670771853
1999-12-06,110.90329098967874
1999-12-07,110.76426673116116
1999-12-08,110.38180713532105
1999-12-09,110.72592655971589
1999-12-10,111.12497463347569
1999-12-13,111.0212355746987
1999-12-14,110.27977993003095
1999-12-15,110.34406523684993
1999-12-16,111.23018955516736
1999-12-17,111.57712150782743
1999-12-20,111.9276099121582
1999-12-21,112.32527983784966
1999-12-22,113.17133830366231
1999-12-23,114.75393256381443
1999-12-24,115.08261672984376
1999-12-27,114.89182296137945
1999-12-28,115.28874066712189
1999-12-29,115.82170693776008
1999-12-30,116.3983646504367
1999-12-31,116.55755043163177
2000-01-03,116.74931766120658
2000-01-04,113.38464796949748
2000-01-05,111.81408001014782
2000-01-06,110.55533395297049
2000-01-07,113.10699492103846
2000-01-10,114.4713744144379
2000-01-11,113.99788975190017
2000-01-12,113.3798433489408
2000-01-13,114.43148278934778
2000-01-14,115.4446022998658
2000-01-17,116.03120019355983
2000-01-18,114.70912016655787
2000-01-19,114.1553240405669
2000-01-20,113.72637983302474
2000-01-21,113.35562481646477
2000-01-24,111.84981137956404
2000-01-25,111.41452861274566
2000-01-26,111.63982401850369
2000-01-27,111.78791271177448
2000-01-28,109.98681054033074
2000-01-31,110.1909331669357
2000-02-01,111.06503948099422
2000-02-02,111.70089487561407
2000-02-03,113.57379533498516
2000-02-04,113.81115944610158
2000-02-07,113.42553702349058
2000-02-08,114.80012864016838
2000-02-09,114.0163172969746
2000-02-10,113.91975843572563
2000-02-11,112.76087142045593
2000-02-14,112.26198642890463
2000-02-15,111.76058020995072
2000-02-16,111.50441613113803
2000-02-17,112.06591421506282
2000-02-18,110.18170556682587
2000-02-21,109.37712889695143
2000-02-22,109.81877880002939
2000-02-23,110.76143576613246
2000-02-24,110.45753982856994
2000-02-25,109.94274759750867
2000-02-28,109.73094421524787
2000-02-29,110.53540104615985
2000-03-01,112.12599593981378
2000-03-02,113.1238396699702
2000-03-03,114.15071116235016
2000-03-06,113.53688493454591
2000-03-07,112.01347176324992
2000-03-08,111.89422369905361
2000-03-09,113.57555604589523
2000-03-10,113.40980308955707
2000-03-13,111.68134360980697
2000-03-14,110.78987631743995
2000-03-15,111.19597368770721
2000-03-16,114.6724107268403
2000-03-17,115.23501870392514
2000-03-20,115.4161525301766
2000-03-21,116.98873378409567
2000-03-22,116.98694357436408
2000-03-23,118.24241802786612
2000-03-24,119.20759550053089
2000-03-27,119.34038352380941
2000-03-28,119.09530639270109
2000-03-29,118.92027790066815
2000-03-30,116.90921694514739
2000-03-31,117.83728582216577
2000-04-03,117.39788520422945
2000-04-04,116.8467292227654
2000-04-05,116.04198846569619
2000-04-06,116.890421586642
2000-04-07,117.9227098001254
2000-04-10,117.74760018633324
2000-04-11,116.7559788638433
2000-04-12,115.44276231087288
2000-04-13,113.9008082084072
2000-04-14,109.49710152595158
2000-04-17,109.49505504520795
2000-04-18,111.75638215891175
2000-04-19,111.40928704089508
2000-04-20,111.91711570639896
2000-04-21,111.89772668411028
2000-04-24,111.86714470272736
2000-04-25,113.57042140727269
2000-04-26,113.21315472685725
2000-04-27,112.44164439224143
2000-04-28,112.5373560842096
2000-05-01,113.27395271986848
2000-05-02,113.17904671446334
2000-05-03,110.73988411149038
2000-05-04,110.54687424405863
2000-05-05,111.49015345092835
2000-05-08,110.75707639341326
2000-05-09,109.77114742164038
2000-05-10,108.24992453784299
2000-05-11,109.06497697671324
2000-05-12,110.42292388334282
2000-05-15,111.47130093845624
2000-05-16,112.48670199845196
2000-05-17,110.5390607437059
2000-05-18,110.07005252733533
2000-05-19,107.9763183589626
2000-05-22,106.90771248698506
2000-05-23,106.27466685511594
2000-05-24,106.67241052786122
2000-05-25,106.76176430195153
2000-05-26,106.87291770515243
2000-05-29,107.3540287348938
2000-05-30,109.85402251705221
2000-05-31,109.6537024729101
2000-06-01,111.41396536962208
2000-06-02,114.25021253104676
2000-06-05,114.18275978826603
2000-06-06,114.26730617628515
2000-06-07,114.41310686721103
2000-06-08,113.89301037930342
2000-06-09,113.52369619580755
2000-06-12,113.29922491337602
2000-06-13,114.05148911061994
2000-06-14,114.32074144781015
2000-06-15,113.86599038062022
2000-06-16,113.49259706320969
2000-06-19,114.44068734350327
2000-06-20,114.60463626253726
2000-06-21,114.31346722278852
2000-06-22,113.0545072991551
2000-06-23,112.29953566319764
2000-06-26,112.47333903229892
2000-06-27,112.64035767244836
2000-06-28,113.20066105410118
2000-06-29,112.38548047972492
2000-06-30,113.33454790848168
2000-07-03,114.27211200593332
2000-07-04,114.22043821532085
2000-07-05,113.34325237839839
2000-07-06,113.51492845050024
2000-07-07,114.74369130928025
2000-07-10,114.90892285675174
2000-07-11,114.86483656648235
2000-07-12,115.23017900496626
2000-07-13,114.89774587868072
2000-07-14,115.5897523544103
2000-07-17,115.70973247011946
2000-07-18,114.34507902397642
2000-07-19,113.63894889044546
2000-07-20,114.40321955961822
2000-07-21,113.33927155372997
2000-07-24,112.58874786772517
2000-07-25,112.92049253085746
2000-07-26,112.13684950552462
2000-07-27,111.28774428246791
2000-07-28,109.28980965294988
2000-07-31,109.94953926517965
2000-08-01,110.43201930051112
2000-08-02,110.25861881689563
2000-08-03,109.87510876327659
2000-08-04,110.5963696628917
2000-08-07,111.4626426823323
2000-08-08,111.39361509004372
2000-08-09,111.45321208260604
2000-08-10,111.28271175807863
2000-08-11,111.59161629551397
2000-08-14,112.56072810746785
2000-08-15,112.70380475628328
2000-08-16,112.80244348154878
2000-08-17,113.06433790530443
2000-08-18,112.71798730409306
2000-08-21,112.72011110349341
2000-08-22,112.7653640636234
2000-08-23,112.99384682708302
2000-08-24,113.31151430971424
2000-08-25,113.67118945916873
2000-08-28,114.02351637659271
2000-08-29,113.66917149143453
2000-08-30,112.97700691726106
2000-08-31,113.36708425387356
2000-09-01,114.55829370789108
2000-09-04,114.87631232163392
2000-09-05,113.46372388949726
2000-09-06,112.1911633684274
2000-09-07,112.22325689899006
2000-09-08,111.2889574728688
2000-09-11,110.55254121567572
2000-09-12,109.82698703796844
2000-09-13,109.79455671836651
2000-09-14,109.82349198335639
2000-09-15,108.96608180141483
2000-09-18,107.33702373941549
2000-09-19,107.95254704237216
2000-09-20,107.39738903023002
2000-09-21,106.913931932248
2000-09-22,107.27165168061875
2000-09-25,107.28804310510253
2000-09-26,106.65576447833642
2000-09-27,106.49225551541214
2000-09-28,107.6530849744314
2000-09-29,107.10327234801586
2000-10-02,107.18660499674141
2000-10-03,106.85170036132621
2000-10-04,106.94950782943027
2000-10-05,107.1116269981366
2000-10-06,105.85810396261154
2000-10-09,104.75460027179476
2000-10-10,104.17697103129626
2000-10-11,102.32412417079584
2000-10-12,100.6053969568959
2000-10-13,102.23289137453014
2000-10-16,102.12041148046018
2000-10-17,100.65194705094642
2000-10-18,99.69996751684761
2000-10-19,101.88871813058671
2000-10-20,102.64346745092946
2000-10-23,102.80327780222467
2000-10-24,103.58157278053791
2000-10-25,101.70587775148131
2000-10-26,101.47347225461768
2000-10-27,102.71973301049243
2000-10-30,103.28784375293023
2000-10-31,104.94629633874474
2000-11-01,105.50065754248101
2000-11-02,105.95909592975623
2000-11-03,106.18465728260479
2000-11-06,106.52928185666559
2000-11-07,106.48549533704384
2000-11-08,105.34372304328954
2000-11-09,104.53053076064027
2000-11-10,102.76641545463211
2000-11-13,101.28279382159864
2000-11-14,103.1859274789955
2000-11-15,103.63375353623225
2000-11-16,102.3476012102462
2000-11-17,101.95989768828817
2000-11-20,100.14267563682513
2000-11-21,100.16492021332729
2000-11-22,98.23148128466586
2000-11-23,98.34727144127582
2000-11-24,99.48857182677118
2000-11-27,100.55171376396758
2000-11-28,99.69621276938803
2000-11-29,99.71529750163585
2000-11-30,98.40936738710751
2000-12-01,99.03594360249707
2000-12-04,99.46150017091828
2000-12-05,102.10472061505737
2000-12-06,101.27441444897946
2000-12-07,100.8129967858286
2000-12-08,102.04258522693075
2000-12-11,103.1640338378596
2000-12-12,102.68117042503918
2000-12-13,102.047092074162
2000-12-14,101.08051123992384
2000-12-15,99.31091722699452
2000-12-18,99.75693337095677
2000-12-19,99.00388469371579
2000-12-20,96.61192728661003
2000-12-21,96.64106664484977
2000-12-22,98.1266772851136
2000-12-25,98.43756844445697
2000-12-26,98.80170772973558
2000-12-27,99.7781589755208
2000-12-28,100.05307759745581
2000-12-29,100.0
2001-01-01,99.9950645412293
2001-01-02,98.49602940682132
2001-01-03,100.52087449325725
2001-01-04,100.67342830240047
2001-01-05,99.46939027308916
2001-01-08,99.11349952621197
2001-01-09,98.66051899534831
2001-01-10,98.79178883058843
2001-01-11,99.64417697901918
2001-01-12,99.5952540765183
2001-01-15,99.5135006859903
2001-01-16,99.67403236305921
2001-01-17,100.28214554244475
2001-01-18,101.46893037637273
2001-01-19,101.23295763387087
2001-01-22,101.25015272015484
2001-01-23,101.93115677682194
2001-01-24,101.78351868667916
2001-01-25,101.59240546511506
2001-01-26,101.41661292289864
2001-01-29,101.7573247609076
2001-01-30,102.36875606107108
2001-01-31,102.51438661941089
2001-02-01,102.8834820863491
2001-02-02,101.37300561292287
2001-02-05,101.47980647107944
2001-02-06,101.3092054087781
2001-02-07,100.3782806589718
2001-02-08,99.53681955414187
2001-02-09,98.50844933802915
2001-02-12,99.55306848113078
2001-02-13,98.87020558162781
2001-02-14,98.28701485149561
2001-02-15,98.72160349091507
2001-02-16,97.42938957670752
2001-02-19,97.31992613537585
2001-02-20,95.9929790663764
2001-02-21,94.65696765775618
2001-02-22,94.25397271168097
2001-02-23,93.59077630956018
2001-02-26,94.83248803803058
2001-02-27,94.73721507670238
2001-02-28,93.86887316023207
2001-03-01,93.79144523803056
2001-03-02,93.19863630959036
2001-03-05,93.64756399430551
2001-03-06,94.74893885473385
2001-03-07,95.00568249853072
2001-03-08,95.09324986619252
2001-03-09,93.53937933875368
2001-03-12,90.21238053786459
2001-03-13,89.99941050199175
2001-03-14,88.05271531332276
2001-03-15,88.75492821939591
2001-03-16,86.7973071286513
2001-03-19,87.45131709809944
2001-03-20,86.87454693036119
2001-03-21,85.89510212159396
2001-03-22,83.84645668206534
2001-03-23,85.83152527387261
2001-03-26,87.79386019030346
2001-03-27,89.55845281096654
2001-03-28,87.92671603449057
2001-03-29,87.04803134691485
2001-03-30,87.51616217450588
2001-04-02,86.60442507184827
2001-04-03,84.47399307502823
2001-04-04,84.96250900566113
2001-04-05,87.47240061173245
2001-04-06,86.78712849769772
2001-04-09,87.14805075874801
2001-04-10,88.54780714203126
2001-04-11,88.63552627301152
2001-04-12,89.70284310670039
2001-04-13,89.6686343514822
2001-04-16,89.17686839743983
2001-04-17,89.45955299096165
2001-04-18,92.17474987037485
2001-04-19,93.52575946147984
2001-04-20,93.09982572772977
2001-04-23,92.02716548721014
2001-04-24,91.39795133131656
2001-04-25,92.30477410929362
2001-04-26,92.99935653313976
2001-04-27,93.77044958539817
2001-04-30,93.85252410569407
2001-05-01,95.02647332001551
2001-05-02,95.14979892401793
2001-05-03,94.02202515281432
2001-05-04,94.9024210974006
2001-05-07,94.94679032181892
2001-05-08,94.38399506286288
2001-05-09,93.83700431322725
2001-05-10,94.22365770696256
2001-05-11,93.50644133516874
2001-05-14,92.85796441335904
2001-05-15,93.34518173693543
2001-05-16,94.72704689536208
2001-05-17,95.39660219755525
2001-05-18,95.45745795442936
2001-05-21,96.48051771412617
2001-05-22,96.34052988016512
2001-05-23,95.36555070141705
2001-05-24,95.40368604077648
2001-05-25,94.55947012579834
2001-05-28,94.57471316284278
2001-05-29,93.98376482229916
2001-05-30,92.71120288202671
2001-05-31,92.75040138158303
2001-06-01,92.86122862563354
2001-06-04,93.27392284279168
2001-06-05,94.05434011692228
2001-06-06,93.34554205424097
2001-06-07,93.6994282301692
2001-06-08,93.18716489053672
2001-06-11,92.19659945110801
2001-06-12,91.64162844596237
2001-06-13,91.42741452187512
2001-06-14,90.50546792405044
2001-06-15,89.95630128650063
2001-06-18,89.2889649809487
2001-06-19,89.39195400126505
2001-06-20,89.57810044782742
2001-06-21,90.30446904439529
2001-06-22,90.07813074423099
2001-06-25,89.89332936762011
2001-06-26,89.37735995058492
2001-06-27,89.0608990556058
2001-06-28,89.5226523577561
2001-06-29,89.88213636483366
2001-07-02,90.73368397669023
2001-07-03,90.32588734898592
2001-07-04,90.00028225420196
2001-07-05,88.784754140718
2001-07-06,87.07230492249448
2001-07-09,87.46308133489751
2001-07-10,86.94210486589287
2001-07-11,86.53282272170966
2001-07-12,87.90082510712051
2001-07-13,88.2165934886682
2001-07-16,87.65839370339438
2001-07-17,87.68418072362516
2001-07-18,87.51943011896746
2001-07-19,88.1732996876756
2001-07-20,87.8924388287168
2001-07-23,86.79051872405712
2001-07-24,85.9501987138036
2001-07-25,86.53697962187961
2001-07-26,87.09881302461687
2001-07-27,87.54412741075845
2001-07-30,87.68532585983593
2001-07-31,88.4466056762299
2001-08-01,88.9539052673197
2001-08-02,89.58388375697972
2001-08-03,89.10460509251864
2001-08-06,88.3845875948109
2001-08-07,88.54667819248944
2001-08-08,87.39278395892094
2001-08-09,86.94368957739016
2001-08-10,87.24873466097979
2001-08-13,87.33681599532876
2001-08-14,87.7415457925948
2001-08-15,87.7479914138942
2001-08-16,87.48267405337643
2001-08-17,86.2922191078076
2001-08-20,86.35103335655239
2001-08-21,86.17799529476382
2001-08-22,86.73538183768552
2001-08-23,86.32627927335918
2001-08-24,87.58868474296003
2001-08-27,87.43941078480003
2001-08-28,86.36357740248869
2001-08-29,85.69660226255012
2001-08-30,84.21064462899643
2001-08-31,84.3523709916124
2001-09-03,83.78000100178105
2001-09-04,84.00586472617914
2001-09-05,83.37601379631036
2001-09-06,81.81128602973122
2001-09-07,80.68021324690255
2001-09-10,80.3833609097232
2001-09-11,79.10346733498879
2001-09-12,78.65783930855878
2001-09-13,79.02754835090003
2001-09-14,78.29336542118342
2001-09-17,76.24410392903273
2001-09-18,75.95201023387453
2001-09-19,75.24345021070388
2001-09-20,72.91758851233267
2001-09-21,71.02041976436031
2001-09-24,73.58916596119161
2001-09-25,74.43187334369445
2001-09-26,74.40615887420726
2001-09-27,75.0316361593414
2001-09-28,76.62533999734704
2001-10-01,76.29081877540976
2001-10-02,77.07860004454302
2001-10-03,77.87990175951042
2001-10-04,78.64391557710161
2001-10-05,78.75438932548376
2001-10-08,78.37249818233543
2001-10-09,77.93201628763447
2001-10-10,79.19576941104802
2001-10-11,80.22640828102578
2001-10-12,80.13218480537581
2001-10-15,79.55032504960738
2001-10-16,80.15907342966295
2001-10-17,79.96103949255073
2001-10-18,78.96303898771566
2001-10-19,78.66552428381232
2001-10-22,79.49492661260912
2001-10-23,79.92902785381601
2001-10-24,80.12904654514519
2001-10-25,80.37988884355825
2001-10-26,80.91743018684446
2001-10-29,79.54173087927576
2001-10-30,78.21356714456186
2001-10-31,78.24186182779827
2001-11-01,79.53628425193517
2001-11-02,79.67840181534496
2001-11-05,80.72569471158273
2001-11-06,81.51956404990888
2001-11-07,81.43264512118357
2001-11-08,82.02741962364975
2001-11-09,81.85373773614492
2001-11-12,81.17798652622785
2001-11-13,82.30850853082426
2001-11-14,82.58866569994107
2001-11-15,82.8843948398231
2001-11-16,83.04371536175081
2001-11-19,83.83520239814659
2001-11-20,83.24189890611645
2001-11-21,82.80578522605013
2001-11-22,83.08398269557837
2001-11-23,83.42273421078391
2001-11-26,83.97935465452926
2001-11-27,83.42568146502285
2001-11-28,82.1899279930366
2001-11-29,82.59959849083653
2001-11-30,83.0308989081607
2001-12-03,82.22667173689268
2001-12-04,83.17270913025405
2001-12-05,85.10062021272184
2001-12-06,85.27404313228512
2001-12-07,84.56480324791598
2001-12-10,83.15991964503708
2001-12-11,82.96030538976997
2001-12-12,83.15906782395756
2001-12-13,81.8257185611894
2001-12-14,81.78202178850765
2001-12-17,82.7279912489828
2001-12-18,83.05726363986598
2001-12-19,83.06803225152782
2001-12-20,82.56004271887622
2001-12-21,82.75198230258596
2001-12-24,82.57838171358065
2001-12-25,82.57158609780578
2001-12-26,82.75310786445704
2001-12-27,83.7495629104572
2001-12-28,84.12117867890346
2001-12-31,83.79099276952061
2002-01-01,83.79159182784431
2002-01-02,84.12546173367465
2002-01-03,85.03538309804541
2002-01-04,85.57023201294608
2002-01-07,85.04976727709791
2002-01-08,84.40548810586237
2002-01-09,84.07977167228434
2002-01-10,83.81650105111702
2002-01-11,83.39537933354195
2002-01-14,82.68662526029604
2002-01-15,82.9727380732294
2002-01-16,81.75048561649407
2002-01-17,82.40817228302551
2002-01-18,81.99000170012081
2002-01-21,81.8965750003469
2002-01-22,81.33260116679669
2002-01-23,81.82344511807162
2002-01-24,82.22090417250712
2002-01-25,81.92712157554396
2002-01-28,82.1415708358479
2002-01-29,80.40730876843877
2002-01-30,80.42326821780267
2002-01-31,81.47769199196495
2002-02-01,81.07207584295179
2002-02-04,79.7620504390831
2002-02-05,79.13143510258563
2002-02-06,78.6524340729388
2002-02-07,78.8081369651699
2002-02-08,79.59541456629225
2002-02-11,80.63019087069864
2002-02-12,80.56275045830546
2002-02-13,81.156357269076
2002-02-14,81.43928841651837
2002-02-15,80.75024817180166
2002-02-18,80.5632197390626
2002-02-19,79.13934455716657
2002-02-20,79.43341481007496
2002-02-21,79.13611828739955
2002-02-22,79.4336138890723
2002-02-25,80.38100097820148
2002-02-26,80.4459073573903
2002-02-27,80.93544686021
2002-02-28,80.85530921422422
2002-03-01,82.34141068207602
2002-03-04,84.38282874558293
2002-03-05,83.980554800529
2002-03-06,84.92727916143976
2002-03-07,85.36833747794317
2002-03-08,85.65485439593688
2002-03-11,85.82664038932366
2002-03-12,85.18605409526145
2002-03-13,84.60114178558419
2002-03-14,84.85668288080865
2002-03-15,85.67850613786217
2002-03-18,85.59217858389545
2002-03-19,86.04976885855989
2002-03-20,85.03404254001326
2002-03-21,84.93340755066691
2002-03-22,84.63369299766973
2002-03-25,83.63022253043451
2002-03-26,83.89221494082261
2002-03-27,84.17656829761286
2002-03-28,84.63201703258252
2002-03-29,84.47732735090963
2002-04-01,84.58077970653048
2002-04-02,84.19722093848281
2002-04-03,83.81790381254
2002-04-04,83.70302279977845
2002-04-05,83.51330574190521
2002-04-08,83.11150198487972
2002-04-09,82.7405118241391
2002-04-10,83.56837641274066
2002-04-11,82.10159259649602
2002-04-12,82.33670599681571
2002-04-15,82.31442281107984
2002-04-16,83.94950517131346
2002-04-17,84.24009707020443
2002-04-18,84.16972654670772
2002-04-19,84.1503702048659
2002-04-22,83.36454398429686
2002-04-23,82.99434392753481
2002-04-24,82.66042651025813
2002-04-25,82.56126411660034
2002-04-26,81.7669891437052
2002-04-29,81.21602781566304
2002-04-30,81.76966001298271
2002-05-01,82.33083676018349
2002-05-02,82.13092738287347
2002-05-03,81.82048399868142
2002-05-06,80.86574981154108
2002-05-07,80.26315034913398
2002-05-08,82.44019344254018
2002-05-09,81.72779100367578
2002-05-10,80.84683308122771
2002-05-13,81.74741413944301
2002-05-14,82.70412824236297
2002-05-15,83.01291696356513
2002-05-16,83.38790383040393
2002-05-17,84.11452702852034
2002-05-20,83.41177020007476
2002-05-21,82.79160814587382
2002-05-22,83.03485178712484
2002-05-23,83.34371341238715
2002-05-24,82.93283354249853
2002-05-27,82.82948605581761
2002-05-28,82.4698244031961
2002-05-29,82.11859180356812
2002-05-30,81.8300751860746
2002-05-31,81.8334693565948
2002-06-03,80.71776424269525
2002-06-04,80.31314573159739
2002-06-05,80.331551526355
2002-06-06,79.49164055625945
2002-06-07,78.99036441647735
2002-06-10,79.11711210596758
2002-06-11,78.47886523637632
2002-06-12,78.315008269819
2002-06-13,77.504828770233
2002-06-14,76.74020494892163
2002-06-17,78.37080572322337
2002-06-18,78.51905506958225
2002-06-19,77.35041502108517
2002-06-20,76.53850478074474
2002-06-21,75.75904426929866
2002-06-24,75.60767716633296
2002-06-25,75.22541075710548
2002-06-26,74.82856540029647
2002-06-27,75.7807154817704
2002-06-28,76.80907475437638
2002-07-01,75.91328890501121
2002-07-02,74.33578830372383
2002-07-03,73.9823144159028
2002-07-04,74.34244070335353
2002-07-05,76.65891163299152
2002-07-08,76.4228410031392
2002-07-09,75.4639841742925
2002-07-10,73.20888622704757
2002-07-11,72.59099868542394
2002-07-12,72.48562454662472
2002-07-15,71.49046612712084
2002-07-16,70.7576729065743
2002-07-17,71.5953404408553
2002-07-18,70.98822733233688
2002-07-19,68.58235825196596
2002-07-22,66.10934360751764
2002-07-23,64.45742758575919
2002-07-24,65.97047215303895
2002-07-25,66.4518244526308
2002-07-26,66.66752189531293
2002-07-29,69.56070830735692
