Date,COLOMBIA
1999-12-08,158.75872338381578
1999-12-09,159.07670678318698
1999-12-10,160.81979279969744
1999-12-13,162.63536336079815
1999-12-14,162.14836964350422
1999-12-15,162.51156206966712
1999-12-16,162.81551038204722
1999-12-17,162.93219431779494
1999-12-20,163.0825858797257
1999-12-21,159.1499456753138
1999-12-22,160.8154701771723
1999-12-23,163.7908510354984
1999-12-24,163.7908510354984
1999-12-27,163.10057505304084
1999-12-28,164.0845839850549
1999-12-29,163.69078194014932
1999-12-30,163.69078194014932
1999-12-31,163.7908548744172
2000-01-03,162.92193864632432
2000-01-04,163.04917960866544
2000-01-05,166.2882250853507
2000-01-06,169.3428757771775
2000-01-07,173.58418040566772
2000-01-10,173.92669065700443
2000-01-11,174.08280604680817
2000-01-12,177.76352872427034
2000-01-13,180.88985010991007
2000-01-14,184.4123172003591
2000-01-17,184.88601866144225
2000-01-18,179.90098494566305
2000-01-19,176.097061767856
2000-01-20,179.2336330665882
2000-01-21,179.21230403395077
2000-01-24,179.1933263390546
2000-01-25,178.75122301829518
2000-01-26,176.4795178883627
2000-01-27,177.67210103505278
2000-01-28,182.78250040135825
2000-01-31,184.5643460611415
2000-02-01,184.48224502505437
2000-02-02,181.70371432350746
2000-02-03,183.11711975518125
2000-02-04,185.3510268909906
2000-02-07,186.47970355706238
2000-02-08,186.2258896042446
2000-02-09,185.82346150888253
2000-02-10,184.36831167459906
2000-02-11,183.20300596516694
2000-02-14,181.3203387819574
2000-02-15,179.51382806913315
2000-02-16,179.04361810466335
2000-02-17,174.62257913869092
2000-02-18,171.77289215844516
2000-02-21,172.57230668182524
2000-02-22,171.8896317585149
2000-02-23,170.538466716717
2000-02-24,169.44265503416017
2000-02-25,158.77575666635937
2000-02-28,158.97722504240835
2000-02-29,156.57363001951492
2000-03-01,155.67559751207745
2000-03-02,156.32955924251314
2000-03-03,155.04181505811022
2000-03-06,154.12863993561908
2000-03-07,154.2554624558152
2000-03-08,155.09155208958077
2000-03-09,154.61254908168834
2000-03-10,155.38911819952034
2000-03-13,155.39939306558477
2000-03-14,155.60228376103478
2000-03-15,155.1618100612895
2000-03-16,156.00848359407976
2000-03-17,154.51490810245573
2000-03-20,154.51490810245573
2000-03-21,151.1728106905439
2000-03-22,150.9815691940749
2000-03-23,148.3894659848704
2000-03-24,147.99382317841884
2000-03-27,150.66753988102775
2000-03-28,153.60708635217713
2000-03-29,154.22809864288516
2000-03-30,154.84304352249103
2000-03-31,153.693356454039
2000-04-03,153.74416838276267
2000-04-04,152.75285974672414
2000-04-05,154.94025070390362
2000-04-06,154.48748862520364
2000-04-07,152.80825150553
2000-04-10,151.14696325052455
2000-04-11,149.69448722315826
2000-04-12,150.54474822553092
2000-04-13,150.15181569572476
2000-04-14,147.82214289249765
2000-04-17,147.24239705901354
2000-04-18,145.82647329663237
2000-04-19,147.13544478232555
2000-04-20,147.13544478232555
2000-04-21,147.13544478232555
2000-04-24,145.21299296453392
2000-04-25,144.0573651692989
2000-04-26,143.39544727973055
2000-04-27,143.206553282084
2000-04-28,143.45954762574627
2000-05-01,143.45954762574627
2000-05-02,142.89559894296463
2000-05-03,141.09936309620488
2000-05-04,138.93940697195256
2000-05-05,136.34130353272428
2000-05-08,134.89536134508964
2000-05-09,133.73666817322376
2000-05-10,133.06270567604207
2000-05-11,129.08666073665626
2000-05-12,127.98880099094028
2000-05-15,128.63653599514524
2000-05-16,131.23129765559187
2000-05-17,131.1728136477238
2000-05-18,130.72468130504987
2000-05-19,126.09492032602914
2000-05-22,124.83326543352757
2000-05-23,121.0012644039008
2000-05-24,116.82945380228585
2000-05-25,119.25582896910846
2000-05-26,119.5318683420944
2000-05-29,123.65869641312457
2000-05-30,121.10020677659348
2000-05-31,120.30616865893849
2000-06-01,117.92358595788468
2000-06-02,115.11064894694019
2000-06-05,115.24623187974947
2000-06-06,113.82483957759294
2000-06-07,113.27362074942356
2000-06-08,109.82192988471603
2000-06-09,110.29792509975901
2000-06-12,108.19254688353517
2000-06-13,104.89205183423887
2000-06-14,105.45629227484635
2000-06-15,107.2502900319683
2000-06-16,107.9528735879744
2000-06-19,108.17891296355465
2000-06-20,108.24503258083878
2000-06-21,107.95752443805364
2000-06-22,108.30854173336525
2000-06-23,106.98806308868528
2000-06-26,106.98806308868528
2000-06-27,106.11748268930943
2000-06-28,106.50849384027559
2000-06-29,106.24762587423403
2000-06-30,105.95720207264975
2000-07-03,105.68759087144707
2000-07-04,104.55980506157083
2000-07-05,104.74031218953468
2000-07-06,104.92623126769982
2000-07-07,105.83487811182309
2000-07-10,105.21320889666964
2000-07-11,105.6749965345157
2000-07-12,107.5938626117279
2000-07-13,109.52898725206539
2000-07-14,113.50663003719794
2000-07-17,116.49966908235962
2000-07-18,116.3056799743907
2000-07-19,115.83845777803644
2000-07-20,115.83845777803644
2000-07-21,117.29835154750778
2000-07-24,120.79353813797046
2000-07-25,119.71339235885837
2000-07-26,120.48437737171584
2000-07-27,120.07481215053882
2000-07-28,121.11549264090074
2000-07-31,120.93873805296639
2000-08-01,120.94977682547513
2000-08-02,121.11812811621412
2000-08-03,120.4444281051027
2000-08-04,120.27903427898818
2000-08-07,120.37280835374179
2000-08-08,119.04509436451038
2000-08-09,117.9331360744762
2000-08-10,116.17357111529124
2000-08-11,115.77690038075757
2000-08-14,115.59259764578253
2000-08-15,113.68603888731157
2000-08-16,110.47633949899141
2000-08-17,110.38149319454381
2000-08-18,108.78990945498907
2000-08-21,108.5784011680798
2000-08-22,106.6670235370995
2000-08-23,104.89418109498372
2000-08-24,104.56781463010532
2000-08-25,104.70746966474482
2000-08-28,105.327243568417
2000-08-29,105.23834963080255
2000-08-30,105.40350701707918
2000-08-31,104.77344024371479
2000-09-01,104.75841931844859
2000-09-04,105.41771432267248
2000-09-05,105.03192852503517
2000-09-06,104.21381511215488
2000-09-07,103.1589700981986
2000-09-08,103.46918729066248
2000-09-11,103.33488558635541
2000-09-12,103.70934954045894
2000-09-13,104.59822431321317
2000-09-14,105.03135773033871
2000-09-15,107.37425092093778
2000-09-18,107.84205559912272
2000-09-19,107.69072904452554
2000-09-20,107.24759574414328
2000-09-21,104.89938855737395
2000-09-22,103.91594632640363
2000-09-25,104.76924962565755
2000-09-26,104.20070680248392
2000-09-27,104.96567356690487
2000-09-28,104.93407872532161
2000-09-29,104.73078844381739
2000-10-02,104.97684220880267
2000-10-03,103.86233913906507
2000-10-04,103.8906370745689
2000-10-05,104.71188390712928
2000-10-06,104.17520385376704
2000-10-09,104.21157845482256
2000-10-10,104.08545405490423
2000-10-11,104.77209181807743
2000-10-12,105.29959168003542
2000-10-13,104.76930869030805
2000-10-16,104.53438380181358
2000-10-17,104.27836596603197
2000-10-18,105.21853691745119
2000-10-19,105.6811956754421
2000-10-20,105.11291877489029
2000-10-23,104.46762524061906
2000-10-24,105.42161838219448
2000-10-25,104.70703710724618
2000-10-26,103.6891708588447
2000-10-27,105.51927194049884
2000-10-30,104.86360774002283
2000-10-31,105.82554832498067
2000-11-01,106.25221512866698
2000-11-02,105.61015292540897
2000-11-03,105.11034858446375
2000-11-06,105.4552958137611
2000-11-07,105.35452618430077
2000-11-08,105.32538287341535
2000-11-09,105.16232719692896
2000-11-10,106.53342979247238
2000-11-13,106.48331999482777
2000-11-14,105.89423771025763
2000-11-15,104.1955165822424
2000-11-16,103.68675298152857
2000-11-17,104.69274713086708
2000-11-20,104.6187839212247
2000-11-21,104.32709123234994
2000-11-22,103.70675447915598
2000-11-23,104.88199489023654
2000-11-24,105.19872908504203
2000-11-27,104.4652580826865
2000-11-28,104.85142680516434
2000-11-29,104.526849682515
2000-11-30,104.44821957317913
2000-12-01,103.73551090369966
2000-12-04,102.37282451445182
2000-12-05,102.77111551877435
2000-12-06,103.59611335742872
2000-12-07,102.86541925305426
2000-12-08,102.7945427583921
2000-12-11,102.96484567581345
2000-12-12,102.01969862837453
2000-12-13,101.2732894073344
2000-12-14,101.44004058190119
2000-12-15,100.90966792340144
2000-12-18,101.63269719887796
2000-12-19,100.48270309404604
2000-12-20,101.14240550726747
2000-12-21,101.07819939501783
2000-12-22,100.90350353021634
2000-12-25,100.90350353021634
2000-12-26,101.74516582413868
2000-12-27,100.88569025295658
2000-12-28,100.02236636099306
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.59187626508547
2001-01-03,98.83735880668883
2001-01-04,98.01312278536263
2001-01-05,97.94757678260827
2001-01-08,97.81674742804555
2001-01-09,98.61274224369416
2001-01-10,99.3085126434509
2001-01-11,99.01375814264952
2001-01-12,99.46051280585806
2001-01-15,99.47786593467245
2001-01-16,100.02474599111643
2001-01-17,99.7466891657757
2001-01-18,99.93210004282281
2001-01-19,100.11472889984168
2001-01-22,100.21319007129065
2001-01-23,100.9448525351937
2001-01-24,103.20436248306899
2001-01-25,103.55072423318279
2001-01-26,105.63086082049111
2001-01-29,108.20101211121377
2001-01-30,111.2822417275016
2001-01-31,115.87636630184767
2001-02-01,121.69703924939004
2001-02-02,122.85507971501474
2001-02-05,120.13081029830465
2001-02-06,118.97242615666445
2001-02-07,118.31319896644048
2001-02-08,118.80419429356007
2001-02-09,121.54810471788899
2001-02-12,122.3413490989758
2001-02-13,122.91455116912776
2001-02-14,123.96708923321232
2001-02-15,123.63659688935448
2001-02-16,124.45399864943185
2001-02-19,124.19668699402318
2001-02-20,123.0823819350379
2001-02-21,121.76417106867906
2001-02-22,121.33786478911271
2001-02-23,121.51222551599786
2001-02-26,120.88919751218766
2001-02-27,119.83789147015479
2001-02-28,119.0151525338698
2001-03-01,116.50843063006602
2001-03-02,117.07753069850409
2001-03-05,117.15955996046549
2001-03-06,115.78777680725588
2001-03-07,116.07673926349683
2001-03-08,115.18951858006076
2001-03-09,116.62496285913718
2001-03-12,116.47437375678201
2001-03-13,116.35964095276888
2001-03-14,114.31812477548766
2001-03-15,113.93157715751526
2001-03-16,113.63138445207157
2001-03-19,113.54928444578972
2001-03-20,111.41299056642423
2001-03-21,108.20287692874504
2001-03-22,106.74493903786848
2001-03-23,106.92432695493991
2001-03-26,106.3627320286611
2001-03-27,105.88098480504023
2001-03-28,105.29478687227567
2001-03-29,104.51087500703568
2001-03-30,104.21940496012222
2001-04-02,105.30638525848916
2001-04-03,106.07220292024712
2001-04-04,107.63841943550483
2001-04-05,109.18820984729378
2001-04-06,110.41800508892429
2001-04-09,110.9804208012329
2001-04-10,110.39434321721822
2001-04-11,109.71001812353936
2001-04-12,109.75503951326606
2001-04-13,109.78011832674432
2001-04-16,109.73799707354682
2001-04-17,108.85215116147008
2001-04-18,108.33898830707402
2001-04-19,108.21560532802478
2001-04-20,108.33315505008119
2001-04-23,107.81096738370304
2001-04-24,106.06576945741779
2001-04-25,106.05337613081214
2001-04-26,105.79245586569834
2001-04-27,106.30224114210868
2001-04-30,106.70109709444537
2001-05-01,106.65555672009862
2001-05-02,106.45913056824125
2001-05-03,106.78035023230322
2001-05-04,107.98472272430655
2001-05-07,110.32522078442973
2001-05-08,118.46584795582638
2001-05-09,118.8029429002259
2001-05-10,119.5856438970437
2001-05-11,119.45729082080786
2001-05-14,120.07304816375498
2001-05-15,120.20587121358035
2001-05-16,122.32556557219125
2001-05-17,124.02680824497851
2001-05-18,125.75168419609118
2001-05-21,128.41513057195382
2001-05-22,125.46573287546678
2001-05-23,126.27690188255986
2001-05-24,125.20040486706046
2001-05-25,124.56008087704996
2001-05-28,124.67983739108621
2001-05-29,124.31412588893745
2001-05-30,129.45835934835816
2001-05-31,133.27402566529366
2001-06-01,131.34544603777826
2001-06-04,132.16125659746157
2001-06-05,128.72114484689487
2001-06-06,127.80580620349453
2001-06-07,129.3644119666668
2001-06-08,131.31498087821205
2001-06-11,131.33395062898526
2001-06-12,130.13447555341423
2001-06-13,130.94767225032166
2001-06-14,130.27599210545134
2001-06-15,130.95362513427565
2001-06-18,130.6954123135953
2001-06-19,131.66639391906995
2001-06-20,133.01579442929622
2001-06-21,136.32813813044862
2001-06-22,137.93379401724405
2001-06-25,138.04786579623064
2001-06-26,137.52429636424094
2001-06-27,136.88167894471567
2001-06-28,137.8815355414269
2001-06-29,138.28772915253774
2001-07-02,138.04743770309804
2001-07-03,137.27627142390318
2001-07-04,137.03386207430938
2001-07-05,136.410142
2001-07-06,138.41636
2001-07-09,138.42278448815753
2001-07-10,138.90505119161625
2001-07-11,138.1404409712399
2001-07-12,137.51206553420568
2001-07-13,137.20463055195108
2001-07-16,139.09161538709952
2001-07-17,140.4792681415959
2001-07-18,139.3419651604289
2001-07-19,136.49382475921973
2001-07-20,136.49382475921973
2001-07-23,134.04291538460444
2001-07-24,132.90378130554643
2001-07-25,132.31447583883784
2001-07-26,133.90010639499192
2001-07-27,135.85771101526615
2001-07-30,134.66497882934704
2001-07-31,134.30527634466847
2001-08-01,134.99938965845305
2001-08-02,134.53446848360207
2001-08-03,134.9081119106386
2001-08-06,135.79918600627005
2001-08-07,135.84957531462118
2001-08-08,136.45422532244496
2001-08-09,137.23920079044265
2001-08-10,138.05309664435188
2001-08-13,138.1002695772734
2001-08-14,137.93050294845696
2001-08-15,136.50677466299544
2001-08-16,137.1394919072465
2001-08-17,137.85042414682223
2001-08-20,137.88058175438007
2001-08-21,137.01266913655923
2001-08-22,137.35627488198807
2001-08-23,137.27640517404168
2001-08-24,137.6727741489132
2001-08-27,138.05134940824112
2001-08-28,138.0586441441033
2001-08-29,137.08480364326556
2001-08-30,136.51460421785612
2001-08-31,137.28021993767186
2001-09-03,137.65287095888428
2001-09-04,138.31628695576777
2001-09-05,137.58036675285422
2001-09-06,136.9273977867008
2001-09-07,135.22705046770704
2001-09-10,135.35430623455187
2001-09-11,132.94561988361667
2001-09-12,132.50380880498403
2001-09-13,132.96169355296308
2001-09-14,131.67613825061514
2001-09-17,131.67813071646427
2001-09-18,129.6957400809869
2001-09-19,127.9879446537112
2001-09-20,126.67651000950553
2001-09-21,123.5768734743427
2001-09-24,125.57450461778085
2001-09-25,127.5626543707011
2001-09-26,125.62007790512511
2001-09-27,124.6526863314997
2001-09-28,124.02581051636682
2001-10-01,122.1123328414773
2001-10-02,123.84526069462767
2001-10-03,123.6650324404546
2001-10-04,122.72568716649076
2001-10-05,122.3949816556368
2001-10-08,121.66347116780024
2001-10-09,119.52773628219168
2001-10-10,118.089107777767
2001-10-11,115.07885503576216
2001-10-12,113.62903015810599
2001-10-15,113.80339067553038
2001-10-16,112.10500942377156
2001-10-17,112.84496995053293
2001-10-18,111.24069147283764
2001-10-19,114.52776210080565
2001-10-22,113.61563362635694
2001-10-23,114.97025736118205
2001-10-24,114.70563885936275
2001-10-25,115.21651650222184
2001-10-26,114.84211438032216
2001-10-29,116.54968019273912
2001-10-30,116.32359682142409
2001-10-31,115.9165708045398
2001-11-01,114.7714222801455
2001-11-02,112.65622993215906
2001-11-05,112.6172232306028
2001-11-06,112.36742378539292
2001-11-07,111.799960571267
2001-11-08,111.53057383822836
2001-11-09,112.45181758830529
2001-11-12,112.5104091306204
2001-11-13,113.07276023001229
2001-11-14,113.79770815784129
2001-11-15,114.58537279437456
2001-11-16,118.25176624818363
2001-11-19,123.18592870804952
2001-11-20,124.31359362288981
2001-11-21,127.61852685071523
2001-11-22,129.43079678838208
2001-11-23,127.97622138327314
2001-11-26,128.61336869722743
2001-11-27,129.0512786535068
2001-11-28,128.5753337256924
2001-11-29,130.77425845154994
2001-11-30,132.49883376420163
2001-12-03,131.2126070676807
2001-12-04,131.13699254007437
2001-12-05,131.80953683611247
2001-12-06,135.25922931204363
2001-12-07,135.62533383965166
2001-12-10,133.62259658869914
2001-12-11,135.8250605015897
2001-12-12,137.74341867130872
2001-12-13,137.84364221441925
2001-12-14,137.00110196574025
2001-12-17,138.41561113934853
2001-12-18,140.9487754659137
2001-12-19,142.45240780019785
2001-12-20,145.24815939781402
2001-12-21,144.7413560951566
2001-12-24,145.03103828398199
2001-12-25,145.03103828398199
2001-12-26,144.00258073940384
2001-12-27,144.5901288839785
2001-12-28,144.429151507964
2001-12-31,145.14257761310762
2002-01-01,145.14257761310762
2002-01-02,144.12890091181646
2002-01-03,143.72396033266511
2002-01-04,143.48675931929228
2002-01-07,143.2156474057126
2002-01-08,143.17421760244233
2002-01-09,144.94809837421022
2002-01-10,144.41118519669735
2002-01-11,143.34658392970735
2002-01-14,142.6130784137577
2002-01-15,144.77254057008676
2002-01-16,147.30707173100836
2002-01-17,149.28022776528996
2002-01-18,152.55426003227515
2002-01-21,157.0863608823011
2002-01-22,160.5932689323817
2002-01-23,159.76221511349803
2002-01-24,160.00876387377562
2002-01-25,158.16757307948652
2002-01-28,155.70959240012388
2002-01-29,154.05762347004827
2002-01-30,155.97625172734917
2002-01-31,159.12955694681992
2002-02-01,158.19330496839177
2002-02-04,157.18334734855284
2002-02-05,153.7292545794206
2002-02-06,153.81150969115038
2002-02-07,149.4321413612311
2002-02-08,149.3024348731637
2002-02-11,150.137128484743
2002-02-12,149.57577751756665
2002-02-13,146.56646236019728
2002-02-14,147.03212594186948
2002-02-15,146.2955203085222
2002-02-18,145.37564205570513
2002-02-19,143.10023192372807
2002-02-20,139.6124865484694
2002-02-21,133.18362446766145
2002-02-22,134.66306540732916
2002-02-25,137.4386401319281
2002-02-26,139.0987743440986
2002-02-27,140.08046808111934
2002-02-28,139.33638143864363
2002-03-01,136.53982934200604
2002-03-04,138.18301312473997
2002-03-05,138.10130148683007
2002-03-06,138.910980756161
2002-03-07,140.95694127940752
2002-03-08,141.92505678892417
2002-03-11,144.64661274815555
2002-03-12,148.1086191850323
2002-03-13,147.5412592296566
2002-03-14,147.71312998069683
2002-03-15,145.33660802959218
2002-03-18,144.96393619482257
2002-03-19,144.19834378625157
2002-03-20,143.50718302888959
2002-03-21,144.26014858229667
2002-03-22,144.96450538428346
2002-03-25,144.84011339946525
2002-03-26,146.52858119481425
2002-03-27,146.2493023790004
2002-03-28,145.63805364490426
2002-03-29,145.63805364490426
2002-04-01,147.2454856763766
2002-04-02,146.69249786473657
2002-04-03,146.94609106819837
2002-04-04,146.58550760337155
2002-04-05,147.87126798307196
2002-04-08,150.59713367477696
2002-04-09,151.4440928562074
2002-04-10,150.77115459618815
2002-04-11,152.27610437717456
2002-04-12,152.88167642935235
2002-04-15,152.60366355530238
2002-04-16,152.95967358006178
2002-04-17,152.77400740996492
2002-04-18,152.852402176976
2002-04-19,150.91154849190067
2002-04-22,151.5304152813971
2002-04-23,150.67913560888672
2002-04-24,151.00748865466772
2002-04-25,150.36074456328265
2002-04-26,149.36101755219659
2002-04-29,151.9367693671879
2002-04-30,151.14405531821637
2002-05-01,150.9682678498849
2002-05-02,151.20746922137423
2002-05-03,150.90889821008955
2002-05-06,151.00901905305412
2002-05-07,150.71563513750962
2002-05-08,150.81289601445053
2002-05-09,150.8331705372371
2002-05-10,151.11071070483587
2002-05-13,151.30363904565283
2002-05-14,153.73933601161588
2002-05-15,153.33160378220865
2002-05-16,152.96279998037323
2002-05-17,153.09007383733342
2002-05-20,151.5788505269574
2002-05-21,149.62684510099962
2002-05-22,150.78930315698057
2002-05-23,151.66373178054363
2002-05-24,154.58097532660452
2002-05-27,157.72849688299831
2002-05-28,156.3188733116973
2002-05-29,156.12984888207623
2002-05-30,156.30605677556042
2002-05-31,156.1843782070263
2002-06-03,156.43368027750344
2002-06-04,157.07155523953665
2002-06-05,157.55335645524536
2002-06-06,160.0591235128249
2002-06-07,162.72505279224984
2002-06-10,162.49199211381716
2002-06-11,165.59320093877355
2002-06-12,163.75185083636953
2002-06-13,167.03261267815884
2002-06-14,165.5293548640763
2002-06-17,167.06411589425488
2002-06-18,168.04891352782323
2002-06-19,164.66118620980663
2002-06-20,163.283013638555
2002-06-21,163.26649766058935
2002-06-24,162.9945216516783
2002-06-25,162.1465459039301
2002-06-26,160.62237645963498
2002-06-27,158.90178677952403
2002-06-28,159.91205604827516
2002-07-01,159.67909363571783
2002-07-02,160.30184388151932
2002-07-03,158.8348812791604
2002-07-04,157.30261914354267
2002-07-05,154.82193687931309
2002-07-08,154.44064849165252
2002-07-09,154.90288242376
2002-07-10,153.67705217540734
2002-07-11,151.96519675432654
2002-07-12,151.6154586326525
2002-07-15,152.19675277611432
2002-07-16,154.7856620621949
2002-07-17,151.379633313689
2002-07-18,150.00672451146082
2002-07-19,151.14994403533103
2002-07-22,151.22295290526193
2002-07-23,149.94730820789516
2002-07-24,147.99971703468015
2002-07-25,148.4406281328304
2002-07-26,148.7065336223334
2002-07-29,148.55545715844065
2002-07-30,144.42178999978884
