Date,HUNGARY
1999-09-17,114.40457398911312
1999-09-20,114.82781651661774
1999-09-21,113.80786988247291
1999-09-22,111.79375791599884
1999-09-23,111.98520157630281
1999-09-24,110.47158167760249
1999-09-27,112.7470422925852
1999-09-28,111.64969415346977
1999-09-29,112.11592063210234
1999-09-30,111.20055880166706
1999-10-01,109.59348306259734
1999-10-04,111.78918794525822
1999-10-05,110.80176665931823
1999-10-06,110.0780739851956
1999-10-07,111.2455550595679
1999-10-08,112.41950443792757
1999-10-11,113.48363113246364
1999-10-12,113.184777840733
1999-10-13,110.72117021905109
1999-10-14,109.97413870803271
1999-10-15,107.55001372173568
1999-10-18,104.92299257404292
1999-10-19,107.70858766221293
1999-10-20,109.91124125340137
1999-10-21,107.8041440469238
1999-10-22,113.777832343494
1999-10-25,113.65167835634797
1999-10-26,113.52776952511418
1999-10-27,111.89423722172471
1999-10-28,112.4859130124763
1999-10-29,115.28975979660765
1999-11-01,114.41539412096317
1999-11-02,116.31923731368347
1999-11-03,119.05396344355333
1999-11-04,119.68410836317264
1999-11-05,119.83373844565445
1999-11-08,119.2572799589217
1999-11-09,119.3773970257491
1999-11-10,118.56435278371897
1999-11-11,119.62051236112318
1999-11-12,117.61683938922363
1999-11-15,119.37043728752548
1999-11-16,121.58692334311435
1999-11-17,122.43716462239817
1999-11-18,123.37415323579391
1999-11-19,122.6214475589056
1999-11-22,121.87455453184909
1999-11-23,120.21734759859449
1999-11-24,118.66774147816521
1999-11-25,118.45884393658265
1999-11-26,119.00897576430502
1999-11-29,118.49109721895094
1999-11-30,118.98090273674933
1999-12-01,119.28504538050905
1999-12-02,120.86832761410038
1999-12-03,124.64969959574846
1999-12-06,128.48600191489604
1999-12-07,128.22936049556805
1999-12-08,128.15820547514153
1999-12-09,131.25354384163404
1999-12-10,131.79582987888136
1999-12-13,129.7062086130745
1999-12-14,127.17653556294398
1999-12-15,127.56035182906588
1999-12-16,129.2167413392891
1999-12-17,130.2289929221386
1999-12-20,133.08386553135873
1999-12-21,132.40089939723393
1999-12-22,132.95018193835847
1999-12-23,134.76937956683017
1999-12-24,134.76937956683017
1999-12-27,135.73975261920282
1999-12-28,138.3077661184135
1999-12-29,137.21636298548273
1999-12-30,136.94627391559519
1999-12-31,136.94627391559519
2000-01-03,138.79029081128027
2000-01-04,140.8049211734699
2000-01-05,135.52599220717275
2000-01-06,136.27476763569283
2000-01-07,137.5220791992159
2000-01-10,141.5744753238744
2000-01-11,139.91970350240894
2000-01-12,140.03285837996913
2000-01-13,142.69207766154977
2000-01-14,147.18089312395773
2000-01-17,153.17066394292777
2000-01-18,153.18746707213788
2000-01-19,152.262503278508
2000-01-20,154.106474829887
2000-01-21,151.17047145290096
2000-01-24,148.47328918295025
2000-01-25,145.0059976012259
2000-01-26,148.28074990616943
2000-01-27,154.29841850307974
2000-01-28,151.1685816983067
2000-01-31,146.676784541393
2000-02-01,146.40601408139236
2000-02-02,146.54002856527487
2000-02-03,147.48934102575225
2000-02-04,147.22579991876816
2000-02-07,146.27993607659704
2000-02-08,153.2269472564792
2000-02-09,154.84308818020116
2000-02-10,157.4138958690843
2000-02-11,157.76153105551325
2000-02-14,158.91556938141312
2000-02-15,161.01315776435183
2000-02-16,165.8263222737298
2000-02-17,161.748263722869
2000-02-18,160.12799646729303
2000-02-21,162.52130448275517
2000-02-22,162.9847870181085
2000-02-23,164.84230671283356
2000-02-24,164.59409443235083
2000-02-25,161.37226751126465
2000-02-28,158.19305320820519
2000-02-29,160.58484892978322
2000-03-01,159.1404624333487
2000-03-02,158.7665054899965
2000-03-03,159.7812914518998
2000-03-06,161.63911875259316
2000-03-07,161.79149277835418
2000-03-08,162.60549047633398
2000-03-09,165.75603002064074
2000-03-10,169.38540911380326
2000-03-13,164.97868767928514
2000-03-14,163.11382098145202
2000-03-15,164.01561138362734
2000-03-16,161.87322037522998
2000-03-17,159.06075081981115
2000-03-20,159.60209075423955
2000-03-21,158.68282441139357
2000-03-22,155.46812144845038
2000-03-23,154.6194083948339
2000-03-24,161.128530836345
2000-03-27,163.9461831233975
2000-03-28,161.53877915635087
2000-03-29,157.36175114260476
2000-03-30,155.41903194778374
2000-03-31,155.06499708658745
2000-04-03,150.95404798202955
2000-04-04,150.3574897124819
2000-04-05,147.9836932293773
2000-04-06,152.6483465576642
2000-04-07,152.96613783755646
2000-04-10,153.93945949534665
2000-04-11,149.43238130728125
2000-04-12,148.83864051232
2000-04-13,145.81707855735465
2000-04-14,140.23485133180841
2000-04-17,132.52924461733363
2000-04-18,131.29802538038467
2000-04-19,132.03347325948022
2000-04-20,132.3324184653448
2000-04-21,133.83041296127155
2000-04-24,133.84503588722407
2000-04-25,130.21437367275144
2000-04-26,129.17609323268556
2000-04-27,124.93182206405437
2000-04-28,126.55177803709668
2000-05-01,126.32704062642794
2000-05-02,129.04855808248652
2000-05-03,127.76661940089534
2000-05-04,128.06294076461577
2000-05-05,127.22613242963008
2000-05-08,127.78877806031099
2000-05-09,130.7773930875771
2000-05-10,128.61678102126305
2000-05-11,128.01199704948667
2000-05-12,125.51119116502927
2000-05-15,126.47365102322865
2000-05-16,124.3696543868701
2000-05-17,121.56739097688644
2000-05-18,122.04576972955063
2000-05-19,111.48784071669273
2000-05-22,111.9659106378668
2000-05-23,112.8079691081844
2000-05-24,115.42876950729058
2000-05-25,122.19495739866765
2000-05-26,124.65731743917125
2000-05-29,126.80308230904592
2000-05-30,130.09001997710928
2000-05-31,129.71270632958473
2000-06-01,130.0436082415454
2000-06-02,138.73217534265854
2000-06-05,140.37968717306276
2000-06-06,140.87681028144632
2000-06-07,138.60226145467254
2000-06-08,137.1448623679125
2000-06-09,138.31571485271854
2000-06-12,138.6587531069276
2000-06-13,135.76431942892827
2000-06-14,137.09656455431974
2000-06-15,134.49367638164017
2000-06-16,134.4835658269043
2000-06-19,134.16404901233713
2000-06-20,135.12035062356102
2000-06-21,133.32011671920847
2000-06-22,130.03082482379392
2000-06-23,127.44965412268695
2000-06-26,128.76377132981747
2000-06-27,130.31967785774944
2000-06-28,129.06334032627126
2000-06-29,125.09311543737513
2000-06-30,125.96806691243341
2000-07-03,125.3105123197421
2000-07-04,122.7560192167439
2000-07-05,123.08510461728952
2000-07-06,124.78729017822525
2000-07-07,122.73400835656977
2000-07-10,121.32374613562435
2000-07-11,118.4386837949944
2000-07-12,120.0486437975053
2000-07-13,119.65811765438839
2000-07-14,118.174062270121
2000-07-17,118.26324905273391
2000-07-18,118.64450985840965
2000-07-19,120.84232996263641
2000-07-20,124.96232071920709
2000-07-21,124.66321230313886
2000-07-24,126.05689759440429
2000-07-25,124.20037257488576
2000-07-26,124.81058050127153
2000-07-27,121.89932011112772
2000-07-28,119.63719528204014
2000-07-31,119.40835657083893
2000-08-01,120.50171836872478
2000-08-02,120.14412309593449
2000-08-03,116.2586392108507
2000-08-04,118.79440423015903
2000-08-07,116.51522209493753
2000-08-08,113.10884776670753
2000-08-09,115.6978228239324
2000-08-10,115.66607366503848
2000-08-11,112.18701269235778
2000-08-14,114.02760883434796
2000-08-15,115.17349502962708
2000-08-16,119.47481954892163
2000-08-17,119.34942793224697
2000-08-18,116.79621381721059
2000-08-21,116.64913347394813
2000-08-22,115.86881961794437
2000-08-23,113.86904849836183
2000-08-24,112.59215161366565
2000-08-25,113.68391657226854
2000-08-28,112.92523532613035
2000-08-29,113.08070318199488
2000-08-30,110.34610786029342
2000-08-31,109.27974766580853
2000-09-01,111.48371935385858
2000-09-04,112.70138936547484
2000-09-05,109.3795544320215
2000-09-06,106.47963755386309
2000-09-07,105.8200009529118
2000-09-08,104.02428028593773
2000-09-11,104.83401958260086
2000-09-12,104.21844067233934
2000-09-13,106.78284667951313
2000-09-14,105.22664657812633
2000-09-15,106.2237515016571
2000-09-18,103.58132411426973
2000-09-19,99.03273529196323
2000-09-20,100.1353981704142
2000-09-21,98.51483114601751
2000-09-22,98.94279577621141
2000-09-25,99.85022152236174
2000-09-26,100.96904039139646
2000-09-27,100.97050076741935
2000-09-28,100.41720555171655
2000-09-29,102.98100779022907
2000-10-02,103.61370584676783
2000-10-03,102.20463417273801
2000-10-04,102.40347628300717
2000-10-05,101.69339408406195
2000-10-06,103.02302388007259
2000-10-09,102.62739875820525
2000-10-10,102.34480474782337
2000-10-11,99.39415587264249
2000-10-12,96.22088870959695
2000-10-13,95.1476844738739
2000-10-16,95.22251502127433
2000-10-17,95.00902029777828
2000-10-18,92.0191767404604
2000-10-19,93.07377258447359
2000-10-20,94.34997833601786
2000-10-23,94.16077684523532
2000-10-24,97.66644226497321
2000-10-25,94.68398190143324
2000-10-26,95.5529490875087
2000-10-27,98.99263668717403
2000-10-30,98.44180015216627
2000-10-31,97.51199441197554
2000-11-01,98.67623613178039
2000-11-02,97.40475397119977
2000-11-03,95.04508597179985
2000-11-06,92.88313058481832
2000-11-07,92.1061751465986
2000-11-08,92.07304048061879
2000-11-09,90.92603934690081
2000-11-10,91.9868800295151
2000-11-13,91.0911638662695
2000-11-14,92.35151130999803
2000-11-15,92.47416761114006
2000-11-16,90.71094212018944
2000-11-17,92.51295225836567
2000-11-20,89.56947439244357
2000-11-21,88.30144588252546
2000-11-22,86.1842367035027
2000-11-23,83.7859687300566
2000-11-24,84.14784428155292
2000-11-27,85.26263413474031
2000-11-28,83.48842152665303
2000-11-29,82.06513420258985
2000-11-30,80.173044135101
2000-12-01,77.8662805366867
2000-12-04,80.20157265473098
2000-12-05,86.4014309297708
2000-12-06,90.59792936204211
2000-12-07,90.1836220289636
2000-12-08,90.97978667049203
2000-12-11,92.39377210082854
2000-12-12,94.46108111146307
2000-12-13,94.01043074531646
2000-12-14,93.0728942838277
2000-12-15,92.55093953056807
2000-12-18,95.63668623305186
2000-12-19,95.8121837702165
2000-12-20,93.06647849930755
2000-12-21,93.80161750901
2000-12-22,96.7624541778527
2000-12-25,96.7624541778527
2000-12-26,97.31414088921527
2000-12-27,97.70605189459786
2000-12-28,97.80305091267729
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,97.42121596827425
2001-01-03,95.43251633989073
2001-01-04,100.99776274383426
2001-01-05,102.25114209605458
2001-01-08,102.7942873572148
2001-01-09,102.71383345326812
2001-01-10,100.66234069856587
2001-01-11,101.02427859146448
2001-01-12,103.50899294341387
2001-01-15,104.13014446499926
2001-01-16,104.5419701573696
2001-01-17,105.34727444321392
2001-01-18,105.74835730035714
2001-01-19,106.19780833594552
2001-01-22,104.78229158946095
2001-01-23,103.06679234196378
2001-01-24,102.87686845597852
2001-01-25,101.96975920248161
2001-01-26,100.55488247894439
2001-01-29,101.93316495231109
2001-01-30,104.0153937673831
2001-01-31,105.50897722480607
2001-02-01,104.44779546916591
2001-02-02,103.33947963868461
2001-02-05,101.57616701936666
2001-02-06,100.3198224661149
2001-02-07,98.88264648030994
2001-02-08,98.0492477037105
2001-02-09,96.26505120763754
2001-02-12,96.80726289775548
2001-02-13,96.07437023096483
2001-02-14,93.57386233048767
2001-02-15,92.16297338838346
2001-02-16,88.54606393637795
2001-02-19,89.17356646200133
2001-02-20,89.34190165444795
2001-02-21,86.4518373545064
2001-02-22,84.65202260445994
2001-02-23,85.24241706075675
2001-02-26,86.631142511536
2001-02-27,87.27735035792848
2001-02-28,86.528573462617
2001-03-01,86.96147965791839
2001-03-02,87.0579719437791
2001-03-05,88.26897173937859
2001-03-06,89.1021119983799
2001-03-07,88.98403540653217
2001-03-08,87.81989879520596
2001-03-09,86.69075038115768
2001-03-12,84.39747423844346
2001-03-13,84.16994261658176
2001-03-14,80.28373380325752
2001-03-15,79.82209755363178
2001-03-16,78.99827491198891
2001-03-19,79.88380912948529
2001-03-20,81.14284005906926
2001-03-21,78.11045474456749
2001-03-22,74.96059864513546
2001-03-23,78.41759042892254
2001-03-26,81.12985774953907
2001-03-27,80.08302258901602
2001-03-28,78.04235532078131
2001-03-29,76.18932798625896
2001-03-30,76.5401486212198
2001-04-02,75.26256655755206
2001-04-03,73.4417812252831
2001-04-04,74.49681329013855
2001-04-05,78.51637404151946
2001-04-06,79.03381294627071
2001-04-09,78.3550848312692
2001-04-10,79.56904997277037
2001-04-11,80.07394765680297
2001-04-12,80.82620799406492
2001-04-13,81.42110477204324
2001-04-16,80.57029966637039
2001-04-17,80.10932244663476
2001-04-18,81.24918640564329
2001-04-19,82.2238160969951
2001-04-20,83.11593377967672
2001-04-23,81.26616093809022
2001-04-24,81.70779210491696
2001-04-25,81.83168591541272
2001-04-26,82.19577397893188
2001-04-27,81.33678085882153
2001-04-30,80.78502952166369
2001-05-01,81.19982970658782
2001-05-02,82.61124518721682
2001-05-03,83.4619767618026
2001-05-04,87.31458354343357
2001-05-07,87.04322182396305
2001-05-08,86.08844627445679
2001-05-09,84.49701419531425
2001-05-10,86.73237532491518
2001-05-11,85.00737649131443
2001-05-14,83.74384651880821
2001-05-15,83.17873159418389
2001-05-16,81.66884729362157
2001-05-17,83.06878623900617
2001-05-18,82.9570509115152
2001-05-21,84.07953157676992
2001-05-22,84.87407446945289
2001-05-23,82.40959412401057
2001-05-24,82.74235270651837
2001-05-25,82.76075169397936
2001-05-28,83.78186096221772
2001-05-29,83.074940721614
2001-05-30,83.2441779327944
2001-05-31,83.34026510520982
2001-06-01,82.36719288784106
2001-06-04,82.44143844204913
2001-06-05,82.6819077379057
2001-06-06,82.53268283409663
2001-06-07,81.82594765687577
2001-06-08,81.54786941407122
2001-06-11,79.97510124619158
2001-06-12,79.50325760848388
2001-06-13,80.08452860958423
2001-06-14,78.58461035373901
2001-06-15,79.98575210975835
2001-06-18,80.77809732995149
2001-06-19,80.14801574948642
2001-06-20,78.97082894900285
2001-06-21,78.91824954872078
2001-06-22,77.86631976855814
2001-06-25,79.83933765414436
2001-06-26,79.6556662085263
2001-06-27,80.88788404532315
2001-06-28,80.21811173619581
2001-06-29,80.51638117453598
2001-07-02,80.71295304723023
2001-07-03,80.58441493749069
2001-07-04,80.48083015448762
2001-07-05,79.35679940599131
2001-07-06,77.09422393058799
2001-07-09,77.65986834427687
2001-07-10,77.25767464978055
2001-07-11,74.68216525563936
2001-07-12,74.8493142284535
2001-07-13,75.26797352406834
2001-07-16,75.88792804017989
2001-07-17,75.9645611519968
2001-07-18,78.70652270417187
2001-07-19,79.93800429225834
2001-07-20,79.02078905203106
2001-07-23,78.44804512612926
2001-07-24,78.7555670024416
2001-07-25,78.65812992039655
2001-07-26,78.35313129875719
2001-07-27,78.40458864332427
2001-07-30,79.54650907902489
2001-07-31,78.90877877019676
2001-08-01,79.3184245217789
2001-08-02,80.96732250862414
2001-08-03,81.04654931479527
2001-08-06,79.55801904043788
2001-08-07,78.9400595045963
2001-08-08,78.28013654794105
2001-08-09,78.45137406620033
2001-08-10,78.56215188959966
2001-08-13,80.40909530006243
2001-08-14,79.95521712779389
2001-08-15,78.79698334518908
2001-08-16,76.40712802098412
2001-08-17,76.65035609062807
2001-08-20,76.38255805508862
2001-08-21,76.1146812427147
2001-08-22,76.25440338283384
2001-08-23,76.88875009750244
2001-08-24,76.74580964543648
2001-08-27,77.12379566686943
2001-08-28,76.30726753332821
2001-08-29,76.23466491957507
2001-08-30,76.14542219132733
2001-08-31,76.22242218299307
2001-09-03,75.934344157765
2001-09-04,74.23526764504824
2001-09-05,74.71066312523388
2001-09-06,74.91942686471853
2001-09-07,75.14697368178507
2001-09-10,73.87738429258108
2001-09-11,69.79057074346119
2001-09-12,66.35211293875858
2001-09-13,69.82559535388692
2001-09-14,70.08371724231702
2001-09-17,68.92694809846802
2001-09-18,70.44656239365989
2001-09-19,71.86086287012704
2001-09-20,70.76335309890298
2001-09-21,67.25478778350067
2001-09-24,69.13026211478193
2001-09-25,73.22525855466513
2001-09-26,75.43318410713741
2001-09-27,74.82037294841417
2001-09-28,74.90089529835865
2001-10-01,74.78664926758775
2001-10-02,76.76106399525274
2001-10-03,77.04027599537851
2001-10-04,78.20129776560648
2001-10-05,79.2542154396153
2001-10-08,78.24265407896937
2001-10-09,79.33943614043211
2001-10-10,79.16365751332224
2001-10-11,82.26511053950242
2001-10-12,80.44341456822711
2001-10-15,80.11374812858801
2001-10-16,80.48131365806927
2001-10-17,79.82745500648683
2001-10-18,79.27206640403162
2001-10-19,79.13756290606766
2001-10-22,79.03288543621782
2001-10-23,79.23971561400786
2001-10-24,80.8932827369243
2001-10-25,81.3497660712254
2001-10-26,84.572173096926
2001-10-29,85.02718553157928
2001-10-30,82.80317938166178
2001-10-31,83.85862033575147
2001-11-01,84.4072615724809
2001-11-02,84.18127358515056
2001-11-05,84.80504014436477
2001-11-06,85.77360070251963
2001-11-07,86.32147382508352
2001-11-08,86.6405138931978
2001-11-09,86.06740283187848
2001-11-12,84.2641629090142
2001-11-13,86.46037520930328
2001-11-14,89.2051355611545
2001-11-15,90.0182223808204
2001-11-16,88.86483530809979
2001-11-19,88.6439280986502
2001-11-20,89.39641083133647
2001-11-21,89.14469899106753
2001-11-22,88.1336860898015
2001-11-23,89.09435883018385
2001-11-26,90.61405230358828
2001-11-27,89.22623760018085
2001-11-28,90.35358352826262
2001-11-29,89.388767082258
2001-11-30,88.81917142624381
2001-12-03,88.6577096471603
2001-12-04,88.73052452373409
2001-12-05,90.51961392140846
2001-12-06,90.03171367142178
2001-12-07,91.33258780832426
2001-12-10,90.35199185536749
2001-12-11,90.65422058193073
2001-12-12,91.02931189386737
2001-12-13,91.16148658521895
2001-12-14,91.85579180774005
2001-12-17,92.29217195357697
2001-12-18,92.66513409313157
2001-12-19,92.17682603653024
2001-12-20,91.01090032379209
2001-12-21,90.13149389390938
2001-12-24,89.23140269256069
2001-12-25,89.23140269256069
2001-12-26,89.30798521525492
2001-12-27,89.97100486669503
2001-12-28,89.64650345793103
2001-12-31,90.57952261726682
2002-01-01,90.57952261726682
2002-01-02,91.89833456886946
2002-01-03,92.23050300767449
2002-01-04,94.47037656856946
2002-01-07,94.29090312682722
2002-01-08,93.9428414479341
2002-01-09,95.32240882983471
2002-01-10,97.97677777410863
2002-01-11,100.5754180867703
2002-01-14,98.35685666903697
2002-01-15,98.52004174616506
2002-01-16,98.60252284160623
2002-01-17,99.71005237528736
2002-01-18,100.58227343155423
2002-01-21,100.84086983997896
2002-01-22,101.61218766259024
2002-01-23,102.319507271805
2002-01-24,102.57653483278862
2002-01-25,101.18115102177269
2002-01-28,98.77162832501571
2002-01-29,98.6503054373328
2002-01-30,98.4011122518164
2002-01-31,100.84253483160417
2002-02-01,101.02940955739477
2002-02-04,99.78835777445181
2002-02-05,97.28954395726016
2002-02-06,96.20144979787949
2002-02-07,95.91854986845165
2002-02-08,95.74566727342894
2002-02-11,97.65058719882292
2002-02-12,98.13703442362092
2002-02-13,98.43789588858895
2002-02-14,101.44763770070898
2002-02-15,101.66043412237318
2002-02-18,99.79823026537923
2002-02-19,98.9022047595053
2002-02-20,99.10959513906764
2002-02-21,98.49271054344923
2002-02-22,98.07930758415465
2002-02-25,98.49255397288907
2002-02-26,98.48293217082072
2002-02-27,97.09502990737424
2002-02-28,97.1882691934611
2002-03-01,97.05961625074919
2002-03-04,99.12113908239931
2002-03-05,101.65570709571561
2002-03-06,103.55240054069594
2002-03-07,105.51301287832545
2002-03-08,104.79326531563645
2002-03-11,102.65637585423062
2002-03-12,101.09034063500162
2002-03-13,100.49740830888477
2002-03-14,100.46542716389997
2002-03-15,100.58101261256773
2002-03-18,98.7829571166495
2002-03-19,97.86683879063254
2002-03-20,99.10715086771046
2002-03-21,99.59395372281556
2002-03-22,102.13582360446517
2002-03-25,101.67237926485763
2002-03-26,101.69969587860116
2002-03-27,100.43042858958701
2002-03-28,100.3653243333387
2002-03-29,100.74259229450522
2002-04-01,101.57860773199828
2002-04-02,100.67758966435105
2002-04-03,102.27920409673943
2002-04-04,103.36742258838146
2002-04-05,103.65475620372487
2002-04-08,106.57910048702134
2002-04-09,106.46567461291481
2002-04-10,108.58974298510743
2002-04-11,112.59958871669176
2002-04-12,110.40673422400273
2002-04-15,108.13216361003606
2002-04-16,109.26271631145009
2002-04-17,110.99966342603477
2002-04-18,110.9227963745875
2002-04-19,112.58650863610555
2002-04-22,111.23679309020453
2002-04-23,110.98000680183327
2002-04-24,110.03123744213542
2002-04-25,111.2269859288438
2002-04-26,111.55890840120678
2002-04-29,111.52570898585468
2002-04-30,111.5231277336004
2002-05-01,112.16551092811397
2002-05-02,111.49464519681253
2002-05-03,113.27639485355589
2002-05-06,115.80094779045834
2002-05-07,114.10527701950225
2002-05-08,115.41006249576365
2002-05-09,114.20828924926037
2002-05-10,114.0252420811761
2002-05-13,113.84976456967918
2002-05-14,112.54232294233303
2002-05-15,112.98058020280477
2002-05-16,112.48324635734919
2002-05-17,112.51255128139722
2002-05-20,112.70704873945604
2002-05-21,111.34803100601432
2002-05-22,110.81059462991773
2002-05-23,110.74830737030207
2002-05-24,110.63604375794618
2002-05-27,110.18489016596497
2002-05-28,109.35362912757054
2002-05-29,108.11810752493221
2002-05-30,108.10201091608188
2002-05-31,107.49144337150044
2002-06-03,108.63024062510944
2002-06-04,108.40070495093676
2002-06-05,108.30943363204821
2002-06-06,108.03050684289803
2002-06-07,106.49846090655171
2002-06-10,106.53357844131239
2002-06-11,106.99758571439126
2002-06-12,106.73275168131
2002-06-13,107.64469842090314
2002-06-14,105.76794799325127
2002-06-17,105.53947901695656
2002-06-18,105.77606454759619
2002-06-19,103.87440857685719
2002-06-20,101.85252952882793
2002-06-21,102.9104521927103
2002-06-24,102.93946309457262
2002-06-25,102.90517640858486
2002-06-26,99.3665482522061
2002-06-27,100.20636958598463
2002-06-28,98.82583151042117
2002-07-01,103.52277783001071
2002-07-02,100.43395582138048
2002-07-03,101.76988767731704
2002-07-04,102.78744437346208
2002-07-05,103.62452390472882
2002-07-08,102.43353459960215
2002-07-09,101.08893597339028
2002-07-10,102.19547152902054
2002-07-11,100.41641864641807
2002-07-12,101.54704442629003
2002-07-15,102.1320481334363
2002-07-16,102.13316390363048
2002-07-17,104.30563741262166
2002-07-18,103.66457143076612
2002-07-19,104.57791491733238
2002-07-22,99.56207086360142
2002-07-23,97.68424799152146
2002-07-24,90.09162837596486
2002-07-25,93.7042596958819
2002-07-26,93.77240969319104
2002-07-29,97.35373679550828
