Date,SAUDIARABIA
2015-06-19,977.3304679366257
2015-06-22,951.0302688002597
2015-06-23,952.5130027409461
2015-06-24,957.9944955397458
2015-06-25,963.633611801947
2015-06-26,963.633611801947
2015-06-29,926.9032456375023
2015-06-30,925.5422763750926
2015-07-01,933.9029502644403
2015-07-02,937.5275052429317
2015-07-03,937.4400131748239
2015-07-06,940.247911829446
2015-07-07,930.0678843441581
2015-07-08,927.9559637169025
2015-07-09,964.7851609480008
2015-07-10,964.7208496546264
2015-07-13,962.6315926847384
2015-07-14,965.6988826130079
2015-07-15,977.2601966693356
2015-07-16,977.312312349028
2015-07-17,977.2732250681715
2015-07-20,977.2862538143899
2015-07-21,977.312312349028
2015-07-22,978.4209146485503
2015-07-23,976.1926522137686
2015-07-24,976.2056672481287
2015-07-27,944.0390004545224
2015-07-28,949.09054588235
2015-07-29,953.0661397461738
2015-07-30,952.6750882117118
2015-07-31,952.6623867239681
2015-08-03,929.737930161209
2015-08-04,923.0689973945196
2015-08-05,925.6573694146717
2015-08-06,909.926837206969
2015-08-07,909.9511003050877
2015-08-10,926.5694078090521
2015-08-11,920.0114046096592
2015-08-12,915.4588311195198
2015-08-13,914.6277681706684
2015-08-14,914.6399584939858
2015-08-17,894.1563821889072
2015-08-18,872.9733764306442
2015-08-19,860.3127551927089
2015-08-20,851.7087365487796
2015-08-21,851.7995745801147
2015-08-24,752.4827161486475
2015-08-25,818.1412023926316
2015-08-26,801.7040551855592
2015-08-27,824.3341107322166
2015-08-28,824.3231226873932
2015-08-31,816.4035828403692
2015-09-01,809.8916464475585
2015-09-02,799.1913816248398
2015-09-03,801.8877884368511
2015-09-04,801.7808999938235
2015-09-07,811.6112517443587
2015-09-08,819.4181520817942
2015-09-09,835.1493768126086
2015-09-10,831.2892048373865
2015-09-11,831.2559594749938
2015-09-14,812.5001432088795
2015-09-15,812.276796265223
2015-09-16,809.2332494468301
2015-09-17,804.7650358133327
2015-09-18,804.7650358133327
2015-09-21,804.5083669843863
2015-09-22,804.5405451738529
2015-09-23,804.4976414932187
2015-09-24,804.5405451738529
2015-09-25,804.5405451738529
2015-09-28,804.5190927615399
2015-09-29,793.1580075988921
2015-09-30,801.3993845981573
2015-10-01,794.5650636237265
2015-10-02,794.5650636237265
2015-10-05,806.7392241536415
2015-10-06,808.0646536131227
2015-10-07,822.9618891247518
2015-10-08,836.9093317954645
2015-10-09,836.9093317954645
2015-10-12,851.5615496104772
2015-10-13,851.559853010857
2015-10-14,853.0732188576312
2015-10-15,845.6175526561785
2015-10-16,845.6513764563169
2015-10-19,858.5192670214241
2015-10-20,850.7722333383763
2015-10-21,823.550919552889
2015-10-22,815.0899988754369
2015-10-23,815.0573970142477
2015-10-26,809.341005270383
2015-10-27,786.7216660843924
2015-10-28,790.6696378877767
2015-10-29,794.3319637513747
2015-10-30,794.3213740704817
2015-11-02,785.1563165729776
2015-11-03,772.5679404103035
2015-11-04,780.0805353004306
2015-11-05,771.0594848760906
2015-11-06,771.0492047682997
2015-11-09,771.8145873016111
2015-11-10,770.2792163779369
2015-11-11,792.5613863693184
2015-11-12,791.6099889566876
2015-11-13,791.6099889566875
2015-11-16,779.8032603475294
2015-11-17,778.5553840423005
2015-11-18,785.1578999570437
2015-11-19,797.5264738442323
2015-11-20,797.5158408667794
2015-11-23,810.683434591839
2015-11-24,815.8966395549735
2015-11-25,817.1951007596901
2015-11-26,818.7763006086283
2015-11-27,818.885383515717
2015-11-30,817.3520137438379
2015-12-01,821.4730985239611
2015-12-02,824.403806193475
2015-12-03,814.505908176403
2015-12-04,814.505908176403
2015-12-07,808.3455619308075
2015-12-08,792.0365835413659
2015-12-09,796.5984869369
2015-12-10,793.8775656348643
2015-12-11,793.8881451677155
2015-12-14,767.1237697522345
2015-12-15,773.4838293693225
2015-12-16,784.6967733907032
2015-12-17,807.0055216186785
2015-12-18,807.0485521595758
2015-12-21,790.1749193464818
2015-12-22,800.8307265651024
2015-12-23,784.4148226185309
2015-12-24,781.8783098898109
2015-12-25,781.8783098898109
2015-12-28,792.0161713489185
2015-12-29,776.6774072655265
2015-12-30,773.0256063960932
2015-12-31,774.1652583821788
2016-01-01,774.165258382179
2016-01-04,763.8195931778058
2016-01-05,754.6910752482632
2016-01-06,731.3722562088202
2016-01-07,700.3282261270757
2016-01-08,700.3282261270757
2016-01-11,701.5467609361028
2016-01-12,685.6120252631193
2016-01-13,684.5464010320353
2016-01-14,668.1012795135354
2016-01-15,668.5290069082221
2016-01-18,642.4247224125907
2016-01-19,659.3649431984359
2016-01-20,627.1940719396376
2016-01-21,622.5501246236631
2016-01-22,622.8902298230606
2016-01-25,640.4454528775034
2016-01-26,641.7432563822659
2016-01-27,651.0606712343623
2016-01-28,670.0296974645393
2016-01-29,670.029697464539
2016-02-01,681.5068686965382
2016-02-02,669.0239345924738
2016-02-03,673.5772785983536
2016-02-04,678.3425984814946
2016-02-05,678.3425984814947
2016-02-08,673.6883830147509
2016-02-09,671.3840769825388
2016-02-10,666.4844499170295
2016-02-11,651.8259414215944
2016-02-12,651.8259414215944
2016-02-15,661.6882686593381
2016-02-16,668.0572686520768
2016-02-17,675.4516392905323
2016-02-18,682.6391309272809
2016-02-19,682.6391309272809
2016-02-22,694.0072907146412
2016-02-23,695.7200906589707
2016-02-24,688.4585945193942
2016-02-25,692.7814162908262
2016-02-26,692.7629443363596
2016-02-29,704.0109777147011
2016-03-01,712.3406921797638
2016-03-02,713.0189468396195
2016-03-03,717.6784099942009
2016-03-04,717.6975460439554
2016-03-07,738.4984879585523
2016-03-08,743.0425398523913
2016-03-09,737.3192363386538
2016-03-10,733.8263013772424
2016-03-11,733.8263013772424
2016-03-14,724.6734842705573
2016-03-15,715.9802541883846
2016-03-16,723.9482741679514
2016-03-17,735.3177817733934
2016-03-18,735.307978059168
2016-03-21,743.8535597682838
2016-03-22,741.5887195986078
2016-03-23,739.5078605182096
2016-03-24,724.4580296625535
2016-03-25,724.4580296625535
2016-03-28,714.9179524534002
2016-03-29,704.4206556445076
2016-03-30,710.850112030374
2016-03-31,712.1516082280543
2016-04-01,712.2085750398101
2016-04-04,711.3908799871169
2016-04-05,709.4640081542705
2016-04-06,712.5162346040682
2016-04-07,719.9343442582774
2016-04-08,719.9535422514846
2016-04-11,723.6403817890751
2016-04-12,733.858295301065
2016-04-13,738.5959327918697
2016-04-14,747.8684784802825
2016-04-15,747.8684784802825
2016-04-18,736.6888621773652
2016-04-19,748.2024752939718
2016-04-20,744.1884062559823
2016-04-21,755.2182468379953
2016-04-22,755.1779712165385
2016-04-25,794.832641912921
2016-04-26,778.7544386824368
2016-04-27,785.2997753960574
2016-04-28,786.0697821784435
2016-04-29,786.0593020864216
2016-05-02,778.8120339119367
2016-05-03,771.5813045177314
2016-05-04,766.3975175548082
2016-05-05,775.9742270818363
2016-05-06,775.9845725772243
2016-05-09,780.5478532522612
2016-05-10,775.2272842127151
2016-05-11,776.9436075313191
2016-05-12,781.6635027383192
2016-05-13,781.6843457088607
2016-05-16,782.3550466022476
2016-05-17,786.3901859527168
2016-05-18,785.6153487631357
2016-05-19,779.9751601525878
2016-05-20,779.9335808810399
2016-05-23,755.0518659557893
2016-05-24,758.4950080488002
2016-05-25,764.6160888733746
2016-05-26,763.2510872035826
2016-05-27,763.2510872035826
2016-05-30,747.8173675075323
2016-05-31,757.9827481086185
2016-06-01,759.393751187799
2016-06-02,764.0188302456281
2016-06-03,764.0188302456281
2016-06-06,760.7160421062348
2016-06-07,765.2492035499769
2016-06-08,772.9778186747837
2016-06-09,772.5173196856214
2016-06-10,772.537918774207
2016-06-13,769.0624679450583
2016-06-14,778.2645832708948
2016-06-15,776.4012124660882
2016-06-16,774.34786820807
2016-06-17,774.3685161080292
2016-06-20,773.159991945901
2016-06-21,771.7718404834337
2016-06-22,772.5878075069329
2016-06-23,771.5096789446898
2016-06-24,771.4685356018579
2016-06-27,763.2323245153514
2016-06-28,762.1420935749193
2016-06-29,764.6311554363721
2016-06-30,766.2787485842144
2016-07-01,766.1766134912357
2016-07-04,766.3502593527902
2016-07-05,766.105135124458
2016-07-06,766.1153455031645
2016-07-07,766.1153455031645
2016-07-08,766.0847151834936
2016-07-11,771.8935239499975
2016-07-12,775.4931426859683
2016-07-13,786.9517843001369
2016-07-14,783.4218660659086
2016-07-15,783.4218660659086
2016-07-18,785.7514343379775
2016-07-19,780.9469335947573
2016-07-20,777.619985903807
2016-07-21,778.7969622649914
2016-07-22,778.8073453938379
2016-07-25,771.5101929907767
2016-07-26,765.5393204676591
2016-07-27,763.7684738946787
2016-07-28,753.8541344220636
2016-07-29,753.8641850064757
2016-08-01,752.3861164266341
2016-08-02,741.3595388728447
2016-08-03,741.7716360993852
2016-08-04,743.6222342771305
2016-08-05,743.6222342771305
2016-08-08,748.182800390472
2016-08-09,761.6314169719436
2016-08-10,759.7345382434678
2016-08-11,756.9606558001443
2016-08-12,756.9606558001442
2016-08-15,763.7699289271587
2016-08-16,760.2138040078163
2016-08-17,747.2826043184309
2016-08-18,750.1602822658967
2016-08-19,750.1002750439895
2016-08-22,741.7394033825989
2016-08-23,740.6050990398176
2016-08-24,738.6520914339416
2016-08-25,730.7644948379968
2016-08-26,730.7839803323528
2016-08-29,742.5327418189638
2016-08-30,747.448013887374
2016-08-31,745.2597180771799
2016-09-01,740.1597585910093
2016-09-02,740.14989071523
2016-09-05,760.0456911635052
2016-09-06,760.448251049612
2016-09-07,755.095427916717
2016-09-08,757.337680930954
2016-09-09,757.3376809309539
2016-09-12,757.3982558304482
2016-09-13,757.3376809309535
2016-09-14,757.3376809309534
2016-09-15,757.3376809309533
2016-09-16,757.3376809309532
2016-09-19,730.0901550441869
2016-09-20,728.372466705086
2016-09-21,731.5402102144891
2016-09-22,731.4036942663813
2016-09-23,731.3549509177911
2016-09-26,735.767543106529
2016-09-27,713.4041302437414
2016-09-28,689.8184640905331
2016-09-29,705.4138421814656
2016-09-30,706.2129382910871
2016-10-03,686.8360956454628
2016-10-04,697.492664963011
2016-10-05,705.5439278273521
2016-10-06,719.8070159678972
2016-10-07,719.9605481857192
2016-10-10,711.4343835957025
2016-10-11,718.2085559441933
2016-10-12,720.9723781409773
2016-10-13,719.9508144531046
2016-10-14,719.9508144531047
2016-10-17,709.2759653085915
2016-10-18,699.9354987246363
2016-10-19,709.1910780959442
2016-10-20,723.1484976859281
2016-10-21,723.2448930654568
2016-10-24,737.0594181858795
2016-10-25,750.2539743160224
2016-10-26,755.689538825518
2016-10-27,761.5728334883928
2016-10-28,761.58298698056
2016-10-31,769.6102124505144
2016-11-01,769.2025560736012
2016-11-02,764.9450256235269
2016-11-03,773.710800212185
2016-11-04,773.7108002121852
2016-11-07,785.4288916609258
2016-11-08,800.9246896154948
2016-11-09,801.3308201343672
2016-11-10,813.7360142888059
2016-11-11,813.7360142888058
2016-11-14,818.1873153438954
2016-11-15,802.7385614704399
2016-11-16,820.7534373768057
2016-11-17,818.4841714864287
2016-11-18,818.4187093364546
2016-11-21,803.0082915103394
2016-11-22,813.768717831637
2016-11-23,840.3371955663664
2016-11-24,844.1014898451157
2016-11-25,844.1690044613798
2016-11-28,854.7444928832393
2016-11-29,852.3254927363249
2016-11-30,864.5450763864385
2016-12-01,878.5526415752704
2016-12-02,878.5877789959438
2016-12-05,875.8805640898391
2016-12-06,878.7699404245291
2016-12-07,872.7185006472694
2016-12-08,871.4708940227196
2016-12-09,871.5173582213798
2016-12-12,876.8845608534117
2016-12-13,870.5370022890855
2016-12-14,868.7806362460436
2016-12-15,870.3740799327124
2016-12-16,870.2580718183094
2016-12-19,864.1273591505734
2016-12-20,861.5542761937483
2016-12-21,864.19373353611
2016-12-22,868.3323278455141
2016-12-23,868.2281710176617
2016-12-26,876.7869517692534
2016-12-27,887.5579102219173
2016-12-28,883.0898214243738
2016-12-29,879.264972636506
2016-12-30,879.3118442699953
2017-01-02,884.0603825094905
2017-01-03,883.0136350717969
2017-01-04,878.6984580569351
2017-01-05,879.8751241461921
2017-01-06,879.9454991427913
2017-01-09,867.4702908602645
2017-01-10,859.9688699641317
2017-01-11,847.8698729163568
2017-01-12,850.417898441287
2017-01-13,850.417898441287
2017-01-16,837.7034238140601
2017-01-17,845.8181173750767
2017-01-18,844.440347453405
2017-01-19,847.4688684364536
2017-01-20,847.4462725806872
2017-01-23,863.8176965677497
2017-01-24,873.3904770564525
2017-01-25,880.9059016000231
2017-01-26,882.7099966111044
2017-01-27,882.6864598746237
2017-01-30,881.6391304743381
2017-01-31,876.1861937057909
2017-02-01,875.9640338529164
2017-02-02,875.1015099037062
2017-02-03,875.1015099037062
2017-02-06,870.1462024314062
2017-02-07,868.080712852111
2017-02-08,860.9167364940416
2017-02-09,860.750334378344
2017-02-10,860.7503343783442
2017-02-13,870.935251552045
2017-02-14,868.8475395237633
2017-02-15,873.5807819903882
2017-02-16,881.2531003910278
2017-02-17,881.2531003910278
2017-02-20,874.9163540601669
2017-02-21,873.4012624876558
2017-02-22,876.0491089881874
2017-02-23,873.1093521429694
2017-02-24,873.0511502850004
2017-02-27,865.7021606947061
2017-02-28,864.1635870089569
2017-03-01,864.0483242519683
2017-03-02,868.7636045967796
2017-03-03,868.7636045967793
2017-03-06,865.8873189826553
2017-03-07,867.1946351071989
2017-03-08,864.6313285627501
2017-03-09,857.8838734954072
2017-03-10,857.8609990320567
2017-03-13,842.623040553871
2017-03-14,841.2400297555032
2017-03-15,847.2884028912769
2017-03-16,857.0437347846834
2017-03-17,857.089443174427
2017-03-20,858.3381402389759
2017-03-21,856.5047789746072
2017-03-22,847.2430034683599
2017-03-23,852.517388727115
2017-03-24,852.5173887271148
2017-03-27,849.18303372633
2017-03-28,852.3834943477327
2017-03-29,860.9409974488796
2017-03-30,868.5317620786003
2017-03-31,868.543341730118
2017-04-03,862.5939029734161
2017-04-04,865.4349589891843
2017-04-05,874.7323789488231
2017-04-06,879.2825388672314
2017-04-07,879.2122028288193
2017-04-10,880.5916019465817
2017-04-11,877.2316956959497
2017-04-12,887.5923532069295
2017-04-13,884.4170306178905
2017-04-14,884.4170306178908
2017-04-17,877.4397596333948
2017-04-18,869.6764419720654
2017-04-19,871.2459156462955
2017-04-20,866.9583295297405
2017-04-21,866.9814465691646
2017-04-24,875.5007585149831
2017-04-25,866.1332626816804
2017-04-26,864.2370006527918
2017-04-27,868.9218565533723
2017-04-28,868.9566111106643
2017-05-01,880.0622719166947
2017-05-02,882.3795093196316
2017-05-03,876.9302312606662
2017-05-04,872.479928765434
2017-05-05,872.375256295375
2017-05-08,864.607775846232
2017-05-09,874.2313870315453
2017-05-10,876.243768936177
2017-05-11,871.0341621352311
2017-05-12,871.0225498947011
2017-05-15,872.7387065417545
2017-05-16,879.6095509056278
2017-05-17,879.7196511833538
2017-05-18,879.5912065376654
2017-05-19,879.6498436059519
2017-05-22,887.7888288572851
2017-05-23,882.6898115464069
2017-05-24,878.5267486709928
2017-05-25,875.8862534384436
2017-05-26,875.8862534384436
2017-05-29,870.5411000995337
2017-05-30,877.4681374491397
2017-05-31,877.6911366246869
2017-06-01,877.7566275073249
2017-06-02,877.8034386975283
2017-06-05,892.3588418149463
2017-06-06,887.556011708792
2017-06-07,889.2960618695289
2017-06-08,879.8376175574507
2017-06-09,879.790700391261
2017-06-12,876.2788561099044
2017-06-13,875.7698520157277
2017-06-14,881.1776248898387
2017-06-15,879.2430934139953
2017-06-16,879.3368793439594
2017-06-19,915.457289679157
2017-06-20,902.4179832090337
2017-06-21,954.7727172085371
2017-06-22,974.79484911718
2017-06-23,974.8988106005813
2017-06-26,974.4830976596511
2017-06-27,974.8468270871655
2017-06-28,974.9118073452007
2017-06-29,975.0417938530265
2017-06-30,974.9897950906054
2017-07-03,982.1759192622628
2017-07-04,954.8484836040246
2017-07-05,946.5088333338032
2017-07-06,936.9836876527979
2017-07-07,936.9836876527979
2017-07-10,941.046249915779
2017-07-11,943.1512226544029
2017-07-12,950.6937592854749
2017-07-13,952.2750799357275
2017-07-14,952.2750799357277
2017-07-17,948.4410233686029
2017-07-18,944.3733279943459
2017-07-19,942.5483580836419
2017-07-20,946.7689349476276
2017-07-21,946.832052035063
2017-07-24,945.0178256633886
2017-07-25,942.271370791039
2017-07-26,939.1158300255485
2017-07-27,935.0243277443466
2017-07-28,935.0367940705125
2017-07-31,927.1940247789175
2017-08-01,928.9744117733503
2017-08-02,925.0572906937127
2017-08-03,925.5247782300337
2017-08-04,925.5124387222912
2017-08-07,933.2527252608945
2017-08-08,936.5455456176544
2017-08-09,937.1852018670133
2017-08-10,937.1518799945776
2017-08-11,937.1518799945776
2017-08-14,931.743570948339
2017-08-15,929.7058443900141
2017-08-16,931.7233759148648
2017-08-17,940.0160234287798
2017-08-18,939.9909583400289
2017-08-21,948.5118296068356
2017-08-22,953.3105523859134
2017-08-23,955.1787812911091
2017-08-24,954.1401613614696
2017-08-25,954.1656037421789
2017-08-28,956.5678628591716
2017-08-29,955.2556541739257
2017-08-30,955.2556541739257
2017-08-31,955.2556541739257
2017-09-01,955.2047126394672
2017-09-04,955.2301827275304
2017-09-05,955.2301827275304
2017-09-06,961.7480940369129
2017-09-07,970.4746266197939
2017-09-08,970.4746266197939
2017-09-11,977.5932182683094
2017-09-12,977.2296188907353
2017-09-13,973.5699309732396
2017-09-14,971.2621693287401
2017-09-15,971.2103742045227
2017-09-18,973.6954508056223
2017-09-19,967.6473542894304
2017-09-20,961.4075693830285
2017-09-21,960.6435419564433
2017-09-22,960.6435419564433
2017-09-25,947.0613628728134
2017-09-26,948.4728847410017
2017-09-27,947.0268017661797
2017-09-28,955.6290018114805
2017-09-29,955.6290018114804
2017-10-02,947.945503513433
2017-10-03,950.689038941903
2017-10-04,957.2038113743755
2017-10-05,954.1640842230646
2017-10-06,954.1640842230645
2017-10-09,932.2380022823263
2017-10-10,925.1644266551936
2017-10-11,906.1429431389337
2017-10-12,919.0252402195443
2017-10-13,919.0007354936428
2017-10-16,918.2707873984515
2017-10-17,918.9376151769585
2017-10-18,912.8952142300105
2017-10-19,923.3454441640112
2017-10-20,923.3454441640112
2017-10-23,906.2710528723896
2017-10-24,906.0712748060564
2017-10-25,911.1247246402636
2017-10-26,907.7470873196094
2017-10-27,907.7712919722322
2017-10-30,915.7269650688239
2017-10-31,914.8423437552112
2017-11-01,918.1967838711321
2017-11-02,919.1460095138979
2017-11-03,919.133754887351
2017-11-06,928.6093525131366
2017-11-07,925.0983461925445
2017-11-08,927.3774126259983
2017-11-09,930.6905359708968
2017-11-10,930.628498206867
2017-11-13,931.678372539358
2017-11-14,933.4817015242329
2017-11-15,927.6754008685402
2017-11-16,927.7785440754443
2017-11-17,927.7661745194936
2017-11-20,917.0370868708792
2017-11-21,911.0164257381206
2017-11-22,915.4479323205189
2017-11-23,919.1080635730415
2017-11-24,919.0958096157906
2017-11-27,925.1108250033956
2017-11-28,928.2735511474641
2017-11-29,931.0632176521983
2017-11-30,932.8334428490716
2017-12-01,932.8085692804809
2017-12-04,943.1585410259424
2017-12-05,938.9577367819894
2017-12-06,933.8630638633167
2017-12-07,937.7022290544719
2017-12-08,937.7272331136968
2017-12-11,937.9101291518114
2017-12-12,942.1112124593056
2017-12-13,935.8594569096788
2017-12-14,933.8850048048556
2017-12-15,933.8850048048558
2017-12-18,947.4238574733597
2017-12-19,947.7177755289642
2017-12-20,949.1261288523363
2017-12-21,947.6250171860407
2017-12-22,947.625017186041
2017-12-25,939.3935681104665
2017-12-26,943.1387376802929
2017-12-27,946.5240461795853
2017-12-28,951.044198266523
2017-12-29,951.044198266523
2018-01-01,950.9082739447741
2018-01-02,947.5729650153562
2018-01-03,955.6783557006015
2018-01-04,960.9993780940177
2018-01-05,960.9993780940177
2018-01-08,966.6225766509275
2018-01-09,962.9210977400911
2018-01-10,965.9892055185046
2018-01-11,970.6139054932513
2018-01-12,970.6397864602534
2018-01-15,995.4293203943754
2018-01-16,1001.1239173099992
2018-01-17,1003.7097386019874
2018-01-18,1003.83467218783
2018-01-19,1003.8480559363256
2018-01-22,996.6843361582993
2018-01-23,998.4856714308545
2018-01-24,995.7267180982748
2018-01-25,1002.9067329075559
2018-01-26,1002.9067329075561
2018-01-29,1006.5439140525672
2018-01-30,1013.9299718643763
2018-01-31,1018.2334839582265
2018-02-01,1015.208439365712
2018-02-02,1015.1949037946099
2018-02-05,1005.6204860162311
2018-02-06,992.9479424035127
2018-02-07,985.8278336967505
2018-02-08,981.325522437496
2018-02-09,981.3778570075161
2018-02-12,984.7615332105389
2018-02-13,984.327747318437
2018-02-14,985.3188405611661
2018-02-15,997.6902457057512
2018-02-16,997.6902457057512
2018-02-19,1002.1058413335674
2018-02-20,1000.5596014450601
2018-02-21,998.7603284179687
2018-02-22,1002.0574940854654
2018-02-23,1002.0842138373242
2018-02-26,998.2743478506086
2018-02-27,996.989688458181
2018-02-28,991.0848680065643
2018-03-01,988.1027244154159
2018-03-02,988.181768417689
2018-03-05,983.9074767987705
2018-03-06,992.2975894164014
2018-03-07,994.676875575711
2018-03-08,1012.998880218173
2018-03-09,1012.9448622541024
2018-03-12,1050.70799589187
2018-03-13,1049.573281211665
2018-03-14,1049.9046692234326
2018-03-15,1049.5188525725412
2018-03-16,1049.546838249374
2018-03-19,1039.3573726800262
2018-03-20,1040.8798911187034
2018-03-21,1045.3779771418665
2018-03-22,1060.4696600035797
2018-03-23,1060.4979391945133
2018-03-26,1072.7609317149797
