Date,EGYPT
1999-09-17,116.14196149102231
1999-09-20,117.2084695482025
1999-09-21,118.82652180059198
1999-09-22,119.81192469328185
1999-09-23,119.96691650317011
1999-09-24,119.96691650317011
1999-09-27,120.86355768623572
1999-09-28,121.54535225466243
1999-09-29,120.96280200622594
1999-09-30,122.03291369520875
1999-10-01,122.05973833495962
1999-10-04,126.59079226412062
1999-10-05,126.69967503294055
1999-10-06,126.77303079452791
1999-10-07,129.76778576425818
1999-10-08,129.76778576425818
1999-10-11,138.0476485211236
1999-10-12,140.29800308902554
1999-10-13,135.37134692525044
1999-10-14,137.33579242243303
1999-10-15,137.33579242243303
1999-10-18,137.57959190185144
1999-10-19,134.6718362200492
1999-10-20,134.2300742946746
1999-10-21,131.06770823804612
1999-10-22,131.06770823804612
1999-10-25,130.90235106244972
1999-10-26,134.10535693134878
1999-10-27,132.59786639127913
1999-10-28,135.19960601252532
1999-10-29,134.8495547344084
1999-11-01,135.64992210813415
1999-11-02,136.95311617685377
1999-11-03,136.064027425666
1999-11-04,135.35759178199555
1999-11-05,135.35759178199555
1999-11-08,138.37213296017873
1999-11-09,138.70093950629953
1999-11-10,139.69601742815235
1999-11-11,140.357378597615
1999-11-12,139.2866487947962
1999-11-15,142.3277679299702
1999-11-16,141.1633211893092
1999-11-17,141.87249754410075
1999-11-18,140.9659965542915
1999-11-19,140.9659965542915
1999-11-22,143.10102177310822
1999-11-23,144.2648485240187
1999-11-24,145.74432884635763
1999-11-25,146.00112466160556
1999-11-26,146.00112466160556
1999-11-29,151.99438643011612
1999-11-30,151.96461191477462
1999-12-01,152.48613678779688
1999-12-02,154.4913562251386
1999-12-03,154.4913562251386
1999-12-06,159.1956630541319
1999-12-07,166.99011135462493
1999-12-08,174.09268954977725
1999-12-09,180.4168738959929
1999-12-10,180.4168738959929
1999-12-13,179.77318196544164
1999-12-14,171.50650501177273
1999-12-15,169.04513726056385
1999-12-16,165.13951417201005
1999-12-17,164.45523495479492
1999-12-20,157.70035657890242
1999-12-21,159.00102848054314
1999-12-22,164.72074345505442
1999-12-23,162.56516665465858
1999-12-24,162.56516665465858
1999-12-27,172.3433598609679
1999-12-28,175.50155857347897
1999-12-29,175.29578106761144
1999-12-30,177.5346456590475
1999-12-31,177.5346456590475
2000-01-03,189.3473441423062
2000-01-04,191.85541653744514
2000-01-05,186.40482401252584
2000-01-06,189.91269225454806
2000-01-07,189.91269225454806
2000-01-10,189.95426439633755
2000-01-11,194.33386730427634
2000-01-12,194.45518363456824
2000-01-13,188.5031103833268
2000-01-14,188.5031103833268
2000-01-17,195.2191320037048
2000-01-18,197.12193307367988
2000-01-19,202.4957913149522
2000-01-20,200.87481357386093
2000-01-21,200.87481357386093
2000-01-24,196.13021022495514
2000-01-25,197.2270565097916
2000-01-26,195.0985454041631
2000-01-27,189.477527920558
2000-01-28,189.477527920558
2000-01-31,195.4740059445218
2000-02-01,193.76339231763757
2000-02-02,188.55175190900397
2000-02-03,187.18691247511956
2000-02-04,186.98481082376384
2000-02-07,185.59113764567226
2000-02-08,184.26143971858554
2000-02-09,189.06983541683002
2000-02-10,192.01010069735128
2000-02-11,192.15036657821793
2000-02-14,198.12433456583847
2000-02-15,194.93304003131925
2000-02-16,192.90410997233823
2000-02-17,187.07634701097066
2000-02-18,187.07634701097066
2000-02-21,184.43351923388244
2000-02-22,181.19431759422264
2000-02-23,179.47658018192953
2000-02-24,172.44070200362972
2000-02-25,172.44070200362972
2000-02-28,181.27472491850963
2000-02-29,177.38691926611472
2000-03-01,176.79766918895203
2000-03-02,174.8605219999379
2000-03-03,174.8605219999379
2000-03-06,170.6818501726912
2000-03-07,175.30225484863735
2000-03-08,178.20161581294005
2000-03-09,174.9705912846949
2000-03-10,174.9324520664862
2000-03-13,175.0817420341756
2000-03-14,176.16149873768893
2000-03-15,175.74866060041873
2000-03-16,175.39123979209015
2000-03-17,175.74866060041873
2000-03-20,172.6254401901416
2000-03-21,174.88641899995613
2000-03-22,172.69059820525453
2000-03-23,172.6750168592095
2000-03-24,172.8437675641817
2000-03-27,174.63446023031105
2000-03-28,177.68410070721507
2000-03-29,177.18986476278863
2000-03-30,174.28564142803705
2000-03-31,174.39992776864636
2000-04-03,176.19813910019212
2000-04-04,174.404656949164
2000-04-05,173.2843382838329
2000-04-06,173.2843382838329
2000-04-07,173.2843382838329
2000-04-10,163.2955464713267
2000-04-11,162.34636467424366
2000-04-12,167.45695050537037
2000-04-13,164.83682316994967
2000-04-14,164.83682316994967
2000-04-17,154.6410804670405
2000-04-18,153.13624528398105
2000-04-19,152.81302052152952
2000-04-20,148.09074805912985
2000-04-21,148.09074805912985
2000-04-24,144.2581017974294
2000-04-25,144.47882471431794
2000-04-26,150.76349198310626
2000-04-27,156.16849321936613
2000-04-28,156.06623618064867
2000-05-01,156.06623618064867
2000-05-02,155.55164937749728
2000-05-03,151.61261718920974
2000-05-04,155.53501470544646
2000-05-05,155.53501470544646
2000-05-08,157.3623777487114
2000-05-09,160.36911230859857
2000-05-10,160.91522854512965
2000-05-11,160.25110790540063
2000-05-12,160.34435867848336
2000-05-15,163.68846333429818
2000-05-16,167.97851383464038
2000-05-17,170.64538896002517
2000-05-18,163.57173924276358
2000-05-19,163.57173924276358
2000-05-22,157.58669960761628
2000-05-23,158.9715194071069
2000-05-24,155.15943692042998
2000-05-25,152.7909822776893
2000-05-26,152.79152910677334
2000-05-29,159.7595273179844
2000-05-30,156.35293125955403
2000-05-31,157.9829987444764
2000-06-01,157.5318065967844
2000-06-02,157.5318065967844
2000-06-05,155.10760258823117
2000-06-06,152.75125509783516
2000-06-07,150.94000240851133
2000-06-08,152.41466069256364
2000-06-09,152.41466069256364
2000-06-12,146.98865953115313
2000-06-13,151.7152419071741
2000-06-14,148.1174113702316
2000-06-15,148.1174113702316
2000-06-16,148.1174113702316
2000-06-19,142.1674560264889
2000-06-20,138.17628279397772
2000-06-21,140.54918335414274
2000-06-22,136.1523089011719
2000-06-23,136.1523089011719
2000-06-26,129.55142059681125
2000-06-27,131.50077998938343
2000-06-28,137.34068949730067
2000-06-29,136.03440204552925
2000-06-30,136.14410083716754
2000-07-03,139.46994546418333
2000-07-04,134.8154702332521
2000-07-05,139.12644192142224
2000-07-06,140.59302974530806
2000-07-07,140.59302974530806
2000-07-10,139.83269456572862
2000-07-11,138.69594657121317
2000-07-12,134.90418258774574
2000-07-13,137.91805779869853
2000-07-14,137.91805779869853
2000-07-17,135.70311481176324
2000-07-18,134.18024832887338
2000-07-19,131.38735338077942
2000-07-20,129.4182370650946
2000-07-21,129.41925092466627
2000-07-24,127.54200889586642
2000-07-25,128.59457251608816
2000-07-26,124.75586844724768
2000-07-27,119.31528640232936
2000-07-28,119.31528640232936
2000-07-31,122.23444109071089
2000-08-01,121.51201015392935
2000-08-02,117.11053430029905
2000-08-03,113.98745587964949
2000-08-04,113.87485391747829
2000-08-07,109.14468608733064
2000-08-08,105.21478959705132
2000-08-09,108.29555879016122
2000-08-10,108.46352505708231
2000-08-11,108.30857716414364
2000-08-14,116.49186356994215
2000-08-15,115.0812576145248
2000-08-16,119.75904180456324
2000-08-17,121.88660756663802
2000-08-18,121.88660756663802
2000-08-21,124.00392410284242
2000-08-22,121.7155351011624
2000-08-23,124.63300103135593
2000-08-24,122.61104921560165
2000-08-25,122.61104921560165
2000-08-28,121.72628189291167
2000-08-29,120.6257578679627
2000-08-30,116.76454146856202
2000-08-31,118.85644307998066
2000-09-01,118.77196799605743
2000-09-04,118.79060582301047
2000-09-05,121.8737975055816
2000-09-06,122.4219767586028
2000-09-07,125.71008167927201
2000-09-08,125.71008167927201
2000-09-11,121.62760465190534
2000-09-12,121.50927011123557
2000-09-13,118.19682939812263
2000-09-14,115.14117883881842
2000-09-15,115.14117883881842
2000-09-18,111.37193339393318
2000-09-19,111.65684005090141
2000-09-20,110.98137281856783
2000-09-21,113.05778881733
2000-09-22,112.56485049759202
2000-09-25,113.44024174909619
2000-09-26,112.1176457612028
2000-09-27,109.48848189422262
2000-09-28,106.44481590676489
2000-09-29,106.44481590676489
2000-10-02,106.35898415768982
2000-10-03,101.58162154683113
2000-10-04,100.9874699753577
2000-10-05,99.80997546947219
2000-10-06,99.26530984617357
2000-10-09,94.13378879405965
2000-10-10,91.32617430765123
2000-10-11,88.10418111544676
2000-10-12,85.22472448211964
2000-10-13,84.8798998888213
2000-10-16,88.5472721036965
2000-10-17,90.78390572090262
2000-10-18,92.80496272127789
2000-10-19,95.89914456526617
2000-10-20,96.55151969836322
2000-10-23,96.58209308429586
2000-10-24,93.79287062000076
2000-10-25,96.5788890089744
2000-10-26,97.95304616437258
2000-10-27,97.95304616437258
2000-10-30,96.36533613360837
2000-10-31,97.82427456514577
2000-11-01,98.99952152793936
2000-11-02,99.90317535120418
2000-11-03,99.90317535120418
2000-11-06,102.7463387352283
2000-11-07,102.71898496170195
2000-11-08,103.3671770429091
2000-11-09,103.15769617635661
2000-11-10,103.15769617635661
2000-11-13,110.99421022637998
2000-11-14,108.25197683640411
2000-11-15,111.78991537163289
2000-11-16,112.62385445201659
2000-11-17,112.62385445201659
2000-11-20,109.29784077620425
2000-11-21,104.50678570016383
2000-11-22,101.74994601053426
2000-11-23,104.60185960800342
2000-11-24,103.20535155071651
2000-11-27,105.40579448917984
2000-11-28,103.2352115284717
2000-11-29,103.45074564365733
2000-11-30,103.56246478883735
2000-12-01,103.56246478883735
2000-12-04,103.02871004076289
2000-12-05,102.28006055733557
2000-12-06,104.42800257364645
2000-12-07,102.75541201418311
2000-12-08,102.75541201418311
2000-12-11,102.9102674936751
2000-12-12,105.24184033885143
2000-12-13,104.42031077398512
2000-12-14,103.80267717193937
2000-12-15,103.80267717193937
2000-12-18,101.44798716140262
2000-12-19,98.90595059515401
2000-12-20,102.46728434351581
2000-12-21,101.21108708979487
2000-12-22,101.21108708979487
2000-12-25,101.35989124625014
2000-12-26,101.03896103896106
2000-12-27,100.0
2000-12-28,100.0
2000-12-29,100.0
2001-01-01,100.15646548574466
2001-01-02,101.5378138791338
2001-01-03,98.64677544422987
2001-01-04,100.3125809705147
2001-01-05,100.3125809705147
2001-01-08,98.25412202304533
2001-01-09,99.7545954952085
2001-01-10,97.78051868895575
2001-01-11,100.28961983795634
2001-01-12,100.28961983795634
2001-01-15,99.31967110757785
2001-01-16,99.54224080251922
2001-01-17,98.0667819766074
2001-01-18,96.76874543398924
2001-01-19,96.76874543398924
2001-01-22,97.93816295810616
2001-01-23,97.24560819740068
2001-01-24,98.24708018040945
2001-01-25,101.2381597020197
2001-01-26,101.19238527192314
2001-01-29,105.06293952826482
2001-01-30,102.99539702058327
2001-01-31,103.27402887609895
2001-02-01,104.24397459125609
2001-02-02,104.24397459125609
2001-02-05,101.81429401763661
2001-02-06,100.88022852681353
2001-02-07,101.35834069012259
2001-02-08,100.55832316600949
2001-02-09,100.55832316600949
2001-02-12,98.54359347709315
2001-02-13,97.63614217640735
2001-02-14,97.75586558435292
2001-02-15,96.63904983123392
2001-02-16,96.63904983123392
2001-02-19,95.66334521001528
2001-02-20,97.30895405616806
2001-02-21,95.9441388182581
2001-02-22,93.9903887451329
2001-02-23,93.9903887451329
2001-02-26,88.68082772766317
2001-02-27,91.52404358490311
2001-02-28,91.19855563828575
2001-03-01,92.62732736444254
2001-03-02,92.62732736444254
2001-03-05,92.62732736444254
2001-03-06,92.62732736444254
2001-03-07,95.09691435670538
2001-03-08,94.07630679484939
2001-03-09,94.07630679484939
2001-03-12,92.42935682535231
2001-03-13,89.92327718757468
2001-03-14,89.12727681120924
2001-03-15,89.37763601675962
2001-03-16,89.37763601675962
2001-03-19,86.77224108417286
2001-03-20,89.18540231982335
2001-03-21,87.59238549622948
2001-03-22,86.42070382882584
2001-03-23,86.42070382882584
2001-03-26,86.39291045909894
2001-03-27,86.11994383004719
2001-03-28,84.52941789073815
2001-03-29,83.44294797108405
2001-03-30,83.44294797108405
2001-04-02,81.07691165190454
2001-04-03,83.5226912465906
2001-04-04,85.22742862726328
2001-04-05,85.6606507171037
2001-04-06,85.6606507171037
2001-04-09,88.06221602692098
2001-04-10,86.83976078373985
2001-04-11,90.03753840276927
2001-04-12,89.83388258921917
2001-04-13,89.83388258921917
2001-04-16,89.83388258921917
2001-04-17,86.87042989092838
2001-04-18,84.69769527175393
2001-04-19,86.6942764689575
2001-04-20,86.6942764689575
2001-04-23,89.01643429004912
2001-04-24,88.69891012142776
2001-04-25,88.6456192875653
2001-04-26,87.47808389190472
2001-04-27,87.47808389190472
2001-04-30,87.63151076531567
2001-05-01,87.64179956660011
2001-05-02,90.04911345239866
2001-05-03,90.38371317693895
2001-05-04,90.38371317693895
2001-05-07,92.70168117140429
2001-05-08,93.79704502039532
2001-05-09,92.58695570422219
2001-05-10,94.21143803561912
2001-05-11,94.21143803561912
2001-05-14,95.72724248341126
2001-05-15,94.36018258441482
2001-05-16,94.70819097461035
2001-05-17,95.74306734584286
2001-05-18,95.74306734584286
2001-05-21,94.493013692915
2001-05-22,95.70888103609134
2001-05-23,95.37383599252874
2001-05-24,96.72337410633982
2001-05-25,96.72337410633982
2001-05-28,97.93837337641362
2001-05-29,96.21624470850772
2001-05-30,95.8482717591141
2001-05-31,93.56424458249039
2001-06-01,93.56424458249039
2001-06-04,93.64253094276411
2001-06-05,90.11910454154312
2001-06-06,89.40953774429373
2001-06-07,90.62741758350519
2001-06-08,90.62741758350519
2001-06-11,89.80955556393678
2001-06-12,90.41364647179542
2001-06-13,90.25700098015837
2001-06-14,90.77552758606161
2001-06-15,90.77552758606161
2001-06-18,89.0335120059156
2001-06-19,87.88595273163119
2001-06-20,87.36244087154138
2001-06-21,87.64022622941357
2001-06-22,87.64022622941357
2001-06-25,87.47442925652632
2001-06-26,86.60877809505102
2001-06-27,85.87211073846406
2001-06-28,86.24641054533203
2001-06-29,85.8315515926063
2001-07-02,88.17754759985225
2001-07-03,88.68760713174335
2001-07-04,89.94112673184496
2001-07-05,89.07761995033384
2001-07-06,89.07761995033384
2001-07-09,90.0123831825463
2001-07-10,88.74236627625909
2001-07-11,87.39752943852383
2001-07-12,87.68214279268099
2001-07-13,87.68214279268099
2001-07-16,83.99607435919977
2001-07-17,81.47186339279732
2001-07-18,81.71822301455457
2001-07-19,80.49150528033721
2001-07-20,80.49150528033721
2001-07-23,80.93825817957848
2001-07-24,81.26597017462416
2001-07-25,80.77670744781891
2001-07-26,78.95105190456411
2001-07-27,78.95105190456411
2001-07-30,78.73801526780092
2001-07-31,76.46438810170235
2001-08-01,75.4192530525211
2001-08-02,75.11679213084982
2001-08-03,75.11679213084982
2001-08-06,71.85309610444119
2001-08-07,72.64433912074749
2001-08-08,72.78440881347203
2001-08-09,74.23148531890389
2001-08-10,74.23148531890389
2001-08-13,76.44210244658734
2001-08-14,78.04322370518423
2001-08-15,75.5798944581009
2001-08-16,74.64677209648868
2001-08-17,74.64677209648868
2001-08-20,75.78615675385012
2001-08-21,74.02683349166186
2001-08-22,73.2570265911611
2001-08-23,73.68254622707519
2001-08-24,73.72576433149601
2001-08-27,74.03188971096255
2001-08-28,75.41068198737791
2001-08-29,75.45327011566785
2001-08-30,77.66434544724963
2001-08-31,77.66434544724963
2001-09-03,81.10632050168158
2001-09-04,81.70533747351767
2001-09-05,83.80587995681843
2001-09-06,82.74127688182557
2001-09-07,82.74127688182557
2001-09-10,82.29507233264576
2001-09-11,83.0311132171573
2001-09-12,79.6314097855406
2001-09-13,80.39121833867245
2001-09-14,80.39121833867245
2001-09-17,75.91559893037964
2001-09-18,74.78531705287749
2001-09-19,77.77092433770616
2001-09-20,75.69789253003094
2001-09-21,75.69789253003094
2001-09-24,72.61831987169093
2001-09-25,71.84108061763507
2001-09-26,70.78753063177294
2001-09-27,69.71990782494069
2001-09-28,69.71990782494069
2001-10-01,70.12878124618356
2001-10-02,68.17033764134186
2001-10-03,67.59261984041153
2001-10-04,66.55480848992981
2001-10-05,66.55480848992981
2001-10-08,66.90568613885296
2001-10-09,66.93478360351749
2001-10-10,67.06452282153042
2001-10-11,67.64210292411526
2001-10-12,67.64210292411526
2001-10-15,68.7743465663281
2001-10-16,68.31950520055788
2001-10-17,69.98735050627343
2001-10-18,70.2227240569725
2001-10-19,70.2227240569725
2001-10-22,71.22512268248123
2001-10-23,70.61534241614457
2001-10-24,69.75425445066995
2001-10-25,68.90812270963899
2001-10-26,68.90812270963899
2001-10-29,67.33596468080864
2001-10-30,68.18501554032574
2001-10-31,67.82852910511868
2001-11-01,67.94063498480588
2001-11-02,67.94063498480588
2001-11-05,68.40222514298213
2001-11-06,68.58010382048157
2001-11-07,67.76836930698211
2001-11-08,67.55283768959835
2001-11-09,67.55283768959835
2001-11-12,66.42803256850723
2001-11-13,65.67527211094568
2001-11-14,65.25903647254334
2001-11-15,64.59892411120043
2001-11-16,64.59892411120043
2001-11-19,63.54524438162944
2001-11-20,63.129342785810515
2001-11-21,61.849973218347074
2001-11-22,61.85922349992655
2001-11-23,61.89911395944696
2001-11-26,61.51344942185265
2001-11-27,61.09262584439176
2001-11-28,61.35864763839146
2001-11-29,62.60661845952612
2001-11-30,62.60661845952612
2001-12-03,63.22016724156724
2001-12-04,62.11294713867809
2001-12-05,61.74141698172531
2001-12-06,61.62899515586732
2001-12-07,61.62899515586732
2001-12-10,62.57995661275816
2001-12-11,63.1254054277444
2001-12-12,63.51115805904748
2001-12-13,59.82101614608643
2001-12-14,59.82101614608643
2001-12-17,59.82101614608643
2001-12-18,59.82101614608643
2001-12-19,58.592637160823074
2001-12-20,60.178341576320776
2001-12-21,60.112065869738935
2001-12-24,58.48734590158114
2001-12-25,57.389155683875714
2001-12-26,58.36971099342931
2001-12-27,58.66005430338934
2001-12-28,58.66005430338934
2001-12-31,58.70389136028616
2002-01-01,59.01986701918562
2002-01-02,59.21718045552091
2002-01-03,59.7927793532334
2002-01-04,59.7927793532334
2002-01-07,60.913650394691444
2002-01-08,61.71183592395466
2002-01-09,60.28865633888988
2002-01-10,60.37371489881474
2002-01-11,60.37371489881474
2002-01-14,58.560712938171584
2002-01-15,58.51768488117312
2002-01-16,58.57737694325607
2002-01-17,57.95595423723608
2002-01-18,57.95595423723608
2002-01-21,56.80825491747797
2002-01-22,57.58476412434025
2002-01-23,56.686456306826145
2002-01-24,55.43734908181093
2002-01-25,55.43734908181093
2002-01-28,52.06216308332673
2002-01-29,52.44892153595749
2002-01-30,52.395685541005705
2002-01-31,52.865809691724756
2002-02-01,52.865809691724756
2002-02-04,53.048582425347156
2002-02-05,53.904330843643145
2002-02-06,55.663331559650565
2002-02-07,57.47907905391434
2002-02-08,57.47907905391434
2002-02-11,56.26747139276297
2002-02-12,56.807738963313724
2002-02-13,56.66150545114505
2002-02-14,58.25485900863952
2002-02-15,58.25485900863952
2002-02-18,56.92225386149911
2002-02-19,57.4058499410728
2002-02-20,57.91607521542058
2002-02-21,57.91607521542058
2002-02-22,57.91607521542058
2002-02-25,57.74055690414708
2002-02-26,58.11685736718476
2002-02-27,57.86650852484159
2002-02-28,57.97478635639367
2002-03-01,57.97478635639367
2002-03-04,58.65348826182578
2002-03-05,60.0523606572909
2002-03-06,60.31412263523416
2002-03-07,60.82124790862675
2002-03-08,60.82124790862675
2002-03-11,61.44516276051759
2002-03-12,60.46967245743587
2002-03-13,59.83459330605915
2002-03-14,60.36241920050173
2002-03-15,60.36760042212004
2002-03-18,61.55618608178318
2002-03-19,61.044856483215014
2002-03-20,60.97587494810129
2002-03-21,61.48108347031348
2002-03-22,61.48108347031348
2002-03-25,61.344192337302374
2002-03-26,60.57197572936227
2002-03-27,61.01558958374293
2002-03-28,61.207873814077196
2002-03-29,61.207873814077196
2002-04-01,58.723663518888614
2002-04-02,58.57928162638123
2002-04-03,59.46169638828194
2002-04-04,59.26522110561101
2002-04-05,59.52219767409063
2002-04-08,59.92578147383889
2002-04-09,59.85543696280594
2002-04-10,59.75157676224031
2002-04-11,59.528202245856036
2002-04-12,59.49612886102529
2002-04-15,58.23534047110588
2002-04-16,58.17158739136128
2002-04-17,58.11877181288469
2002-04-18,58.02339271979298
2002-04-19,57.99974040836058
2002-04-22,57.60525134556162
2002-04-23,57.15574828266818
2002-04-24,57.487766949555926
2002-04-25,57.487766949555926
2002-04-26,57.487766949555926
2002-04-29,59.59047565281267
2002-04-30,59.95093586843619
2002-05-01,59.95093586843619
2002-05-02,60.63559686467504
2002-05-03,60.63559686467504
2002-05-06,60.63559686467504
2002-05-07,60.583398563424
2002-05-08,61.15406077063017
2002-05-09,61.15921677924733
2002-05-10,61.15921677924733
2002-05-13,61.69442146716405
2002-05-14,61.808808518458065
2002-05-15,61.592436957417085
2002-05-16,61.36774366006803
2002-05-17,61.36774366006803
2002-05-20,60.42234182055035
2002-05-21,60.404758266283956
2002-05-22,60.063846023054644
2002-05-23,59.78762565136553
2002-05-24,59.78762565136553
2002-05-27,60.493980226957625
2002-05-28,59.926223713571076
2002-05-29,60.20578404452911
2002-05-30,59.969851570156216
2002-05-31,59.969851570156216
2002-06-03,59.00931075142306
2002-06-04,59.061269270558114
2002-06-05,58.919767789486976
2002-06-06,59.402573709647825
2002-06-07,59.402573709647825
2002-06-10,60.387618592543284
2002-06-11,60.01228600633954
2002-06-12,59.671704614208124
2002-06-13,59.929156615097114
2002-06-14,59.929156615097114
2002-06-17,59.114492224058445
2002-06-18,59.12069504162997
2002-06-19,59.18557876425819
2002-06-20,58.84816245516686
2002-06-21,58.84816245516686
2002-06-24,58.78497327404631
2002-06-25,58.45039118793436
2002-06-26,58.090229865225574
2002-06-27,58.286473554093575
2002-06-28,58.286473554093575
2002-07-01,58.67759945798576
2002-07-02,58.84822747866943
2002-07-03,58.811975777356835
2002-07-04,58.91755712879202
2002-07-05,58.91755712879202
2002-07-08,58.34549506015436
2002-07-09,58.21339711925645
2002-07-10,58.24575149419601
2002-07-11,59.69428965145903
2002-07-12,59.69428965145903
2002-07-15,61.57597931705286
2002-07-16,60.73241132771505
2002-07-17,62.33415454792922
2002-07-18,63.407022894539466
2002-07-19,63.407022894539466
2002-07-22,62.537799148454745
2002-07-23,62.537799148454745
2002-07-24,60.848434098688465
2002-07-25,60.419804845549905
2002-07-26,60.419804845549905
2002-07-29,59.65129332092393
