Date,INDIA
1999-09-17,108.0211278934144
1999-09-20,108.95743630300026
1999-09-21,109.42687695107202
1999-09-22,111.16442408699794
1999-09-23,113.12517908029466
1999-09-24,113.85967301271083
1999-09-27,113.45600220608341
1999-09-28,113.22273744973607
1999-09-29,114.61987659981718
1999-09-30,113.5608421875345
1999-10-01,111.52180900750479
1999-10-04,110.43828620401796
1999-10-05,112.30092982878914
1999-10-06,112.53949473144523
1999-10-07,118.93217374936347
1999-10-08,119.67117606513172
1999-10-11,120.8277722773712
1999-10-12,121.5778085029048
1999-10-13,120.83741614229235
1999-10-14,121.43849527209659
1999-10-15,116.97564789546445
1999-10-18,118.41800055254888
1999-10-19,118.40435807886561
1999-10-20,119.58912499755056
1999-10-21,116.64670400601742
1999-10-22,115.16356938173652
1999-10-25,114.60941490002222
1999-10-26,115.70598395361402
1999-10-27,113.62958491363332
1999-10-28,109.72998494286175
1999-10-29,105.5296543274797
1999-11-01,101.00883398482752
1999-11-02,106.62447519041848
1999-11-03,106.45846568868811
1999-11-04,107.4086059364079
1999-11-05,109.83527843845009
1999-11-08,111.21343174404497
1999-11-09,110.31793343188193
1999-11-10,110.33699611991332
1999-11-11,110.38628439312092
1999-11-12,110.19689455666386
1999-11-15,109.31067716089157
1999-11-16,109.15292971247513
1999-11-17,108.19562586247577
1999-11-18,109.5184037883192
1999-11-19,109.33459540043457
1999-11-22,111.52474827310823
1999-11-23,111.54081955170194
1999-11-24,112.95982960972921
1999-11-25,113.89496478304478
1999-11-26,113.56494165344971
1999-11-29,112.48342844589017
1999-11-30,112.1363892737574
1999-12-01,112.32318564056435
1999-12-02,113.72973812493103
1999-12-03,114.37685134102473
1999-12-06,117.1590741239324
1999-12-07,117.48384925105294
1999-12-08,116.50678631839394
1999-12-09,117.43552563877873
1999-12-10,116.62988693337353
1999-12-13,117.51233968153466
1999-12-14,116.24589973806675
1999-12-15,115.0980931924113
1999-12-16,116.62085026967998
1999-12-17,115.76443033076069
1999-12-20,118.4411462400215
1999-12-21,120.09662446968615
1999-12-22,124.48660838510875
1999-12-23,125.77422764461615
1999-12-24,123.9793058245577
1999-12-27,122.6240512093259
1999-12-28,124.23085111142291
1999-12-29,126.44602479129242
1999-12-30,128.32118362238307
1999-12-31,128.32118362238307
2000-01-03,137.91074897341684
2000-01-04,141.67103434117405
2000-01-05,138.44515603622386
2000-01-06,139.5921227917069
2000-01-07,137.03822619516205
2000-01-10,139.0642131250868
2000-01-11,133.09687822405454
2000-01-12,137.49190705543936
2000-01-13,136.1352486733017
2000-01-14,136.87201223471325
2000-01-17,137.323112661299
2000-01-18,138.91403133535601
2000-01-19,139.22723190348256
2000-01-20,136.95908557685493
2000-01-21,140.0505871626722
2000-01-24,142.18294888664255
2000-01-25,142.5191284191928
2000-01-26,142.5232162213556
2000-01-27,144.53603889144523
2000-01-28,146.0339535483194
2000-01-31,142.1217224198075
2000-02-01,145.18748141798662
2000-02-02,149.63635767755918
2000-02-03,152.64148711858462
2000-02-04,154.23300476063227
2000-02-07,157.11118180397554
2000-02-08,157.6918802417278
2000-02-09,160.04781208549628
2000-02-10,165.66537094920153
2000-02-11,171.3064130630958
2000-02-14,175.0126170415143
2000-02-15,176.65568915524952
2000-02-16,179.49431715863474
2000-02-17,186.66773071228627
2000-02-18,189.63598348485826
2000-02-21,198.0458508467772
2000-02-22,192.68866810270606
2000-02-23,182.52662382884284
2000-02-24,181.46496987499296
2000-02-25,173.36911405504358
2000-02-28,176.723710100906
2000-02-29,168.18520046941387
2000-03-01,176.4605298779756
2000-03-02,175.543040589827
2000-03-03,168.92827412087092
2000-03-06,174.75737640344923
2000-03-07,173.72623688417306
2000-03-08,171.74443567883478
2000-03-09,165.66535448272757
2000-03-10,164.7166776928818
2000-03-13,157.44129961579594
2000-03-14,155.06344472024705
2000-03-15,153.81405032174933
2000-03-16,147.12020429766045
2000-03-17,147.1708654631352
2000-03-20,147.12020429766045
2000-03-21,145.86015677660788
2000-03-22,150.1745636931315
2000-03-23,150.67661893731108
2000-03-24,151.7372334449917
2000-03-27,155.44584495912505
2000-03-28,159.03691123493414
2000-03-29,160.95017005627355
2000-03-30,155.52073036611736
2000-03-31,151.17867623979993
2000-04-03,149.0188724508572
2000-04-04,138.49408204700413
2000-04-05,139.7373275896806
2000-04-06,142.44482482761404
2000-04-07,152.85088097650163
2000-04-10,160.29055672812814
2000-04-11,161.0403583064077
2000-04-12,156.00106564502886
2000-04-13,148.02690187043163
2000-04-14,148.02690187043163
2000-04-17,139.4226615053708
2000-04-18,135.07617309483413
2000-04-19,132.08405285434725
2000-04-20,133.1688744509684
2000-04-21,133.1688744509684
2000-04-24,129.37310863452964
2000-04-25,127.53831530606462
2000-04-26,132.9454744847346
2000-04-27,130.09625579417502
2000-04-28,127.3855366161683
2000-05-01,127.42202014755578
2000-05-02,118.76249222393804
2000-05-03,115.94881984795582
2000-05-04,122.60302352206755
2000-05-05,127.72016761406238
2000-05-08,120.3447522770997
2000-05-09,122.88791822144145
2000-05-10,119.01359428821223
2000-05-11,113.63749568216926
2000-05-12,109.5576523151273
2000-05-15,111.80400320514778
2000-05-16,112.1236311869469
2000-05-17,111.84002910577954
2000-05-18,109.4568459336955
2000-05-19,106.70311632568189
2000-05-22,102.1983748087573
2000-05-23,103.24285217194831
2000-05-24,102.67670255005072
2000-05-25,104.0395639901531
2000-05-26,104.58010207010122
2000-05-29,106.8417455117173
2000-05-30,109.21520660312879
2000-05-31,112.26092796079696
2000-06-01,110.04785512856466
2000-06-02,113.59069864925256
2000-06-05,115.98776100058316
2000-06-06,117.99977475513907
2000-06-07,118.29499805031003
2000-06-08,121.23391236899086
2000-06-09,120.78457111070747
2000-06-12,118.74632008819127
2000-06-13,118.69783867220816
2000-06-14,119.59270988615422
2000-06-15,120.88969033611296
2000-06-16,124.2934902645039
2000-06-19,126.78651991222867
2000-06-20,128.0173126839661
2000-06-21,123.89171653289833
2000-06-22,125.46097493265536
2000-06-23,122.90940148114628
2000-06-26,122.10374219264862
2000-06-27,122.35224735675732
2000-06-28,123.84316444829778
2000-06-29,124.81399001783798
2000-06-30,123.61670583452428
2000-07-03,126.74416939569481
2000-07-04,127.86750169059609
2000-07-05,127.81845279964827
2000-07-06,126.77037438649282
2000-07-07,127.33011567130458
2000-07-10,126.42624864528645
2000-07-11,126.57575485716045
2000-07-12,128.69110306053972
2000-07-13,126.15129401623692
2000-07-14,125.32545577744945
2000-07-17,123.15578647065071
2000-07-18,122.39617578561032
2000-07-19,119.14048729853008
2000-07-20,117.90660264303942
2000-07-21,114.93505626820175
2000-07-24,108.38993940442059
2000-07-25,112.36257450353617
2000-07-26,108.31722763137175
2000-07-27,111.0360885165377
2000-07-28,110.96425700899856
2000-07-31,110.17329242660085
2000-08-01,109.36866292525205
2000-08-02,109.18775159664044
2000-08-03,107.3332579011001
2000-08-04,105.89082473401956
2000-08-07,105.89393463680916
2000-08-08,108.88006053589356
2000-08-09,109.68662069611824
2000-08-10,107.22592371545068
2000-08-11,105.98012749311678
2000-08-14,107.37645058861077
2000-08-15,107.35297262849522
2000-08-16,110.70374991186857
2000-08-17,108.90660645748186
2000-08-18,110.81628147053355
2000-08-21,112.891947751905
2000-08-22,114.04257927638635
2000-08-23,113.00873831435798
2000-08-24,114.04790608210902
2000-08-25,113.29913793206016
2000-08-28,112.73500734547528
2000-08-29,113.04813408855594
2000-08-30,113.18989440118747
2000-08-31,115.06567892875472
2000-09-01,115.11598086489838
2000-09-04,118.67026755661655
2000-09-05,118.75413021277727
2000-09-06,119.51683745347977
2000-09-07,119.76328772233262
2000-09-08,120.85997882851721
2000-09-11,121.68507233323236
2000-09-12,122.96823220533116
2000-09-13,121.01467195266457
2000-09-14,119.83906927668943
2000-09-15,116.4542632055977
2000-09-18,111.07926652934361
2000-09-19,107.62269305303312
2000-09-20,109.58757217204938
2000-09-21,107.83735016959865
2000-09-22,101.61091004839983
2000-09-25,106.29601356748017
2000-09-26,103.59332160480363
2000-09-27,104.47966004034231
2000-09-28,102.1896638299594
2000-09-29,102.51762619066453
2000-10-02,102.51205911891921
2000-10-03,103.04233222602275
2000-10-04,103.78868195484661
2000-10-05,102.62083377764223
2000-10-06,101.9202161018751
2000-10-09,101.03661291845711
2000-10-10,98.45762610856958
2000-10-11,95.11672472706734
2000-10-12,95.96731646178135
2000-10-13,92.73771016742889
2000-10-16,93.10136686199468
2000-10-17,91.51277901499765
2000-10-18,89.56075987275406
2000-10-19,93.07332870694351
2000-10-20,93.34751904537161
2000-10-23,90.82155455168977
2000-10-24,91.69921305537899
2000-10-25,93.6611564645015
2000-10-26,93.64108119787102
2000-10-27,93.67634130643427
2000-10-30,92.86074273982315
2000-10-31,93.72152605836489
2000-11-01,95.63014943189805
2000-11-02,97.4896974183703
2000-11-03,99.38248584107892
2000-11-06,99.16835555762081
2000-11-07,99.6097493847032
2000-11-08,101.41533545800702
2000-11-09,100.80078182768193
2000-11-10,98.94671483316961
2000-11-13,95.35697660468857
2000-11-14,98.68806310833521
2000-11-15,99.0333074568704
2000-11-16,98.0788741411315
2000-11-17,98.33278404677829
2000-11-20,98.97333527795111
2000-11-21,98.76041216853062
2000-11-22,97.06999469433404
2000-11-23,97.00793220679392
2000-11-24,97.26483085474281
2000-11-27,100.13179045651138
2000-11-28,101.22758742585069
2000-11-29,100.88406091095051
2000-11-30,100.5203964808765
2000-12-01,102.16088638206445
2000-12-04,102.33288948736858
2000-12-05,103.70276723120605
2000-12-06,104.57865478688385
2000-12-07,105.05817374732811
2000-12-08,106.02098062898096
2000-12-11,107.4696403466618
2000-12-12,107.63455996152321
2000-12-13,109.43041709525654
2000-12-14,108.67064161090912
2000-12-15,104.6813339830162
2000-12-18,105.63939210703673
2000-12-19,104.77331226268151
2000-12-20,103.08443073701581
2000-12-21,101.44128893691502
2000-12-22,97.59273462587178
2000-12-25,97.59273462587178
2000-12-26,95.43952234376543
2000-12-27,96.81547665840863
2000-12-28,98.35522230310677
2000-12-29,100.0
2001-01-01,99.52785477526908
2001-01-02,101.01618134955206
2001-01-03,101.74254670169375
2001-01-04,103.6127886097618
2001-01-05,105.83862806216686
2001-01-08,103.67490383917271
2001-01-09,103.96653128759726
2001-01-10,102.31417531172627
2001-01-11,101.08101343915466
2001-01-12,101.42201655728798
2001-01-15,101.63200618372342
2001-01-16,102.06420971718785
2001-01-17,102.42979617672167
2001-01-18,103.65113981855775
2001-01-19,106.47860875499804
2001-01-22,107.88494351676545
2001-01-23,107.85392958783076
2001-01-24,108.74928203784891
2001-01-25,108.64654642942654
2001-01-26,108.66992133184252
2001-01-29,106.51458547438942
2001-01-30,109.84199638937662
2001-01-31,108.79309374024108
2001-02-01,107.39258654314939
2001-02-02,109.0888456996903
2001-02-05,109.78683883507891
2001-02-06,110.2926041290988
2001-02-07,108.29219417781938
2001-02-08,110.40648454172093
2001-02-09,110.62618623304172
2001-02-12,110.7555443477546
2001-02-13,109.39657540457775
2001-02-14,109.11208553496552
2001-02-15,111.26624457854179
2001-02-16,108.37558540668537
2001-02-19,108.97127393352055
2001-02-20,108.9145795275243
2001-02-21,107.14019657035048
2001-02-22,105.86231190502279
2001-02-23,101.80562882383674
2001-02-26,101.60339719449996
2001-02-27,100.00113780893514
2001-02-28,104.8343677343052
2001-03-01,105.23533156438513
2001-03-02,100.51847255569226
2001-03-05,97.68714840970225
2001-03-06,97.77906824501626
2001-03-07,98.74952476326231
2001-03-08,98.69285642769646
2001-03-09,93.88510031670799
2001-03-12,90.37555546252472
2001-03-13,84.99015176127013
2001-03-14,89.00000048779691
2001-03-15,91.35196686814155
2001-03-16,89.98092591882119
2001-03-19,89.51281719279658
2001-03-20,88.35298193104963
2001-03-21,90.75381593321914
2001-03-22,89.02468348743972
2001-03-23,86.91274390322339
2001-03-26,87.14507178489725
2001-03-27,88.76813361250592
2001-03-28,91.09023149219992
2001-03-29,90.04976083580988
2001-03-30,86.34819674047347
2001-04-02,84.95407420988086
2001-04-03,86.07293415911606
2001-04-04,84.99638076046396
2001-04-05,84.99638076046396
2001-04-06,84.97766573631827
2001-04-09,84.12337442478668
2001-04-10,82.26653415972295
2001-04-11,78.6198262750491
2001-04-12,75.26440981304889
2001-04-13,75.26440981304889
2001-04-16,76.91327408676825
2001-04-17,78.93583356451973
2001-04-18,82.56037872893093
2001-04-19,85.29802823773335
2001-04-20,86.02832070697106
2001-04-23,86.09755328537739
2001-04-24,86.5266030604188
2001-04-25,86.90807538536093
2001-04-26,85.24496389576382
2001-04-27,81.94094213817134
2001-04-30,84.39487970009613
2001-05-01,84.39487970009613
2001-05-02,85.15142101430808
2001-05-03,84.55239634426357
2001-05-04,85.48878905761121
2001-05-07,86.51556277789767
2001-05-08,87.48537801538262
2001-05-09,86.9050293214051
2001-05-10,86.49400089871766
2001-05-11,86.09670371720603
2001-05-14,86.13032075517091
2001-05-15,86.25338272239374
2001-05-16,86.55138620666855
2001-05-17,88.29497820099948
2001-05-18,88.01278040811262
2001-05-21,87.60552383039463
2001-05-22,87.7890022110729
2001-05-23,88.8024786929383
2001-05-24,88.97661960653211
2001-05-25,88.52069592073062
2001-05-28,89.92747644412088
2001-05-29,90.55272696894862
2001-05-30,88.53290528746544
2001-05-31,87.73159267619093
2001-06-01,86.08933370024522
2001-06-04,84.66125547370177
2001-06-05,83.76582247816881
2001-06-06,83.96866067132359
2001-06-07,83.83270851600476
2001-06-08,84.76011817807299
2001-06-11,85.1739326120108
2001-06-12,84.90982689543087
2001-06-13,85.0150021738405
2001-06-14,83.88961905576323
2001-06-15,81.83495763997696
2001-06-18,81.36329362221826
2001-06-19,82.61211194413578
2001-06-20,82.54982584957307
2001-06-21,82.4650480086858
2001-06-22,81.69320911907663
2001-06-25,79.75184736100404
2001-06-26,82.02284408509013
2001-06-27,82.16522348340337
2001-06-28,81.88435637515718
2001-06-29,83.13729699506445
2001-07-02,82.18088428482992
2001-07-03,79.67767873304305
2001-07-04,79.59637046761385
2001-07-05,79.71850608223286
2001-07-06,79.31787360595496
2001-07-09,79.01402176756295
2001-07-10,79.78790752154565
2001-07-11,80.75125423547229
2001-07-12,82.70327880591414
2001-07-13,82.57437669410888
2001-07-16,82.31985351563333
2001-07-17,82.17656939892326
2001-07-18,81.32353807929398
2001-07-19,81.07027845502532
2001-07-20,80.39100439843851
2001-07-23,80.12855188687227
2001-07-24,80.05123061529157
2001-07-25,79.37850673289245
2001-07-26,78.75155520597619
2001-07-27,78.59577721579097
2001-07-30,79.38495676112828
2001-07-31,80.33495661758603
2001-08-01,79.31764014190429
2001-08-02,79.81525681777791
2001-08-03,80.51399132143358
2001-08-06,80.52322640848872
2001-08-07,80.38341590533007
2001-08-08,80.12033331160936
2001-08-09,80.45236971944878
2001-08-10,80.06850303781826
2001-08-13,79.32792682668499
2001-08-14,80.45395680963124
2001-08-15,80.46676522984079
2001-08-16,80.76987881411502
2001-08-17,80.0271011456087
2001-08-20,79.71723228615762
2001-08-21,80.07928138992683
2001-08-22,80.07928138992683
2001-08-23,80.43234634800905
2001-08-24,80.38897346861309
2001-08-27,80.69641809987223
2001-08-28,80.77810419970534
2001-08-29,80.64568535921131
2001-08-30,80.3159536253831
2001-08-31,79.13876710101836
2001-09-03,78.65573423479269
2001-09-04,78.87319174188296
2001-09-05,78.86089048295358
2001-09-06,78.32852705023011
2001-09-07,78.21460572244614
2001-09-10,77.9754440946467
2001-09-11,77.2430592016179
2001-09-12,74.4911478569623
2001-09-13,73.34255644341134
2001-09-14,69.148955834678
2001-09-17,65.32201469454131
2001-09-18,67.12789251808944
2001-09-19,67.80976920424068
2001-09-20,66.72960126696525
2001-09-21,63.20710901440439
2001-09-24,64.84662120957694
2001-09-25,64.37587026731705
2001-09-26,65.45979286416134
2001-09-27,66.16911883609284
2001-09-28,68.10671713370556
2001-10-01,67.79056940276504
2001-10-02,67.79056940276504
2001-10-03,66.90895602908384
2001-10-04,67.68028201827985
2001-10-05,68.01641019717589
2001-10-08,66.84170121171506
2001-10-09,67.57016274540456
2001-10-10,69.7723807103649
2001-10-11,70.55598086251265
2001-10-12,70.8050090383362
2001-10-15,71.28161142148265
2001-10-16,72.16243170025999
2001-10-17,73.348992703719
2001-10-18,71.8306422485396
2001-10-19,72.71727601829895
2001-10-22,72.4690779077737
2001-10-23,73.81205518043048
2001-10-24,73.1409777112852
2001-10-25,72.97740656903089
2001-10-26,73.03825910734153
2001-10-29,73.00061448238529
2001-10-30,71.82414865155101
2001-10-31,72.65725601007541
2001-11-01,73.97284852625309
2001-11-02,73.96712930634948
2001-11-05,73.59530183745731
2001-11-06,74.70862799387369
2001-11-07,73.5462767225148
2001-11-08,74.44818959443366
2001-11-09,74.87457069417275
2001-11-12,75.23596913350707
2001-11-13,74.8494951922449
2001-11-14,74.8494951922449
2001-11-15,77.50964591728696
2001-11-16,77.50964591728696
2001-11-19,79.7901934473557
2001-11-20,78.6471750351951
2001-11-21,79.24513134590238
2001-11-22,79.59157953238034
2001-11-23,79.39211751023035
2001-11-26,81.15589846629719
2001-11-27,80.43570552714218
2001-11-28,80.32761175914058
2001-11-29,80.04003948219913
2001-11-30,80.0901375665819
2001-12-03,80.20911348357959
2001-12-04,81.62769907126878
2001-12-05,84.24216029659357
2001-12-06,84.57986598584975
2001-12-07,85.13395913928008
2001-12-10,85.31295030221678
2001-12-11,84.44704278520018
2001-12-12,84.52593868867278
2001-12-13,83.78648447365931
2001-12-14,82.90387389929222
2001-12-17,82.98190515479247
2001-12-18,82.57135189349331
2001-12-19,80.84568043212231
2001-12-20,81.10047425703885
2001-12-21,80.1482269987824
2001-12-24,80.13365945356797
2001-12-25,80.13365945356797
2001-12-26,78.82674260391794
2001-12-27,77.25594850002737
2001-12-28,78.4259275585823
2001-12-31,80.20093017209422
2002-01-01,79.74745670159953
2002-01-02,80.34471400023223
2002-01-03,81.44293215959387
2002-01-04,83.19862860983311
2002-01-07,84.0625918202079
2002-01-08,84.81004622136756
2002-01-09,83.78042610282573
2002-01-10,82.98053206530611
2002-01-11,82.33156030739708
2002-01-14,83.78270209841786
2002-01-15,82.76292064111068
2002-01-16,82.78145805972584
2002-01-17,84.02002357835202
2002-01-18,83.25621968483252
2002-01-21,83.37948710218578
2002-01-22,83.2009822585756
2002-01-23,83.14060938016111
2002-01-24,82.67726693709768
2002-01-25,82.24268674326795
2002-01-28,81.76305958489844
2002-01-29,81.69739121943945
2002-01-30,81.08657460730689
2002-01-31,81.60837126714841
2002-02-01,81.9801336621823
2002-02-04,81.63425192889976
2002-02-05,81.68804376798361
2002-02-06,84.54954797472514
2002-02-07,84.39899014293135
2002-02-08,85.56674516313105
2002-02-11,85.94733896883575
2002-02-12,85.67368933599572
2002-02-13,86.21737845579227
2002-02-14,87.20158071711565
2002-02-15,88.17329143212248
2002-02-18,88.84510661632528
2002-02-19,88.06560942914467
2002-02-20,87.20985613486658
2002-02-21,87.33435930397648
2002-02-22,88.10306560076063
2002-02-25,88.27178867410768
2002-02-26,90.64827814655611
2002-02-27,90.25828715268925
2002-02-28,86.71594026785131
2002-03-01,89.5576301049374
2002-03-04,89.20940300048788
2002-03-05,89.35907644528686
2002-03-06,88.97782116406842
2002-03-07,90.60662886956203
2002-03-08,90.18912247429171
2002-03-11,88.91648322975324
2002-03-12,87.45359471499305
2002-03-13,88.16663985215095
2002-03-14,88.39250257447591
2002-03-15,89.31334326959924
2002-03-18,89.07862157634065
2002-03-19,87.83635368099613
2002-03-20,88.21216944757147
2002-03-21,87.19591932676846
2002-03-22,86.71197551176917
2002-03-25,86.71197551176917
2002-03-26,85.61659593745688
2002-03-27,85.59048543567894
2002-03-28,86.1497293081812
2002-03-29,86.1497293081812
2002-04-01,86.59452155334408
2002-04-02,86.5239829393222
2002-04-03,85.44297745061964
2002-04-04,86.80824482850568
2002-04-05,86.53020133307676
2002-04-08,86.06909559094305
2002-04-09,85.69247247725528
2002-04-10,86.32980975871757
2002-04-11,86.71613930607016
2002-04-12,87.01551451405871
2002-04-15,85.60924226896819
2002-04-16,84.59281125765892
2002-04-17,85.02722479500768
2002-04-18,85.03601266323385
2002-04-19,83.16385017733155
2002-04-22,83.5022652213991
2002-04-23,83.67306918799231
2002-04-24,84.01676216257742
2002-04-25,82.79667328203442
2002-04-26,83.1040633754871
2002-04-29,81.40272933348855
2002-04-30,82.38291033922911
2002-05-01,82.38291033922911
2002-05-02,83.13984656500998
2002-05-03,83.27933135676243
2002-05-06,83.56947414209814
2002-05-07,84.20012746756743
2002-05-08,84.57795939413373
2002-05-09,85.26588115867781
2002-05-10,84.43673313225112
2002-05-13,84.6888098647593
2002-05-14,84.27742648890344
2002-05-15,83.70066470996068
2002-05-16,82.6650883722705
2002-05-17,82.29466092663343
2002-05-20,80.92573473904041
2002-05-21,78.87254891359377
2002-05-22,78.69240748498662
2002-05-23,77.12237056388888
2002-05-24,80.43936453095938
2002-05-27,80.11682558165313
2002-05-28,77.82222869449886
2002-05-29,78.23314658977547
2002-05-30,77.56392670646909
2002-05-31,77.18897983900055
2002-06-03,77.711092302162
2002-06-04,78.08923000558497
2002-06-05,79.61098155234623
2002-06-06,79.71395253595773
2002-06-07,78.57890074830982
2002-06-10,80.33199394345333
2002-06-11,82.47463315223628
2002-06-12,82.10142446025748
2002-06-13,81.42082293879118
2002-06-14,81.50048054034963
2002-06-17,81.73668361653418
2002-06-18,80.8995922333051
2002-06-19,79.84626622003971
2002-06-20,80.36380757171405
2002-06-21,79.70454977775002
2002-06-24,79.69723013401521
2002-06-25,79.20453885299109
2002-06-26,78.38323962466518
2002-06-27,78.91133305032199
2002-06-28,79.50260800223322
2002-07-01,80.47861451520568
2002-07-02,80.51417885820344
2002-07-03,81.0225134345177
2002-07-04,81.1406681886673
2002-07-05,81.49447436877442
2002-07-08,82.15570842593398
2002-07-09,82.08072218194576
2002-07-10,81.46296546627683
2002-07-11,80.44813016585523
2002-07-12,80.69657738262079
2002-07-15,79.88985438051527
2002-07-16,78.87453429005646
2002-07-17,78.6949994334937
2002-07-18,79.53862482590608
2002-07-19,79.31978834279457
2002-07-22,77.24325689592156
2002-07-23,78.17520019516968
2002-07-24,76.4363698329741
2002-07-25,76.3586575440668
2002-07-26,74.52802969368653
2002-07-29,74.4626230281175
