Date,FRANCE
2000-05-03,3448.6180868541587
2000-05-04,3482.0558489059695
2000-05-05,3514.7456951862755
2000-05-08,3503.287249036718
2000-05-09,3457.3174648268823
2000-05-10,3435.0808442268594
2000-05-11,3477.2580726680935
2000-05-12,3530.546414649208
2000-05-15,3539.8808040881077
2000-05-16,3584.687969485419
2000-05-17,3471.4478244725983
2000-05-18,3493.2682370057187
2000-05-19,3355.3638920077865
2000-05-22,3336.297184286536
2000-05-23,3382.2152503342118
2000-05-24,3300.4514355502224
2000-05-25,3359.187177668507
2000-05-26,3428.7209879430184
2000-05-29,3479.983482993364
2000-05-30,3572.268906360936
2000-05-31,3616.495323316178
2000-06-01,3726.446576313154
2000-06-02,3824.151789433971
2000-06-05,3824.042278277906
2000-06-06,3840.307749733493
2000-06-07,3779.80319174114
2000-06-08,3782.607903248388
2000-06-09,3789.7998746608573
2000-06-12,3801.356722139053
2000-06-13,3813.526087787502
2000-06-14,3860.8994591357746
2000-06-15,3778.07547675573
2000-06-16,3782.882337877117
2000-06-19,3805.615972751903
2000-06-20,3813.479650897986
2000-06-21,3740.724291674864
2000-06-22,3707.0988118492887
2000-06-23,3734.7107555287425
2000-06-26,3761.6017644461567
2000-06-27,3774.525531159459
2000-06-28,3806.746438738746
2000-06-29,3709.4536300739637
2000-06-30,3763.0576170288928
2000-07-03,3778.4421877140426
2000-07-04,3757.0875541908063
2000-07-05,3764.5970247619593
2000-07-06,3764.0660414357103
2000-07-07,3805.6955318846913
2000-07-10,3782.114764024308
2000-07-11,3770.963465958522
2000-07-12,3775.7631576899544
2000-07-13,3758.462995705585
2000-07-14,3766.7021542803545
2000-07-17,3782.33467762244
2000-07-18,3715.8467648182254
2000-07-19,3671.3259271751167
2000-07-20,3704.897569857121
2000-07-21,3677.227240369556
2000-07-24,3705.026523521404
2000-07-25,3717.7166513020275
2000-07-26,3738.802580094241
2000-07-27,3730.3471334525084
2000-07-28,3630.595559227729
2000-07-31,3702.7440129986
2000-08-01,3691.696802849526
2000-08-02,3638.354085594015
2000-08-03,3502.259143640231
2000-08-04,3580.008238094783
2000-08-07,3612.286029790336
2000-08-08,3581.0270893689335
2000-08-09,3596.1247731813
2000-08-10,3641.252775545326
2000-08-11,3618.492808434257
2000-08-14,3647.5420717436323
2000-08-15,3701.0872362787545
2000-08-16,3722.0370829654767
2000-08-17,3706.9893269015524
2000-08-18,3660.2562558485547
2000-08-21,3627.1210262625095
2000-08-22,3574.981906964949
2000-08-23,3557.5887104876456
2000-08-24,3574.124635420899
2000-08-25,3652.29596607001
2000-08-28,3646.057639133869
2000-08-29,3653.7484664397944
2000-08-30,3642.1452733994242
2000-08-31,3610.7158741714593
2000-09-01,3757.139058335848
2000-09-04,3811.3292104680136
2000-09-05,3718.937394642323
2000-09-06,3656.2959544979353
2000-09-07,3643.7004560873866
2000-09-08,3559.061759213371
2000-09-11,3525.222601424856
2000-09-12,3529.6973064889594
2000-09-13,3479.593534481389
2000-09-14,3505.7023784225835
2000-09-15,3500.1499052346444
2000-09-18,3414.7067820633147
2000-09-19,3419.8842844346555
2000-09-20,3330.6173302552033
2000-09-21,3266.564366788838
2000-09-22,3379.723573238538
2000-09-25,3388.9785566532673
2000-09-26,3392.14129659248
2000-09-27,3407.4326389440316
2000-09-28,3403.4184291966926
2000-09-29,3378.58617924582
2000-10-02,3417.208232597399
2000-10-03,3419.602559144239
2000-10-04,3345.682478342348
2000-10-05,3355.4811178568257
2000-10-06,3316.1393757954984
2000-10-09,3241.2966698320047
2000-10-10,3251.592266039807
2000-10-11,3174.6994888111767
2000-10-12,3153.5325616770024
2000-10-13,3183.2648677485677
2000-10-16,3149.2278766863146
2000-10-17,3139.228330429577
2000-10-18,3065.398490503508
2000-10-19,3104.7818447254504
2000-10-20,3135.871950970579
2000-10-23,3150.7924318214673
2000-10-24,3225.3358513945677
2000-10-25,3166.358799541108
2000-10-26,3127.5030032395107
2000-10-27,3213.3416497900303
2000-10-30,3235.246870584337
2000-10-31,3295.807227519355
2000-11-01,3339.5127604118074
2000-11-02,3348.0879344760688
2000-11-03,3360.9228740337485
2000-11-06,3328.103790200508
2000-11-07,3343.3789777575003
2000-11-08,3299.1161669471685
2000-11-09,3276.9027034534192
2000-11-10,3233.3173880697377
2000-11-13,3161.594968674573
2000-11-14,3253.609887200084
2000-11-15,3297.145670440671
2000-11-16,3270.4071147392388
2000-11-17,3199.93757256808
2000-11-20,3116.8823736664576
2000-11-21,3132.3578047212504
2000-11-22,3055.295166958928
2000-11-23,3109.856085078662
2000-11-24,3139.9129154626435
2000-11-27,3185.9331067764515
2000-11-28,3158.5602490807087
2000-11-29,3174.474286151462
2000-11-30,3140.5886864429094
2000-12-01,3147.4731626054113
2000-12-04,3130.072221693457
2000-12-05,3222.815705045669
2000-12-06,3217.860616242673
2000-12-07,3242.9554851558178
2000-12-08,3205.7455621274735
2000-12-11,3242.3400393948937
2000-12-12,3228.3745928134394
2000-12-13,3179.1451859248546
2000-12-14,3195.858963194874
2000-12-15,3197.966897165002
2000-12-18,3217.8213605892615
2000-12-19,3234.819212045645
2000-12-20,3184.204048588934
2000-12-21,3205.7666890520254
2000-12-22,3252.9032150081716
2000-12-25,3252.9032150081716
2000-12-26,3271.9250108401543
2000-12-27,3318.4921380065866
2000-12-28,3334.8979652613134
2000-12-29,3385.9791500626893
2001-01-01,3385.9791500626893
2001-01-02,3345.215101805051
2001-01-03,3272.480532738013
2001-01-04,3338.625497619043
2001-01-05,3333.472035082665
2001-01-08,3311.8330378689116
2001-01-09,3236.6123259054425
2001-01-10,3228.7128713287657
2001-01-11,3290.4035559039303
2001-01-12,3362.297723869392
2001-01-15,3339.73767999961
2001-01-16,3295.499361210615
2001-01-17,3326.986293563106
2001-01-18,3359.314379223018
2001-01-19,3315.2760621693646
2001-01-22,3337.578037876717
2001-01-23,3326.33135079565
2001-01-24,3299.1014893498836
2001-01-25,3313.073308167206
2001-01-26,3318.446609581827
2001-01-29,3287.699883426313
2001-01-30,3322.7616345801175
2001-01-31,3392.679723240375
2001-02-01,3374.4282332048574
2001-02-02,3310.664194402338
2001-02-05,3332.3330323970085
2001-02-06,3321.9249613543816
2001-02-07,3269.997431185629
2001-02-08,3234.3526678232597
2001-02-09,3219.1616916862135
2001-02-12,3264.014505817801
2001-02-13,3227.526078112572
2001-02-14,3167.4767283140554
2001-02-15,3147.8083400358787
2001-02-16,3129.2476151451324
2001-02-19,3143.2914738729187
2001-02-20,3081.282067697473
2001-02-21,3051.397249481655
2001-02-22,3022.628509197626
2001-02-23,2951.07968059203
2001-02-26,3006.5292361915995
2001-02-27,3049.0207485720634
2001-02-28,3012.5805657059905
2001-03-01,3024.3460758869373
2001-03-02,3022.25197349617
2001-03-05,3046.8113823470635
2001-03-06,3096.849952093382
2001-03-07,3102.7616717013098
2001-03-08,3085.1481873590787
2001-03-09,3046.589265850588
2001-03-12,2963.4094178561854
2001-03-13,2894.6866924781816
2001-03-14,2841.062673258272
2001-03-15,2865.878157452455
2001-03-16,2783.6528367481305
2001-03-19,2766.1646704098293
2001-03-20,2839.9849470419713
2001-03-21,2761.1958002457222
2001-03-22,2610.716746663982
2001-03-23,2708.0248862931257
2001-03-26,2807.109293997761
2001-03-27,2876.4978006530564
2001-03-28,2801.0433288621184
2001-03-29,2781.6524988356787
2001-03-30,2803.035479342289
2001-04-02,2810.4816916233435
2001-04-03,2716.304610283505
2001-04-04,2802.155621711386
2001-04-05,2830.55443219998
2001-04-06,2838.1207166564586
2001-04-09,2862.5168534290583
2001-04-10,2904.5772544547876
2001-04-11,2901.729492026969
2001-04-12,2932.2816762516404
2001-04-13,2932.2816762516404
2001-04-16,2902.2515936082887
2001-04-17,2881.0727252507295
2001-04-18,2929.5909885616616
2001-04-19,2968.944991189969
2001-04-20,2992.919705207949
2001-04-23,2955.1404833506176
2001-04-24,2957.6541165587187
2001-04-25,2965.522847000296
2001-04-26,3021.6175422204124
2001-04-27,3042.3526383552235
2001-04-30,3055.0474946703275
2001-05-01,3071.243674496566
2001-05-02,3039.728483918876
2001-05-03,2988.714734106103
2001-05-04,2993.1139130385886
2001-05-07,3003.9977407836095
2001-05-08,2996.927630438337
2001-05-09,2982.0686238175335
2001-05-10,3036.7857520174953
2001-05-11,2991.926611325233
2001-05-14,2944.0477470732158
2001-05-15,2990.8612294846102
2001-05-16,2999.169764653132
2001-05-17,3028.569008037401
2001-05-18,3035.2423552430178
2001-05-21,3040.381218159129
2001-05-22,3033.201232979677
2001-05-23,2980.147874062153
2001-05-24,2983.8632405799085
2001-05-25,2947.30218817726
2001-05-28,2973.410910554843
2001-05-29,2924.334997268876
2001-05-30,2884.4434396597658
2001-05-31,2857.173333117377
2001-06-01,2843.4240239296028
2001-06-04,2847.2871435793386
2001-06-05,2892.1602852234473
2001-06-06,2877.4089769749353
2001-06-07,2865.491465466509
2001-06-08,2856.4965879001206
2001-06-11,2825.8134140545476
2001-06-12,2794.8929372578564
2001-06-13,2820.6796781029016
2001-06-14,2818.37689720952
2001-06-15,2799.9640415927984
2001-06-18,2757.86727653367
2001-06-19,2767.9565720015007
2001-06-20,2735.068208455022
2001-06-21,2718.225847750524
2001-06-22,2749.097116725014
2001-06-25,2785.8569499922287
2001-06-26,2724.321662023482
2001-06-27,2700.4090042069533
2001-06-28,2705.7236373173714
2001-06-29,2749.610355527484
2001-07-02,2779.6089450156037
2001-07-03,2730.887392509547
2001-07-04,2713.2834753945854
2001-07-05,2656.1268795868505
2001-07-06,2616.11599421247
2001-07-09,2648.6236386945197
2001-07-10,2640.089131093421
2001-07-11,2624.3159864608206
2001-07-12,2620.5592881744583
2001-07-13,2653.0595924606723
2001-07-16,2661.009936286319
2001-07-17,2625.9876657467257
2001-07-18,2626.0400283359113
2001-07-19,2656.9365985154886
2001-07-20,2642.478821103351
2001-07-23,2646.5208966802297
2001-07-24,2634.486321330866
2001-07-25,2600.0469795795575
2001-07-26,2630.4960311166747
2001-07-27,2689.1283708585993
2001-07-30,2732.3823916451115
2001-07-31,2762.946237603913
2001-08-01,2789.7416198096425
2001-08-02,2784.5040735761545
2001-08-03,2763.0878373376377
2001-08-06,2766.2763879551026
2001-08-07,2749.5230802349174
2001-08-08,2713.3741009370615
2001-08-09,2699.766431053521
2001-08-10,2696.1135328750884
2001-08-13,2752.8115226322266
2001-08-14,2771.9492052895966
2001-08-15,2801.9394706651633
2001-08-16,2783.8659665964537
2001-08-17,2737.6232290042417
2001-08-20,2734.3243759686593
2001-08-21,2759.7466983813483
2001-08-22,2772.251041805047
2001-08-23,2749.882774041515
2001-08-24,2805.885706362867
2001-08-27,2790.745810367401
2001-08-28,2741.5630215656906
2001-08-29,2751.6106395141264
2001-08-30,2673.207566470562
2001-08-31,2668.478929472366
2001-09-03,2631.110577171362
2001-09-04,2607.417994488968
2001-09-05,2547.166220585023
2001-09-06,2511.5866831021917
2001-09-07,2512.287661364171
2001-09-10,2482.0884867740306
2001-09-11,2329.7119857653615
2001-09-12,2356.7517669085955
2001-09-13,2366.540449265807
2001-09-14,2277.130725854994
2001-09-17,2339.6895685063505
2001-09-18,2324.863856643858
2001-09-19,2292.3332666469364
2001-09-20,2198.775446507025
2001-09-21,2122.3567086692437
2001-09-24,2237.675459924634
2001-09-25,2276.149074107282
2001-09-26,2315.6335377720843
2001-09-27,2341.3927676334197
2001-09-28,2356.5696746776516
2001-10-01,2331.6445020928268
2001-10-02,2355.140570813108
2001-10-03,2351.4369310963675
2001-10-04,2424.931794577437
2001-10-05,2427.179403818297
2001-10-08,2430.4447060485977
2001-10-09,2431.876184951677
2001-10-10,2493.600234054779
2001-10-11,2472.215892094972
2001-10-12,2490.683987865824
2001-10-15,2426.9096966758
2001-10-16,2483.4980098363603
2001-10-17,2532.0478682604858
2001-10-18,2479.224606215656
2001-10-19,2426.6507650560043
2001-10-22,2450.8921207979693
2001-10-23,2501.9082391479883
2001-10-24,2526.641073804355
2001-10-25,2481.2783243964714
2001-10-26,2527.23527477689
2001-10-29,2506.522701270796
2001-10-30,2444.5325919524553
2001-10-31,2474.721143919393
2001-11-01,2507.2940844103978
2001-11-02,2498.5879850500833
2001-11-05,2542.494780806253
2001-11-06,2530.3557401420853
2001-11-07,2557.6504202705987
2001-11-08,2579.1638981056935
2001-11-09,2551.765794904612
2001-11-12,2480.9671826999947
2001-11-13,2549.715452021134
2001-11-14,2557.685240965193
2001-11-15,2547.428974320458
2001-11-16,2558.8188000368173
2001-11-19,2578.857390570583
2001-11-20,2557.7148111124175
2001-11-21,2521.5928920553606
2001-11-22,2555.4182707385885
2001-11-23,2532.551905473102
2001-11-26,2531.926659895843
2001-11-27,2499.394646686868
2001-11-28,2496.340533469495
2001-11-29,2499.7735341359307
2001-11-30,2547.6696385459254
2001-12-03,2530.296421635914
2001-12-04,2570.2568351102987
2001-12-05,2643.4429036227716
2001-12-06,2651.505721476878
2001-12-07,2630.0093565563616
2001-12-10,2577.6490289438675
2001-12-11,2573.725394208278
2001-12-12,2567.1715987419147
2001-12-13,2517.7635487647226
2001-12-14,2493.583204836634
2001-12-17,2582.8633050051735
2001-12-18,2570.1711714896055
2001-12-19,2556.836742978775
2001-12-20,2537.272389042967
2001-12-21,2549.5730182927355
2001-12-24,2524.9218238472345
2001-12-25,2524.9218238472345
2001-12-26,2527.078402104705
2001-12-27,2600.8769670780666
2001-12-28,2603.3758170443043
2001-12-31,2628.7659645001672
2002-01-01,2628.7659645001672
2002-01-02,2644.8227297192225
2002-01-03,2686.751661435406
2002-01-04,2671.7932330141925
2002-01-07,2626.6024560764904
2002-01-08,2593.9549276405587
2002-01-09,2601.6896950170103
2002-01-10,2573.704445814359
2002-01-11,2589.8606963184825
2002-01-14,2543.952548667447
2002-01-15,2572.574612156896
2002-01-16,2499.585475942204
2002-01-17,2519.403287040638
2002-01-18,2512.0578876798086
2002-01-21,2499.821179712951
2002-01-22,2509.5554649839523
2002-01-23,2518.88792698337
2002-01-24,2529.468771872566
2002-01-25,2478.75335879356
2002-01-28,2502.1456839940292
2002-01-29,2468.5977770021063
2002-01-30,2433.3430508033175
2002-01-31,2461.8081935689993
2002-02-01,2459.3189779959293
2002-02-04,2442.9289365438376
2002-02-05,2398.916790736681
2002-02-06,2387.716919788486
2002-02-07,2395.1400205618475
2002-02-08,2405.5013464042204
2002-02-11,2450.003891601654
2002-02-12,2441.44535504325
2002-02-13,2446.524058490771
2002-02-14,2476.672567106301
2002-02-15,2457.862836921602
2002-02-18,2436.1267477954707
2002-02-19,2397.033798532783
2002-02-20,2381.669720906715
2002-02-21,2405.132643030141
2002-02-22,2400.5247562178424
2002-02-25,2417.64192769003
2002-02-26,2429.668471829866
2002-02-27,2460.9824888289804
2002-02-28,2482.8255451153677
2002-03-01,2491.8057438768733
2002-03-04,2566.156497899656
2002-03-05,2552.6966765905686
2002-03-06,2573.2223151638955
2002-03-07,2602.3056276099287
2002-03-08,2594.4646990929473
2002-03-11,2575.3123903020974
2002-03-12,2548.616069711197
2002-03-13,2542.398783452963
2002-03-14,2574.2159360648534
2002-03-15,2595.312852565601
2002-03-18,2608.9526165063644
2002-03-19,2625.3893877340033
2002-03-20,2603.4004482836062
2002-03-21,2579.078165584314
2002-03-22,2583.202366384118
2002-03-25,2566.533477727224
2002-03-26,2585.266858396896
2002-03-27,2575.199986368028
2002-03-28,2614.4283824092277
2002-03-29,2614.4283824092277
2002-04-01,2635.8556668363553
2002-04-02,2608.7848630405924
2002-04-03,2606.8850778956667
2002-04-04,2558.714511297756
2002-04-05,2537.996220715236
2002-04-08,2481.4269211228734
2002-04-09,2503.0138742525655
2002-04-10,2540.3612651134663
2002-04-11,2507.3397242376395
2002-04-12,2510.5786694508975
2002-04-15,2534.027714281252
2002-04-16,2592.2905845501514
2002-04-17,2605.804925695271
2002-04-18,2611.767189779731
2002-04-19,2614.2174025704676
2002-04-22,2587.514270300903
2002-04-23,2588.960892816485
2002-04-24,2580.2943740127803
2002-04-25,2561.217853047518
2002-04-26,2560.8040444966136
2002-04-29,2554.7320087960125
2002-04-30,2574.368757410776
2002-05-01,2588.939038914268
2002-05-02,2558.652973705624
2002-05-03,2551.639830348487
2002-05-06,2565.359398649913
2002-05-07,2516.2064462275825
2002-05-08,2563.5316337258323
2002-05-09,2554.8383930282444
2002-05-10,2534.3952580944774
2002-05-13,2556.031985858087
2002-05-14,2573.469439475858
2002-05-15,2602.541598618884
2002-05-16,2609.411029816499
2002-05-17,2633.4274681815627
2002-05-20,2611.3828304456497
2002-05-21,2603.029583047873
2002-05-22,2586.57614898023
2002-05-23,2578.0066428626014
2002-05-24,2586.5185686787822
2002-05-27,2592.798577762289
2002-05-28,2605.9454101175947
2002-05-29,2611.3531159916424
2002-05-30,2580.269811025336
2002-05-31,2582.126880077581
2002-06-03,2564.20971694494
2002-06-04,2486.5790116518615
2002-06-05,2480.939292963748
2002-06-06,2507.2973438902745
2002-06-07,2459.933544736869
2002-06-10,2463.703484571598
2002-06-11,2503.9729249154148
