Date,MALAYSIA
1999-09-17,101.82469197651488
1999-09-20,101.47143929710354
1999-09-21,106.27397493988019
1999-09-22,103.59223767213427
1999-09-23,101.00276584528815
1999-09-24,98.86206181472905
1999-09-27,96.45240094331648
1999-09-28,96.36780927525494
1999-09-29,97.22192632746771
1999-09-30,95.76315267625198
1999-10-01,96.66497167985301
1999-10-04,96.98105382699086
1999-10-05,101.58838592694728
1999-10-06,102.5750751899281
1999-10-07,105.93130261378724
1999-10-08,107.52068221049885
1999-10-11,108.24895717315093
1999-10-12,107.99400774807981
1999-10-13,106.746137734055
1999-10-14,107.19233870893464
1999-10-15,104.46499420735711
1999-10-18,103.76559264911478
1999-10-19,107.4664269683208
1999-10-20,107.16177929878248
1999-10-21,107.50217229191425
1999-10-22,107.61846498285527
1999-10-25,108.0302340726519
1999-10-26,107.15455983553905
1999-10-27,107.55988907292698
1999-10-28,109.63334082561609
1999-10-29,108.40170417756718
1999-11-01,106.3224954270379
1999-11-02,105.26716537815973
1999-11-03,105.98831151705915
1999-11-04,105.2461859505045
1999-11-05,104.53631692125435
1999-11-08,104.53631692125435
1999-11-09,103.21899314626776
1999-11-10,105.7444662637132
1999-11-11,105.30479967322648
1999-11-12,105.11732829064657
1999-11-15,106.59133771736924
1999-11-16,104.8802721019805
1999-11-17,105.12507935728371
1999-11-18,105.57817560630788
1999-11-19,107.20514390030563
1999-11-22,108.385568123928
1999-11-23,108.37362762217755
1999-11-24,108.4091004712282
1999-11-25,108.03003110692103
1999-11-26,108.88283972525781
1999-11-29,108.88524528622146
1999-11-30,107.13500784084582
1999-12-01,106.75883393560886
1999-12-02,106.67505802296428
1999-12-03,105.23294924842898
1999-12-06,105.37914407419645
1999-12-07,106.3032620607386
1999-12-08,106.43560628260349
1999-12-09,107.50270611958997
1999-12-10,108.82781210116147
1999-12-13,112.42902694716436
1999-12-14,112.68530315643781
1999-12-15,112.33342063472745
1999-12-16,112.41485326630388
1999-12-17,114.24450869985067
1999-12-20,115.54311402981685
1999-12-21,116.15415042561501
1999-12-22,115.88548997033568
1999-12-23,114.98620386784178
1999-12-24,115.0821193554742
1999-12-27,115.65250866626086
1999-12-28,117.52748217698158
1999-12-29,118.49366356008737
1999-12-30,119.18241247584689
1999-12-31,119.18241247584689
2000-01-03,122.80297523867115
2000-01-04,122.65858208130919
2000-01-05,121.02821341623128
2000-01-06,120.47912494184631
2000-01-07,120.47912494184631
2000-01-10,120.47912494184631
2000-01-11,125.21161127216045
2000-01-12,129.327774088405
2000-01-13,132.61173848315892
2000-01-14,138.57402754102773
2000-01-17,142.7005516188154
2000-01-18,141.94179342766907
2000-01-19,139.25859258237892
2000-01-20,142.11700401189313
2000-01-21,142.04833486640052
2000-01-24,142.09916137790313
2000-01-25,141.51771682959495
2000-01-26,140.14895875805408
2000-01-27,139.89269422626103
2000-01-28,139.65897668485013
2000-01-31,136.86985386336056
2000-02-01,136.86985386336056
2000-02-02,140.51521180958034
2000-02-03,143.18715890018203
2000-02-04,143.18904453523234
2000-02-07,143.18904453523234
2000-02-08,146.5275683427254
2000-02-09,148.65081009151348
2000-02-10,149.69721242858597
2000-02-11,150.22463806467672
2000-02-14,150.2243411230321
2000-02-15,149.0934950326499
2000-02-16,149.55074012364122
2000-02-17,150.5020677516705
2000-02-18,151.72509309202565
2000-02-21,151.205861710757
2000-02-22,149.7223067779081
2000-02-23,150.7272568398915
2000-02-24,150.88466593934226
2000-02-25,149.8235227295039
2000-02-28,146.67668921144033
2000-02-29,146.9286358558356
2000-03-01,145.13545475430192
2000-03-02,140.99232140688335
2000-03-03,141.47232423897458
2000-03-06,140.5725109816509
2000-03-07,138.82000032008958
2000-03-08,139.20509582035675
2000-03-09,137.90940318764615
2000-03-10,141.51581451242973
2000-03-13,139.82001581249568
2000-03-14,139.33925227596657
2000-03-15,137.61261501849157
2000-03-16,137.61261501849157
2000-03-17,139.34036274874612
2000-03-20,138.44168387523334
2000-03-21,140.12022437126822
2000-03-22,141.81184753785138
2000-03-23,145.42200788991582
2000-03-24,145.25310425725203
2000-03-27,148.31798299354384
2000-03-28,147.18411299180696
2000-03-29,147.54332952728285
2000-03-30,145.43209111621118
2000-03-31,145.65527668243683
2000-04-03,143.89921662290254
2000-04-04,143.29819394458784
2000-04-05,142.26165018133054
2000-04-06,142.26165018133054
2000-04-07,141.3433859488948
2000-04-10,140.20910501106175
2000-04-11,138.5912212407494
2000-04-12,139.79153276957382
2000-04-13,138.73675767905019
2000-04-14,138.36420768523257
2000-04-17,129.5904045152308
2000-04-18,130.85481818256804
2000-04-19,133.31703327651283
2000-04-20,132.9419248023453
2000-04-21,133.22832335036145
2000-04-24,131.56193132644236
2000-04-25,132.2977922027944
2000-04-26,133.96636068663298
2000-04-27,134.95263067246017
2000-04-28,134.38737222413576
2000-05-01,134.38737222413576
2000-05-02,134.7341355608643
2000-05-03,135.63513825297792
2000-05-04,135.81153382342794
2000-05-05,138.85564110242984
2000-05-08,139.56906842678086
2000-05-09,139.67173238594702
2000-05-10,140.10312019889633
2000-05-11,137.53497311948314
2000-05-12,136.5278510461442
2000-05-15,136.52939803426275
2000-05-16,137.6778626622252
2000-05-17,138.7151393263956
2000-05-18,138.7151393263956
2000-05-19,143.44709294117504
2000-05-22,140.63359143309106
2000-05-23,137.7064585874577
2000-05-24,135.8760463419665
2000-05-25,135.08221233610328
2000-05-26,133.04813537913193
2000-05-29,137.0326696362393
2000-05-30,136.33824602107293
2000-05-31,138.54944477656147
2000-06-01,137.2907052525606
2000-06-02,135.0239444892295
2000-06-05,133.5966027227734
2000-06-06,132.20116605706866
2000-06-07,128.88380518049436
2000-06-08,126.78286741928186
2000-06-09,129.61310942963365
2000-06-12,129.16579853804495
2000-06-13,130.16341847875634
2000-06-14,129.43896483254954
2000-06-15,129.43896483254954
2000-06-16,125.45103798934895
2000-06-19,121.73091803321705
2000-06-20,121.46229261037894
2000-06-21,125.17892822878586
2000-06-22,123.12601716413101
2000-06-23,121.68618994683887
2000-06-26,120.19747857228494
2000-06-27,122.29440650915421
2000-06-28,126.00924601986058
2000-06-29,123.64182426328823
2000-06-30,124.03848046915742
2000-07-03,118.31789115334317
2000-07-04,120.05257160161727
2000-07-05,121.86669503634846
2000-07-06,121.48328634527608
2000-07-07,121.9758532277755
2000-07-10,124.6920271506341
2000-07-11,125.94079040653203
2000-07-12,128.08549429248995
2000-07-13,128.39727980157437
2000-07-14,127.51005641402055
2000-07-17,126.17457582049464
2000-07-18,124.88937805803215
2000-07-19,125.59556809199817
2000-07-20,123.9531514175376
2000-07-21,123.38433799461082
2000-07-24,122.02568732503016
2000-07-25,121.76350535257116
2000-07-26,120.96188651927575
2000-07-27,119.8454504593726
2000-07-28,118.33645696481798
2000-07-31,118.22303951730585
2000-08-01,119.3444329488294
2000-08-02,119.1230209527655
2000-08-03,120.21688026859262
2000-08-04,120.62651584082089
2000-08-07,120.18611036930938
2000-08-08,121.89365795340875
2000-08-09,120.9060069708192
2000-08-10,119.28321726353478
2000-08-11,117.98333353470233
2000-08-14,117.94973478867583
2000-08-15,119.086312797374
2000-08-16,119.73190189901142
2000-08-17,121.80834621856066
2000-08-18,121.28779538892876
2000-08-21,119.67654985894416
2000-08-22,119.17405561667812
2000-08-23,119.22582792654153
2000-08-24,118.18412755999175
2000-08-25,117.47793719014051
2000-08-28,117.0242880699487
2000-08-29,117.45492777084807
2000-08-30,117.18009249162843
2000-08-31,117.18009249162843
2000-09-01,112.61412295065594
2000-09-04,108.95336722260255
2000-09-05,110.12391369026216
2000-09-06,110.17880946894863
2000-09-07,109.15639125853119
2000-09-08,108.62868717434785
2000-09-11,106.59302038035246
2000-09-12,107.04393629056167
2000-09-13,109.18879391989375
2000-09-14,109.75415434293069
2000-09-15,110.37523056061052
2000-09-18,108.39088268607706
2000-09-19,108.35759009386645
2000-09-20,109.6031330993112
2000-09-21,109.36804971811053
2000-09-22,107.60497579962576
2000-09-25,107.41507725173403
2000-09-26,107.0755086178472
2000-09-27,105.73176009610339
2000-09-28,104.41491244778398
2000-09-29,103.26798234896113
2000-10-02,101.71149674392589
2000-10-03,102.6241428888043
2000-10-04,102.34840321280271
2000-10-05,102.06021839214739
2000-10-06,102.89305277140673
2000-10-09,102.44532362185431
2000-10-10,103.26280677098227
2000-10-11,103.40779580303003
2000-10-12,107.31025772174425
2000-10-13,109.30369864275437
2000-10-16,111.94711160591962
2000-10-17,111.90653819032737
2000-10-18,112.77303864679433
2000-10-19,113.12347907355925
2000-10-20,114.0606822019952
2000-10-23,114.71372274937433
2000-10-24,115.10956382472894
2000-10-25,116.40802509792209
2000-10-26,116.40802509792209
2000-10-27,115.53655315580896
2000-10-30,112.90146482803986
2000-10-31,110.1613141980568
2000-11-01,110.71529496390427
2000-11-02,109.30435354498269
2000-11-03,111.39429140931381
2000-11-06,112.32803314600737
2000-11-07,112.3215480033425
2000-11-08,111.3914561290162
2000-11-09,110.57512467530601
2000-11-10,110.44494939455956
2000-11-13,107.98597541961144
2000-11-14,109.30683412060093
2000-11-15,108.18808237270204
2000-11-16,106.99630050092439
2000-11-17,108.0454440578054
2000-11-20,108.85957995462685
2000-11-21,106.8980936737524
2000-11-22,105.79633014965876
2000-11-23,104.10951506663265
2000-11-24,105.08120900985371
2000-11-27,107.53375646949213
2000-11-28,108.53786496241652
2000-11-29,107.84865112224924
2000-11-30,107.59301703611378
2000-12-01,106.60954863294276
2000-12-04,106.39279778120347
2000-12-05,107.24695250213324
2000-12-06,109.31365647693063
2000-12-07,108.55903575835178
2000-12-08,108.08927394084719
2000-12-11,108.4685562308131
2000-12-12,106.55465492970787
2000-12-13,105.64385370892015
2000-12-14,104.48192801524776
2000-12-15,102.87423882439178
2000-12-18,104.82482475499681
2000-12-19,104.57636308771058
2000-12-20,103.54873536501023
2000-12-21,102.93300071973403
2000-12-22,102.07919066586861
2000-12-25,102.07919066586861
2000-12-26,100.0
2000-12-27,100.0
2000-12-28,100.0
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,97.85414249823161
2001-01-03,96.20872433428718
2001-01-04,97.25219365804192
2001-01-05,98.42183807846237
2001-01-08,99.1787763346989
2001-01-09,99.02812003167453
2001-01-10,100.04895433502949
2001-01-11,99.22801997899373
2001-01-12,99.56370511246779
2001-01-15,100.04923900659392
2001-01-16,99.66709386277329
2001-01-17,99.64474501713283
2001-01-18,100.67120002984463
2001-01-19,102.28013930137489
2001-01-22,105.13839195087456
2001-01-23,105.13839195087456
2001-01-24,105.13839195087456
2001-01-25,105.13839195087456
2001-01-26,105.9475838088612
2001-01-29,106.36554848476078
2001-01-30,106.6300880297875
2001-01-31,107.94622393305825
2001-02-01,107.94622393305825
2001-02-02,109.14053096832617
2001-02-05,108.69756141586426
2001-02-06,108.84917585351107
2001-02-07,108.09850196590149
2001-02-08,106.63722788963182
2001-02-09,107.48073699904238
2001-02-12,107.74291122692497
2001-02-13,106.70134419344384
2001-02-14,106.1818734532115
2001-02-15,105.51155916142925
2001-02-16,106.03467694830958
2001-02-19,105.63745133307835
2001-02-20,105.91727191235583
2001-02-21,105.49547347417621
2001-02-22,105.92940437924995
2001-02-23,105.57599567338092
2001-02-26,105.38005630194029
2001-02-27,105.48893810000031
2001-02-28,105.45743424561621
2001-03-01,104.30766311031951
2001-03-02,104.62045737121802
2001-03-05,105.00367968192934
2001-03-06,105.00367968192934
2001-03-07,104.3756158326886
2001-03-08,103.39269006713897
2001-03-09,103.2395274099886
2001-03-12,102.46423783857693
2001-03-13,101.35899359740036
2001-03-14,101.06877778016974
2001-03-15,99.90255725029193
2001-03-16,99.58955599248077
2001-03-19,98.67558837846454
2001-03-20,97.3234201175036
2001-03-21,99.90309280035787
2001-03-22,99.48060722125098
2001-03-23,99.17143962383342
2001-03-26,99.17143962383342
2001-03-27,98.25850705014052
2001-03-28,97.88242356748519
2001-03-29,96.49558579857766
2001-03-30,96.20963230863543
2001-04-02,96.58357473263561
2001-04-03,93.51154641467949
2001-04-04,87.2139478393475
2001-04-05,86.74742748711569
2001-04-06,84.89372181227891
2001-04-09,81.08061065760621
2001-04-10,81.5949989738115
2001-04-11,83.6420284277965
2001-04-12,83.06918089441216
2001-04-13,85.05432008415828
2001-04-16,85.21869824315942
2001-04-17,84.01433479588582
2001-04-18,83.13384961408963
2001-04-19,83.42912659595724
2001-04-20,84.65343524630562
2001-04-23,84.33545583893815
2001-04-24,84.22533728484945
2001-04-25,84.31345086641741
2001-04-26,85.38726764358069
2001-04-27,86.6704327667669
2001-04-30,86.41276077367611
2001-05-01,86.41276077367611
2001-05-02,90.80758223093144
2001-05-03,89.99153311148795
2001-05-04,85.10003441156599
2001-05-07,85.10003441156599
2001-05-08,84.18421811589207
2001-05-09,84.68802135481681
2001-05-10,84.94525363966663
2001-05-11,84.58168073954926
2001-05-14,83.72550521424974
2001-05-15,82.70045780610813
2001-05-16,83.14533052740886
2001-05-17,83.3341729191051
2001-05-18,81.92499173764544
2001-05-21,81.39026890633468
2001-05-22,81.45337896918062
2001-05-23,82.04506648311049
2001-05-24,83.11411552675914
2001-05-25,82.64248255342613
2001-05-28,83.13399834455191
2001-05-29,83.30448333869982
2001-05-30,83.96792250960783
2001-05-31,84.447819809078
2001-06-01,84.20726343474017
2001-06-04,84.20726343474017
2001-06-05,83.48556000473937
2001-06-06,82.93568091131453
2001-06-07,83.56612965361062
2001-06-08,85.02533040307844
2001-06-11,86.39986631832787
2001-06-12,87.78485654692022
2001-06-13,88.64318434448163
2001-06-14,88.88710159576256
2001-06-15,87.19058217375495
2001-06-18,86.33609818024041
2001-06-19,87.18898324681295
2001-06-20,86.6421602780751
2001-06-21,87.77459412900254
2001-06-22,86.91678564958471
2001-06-25,86.9753405850217
2001-06-26,87.69030328823011
2001-06-27,87.22289430127053
2001-06-28,86.73756454668515
2001-06-29,87.6436339018798
2001-07-02,86.53882015393002
2001-07-03,87.43072642598544
2001-07-04,88.37967103857719
2001-07-05,91.8536430798866
2001-07-06,93.5633832733289
2001-07-09,93.39247000811204
2001-07-10,93.28455946175298
2001-07-11,91.9292018371193
2001-07-12,90.44388714508511
2001-07-13,92.33930801215142
2001-07-16,93.68291435241032
2001-07-17,94.91608826005454
2001-07-18,96.91431228909518
2001-07-19,97.35642182610087
2001-07-20,97.32540885740615
2001-07-23,95.4296716138366
2001-07-24,95.44840816803477
2001-07-25,96.78291895684804
2001-07-26,96.54586088512173
2001-07-27,97.05750649491276
2001-07-30,98.80751108849957
2001-07-31,98.91813851584821
2001-08-01,99.58263459546706
2001-08-02,99.1556718725444
2001-08-03,98.89100153062844
2001-08-06,97.93976665690333
2001-08-07,98.53963697258531
2001-08-08,98.43883366681742
2001-08-09,97.52931317186297
2001-08-10,96.86799860934303
2001-08-13,96.94824825881439
2001-08-14,98.70071373433187
2001-08-15,98.41894812309297
2001-08-16,98.12178678578542
2001-08-17,98.23448030012229
2001-08-20,98.08463341883838
2001-08-21,97.87727960534049
2001-08-22,98.41780571526434
2001-08-23,100.53680923083643
2001-08-24,102.74793363836066
2001-08-27,105.0343984388717
2001-08-28,104.25456556269211
2001-08-29,104.14499357568795
2001-08-30,103.93482862181854
2001-08-31,103.93482862181854
2001-09-03,104.61032762828327
2001-09-04,104.26112931119918
2001-09-05,104.45609237747662
2001-09-06,104.36793636505423
2001-09-07,105.88748814683764
2001-09-10,105.69005625333506
2001-09-11,105.10054518212138
2001-09-12,105.10054518212138
2001-09-13,101.29457393103051
2001-09-14,98.01543826646304
2001-09-17,92.6423371304049
2001-09-18,92.06931409306877
2001-09-19,96.1861391590941
2001-09-20,95.47032496520721
2001-09-21,91.93229747709843
2001-09-24,91.63614626444553
2001-09-25,91.71826256880604
2001-09-26,90.82810197873452
2001-09-27,92.87511786985901
2001-09-28,93.01727300241288
2001-10-01,92.6859845634394
2001-10-02,92.95440226872249
2001-10-03,93.23393763949534
2001-10-04,92.16431866019782
2001-10-05,92.04644212160237
2001-10-08,90.26280203373688
2001-10-09,92.03303773294304
2001-10-10,90.97803103230204
2001-10-11,91.7867939323006
2001-10-12,92.17640196611866
2001-10-15,93.61119450204639
2001-10-16,93.25826367040212
2001-10-17,94.09514926356549
2001-10-18,94.03062322874541
2001-10-19,93.07704014689429
2001-10-22,92.08462657156139
2001-10-23,92.71884341479586
2001-10-24,93.06665350024535
2001-10-25,92.91182361465516
2001-10-26,92.53381268885994
2001-10-29,91.50931690308946
2001-10-30,91.04071558619678
2001-10-31,90.38508774317086
2001-11-01,89.66699809792789
2001-11-02,89.79837845383359
2001-11-05,89.21752524429546
2001-11-06,89.08399745150456
2001-11-07,89.05654580169768
2001-11-08,90.05484828454901
2001-11-09,90.03500411377262
2001-11-12,90.72236706032129
2001-11-13,92.09088955322622
2001-11-14,92.09088955322622
2001-11-15,95.4386981631839
2001-11-16,95.87026378921416
2001-11-19,94.68527000100569
2001-11-20,94.5592186344079
2001-11-21,95.92877169263575
2001-11-22,95.92877169263575
2001-11-23,97.05943784130508
2001-11-26,97.22675700990405
2001-11-27,96.63938742155467
2001-11-28,96.71234854546778
2001-11-29,96.88187918028999
2001-11-30,96.08571285056857
2001-12-03,96.92280764195858
2001-12-04,97.67804630397505
2001-12-05,98.57913948077041
2001-12-06,99.22414496025382
2001-12-07,100.10988559366187
2001-12-10,100.92608787674888
2001-12-11,100.82782467834099
2001-12-12,100.76320306478551
2001-12-13,99.4919036591697
2001-12-14,99.94991788748341
2001-12-17,99.94991788748341
2001-12-18,99.94991788748341
2001-12-19,99.94991788748341
2001-12-20,99.8548214510247
2001-12-21,100.05350104890721
2001-12-24,100.42287968665794
2001-12-25,100.42287968665794
2001-12-26,101.82961422868787
2001-12-27,103.04499349244081
2001-12-28,103.63925245718963
2001-12-31,104.55756187462686
2002-01-01,104.55756187462686
2002-01-02,102.91255174267312
2002-01-03,103.07220140911316
2002-01-04,104.79162580219061
2002-01-07,105.4537006682873
2002-01-08,104.65206273019962
2002-01-09,106.06842564926005
2002-01-10,106.97676598419487
2002-01-11,106.73651470117993
2002-01-14,105.72207403522586
2002-01-15,105.98876218311884
2002-01-16,106.12476360306052
2002-01-17,105.7819161567595
2002-01-18,105.8620345740816
2002-01-21,105.57953026387483
2002-01-22,104.6796316583269
2002-01-23,104.32444682761053
2002-01-24,103.9959459043292
2002-01-25,105.51726162665011
2002-01-28,107.63469902075703
2002-01-29,107.87711048316572
2002-01-30,108.361413872089
2002-01-31,110.12305962253583
2002-02-01,110.12305962253583
2002-02-04,111.00024532769773
2002-02-05,110.39892069018302
2002-02-06,109.91174322837308
2002-02-07,108.46228175133733
2002-02-08,108.92083941689931
2002-02-11,108.92083941689931
2002-02-12,108.92083941689931
2002-02-13,108.92083941689931
2002-02-14,109.96353967435516
2002-02-15,110.59344347658588
2002-02-18,110.54870448787075
2002-02-19,111.84110535416436
2002-02-20,110.5913213864702
2002-02-21,109.56679621935892
2002-02-22,108.61242201113372
2002-02-25,107.01005666026025
2002-02-26,107.08134605406036
2002-02-27,107.80837165290653
2002-02-28,108.35690259604799
2002-03-01,109.8103110690458
2002-03-04,111.40240938947485
2002-03-05,113.80804879128124
2002-03-06,113.74196938430322
2002-03-07,114.34741165762762
2002-03-08,115.43457897178578
2002-03-11,117.75931173256048
2002-03-12,116.7858690241468
2002-03-13,116.52574211954794
2002-03-14,116.026414529064
2002-03-15,116.026414529064
2002-03-18,117.14053091461182
2002-03-19,116.76453902328183
2002-03-20,116.52485056039936
2002-03-21,116.7550578872806
2002-03-22,115.97673809317037
2002-03-25,115.05596202722725
2002-03-26,116.11582898715189
2002-03-27,116.97915738233466
2002-03-28,117.01186662366354
2002-03-29,117.18464971240344
2002-04-01,117.18727205084353
2002-04-02,116.80608080339863
2002-04-03,116.85949712450342
2002-04-04,116.72190237504898
2002-04-05,118.31791545981987
2002-04-08,120.11544098711737
2002-04-09,120.93083548808121
2002-04-10,121.0029029640314
2002-04-11,120.74707026960645
2002-04-12,121.01502601513732
2002-04-15,122.20305788669327
2002-04-16,121.89816051194464
2002-04-17,123.1066093792047
2002-04-18,122.49696104975403
2002-04-19,124.22318161175252
2002-04-22,125.7742697680641
2002-04-23,125.94119376136742
2002-04-24,124.63700246857147
2002-04-25,124.63700246857147
2002-04-26,124.6503322824423
2002-04-29,123.0023063420662
2002-04-30,123.71170501721609
2002-05-01,123.71170501721609
2002-05-02,123.86438298834464
2002-05-03,123.73084124297539
2002-05-06,123.76678873025267
2002-05-07,123.01859713692063
2002-05-08,123.95268911440924
2002-05-09,123.80970671889368
2002-05-10,123.02783758036904
2002-05-13,122.40285024851283
2002-05-14,122.08985615699044
2002-05-15,122.46235533160349
2002-05-16,122.60350023132666
2002-05-17,122.7667709759909
2002-05-20,122.3123998105984
2002-05-21,121.52572548449749
2002-05-22,120.18687347003845
2002-05-23,119.36252502246005
2002-05-24,119.35508141878081
2002-05-27,119.35508141878081
2002-05-28,118.37112114839363
2002-05-29,119.03793234074502
2002-05-30,117.93117262253243
2002-05-31,115.41978301884133
2002-06-03,116.60697405570234
2002-06-04,116.88640048084267
2002-06-05,116.7011466434531
2002-06-06,117.88148775688386
2002-06-07,118.51015923582356
2002-06-10,118.26417061218402
2002-06-11,118.29150378036019
2002-06-12,118.40773909421365
2002-06-13,118.83564815996577
2002-06-14,117.88633778909188
2002-06-17,117.40891951839428
2002-06-18,117.64527682518845
2002-06-19,116.73695641986893
2002-06-20,117.44325476926913
2002-06-21,116.6207337789458
2002-06-24,113.40399403081952
2002-06-25,111.73822950967808
2002-06-26,109.74094826041208
2002-06-27,111.2459731010471
2002-06-28,113.81226767504083
2002-07-01,113.92479942276134
2002-07-02,116.88638710513004
2002-07-03,116.24757674899479
2002-07-04,116.6415127024904
2002-07-05,117.28040014240852
2002-07-08,115.73479705988113
2002-07-09,117.0103908249775
2002-07-10,117.19311227237637
2002-07-11,116.51780332537601
2002-07-12,116.95036841630787
2002-07-15,116.76617457358778
2002-07-16,115.81106426275578
2002-07-17,115.30836862073251
2002-07-18,115.79587049176399
2002-07-19,114.64793188191435
2002-07-22,113.10220825095382
2002-07-23,114.28382178562845
2002-07-24,112.7363005213178
2002-07-25,113.38590191438372
2002-07-26,113.15987584382486
2002-07-29,113.7828338316821
2002-07-30,113.74497280543734
