Date,MOROCCO
1999-09-17,135.94137039445138
1999-09-20,135.7596696548376
1999-09-21,136.35198719393256
1999-09-22,135.98497560235015
1999-09-23,135.7557407462708
1999-09-24,136.1567004952028
1999-09-27,135.7217751206356
1999-09-28,136.30336276530824
1999-09-29,137.02231518508208
1999-09-30,137.18158519031059
1999-10-01,137.44070682734034
1999-10-04,137.14321318963584
1999-10-05,136.88132865210227
1999-10-06,137.3069390633797
1999-10-07,137.0467853418098
1999-10-08,136.60127273048587
1999-10-11,136.43856438437754
1999-10-12,136.3265955851401
1999-10-13,136.86538447443192
1999-10-14,137.49883691470544
1999-10-15,138.48761903057442
1999-10-18,138.37425859125185
1999-10-19,137.98247988208675
1999-10-20,138.0344436646393
1999-10-21,138.41952619766238
1999-10-22,137.77177450994475
1999-10-25,137.34416397996748
1999-10-26,136.62176885224233
1999-10-27,136.02472759758632
1999-10-28,135.61927849925823
1999-10-29,135.48637832681513
1999-11-01,135.1611101150259
1999-11-02,135.42131915283352
1999-11-03,135.29433490644286
1999-11-04,135.0930711426611
1999-11-05,134.8965296387499
1999-11-08,134.6228409072303
1999-11-09,135.17501487035386
1999-11-10,135.3457688176659
1999-11-11,135.04825334460443
1999-11-12,134.26842394955676
1999-11-15,134.59196134538234
1999-11-16,134.04144395800873
1999-11-17,134.90790003697717
1999-11-18,134.26907318750446
1999-11-19,133.8346048997435
1999-11-22,134.25809728139342
1999-11-23,133.38349952565054
1999-11-24,132.51059037084784
1999-11-25,132.5906358781734
1999-11-26,131.6633872539782
1999-11-29,131.05255187646958
1999-11-30,130.57849317511415
1999-12-01,129.54014625457998
1999-12-02,130.02527548192674
1999-12-03,129.1995947485918
1999-12-06,129.86411890185477
1999-12-07,129.70629148587776
1999-12-08,129.41187517781768
1999-12-09,128.64100410189567
1999-12-10,128.7071186514649
1999-12-13,128.19519744109772
1999-12-14,127.81211357108397
1999-12-15,127.12746013006192
1999-12-16,127.64877199962305
1999-12-17,127.53389181945433
1999-12-20,127.14044197763464
1999-12-21,126.89763571934397
1999-12-22,126.24314709615125
1999-12-23,126.45699821538955
1999-12-24,126.84078663958866
1999-12-27,127.24583251165777
1999-12-28,127.1102931724004
1999-12-29,128.0194315515124
1999-12-30,127.99482310419047
1999-12-31,127.99482310419047
2000-01-03,128.84609924298303
2000-01-04,129.3479805562086
2000-01-05,129.45004920458908
2000-01-06,129.3874850840656
2000-01-07,128.4653983382616
2000-01-10,128.3205484027859
2000-01-11,128.55375583814603
2000-01-12,128.28893808432417
2000-01-13,129.62095454370953
2000-01-14,128.29473609944887
2000-01-17,128.33440366463805
2000-01-18,127.570103575478
2000-01-19,127.72048659041364
2000-01-20,127.75955586682143
2000-01-21,127.29607712377037
2000-01-24,126.54410382147353
2000-01-25,126.6527944057823
2000-01-26,126.13314056766154
2000-01-27,124.61413775658157
2000-01-28,123.64287778684768
2000-01-31,123.2367168558819
2000-02-01,122.64528874366144
2000-02-02,122.10783763390755
2000-02-03,123.17389653383644
2000-02-04,122.69560322891641
2000-02-07,122.03291178994974
2000-02-08,122.59755810898301
2000-02-09,122.81631490509055
2000-02-10,122.1819541139665
2000-02-11,121.37782633366609
2000-02-14,120.95795570989473
2000-02-15,120.83031349141359
2000-02-16,120.89079888595211
2000-02-17,120.39439533594883
2000-02-18,119.3808053431641
2000-02-21,119.12808001004042
2000-02-22,119.85455543814082
2000-02-23,118.26658492417893
2000-02-24,117.05859038108662
2000-02-25,114.84134671417814
2000-02-28,114.21749164114473
2000-02-29,113.91724383707921
2000-03-01,114.61291103216443
2000-03-02,115.31885103486579
2000-03-03,114.80954424457494
2000-03-06,114.77407343499826
2000-03-07,114.46945564815485
2000-03-08,114.40159718140777
2000-03-09,115.02171258563492
2000-03-10,115.67197970647723
2000-03-13,116.41337013908874
2000-03-14,116.32197752458339
2000-03-15,116.54983966455363
2000-03-16,116.76425122462122
2000-03-17,116.41897891445292
2000-03-20,116.4815255666908
2000-03-21,116.48255328415956
2000-03-22,116.09926561748064
2000-03-23,116.82322270107545
2000-03-24,116.8782128641061
2000-03-27,117.84884251986838
2000-03-28,117.33254841534236
2000-03-29,115.87293486388026
2000-03-30,116.44340540046665
2000-03-31,116.68852620659771
2000-04-03,116.33846904186883
2000-04-04,115.87176448874588
2000-04-05,116.48379935519817
2000-04-06,116.03422827885602
2000-04-07,115.5789887438406
2000-04-10,114.84884934283815
2000-04-11,114.15480378693167
2000-04-12,112.772443728482
2000-04-13,112.69208524770633
2000-04-14,111.89239732332618
2000-04-17,111.19086078428343
2000-04-18,109.27829167614654
2000-04-19,110.25816642205618
2000-04-20,110.91464060704406
2000-04-21,110.53451470005653
2000-04-24,110.5415573305294
2000-04-25,109.30654662808493
2000-04-26,108.7816479372164
2000-04-27,107.37118723001772
2000-04-28,106.07416702511719
2000-05-01,105.92545368714566
2000-05-02,103.1453527447862
2000-05-03,101.69071328764525
2000-05-04,105.06455252299418
2000-05-05,105.09495316267895
2000-05-08,105.59136835820594
2000-05-09,107.83532685654016
2000-05-10,109.9552765397955
2000-05-11,111.35704531922377
2000-05-12,112.515747271768
2000-05-15,113.46170442982788
2000-05-16,112.79919640785985
2000-05-17,111.65889729418245
2000-05-18,111.25300712164326
2000-05-19,110.1876891681614
2000-05-22,110.68580315446182
2000-05-23,110.68893871172484
2000-05-24,111.21465113356365
2000-05-25,111.41994570424482
2000-05-26,112.60031560937037
2000-05-29,112.45674668150448
2000-05-30,112.65118616838322
2000-05-31,112.31598432485636
2000-06-01,112.42515528701878
2000-06-02,113.19489092437756
2000-06-05,113.2047910752345
2000-06-06,114.84755668970465
2000-06-07,114.68146386326363
2000-06-08,114.35215319905127
2000-06-09,114.0867881056143
2000-06-12,113.79187686279587
2000-06-13,113.88046727315486
2000-06-14,113.830443925993
2000-06-15,113.26862019077264
2000-06-16,114.01127561839881
2000-06-19,113.71486064732937
2000-06-20,113.13124668152857
2000-06-21,112.33883575378624
2000-06-22,112.06677593989771
2000-06-23,111.26911579233624
2000-06-26,111.51917430052681
2000-06-27,111.68449124394962
2000-06-28,111.53473999867609
2000-06-29,112.00920920474285
2000-06-30,114.64448786974548
2000-07-03,111.544873445933
2000-07-04,110.3902189342923
2000-07-05,110.85782179456042
2000-07-06,110.19733383402881
2000-07-07,110.627920771336
2000-07-10,110.24904222712198
2000-07-11,111.45767146840441
2000-07-12,109.88579819000906
2000-07-13,109.30078858690446
2000-07-14,109.01082540989196
2000-07-17,108.57487026072205
2000-07-18,108.03610734521945
2000-07-19,106.36528723772224
2000-07-20,106.21217625392757
2000-07-21,106.75644270427976
2000-07-24,106.57824943772489
2000-07-25,106.74171292566034
2000-07-26,107.26209777331893
2000-07-27,106.05016980109278
2000-07-28,105.51137127405967
2000-07-31,104.78187654412103
2000-08-01,105.03202769288842
2000-08-02,105.09320206660985
2000-08-03,104.84311975944404
2000-08-04,105.31052595082008
2000-08-07,105.0996528095448
2000-08-08,104.22176658954324
2000-08-09,103.86100288501768
2000-08-10,104.59762475585522
2000-08-11,103.9797469941229
2000-08-14,103.75789781222448
2000-08-15,104.48968585864422
2000-08-16,104.41780763754848
2000-08-17,104.6309822843688
2000-08-18,104.22924646674028
2000-08-21,103.78303313423194
2000-08-22,103.59004256867958
2000-08-23,106.88616604727633
2000-08-24,113.78054489992216
2000-08-25,113.04978720794861
2000-08-28,111.75491507538517
2000-08-29,110.19770585423328
2000-08-30,109.05993957207671
2000-08-31,108.59258393873098
2000-09-01,110.14825357800063
2000-09-04,109.58263384312869
2000-09-05,108.68509926939413
2000-09-06,108.15683147165953
2000-09-07,107.16979493072743
2000-09-08,106.97822736926467
2000-09-11,106.05174873882612
2000-09-12,106.45939812343596
2000-09-13,106.29653439553076
2000-09-14,106.15086096526669
2000-09-15,106.34583263175435
2000-09-18,106.21468335741919
2000-09-19,105.80617778480219
2000-09-20,105.35411562233713
2000-09-21,105.65460134602375
2000-09-22,107.2444453801889
2000-09-25,106.19220213593337
2000-09-26,106.79480153202009
2000-09-27,106.79389278483127
2000-09-28,107.15566605248954
2000-09-29,106.95798745175979
2000-10-02,106.54916141342628
2000-10-03,106.50127602634416
2000-10-04,106.20368407675338
2000-10-05,106.00556789472473
2000-10-06,105.82893624783615
2000-10-09,105.85747653670127
2000-10-10,105.73318612846327
2000-10-11,105.3364748667565
2000-10-12,104.19104351853323
2000-10-13,104.00329284734389
2000-10-16,102.75975160419574
2000-10-17,101.95465017512952
2000-10-18,101.80142900671382
2000-10-19,101.55320364405519
2000-10-20,101.93907629168336
2000-10-23,102.04617893590193
2000-10-24,102.19825115930932
2000-10-25,101.32580764401943
2000-10-26,101.07037102298533
2000-10-27,101.75520716070125
2000-10-30,102.09022346484774
2000-10-31,101.76178082706866
2000-11-01,102.51101461492682
2000-11-02,102.67556290862348
2000-11-03,102.42223578624548
2000-11-06,102.42733926782572
2000-11-07,102.34982672716342
2000-11-08,101.79689328861456
2000-11-09,101.87410685269793
2000-11-10,102.034767868964
2000-11-13,101.71433201759284
2000-11-14,101.39217734831193
2000-11-15,101.0677013868887
2000-11-16,100.166642936539
2000-11-17,98.94257235995413
2000-11-20,97.58468354604989
2000-11-21,96.24689604323389
2000-11-22,97.37551326814608
2000-11-23,97.20436098259826
2000-11-24,96.60899681700032
2000-11-27,96.9535280583795
2000-11-28,97.28020177367334
2000-11-29,97.27921338699261
2000-11-30,97.46017510251393
2000-12-01,97.4350754543755
2000-12-04,96.87228748161625
2000-12-05,94.53815610707328
2000-12-06,94.21269424950023
2000-12-07,96.27026492491389
2000-12-08,95.66688706420918
2000-12-11,95.70563252575803
2000-12-12,96.1867081462845
2000-12-13,96.05448929964298
2000-12-14,97.90141553012128
2000-12-15,98.15530056736142
2000-12-18,99.20514615111017
2000-12-19,98.90894159429823
2000-12-20,99.07384906745968
2000-12-21,99.91526839522257
2000-12-22,99.33174133522658
2000-12-25,99.78409341622212
2000-12-26,99.6416748803227
2000-12-27,99.72149339285525
2000-12-28,99.47306852094826
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.73947380068924
2001-01-03,99.28766738873244
2001-01-04,98.77176955084715
2001-01-05,97.54519875907197
2001-01-08,96.20188956501886
2001-01-09,94.71345610265105
2001-01-10,94.24421877008584
2001-01-11,94.81785583193772
2001-01-12,92.83513820539962
2001-01-15,93.12131670850151
2001-01-16,92.8437245888501
2001-01-17,91.31270443738698
2001-01-18,91.62679016107732
2001-01-19,89.22178955600913
2001-01-22,87.04219747140336
2001-01-23,88.29122602439381
2001-01-24,90.50087544739719
2001-01-25,90.45182399616121
2001-01-26,91.50291964921344
2001-01-29,95.5556885243482
2001-01-30,94.86923952036994
2001-01-31,95.3877748392507
2001-02-01,96.24231421267855
2001-02-02,94.99230831020137
2001-02-05,99.31704915096344
2001-02-06,95.4639182018016
2001-02-07,96.48659357723751
2001-02-08,96.09251418357523
2001-02-09,96.4296746583308
2001-02-12,97.8354486690624
2001-02-13,97.88049300019264
2001-02-14,99.51060577002708
2001-02-15,99.90743161372207
2001-02-16,102.01347126337423
2001-02-19,102.26364852520537
2001-02-20,100.72595071278124
2001-02-21,100.23427688133874
2001-02-22,102.09741791054003
2001-02-23,103.42700987982752
2001-02-26,105.17600749909307
2001-02-27,106.51827400303056
2001-02-28,105.83348601917285
2001-03-01,106.56035847192587
2001-03-02,106.40658078214798
2001-03-05,105.88645484492201
2001-03-06,105.99167375526501
2001-03-07,106.08067720610703
2001-03-08,106.23261893106053
2001-03-09,107.06780119752108
2001-03-12,106.25904484275372
2001-03-13,106.09092741675146
2001-03-14,105.25491637484255
2001-03-15,104.63135879968436
2001-03-16,104.21827747906627
2001-03-19,104.512843618939
2001-03-20,104.61349510465955
2001-03-21,104.71721854215224
2001-03-22,103.6519756387707
2001-03-23,103.64190546998258
2001-03-26,103.42367235336529
2001-03-27,103.63699736674101
2001-03-28,102.83327275928077
2001-03-29,102.01570091608902
2001-03-30,100.93245283692922
2001-04-02,99.31759299032261
2001-04-03,99.5544310261953
2001-04-04,100.44498631674456
2001-04-05,100.35585601026827
2001-04-06,101.35053096896443
2001-04-09,101.39138696962569
2001-04-10,101.37404340986438
2001-04-11,100.62016162855525
2001-04-12,101.06598234099451
2001-04-13,100.89851830367483
2001-04-16,99.83766724650467
2001-04-17,98.74553080111981
2001-04-18,98.57728748002984
2001-04-19,99.63925717451724
2001-04-20,100.15912348082871
2001-04-23,99.7840063858159
2001-04-24,98.74251808084864
2001-04-25,94.09718603200727
2001-04-26,94.34463633499404
2001-04-27,93.39651875926266
2001-04-30,93.44161980688393
2001-05-01,93.79907340378037
2001-05-02,94.06485030001446
2001-05-03,94.990873261736
2001-05-04,94.71745264722331
2001-05-07,94.21892150731595
2001-05-08,93.56142542647468
2001-05-09,93.95167252083853
2001-05-10,93.33006798443678
2001-05-11,92.27759549338997
2001-05-14,92.13168921092982
2001-05-15,91.6864549627441
2001-05-16,91.9905562135699
2001-05-17,91.31723037491541
2001-05-18,91.17858618775429
2001-05-21,90.92681660000933
2001-05-22,90.09488904107465
2001-05-23,89.8809330777585
2001-05-24,90.70857079654708
2001-05-25,90.51919990776105
2001-05-28,90.67533713575754
2001-05-29,89.20500253150817
2001-05-30,90.62716963848825
2001-05-31,90.61144783359119
2001-06-01,90.33718401343447
2001-06-04,90.33256638604585
2001-06-05,90.27804677063878
2001-06-06,90.19072554895897
2001-06-07,89.36165494437212
2001-06-08,88.66662892651328
2001-06-11,87.53956212027134
2001-06-12,87.32576286901376
2001-06-13,87.16813636959809
2001-06-14,88.00996063588269
2001-06-15,88.73271150873964
2001-06-18,87.31863569805526
2001-06-19,86.01805145246345
2001-06-20,85.19785560269625
2001-06-21,87.5750311373354
2001-06-22,87.05658853353405
2001-06-25,87.41280012975874
2001-06-26,87.96758896099031
2001-06-27,87.96304120906511
2001-06-28,87.4530117009269
2001-06-29,87.52481748234642
2001-07-02,86.76688001812435
2001-07-03,86.25480426260594
2001-07-04,85.82611527044341
2001-07-05,84.64250928578876
2001-07-06,85.00415582364121
2001-07-09,85.024696306667
2001-07-10,85.356323785395
2001-07-11,86.10973675271548
2001-07-12,85.15609577431489
2001-07-13,84.30342722588709
2001-07-16,84.20114097218213
2001-07-17,83.51676952511465
2001-07-18,85.29778971950411
2001-07-19,85.64143260103754
2001-07-20,86.03043147456997
2001-07-23,85.5599667409567
2001-07-24,86.00373978344422
2001-07-25,86.20160287030389
2001-07-26,86.02747294901361
2001-07-27,85.76484440798743
2001-07-30,85.8810360085573
2001-07-31,85.28228326494842
2001-08-01,85.61122748673519
2001-08-02,85.97601494586152
2001-08-03,86.78291456830631
2001-08-06,91.0195734337426
2001-08-07,90.2675789614863
2001-08-08,89.57443055484377
2001-08-09,90.23141919869427
2001-08-10,90.17162383173279
2001-08-13,89.97523007931609
2001-08-14,89.92452098464078
2001-08-15,90.89401128274521
2001-08-16,90.9129149186604
2001-08-17,90.92866613398489
2001-08-20,90.6776408867064
2001-08-21,90.70292186178189
2001-08-22,90.63642094022453
2001-08-23,90.11430861542993
2001-08-24,90.05056990882098
2001-08-27,89.8083348694757
2001-08-28,90.73776107347334
2001-08-29,90.59013133563775
2001-08-30,91.65443988827434
2001-08-31,92.35093609230528
2001-09-03,92.21981150470043
2001-09-04,91.46598441240286
2001-09-05,92.0236657526593
2001-09-06,91.94098584174994
2001-09-07,92.70568310101922
2001-09-10,91.77259300748939
2001-09-11,92.46650185527818
2001-09-12,91.52212003026702
2001-09-13,90.59795334593854
2001-09-14,91.05389375861101
2001-09-17,90.35217026073909
2001-09-18,90.06595833074515
2001-09-19,90.80348325037524
2001-09-20,91.12332528818139
2001-09-21,90.44111858699002
2001-09-24,90.99104877604938
2001-09-25,91.3650336392512
2001-09-26,91.264600969145
2001-09-27,90.61849105169918
2001-09-28,89.14460066445866
2001-10-01,88.59274144346406
2001-10-02,89.0227371530966
2001-10-03,89.37681413669108
2001-10-04,89.13596458742572
2001-10-05,89.6075572503009
2001-10-08,89.8154607302644
2001-10-09,89.74007977265515
2001-10-10,89.38890848615424
2001-10-11,88.73987469485834
2001-10-12,88.40771515806885
2001-10-15,87.80213081768323
2001-10-16,87.98351765695433
2001-10-17,87.05886539160637
2001-10-18,87.55308731546403
2001-10-19,86.28088571790188
2001-10-22,85.41225918197205
2001-10-23,84.66781003274946
2001-10-24,83.79944364837853
2001-10-25,84.4199618435086
2001-10-26,83.66043433532701
2001-10-29,84.61738221887632
2001-10-30,84.52215974761894
2001-10-31,83.58466032053023
2001-11-01,83.71992103540076
2001-11-02,82.05240093737596
2001-11-05,81.40444870267306
2001-11-06,81.41547140691782
2001-11-07,80.56902959297614
2001-11-08,79.73389576034992
2001-11-09,79.90474277390142
2001-11-12,80.21232942214314
2001-11-13,80.90472937599328
2001-11-14,82.17428618709195
2001-11-15,81.61576017723665
2001-11-16,81.43006710059885
2001-11-19,80.66828062381238
2001-11-20,82.84074217202175
2001-11-21,83.60776739594579
2001-11-22,85.09539101300165
2001-11-23,84.49716263717369
2001-11-26,84.96062060934968
2001-11-27,84.77268792355451
2001-11-28,85.30358822944865
2001-11-29,85.84349739091876
2001-11-30,86.96816635625106
2001-12-03,87.41669856933343
2001-12-04,87.56412533232573
2001-12-05,87.53843783048544
2001-12-06,86.701062310124
2001-12-07,86.31228282415745
2001-12-10,86.0565910113501
2001-12-11,85.71833014311217
2001-12-12,86.10005229975391
2001-12-13,86.2848959824268
2001-12-14,87.12954149785705
2001-12-17,87.30086018495254
2001-12-18,87.05807058387673
2001-12-19,86.16020565389505
2001-12-20,85.48396046695605
2001-12-21,84.53604158990973
2001-12-24,83.90497223146713
2001-12-25,84.37484954339384
2001-12-26,84.96378033372481
2001-12-27,85.93068741002088
2001-12-28,86.82566248318417
2001-12-31,85.96801047040455
2002-01-01,85.96801047040455
2002-01-02,83.85655735795339
2002-01-03,82.49319116425099
2002-01-04,83.20934536202978
2002-01-07,83.14321943862632
2002-01-08,82.54195213835233
2002-01-09,82.50626111332578
2002-01-10,83.18750973924026
2002-01-11,83.11952717981364
2002-01-14,83.12527293428302
2002-01-15,82.93180382454096
2002-01-16,83.11029917079331
2002-01-17,82.89459113683448
2002-01-18,83.39836992359152
2002-01-21,82.93274070424164
2002-01-22,82.40703721401482
2002-01-23,82.33755746383869
2002-01-24,81.39315995559762
2002-01-25,80.96822571922426
2002-01-28,80.36064232920529
2002-01-29,80.17292609878332
2002-01-30,80.18337852725666
2002-01-31,80.16791298552471
2002-02-01,80.16637117414
2002-02-04,80.5833182049181
2002-02-05,80.38565896893769
2002-02-06,80.38254015325707
2002-02-07,79.68126631784577
2002-02-08,79.53813858170908
2002-02-11,79.48917247976506
2002-02-12,80.13169318847136
2002-02-13,79.7777877625989
2002-02-14,79.47829604012801
2002-02-15,79.94112738730895
2002-02-18,79.67849401637365
2002-02-19,79.76635568680427
2002-02-20,79.49926769204086
2002-02-21,79.23442390614848
2002-02-22,79.76959331410076
2002-02-25,79.36932873823491
2002-02-26,79.35289352640108
2002-02-27,79.03077494271967
2002-02-28,79.26166480639408
2002-03-01,79.75580130210845
2002-03-04,80.02334699827217
2002-03-05,79.93115093104954
2002-03-06,80.49977355641606
2002-03-07,81.01442942436864
2002-03-08,80.62922743330984
2002-03-11,80.45703813979529
2002-03-12,79.97517881009878
2002-03-13,80.34608147149054
2002-03-14,80.9882707566313
2002-03-15,80.6553056111638
2002-03-18,80.62041614769342
2002-03-19,81.12685370726012
2002-03-20,81.72584286698228
2002-03-21,81.09903718039503
2002-03-22,80.44308759007744
2002-03-25,80.03935881059769
2002-03-26,79.59941821172139
2002-03-27,79.29231730313718
2002-03-28,79.45967097965604
2002-03-29,79.44341342959773
2002-04-01,79.72798987799743
2002-04-02,80.14237431617495
2002-04-03,80.13325553537277
2002-04-04,80.41009756890817
2002-04-05,80.13790202081105
2002-04-08,79.77864648381549
2002-04-09,79.72237406819949
2002-04-10,79.65047543657188
2002-04-11,79.8569127617859
2002-04-12,79.66466640746353
2002-04-15,79.7380033259756
2002-04-16,79.89674372869094
2002-04-17,80.32353049470596
2002-04-18,80.20232257533532
2002-04-19,79.8648034921727
2002-04-22,80.00211279617473
2002-04-23,79.72232212945356
2002-04-24,79.15271275775483
2002-04-25,79.28137100994351
2002-04-26,78.45813586189608
2002-04-29,78.27522492607532
2002-04-30,77.90349416986037
2002-05-01,78.21108782544937
2002-05-02,77.8528540350892
2002-05-03,78.30143678258042
2002-05-06,78.65179647114127
2002-05-07,77.67901305730817
2002-05-08,76.85401023327616
2002-05-09,76.44928143719376
2002-05-10,76.08512071612373
2002-05-13,76.26448123377543
2002-05-14,75.57338160441147
2002-05-15,75.73115184380902
2002-05-16,76.45050097450961
2002-05-17,77.01175026114498
2002-05-20,77.0260261083122
2002-05-21,76.75949192039296
2002-05-22,77.36780585148101
2002-05-23,76.9681886977499
2002-05-24,77.04434897966314
2002-05-27,76.96414599952433
2002-05-28,77.49952555462183
2002-05-29,77.4697787442474
2002-05-30,78.1059492505322
2002-05-31,78.02868460158774
2002-06-03,77.43251045858148
2002-06-04,77.61616257775586
2002-06-05,76.9360722116497
2002-06-06,77.6218179783907
2002-06-07,77.11454390923113
2002-06-10,77.0086069391295
2002-06-11,76.46410939294908
2002-06-12,75.97818562790103
2002-06-13,76.1550096376113
2002-06-14,75.87932116366754
2002-06-17,75.9447835813478
2002-06-18,76.25335134511425
2002-06-19,76.7738319708844
2002-06-20,77.4503137883737
2002-06-21,76.9443290653601
2002-06-24,77.43693817580385
2002-06-25,77.33642577142597
2002-06-26,78.89485202555704
2002-06-27,78.51744113799947
2002-06-28,78.12767805314662
2002-07-01,77.48561617813799
2002-07-02,76.90480099760407
2002-07-03,76.09498803335288
2002-07-04,75.24241251127498
2002-07-05,73.31984836846932
2002-07-08,74.08116546728382
2002-07-09,73.6325472031973
2002-07-10,73.65104900846191
2002-07-11,73.8754009667493
2002-07-12,72.83988404967843
2002-07-15,73.83674963220483
2002-07-16,72.81913001028424
2002-07-17,72.31440871238097
2002-07-18,71.33279475079267
2002-07-19,70.50947729916813
2002-07-22,69.64673680302332
2002-07-23,69.38704749290179
2002-07-24,70.80792105091787
2002-07-25,71.80754899174207
2002-07-26,72.61313770911218
2002-07-29,72.97114383214922
2002-07-30,73.45201706998364
