Date,JAPAN
2014-08-14,4900.163747743038
2014-08-15,4902.911220473063
2014-08-18,4893.959902471829
2014-08-19,4916.756253497604
2014-08-20,4889.0860065805855
2014-08-21,4912.139855676102
2014-08-22,4879.416161539706
2014-08-25,4903.551641933828
2014-08-26,4874.859118694185
2014-08-27,4883.136283871191
2014-08-28,4868.688950439413
2014-08-29,4852.983109094333
2014-09-01,4852.35804320929
2014-09-02,4868.431690833336
2014-09-03,4895.16646497523
2014-09-04,4870.84086556372
2014-09-05,4870.038625677887
2014-09-08,4865.260314275465
2014-09-09,4832.730594072445
2014-09-10,4839.72277406606
2014-09-11,4853.687847813264
2014-09-12,4842.345221224375
2014-09-15,4848.215551608665
2014-09-16,4837.420260257584
2014-09-17,4803.75594252878
2014-09-18,4804.123048066218
2014-09-19,4842.596550671312
2014-09-22,4838.650895684607
2014-09-23,4844.428919993975
2014-09-24,4827.883347521939
2014-09-25,4906.825729437975
2014-09-26,4859.9734414618815
2014-09-29,4874.270475476502
2014-09-30,4818.4697627924
2014-10-01,4793.351508117853
2014-10-02,4702.83480627589
2014-10-03,4654.661637496435
2014-10-06,4729.058632562383
2014-10-07,4749.893226158602
2014-10-08,4691.642694185903
