Date,GREECE
2000-08-01,122.08106136571152
2000-08-02,120.15486904499534
2000-08-03,116.61640689158129
2000-08-04,115.55168007072614
2000-08-07,111.75260486010296
2000-08-08,111.86571056171225
2000-08-09,110.61397618174661
2000-08-10,111.15311718884146
2000-08-11,112.33998715343554
2000-08-14,114.06643781661337
2000-08-15,115.24848144764084
2000-08-16,113.88920656660417
2000-08-17,113.3952528539166
2000-08-18,113.02519972512421
2000-08-21,112.00456787948231
2000-08-22,111.05902397027582
2000-08-23,110.31363446426815
2000-08-24,108.72332017291662
2000-08-25,107.34157198853521
2000-08-28,104.69703176465781
2000-08-29,103.16106202571905
2000-08-30,99.39523021513139
2000-08-31,102.45249294231121
2000-09-01,105.52801853802526
2000-09-04,107.19308294635645
2000-09-05,110.95037753978373
2000-09-06,112.39081068147637
2000-09-07,114.20603042865544
2000-09-08,121.93284388715524
2000-09-11,117.13552436322725
2000-09-12,111.65444828858573
2000-09-13,110.99784869755143
2000-09-14,117.04464236618564
2000-09-15,116.20978172284735
2000-09-18,113.16381400935217
2000-09-19,113.45914878739083
2000-09-20,110.77816345056642
2000-09-21,109.31227140523454
2000-09-22,114.2902395246733
2000-09-25,115.08414360224525
2000-09-26,115.80782189451381
2000-09-27,115.89185935131133
2000-09-28,115.7415709271328
2000-09-29,116.90941306428964
2000-10-02,116.65157920722007
2000-10-03,113.13220160324882
2000-10-04,110.58949363443
2000-10-05,109.01641601122945
2000-10-06,110.48067359720037
2000-10-09,108.5696486535539
2000-10-10,107.6465640723064
2000-10-11,107.63225040090042
2000-10-12,104.45004581891743
2000-10-13,101.38554735674258
2000-10-16,102.61854635418996
2000-10-17,101.17141646854675
2000-10-18,98.51530638154044
2000-10-19,100.01727257112837
2000-10-20,101.71714107633302
2000-10-23,99.71107111892611
2000-10-24,100.64916227797941
2000-10-25,99.46520944548779
2000-10-26,100.41425924615476
2000-10-27,101.87823372039125
2000-10-30,101.75960188628463
2000-10-31,103.11672063519003
2000-11-01,106.63650540099056
2000-11-02,105.11797843464765
2000-11-03,104.8588454388024
2000-11-06,102.65232071512368
2000-11-07,100.81069518526269
2000-11-08,98.94769519030746
2000-11-09,99.84105514326839
2000-11-10,99.7772676626807
2000-11-13,98.19365988631434
2000-11-14,97.04977557012471
2000-11-15,95.26954285862607
2000-11-16,94.36704777275607
2000-11-17,92.50713079997028
2000-11-20,90.30643233188093
2000-11-21,91.80826188644889
2000-11-22,88.94354449673632
2000-11-23,87.21730163614795
2000-11-24,88.54162464225223
2000-11-27,89.26178570519382
2000-11-28,87.11388358184627
2000-11-29,88.00136390893088
2000-11-30,89.52192641076286
2000-12-01,93.79357428030649
2000-12-04,99.06430877177553
2000-12-05,98.28783311194375
2000-12-06,103.55766230121598
2000-12-07,104.19559082343453
2000-12-08,104.14196794844239
2000-12-11,101.67962885730883
2000-12-12,99.75046919062314
2000-12-13,96.62479468747597
2000-12-14,100.49412055622808
2000-12-15,101.32556722968805
2000-12-18,99.60834031119435
2000-12-19,97.32415963713768
2000-12-20,98.69796105614967
2000-12-21,97.74387068712208
2000-12-22,98.64407035804986
2000-12-25,98.64407035804986
2000-12-26,99.21401865511474
2000-12-27,99.48108440607004
2000-12-28,98.5679672389382
2000-12-29,99.99999999999999
2001-01-01,100.0000062633896
2001-01-02,100.91602059354368
2001-01-03,100.09129134064985
2001-01-04,98.48433087202001
2001-01-05,96.34806388932633
2001-01-08,94.28049208884582
2001-01-09,92.03416521493145
2001-01-10,92.14332747732836
2001-01-11,99.39262338605099
2001-01-12,99.27159806401315
2001-01-15,94.49387049203948
2001-01-16,93.45156334507803
2001-01-17,94.56010214970935
2001-01-18,95.09865407017152
2001-01-19,93.0773626079085
2001-01-22,91.02531353701465
2001-01-23,90.65372769855396
2001-01-24,87.97309798329091
2001-01-25,88.59153351245604
2001-01-26,88.93448960544471
2001-01-29,87.85787165973856
2001-01-30,91.31737523916432
2001-01-31,95.81953463304063
2001-02-01,96.50676909730903
2001-02-02,93.15677506619527
2001-02-05,91.877744629288
2001-02-06,92.6913094494732
2001-02-07,92.23616687336101
2001-02-08,91.60224223697814
2001-02-09,92.50762439687253
2001-02-12,93.72634490789154
2001-02-13,92.9676568336765
2001-02-14,93.39988441880293
2001-02-15,91.66230749448444
2001-02-16,93.57616575013915
2001-02-19,94.60032898168569
2001-02-20,94.14253636316583
2001-02-21,92.0955846693399
2001-02-22,91.16530480452784
2001-02-23,90.84246538987851
2001-02-26,90.97748391710121
2001-02-27,91.79205203272465
2001-02-28,90.96621395741194
2001-03-01,91.40654295541643
2001-03-02,93.48583909336945
2001-03-05,93.25519595884685
2001-03-06,93.68505843464568
2001-03-07,93.06302991525752
2001-03-08,96.35954429232541
2001-03-09,96.16680763584364
2001-03-12,95.80982121440098
2001-03-13,93.95328741796757
2001-03-14,89.02127178528373
2001-03-15,90.37826280340703
2001-03-16,89.23567672888282
2001-03-19,88.02929560891964
2001-03-20,89.4469091456401
2001-03-21,87.85412617062931
2001-03-22,85.53976966073222
2001-03-23,87.00308989266968
2001-03-26,88.18840819095854
2001-03-27,87.7978367408834
2001-03-28,86.76355011015129
2001-03-29,84.97978275702341
2001-03-30,86.05672293471916
2001-04-02,85.53469301822729
2001-04-03,84.21685089252708
2001-04-04,85.8646561959509
2001-04-05,87.39196727729941
2001-04-06,87.87582796151133
2001-04-09,87.07575119225417
2001-04-10,87.05651359794999
2001-04-11,86.86178002268719
2001-04-12,90.23218369179074
2001-04-13,90.23218369179074
2001-04-16,89.3080978663054
2001-04-17,90.0155991142033
2001-04-18,92.54960722041184
2001-04-19,93.76741061889628
2001-04-20,94.7481191065996
2001-04-23,94.07746572747925
2001-04-24,92.73959092038078
2001-04-25,93.07090043746729
2001-04-26,94.02005315283614
2001-04-27,93.61373883852612
2001-04-30,93.77333647524036
2001-05-01,94.27047107727479
2001-05-02,93.55661883491233
2001-05-03,92.41097197375282
2001-05-04,91.9074838316026
2001-05-07,90.31319492250799
2001-05-08,89.6744218504386
2001-05-09,88.35133248507944
2001-05-10,87.80812714039294
2001-05-11,87.29641415285487
2001-05-14,85.18222077508383
2001-05-15,84.61950434372874
2001-05-16,85.77254019638264
2001-05-17,86.42209931714012
2001-05-18,88.99399921842152
2001-05-21,89.233066693089
2001-05-22,87.53703058413855
2001-05-23,87.38476341023477
2001-05-24,87.62003363783077
2001-05-25,88.71359265526905
2001-05-28,88.35831156022535
2001-05-29,85.51094087413358
2001-05-30,85.05995431450432
2001-05-31,83.24221594822652
2001-06-01,80.7641603307539
2001-06-04,80.87388776223877
2001-06-05,78.0874712229679
2001-06-06,77.75962782048637
2001-06-07,80.52963101497943
2001-06-08,79.7964096851748
2001-06-11,76.88265376445176
2001-06-12,78.15625045272442
2001-06-13,78.2744493532922
2001-06-14,77.99597763799233
2001-06-15,78.2182839126008
2001-06-18,77.56540690818875
2001-06-19,76.80960443909989
2001-06-20,75.4178528232618
2001-06-21,75.31002918172565
2001-06-22,74.89079598972602
2001-06-25,73.15002106494359
2001-06-26,71.63273939805359
2001-06-27,73.11537132759338
2001-06-28,72.14522699665531
2001-06-29,73.28724135234941
2001-07-02,73.13746322857875
2001-07-03,71.75605640297408
2001-07-04,70.49902867110684
2001-07-05,69.77169908874049
2001-07-06,70.33703498938121
2001-07-09,67.75798443428711
2001-07-10,66.9493876316731
2001-07-11,64.97333455601448
2001-07-12,66.19535017892701
2001-07-13,63.708831739767014
2001-07-16,61.08086714498871
2001-07-17,61.70993237115445
2001-07-18,66.1721398917156
2001-07-19,70.11339857903027
2001-07-20,67.80370564873586
2001-07-23,69.9845147014293
2001-07-24,71.21568903192369
2001-07-25,71.72379562880347
2001-07-26,72.57367248828874
2001-07-27,73.73782724581629
2001-07-30,72.27133308704224
2001-07-31,73.55739797643164
2001-08-01,74.18727103939499
2001-08-02,75.78782393342786
2001-08-03,76.67975072900215
2001-08-06,75.91966103609049
2001-08-07,72.27272972510976
2001-08-08,71.19602625466
2001-08-09,72.17529333757001
2001-08-10,72.2183919760115
2001-08-13,72.27542196185652
2001-08-14,74.03855511900449
2001-08-15,75.16885175944391
2001-08-16,75.96504561291604
2001-08-17,75.78618148845464
2001-08-20,75.40277754976985
2001-08-21,75.3024534742111
2001-08-22,75.93524630371917
2001-08-23,75.4278829820172
2001-08-24,76.85454340905362
2001-08-27,77.93033298324066
2001-08-28,78.61309131864815
2001-08-29,77.8708447184721
2001-08-30,77.72370172328978
2001-08-31,77.80514977081513
2001-09-03,76.86106969341714
2001-09-04,75.00344933869773
2001-09-05,73.89775123096611
2001-09-06,73.79652923957715
2001-09-07,74.24561719471217
2001-09-10,70.9024483748667
2001-09-11,71.9275755994702
2001-09-12,66.20869477321033
2001-09-13,66.77990742691821
2001-09-14,64.33574726469372
2001-09-17,63.04625311226688
2001-09-18,63.220702506759125
2001-09-19,64.8341856811289
2001-09-20,61.20557738619999
2001-09-21,59.789141438298465
2001-09-24,60.74240578313815
2001-09-25,61.79085628976743
2001-09-26,61.39381677850958
2001-09-27,61.76365756249287
2001-09-28,62.64658135325679
2001-10-01,62.24790261598837
2001-10-02,62.84700794835662
2001-10-03,62.90911791329832
2001-10-04,63.91067845602005
2001-10-05,63.86847812770022
2001-10-08,62.88541419701534
2001-10-09,62.904031023954
2001-10-10,62.68980552994725
2001-10-11,62.81691783043354
2001-10-12,62.99042245587651
2001-10-15,63.270429855116944
2001-10-16,64.54811518202185
2001-10-17,65.9511132587896
2001-10-18,65.53712627965798
2001-10-19,65.08607908138964
2001-10-22,65.62550304682149
2001-10-23,65.85330123833286
2001-10-24,65.69620415572014
2001-10-25,65.41403586135272
2001-10-26,65.30964736407259
2001-10-29,66.898927257058
2001-10-30,66.99419728463076
2001-10-31,69.00538285300345
2001-11-01,72.21401167237367
2001-11-02,71.03316145581476
2001-11-05,71.90235971925313
2001-11-06,71.7339489090086
2001-11-07,72.97675968984339
2001-11-08,72.4672883687439
2001-11-09,73.04326629049326
2001-11-12,71.57187581046644
2001-11-13,71.11993476950425
2001-11-14,72.6227317746827
2001-11-15,73.10388982148639
2001-11-16,75.09546841825053
2001-11-19,75.26579449883147
2001-11-20,74.66750942983342
2001-11-21,73.5016291204454
2001-11-22,72.95991451615514
2001-11-23,70.97255805214743
2001-11-26,71.40578186347547
2001-11-27,72.06701709145325
2001-11-28,72.55984619126164
2001-11-29,72.40530302493671
2001-11-30,73.109094657596
2001-12-03,72.64807679925131
2001-12-04,72.6548630558719
2001-12-05,72.94700713861047
2001-12-06,73.77793712676448
2001-12-07,73.19896294282613
2001-12-10,71.64772488161188
2001-12-11,71.33081098381147
2001-12-12,70.65255965656057
2001-12-13,69.76414043092205
2001-12-14,70.37809522338421
2001-12-17,70.5040292493593
2001-12-18,70.88239808054301
2001-12-19,71.57513926162471
2001-12-20,70.63968022044575
2001-12-21,69.35357993745555
2001-12-24,69.15735572269705
2001-12-25,69.15735572269705
2001-12-26,69.21642418504986
2001-12-27,69.76213158423356
2001-12-28,69.71432746079851
2001-12-31,70.39423584837265
2002-01-01,70.39423584837265
2002-01-02,71.86329265728246
2002-01-03,71.78468973220069
2002-01-04,71.68563911196186
2002-01-07,71.23472675397501
2002-01-08,70.18819737170821
2002-01-09,69.32032581358949
2002-01-10,69.6299952916669
2002-01-11,68.98488637518861
2002-01-14,67.64937853748188
2002-01-15,67.37222545536437
2002-01-16,66.37138075280681
2002-01-17,67.99838697049191
2002-01-18,68.12918317028056
2002-01-21,67.668628319983
2002-01-22,68.09309066811424
2002-01-23,69.52346741540055
2002-01-24,69.75720151231091
2002-01-25,68.56461474118294
2002-01-28,68.5192769202036
2002-01-29,68.49373466302228
2002-01-30,67.65227906835456
2002-01-31,67.7219484578647
2002-02-01,67.6654924860059
2002-02-04,67.87496186547335
2002-02-05,67.2237745164331
2002-02-06,66.98814959580051
2002-02-07,66.74995365495919
2002-02-08,66.4683657044176
2002-02-11,66.49915186725764
2002-02-12,66.1708856469103
2002-02-13,65.73629365689463
2002-02-14,65.64464076076683
2002-02-15,65.6796120575578
2002-02-18,64.5869809231236
2002-02-19,63.85289031647171
2002-02-20,63.59774651942233
2002-02-21,63.183190530420774
2002-02-22,62.60647910978145
2002-02-25,62.408856418201246
2002-02-26,63.457186196184345
2002-02-27,62.38232171668753
2002-02-28,60.856748458562
2002-03-01,61.78359420696251
2002-03-04,63.5749285263027
2002-03-05,63.52301736849489
2002-03-06,63.86052599955737
2002-03-07,64.52352214194339
2002-03-08,64.48526274317514
2002-03-11,64.08801650800166
2002-03-12,62.7462655434211
2002-03-13,62.72776372442378
2002-03-14,63.439695541856665
2002-03-15,63.452400933795474
2002-03-18,63.28365409715832
2002-03-19,62.57594916653287
2002-03-20,62.25384710313375
2002-03-21,61.70966418315912
2002-03-22,61.124194307109256
2002-03-25,60.95734027351388
2002-03-26,60.44199883411113
2002-03-27,59.86053006581713
2002-03-28,59.603057032018974
2002-03-29,59.603057032018974
2002-04-01,60.09155067917502
2002-04-02,58.190705900346515
2002-04-03,57.92615824053188
2002-04-04,57.981134919724
2002-04-05,58.293461366942054
2002-04-08,56.838903077745904
2002-04-09,57.79780340004955
2002-04-10,57.30876668036642
2002-04-11,57.56258961724387
2002-04-12,57.320918829378854
2002-04-15,56.31139845598509
2002-04-16,56.551246251279565
2002-04-17,57.81834262680146
2002-04-18,58.06278287438106
2002-04-19,58.54110976046301
2002-04-22,57.975041923733556
2002-04-23,57.865262405460165
2002-04-24,58.7374704711521
2002-04-25,59.26154873692078
2002-04-26,59.71080203962051
2002-04-29,60.102085096176005
2002-04-30,59.84117154251846
2002-05-01,60.179857565009684
2002-05-02,59.86087431728952
2002-05-03,60.55678458434853
2002-05-06,60.75910487461281
2002-05-07,60.53025077578928
2002-05-08,62.043117521979795
2002-05-09,62.67712702865364
2002-05-10,63.54379077151949
2002-05-13,63.74451225215791
2002-05-14,64.25660141916909
2002-05-15,64.14452559211648
2002-05-16,64.44408377958055
2002-05-17,66.45886937184497
2002-05-20,66.83912590510917
2002-05-21,66.78256216203316
2002-05-22,66.3497914144763
2002-05-23,65.39535971648095
2002-05-24,65.15485465932365
2002-05-27,64.33944119615725
2002-05-28,65.07012693665577
2002-05-29,65.228737508918
2002-05-30,64.55323968378298
2002-05-31,65.19484348712542
2002-06-03,64.66726641563476
2002-06-04,64.501976343819
2002-06-05,65.27582131900603
2002-06-06,66.6425882441906
2002-06-07,66.01544703428615
2002-06-10,66.29240863777746
2002-06-11,66.14859013332548
2002-06-12,66.05710860773979
2002-06-13,65.458771161696
2002-06-14,64.06896675004118
2002-06-17,63.51746560077488
2002-06-18,63.67231522093174
2002-06-19,63.325251196325965
2002-06-20,63.23092153192225
2002-06-21,63.78373154018012
2002-06-24,64.3530822215924
2002-06-25,65.11706463961396
2002-06-26,65.50106405941165
2002-06-27,66.0383323205549
2002-06-28,66.62419554098184
2002-07-01,65.98106901133573
2002-07-02,64.56592371609513
2002-07-03,63.93435579722871
2002-07-04,64.59235233166612
2002-07-05,64.3549943640838
2002-07-08,65.3745378772239
2002-07-09,65.21465198350393
2002-07-10,63.908589788677055
2002-07-11,63.206944029437516
2002-07-12,62.836417759930534
2002-07-15,63.807828113482465
2002-07-16,63.23570795436096
2002-07-17,63.32741389715474
2002-07-18,63.939047905545614
2002-07-19,63.477181084091946
2002-07-22,62.123738923579836
2002-07-23,61.32932100369616
2002-07-24,59.61822449432965
2002-07-25,61.418617733014166
2002-07-26,60.34646606846955
2002-07-29,61.57980268059789
