Date,CZECHREPUBLIC
2021-12-20,1103.6402580213373
2021-12-21,1123.463689681168
2021-12-22,1143.5917068123251
2021-12-23,1152.343115581253
2021-12-24,1157.8953944012271
2021-12-27,1146.592683570653
2021-12-28,1155.2729768790057
2021-12-29,1160.2381532569664
2021-12-30,1162.4277733202223
2021-12-31,1168.3032417034387
2022-01-03,1142.5061074950654
2022-01-04,1167.0356948740541
2022-01-05,1166.113788016672
2022-01-06,1165.5666005109495
2022-01-07,1168.1057338699245
2022-01-10,1173.1488216990736
2022-01-11,1180.256732605888
2022-01-12,1205.065718067665
2022-01-13,1203.2803333395962
2022-01-14,1198.5710321214444
2022-01-17,1196.703671155459
2022-01-18,1190.2048807229746
2022-01-19,1192.3328617013453
2022-01-20,1190.6617890650489
2022-01-21,1181.2699583864567
2022-01-24,1142.4037519730632
2022-01-25,1152.1799524518824
2022-01-26,1165.7375418949614
2022-01-27,1154.447140292325
2022-01-28,1146.6036943805766
2022-01-31,1166.5147094403412
2022-02-01,1168.1042482359485
2022-02-02,1191.848071734472
2022-02-03,1210.1989916637465
2022-02-04,1219.0871567800812
2022-02-07,1230.4847889818984
2022-02-08,1243.8264595620042
2022-02-09,1263.0017532972115
2022-02-10,1254.1492544331495
2022-02-11,1241.0314571591707
2022-02-14,1209.0013041013426
2022-02-15,1229.0122886778995
2022-02-16,1233.8791131977725
2022-02-17,1224.405829892682
2022-02-18,1221.4212718575195
2022-02-21,1187.4460599239276
2022-02-22,1183.531480774391
2022-02-23,1201.5059817570989
2022-02-24,1096.8086948128555
2022-02-25,1166.9465447811594
2022-02-28,1132.7140367834027
2022-03-01,1130.192908406949
2022-03-02,1071.372245885594
2022-03-03,1084.4625468429977
2022-03-04,1018.8310067855418
2022-03-07,949.6791908066975
2022-03-08,981.0108111524064
2022-03-09,1043.4904558965916
2022-03-10,1042.5665114080489
2022-03-11,1050.9613670166916
2022-03-14,1084.2226153613174
2022-03-15,1071.2705238079752
2022-03-16,1103.7831634476586
2022-03-17,1129.0869125029296
2022-03-18,1120.5508555039646
2022-03-21,1128.8061711344117
2022-03-22,1133.9224824248884
2022-03-23,1130.142955920361
2022-03-24,1139.145623796614
2022-03-25,1136.618860450981
2022-03-28,1135.6980252797387
2022-03-29,1160.184848424522
2022-03-30,1186.361584530044
2022-03-31,1204.694628882356
2022-04-01,1211.1435723570166
2022-04-04,1215.2211471720416
2022-04-05,1211.8676540067622
2022-04-06,1188.8104609255677
2022-04-07,1202.6910832460364
2022-04-08,1219.0942244089977
2022-04-11,1210.9353708201986
2022-04-12,1218.6705716983533
2022-04-13,1232.473736227385
2022-04-14,1220.0841046156013
2022-04-15,1220.0841046156006
2022-04-18,1219.338984695636
2022-04-19,1199.5592684019052
2022-04-20,1215.2494540952282
2022-04-21,1230.1279831455106
2022-04-22,1220.9368719044303
2022-04-25,1194.3455171219207
2022-04-26,1197.6145785186322
2022-04-27,1182.8802218576034
2022-04-28,1193.816487195347
2022-04-29,1174.4737129626158
2022-05-02,1152.7720159022604
2022-05-03,1167.9916757002145
2022-05-04,1165.1534190154025
2022-05-05,1167.3977192514988
2022-05-06,1140.41262655167
2022-05-09,1147.5255283897054
2022-05-10,1146.8685509597296
2022-05-11,1130.7255741708082
2022-05-12,1120.7260018172783
2022-05-13,1147.604092245975
2022-05-16,1151.4370894294586
2022-05-17,1167.5772012018315
2022-05-18,1229.82813746538
2022-05-19,1250.010246758993
2022-05-20,1271.3618489665
2022-05-23,1248.0779755278033
2022-05-24,1222.1699619437647
2022-05-25,1219.2528886804037
2022-05-26,1222.4131499862624
2022-05-27,1219.9362738037123
2022-05-30,1239.491605756996
2022-05-31,1238.6781414447958
2022-06-01,1248.659016849001
2022-06-02,1276.7535872328485
2022-06-03,1265.8529554722913
2022-06-06,1268.8489776094586
2022-06-07,1280.9982781116332
2022-06-08,1309.5033009881731
2022-06-09,1310.8659517654517
2022-06-10,1268.472130557758
2022-06-13,1239.6696511184953
2022-06-14,1240.2550777955507
2022-06-15,1248.6024520390113
2022-06-16,1249.8055680878501
2022-06-17,1234.7292068689958
2022-06-20,1274.9811033331212
2022-06-21,1271.6951522057188
2022-06-22,1266.9839279314263
2022-06-23,1235.7979905134398
2022-06-24,1251.97200557525
2022-06-27,1165.1953621468938
2022-06-28,1200.5972969795405
2022-06-29,1200.8563636082397
2022-06-30,1160.357235087659
2022-07-01,1096.755615052161
2022-07-04,1079.1324503390429
2022-07-05,1059.8181042122949
2022-07-06,1053.9473510051964
2022-07-07,1103.4919075604053
2022-07-08,1107.967597519275
2022-07-11,1112.1777699011982
2022-07-12,1124.5237994554304
2022-07-13,1123.2910245957455
2022-07-14,1105.8860205453784
2022-07-15,1133.8782177903072
2022-07-18,1186.1154638881221
2022-07-19,1205.2849519496033
2022-07-20,1185.4949966012875
2022-07-21,1184.554812059989
2022-07-22,1177.382065190907
2022-07-25,1157.0673761398166
2022-07-26,1170.6125386645836
2022-07-27,1194.3428584828957
2022-07-28,1159.9120731128821
2022-07-29,1156.579997677575
2022-08-01,1103.179381487047
2022-08-02,1096.0533446815664
2022-08-03,1113.40933664182
2022-08-04,1129.8232380132822
2022-08-05,1121.632856569493
2022-08-08,1132.0161299062136
2022-08-09,1157.8501846725178
2022-08-10,1201.636172859384
2022-08-11,1189.6787200878168
2022-08-12,1188.186621351326
2022-08-15,1164.4190898350105
2022-08-16,1169.4487380148394
2022-08-17,1149.8924366210788
2022-08-18,1128.6254074550716
2022-08-19,1103.4483674149278
2022-08-22,1068.5127661791116
2022-08-23,1084.664608554364
2022-08-24,1063.5737089536044
2022-08-25,1061.0578395237224
2022-08-26,1071.4435511714082
2022-08-29,1044.155972525245
2022-08-30,1053.7450641706523
2022-08-31,1050.8342184254634
2022-09-01,1025.7794196324148
2022-09-02,1013.3241757123811
2022-09-05,971.0191396810136
2022-09-06,969.168082906587
2022-09-07,1014.1173449184781
2022-09-08,1026.0755394101388
2022-09-09,1030.6701018586614
2022-09-12,1055.2668707198118
2022-09-13,1070.2586838724355
2022-09-14,1075.3181580227158
2022-09-15,1078.648097231589
2022-09-16,1056.5789107152862
2022-09-19,1043.3614179858012
2022-09-20,1023.4410209127611
2022-09-21,994.2260533099688
2022-09-22,1006.1485017676137
2022-09-23,980.3240680292366
2022-09-26,953.6692127061821
2022-09-27,950.1237435348817
2022-09-28,951.3902982692966
2022-09-29,934.9181163967082
2022-09-30,938.1246566698296
2022-10-03,936.1730696941603
2022-10-04,1008.4106925790431
2022-10-05,987.1057893628151
2022-10-06,1017.496424790198
2022-10-07,972.0847292804544
2022-10-10,932.9429541670221
2022-10-11,902.4072637869953
2022-10-12,897.0228522886134
2022-10-13,876.0340519798908
2022-10-14,882.3580715451066
2022-10-17,882.7170193523366
2022-10-18,909.5192594821319
2022-10-19,871.4180741512664
2022-10-20,916.4787101873399
2022-10-21,927.7721980165352
2022-10-24,922.6280005900081
2022-10-25,922.5317114944611
2022-10-26,956.0519850666982
2022-10-27,956.3032323785403
2022-10-28,951.8460242348906
2022-10-31,943.9943723521147
2022-11-01,946.5853832271354
2022-11-02,947.8731052907284
2022-11-03,933.6605606586626
2022-11-04,957.6309854087449
2022-11-07,968.4714283247444
2022-11-08,981.3630554259474
2022-11-09,1001.3604136839779
2022-11-10,1014.8097022038775
2022-11-11,1045.4298079058442
2022-11-14,1038.0179645296523
2022-11-15,1025.0434425381834
2022-11-16,1017.5881984250549
2022-11-17,1009.8450683129909
2022-11-18,1013.8033378127371
2022-11-21,1005.4173837316953
2022-11-22,996.8444785946226
2022-11-23,998.6539533026777
2022-11-24,1013.9533716141011
2022-11-25,1011.0439368490715
2022-11-28,1011.6167805500572
2022-11-29,995.0297275879202
2022-11-30,989.3802160368182
2022-12-01,996.8790861177786
2022-12-02,976.1862715921602
2022-12-05,981.7076480671656
2022-12-06,956.8877894804167
2022-12-07,953.3171880861984
2022-12-08,946.5034376756676
