Date,SINGAPORE
1999-09-09,4341.6287973928975
1999-09-10,4325.6827267153385
1999-09-13,4368.074516993735
1999-09-14,4362.012922034517
1999-09-15,4322.735560642793
1999-09-16,4249.654093920164
1999-09-17,4346.777345254685
1999-09-20,4305.007116055174
1999-09-21,4283.762801355054
1999-09-22,4169.942197299306
1999-09-23,4137.413598552697
1999-09-24,4069.036382115
1999-09-27,4057.7319919734646
1999-09-28,4086.090042067446
1999-09-29,4125.10746411319
1999-09-30,4174.0870897369
1999-10-01,4241.955501542801
1999-10-04,4239.555781503469
1999-10-05,4317.931434377913
1999-10-06,4402.518456911782
1999-10-07,4442.6631030908575
1999-10-08,4429.111228512455
1999-10-11,4471.639179989204
1999-10-12,4460.317144654881
1999-10-13,4381.520572775033
1999-10-14,4432.29500771915
1999-10-15,4346.294432456223
1999-10-18,4218.038123394006
1999-10-19,4210.081843134431
1999-10-20,4293.27400532448
1999-10-21,4298.775614120892
1999-10-22,4314.482453683177
1999-10-25,4330.828473337322
1999-10-26,4312.20253246016
1999-10-27,4240.929462379982
1999-10-28,4288.466344785081
1999-10-29,4395.945360800208
1999-11-01,4433.708193930851
1999-11-02,4387.822131884241
1999-11-03,4443.684508427084
1999-11-04,4490.723372282624
1999-11-05,4453.605033745526
1999-11-08,4455.738871621724
1999-11-09,4474.45272430509
1999-11-10,4510.202644107737
1999-11-11,4545.7704833230855
1999-11-12,4612.339355477956
1999-11-15,4683.983707641393
1999-11-16,4686.576320530074
1999-11-17,4682.328960311216
1999-11-18,4628.716319669008
1999-11-19,4670.134849284081
1999-11-22,4652.554032652146
1999-11-23,4625.862275185106
1999-11-24,4564.8815361028555
1999-11-25,4617.382477239808
1999-11-26,4696.066580650493
1999-11-29,4640.0131700249
1999-11-30,4666.7373904579
1999-12-01,4622.156025485138
1999-12-02,4644.568404824152
1999-12-03,4663.399673961008
1999-12-06,4726.277454526629
1999-12-07,4859.747289742176
1999-12-08,4958.7164272088685
1999-12-09,4976.465501487759
1999-12-10,5001.745119935547
1999-12-13,5013.994732162548
1999-12-14,5010.7817101066785
1999-12-15,4923.414286897976
1999-12-16,4883.47109436653
1999-12-17,5033.214274080172
1999-12-20,5053.257223421478
1999-12-21,5053.839907480645
1999-12-22,5098.890179052846
1999-12-23,5124.344364482103
1999-12-24,5198.238033669196
1999-12-27,5190.662643483613
1999-12-28,5193.507184696027
1999-12-29,5230.765166346374
1999-12-30,5223.9030974781335
1999-12-31,5223.9030974781335
2000-01-03,5402.87352319933
2000-01-04,5322.602137832079
2000-01-05,5031.224477525515
2000-01-06,4918.250397666791
2000-01-07,5062.814346779849
2000-01-10,5094.885374785293
2000-01-11,5008.068067950553
2000-01-12,5087.3870579640525
2000-01-13,5001.6971061617
2000-01-14,4994.341809649362
2000-01-17,4882.287321840882
2000-01-18,4834.857776661941
2000-01-19,4700.653466841554
2000-01-20,4838.025193486599
2000-01-21,4715.207792572833
2000-01-24,4612.097061324764
2000-01-25,4569.897509400434
2000-01-26,4601.426746211894
2000-01-27,4719.202124915882
2000-01-28,4616.168493211968
2000-01-31,4528.242733168569
2000-02-01,4535.729557052668
2000-02-02,4621.910720653652
2000-02-03,4579.978857299434
2000-02-04,4601.018026998537
2000-02-07,4592.872231085266
2000-02-08,4529.2498705076605
2000-02-09,4485.13055302379
2000-02-10,4442.894742060867
2000-02-11,4396.497859536993
2000-02-14,4420.561399572041
2000-02-15,4340.739181226543
2000-02-16,4337.397851915698
2000-02-17,4367.022298019658
2000-02-18,4251.569042394433
2000-02-21,4122.805604208341
2000-02-22,4118.604817873711
2000-02-23,4181.0756594531385
2000-02-24,4139.498584901086
2000-02-25,4174.423317052885
2000-02-28,4110.2298700725
2000-02-29,4117.564039477153
2000-03-01,4126.926725377312
2000-03-02,4090.7872761629596
2000-03-03,4058.100734615032
2000-03-06,4062.2990076877813
2000-03-07,4028.884615027262
2000-03-08,4010.6031481066316
2000-03-09,4029.681240504028
2000-03-10,4058.7547324800657
2000-03-13,3964.304596953842
2000-03-14,3982.145326751946
2000-03-15,3922.353465258539
2000-03-16,3926.019843105961
2000-03-17,4082.5778371285214
2000-03-20,4032.504994946304
2000-03-21,4121.418336009784
2000-03-22,4195.559613851755
2000-03-23,4175.010163702042
2000-03-24,4163.797481439344
2000-03-27,4274.121457543865
2000-03-28,4247.926749973368
2000-03-29,4217.101095589463
2000-03-30,4083.630134642032
2000-03-31,4119.522446438111
2000-04-03,4007.6830519589266
2000-04-04,4008.300083930463
2000-04-05,4036.3198908629934
2000-04-06,4143.241800494552
2000-04-07,4186.25821488975
2000-04-10,4144.131835537886
2000-04-11,4152.140920476768
2000-04-12,4163.816200004393
2000-04-13,4268.948038861383
2000-04-14,4363.142607070106
2000-04-17,4034.7964352862737
2000-04-18,4080.811354363895
2000-04-19,4199.676860408661
2000-04-20,4258.5227144222645
2000-04-21,4258.5227144222645
2000-04-24,4197.408667741089
2000-04-25,4236.963351873468
2000-04-26,4300.293493397813
2000-04-27,4344.506927303156
2000-04-28,4370.725563221143
2000-05-01,4367.400439213467
2000-05-02,4312.457837979548
2000-05-03,4284.364125439836
2000-05-04,4233.913901278337
2000-05-05,4240.747460332117
2000-05-08,4149.796099501643
2000-05-09,4147.816225095454
2000-05-10,4064.1611776625546
2000-05-11,3967.8504167704227
2000-05-12,4007.304046831346
2000-05-15,3954.8670891531074
2000-05-16,4013.2670224415556
2000-05-17,3967.819131895969
2000-05-18,3967.819131895969
2000-05-19,3944.9403853992076
2000-05-22,3811.608413069745
2000-05-23,3758.4322160610177
2000-05-24,3724.0092723515995
2000-05-25,3686.9097047391742
2000-05-26,3654.0936778447654
2000-05-29,3669.182700041175
2000-05-30,3586.2201086160467
2000-05-31,3559.205266098274
2000-06-01,3606.623711037242
2000-06-02,3790.278621285868
2000-06-05,3914.1979566352916
2000-06-06,3978.6089316674193
2000-06-07,4030.9900739880554
2000-06-08,4079.608994172254
2000-06-09,4035.191881335324
2000-06-12,4027.5971704490325
2000-06-13,3962.4083408648107
2000-06-14,3992.623351151126
2000-06-15,4007.759575547233
2000-06-16,3962.8062216363082
2000-06-19,3901.254972107125
2000-06-20,3924.693626227259
2000-06-21,3996.99760491515
2000-06-22,4021.293098077944
2000-06-23,4016.9813878830137
2000-06-26,4011.7404514672967
2000-06-27,4036.4232749376506
2000-06-28,4070.3751914829163
2000-06-29,4037.1146575731605
2000-06-30,4044.3628786574536
2000-07-03,4126.619466325049
2000-07-04,4116.563442405441
2000-07-05,4113.73082645798
2000-07-06,4081.4367945066606
2000-07-07,4133.089475501089
2000-07-10,4124.332890025516
2000-07-11,4146.7191446382385
2000-07-12,4118.3462343087485
2000-07-13,4093.38502693025
2000-07-14,4079.107759433329
2000-07-17,4140.300906323877
2000-07-18,4148.759192802641
2000-07-19,4223.254883660162
2000-07-20,4216.255514218179
2000-07-21,4182.494734921543
2000-07-24,4146.712311441913
2000-07-25,4152.6407526762105
2000-07-26,4111.5390483906485
2000-07-27,4077.5382787384983
2000-07-28,4022.6461212675194
2000-07-31,4046.5488342322715
2000-08-01,4093.8821284379883
2000-08-02,4102.920360070837
2000-08-03,4055.9594149494383
2000-08-04,4070.7685005239205
2000-08-07,4053.631679534353
2000-08-08,4055.9809039464276
2000-08-09,4069.062812426394
2000-08-10,4159.8960524484955
2000-08-11,4184.965935255551
2000-08-14,4242.645290213396
2000-08-15,4256.078234658473
2000-08-16,4342.614196263374
2000-08-17,4387.24620946923
2000-08-18,4340.438586090361
2000-08-21,4392.260369302767
2000-08-22,4430.579864317477
2000-08-23,4384.563658039752
2000-08-24,4313.822344730731
2000-08-25,4287.896935907262
2000-08-28,4300.107168816916
2000-08-29,4248.429692888629
2000-08-30,4226.333906980976
2000-08-31,4191.677568272291
2000-09-01,4218.914352761509
2000-09-04,4274.097367078349
2000-09-05,4223.540703094464
2000-09-06,4194.70044071955
2000-09-07,4148.308412674714
2000-09-08,4130.515420861393
2000-09-11,4098.87031199356
2000-09-12,4028.9751919198015
2000-09-13,4010.368914425891
2000-09-14,4007.5813844907775
2000-09-15,3972.6109686265295
2000-09-18,3879.189410996838
2000-09-19,3888.3714668371445
2000-09-20,3843.989577159604
2000-09-21,3809.661568597404
2000-09-22,3704.612562373461
2000-09-25,3788.474705834919
2000-09-26,3818.714896537489
2000-09-27,3757.3086360207703
2000-09-28,3763.0661715323654
2000-09-29,3839.152062476293
2000-10-02,3776.9714477083153
2000-10-03,3802.279186583631
2000-10-04,3788.237524354456
2000-10-05,3837.2931682485896
2000-10-06,3772.2002752445646
2000-10-09,3635.615061177752
2000-10-10,3688.181061742112
2000-10-11,3577.375303863021
2000-10-12,3585.149754991672
2000-10-13,3605.4080109299584
2000-10-16,3617.5560109516914
2000-10-17,3480.578685308538
2000-10-18,3505.292868450344
2000-10-19,3628.4211368709707
2000-10-20,3695.270979959525
2000-10-23,3661.5896490297714
2000-10-24,3675.151078360135
2000-10-25,3711.398310725027
2000-10-26,3708.2252714169126
2000-10-27,3780.28922856468
2000-10-30,3768.6814374398773
2000-10-31,3831.810768400481
2000-11-01,3952.7450795826753
2000-11-02,3954.589260068111
2000-11-03,3989.8768308283447
2000-11-06,3891.4978829156503
2000-11-07,3899.3685719109003
2000-11-08,3872.169612015124
2000-11-09,3839.211328901512
2000-11-10,3812.364245713888
2000-11-13,3723.468254789366
2000-11-14,3791.1692922565676
2000-11-15,3759.644776211481
2000-11-16,3792.0119013069216
2000-11-17,3717.3852008456934
2000-11-20,3670.7088285024324
2000-11-21,3653.8620609398276
2000-11-22,3649.4806748573255
2000-11-23,3697.076473906661
2000-11-24,3781.756071047812
2000-11-27,3786.255371530484
2000-11-28,3764.530151766215
2000-11-29,3754.5020791625025
2000-11-30,3762.1012883697063
2000-12-01,3755.6454013217517
2000-12-04,3721.053042026622
2000-12-05,3774.481200322019
2000-12-06,3805.2800477865667
2000-12-07,3782.3823338891666
2000-12-08,3784.5822465908186
2000-12-11,3893.7787738528336
2000-12-12,3879.327138632865
2000-12-13,3917.248031034971
2000-12-14,3863.187566997179
2000-12-15,3780.3291888102053
2000-12-18,3853.3778024190533
2000-12-19,3851.309292199027
2000-12-20,3772.131792905128
2000-12-21,3710.4843934990067
2000-12-22,3739.4064716622947
2000-12-25,3739.4064716622947
2000-12-26,3728.297523382414
2000-12-27,3713.7800683591454
2000-12-28,3727.1198332736676
2000-12-29,3789.327672248391
2001-01-01,3789.327672248391
2001-01-02,3723.7633561463817
2001-01-03,3665.1888623875984
2001-01-04,3763.648425496359
2001-01-05,3883.112061070646
2001-01-08,3827.207993450008
2001-01-09,3868.3178656283494
2001-01-10,3829.949215075138
2001-01-11,3737.8784789165306
2001-01-12,3760.815750379163
2001-01-15,3776.7052580658133
2001-01-16,3747.9709521370487
2001-01-17,3730.923120355184
2001-01-18,3649.5450923712224
2001-01-19,3680.475289888135
2001-01-22,3681.081952132466
2001-01-23,3669.5500580456537
2001-01-24,3669.5500580456537
2001-01-25,3672.9235814269878
2001-01-26,3638.383483786148
2001-01-29,3693.2116106368157
2001-01-30,3738.786663275034
2001-01-31,3800.7269645082533
2001-02-01,3790.629413754063
2001-02-02,3768.7029583494195
2001-02-05,3719.874780529035
2001-02-06,3714.4441773816525
2001-02-07,3708.007894919065
2001-02-08,3793.2036943088265
2001-02-09,3779.6369624015606
2001-02-12,3818.176048653977
2001-02-13,3811.896915861909
2001-02-14,3769.4156033029703
2001-02-15,3776.6500807017505
2001-02-16,3773.029544175919
2001-02-19,3721.8873570125093
2001-02-20,3771.681714304068
2001-02-21,3741.2530763307122
2001-02-22,3706.918767689208
2001-02-23,3713.092208540663
2001-02-26,3758.468778876649
2001-02-27,3706.7497745226115
2001-02-28,3711.95573518705
2001-03-01,3651.981632158884
2001-03-02,3650.949421661595
2001-03-05,3618.232657281539
2001-03-06,3621.325163826224
2001-03-07,3622.605201999562
2001-03-08,3622.7753157258744
2001-03-09,3626.9288016112478
2001-03-12,3529.3490898876016
2001-03-13,3412.119785451875
2001-03-14,3391.9253644646556
2001-03-15,3382.652559029366
2001-03-16,3312.5938069998465
2001-03-19,3232.427520003539
2001-03-20,3235.066836789096
2001-03-21,3198.941254362669
2001-03-22,3111.159258538817
2001-03-23,3196.2225517903994
2001-03-26,3188.187192795393
2001-03-27,3109.9158135604544
2001-03-28,3056.1761058531824
2001-03-29,2999.3085120806777
2001-03-30,3086.1604589357153
2001-04-02,3013.294760090715
2001-04-03,3014.5253968380953
2001-04-04,2988.2047002036043
2001-04-05,3086.197510077698
2001-04-06,3065.9610891711322
2001-04-09,2902.210935959003
2001-04-10,2935.546152865784
2001-04-11,2952.539730575338
2001-04-12,2898.766011996363
2001-04-13,2898.766011996363
2001-04-16,2898.5604091103246
2001-04-17,2858.7896007589943
2001-04-18,2944.652411662024
2001-04-19,3001.136228695518
2001-04-20,3008.788326113873
2001-04-23,3075.8424459063363
2001-04-24,3054.585209727843
2001-04-25,3019.306041829902
2001-04-26,3018.0525065038755
2001-04-27,3055.31839770881
2001-04-30,3122.164796307953
2001-05-01,3135.0734159178255
2001-05-02,3138.4784225989865
2001-05-03,3128.607138469922
2001-05-04,3077.2270739415126
2001-05-07,3073.0128489703516
2001-05-08,3051.681952440111
2001-05-09,3010.7394890025
2001-05-10,3039.4029885415357
2001-05-11,3085.0403106465164
2001-05-14,3030.5304347072624
2001-05-15,3039.3618477653786
2001-05-16,3005.9701751768494
2001-05-17,3048.2332979315374
2001-05-18,3025.0754828351032
2001-05-21,3023.835139116397
2001-05-22,3040.4698862246755
2001-05-23,3049.760511755622
2001-05-24,3067.3835423100927
2001-05-25,3036.685916824193
2001-05-28,3015.2368299135173
2001-05-29,3048.649649261734
2001-05-30,3003.2107276554693
2001-05-31,2992.543846731066
2001-06-01,2980.2411423483977
2001-06-04,3003.7454153785443
2001-06-05,3025.9997315055316
2001-06-06,3024.4317139324194
2001-06-07,3045.3292831554318
2001-06-08,3098.5401651800585
2001-06-11,3054.1226924431326
2001-06-12,3029.96765890838
2001-06-13,3050.247371572957
2001-06-14,3042.1779070902094
2001-06-15,3077.5383335325896
2001-06-18,3073.855056413228
2001-06-19,3047.568385092466
2001-06-20,3011.505468641203
2001-06-21,2999.9147377319623
2001-06-22,3057.637897819568
2001-06-25,3026.9711032603454
2001-06-26,3031.6335645633453
2001-06-27,3002.5152277568613
2001-06-28,3016.83775514923
2001-06-29,3042.6576557105695
2001-07-02,2999.2929306575816
2001-07-03,2998.418561197587
2001-07-04,2982.887796308456
2001-07-05,2970.6034847619926
2001-07-06,2917.4064453653514
2001-07-09,2901.3479384234242
2001-07-10,2944.630768007259
2001-07-11,2916.8878823763907
2001-07-12,2932.8030593829094
2001-07-13,2884.0508796510917
2001-07-16,2885.4769517159953
2001-07-17,2853.29892843081
2001-07-18,2834.1352267679777
2001-07-19,2840.039008708204
2001-07-20,2875.71289373688
2001-07-23,2859.241641392988
2001-07-24,2871.835693194777
2001-07-25,2879.72901799356
2001-07-26,2907.7176595437977
2001-07-27,2923.5199385954284
2001-07-30,2959.9374231051647
2001-07-31,3005.3577661675404
2001-08-01,3016.649414817674
2001-08-02,3023.670821291207
2001-08-03,2991.82429293899
2001-08-06,3000.262185888651
2001-08-07,3013.1117564667925
2001-08-08,2989.503017339502
2001-08-09,2989.6713309964193
2001-08-10,3034.730686819037
2001-08-13,3006.4871245367926
2001-08-14,3045.943524915723
2001-08-15,3063.96894002258
2001-08-16,3052.696595498404
2001-08-17,3030.3731736663644
2001-08-20,3002.5820203120225
2001-08-21,3019.2700536916823
2001-08-22,3025.8195975971767
2001-08-23,3033.3592901560164
2001-08-24,3015.8012277746584
2001-08-27,3052.3235195567427
2001-08-28,3040.2209938847845
2001-08-29,3050.1688783127347
2001-08-30,3005.4616216414215
2001-08-31,3035.698380671099
2001-09-03,3031.6913954943534
2001-09-04,3032.198822602916
2001-09-05,3027.427520111713
2001-09-06,2984.879840700914
2001-09-07,2932.2440669647895
2001-09-10,2889.4672531722845
2001-09-11,2916.5920496434856
2001-09-12,2775.5001390994853
2001-09-13,2744.0968818726124
2001-09-14,2668.7658787265464
2001-09-17,2525.158590632036
2001-09-18,2492.4836540012457
2001-09-19,2507.370588323544
2001-09-20,2449.979214180911
2001-09-21,2287.35447526252
2001-09-24,2370.969679085625
2001-09-25,2338.9828882623638
2001-09-26,2327.429661067533
2001-09-27,2387.920104127688
2001-09-28,2415.3737510573883
2001-10-01,2433.4549494687253
2001-10-02,2446.028966153339
2001-10-03,2427.620268079193
2001-10-04,2521.842298486384
2001-10-05,2520.9928631535013
2001-10-08,2441.023848032584
2001-10-09,2496.7951034787884
2001-10-10,2449.4761832835666
2001-10-11,2505.3091185383496
2001-10-12,2538.358747115624
2001-10-15,2559.7158481663178
2001-10-16,2560.775901302376
2001-10-17,2584.771467675641
2001-10-18,2516.8991528581064
2001-10-19,2479.526596581581
2001-10-22,2475.495941702165
2001-10-23,2513.73897106099
2001-10-24,2538.7260800107847
2001-10-25,2520.991260170371
2001-10-26,2521.706929867152
2001-10-29,2479.5439721889115
2001-10-30,2473.830759166009
2001-10-31,2436.633748295147
2001-11-01,2406.8997157315002
2001-11-02,2395.6446549108823
2001-11-05,2395.7748636895044
2001-11-06,2389.8616377977287
2001-11-07,2380.3687150251108
2001-11-08,2393.5471940904376
2001-11-09,2455.0120409605825
2001-11-12,2470.7049214406807
2001-11-13,2450.64235894277
2001-11-14,2450.64235894277
2001-11-15,2568.413631020081
2001-11-16,2540.5054805862646
2001-11-19,2604.5270185253557
2001-11-20,2588.356704182754
2001-11-21,2616.281387960181
2001-11-22,2581.6945316045744
2001-11-23,2600.298970810884
2001-11-26,2632.7492101484268
2001-11-27,2678.0796738756544
2001-11-28,2642.169379269332
2001-11-29,2595.2957124485656
2001-11-30,2622.197133868034
2001-12-03,2651.307159258635
2001-12-04,2751.3731324166893
2001-12-05,2848.5065188486
2001-12-06,2914.953853133754
2001-12-07,2937.6753976602135
2001-12-10,2914.6631013646315
2001-12-11,2889.205572877086
2001-12-12,2888.6242988426707
2001-12-13,2843.7480476999062
2001-12-14,2809.7704907537295
2001-12-17,2807.3365260624037
2001-12-18,2848.1125499988775
2001-12-19,2884.4309462921146
2001-12-20,2867.2827732017863
2001-12-21,2833.9335394295886
2001-12-24,2840.3612702130695
2001-12-25,2840.361270213069
2001-12-26,2830.563349350258
2001-12-27,2868.3829611100623
2001-12-28,2897.573040233957
2001-12-31,2901.934811816858
2002-01-01,2901.934811816858
2002-01-02,2903.8384762089827
2002-01-03,2969.5674581870376
2002-01-04,3029.9736098305348
2002-01-07,3064.2368227051343
2002-01-08,3076.5829767734594
2002-01-09,3044.0047134592864
2002-01-10,3084.654235464711
2002-01-11,3081.972947886657
2002-01-14,3136.110434478738
2002-01-15,3081.6105703459984
2002-01-16,3033.1922740859723
2002-01-17,2999.9770866339345
2002-01-18,3006.0093655581827
2002-01-21,3029.347207842668
2002-01-22,3000.7369628874494
2002-01-23,3010.6029753205994
2002-01-24,3007.8512120000723
2002-01-25,3151.618161204721
2002-01-28,3230.846400877866
2002-01-29,3226.755164918549
2002-01-30,3197.8193474208115
2002-01-31,3255.996100354469
2002-02-01,3245.12721924583
2002-02-04,3206.846041899113
2002-02-05,3146.5758919056575
2002-02-06,3189.1130576239434
2002-02-07,3134.820760396316
2002-02-08,3161.5005086005126
2002-02-11,3170.0049349210594
2002-02-12,3172.765401839178
2002-02-13,3173.801822052638
2002-02-14,3256.5516679535485
2002-02-15,3244.410414648015
2002-02-18,3222.8872443223017
2002-02-19,3185.778747540344
2002-02-20,3163.3756698306283
2002-02-21,3158.175238553818
2002-02-22,3079.6632733455112
2002-02-25,3037.269835245688
2002-02-26,3057.8547382683037
2002-02-27,3094.001343343362
2002-02-28,3130.9068204912546
2002-03-01,3136.8546423309094
2002-03-04,3320.7476320252044
2002-03-05,3333.7858092643282
2002-03-06,3318.3131764848936
2002-03-07,3324.6848047336493
2002-03-08,3323.4806135666686
2002-03-11,3333.608446455251
2002-03-12,3287.9277062523934
2002-03-13,3283.2153635553937
2002-03-14,3284.851340037221
2002-03-15,3291.170664833621
2002-03-18,3297.4777666743616
2002-03-19,3342.0945627378132
2002-03-20,3328.0964391646785
2002-03-21,3306.4160299175164
2002-03-22,3309.910992834258
2002-03-25,3291.6891446697264
2002-03-26,3262.5575095842937
2002-03-27,3279.03754238681
2002-03-28,3289.075901838044
2002-03-29,3289.075901838044
2002-04-01,3255.9566212881255
2002-04-02,3265.7768440836567
2002-04-03,3245.4798088237453
2002-04-04,3239.508217579902
2002-04-05,3251.3797413500993
2002-04-08,3217.6327566348646
2002-04-09,3191.070974295736
2002-04-10,3121.7212413732764
2002-04-11,3164.1740776603347
2002-04-12,3189.4188800887982
2002-04-15,3200.459685097773
2002-04-16,3231.233855426629
2002-04-17,3247.755548226864
2002-04-18,3211.6359617735184
2002-04-19,3183.40120076788
2002-04-22,3190.760407298267
2002-04-23,3212.1750302291202
2002-04-24,3201.969471897498
2002-04-25,3198.429150664821
2002-04-26,3223.261214401879
2002-04-29,3179.5679367444636
2002-04-30,3193.923352155355
2002-05-01,3197.352054478592
2002-05-02,3215.45680192548
2002-05-03,3242.264830905612
2002-05-06,3202.445812032343
2002-05-07,3187.837585447778
2002-05-08,3217.4725468849956
2002-05-09,3210.2797550869204
2002-05-10,3220.959954356408
2002-05-13,3221.49341042721
2002-05-14,3227.968821752074
2002-05-15,3246.4179572161315
2002-05-16,3229.283749861621
2002-05-17,3250.249332662708
2002-05-20,3240.2124913005014
2002-05-21,3253.95885636535
2002-05-22,3266.177891454002
2002-05-23,3208.9841189751223
2002-05-24,3230.766563490956
2002-05-27,3233.0971399676855
2002-05-28,3210.325781505649
2002-05-29,3165.0096760583633
2002-05-30,3175.8742349146037
2002-05-31,3133.772633411685
2002-06-03,3140.237876633772
2002-06-04,3091.118382320483
2002-06-05,3082.1544797628535
2002-06-06,3079.211394957974
2002-06-07,3087.5845985159467
2002-06-10,3112.624865735403
2002-06-11,3098.291443629255
2002-06-12,3079.7568810889193
2002-06-13,3080.1498621001538
2002-06-14,3008.7021553549343
2002-06-17,2989.613527820829
2002-06-18,2986.860929478598
2002-06-19,2925.087191866231
