Date,PORTUGAL
1999-09-21,164.7658316081052
1999-09-22,162.86538482937274
1999-09-23,163.49236115069735
1999-09-24,164.36041497591967
1999-09-27,165.98871270350648
1999-09-28,165.84915233483406
1999-09-29,166.7998823029473
1999-09-30,167.8017497346623
1999-10-01,170.06966541468378
1999-10-04,173.3035852424993
1999-10-05,173.01203048828498
1999-10-06,173.00791349789395
1999-10-07,172.48062730647732
1999-10-08,170.71939625677794
1999-10-11,170.21215729643347
1999-10-12,171.09556627089043
1999-10-13,170.25966358696712
1999-10-14,170.46116774046445
1999-10-15,170.18982838485715
1999-10-18,168.52422860666206
1999-10-19,168.9829730326876
1999-10-20,168.98963952595324
1999-10-21,170.21659193661264
1999-10-22,170.53264724735993
1999-10-25,170.72125648037368
1999-10-26,171.42240298915195
1999-10-27,169.66275811225074
1999-10-28,169.70128923916337
1999-10-29,170.70908405744743
1999-11-01,170.41676528282773
1999-11-02,170.17143583928257
1999-11-03,168.0318859680805
1999-11-04,168.9224576338381
1999-11-05,168.5154548288544
1999-11-08,166.40711768258384
1999-11-09,166.0066235840429
1999-11-10,166.87515076973375
1999-11-11,166.84056223725014
1999-11-12,167.36164283901527
1999-11-15,169.30882773559114
1999-11-16,169.59881085000413
1999-11-17,170.3311513984323
1999-11-18,169.73950479243024
1999-11-19,171.0406170098313
1999-11-22,172.86014821443305
1999-11-23,171.56884784604264
1999-11-24,172.60442975428836
1999-11-25,175.51151493998475
1999-11-26,174.53581105486992
1999-11-29,172.78859604255334
1999-11-30,172.03194594269354
1999-12-01,172.19423176614188
1999-12-02,173.3585594172673
1999-12-03,174.55165409756998
1999-12-06,180.08453831508842
1999-12-07,182.64389040920705
1999-12-08,182.9831860580469
1999-12-09,187.88004404949305
1999-12-10,188.50863560960948
1999-12-13,185.1492420393461
1999-12-14,183.04229383234517
1999-12-15,179.58923509743593
1999-12-16,181.40542994119127
1999-12-17,181.26201209992848
1999-12-20,181.72098905390354
1999-12-21,182.0815049542749
1999-12-22,184.35125386804083
1999-12-23,191.35033476637193
1999-12-24,191.35033476637193
1999-12-27,189.472908254637
1999-12-28,187.68905348113964
1999-12-29,188.1241942441516
1999-12-30,189.48816790132096
1999-12-31,189.48816790132096
2000-01-03,189.6046457187237
2000-01-04,183.80654053726843
2000-01-05,178.89044293414602
2000-01-06,184.65002736940073
2000-01-07,187.6803253784649
2000-01-10,190.5357602933853
2000-01-11,191.09208964091917
2000-01-12,190.6347652962993
2000-01-13,193.9071020631951
2000-01-14,195.02337739833408
2000-01-17,197.24839790010554
2000-01-18,198.24383344264683
2000-01-19,195.28741288495712
2000-01-20,192.09513216923594
2000-01-21,190.88416813124496
2000-01-24,193.67908141888861
2000-01-25,193.99122112505822
2000-01-26,194.67275846881202
2000-01-27,193.5325929630074
2000-01-28,190.27110819246766
2000-01-31,187.14925022715735
2000-02-01,187.32130637676823
2000-02-02,187.22506679553896
2000-02-03,192.07110082088673
2000-02-04,196.70222711736415
2000-02-07,199.2563701701862
2000-02-08,204.9126831298826
2000-02-09,202.9404454228937
2000-02-10,203.4010043973821
2000-02-11,206.10508022633687
2000-02-14,202.9448530732216
2000-02-15,199.300251516079
2000-02-16,199.2134106315216
2000-02-17,203.2955405154431
2000-02-18,205.41466322151268
2000-02-21,203.28076253379731
2000-02-22,207.9222550093078
2000-02-23,214.38434582661674
2000-02-24,212.69404825836008
2000-02-25,211.97119360458487
2000-02-28,210.71953509929426
2000-02-29,208.39762103143565
2000-03-01,207.61531603986518
2000-03-02,210.05578199139012
2000-03-03,214.34658702467914
2000-03-06,212.82659749412753
2000-03-07,211.98522832724927
2000-03-08,207.32382356992304
2000-03-09,207.70593757974385
2000-03-10,205.45560682590104
2000-03-13,202.96721520307645
2000-03-14,204.51251913798419
2000-03-15,200.6939202380811
2000-03-16,201.7839614377781
2000-03-17,200.24890741792868
2000-03-20,201.43045874645412
2000-03-21,201.83114800238124
2000-03-22,194.17649814951037
2000-03-23,193.08513237095838
2000-03-24,199.32103992999006
2000-03-27,197.98971361215476
2000-03-28,197.51280709236167
2000-03-29,192.78927792582124
2000-03-30,190.20827997097788
2000-03-31,192.25355221552434
2000-04-03,188.35047508112189
2000-04-04,185.36655394112253
2000-04-05,187.81301163963113
2000-04-06,191.572733217043
2000-04-07,193.71377583463496
2000-04-10,192.4316499395366
2000-04-11,187.1721417733257
2000-04-12,184.18663653667062
2000-04-13,183.55030926994948
2000-04-14,177.94539952008273
2000-04-17,177.6720629154809
2000-04-18,179.70224575702068
2000-04-19,176.84052843517983
2000-04-20,176.9156058968649
2000-04-21,176.9156058968649
2000-04-24,176.9438663472951
2000-04-25,174.63714341342106
2000-04-26,176.49115103881653
2000-04-27,173.68114211973898
2000-04-28,176.65338911098948
2000-05-01,176.1008840177674
2000-05-02,179.25671390126678
2000-05-03,173.6720818342793
2000-05-04,172.41349939406476
2000-05-05,173.6409147844807
2000-05-08,172.6587561726257
2000-05-09,172.32595884951655
2000-05-10,169.35729943234358
2000-05-11,169.70785400145107
2000-05-12,170.92753576140476
2000-05-15,170.2919662866618
2000-05-16,171.5152273161234
2000-05-17,167.01201215327842
2000-05-18,169.05065527512258
2000-05-19,166.73649559915032
2000-05-22,167.0307036633595
2000-05-23,169.61894320291495
2000-05-24,167.36292797116454
2000-05-25,168.713529195097
2000-05-26,172.2453027931866
2000-05-29,174.49856921239146
2000-05-30,177.48961567312813
2000-05-31,177.80687099418606
2000-06-01,181.80263543016113
2000-06-02,185.21851668300647
2000-06-05,181.92892094428973
2000-06-06,185.6058521909783
2000-06-07,185.01838901192434
2000-06-08,184.81695337112643
2000-06-09,188.2574265307706
2000-06-12,189.65404545113162
2000-06-13,192.07930573567515
2000-06-14,194.29993312011558
2000-06-15,193.2363523553828
2000-06-16,195.79464354073198
2000-06-19,193.7036899348267
2000-06-20,191.4450608397872
2000-06-21,188.19224603993482
2000-06-22,186.8595473919692
2000-06-23,182.85231019305866
2000-06-26,180.5134028996071
2000-06-27,181.5401321366337
2000-06-28,185.2914577941558
2000-06-29,183.8826830600078
2000-06-30,187.9209565117453
2000-07-03,187.37893053167417
2000-07-04,188.11977923254918
2000-07-05,188.3608979212452
2000-07-06,188.06337870932578
2000-07-07,183.33041182621878
2000-07-10,186.8463635413704
2000-07-11,186.62614271968846
2000-07-12,187.17730146498621
2000-07-13,185.84158395536497
2000-07-14,187.50543599638755
2000-07-17,189.3466756811493
2000-07-18,187.20487028361376
2000-07-19,185.57523833878318
2000-07-20,187.7930888076435
2000-07-21,188.36947634714585
2000-07-24,190.43280736471914
2000-07-25,188.86581611207487
2000-07-26,188.8510120031831
2000-07-27,189.1654782895311
2000-07-28,183.05389454613726
2000-07-31,183.5701708802711
2000-08-01,185.21476494279514
2000-08-02,183.9222945719022
2000-08-03,179.32359319624723
2000-08-04,180.82176678217166
2000-08-07,179.8510334435031
2000-08-08,176.18505863774365
2000-08-09,178.15910161913385
2000-08-10,180.746043487648
2000-08-11,179.24209598917918
2000-08-14,180.44785711909276
2000-08-15,182.2741918269515
2000-08-16,180.01196714073436
2000-08-17,178.4974160105979
2000-08-18,178.45337932896376
2000-08-21,179.56310933715886
2000-08-22,176.78017689622803
2000-08-23,174.54519207725028
2000-08-24,176.85114895846039
2000-08-25,177.9595961662292
2000-08-28,177.81831834211803
2000-08-29,176.8934256931744
2000-08-30,176.2236439735651
2000-08-31,176.80395204786757
2000-09-01,180.74980163635075
2000-09-04,182.62594971936676
2000-09-05,178.75019351640688
2000-09-06,175.53537150382095
2000-09-07,175.11830334965
2000-09-08,174.11024905126854
2000-09-11,173.62888833040628
2000-09-12,172.54713787689403
2000-09-13,172.9953146784388
2000-09-14,174.11959218471787
2000-09-15,173.21683086127612
2000-09-18,171.02128253702995
2000-09-19,170.4170914409169
2000-09-20,168.45395654757326
2000-09-21,167.557197633766
2000-09-22,174.58069468907553
2000-09-25,173.8689091278063
2000-09-26,173.52302278106043
2000-09-27,173.5295206351028
2000-09-28,174.13940074460095
2000-09-29,173.93340898836294
2000-10-02,174.47188456033442
2000-10-03,173.93572716635722
2000-10-04,172.62476089622268
2000-10-05,171.9621887731678
2000-10-06,170.73325701329725
2000-10-09,167.4154351571428
2000-10-10,168.25099281551425
2000-10-11,166.7334386666878
2000-10-12,163.58067651502225
2000-10-13,162.1560486613599
2000-10-16,160.87772502779657
2000-10-17,158.81964903131893
2000-10-18,155.50143067753143
2000-10-19,154.69707012248415
2000-10-20,152.77277026144455
2000-10-23,152.20054991579025
2000-10-24,155.90764123894422
2000-10-25,153.94654047053731
2000-10-26,151.31585106814597
2000-10-27,154.9687045678463
2000-10-30,154.88862033310676
2000-10-31,156.85167830732433
2000-11-01,158.70221722081325
2000-11-02,159.67477273720942
2000-11-03,161.36663095168552
2000-11-06,159.92731253591683
2000-11-07,158.06126590266007
2000-11-08,157.15073573950735
2000-11-09,157.61372850917627
2000-11-10,156.2079274342088
2000-11-13,152.54506958306428
2000-11-14,155.27947250737532
2000-11-15,155.1134573085435
2000-11-16,153.26901076867676
2000-11-17,152.7678598354729
2000-11-20,151.261705847711
2000-11-21,152.5532902703021
2000-11-22,151.44442189607378
2000-11-23,151.9837879196688
2000-11-24,154.34774906722706
2000-11-27,155.16897763813265
2000-11-28,156.761134979024
2000-11-29,157.34540857187437
2000-11-30,157.66626555561132
2000-12-01,158.1100132300642
2000-12-04,160.70944204822067
2000-12-05,161.08143606581132
2000-12-06,161.13475552057113
2000-12-07,162.46363929470397
2000-12-08,162.15322829520858
2000-12-11,162.91053400172706
2000-12-12,161.71910074296528
2000-12-13,162.71396974550504
2000-12-14,162.73642317420345
2000-12-15,163.0278580655772
2000-12-18,162.3006403970436
2000-12-19,163.58015090682042
2000-12-20,162.9907153026763
2000-12-21,165.02789368162544
2000-12-22,166.64310449267657
2000-12-25,166.64310449267657
2000-12-26,167.61757280634862
2000-12-27,168.3243417178793
2000-12-28,166.37627786434544
2000-12-29,170.084716485891
2001-01-01,170.084716485891
2001-01-02,172.00831066867897
2001-01-03,171.0144088194632
2001-01-04,173.88826267424523
2001-01-05,174.6048637760425
2001-01-08,173.15343835397414
2001-01-09,171.93991095316363
2001-01-10,173.36814011260756
2001-01-11,177.87517830440993
2001-01-12,179.68297967686283
2001-01-15,180.31332763345506
2001-01-16,177.05707453700754
2001-01-17,178.17853695244114
2001-01-18,180.53727098477168
2001-01-19,177.65292689988942
2001-01-22,177.62155089647433
2001-01-23,177.30987598173414
2001-01-24,176.16577083060736
2001-01-25,176.61915534892265
2001-01-26,177.65153192813233
2001-01-29,176.59038266761425
2001-01-30,179.40938258623186
2001-01-31,180.7761715418976
2001-02-01,182.554597411338
2001-02-02,180.63063621384552
2001-02-05,179.90970663824984
2001-02-06,180.49586045400986
2001-02-07,179.4548908705534
2001-02-08,174.944775261449
2001-02-09,173.1435028222971
2001-02-12,175.62660427585746
2001-02-13,174.30387063088605
2001-02-14,172.61346438125145
2001-02-15,169.91700441198887
2001-02-16,169.8194643049534
2001-02-19,169.04514739468547
2001-02-20,168.35137000682738
2001-02-21,167.91603060464098
2001-02-22,165.9427256702178
2001-02-23,165.14896761127704
2001-02-26,166.3107481568618
2001-02-27,167.95621260298034
2001-02-28,169.7167178598558
2001-03-01,171.4784866573212
2001-03-02,171.71879536358418
2001-03-05,172.56398175711448
2001-03-06,173.37234358013504
2001-03-07,173.6807373774446
2001-03-08,174.07466919620796
2001-03-09,171.5641306169076
2001-03-12,169.5003530150684
2001-03-13,168.3483988493954
2001-03-14,164.45727309558487
2001-03-15,164.0591032038505
2001-03-16,159.0932066414455
2001-03-19,158.00423354659165
2001-03-20,159.22195937446907
2001-03-21,156.1354420759521
2001-03-22,148.48581755194047
2001-03-23,153.4873604105108
2001-03-26,154.95647841898457
2001-03-27,155.28915454272885
2001-03-28,154.98684716521933
2001-03-29,154.3902219077974
2001-03-30,154.25953521693785
2001-04-02,153.18298108026738
2001-04-03,151.6936020027122
2001-04-04,156.93090235537204
2001-04-05,158.6491373195791
2001-04-06,158.48165796717706
2001-04-09,160.51641854650478
2001-04-10,159.94816872233295
2001-04-11,158.64308107047287
2001-04-12,159.38113810533414
2001-04-13,159.38113810533414
2001-04-16,157.74888401874415
2001-04-17,157.73069976708308
2001-04-18,158.17120533335415
2001-04-19,159.48201000276794
2001-04-20,159.9114386990277
2001-04-23,154.5168382320762
2001-04-24,153.54565926842415
2001-04-25,154.11253366075596
2001-04-26,155.57597995003343
2001-04-27,153.47055710994255
2001-04-30,154.70476842147283
2001-05-01,155.5249279292061
2001-05-02,155.00003785148834
2001-05-03,154.01139763211432
2001-05-04,155.68488637517822
2001-05-07,154.91269417585028
2001-05-08,153.4485811948098
2001-05-09,152.48907222917674
2001-05-10,153.421019089528
2001-05-11,151.65221603018702
2001-05-14,150.62926136133385
2001-05-15,153.49609194631404
2001-05-16,153.67196966291965
2001-05-17,152.78858734137265
2001-05-18,150.62310244021154
2001-05-21,148.11460171817095
2001-05-22,144.34339616201598
2001-05-23,142.0792893509969
2001-05-24,141.1132920463104
2001-05-25,142.08384025543518
2001-05-28,143.43903610589913
2001-05-29,141.60790882362522
2001-05-30,142.12903845970092
2001-05-31,139.58802162202247
2001-06-01,139.1853805015925
2001-06-04,139.20081213358617
2001-06-05,139.3248039610052
2001-06-06,138.6377729722829
2001-06-07,137.78459757437614
2001-06-08,137.41422817786975
2001-06-11,134.2947653518994
2001-06-12,133.04199937878786
2001-06-13,134.80767229275725
2001-06-14,135.96339279509095
2001-06-15,133.9518316892907
2001-06-18,130.4018247386886
2001-06-19,129.23488373920648
2001-06-20,125.51746125636886
2001-06-21,125.8496242165069
2001-06-22,128.3775714129779
2001-06-25,131.3427674287472
2001-06-26,129.6076619688005
2001-06-27,128.65365846971494
2001-06-28,129.33439440844256
2001-06-29,129.87375081562254
2001-07-02,130.01170582897865
2001-07-03,132.03137794400175
2001-07-04,132.16748716012515
2001-07-05,130.68315131881008
2001-07-06,128.7729414194985
2001-07-09,128.14769343786566
2001-07-10,129.4846171857024
2001-07-11,127.49016717377819
2001-07-12,126.28976537904337
2001-07-13,126.43911954135744
2001-07-16,127.16821763795329
2001-07-17,126.57274758529485
2001-07-18,129.84036441616627
2001-07-19,132.40076806697255
2001-07-20,131.64784989200527
2001-07-23,130.18394578411278
2001-07-24,131.46267582014383
2001-07-25,131.99927621063182
2001-07-26,132.53629438631748
2001-07-27,133.0203348955515
2001-07-30,134.13434526456905
2001-07-31,134.67741144197905
2001-08-01,134.48506825658188
2001-08-02,134.1344720931921
2001-08-03,134.46790387398113
2001-08-06,134.49221289134388
2001-08-07,133.51119857891848
2001-08-08,132.32560865988532
2001-08-09,132.44557449798563
2001-08-10,132.87434196333447
2001-08-13,133.63508227221487
2001-08-14,135.15766723265833
2001-08-15,137.22102809859035
2001-08-16,135.7282485244199
2001-08-17,134.33441283916923
2001-08-20,133.22193207146486
2001-08-21,133.4380427372397
2001-08-22,132.67233104364425
2001-08-23,132.73417448397845
2001-08-24,132.9557934130793
2001-08-27,132.07028067075615
2001-08-28,130.30252080627287
2001-08-29,131.6169417726605
2001-08-30,130.18827917004893
2001-08-31,130.0572856219066
2001-09-03,128.76765162839175
2001-09-04,127.763313986867
2001-09-05,128.01970734943168
2001-09-06,126.9902153903073
2001-09-07,126.8938583126221
2001-09-10,125.6307563194792
2001-09-11,121.14232740062197
2001-09-12,117.6138800593476
2001-09-13,119.16192976915961
2001-09-14,115.65709800956856
2001-09-17,115.82794165185776
2001-09-18,119.13604835254736
2001-09-19,122.17852854619352
2001-09-20,119.74300060465032
2001-09-21,120.08696364428377
2001-09-24,123.14372609171576
2001-09-25,126.72702280296583
2001-09-26,128.38193083009983
2001-09-27,129.50822186702595
2001-09-28,129.646090736673
2001-10-01,130.23258121589873
2001-10-02,128.96065902730643
2001-10-03,129.05210709808765
2001-10-04,129.77645306998267
2001-10-05,130.5650869411514
2001-10-08,129.01226455729733
2001-10-09,130.23545131548295
2001-10-10,132.304836364842
2001-10-11,131.156956376847
2001-10-12,131.18059650091317
2001-10-15,129.93447421800636
2001-10-16,132.13206749442563
2001-10-17,134.15652019942928
2001-10-18,133.78547779045263
2001-10-19,130.95255468068385
2001-10-22,132.94123308393355
2001-10-23,135.11869197446958
2001-10-24,136.4434097887146
2001-10-25,135.40731650945528
2001-10-26,133.73940938857163
2001-10-29,134.90736054847227
2001-10-30,133.77108733624635
2001-10-31,134.1792647603071
2001-11-01,135.0358549372492
2001-11-02,135.08136227564137
2001-11-05,135.66626830686033
2001-11-06,136.23955660817893
2001-11-07,137.51676117025676
2001-11-08,137.23543758988552
2001-11-09,136.46020156692055
2001-11-12,137.0881714620484
2001-11-13,136.16578842233432
2001-11-14,136.32051536598843
2001-11-15,134.15921160476864
2001-11-16,133.90700370058525
2001-11-19,133.7024976028378
2001-11-20,132.98182840959885
2001-11-21,130.7601592905726
2001-11-22,131.76263082408514
2001-11-23,130.89834995649542
2001-11-26,130.10878793523042
2001-11-27,130.7798274814356
2001-11-28,129.53428588513472
2001-11-29,130.97593918582044
2001-11-30,132.91215375280507
2001-12-03,130.20460814827928
2001-12-04,131.20472254414534
2001-12-05,131.8419158015128
2001-12-06,135.1709990856996
2001-12-07,134.69040016191522
2001-12-10,132.94720913751897
2001-12-11,134.40255720399432
2001-12-12,135.25686139051993
2001-12-13,134.67846995446786
2001-12-14,134.04591055294682
2001-12-17,133.791893847588
2001-12-18,133.11330460825965
2001-12-19,130.8872336364905
2001-12-20,130.42437911095422
2001-12-21,129.26052632013702
2001-12-24,127.97076290852056
2001-12-25,127.97076290852056
2001-12-26,128.08006489255584
2001-12-27,131.32112852326074
2001-12-28,131.46627827160893
2001-12-31,132.74843975169037
2002-01-01,132.74843975169037
2002-01-02,134.35992647368457
2002-01-03,136.40201783978208
2002-01-04,136.07646053828498
2002-01-07,133.7008980600022
2002-01-08,132.56979718177053
2002-01-09,130.3759183732492
2002-01-10,130.18544806384955
2002-01-11,130.0659326264913
2002-01-14,129.41845676681868
2002-01-15,131.2033411887565
2002-01-16,130.1103298370569
2002-01-17,131.34205780145936
2002-01-18,132.34662656529494
2002-01-21,131.53826538047682
2002-01-22,131.50117289349535
2002-01-23,129.5157456889825
2002-01-24,127.97137589930685
2002-01-25,126.01350861166635
2002-01-28,127.72400536274479
2002-01-29,125.78244876686783
2002-01-30,124.26353042544447
2002-01-31,124.11265230588417
2002-02-01,124.57359240992726
2002-02-04,123.57960719355326
2002-02-05,123.52814044337096
2002-02-06,124.34653629081828
2002-02-07,123.47095465266806
2002-02-08,123.29368832294425
2002-02-11,124.07752625334273
2002-02-12,123.90080784872053
2002-02-13,122.02284161558691
2002-02-14,123.09084362570621
2002-02-15,121.92565378867388
2002-02-18,121.34339809189032
2002-02-19,119.32859075183063
2002-02-20,118.73441168479185
2002-02-21,117.58219656250968
2002-02-22,118.34304241153883
2002-02-25,117.4377093400722
2002-02-26,119.4641366952653
2002-02-27,120.20121854975203
2002-02-28,121.51074340825761
2002-03-01,122.63266553234854
2002-03-04,125.10723338114887
2002-03-05,125.62234837429313
2002-03-06,126.35766869230436
2002-03-07,128.37759201620779
2002-03-08,129.55037598086858
2002-03-11,129.8755486869874
2002-03-12,129.19097301640636
2002-03-13,128.52948986175596
2002-03-14,129.960239439534
2002-03-15,130.87781334516586
2002-03-18,131.52617541550256
2002-03-19,131.2773746094293
2002-03-20,129.8618137094357
2002-03-21,128.36362543168553
2002-03-22,129.718376591137
2002-03-25,128.4356914707924
2002-03-26,128.17474259599766
2002-03-27,127.93557316652297
2002-03-28,127.58708686049309
2002-03-29,127.58708686049309
2002-04-01,128.63276277871012
2002-04-02,127.34726039472847
2002-04-03,126.75047306565631
2002-04-04,127.33702416988065
2002-04-05,126.64975183597298
2002-04-08,125.84727354393944
2002-04-09,127.59486740280792
2002-04-10,127.49599052771667
2002-04-11,127.62553864560127
2002-04-12,126.54788942732998
2002-04-15,127.00741484886407
2002-04-16,128.2787749544192
2002-04-17,129.39297935759274
2002-04-18,130.06427359518165
2002-04-19,130.10230710769895
2002-04-22,129.9290508155662
2002-04-23,129.27391743226787
2002-04-24,129.07035406473912
2002-04-25,130.02535892665313
2002-04-26,129.28911101246723
2002-04-29,129.5509028833758
2002-04-30,128.66604979518695
2002-05-01,129.39426736699417
2002-05-02,124.33354265386826
2002-05-03,126.62407310478237
2002-05-06,126.17535888174015
2002-05-07,124.7581749551475
2002-05-08,127.10160690100892
2002-05-09,126.6172174494593
2002-05-10,126.57459907311771
2002-05-13,125.70812771801651
2002-05-14,125.21582883706888
2002-05-15,125.94773502613818
2002-05-16,126.44399779457608
2002-05-17,128.48868136585088
2002-05-20,128.50027544595144
2002-05-21,128.61949863055273
2002-05-22,129.66632720907253
2002-05-23,129.28961598162698
2002-05-24,130.25294432473663
2002-05-27,129.82806706422568
2002-05-28,131.74797532007017
2002-05-29,132.21224037428115
2002-05-30,132.99942906073426
2002-05-31,129.9701112136305
2002-06-03,131.1039704709557
2002-06-04,130.07931370001077
2002-06-05,130.19591422002685
2002-06-06,129.29217983310176
2002-06-07,128.05355115108162
2002-06-10,127.93838898795576
2002-06-11,128.09101390874952
2002-06-12,127.06861447716327
2002-06-13,125.05094205468103
2002-06-14,122.99193565276686
2002-06-17,124.37339417053926
2002-06-18,125.60486126005623
2002-06-19,126.5058842238406
2002-06-20,127.60183341330264
2002-06-21,127.58921784996778
2002-06-24,127.19034155522138
2002-06-25,127.86297160119165
2002-06-26,127.99051322770946
2002-06-27,127.83851210050237
2002-06-28,128.49828871519588
2002-07-01,127.23551128628061
2002-07-02,124.29386386757623
2002-07-03,120.84708422089558
2002-07-04,121.68414552342016
2002-07-05,123.494001534689
2002-07-08,125.85267324212214
2002-07-09,126.38137536177723
2002-07-10,125.86970315076519
2002-07-11,124.2744806048085
2002-07-12,124.23051409494124
2002-07-15,124.43935617641881
2002-07-16,124.3680054045316
2002-07-17,124.53496741716337
2002-07-18,123.56587280950994
2002-07-19,120.32937698717912
2002-07-22,116.75458550672094
2002-07-23,113.95451882970347
2002-07-24,111.22970719949714
2002-07-25,113.40722403475354
2002-07-26,112.26603819984763
2002-07-29,113.62281990500232
