Date,SWEDEN
2000-09-06,11409.026709747706
2000-09-07,11375.431941120156
2000-09-08,11043.118798460093
2000-09-11,10800.81917148625
2000-09-12,10777.363318231024
2000-09-13,10666.823004623797
2000-09-14,10909.089464821409
2000-09-15,10691.858205932956
2000-09-18,10462.680692270398
2000-09-19,10572.952796693306
2000-09-20,10397.23010655528
2000-09-21,10100.20880121277
2000-09-22,10317.196054013328
2000-09-25,10348.921960924294
2000-09-26,10195.110353088123
2000-09-27,10070.941557007407
2000-09-28,9853.364304611088
2000-09-29,9846.144349729744
2000-10-02,9988.858070913404
2000-10-03,9971.118405891155
2000-10-04,9778.640890873976
2000-10-05,9909.251451404394
2000-10-06,9787.210712288443
2000-10-09,9391.902073340922
2000-10-10,9399.082273814849
2000-10-11,9069.932318430347
2000-10-12,9143.321741369746
2000-10-13,9233.321963204524
2000-10-16,9328.48000969533
2000-10-17,9213.293466798757
2000-10-18,8776.14754319731
2000-10-19,9190.355899414644
2000-10-20,8702.935141841836
2000-10-23,8570.718376334287
2000-10-24,8989.170400046409
2000-10-25,8763.397245898555
2000-10-26,8713.479160132225
2000-10-27,8923.78830721018
2000-10-30,8898.005151155738
2000-10-31,9176.254164845664
2000-11-01,9401.815439824759
2000-11-02,9405.314610939815
2000-11-03,9477.469743271298
2000-11-06,9221.379262825005
2000-11-07,9094.565742441107
2000-11-08,9062.927342949417
2000-11-09,8851.908833262849
2000-11-10,8659.939410379928
2000-11-13,8438.562124023623
2000-11-14,8681.46543645022
2000-11-15,8840.184810625118
2000-11-16,8642.757444466859
2000-11-17,8522.417991882583
2000-11-20,8450.778761828344
2000-11-21,8312.053502896437
2000-11-22,8003.836029998544
2000-11-23,8010.643987498734
2000-11-24,8192.957882623035
2000-11-27,8329.953223860002
2000-11-28,8312.62965283823
2000-11-29,8361.540169839065
2000-11-30,8267.170272680134
2000-12-01,8613.251210577728
2000-12-04,8600.626118424763
2000-12-05,8899.263651150348
2000-12-06,9066.529406811342
2000-12-07,8914.701008458962
2000-12-08,9024.302435571522
2000-12-11,9140.976639605507
2000-12-12,9064.901665729441
2000-12-13,8822.817134006442
2000-12-14,8812.576501776131
2000-12-15,8640.577627541836
2000-12-18,8503.194307639167
2000-12-19,8543.89989591809
2000-12-20,8230.610827747738
2000-12-21,8296.455212114952
2000-12-22,8295.745227930578
2000-12-25,8295.745227930578
2000-12-26,8339.39326133019
2000-12-27,8355.121659066852
2000-12-28,8420.664312349158
2000-12-29,8516.48031505996
2001-01-01,8516.48031505996
2001-01-02,8393.131955366622
2001-01-03,7965.138178425067
2001-01-04,8654.956992406569
2001-01-05,8792.602992029288
2001-01-08,8660.780666075307
2001-01-09,8413.247088642082
2001-01-10,8373.253786488833
2001-01-11,8701.39383022759
2001-01-12,8864.845904925663
2001-01-15,8878.458477588883
2001-01-16,8580.979436656908
2001-01-17,8894.622774049061
2001-01-18,9117.436739975235
2001-01-19,9085.883896810454
2001-01-22,8959.57273121713
2001-01-23,8797.490131482211
2001-01-24,8838.995357990174
2001-01-25,9027.548921294392
2001-01-26,8622.671636833067
2001-01-29,8719.630666970643
2001-01-30,8934.46403763924
2001-01-31,9178.739587394142
2001-02-01,9091.967238887815
2001-02-02,8896.27417526579
2001-02-05,8721.922752901359
2001-02-06,8809.488959165508
2001-02-07,8687.528082589677
2001-02-08,8504.113500689427
2001-02-09,8198.172266614263
2001-02-12,8262.013312181607
2001-02-13,8185.9015926976
2001-02-14,7818.886818759999
2001-02-15,8069.4417862050805
2001-02-16,7902.869638538859
2001-02-19,7925.870523998963
2001-02-20,7785.970498625237
2001-02-21,7677.8806470872805
2001-02-22,7439.293698673868
2001-02-23,7273.68210670271
2001-02-26,7545.993553082089
2001-02-27,7728.824514800651
2001-02-28,7685.006617555135
2001-03-01,7504.290721200532
2001-03-02,7616.358129
2001-03-05,7778.831143750011
2001-03-06,8043.456698670985
2001-03-07,8011.99813126054
2001-03-08,7903.234043813639
2001-03-09,7711.238444451056
2001-03-12,7000.441227
2001-03-13,6749.76327962408
2001-03-14,6628.122734821704
2001-03-15,6713.99737235838
2001-03-16,6254.634759548202
2001-03-19,6225.431935048181
2001-03-20,6475.714122469456
2001-03-21,6213.498165543819
2001-03-22,5741.670343043869
2001-03-23,6076.946598298138
2001-03-26,6400.927328500983
2001-03-27,6575.286856428414
2001-03-28,6267.183593426326
2001-03-29,5981.886110264708
2001-03-30,5970.799197559427
2001-04-02,5864.77805534144
2001-04-03,5728.125355361806
2001-04-04,5753.15866329949
2001-04-05,6142.018655841908
2001-04-06,6083.755462710793
2001-04-09,6289.53772290924
2001-04-10,6417.228081417654
2001-04-11,6354.990613368398
2001-04-12,6286.953657871698
2001-04-13,6286.953657871698
2001-04-16,6221.053967296436
2001-04-17,6160.7773187252915
2001-04-18,6485.494545376639
2001-04-19,6812.69896717368
2001-04-20,6567.040806797073
2001-04-23,6341.840923364797
2001-04-24,6313.766472077617
2001-04-25,6482.022463394311
2001-04-26,6612.125189560095
2001-04-27,6716.621782070233
2001-04-30,6858.921134293159
2001-05-01,6887.622354893825
2001-05-02,6855.914393754382
2001-05-03,6721.458870230258
2001-05-04,6792.677696100486
2001-05-07,6890.391040335086
2001-05-08,6721.8967179419005
2001-05-09,6622.680147234821
2001-05-10,6810.71953884733
2001-05-11,6753.283877423827
2001-05-14,6672.142993736436
2001-05-15,6652.801373251488
2001-05-16,6649.122715113917
2001-05-17,6833.785694371907
2001-05-18,7006.984241787586
2001-05-21,7161.54279655605
2001-05-22,7141.247712576162
2001-05-23,6937.904713232442
2001-05-24,6915.545545275699
2001-05-25,6861.45853248964
2001-05-28,6873.7562112810165
2001-05-29,6800.322888119399
2001-05-30,6639.433989525615
2001-05-31,6481.726923704868
2001-06-01,6384.753543942722
2001-06-04,6351.520225211082
2001-06-05,6507.268824419637
2001-06-06,6445.446546753306
2001-06-07,6321.959593000165
2001-06-08,6216.4025632575385
2001-06-11,6035.69293348151
2001-06-12,5958.390440836186
2001-06-13,6079.447133322046
2001-06-14,5976.013193263167
2001-06-15,6148.485602320809
2001-06-18,6088.6351551303505
2001-06-19,6003.24378354242
2001-06-20,5796.8338055442055
2001-06-21,5888.529927323047
2001-06-22,5900.841955808258
2001-06-25,5993.627994069811
2001-06-26,5917.378938132728
2001-06-27,5987.715755046598
2001-06-28,6087.823538550413
2001-06-29,6126.644638708611
2001-07-02,6216.301557111081
2001-07-03,6201.501618426279
2001-07-04,6065.516752738932
2001-07-05,5859.105586470091
2001-07-06,5635.239018529087
2001-07-09,5595.6113919954305
2001-07-10,5683.855683350464
2001-07-11,5629.2290325553595
2001-07-12,5749.839738500857
2001-07-13,5820.091184765534
2001-07-16,5940.417323394844
2001-07-17,5741.332150838344
2001-07-18,5754.262175208617
2001-07-19,5872.827252502874
2001-07-20,5814.880032088391
2001-07-23,5776.526693790613
2001-07-24,5757.7742062421785
2001-07-25,5714.529174124247
2001-07-26,5762.475996752753
2001-07-27,5930.73516920101
2001-07-30,6080.106566859167
2001-07-31,6180.576476114543
2001-08-01,6185.109923205579
2001-08-02,6275.208120684194
2001-08-03,6251.133664992115
2001-08-06,6207.417141944801
2001-08-07,6250.950897652621
2001-08-08,6182.085833411559
2001-08-09,6070.546144267537
2001-08-10,6009.114702205471
2001-08-13,6075.304849199277
2001-08-14,6192.69455617789
2001-08-15,6234.848826043211
2001-08-16,6124.356648841541
2001-08-17,6004.340748511316
2001-08-20,5833.903724644131
2001-08-21,5914.560905719256
2001-08-22,6059.107988247765
2001-08-23,6121.942402302069
2001-08-24,6270.801494876325
2001-08-27,6276.046484821872
2001-08-28,6167.400659358651
2001-08-29,6084.962672889016
2001-08-30,5893.402813510267
2001-08-31,5831.435613961882
2001-09-03,5700.618193198268
2001-09-04,5506.233780271586
2001-09-05,5448.648085626202
2001-09-06,5405.0595892604515
2001-09-07,5294.896212824204
2001-09-10,5262.654293356024
2001-09-11,4884.888874574765
2001-09-12,5060.83018942152
2001-09-13,5044.765659572755
2001-09-14,5038.918776148449
2001-09-17,5087.345565313503
2001-09-18,4917.677592434732
2001-09-19,4894.661919227158
2001-09-20,4615.618412335895
2001-09-21,4439.069004288775
2001-09-24,4683.850894287596
2001-09-25,4864.250019988819
2001-09-26,4789.293996755224
2001-09-27,4747.06192474223
2001-09-28,4890.558063846168
2001-10-01,4829.168977695591
2001-10-02,4869.184038519967
2001-10-03,4823.03117069742
2001-10-04,5072.761981813103
2001-10-05,5127.238185212889
2001-10-08,5163.437132097673
2001-10-09,5159.969872134255
2001-10-10,5193.636692986139
2001-10-11,5424.143776882515
2001-10-12,5454.375646163096
2001-10-15,5351.485818804791
2001-10-16,5390.397949548817
2001-10-17,5648.9102221226685
2001-10-18,5445.629800697622
2001-10-19,5267.0014310767465
2001-10-22,5207.331639978485
2001-10-23,5387.407809563933
2001-10-24,5453.026431952125
2001-10-25,5380.275941833674
2001-10-26,5571.302070052573
2001-10-29,5462.39299926407
2001-10-30,5230.255302956645
2001-10-31,5263.000671468777
2001-11-01,5290.139615673107
2001-11-02,5301.880249140322
2001-11-05,5456.3377067840065
2001-11-06,5537.9946909138425
2001-11-07,5627.194180722783
2001-11-08,5751.5076830268235
2001-11-09,5646.125824698608
2001-11-12,5560.815815882067
2001-11-13,5758.5045349932125
2001-11-14,5828.386096807544
2001-11-15,5923.001530037993
2001-11-16,6023.438560855166
2001-11-19,6027.431632547415
2001-11-20,5889.201289491647
2001-11-21,5834.342248837908
2001-11-22,6024.054773882226
2001-11-23,6022.08212113438
2001-11-26,6135.466362463648
2001-11-27,6078.207024100863
2001-11-28,5992.598704793539
2001-11-29,5954.251653912708
2001-11-30,6033.322434621966
2001-12-03,5976.504883263192
2001-12-04,6153.306025386942
2001-12-05,6481.518218662651
2001-12-06,6485.302829434918
2001-12-07,6458.465715009385
2001-12-10,6332.3286187835765
2001-12-11,6349.919090174332
2001-12-12,6279.101752412403
2001-12-13,6141.881717094889
2001-12-14,6018.589410480592
2001-12-17,6156.468422624507
2001-12-18,6154.822643334362
2001-12-19,6005.553898988667
2001-12-20,5866.029150938121
2001-12-21,5923.854625477879
2001-12-24,5845.568213758763
2001-12-25,5845.568213758763
2001-12-26,5825.6939505995915
2001-12-27,6030.6652494100235
2001-12-28,6151.784818199806
2001-12-31,6201.780495459548
2002-01-01,6201.780495459548
2002-01-02,6262.324084396349
2002-01-03,6536.2548657155185
2002-01-04,6535.202345319502
2002-01-07,6511.638989297615
2002-01-08,6286.398719081036
2002-01-09,6263.989998485353
2002-01-10,6228.513220690849
2002-01-11,6302.789017983975
2002-01-14,6036.711758455238
2002-01-15,5959.005785105073
2002-01-16,5777.178296850642
2002-01-17,5835.450085164474
2002-01-18,5828.802705856649
2002-01-21,5762.092488431837
2002-01-22,5743.016934564926
2002-01-23,5748.155549483262
2002-01-24,5810.51896279525
2002-01-25,5645.081957043856
2002-01-28,5564.174813792435
2002-01-29,5484.34815643407
2002-01-30,5399.393178957272
2002-01-31,5611.046001067092
2002-02-01,5597.471450464551
2002-02-04,5598.984459542153
2002-02-05,5552.13414813649
2002-02-06,5518.872831004624
2002-02-07,5539.240807741663
2002-02-08,5544.734103698729
2002-02-11,5684.704405129297
2002-02-12,5663.083689247946
2002-02-13,5633.897677976394
2002-02-14,5627.7198830079105
2002-02-15,5557.962347337345
2002-02-18,5470.4131727113745
2002-02-19,5426.668423400911
2002-02-20,5405.286332951078
2002-02-21,5523.085485861526
2002-02-22,5487.129298712332
2002-02-25,5579.721567462755
2002-02-26,5602.124877876244
2002-02-27,5730.197842913332
2002-02-28,5730.690350549342
2002-03-01,5785.059535118247
2002-03-04,6095.402384357529
2002-03-05,6076.703857440314
2002-03-06,6078.079920245443
2002-03-07,6206.630515636365
2002-03-08,6226.515657986399
2002-03-11,6154.692442030449
2002-03-12,6013.110007083813
2002-03-13,5989.927257793627
2002-03-14,5970.298658520081
2002-03-15,5987.433195906139
2002-03-18,6025.516594372328
2002-03-19,5987.508478974451
2002-03-20,5965.921296152375
2002-03-21,5969.780831838273
2002-03-22,6114.432728753007
2002-03-25,6004.332115770674
2002-03-26,5961.608145094848
2002-03-27,5924.05763607179
2002-03-28,5951.424936386639
2002-03-29,5951.424936386639
2002-04-01,6010.173567783805
2002-04-02,5965.125465442856
2002-04-03,5868.631791035709
2002-04-04,5847.188906775755
2002-04-05,5885.703693359539
2002-04-08,5742.869932252567
2002-04-09,5720.724601467113
2002-04-10,5737.249008835722
2002-04-11,5663.058384942219
2002-04-12,5695.7682337432625
2002-04-15,5740.681116155721
2002-04-16,5886.175391472552
2002-04-17,5970.348724881946
2002-04-18,5843.240923868177
2002-04-19,5768.248378685997
2002-04-22,5396.010064265209
2002-04-23,5377.271793745131
2002-04-24,5202.039648828643
2002-04-25,5227.045789951138
2002-04-26,5375.493231834231
2002-04-29,5320.486604045436
2002-04-30,5362.0003751027325
2002-05-01,5393.494621177813
2002-05-02,5378.06447131354
2002-05-03,5298.156950674956
2002-05-06,5286.556341019157
2002-05-07,5267.545132873013
2002-05-08,5409.355994167758
2002-05-09,5400.05101511701
2002-05-10,5324.460424157261
2002-05-13,5347.626793007537
2002-05-14,5414.0257951048425
2002-05-15,5468.482636472233
2002-05-16,5419.900114207463
2002-05-17,5543.241696645629
2002-05-20,5559.051951274588
2002-05-21,5485.572058066627
2002-05-22,5424.827309370089
2002-05-23,5431.33858132587
2002-05-24,5451.106274519369
2002-05-27,5414.930712620148
2002-05-28,5432.767352404421
2002-05-29,5372.718735373594
2002-05-30,5307.363296358182
2002-05-31,5290.126225751285
2002-06-03,5313.510079085979
2002-06-04,5229.661169317576
2002-06-05,5236.134306520752
2002-06-06,5216.500877017422
2002-06-07,5089.270253698577
2002-06-10,5118.0134502819665
2002-06-11,5086.104981629844
2002-06-12,4988.743284836029
2002-06-13,5021.1364995008935
2002-06-14,4937.04319760311
2002-06-17,5014.136245277909
2002-06-18,5074.24988843951
2002-06-19,5021.149356843944
2002-06-20,4844.468456445483
2002-06-21,4874.413428130218
2002-06-24,4784.138888650681
2002-06-25,4931.539239501954
2002-06-26,4948.6745908149705
2002-06-27,5022.207568247313
2002-06-28,5153.064921731037
2002-07-01,5175.5521808373005
2002-07-02,5100.0227586787805
2002-07-03,4899.706328686755
2002-07-04,4947.1380344322715
2002-07-05,5088.810276984468
2002-07-08,5131.396925848735
2002-07-09,5094.611734381386
2002-07-10,4927.4194540035305
2002-07-11,4713.058680258471
2002-07-12,4718.972057758515
2002-07-15,4684.6752696250105
2002-07-16,4667.333027071458
2002-07-17,4825.785417613324
2002-07-18,4812.039867014093
2002-07-19,4631.34970597005
2002-07-22,4332.2240623248645
