Date,ITALY
1999-09-20,689.4042468103955
1999-09-21,691.0104094411719
1999-09-22,694.5173648747141
1999-09-23,694.2177318907554
1999-09-24,696.5581576281779
1999-09-27,693.1578054210225
1999-09-28,694.6005612438402
1999-09-29,691.7114333923878
1999-09-30,693.9057218712004
1999-10-01,697.2179930739212
1999-10-04,702.7729185234532
1999-10-05,698.109328719513
1999-10-06,699.1072675914917
1999-10-07,702.2415726216567
1999-10-08,691.8955920219638
1999-10-11,689.2559666150051
1999-10-12,682.4845936478778
1999-10-13,680.3283974460278
1999-10-14,675.3747548460889
1999-10-15,669.5183370998034
1999-10-18,659.2305230525023
1999-10-19,668.0610140339446
1999-10-20,665.0051783064782
1999-10-21,667.0329164781577
1999-10-22,671.1272729428839
1999-10-25,660.9857300877416
1999-10-26,658.9539817880427
1999-10-27,654.4060948133625
1999-10-28,666.9718033876927
1999-10-29,671.7566266886132
1999-11-01,670.6063344656723
1999-11-02,665.6757914636764
1999-11-03,662.5714875484388
1999-11-04,669.6902053566677
1999-11-05,665.1483690270148
1999-11-08,662.3501899336297
1999-11-09,671.1715182846465
1999-11-10,677.1228082541344
1999-11-11,680.0603649011376
1999-11-12,671.3570871557067
1999-11-15,676.1696819718894
1999-11-16,679.5038237352819
1999-11-17,679.9134713118995
1999-11-18,685.4334558620873
1999-11-19,686.9076230413164
1999-11-22,688.1906591679889
1999-11-23,685.502904346353
1999-11-24,679.6300600442315
1999-11-25,691.362812243351
1999-11-26,687.4515350613664
1999-11-29,692.6790717685654
1999-11-30,687.1103038928446
1999-12-01,697.3879705042143
1999-12-02,696.104611361336
1999-12-03,702.3986687959344
1999-12-06,722.3395306537477
1999-12-07,729.605354769204
1999-12-08,741.1435487926067
1999-12-09,737.1721512041069
1999-12-10,730.0406466811913
1999-12-13,739.9751597836921
1999-12-14,742.7203642193116
1999-12-15,727.3972002288704
1999-12-16,745.9043428391867
1999-12-17,743.811016620824
1999-12-20,758.5052286661825
1999-12-21,745.1018051364377
1999-12-22,761.4426671365251
1999-12-23,776.3420023510658
1999-12-24,776.3420023510658
1999-12-27,779.4243490427473
1999-12-28,784.5935301148975
1999-12-29,782.6039472477328
1999-12-30,786.0612133346767
1999-12-31,786.0612133346767
2000-01-03,770.3576229165848
2000-01-04,762.2378936431994
2000-01-05,750.099842768576
2000-01-06,737.6222388340126
2000-01-07,756.653455542271
2000-01-10,748.2362992492598
2000-01-11,750.4375837863853
2000-01-12,759.2447782087834
2000-01-13,769.4618044363307
2000-01-14,779.2689309770512
2000-01-17,774.468051407165
2000-01-18,763.3339900495475
2000-01-19,768.1926422496234
2000-01-20,770.2606392703782
2000-01-21,766.9112605962006
2000-01-24,771.7484676715831
2000-01-25,757.9481911583517
2000-01-26,757.3284254790266
2000-01-27,763.795989886851
2000-01-28,757.6232447336731
2000-01-31,744.9899863800923
2000-02-01,752.771557078134
2000-02-02,768.6544923964898
2000-02-03,796.6521032459844
2000-02-04,796.6970182554909
2000-02-07,784.6969583283337
2000-02-08,817.5798190050036
2000-02-09,821.6489250565623
2000-02-10,822.0908033477721
2000-02-11,835.9901906871027
2000-02-14,846.3255038735572
2000-02-15,828.1210825972655
2000-02-16,828.7314414143997
2000-02-17,828.2362024216661
2000-02-18,825.6373794764219
2000-02-21,812.1258400590335
2000-02-22,826.3999498325253
2000-02-23,852.7583007078063
2000-02-24,841.5582258675271
2000-02-25,848.1886928628912
2000-02-28,827.3846529185067
2000-02-29,835.4029078325792
2000-03-01,845.3071440746111
2000-03-02,855.1836009229366
2000-03-03,847.4965085258949
2000-03-06,862.835035482226
2000-03-07,837.2844457180967
2000-03-08,840.2702499564379
2000-03-09,855.4834308679965
2000-03-10,848.1532556215723
2000-03-13,825.0902215374249
2000-03-14,817.0087105961068
2000-03-15,791.1549976973064
2000-03-16,815.8363035807287
2000-03-17,824.4180957189699
2000-03-20,811.4844244154699
2000-03-21,810.3665204760022
2000-03-22,790.4943192580502
2000-03-23,794.4920229712197
2000-03-24,819.3472533854024
2000-03-27,822.5406152321362
2000-03-28,817.4107869879961
2000-03-29,799.7178736913929
2000-03-30,782.3193226996818
2000-03-31,781.9860330027585
2000-04-03,763.5036129498585
2000-04-04,774.8910765817726
2000-04-05,765.0719905629902
2000-04-06,778.7098293168805
2000-04-07,780.4190026035587
2000-04-10,780.0748091400758
2000-04-11,763.9143162379783
2000-04-12,763.7760259096383
2000-04-13,761.8254019482813
2000-04-14,739.979957756116
2000-04-17,730.5881749070584
2000-04-18,731.9463398761538
2000-04-19,722.6365007236188
2000-04-20,741.6256859328917
2000-04-21,741.6256859328917
2000-04-24,741.7441540960118
2000-04-25,740.15793968556
2000-04-26,737.4025090295688
2000-04-27,717.7706161119088
2000-04-28,732.384334094449
2000-05-01,730.0937158802855
2000-05-02,752.0194020250594
2000-05-03,725.3605751723069
2000-05-04,738.0619190393335
2000-05-05,738.0362353117434
2000-05-08,733.2662313640735
2000-05-09,726.8191903029892
2000-05-10,730.4609065219388
2000-05-11,735.2601079832432
2000-05-12,745.490716648326
2000-05-15,753.2615253918008
2000-05-16,759.4562041332027
2000-05-17,728.4072719046799
2000-05-18,737.0968254005827
2000-05-19,708.5215512767448
2000-05-22,707.2238612441469
2000-05-23,727.1969932087726
2000-05-24,725.8486053887383
2000-05-25,741.5741372734985
2000-05-26,757.7968304913394
2000-05-29,767.4440561317016
2000-05-30,777.026103404471
2000-05-31,767.1611963551169
2000-06-01,782.9482510094325
2000-06-02,803.1650002208496
2000-06-05,797.8011743100983
2000-06-06,801.1926081185935
2000-06-07,808.145429530545
2000-06-08,803.8350067378562
2000-06-09,804.9386900858208
2000-06-12,804.2973374698096
2000-06-13,814.786146381613
2000-06-14,823.5258304169806
2000-06-15,816.7384326946636
2000-06-16,813.2733905834463
2000-06-19,809.9840298960115
2000-06-20,809.2965568685547
2000-06-21,794.7618754366844
2000-06-22,781.7080578614823
2000-06-23,787.5077902028567
2000-06-26,792.7480899894103
2000-06-27,797.8365327669768
2000-06-28,812.1994798755318
2000-06-29,804.2220353016177
2000-06-30,821.8619503051231
2000-07-03,819.2415007634173
2000-07-04,811.8675484737975
2000-07-05,821.0909498023929
2000-07-06,827.0650867133578
2000-07-07,835.7001517946491
2000-07-10,836.4288970873669
2000-07-11,841.8070686417772
2000-07-12,831.8315460168569
2000-07-13,830.8016988474808
2000-07-14,828.8935893003753
2000-07-17,827.2053458122851
2000-07-18,819.9926505290864
2000-07-19,815.5345628005217
2000-07-20,823.484522371256
2000-07-21,821.9689033156765
2000-07-24,819.940143197547
2000-07-25,827.2519524451048
2000-07-26,818.5520268408557
2000-07-27,799.989633262476
2000-07-28,780.4741187518919
2000-07-31,788.3815438681886
2000-08-01,785.9999268713764
2000-08-02,775.2809831653256
2000-08-03,758.1172895553461
2000-08-04,764.912124303554
2000-08-07,779.1563194006692
2000-08-08,777.6564717084735
2000-08-09,783.3675469375432
2000-08-10,796.9526574382803
2000-08-11,790.1398334539618
2000-08-14,794.2667882222756
2000-08-15,802.3056589841074
2000-08-16,805.088020177366
2000-08-17,799.9053179958768
2000-08-18,789.3006425055388
2000-08-21,785.7787593410072
2000-08-22,775.8269068142919
2000-08-23,774.5816841550802
2000-08-24,778.411698229551
2000-08-25,783.9895801299955
2000-08-28,780.6488531832326
2000-08-29,775.7934439678185
2000-08-30,773.4802796292339
2000-08-31,777.1175439691964
2000-09-01,793.7595006734452
2000-09-04,800.7847388606461
2000-09-05,780.9465973492275
2000-09-06,772.1799341363322
2000-09-07,772.0561148400312
2000-09-08,759.2559576227208
2000-09-11,756.8981758873086
2000-09-12,753.769233309633
2000-09-13,748.6564086647431
2000-09-14,749.5053283289927
2000-09-15,742.5602557082977
2000-09-18,726.2153739080551
2000-09-19,725.0770724019707
2000-09-20,706.4025382608419
2000-09-21,702.5966674718534
2000-09-22,733.9467229500173
2000-09-25,732.680161288101
2000-09-26,731.6074414806354
2000-09-27,735.8819070868904
2000-09-28,734.8923262324901
2000-09-29,730.9717971305408
2000-10-02,743.4129957644443
2000-10-03,739.720929402259
2000-10-04,734.1096886209501
2000-10-05,731.7629053426085
2000-10-06,723.7128172660956
2000-10-09,713.7374909457504
2000-10-10,720.719358134281
2000-10-11,711.2411643469208
2000-10-12,699.3636494429857
2000-10-13,705.2017667897238
2000-10-16,697.932953841962
2000-10-17,696.8045406549422
2000-10-18,694.763372507324
2000-10-19,700.8155376926034
2000-10-20,703.6983618902219
2000-10-23,712.1557822559874
2000-10-24,725.120713194325
2000-10-25,715.947109893372
2000-10-26,715.3047126469903
2000-10-27,736.8491811651545
2000-10-30,741.9502255961652
2000-10-31,747.3899123288681
2000-11-01,761.4584210375763
2000-11-02,764.2997423293587
2000-11-03,768.7831482814219
2000-11-06,772.2616114077317
2000-11-07,773.6436980734811
2000-11-08,767.2284263863611
2000-11-09,770.2670746935069
2000-11-10,765.3005144146529
2000-11-13,748.9330347465333
2000-11-14,766.8940048883404
2000-11-15,774.8744720845519
2000-11-16,766.0753486372396
2000-11-17,764.26216938834
2000-11-20,748.0455022736389
2000-11-21,750.0141963859196
2000-11-22,735.6667278574175
2000-11-23,740.055173762933
2000-11-24,750.9427029644462
2000-11-27,757.5340691853152
2000-11-28,759.1217462709646
2000-11-29,769.5069897849957
2000-11-30,761.0607538837521
2000-12-01,760.4842337463269
2000-12-04,754.9795674379615
2000-12-05,762.6398538262299
2000-12-06,755.489123350163
2000-12-07,754.7767532499442
2000-12-08,757.2277601727233
2000-12-11,750.9342050768335
2000-12-12,750.8695477328082
2000-12-13,746.0431860771506
2000-12-14,742.3181758301847
2000-12-15,739.0474719172696
2000-12-18,732.7962682865741
2000-12-19,743.6388114754791
2000-12-20,739.508927727493
2000-12-21,740.984611652116
2000-12-22,756.1437985972086
2000-12-25,756.1437985972086
2000-12-26,760.5654527337888
2000-12-27,773.0199481967197
2000-12-28,772.4873986596589
2000-12-29,776.609655616464
2001-01-01,776.609655616464
2001-01-02,776.4410640273634
2001-01-03,759.4728348445379
2001-01-04,770.5659604993983
2001-01-05,778.5029091578751
2001-01-08,777.4875501401193
2001-01-09,768.4674251473623
2001-01-10,771.7085403414375
2001-01-11,788.7640058235087
2001-01-12,797.2484586517983
2001-01-15,790.9652798337911
2001-01-16,782.4117679171799
2001-01-17,785.3011873551733
2001-01-18,798.2282291312703
2001-01-19,786.1638689014368
2001-01-22,788.6534764204284
2001-01-23,785.8138530703911
2001-01-24,781.6761620306314
2001-01-25,780.3370687226753
2001-01-26,780.8712319387746
2001-01-29,772.7525011319788
2001-01-30,782.2560010645924
2001-01-31,790.1698325450438
2001-02-01,791.8355282885997
2001-02-02,777.7887994343772
2001-02-05,779.1424895324548
2001-02-06,771.4136221685436
2001-02-07,762.6387638978191
2001-02-08,753.3122662094352
2001-02-09,749.319433933048
2001-02-12,763.6170948731863
2001-02-13,752.0711644821348
2001-02-14,741.2187060609722
2001-02-15,730.7808388145334
2001-02-16,728.5506343749972
2001-02-19,731.5123486140319
2001-02-20,711.8667538921151
2001-02-21,710.8218210864219
2001-02-22,702.8798337394227
2001-02-23,694.2643678809543
2001-02-26,705.3494690691173
2001-02-27,707.8324830819085
2001-02-28,710.8081343995048
2001-03-01,708.9260079570603
2001-03-02,704.7441564697148
2001-03-05,698.9193655489071
2001-03-06,712.9731476166037
2001-03-07,714.0314522456279
2001-03-08,717.3538765320708
2001-03-09,707.8368463296928
2001-03-12,687.5532887587455
2001-03-13,679.1824921660937
2001-03-14,667.6648125820902
2001-03-15,666.3777995426773
2001-03-16,650.4371213342839
2001-03-19,650.9390497041146
2001-03-20,662.9977355419315
2001-03-21,656.0678463414405
2001-03-22,616.810371256905
2001-03-23,636.6487352286172
2001-03-26,653.9645094572879
2001-03-27,672.0876570598541
2001-03-28,658.1619424015374
2001-03-29,660.5242470748173
2001-03-30,666.0534677917843
2001-04-02,667.6021667157197
2001-04-03,654.3190354681959
2001-04-04,673.3714440039165
2001-04-05,679.4594654054054
2001-04-06,682.1736809594895
2001-04-09,691.3089654946166
2001-04-10,689.1903238142656
2001-04-11,677.3803518352927
2001-04-12,686.28708294339
2001-04-13,686.28708294339
2001-04-16,679.2586797770888
2001-04-17,678.328133528226
2001-04-18,683.2212015131339
2001-04-19,693.837626428745
2001-04-20,697.6426805594758
2001-04-23,687.0714573439702
2001-04-24,693.0167250810906
2001-04-25,698.1239770739927
2001-04-26,699.3142580783499
2001-04-27,697.5806761748419
2001-04-30,701.9768990443829
2001-05-01,705.6983940818976
2001-05-02,705.0773698547126
2001-05-03,692.4897093738408
2001-05-04,693.3935303385821
2001-05-07,693.6667627195086
2001-05-08,683.9067747999093
2001-05-09,676.9075021804915
2001-05-10,683.2974416640483
2001-05-11,677.3011350280195
2001-05-14,679.6562004567205
2001-05-15,680.536102907883
2001-05-16,680.7438596396222
2001-05-17,678.8078049201848
2001-05-18,676.742073716302
2001-05-21,674.0642635440446
2001-05-22,674.8458793882944
2001-05-23,669.6341395372091
2001-05-24,671.2218375440501
2001-05-25,664.7293895536163
2001-05-28,670.1436716926323
2001-05-29,660.4651205612017
2001-05-30,652.3702410374781
2001-05-31,641.4466489279139
2001-06-01,639.1773920718973
2001-06-04,635.8559176104146
2001-06-05,640.3192406689857
2001-06-06,634.1297343783896
2001-06-07,640.9116996880682
2001-06-08,643.434111791618
2001-06-11,637.5613773498312
2001-06-12,635.3246577870221
2001-06-13,640.3558025390786
2001-06-14,635.4433394338046
2001-06-15,632.5828734564509
2001-06-18,623.5543650415514
2001-06-19,620.96733716274
2001-06-20,611.4706277601524
2001-06-21,606.857724290413
2001-06-22,611.0089792508144
2001-06-25,621.4679828539563
2001-06-26,613.8333357064217
2001-06-27,616.6056068092331
2001-06-28,612.2982864334132
2001-06-29,614.39195236881
2001-07-02,625.3156307080733
2001-07-03,623.6077069805558
2001-07-04,620.2531874159316
2001-07-05,614.1726760139323
2001-07-06,606.6796164898719
2001-07-09,612.1534035365772
2001-07-10,612.727367895615
2001-07-11,610.5382016016349
2001-07-12,603.9146114950527
2001-07-13,603.2976121763589
2001-07-16,605.7597314224741
2001-07-17,592.9922411430416
2001-07-18,598.5955918414884
2001-07-19,607.6450902927132
2001-07-20,607.5888178096668
2001-07-23,608.7980523223345
2001-07-24,611.4525929510909
2001-07-25,608.9592622377241
2001-07-26,610.2778764719815
2001-07-27,614.3937420025529
2001-07-30,625.0192885982673
2001-07-31,627.5331413512607
2001-08-01,630.3504392771416
2001-08-02,630.5732810222571
2001-08-03,630.8369768195842
2001-08-06,632.0913714375496
2001-08-07,630.7422667502468
2001-08-08,626.6461634223937
2001-08-09,629.2236786509382
2001-08-10,624.3828921267012
2001-08-13,628.989255511289
2001-08-14,633.2482705174494
2001-08-15,642.9156443820461
2001-08-16,638.4197891288833
2001-08-17,629.1481079963623
2001-08-20,624.9263612923648
2001-08-21,627.8816806911011
2001-08-22,636.5562827531419
2001-08-23,633.7087569539601
2001-08-24,642.7935036950138
2001-08-27,638.8587044420929
2001-08-28,631.290130937662
2001-08-29,636.704430851616
2001-08-30,625.8553525460218
2001-08-31,621.0960048148548
2001-09-03,612.8219100099543
2001-09-04,601.9776626169502
2001-09-05,585.9554514383169
2001-09-06,569.4805176136563
2001-09-07,573.7504931508837
2001-09-10,565.8181433664481
2001-09-11,532.9754300494365
2001-09-12,528.8970846007012
2001-09-13,537.2085964634741
2001-09-14,512.7054854683356
2001-09-17,514.1957776145812
2001-09-18,504.53584000034255
2001-09-19,497.0998834755581
2001-09-20,475.02136554945565
2001-09-21,447.8843481760793
2001-09-24,478.75126016299305
2001-09-25,496.343049147496
2001-09-26,508.6106661787664
2001-09-27,517.224767918024
2001-09-28,535.5288890304009
2001-10-01,525.767236859592
2001-10-02,533.2634661576782
2001-10-03,542.1123056693324
2001-10-04,549.2739643103392
2001-10-05,541.6700458820803
2001-10-08,547.9404334889912
2001-10-09,545.7969083770886
2001-10-10,557.1144259689103
2001-10-11,558.270092808208
2001-10-12,552.7339759826931
2001-10-15,543.7125542059746
2001-10-16,553.20045321599
2001-10-17,561.8764421095542
2001-10-18,556.3593304658805
2001-10-19,539.7632998594077
2001-10-22,548.3098341910345
2001-10-23,561.8895799991138
2001-10-24,566.3792946421255
2001-10-25,555.1732854507128
2001-10-26,566.2944585588677
2001-10-29,564.9775122250564
2001-10-30,547.2988445785536
2001-10-31,552.6101175841063
2001-11-01,556.7110685612664
2001-11-02,551.0545570663742
2001-11-05,558.7551446377757
2001-11-06,549.8858061891556
2001-11-07,555.7333983313595
2001-11-08,560.9366245088279
2001-11-09,559.2390447742182
2001-11-12,542.999701981197
2001-11-13,550.7459361330837
2001-11-14,550.7801978465361
2001-11-15,551.3547883709642
2001-11-16,559.9865002221322
2001-11-19,570.7809473988459
2001-11-20,565.8029954790809
2001-11-21,560.1791171026787
2001-11-22,565.8432600237854
2001-11-23,565.8951879185535
2001-11-26,561.5681077133737
2001-11-27,553.530448988133
2001-11-28,554.7912736852635
2001-11-29,558.219740999196
2001-11-30,562.826145159443
2001-12-03,557.0102904524057
2001-12-04,564.1053712004169
2001-12-05,580.4369784983855
2001-12-06,584.1309767589526
2001-12-07,581.6772494587442
2001-12-10,569.0169492690625
2001-12-11,569.0718301698159
2001-12-12,564.3480426551977
2001-12-13,552.9325592398817
2001-12-14,552.8607275954334
2001-12-17,571.5333390274136
2001-12-18,565.774621263143
2001-12-19,557.4842259328536
2001-12-20,551.2393074122216
2001-12-21,557.4900061677041
2001-12-24,551.927362777903
2001-12-25,551.927362777903
2001-12-26,552.3987732346656
2001-12-27,566.8116426268147
2001-12-28,564.6066205248542
2001-12-31,570.1131037824113
2002-01-01,570.1131037824113
2002-01-02,572.645026052831
2002-01-03,581.5460940691636
2002-01-04,575.3765718191197
2002-01-07,568.3535581946595
2002-01-08,571.12576355803
2002-01-09,570.7671110272225
2002-01-10,562.2067952904049
2002-01-11,565.1456290301151
2002-01-14,554.0408917548217
2002-01-15,559.0753993190757
2002-01-16,547.0227929489187
2002-01-17,552.5503729918812
2002-01-18,556.5267383260017
2002-01-21,551.2474442405104
2002-01-22,554.7639508226783
2002-01-23,557.537675935349
2002-01-24,556.4470435492798
2002-01-25,550.8432481407352
2002-01-28,554.9743095730162
2002-01-29,550.7767184689044
2002-01-30,548.0830532555917
2002-01-31,549.8772749585044
2002-02-01,549.2491439079207
2002-02-04,544.1332780467388
2002-02-05,536.1143322594104
2002-02-06,527.82877961897
2002-02-07,530.0443030548481
2002-02-08,534.2732426145585
2002-02-11,536.2154128394394
2002-02-12,530.8400918518695
2002-02-13,537.2885489520078
2002-02-14,541.8242010846589
2002-02-15,537.1432495277
2002-02-18,532.9982389667616
2002-02-19,524.4558893851287
2002-02-20,521.8596992886398
2002-02-21,527.8026481653471
2002-02-22,529.2116999487079
2002-02-25,531.8317895914447
2002-02-26,532.7519173565767
2002-02-27,546.6698325161516
2002-02-28,548.6098168092261
2002-03-01,551.5546771522279
2002-03-04,565.258514264854
2002-03-05,562.7229722509777
2002-03-06,570.8149948224082
2002-03-07,572.4130766298906
2002-03-08,575.5364854100034
2002-03-11,571.9588522203113
2002-03-12,566.0287802922496
2002-03-13,572.0625950127306
2002-03-14,578.7753886948445
2002-03-15,583.0199468837046
2002-03-18,578.5557138143052
2002-03-19,585.1289639788743
2002-03-20,582.3535648533376
2002-03-21,582.8189075489196
2002-03-22,583.0171444619182
2002-03-25,575.4264956306969
2002-03-26,577.9528188583841
2002-03-27,574.0875674854
2002-03-28,583.5028171471329
2002-03-29,583.5028171471329
2002-04-01,588.2850788878502
2002-04-02,587.1485693437861
2002-04-03,589.4874065096669
2002-04-04,584.222530419526
2002-04-05,582.366002797053
2002-04-08,568.0368776035282
2002-04-09,571.7521387115761
2002-04-10,580.0053030958579
2002-04-11,575.0717776980204
2002-04-12,575.5170380777137
2002-04-15,578.3597021374222
2002-04-16,593.3838230492088
2002-04-17,593.2603880474272
2002-04-18,594.8420323241547
2002-04-19,597.5289581835973
2002-04-22,593.6370669426602
2002-04-23,592.5738455255622
2002-04-24,594.056866757486
2002-04-25,590.1541099990773
2002-04-26,587.3103227544158
2002-04-29,589.2013005252277
2002-04-30,587.2113393402826
2002-05-01,590.53480824566
2002-05-02,577.2306779325652
2002-05-03,580.3516687841396
2002-05-06,582.4902699458664
2002-05-07,577.4438113808901
2002-05-08,584.7965507391463
2002-05-09,577.365344540291
2002-05-10,573.0760287469038
2002-05-13,580.3123320135612
2002-05-14,583.1281596126407
2002-05-15,586.760633076103
2002-05-16,587.1179190538318
2002-05-17,591.9970058219076
2002-05-20,586.120067495803
2002-05-21,585.2254504986782
2002-05-22,586.2320479676347
2002-05-23,581.2492752322449
2002-05-24,579.8627241432732
2002-05-27,579.497071805717
2002-05-28,584.7761903112493
2002-05-29,586.2197249809008
2002-05-30,581.1886392796555
2002-05-31,574.8375626647636
2002-06-03,571.4076572873561
2002-06-04,561.8413223018126
2002-06-05,557.9598284407012
2002-06-06,559.4204335109547
2002-06-07,556.8259154861433
2002-06-10,560.0705826813781
2002-06-11,573.5595507466298
2002-06-12,566.5972221109397
2002-06-13,556.1025434064912
2002-06-14,546.8175876080762
2002-06-17,561.9200245651828
2002-06-18,565.9081986654786
2002-06-19,564.9987208138859
2002-06-20,556.90335207647
2002-06-21,557.7761742710694
2002-06-24,552.988638119395
2002-06-25,556.269503489563
2002-06-26,565.4488694846361
2002-06-27,558.8292302038145
2002-06-28,577.5959552811308
2002-07-01,580.8128158393959
2002-07-02,563.0984690884317
2002-07-03,549.3486081603744
2002-07-04,552.7384994061617
2002-07-05,570.0618717841209
2002-07-08,576.2864451616949
2002-07-09,577.805534009777
2002-07-10,563.5156518599482
2002-07-11,546.9398200254155
2002-07-12,541.3409462803072
2002-07-15,525.648074531658
2002-07-16,529.8354745642221
2002-07-17,535.7276541739658
2002-07-18,544.8729885216891
2002-07-19,527.7065183175362
2002-07-22,502.29079155288446
2002-07-23,487.74810059388665
2002-07-24,484.9654140586341
2002-07-25,498.70078127214396
2002-07-26,495.5121237934149
2002-07-29,512.5430178267326
2002-07-30,519.279938788381
2002-07-31,519.1424041798549
2002-08-01,505.41916343778576
2002-08-02,505.19140724932015
2002-08-05,496.656707906366
2002-08-06,503.0072612525873
