Date,NORWAY
1999-09-06,2230.29925564371
1999-09-07,2240.7636650799404
1999-09-08,2245.7425681087093
1999-09-09,2274.6283787810703
1999-09-10,2287.27624160378
1999-09-13,2274.604537566825
1999-09-14,2279.5536794410173
1999-09-15,2271.916651446442
1999-09-16,2257.377780289641
1999-09-17,2236.3559645363325
1999-09-20,2294.9143280119297
1999-09-21,2261.3983884924055
1999-09-22,2239.4094518202337
1999-09-23,2236.879359018511
1999-09-24,2194.2283416338564
1999-09-27,2189.0413437328198
1999-09-28,2171.9957545690004
1999-09-29,2167.309099261275
1999-09-30,2201.813220335873
1999-10-01,2248.2435276283145
1999-10-04,2248.5592936577673
1999-10-05,2226.2550932541103
1999-10-06,2224.8869412258045
1999-10-07,2201.339051054513
1999-10-08,2154.1261994070674
1999-10-11,2166.9218634067265
1999-10-12,2195.5580858068583
1999-10-13,2201.809488979543
1999-10-14,2202.3341212674272
1999-10-15,2136.3507354179833
1999-10-18,2117.7240916444725
1999-10-19,2149.3849730130114
1999-10-20,2161.4993595157653
1999-10-21,2100.152811779194
1999-10-22,2110.805726466958
1999-10-25,2091.553667906218
1999-10-26,2119.7803739490982
1999-10-27,2125.6590002730136
1999-10-28,2118.2329015463797
1999-10-29,2091.7688308284573
1999-11-01,2074.3348935788754
1999-11-02,2052.651910186576
1999-11-03,2068.596695415314
1999-11-04,2075.0014071033775
1999-11-05,2087.994384508215
1999-11-08,2063.75902781149
1999-11-09,2100.2827993175088
1999-11-10,2115.4228314453917
1999-11-11,2105.958586958603
1999-11-12,2091.3024471655945
1999-11-15,2111.0307380172035
1999-11-16,2116.9579257910527
1999-11-17,2138.8044968678523
1999-11-18,2196.6822107190046
1999-11-19,2181.216886839499
1999-11-22,2200.406516938558
1999-11-23,2181.062555788971
1999-11-24,2136.9168611058294
1999-11-25,2143.0717513118934
1999-11-26,2136.733863192726
1999-11-29,2134.701081257296
1999-11-30,2141.075242465405
1999-12-01,2166.8078597073077
1999-12-02,2197.4389046678934
1999-12-03,2231.655567791352
1999-12-06,2251.1188426474437
1999-12-07,2257.55598843284
1999-12-08,2246.427989563847
1999-12-09,2238.216870870797
1999-12-10,2227.919331995069
1999-12-13,2217.6743191353758
1999-12-14,2172.8880151514863
1999-12-15,2168.330055758731
1999-12-16,2242.275384630898
1999-12-17,2259.237969055581
1999-12-20,2237.3667853783713
1999-12-21,2214.846830058442
1999-12-22,2288.6044968220926
1999-12-23,2315.247260041968
1999-12-24,2315.247260041968
1999-12-27,2354.879233431924
1999-12-28,2330.7394927411633
1999-12-29,2319.8362722126453
1999-12-30,2361.044869226651
1999-12-31,2361.044869226651
2000-01-03,2425.614411871956
2000-01-04,2355.960286293354
2000-01-05,2297.08843506837
2000-01-06,2324.556850572393
2000-01-07,2348.3180738661845
2000-01-10,2384.5595539144447
2000-01-11,2372.3374783152926
2000-01-12,2327.7292210216838
2000-01-13,2384.377973199178
2000-01-14,2367.592018266939
2000-01-17,2351.087547527867
2000-01-18,2353.10009403089
2000-01-19,2352.585884425832
2000-01-20,2348.9057445489957
2000-01-21,2340.1885785928603
2000-01-24,2344.4893255478078
2000-01-25,2296.39198099716
2000-01-26,2292.6216068782974
2000-01-27,2264.920860625073
2000-01-28,2234.6722976275573
2000-01-31,2169.5168064639015
2000-02-01,2161.0371915679875
2000-02-02,2198.6474694562257
2000-02-03,2240.350812029047
2000-02-04,2227.2136392290986
2000-02-07,2198.2801281890347
2000-02-08,2235.8667442551596
2000-02-09,2212.5444935065734
2000-02-10,2235.6638517546985
2000-02-11,2230.047945207021
2000-02-14,2227.5088469203088
2000-02-15,2233.690968851898
2000-02-16,2241.090158758843
2000-02-17,2213.4641113890775
2000-02-18,2202.9562352394414
2000-02-21,2181.797758560535
2000-02-22,2222.96498774907
2000-02-23,2265.880895554751
2000-02-24,2259.716318173599
2000-02-25,2209.468187543575
2000-02-28,2165.892134634052
2000-02-29,2169.2347661551266
2000-03-01,2206.5237527362697
2000-03-02,2189.6369435478327
2000-03-03,2200.0939799674684
2000-03-06,2202.144342331762
2000-03-07,2237.9565728883317
2000-03-08,2238.401626826787
2000-03-09,2239.0475461346196
2000-03-10,2234.4390161000606
2000-03-13,2170.490259924998
2000-03-14,2184.591109314889
2000-03-15,2156.6776219331978
2000-03-16,2176.741681036896
2000-03-17,2146.4714654091363
2000-03-20,2146.5657897917554
2000-03-21,2149.729029181565
2000-03-22,2147.220050833692
2000-03-23,2168.9113221424554
2000-03-24,2168.862670996457
2000-03-27,2151.0625944069625
2000-03-28,2164.81766546384
2000-03-29,2118.042387102976
2000-03-30,2126.363419354852
2000-03-31,2183.4862511176407
2000-04-03,2192.053122346202
2000-04-04,2178.933225008495
2000-04-05,2125.7643931501316
2000-04-06,2146.3772845402223
2000-04-07,2175.752064344772
2000-04-10,2161.405304221343
2000-04-11,2141.2656851519564
2000-04-12,2140.023968697766
2000-04-13,2114.490925201896
2000-04-14,2067.358979405651
2000-04-17,2072.4645691575192
2000-04-18,2092.185989290501
2000-04-19,2094.129756850397
2000-04-20,2093.5273221951825
2000-04-21,2093.5273221951825
2000-04-24,2098.3564148551322
2000-04-25,2068.24775978079
2000-04-26,2088.5380323620134
2000-04-27,2028.6864489513393
2000-04-28,2078.357403338231
2000-05-01,2076.3847536452013
2000-05-02,2108.0838275984866
2000-05-03,2114.2113246261065
2000-05-04,2122.000513026421
2000-05-05,2115.154622269937
2000-05-08,2127.1112692716697
2000-05-09,2151.089449409013
2000-05-10,2140.0846570557733
2000-05-11,2119.5407778185804
2000-05-12,2179.589961661843
2000-05-15,2204.56206390246
2000-05-16,2206.3446296932016
2000-05-17,2175.522011875638
2000-05-18,2224.7769200317
2000-05-19,2186.3124844496556
2000-05-22,2184.5960246592854
2000-05-23,2189.9585936391913
2000-05-24,2153.937676216321
2000-05-25,2170.39410574264
2000-05-26,2175.239523086535
2000-05-29,2170.2069459320915
2000-05-30,2189.2284856041556
2000-05-31,2170.81617954908
2000-06-01,2178.97353442039
2000-06-02,2236.9195069774883
2000-06-05,2228.6563645663714
2000-06-06,2228.420033372643
2000-06-07,2233.179450128809
2000-06-08,2229.1451543064295
2000-06-09,2236.684646799236
2000-06-12,2249.2914826415254
2000-06-13,2290.881198238403
2000-06-14,2303.5296889335723
2000-06-15,2289.7755148373512
2000-06-16,2312.459667775028
2000-06-19,2310.8539646865006
2000-06-20,2284.6926899469404
2000-06-21,2240.397238712618
2000-06-22,2237.6119606041716
2000-06-23,2251.086300914832
2000-06-26,2255.1958158578514
2000-06-27,2274.554325709284
2000-06-28,2317.6642461049278
2000-06-29,2315.630764540186
2000-06-30,2347.3649455335603
2000-07-03,2355.143082995872
2000-07-04,2338.9106468546097
2000-07-05,2337.938450438509
2000-07-06,2342.6205305529757
2000-07-07,2358.396252770319
2000-07-10,2361.0680004137007
2000-07-11,2364.3513427306134
2000-07-12,2395.914020673274
2000-07-13,2384.5676760826464
2000-07-14,2393.0692351826815
2000-07-17,2373.901544079659
2000-07-18,2358.8420716401
2000-07-19,2347.5575649921734
2000-07-20,2343.7678352274256
2000-07-21,2358.7514398565
2000-07-24,2362.7074980084735
2000-07-25,2377.654598044327
2000-07-26,2378.8113604358273
2000-07-27,2345.8294822217404
2000-07-28,2340.1106995318055
2000-07-31,2319.8894110618844
2000-08-01,2315.4770676092567
2000-08-02,2300.159318847049
2000-08-03,2287.861202336388
2000-08-04,2333.42442065199
2000-08-07,2342.671212165006
2000-08-08,2327.6191580667505
2000-08-09,2360.47917777249
2000-08-10,2355.997789673793
2000-08-11,2365.954643392978
2000-08-14,2410.3802569778886
2000-08-15,2430.4912931336453
2000-08-16,2437.30658699229
2000-08-17,2460.2686004635752
2000-08-18,2458.95559015309
2000-08-21,2489.2225926529686
2000-08-22,2449.2963024318815
2000-08-23,2444.852964478589
2000-08-24,2465.281211539783
2000-08-25,2478.019122222827
2000-08-28,2468.4699512121197
2000-08-29,2462.367433431047
2000-08-30,2459.0975630685793
2000-08-31,2456.121672560038
2000-09-01,2471.2103728744823
2000-09-04,2463.6508694865192
2000-09-05,2407.488486172373
2000-09-06,2395.7455402121013
2000-09-07,2395.7368388327977
2000-09-08,2390.2182731264757
2000-09-11,2385.367707421874
2000-09-12,2426.7829359916473
2000-09-13,2421.290951008967
2000-09-14,2432.2528622241757
2000-09-15,2441.036695836885
2000-09-18,2414.2434031433636
2000-09-19,2410.3722063678515
2000-09-20,2378.1471136839555
2000-09-21,2367.5037329179227
2000-09-22,2412.09936134227
2000-09-25,2373.3364049483375
2000-09-26,2384.144340032559
2000-09-27,2398.557252029741
2000-09-28,2406.9902079701983
2000-09-29,2402.722572310221
2000-10-02,2398.913975681237
2000-10-03,2410.496974102045
2000-10-04,2374.9180673909877
2000-10-05,2354.3350305960435
2000-10-06,2362.7939377151392
2000-10-09,2344.7527296471435
2000-10-10,2339.7662847006873
2000-10-11,2317.0216408985634
2000-10-12,2307.663294521417
2000-10-13,2285.413996680504
2000-10-16,2258.791453926658
2000-10-17,2218.1186737512057
2000-10-18,2161.24609508964
2000-10-19,2195.9291290682168
2000-10-20,2213.2288150540344
2000-10-23,2238.203624849445
2000-10-24,2269.5543776441696
2000-10-25,2235.6936325632423
2000-10-26,2242.882604315331
2000-10-27,2295.242585462874
2000-10-30,2285.322745198298
2000-10-31,2335.6511956315667
2000-11-01,2364.590582986308
2000-11-02,2397.2458228052874
2000-11-03,2439.991192240353
2000-11-06,2434.724845023815
2000-11-07,2405.981846595422
2000-11-08,2395.9804713383182
2000-11-09,2386.775273332297
2000-11-10,2360.373512291369
2000-11-13,2321.949906774377
2000-11-14,2323.6825698692664
2000-11-15,2327.751467326677
2000-11-16,2316.120149314647
2000-11-17,2310.724129615357
2000-11-20,2280.748242881366
2000-11-21,2253.611620950338
2000-11-22,2202.8960998207867
2000-11-23,2230.604216415217
2000-11-24,2255.159715086422
2000-11-27,2309.5812953324944
2000-11-28,2292.5397968949706
2000-11-29,2295.7298903587557
2000-11-30,2248.226106247023
2000-12-01,2258.90926642972
2000-12-04,2204.1521413641376
2000-12-05,2228.8722149915648
2000-12-06,2252.8994317595543
2000-12-07,2209.9554367289047
2000-12-08,2219.4332599112427
2000-12-11,2232.140437310012
2000-12-12,2241.713196617801
2000-12-13,2279.31312863525
2000-12-14,2267.7180442713648
2000-12-15,2269.413397844485
2000-12-18,2238.4315208778007
2000-12-19,2239.9913853885787
2000-12-20,2203.4652132059064
2000-12-21,2190.546959459215
2000-12-22,2275.0829379029788
2000-12-25,2275.0829379029788
2000-12-26,2282.0451883334918
2000-12-27,2334.3307923987445
2000-12-28,2337.139306596374
2000-12-29,2344.815674738799
2001-01-01,2344.815674738799
2001-01-02,2407.6862676523097
2001-01-03,2330.576873890493
2001-01-04,2377.706875834842
2001-01-05,2412.4421531761923
2001-01-08,2411.3935144553207
2001-01-09,2383.8160382266647
2001-01-10,2378.159384779367
2001-01-11,2391.8035982177867
2001-01-12,2387.087983501787
2001-01-15,2369.0892867248167
2001-01-16,2348.712289968607
2001-01-17,2367.2976789094155
2001-01-18,2378.0332618474336
2001-01-19,2345.113332158568
2001-01-22,2331.6028302015393
2001-01-23,2329.9490525442397
2001-01-24,2312.298607906701
2001-01-25,2299.521263503576
2001-01-26,2321.783018338069
2001-01-29,2308.346648539078
2001-01-30,2357.7292963686327
2001-01-31,2386.269909812462
2001-02-01,2425.778999943086
2001-02-02,2419.6248262514273
2001-02-05,2426.8200247981295
2001-02-06,2441.2253457359607
2001-02-07,2433.4474449935537
2001-02-08,2404.714313254406
2001-02-09,2401.0290717728244
2001-02-12,2367.769051848205
2001-02-13,2355.5088547779483
2001-02-14,2318.992065822195
2001-02-15,2283.9047107289207
2001-02-16,2312.8634988326685
2001-02-19,2353.860666602087
2001-02-20,2310.9994050412834
2001-02-21,2308.7918074439417
2001-02-22,2316.633567760586
2001-02-23,2318.2532888716373
2001-02-26,2337.765446879794
2001-02-27,2357.982539070395
2001-02-28,2347.0438011222177
2001-03-01,2322.9778375942346
2001-03-02,2343.2632279064724
2001-03-05,2362.451559136703
2001-03-06,2432.5280115326213
2001-03-07,2405.913872909377
2001-03-08,2431.130851225074
2001-03-09,2425.3658845251225
2001-03-12,2373.267932030045
2001-03-13,2305.6722015726846
2001-03-14,2222.703825975803
2001-03-15,2239.908578705162
2001-03-16,2193.4870551527397
2001-03-19,2180.3480686889534
2001-03-20,2219.735059726274
2001-03-21,2185.559219549205
2001-03-22,2099.1929201608737
2001-03-23,2107.5081464349028
2001-03-26,2139.991420267915
2001-03-27,2176.6826015446195
2001-03-28,2147.436607078906
2001-03-29,2128.4864246089223
2001-03-30,2161.424176161994
2001-04-02,2160.8940273066933
2001-04-03,2132.0578849460426
2001-04-04,2147.3752598335786
2001-04-05,2193.57219650896
2001-04-06,2202.441222483251
2001-04-09,2205.436205322932
2001-04-10,2246.0044705841483
2001-04-11,2255.9619240249094
2001-04-12,2277.3792052535778
2001-04-13,2277.3792052535778
2001-04-16,2254.1871094123157
2001-04-17,2245.1257912006513
2001-04-18,2253.575392103582
2001-04-19,2255.101299975875
2001-04-20,2265.1394141502533
2001-04-23,2265.1567392020384
2001-04-24,2287.518266611704
2001-04-25,2287.9637998274256
2001-04-26,2300.420258116663
2001-04-27,2318.2466584394556
2001-04-30,2323.516739418721
2001-05-01,2337.237285286149
2001-05-02,2329.077787151238
2001-05-03,2291.3195479187875
2001-05-04,2296.034108379836
2001-05-07,2318.852485135545
2001-05-08,2315.3880750168505
2001-05-09,2302.748664901103
2001-05-10,2330.7124627446565
2001-05-11,2333.7344008895293
2001-05-14,2285.0613602845024
2001-05-15,2312.837790640389
2001-05-16,2318.639735245959
2001-05-17,2318.8695196704425
2001-05-18,2364.684395875576
2001-05-21,2418.212830692938
2001-05-22,2388.8732371091032
2001-05-23,2360.7517105684014
2001-05-24,2361.8790808059816
2001-05-25,2387.430170248251
2001-05-28,2389.6296070103467
2001-05-29,2350.4980334610755
2001-05-30,2338.438916835606
2001-05-31,2303.749248538155
2001-06-01,2288.5541696788373
2001-06-04,2291.798157124842
2001-06-05,2309.479014179109
2001-06-06,2315.412014068103
2001-06-07,2319.0056134973693
2001-06-08,2316.3155465392247
2001-06-11,2270.705375077266
2001-06-12,2239.4206660611176
2001-06-13,2289.9090348710492
2001-06-14,2265.377040165208
2001-06-15,2258.1620602200755
2001-06-18,2263.626740858764
2001-06-19,2291.687136616735
2001-06-20,2268.104966889405
2001-06-21,2245.1655377389748
2001-06-22,2265.0324979215443
2001-06-25,2271.4375229019115
2001-06-26,2241.185231723872
2001-06-27,2239.543167910841
2001-06-28,2228.0773423147275
2001-06-29,2223.442415347571
2001-07-02,2233.7101029058845
2001-07-03,2242.444057003028
2001-07-04,2240.8368692399185
2001-07-05,2212.4741526674798
2001-07-06,2215.612715267103
2001-07-09,2233.3813979610013
2001-07-10,2232.212303341102
2001-07-11,2228.7397273271276
2001-07-12,2222.170910415024
2001-07-13,2187.067405265035
2001-07-16,2158.747920731741
2001-07-17,2130.0821517301583
2001-07-18,2152.395059329751
2001-07-19,2194.9584479259056
2001-07-20,2193.311540786561
2001-07-23,2202.165957023543
2001-07-24,2188.503339024027
2001-07-25,2167.4136135723193
2001-07-26,2183.103457396897
2001-07-27,2195.3537432772905
2001-07-30,2209.0359202586683
2001-07-31,2202.0521873867347
2001-08-01,2214.5956351354384
2001-08-02,2225.3319839045744
2001-08-03,2220.7416148589814
2001-08-06,2200.5621436742485
2001-08-07,2189.2338909889368
2001-08-08,2181.0270241804387
2001-08-09,2199.500928358861
2001-08-10,2211.0359799023054
2001-08-13,2210.2382951937734
2001-08-14,2222.5571809895414
2001-08-15,2232.8835707275
2001-08-16,2236.1968154730826
2001-08-17,2223.1308390159525
2001-08-20,2187.44453156387
2001-08-21,2203.0084319934454
2001-08-22,2229.9351130657074
2001-08-23,2194.3649391131066
2001-08-24,2217.1984737272564
2001-08-27,2203.7852814628686
2001-08-28,2205.456467359263
2001-08-29,2183.5078406029475
2001-08-30,2177.5330745991982
2001-08-31,2170.1375405651856
2001-09-03,2164.7598703737285
2001-09-04,2173.5086697774177
2001-09-05,2181.074596744106
2001-09-06,2176.9287442926106
2001-09-07,2166.2498000492674
2001-09-10,2100.338117800707
2001-09-11,2172.6065964913923
2001-09-12,2056.1848922908575
2001-09-13,2080.1909890867078
2001-09-14,2062.1146023454453
2001-09-17,2035.9846860164716
2001-09-18,1999.89429799814
2001-09-19,1970.3982290859203
2001-09-20,1873.5597531130204
2001-09-21,1740.3353435381732
2001-09-24,1802.3593731702185
2001-09-25,1849.660772027013
2001-09-26,1839.7941092021968
2001-09-27,1847.7591679485806
2001-09-28,1848.3376491293207
2001-10-01,1823.648249695141
2001-10-02,1830.5318713299164
2001-10-03,1821.5905125842323
2001-10-04,1829.9278183627068
2001-10-05,1818.2887322988684
2001-10-08,1807.494826754238
2001-10-09,1828.085410492847
2001-10-10,1834.3253389789227
2001-10-11,1861.2178450783829
2001-10-12,1855.6932262770438
2001-10-15,1827.6263130305097
2001-10-16,1844.715871617426
2001-10-17,1888.280966047588
2001-10-18,1844.1617632517236
2001-10-19,1805.1474780995866
2001-10-22,1817.0075905997262
2001-10-23,1849.1277444787058
2001-10-24,1864.008771224097
2001-10-25,1842.8997342345328
2001-10-26,1881.3028192535357
2001-10-29,1903.284438965114
2001-10-30,1892.1856593451155
2001-10-31,1873.680891526026
2001-11-01,1870.8507078757675
2001-11-02,1859.915231831636
2001-11-05,1889.1322191166753
2001-11-06,1895.8680125749925
2001-11-07,1920.303734252287
2001-11-08,1929.1850227094358
2001-11-09,1953.6517311549785
2001-11-12,1914.554957420441
2001-11-13,1939.6948583931714
2001-11-14,1964.563510014172
2001-11-15,1922.0262767978159
2001-11-16,1903.3078570424113
2001-11-19,1897.614244915839
2001-11-20,1916.446567118598
2001-11-21,1895.4301745131395
2001-11-22,1927.8113399196175
2001-11-23,1906.3235977766149
2001-11-26,1911.956471155613
2001-11-27,1927.990905725268
2001-11-28,1934.7783935429568
2001-11-29,1940.542121104393
2001-11-30,1964.1196628420325
2001-12-03,1945.8687026587043
2001-12-04,1972.2023119880464
2001-12-05,1991.983744325267
2001-12-06,2004.7873729709538
2001-12-07,2000.9226095052804
2001-12-10,1985.9232140825666
2001-12-11,1986.320628097563
2001-12-12,2010.3143758481094
2001-12-13,1981.861375275078
2001-12-14,1991.82268574145
2001-12-17,1975.207241823536
2001-12-18,1987.2020599363327
2001-12-19,1964.170922
2001-12-20,1985.0708298229113
2001-12-21,1989.7534246707837
2001-12-24,1964.3485508536112
2001-12-25,1964.3485508536112
2001-12-26,1967.0166367704376
2001-12-27,2038.4256363135923
2001-12-28,2043.367867057376
2001-12-31,2058.1988179839186
2002-01-01,2058.1988179839186
2002-01-02,2084.906292218337
2002-01-03,2100.1517030313103
2002-01-04,2110.811027156063
2002-01-07,2101.717460722852
2002-01-08,2065.386463364146
2002-01-09,2081.321392422338
2002-01-10,2076.94535311445
2002-01-11,2071.859070192862
2002-01-14,2073.9841052066895
2002-01-15,2017.3899374841326
2002-01-16,1981.5330408014772
2002-01-17,1999.9691162640104
2002-01-18,1987.9094562309506
2002-01-21,1983.9682682846328
2002-01-22,1997.1311649294712
2002-01-23,1990.5592391499495
2002-01-24,2015.9335890581433
2002-01-25,1983.6127531399327
2002-01-28,1995.3252099796907
2002-01-29,1994.5422575214811
2002-01-30,1967.1885379764542
2002-01-31,1979.5544871684388
2002-02-01,1978.0837366784303
2002-02-04,1990.6236165426276
2002-02-05,1973.8414430236833
2002-02-06,1981.9147721020129
2002-02-07,1978.555433095727
2002-02-08,1969.4402553892187
2002-02-11,1989.0857866596218
2002-02-12,1986.1772348935183
2002-02-13,1995.4299598850582
2002-02-14,2010.790842555041
2002-02-15,2017.7889272894927
2002-02-18,2008.9638576461266
2002-02-19,2000.1563869661695
2002-02-20,1989.93682238892
2002-02-21,2001.4357823211635
2002-02-22,2029.0071841509396
2002-02-25,2023.4914181957856
2002-02-26,2034.7622212647523
2002-02-27,2058.110141151774
2002-02-28,2054.8513902502723
2002-03-01,2058.4784368726932
2002-03-04,2082.8849028895243
2002-03-05,2099.803521096485
2002-03-06,2104.607540967573
2002-03-07,2163.566293063117
2002-03-08,2191.0944563645576
2002-03-11,2172.402697801847
2002-03-12,2164.340205622561
2002-03-13,2159.8486228349166
2002-03-14,2182.5439951014832
2002-03-15,2187.302670781614
2002-03-18,2195.938145915402
2002-03-19,2225.829504549902
2002-03-20,2213.932865539218
2002-03-21,2236.108611654551
2002-03-22,2228.1258381581492
2002-03-25,2218.1860749660805
2002-03-26,2222.329889253795
2002-03-27,2228.3351764367517
2002-03-28,2229.4579604460755
2002-03-29,2229.4579604460755
2002-04-01,2246.2827625501645
2002-04-02,2270.991628033652
2002-04-03,2285.4231980098793
2002-04-04,2255.1282530490225
2002-04-05,2248.4377271271414
2002-04-08,2235.708009509534
2002-04-09,2232.491733539454
2002-04-10,2217.354444837493
2002-04-11,2234.8333838767926
2002-04-12,2227.4829738881044
2002-04-15,2229.037425262782
2002-04-16,2253.376620533323
2002-04-17,2270.284598272879
2002-04-18,2286.5832410770813
2002-04-19,2276.764202721183
2002-04-22,2262.220085089419
2002-04-23,2252.3991796913806
2002-04-24,2258.3988948178544
2002-04-25,2243.748599418279
2002-04-26,2240.82010269648
2002-04-29,2228.2551772152656
2002-04-30,2242.1241135073533
2002-05-01,2255.945582783315
2002-05-02,2311.989380232122
2002-05-03,2327.6620335032717
2002-05-06,2311.783311244333
2002-05-07,2276.087313085245
2002-05-08,2321.0248526933615
2002-05-09,2325.1203118348267
2002-05-10,2346.0720678315465
2002-05-13,2349.556937729345
2002-05-14,2357.3682475607266
2002-05-15,2358.5098263278637
2002-05-16,2382.2400025602115
2002-05-17,2407.699100342929
2002-05-20,2414.7908675320696
2002-05-21,2389.748270905131
2002-05-22,2392.2166571643675
2002-05-23,2381.316429089611
2002-05-24,2379.925980366813
2002-05-27,2365.4322187347775
2002-05-28,2382.8137628676695
2002-05-29,2328.4449800801085
2002-05-30,2322.407517151824
2002-05-31,2296.53808209569
2002-06-03,2306.026885993312
2002-06-04,2259.097712837439
2002-06-05,2245.1243644708684
2002-06-06,2280.0742577935675
