Date,CHINA
1999-09-17,183.34221022707143
1999-09-20,182.4705576217862
1999-09-21,182.0518623165053
1999-09-22,178.08750842832876
1999-09-23,177.28973416458936
1999-09-24,174.86625811791325
1999-09-27,171.71898549239845
1999-09-28,171.63809452890746
1999-09-29,173.61262139785703
1999-09-30,172.3665143946442
1999-10-01,172.67625678595863
1999-10-04,171.0589813573243
1999-10-05,168.60523106007855
1999-10-06,168.135319160849
1999-10-07,169.83585450989733
1999-10-08,168.2113372054221
1999-10-11,163.2370511301933
1999-10-12,158.75079820102226
1999-10-13,151.87817906273708
1999-10-14,158.21306153672805
1999-10-15,154.19207047360055
1999-10-18,153.07751190304825
1999-10-19,149.42512926350614
1999-10-20,152.54645671618312
1999-10-21,153.15620202913985
1999-10-22,157.26517946383254
1999-10-25,156.37803693698956
1999-10-26,153.9038550230993
1999-10-27,156.77986042917428
1999-10-28,155.88760426682276
1999-10-29,158.07731138961114
1999-11-01,156.15176334186083
1999-11-02,154.68015201770294
1999-11-03,154.75793277000795
1999-11-04,160.0803561695622
1999-11-05,160.68657861432058
1999-11-08,158.5728971779018
1999-11-09,159.47560859153336
1999-11-10,165.2706987579647
1999-11-11,163.54699220821743
1999-11-12,160.42746185135675
1999-11-15,173.0978126704057
1999-11-16,172.73918825398133
1999-11-17,167.01266665414312
1999-11-18,165.45470048197825
1999-11-19,164.24077435756828
1999-11-22,162.1574652414413
1999-11-23,159.78896427897172
1999-11-24,153.80920755222908
1999-11-25,148.92451389946874
1999-11-26,149.58140400245858
1999-11-29,148.94460418253504
1999-11-30,155.0632378248064
1999-12-01,153.02431098926846
1999-12-02,153.4040140277765
1999-12-03,151.1275979870755
1999-12-06,152.95076888676974
1999-12-07,150.75504894374833
1999-12-08,150.77427952470546
1999-12-09,148.60020879124164
1999-12-10,146.53181773556574
1999-12-13,147.03519688267997
1999-12-14,146.19416495607362
1999-12-15,145.2613550531925
1999-12-16,146.4050556147959
1999-12-17,145.8261067418381
1999-12-20,143.76548739322894
1999-12-21,141.61602833910916
1999-12-22,141.66813010782204
1999-12-23,139.35879448132064
1999-12-24,138.72669691352596
1999-12-27,138.7981005866302
1999-12-28,142.48534892282126
1999-12-29,140.44722574955128
1999-12-30,142.8015460849345
1999-12-31,143.3928988672864
2000-01-03,144.67916860577324
2000-01-04,149.2344027585499
2000-01-05,143.16530833588973
2000-01-06,142.13925450543366
2000-01-07,149.27521504652864
2000-01-10,152.05083399254255
2000-01-11,146.67271845354108
2000-01-12,145.24583965897963
2000-01-13,143.15555103535905
2000-01-14,140.4279620541425
2000-01-17,139.7898427506855
2000-01-18,139.99873890051455
2000-01-19,139.73395319816137
2000-01-20,138.55036627959157
2000-01-21,138.01477186559012
2000-01-24,138.6902748376513
2000-01-25,138.76696663395137
2000-01-26,139.88462267936217
2000-01-27,137.54476953843502
2000-01-28,137.7807367524567
2000-01-31,137.13671034028528
2000-02-01,133.7403801033001
2000-02-02,131.90354821868326
2000-02-03,135.3706542278248
2000-02-04,135.59961518806506
2000-02-07,135.73452219029866
2000-02-08,133.8876770049675
2000-02-09,128.9670337940843
2000-02-10,124.29118789310833
2000-02-11,121.71472944814961
2000-02-14,119.67361705880529
2000-02-15,118.25259060674985
2000-02-16,118.76723630920861
2000-02-17,119.26730910569268
2000-02-18,126.92386194057626
2000-02-21,124.10307106166564
2000-02-22,119.43988124936914
2000-02-23,118.09451622471558
2000-02-24,116.54546420819801
2000-02-25,113.6083193353857
2000-02-28,110.3780427896405
2000-02-29,111.96107532804272
2000-03-01,108.88666723240136
2000-03-02,107.12177267301281
2000-03-03,108.83409294593666
2000-03-06,109.56073864124672
2000-03-07,113.68371075264365
2000-03-08,114.27874688092099
2000-03-09,114.27473621137771
2000-03-10,113.71033477173951
2000-03-13,115.8987899135304
2000-03-14,117.13737993622733
2000-03-15,113.79625785824277
2000-03-16,109.66507336284612
2000-03-17,114.171491719416
2000-03-20,111.39116287947668
2000-03-21,110.24291290167491
2000-03-22,109.46279882970666
2000-03-23,110.98087864490516
2000-03-24,112.2010697688335
2000-03-27,114.32518225750998
2000-03-28,117.29952739580986
2000-03-29,115.0266851686174
2000-03-30,114.85545161296571
2000-03-31,114.75923884744049
2000-04-03,113.42908736603701
2000-04-04,113.39489796838062
2000-04-05,110.73762625152888
2000-04-06,114.23288718633695
2000-04-07,115.12794406711517
2000-04-10,114.5708851203055
2000-04-11,113.53021253309556
2000-04-12,114.07149244371222
2000-04-13,113.7720499204818
2000-04-14,120.38160403426485
2000-04-17,113.85217033615648
2000-04-18,127.1162747352992
2000-04-19,127.37664602652599
2000-04-20,126.3638519866749
2000-04-21,126.96579120448052
2000-04-24,127.33922414893918
2000-04-25,132.73432358071923
2000-04-26,132.10050406144074
2000-04-27,128.1474001713829
2000-04-28,125.45374331400639
2000-05-01,125.07534320180596
2000-05-02,127.27670406429617
2000-05-03,127.57391900383931
2000-05-04,127.40541356954733
2000-05-05,127.63104652740063
2000-05-08,123.72169192245293
2000-05-09,122.09791459860791
2000-05-10,122.69178662654784
2000-05-11,122.54281235054303
2000-05-12,128.09338922717134
2000-05-15,136.38082331056927
2000-05-16,140.62854010845325
2000-05-17,139.15308750790837
2000-05-18,139.0912424486251
2000-05-19,137.52805820306585
2000-05-22,135.34867514738386
2000-05-23,131.11503581233316
2000-05-24,130.6343757262901
2000-05-25,127.59776268263255
2000-05-26,124.58606189564908
2000-05-29,128.18672485630464
2000-05-30,124.07925540279301
2000-05-31,128.34103820081546
2000-06-01,130.13729978767688
2000-06-02,135.95694941450938
2000-06-05,142.51351658481533
2000-06-06,142.5071191274905
2000-06-07,140.58975544381934
2000-06-08,140.9415035170033
2000-06-09,143.01011236388018
2000-06-12,142.26503592898268
2000-06-13,138.15709650498474
2000-06-14,137.4157097841764
2000-06-15,140.00020994634576
2000-06-16,143.498787420846
2000-06-19,143.86929100996977
2000-06-20,143.0170371051653
2000-06-21,145.91176873362673
2000-06-22,142.92882912150083
2000-06-23,141.134518740019
2000-06-26,144.19314015767083
2000-06-27,145.9218418950805
2000-06-28,150.47571835534103
2000-06-29,149.8520828035659
2000-06-30,145.34272744986464
2000-07-03,143.59400724112874
2000-07-04,144.15710575185375
2000-07-05,146.40903768815883
2000-07-06,145.59264856325788
2000-07-07,149.99586607864697
2000-07-10,153.4456657408795
2000-07-11,153.64036648762917
2000-07-12,153.86837603957025
2000-07-13,153.9530514553425
2000-07-14,154.83922564943913
2000-07-17,157.801914446674
2000-07-18,154.26908909164754
2000-07-19,155.0111595242629
2000-07-20,156.1719843045967
2000-07-21,157.64176340373393
2000-07-24,154.72508169065037
2000-07-25,150.51354572159897
2000-07-26,151.79556733213832
2000-07-27,148.4582290642951
2000-07-28,144.97376875789516
2000-07-31,142.58891418194952
2000-08-01,147.02063958133783
2000-08-02,148.42343086879177
2000-08-03,149.1306268323516
2000-08-04,148.8476347799094
2000-08-07,150.93601598805233
2000-08-08,145.1426176832701
2000-08-09,143.65765960578437
2000-08-10,145.16241273965795
2000-08-11,143.0889820469598
2000-08-14,140.70345278096087
2000-08-15,144.61981135404298
2000-08-16,148.36869403707723
2000-08-17,148.2468465711461
2000-08-18,146.8287023712188
2000-08-21,146.82907715639456
2000-08-22,146.17466599706083
2000-08-23,141.64002427169405
2000-08-24,140.5595753605371
2000-08-25,137.93247232752046
2000-08-28,138.30978435705796
2000-08-29,140.190310405699
2000-08-30,138.13884812527164
2000-08-31,136.78423831945386
2000-09-01,136.97604397833035
2000-09-04,140.57561508739676
2000-09-05,141.08492062230974
2000-09-06,141.0871590224114
2000-09-07,139.24624934721749
2000-09-08,137.6905757112673
2000-09-11,133.72559362070308
2000-09-12,131.5120453051229
2000-09-13,131.50706439230643
2000-09-14,128.7737615598312
2000-09-15,127.44632598129216
2000-09-18,122.9151807085526
2000-09-19,121.87703228210611
2000-09-20,122.214263050985
2000-09-21,116.16953552881921
2000-09-22,108.58697425267329
2000-09-25,117.12233199502222
2000-09-26,116.92684046341374
2000-09-27,116.61930027099247
2000-09-28,116.7303809277168
2000-09-29,120.04183516299155
2000-10-02,120.04721285448932
2000-10-03,119.72450428911628
2000-10-04,123.65807750137714
2000-10-05,128.72252652296766
2000-10-06,128.7241744946016
2000-10-09,122.22175940293789
2000-10-10,121.5753515123237
2000-10-11,117.56510271478629
2000-10-12,117.09117369299392
2000-10-13,112.52265588741608
2000-10-16,114.70185210785658
2000-10-17,113.40221162823252
2000-10-18,108.74558481005307
2000-10-19,108.52700718071067
2000-10-20,116.3491948710177
2000-10-23,114.98207809350289
2000-10-24,112.24946594592151
2000-10-25,113.67385774526332
2000-10-26,113.89082309167006
2000-10-27,115.3697443066599
2000-10-30,114.38859949289059
2000-10-31,114.43161743791906
2000-11-01,116.4385315563102
2000-11-02,114.45810097922076
2000-11-03,117.45959371262721
2000-11-06,120.266494127566
2000-11-07,121.46671932819292
2000-11-08,118.92630594043148
2000-11-09,116.33655064256281
2000-11-10,116.12104944527879
2000-11-13,110.32637693564217
2000-11-14,113.47153751937486
2000-11-15,114.04373871394954
2000-11-16,117.23895788724522
2000-11-17,115.14691763214405
2000-11-20,116.00596271585876
2000-11-21,115.06609003314567
2000-11-22,109.36323893834812
2000-11-23,106.53753215505348
2000-11-24,101.43747887311942
2000-11-27,102.14183426974863
2000-11-28,99.63203259915056
2000-11-29,95.99034928556586
2000-11-30,99.18829566886666
2000-12-01,104.66500792201931
2000-12-04,106.57499017165179
2000-12-05,105.63462527211556
2000-12-06,108.14453063652203
2000-12-07,106.4332673102353
2000-12-08,107.46041109381088
2000-12-11,108.28269935392328
2000-12-12,107.59711786694274
2000-12-13,109.58074108807526
2000-12-14,108.55059563253262
2000-12-15,105.26760029075167
2000-12-18,105.73392610641244
2000-12-19,104.99114954800795
2000-12-20,101.30702290755501
2000-12-21,96.8485052621204
2000-12-22,97.59172635900957
2000-12-25,97.59532389168474
2000-12-26,97.59819644962903
2000-12-27,97.8580207135799
2000-12-28,97.6944928548911
2000-12-29,100.00000000000001
2001-01-01,100.00000000000001
2001-01-02,99.008308667354
2001-01-03,96.19185931447898
2001-01-04,100.91783730169658
2001-01-05,101.90632220295556
2001-01-08,104.6050223352424
2001-01-09,105.233100823968
2001-01-10,106.73996151818628
2001-01-11,103.24629487325326
2001-01-12,105.75541694561507
2001-01-15,108.43156104408004
2001-01-16,108.87290884462097
2001-01-17,106.97982140542136
2001-01-18,109.50123369158578
2001-01-19,113.2023963880572
2001-01-22,114.43159309320586
2001-01-23,114.2421393129387
2001-01-24,114.24287011396497
2001-01-25,114.243600924361
2001-01-26,114.2421393129387
2001-01-29,114.40377373309073
2001-01-30,112.79681632686307
2001-01-31,114.4999866770208
2001-02-01,115.08055826495405
2001-02-02,114.77104876479225
2001-02-05,111.71830511840058
2001-02-06,112.10915461021989
2001-02-07,113.1428128304636
2001-02-08,112.03790120433845
2001-02-09,112.63892114223151
2001-02-12,111.3597249973607
2001-02-13,111.43815246615168
2001-02-14,110.93663385137818
2001-02-15,110.42987348745031
2001-02-16,109.19086932483216
2001-02-19,107.64487520094097
2001-02-20,109.01225555260339
2001-02-21,105.67193201927448
2001-02-22,103.20378294998548
2001-02-23,105.3018291922739
2001-02-26,104.02835988093449
2001-02-27,104.50767565557175
2001-02-28,104.05431567066925
2001-03-01,98.83443694732921
2001-03-02,91.79373720973584
2001-03-05,95.21343405793118
2001-03-06,96.93900903899268
2001-03-07,94.62293899172336
2001-03-08,94.63513329187667
2001-03-09,94.05776725639166
2001-03-12,91.56584401195704
2001-03-13,90.59454511450308
2001-03-14,90.31494794486143
2001-03-15,92.43341308858506
2001-03-16,93.58248695478736
2001-03-19,93.08449067163481
2001-03-20,90.38136541488846
2001-03-21,90.6684660540004
2001-03-22,85.66456001502445
2001-03-23,84.69846673371615
2001-03-26,88.92535036596857
2001-03-27,85.84610364852833
2001-03-28,87.51441467352443
2001-03-29,86.4212373025023
2001-03-30,87.16783378974203
2001-04-02,87.1194917249462
2001-04-03,84.42408792158008
2001-04-04,78.3395385964448
2001-04-05,78.36805692515514
2001-04-06,83.07164785849841
2001-04-09,81.79227744935984
2001-04-10,83.60074390718556
2001-04-11,88.61360672390637
2001-04-12,90.36638286668489
2001-04-13,90.36757634765048
2001-04-16,90.39132854901926
2001-04-17,86.75033055211689
2001-04-18,92.0619826429861
2001-04-19,95.72729159607798
2001-04-20,93.50782228182807
2001-04-23,93.50733155808003
2001-04-24,92.88291106353061
2001-04-25,93.67836354948243
2001-04-26,94.70292535137679
2001-04-27,95.99603982341466
2001-04-30,96.01566533874144
2001-05-01,96.01689134903472
2001-05-02,102.383006542991
2001-05-03,102.92331016598408
2001-05-04,99.16247624812964
2001-05-07,99.76847389186179
2001-05-08,99.44119633218547
2001-05-09,100.7838818944304
2001-05-10,99.9166044815581
2001-05-11,98.99142798099665
2001-05-14,95.72188009406892
2001-05-15,96.46775893951275
2001-05-16,97.61611762329711
2001-05-17,100.26412632950186
2001-05-18,99.27568610908337
2001-05-21,102.16800655146692
2001-05-22,104.58936049952807
2001-05-23,104.05969192927803
2001-05-24,103.65104386730066
2001-05-25,104.17207082076118
2001-05-28,105.1477988492784
2001-05-29,103.39864612716713
2001-05-30,100.80316254616214
2001-05-31,98.63639015690471
2001-06-01,99.04535051702406
2001-06-04,100.91605750866259
2001-06-05,103.34236946652877
2001-06-06,103.90848229143936
2001-06-07,105.16540130021596
2001-06-08,107.10124982261095
2001-06-11,106.74315745001817
2001-06-12,105.72723378417174
2001-06-13,106.49984513989361
2001-06-14,102.85531422064071
2001-06-15,101.75734108278628
2001-06-18,98.54426435741006
2001-06-19,100.4832027878629
2001-06-20,99.50181412733973
2001-06-21,103.60772918873151
2001-06-22,104.17255911338594
2001-06-25,104.21762696794332
2001-06-26,101.880161410194
2001-06-27,102.92821411673273
2001-06-28,100.40975357922191
2001-06-29,101.88943182516068
2001-07-02,101.88679608086582
2001-07-03,103.94825027300186
2001-07-04,102.95274390021028
2001-07-05,100.66009598091075
2001-07-06,100.651199446908
2001-07-09,96.7879228218263
2001-07-10,96.52351960043417
2001-07-11,94.7425581779806
2001-07-12,96.76319229629443
2001-07-13,95.74695567374141
2001-07-16,95.214685717728
2001-07-17,92.60081954323496
2001-07-18,91.17061210306854
2001-07-19,88.48569150146052
2001-07-20,88.98124333593847
2001-07-23,87.6617311910604
2001-07-24,88.70145841784947
2001-07-25,88.66677504502188
2001-07-26,87.74343546267303
2001-07-27,88.89596274061908
2001-07-30,87.56530718228862
2001-07-31,88.08719276265647
2001-08-01,89.24947611819732
2001-08-02,89.34242469930305
2001-08-03,86.48842819960866
2001-08-06,84.37917114050997
2001-08-07,82.76873806822765
2001-08-08,83.00249786123597
2001-08-09,82.13932450631599
2001-08-10,81.65106857253072
2001-08-13,82.16791662375827
2001-08-14,85.52715093126332
2001-08-15,86.99175165713343
2001-08-16,81.4551345645748
2001-08-17,78.50206218089046
2001-08-20,74.93461295783256
2001-08-21,75.27859810245154
2001-08-22,71.5355545629382
2001-08-23,72.13944137357933
2001-08-24,68.56044612721163
2001-08-27,69.41143046414484
2001-08-28,70.59974620473365
2001-08-29,69.33391610373768
2001-08-30,69.7414510046419
2001-08-31,69.02296298920099
2001-09-03,66.14947102193358
2001-09-04,68.51217650308794
2001-09-05,67.03122720570063
2001-09-06,64.49294874117707
2001-09-07,63.15727481554964
2001-09-10,62.501476896404384
2001-09-11,63.47579443404314
2001-09-12,57.70390843908333
2001-09-13,59.14248832780549
2001-09-14,60.69810151343874
2001-09-17,59.57014306641908
2001-09-18,59.93493206004749
2001-09-19,63.29235338976122
2001-09-20,63.05507492974763
2001-09-21,62.54827720696943
2001-09-24,66.03703609789262
2001-09-25,63.47878920961481
2001-09-26,63.65002395409486
2001-09-27,64.51349112894383
2001-09-28,66.67338420279914
2001-10-01,66.68062117017067
2001-10-02,66.67849248660013
2001-10-03,67.43023441324854
2001-10-04,69.77121397794849
2001-10-05,69.00918826360495
2001-10-08,65.84466691784539
2001-10-09,69.71284583381063
2001-10-10,70.90401487881374
2001-10-11,71.61701842396756
2001-10-12,67.89359379897957
2001-10-15,65.91319671426218
2001-10-16,65.7326945385319
2001-10-17,65.76979917364547
2001-10-18,62.5678946810699
2001-10-19,63.12816429228798
2001-10-22,63.49146097426448
2001-10-23,67.77376034324013
2001-10-24,67.78573440495147
2001-10-25,67.76205294424277
2001-10-26,69.13747253063814
2001-10-29,67.75207022103613
2001-10-30,67.99623382749577
2001-10-31,68.37373759955398
2001-11-01,68.9899740188673
2001-11-02,68.7842204510584
2001-11-05,70.82716877011805
2001-11-06,69.89577085119024
2001-11-07,67.81167844279503
2001-11-08,70.09755486054783
2001-11-09,70.20320752413654
2001-11-12,69.70287309202877
2001-11-13,70.37187552728886
2001-11-14,72.80418357555851
2001-11-15,75.42678477881084
2001-11-16,76.02763095355606
2001-11-19,76.5350843763861
2001-11-20,74.48033007151594
2001-11-21,73.61923298219652
2001-11-22,74.80154121956912
2001-11-23,75.65373800526687
2001-11-26,75.58880533840382
2001-11-27,75.46131025095896
2001-11-28,73.81808722062928
2001-11-29,73.78737209206345
2001-11-30,75.03887471719653
2001-12-03,74.3627697235176
2001-12-04,76.4117397273856
2001-12-05,76.90078109887017
2001-12-06,78.16377219055177
2001-12-07,77.94447900862407
2001-12-10,77.75106396829396
2001-12-11,78.1142333104534
2001-12-12,78.76897856384676
2001-12-13,76.16288430925914
2001-12-14,75.55277647155911
2001-12-17,75.32423546783231
2001-12-18,75.08555152905959
2001-12-19,75.30650778066594
2001-12-20,76.36629966820723
2001-12-21,73.85288959782162
2001-12-24,73.97467445999668
2001-12-25,73.99723211703792
2001-12-26,74.03732972041745
2001-12-27,74.94219116790714
2001-12-28,75.36746216310706
2001-12-31,75.28845328679253
2002-01-01,75.28845328679253
2002-01-02,75.15355783255823
2002-01-03,75.78575562327413
2002-01-04,77.15518826969391
2002-01-07,78.70324744836257
2002-01-08,76.97113811802016
2002-01-09,73.17927381085795
2002-01-10,71.54547375803257
2002-01-11,71.40531964638576
2002-01-14,71.84737890210427
2002-01-15,70.09848770463138
2002-01-16,69.62930944672546
2002-01-17,70.56588093822191
2002-01-18,70.58795622117583
2002-01-21,69.96100753946067
2002-01-22,67.80827360963193
2002-01-23,67.14481567666019
2002-01-24,67.34195075538413
2002-01-25,67.08537146940859
2002-01-28,67.46982418738206
2002-01-29,69.83112658511743
2002-01-30,68.50217408283193
2002-01-31,68.2256083257726
2002-02-01,67.69859195260304
2002-02-04,67.61701617876821
2002-02-05,67.33172307183088
2002-02-06,67.41353627018684
2002-02-07,66.07777307420042
2002-02-08,67.20401635127439
2002-02-11,69.31782180149673
2002-02-12,69.31694211303432
2002-02-13,69.31782180149675
2002-02-14,69.31782180149675
2002-02-15,70.88784160901542
2002-02-18,71.84693755711238
2002-02-19,71.16800080912842
2002-02-20,69.79518918009937
2002-02-21,70.07176700789499
2002-02-22,69.61383302379124
2002-02-25,68.15014711508496
2002-02-26,68.51804700802093
2002-02-27,70.05903358545754
2002-02-28,68.77468109182921
2002-03-01,68.27119952491853
2002-03-04,69.76946514527768
2002-03-05,70.76564614920913
2002-03-06,71.51749048598464
2002-03-07,73.37871790727127
2002-03-08,73.48177243360026
2002-03-11,74.79873848498126
2002-03-12,74.94685483422052
2002-03-13,74.55035646382213
2002-03-14,75.02200976516359
2002-03-15,73.99175732130705
2002-03-18,73.68052872686475
2002-03-19,72.97399660064168
2002-03-20,72.3123253491581
2002-03-21,70.88980101749992
2002-03-22,71.29453264788748
2002-03-25,71.08356380208635
2002-03-26,70.4065686595703
2002-03-27,71.95523609446388
2002-03-28,72.67158717131865
2002-03-29,72.65617721518701
2002-04-01,72.66910728132089
2002-04-02,72.12922982804253
2002-04-03,72.12401152532816
2002-04-04,72.29671351597082
2002-04-05,72.28910842670584
2002-04-08,71.89559535242019
2002-04-09,72.08936185136248
2002-04-10,71.18534584338863
2002-04-11,71.07708090787466
2002-04-12,71.0998944777944
2002-04-15,71.51078174292095
2002-04-16,72.23762722177882
2002-04-17,73.81807183942131
2002-04-18,74.41068153442849
2002-04-19,74.05149738940894
2002-04-22,73.14202547501053
2002-04-23,74.58649249855627
2002-04-24,75.0784995197081
2002-04-25,75.4820845919848
2002-04-26,75.1429813839496
2002-04-29,75.32589281993212
2002-04-30,75.82975982266136
2002-05-01,75.83168692661617
2002-05-02,78.02479954258949
2002-05-03,78.67383952459758
2002-05-06,78.01480253811522
2002-05-07,78.26543957272263
2002-05-08,78.06566251938808
2002-05-09,78.07454602984464
2002-05-10,77.62584049407134
2002-05-13,77.59682297654653
2002-05-14,77.55300497274543
2002-05-15,78.73810515900887
2002-05-16,78.94745138721935
2002-05-17,81.12326665321041
2002-05-20,81.11653048281329
2002-05-21,80.0056094985687
2002-05-22,80.03219394072099
2002-05-23,78.87390722680065
2002-05-24,79.07478470655245
2002-05-27,78.81193955452396
2002-05-28,78.97730773469067
2002-05-29,77.99070932476874
2002-05-30,77.57993230303254
2002-05-31,76.99150960362552
2002-06-03,77.26184862875287
2002-06-04,76.81495516721897
2002-06-05,77.56924213594479
2002-06-06,78.0081071019042
2002-06-07,77.51975713389491
2002-06-10,77.90028636090781
2002-06-11,77.59872584443902
2002-06-12,77.19333492242109
2002-06-13,77.66788851372138
2002-06-14,76.72239168536069
2002-06-17,75.33748327214713
2002-06-18,75.06957334143667
2002-06-19,73.26843262713149
2002-06-20,73.9368044281584
2002-06-21,73.53280469911799
2002-06-24,74.99290759344854
2002-06-25,74.23632916953241
2002-06-26,72.65955539304136
2002-06-27,73.48786427503472
2002-06-28,74.40591644188933
2002-07-01,74.39087638526985
2002-07-02,73.64899415406732
2002-07-03,74.79533111551585
2002-07-04,76.07701598840656
2002-07-05,76.02723703865873
2002-07-08,76.24341084474851
2002-07-09,76.28047282105251
2002-07-10,75.69438872495913
2002-07-11,74.81537495467697
2002-07-12,75.51494637364873
2002-07-15,74.87947052046047
2002-07-16,74.21293238404654
2002-07-17,73.22596497178988
2002-07-18,73.37544194279006
2002-07-19,72.12601526060324
2002-07-22,69.4363915900408
2002-07-23,70.87831882506408
2002-07-24,68.62751358936455
2002-07-25,68.26100300474171
2002-07-26,66.697003753589
2002-07-29,67.81381618059721
