Date,NETHERLANDS
1999-08-24,6637.612423826641
1999-08-25,6710.928659060845
1999-08-26,6676.25690246258
1999-08-27,6669.5387258327555
1999-08-30,6669.182616097705
1999-08-31,6605.928532663217
1999-09-01,6631.261900305326
1999-09-02,6618.901616316264
1999-09-03,6687.07751395094
1999-09-06,6778.526453876622
1999-09-07,6768.181722963561
1999-09-08,6728.326658057623
1999-09-09,6776.716613057161
1999-09-10,6770.629852283204
1999-09-13,6665.434155783754
1999-09-14,6643.170324611842
1999-09-15,6625.604713163417
1999-09-16,6560.0977368875965
1999-09-17,6489.243576435773
1999-09-20,6563.669843813929
1999-09-21,6444.11479125083
1999-09-22,6463.7877689653305
1999-09-23,6433.041026242746
1999-09-24,6322.698252948856
1999-09-27,6403.054344601656
1999-09-28,6350.324348079444
1999-09-29,6413.649293147551
1999-09-30,6359.88059318792
1999-10-01,6309.809175695738
1999-10-04,6429.474257292582
1999-10-05,6444.613691848351
1999-10-06,6470.537639828649
1999-10-07,6483.47956304582
1999-10-08,6381.216217029072
1999-10-11,6447.721595022249
1999-10-12,6480.844404386221
1999-10-13,6479.300995302202
1999-10-14,6438.389745086898
1999-10-15,6384.044076628303
1999-10-18,6272.761552630193
1999-10-19,6351.959637078239
1999-10-20,6406.926312339176
1999-10-21,6367.668500241635
1999-10-22,6437.663580154063
1999-10-25,6419.387951150711
1999-10-26,6401.895336526371
1999-10-27,6368.1590602513925
1999-10-28,6549.020502195003
1999-10-29,6571.6337706317545
1999-11-01,6518.224650091681
1999-11-02,6521.116365230811
1999-11-03,6614.002955587703
1999-11-04,6608.6932706942725
1999-11-05,6524.788225586766
1999-11-08,6510.960331775257
1999-11-09,6590.860560263386
1999-11-10,6676.895858209784
1999-11-11,6738.600927685277
1999-11-12,6627.861609486873
1999-11-15,6724.576062553203
1999-11-16,6794.339807923489
1999-11-17,6840.707003579202
1999-11-18,6863.840257619333
1999-11-19,6810.918227404509
1999-11-22,6776.522310724679
1999-11-23,6724.765427257731
1999-11-24,6649.029087078762
1999-11-25,6754.7381634360845
1999-11-26,6713.093408570717
1999-11-29,6656.225012575544
1999-11-30,6524.442791804051
1999-12-01,6520.509904413525
1999-12-02,6523.4152981165835
1999-12-03,6619.350740286025
1999-12-06,6690.649821051377
1999-12-07,6683.128012109593
1999-12-08,6659.752747574986
1999-12-09,6706.796865333392
1999-12-10,6699.16462700965
1999-12-13,6725.202273882308
1999-12-14,6724.337388293831
1999-12-15,6704.049409000177
1999-12-16,6876.81747820391
1999-12-17,6876.929442254014
1999-12-20,6952.762199627502
1999-12-21,6926.54619762616
1999-12-22,7004.365549554944
1999-12-23,7096.842049892795
1999-12-24,7108.750807822821
1999-12-27,7068.2228242963165
1999-12-28,7009.200354743606
1999-12-29,7047.562254266198
1999-12-30,7133.028857576692
1999-12-31,7133.028857576692
2000-01-03,7246.05756702847
2000-01-04,7007.434552227524
2000-01-05,6937.2454368814215
2000-01-06,6882.194888669959
2000-01-07,7077.254746695778
2000-01-10,7144.809504078707
2000-01-11,7085.828203667185
2000-01-12,6977.48029879165
2000-01-13,6993.4017468559005
2000-01-14,7040.113709047307
2000-01-17,7047.598285605326
2000-01-18,6913.097500296623
2000-01-19,6868.752596911823
2000-01-20,6860.106676913946
2000-01-21,6821.515444590274
2000-01-24,6841.56234753528
2000-01-25,6815.864663019765
2000-01-26,6733.603247498816
2000-01-27,6617.375889278299
2000-01-28,6505.525604790113
2000-01-31,6274.013107867275
2000-02-01,6347.844524526307
2000-02-02,6437.903455458074
2000-02-03,6678.765551087018
2000-02-04,6727.568598717189
2000-02-07,6642.5385084077625
2000-02-08,6845.972516719849
2000-02-09,6814.558593701077
2000-02-10,6733.5246457997555
2000-02-11,6765.092769605056
2000-02-14,6631.148601761179
2000-02-15,6674.524729196351
2000-02-16,6786.071282840628
2000-02-17,6897.74581446351
2000-02-18,6764.1168541123025
2000-02-21,6708.295769041118
2000-02-22,6839.070713709875
2000-02-23,6852.080429224369
2000-02-24,6770.440754477483
2000-02-25,6760.106499342651
2000-02-28,6603.240995112478
2000-02-29,6666.981501625196
2000-03-01,6753.107878789945
2000-03-02,6817.099537081325
2000-03-03,6867.175958926163
2000-03-06,6795.753837810158
2000-03-07,6728.702184680979
2000-03-08,6705.020653763783
2000-03-09,6748.044808395436
2000-03-10,6809.781371930316
2000-03-13,6666.449438850739
2000-03-14,6647.336081212659
2000-03-15,6567.00461097493
2000-03-16,6800.9446860091675
2000-03-17,6767.066886641059
2000-03-20,6831.471237214859
2000-03-21,6919.395978550309
2000-03-22,6900.942328041782
2000-03-23,6891.513060041382
2000-03-24,7024.489853154372
2000-03-27,6978.907807068141
2000-03-28,7036.317140223148
2000-03-29,6917.185789518316
2000-03-30,6866.1504002550555
2000-03-31,6859.008721941072
2000-04-03,6718.212260816173
2000-04-04,6800.327215616036
2000-04-05,6735.4725400278385
2000-04-06,6844.639156998005
2000-04-07,6949.912387601284
2000-04-10,6943.926648026289
2000-04-11,6889.818119158919
2000-04-12,6865.317742697688
2000-04-13,6845.154204973431
2000-04-14,6759.460670951131
2000-04-17,6637.559644587289
2000-04-18,6663.220563791953
2000-04-19,6662.08624385644
2000-04-20,6720.809786743793
2000-04-21,6720.809786743793
2000-04-24,6721.883387200404
2000-04-25,6699.696089261788
2000-04-26,6753.84044929418
2000-04-27,6539.5004885997605
2000-04-28,6627.875488224908
2000-05-01,6642.754429543722
2000-05-02,6701.117191966879
2000-05-03,6560.128296801154
2000-05-04,6496.906508122476
2000-05-05,6599.446094405872
2000-05-08,6605.365242728181
2000-05-09,6635.9291597670435
2000-05-10,6642.184200239669
2000-05-11,6637.288942470914
2000-05-12,6779.777141692577
2000-05-15,6860.61758795784
2000-05-16,6866.349440041387
2000-05-17,6685.372030565546
2000-05-18,6748.035867285356
2000-05-19,6644.212097385557
2000-05-22,6640.560521339037
2000-05-23,6671.878827859716
2000-05-24,6621.4757885981535
2000-05-25,6596.513677198467
2000-05-26,6757.644958357888
2000-05-29,6856.903757764273
2000-05-30,6882.974099740954
2000-05-31,6849.760411332736
2000-06-01,6876.7179249483925
2000-06-02,7187.244613040319
2000-06-05,7111.582270555966
2000-06-06,7194.423457013367
2000-06-07,7173.972669446616
2000-06-08,7202.4740592192065
2000-06-09,7195.5878697895205
2000-06-12,7217.530554970278
2000-06-13,7327.7777117660735
2000-06-14,7390.002099597927
2000-06-15,7340.955640254534
2000-06-16,7361.693944562586
2000-06-19,7303.118330339766
2000-06-20,7289.817161326547
2000-06-21,7245.3929889956635
2000-06-22,7211.134191578627
2000-06-23,7164.434440007703
2000-06-26,7199.633321752472
2000-06-27,7213.107040845291
2000-06-28,7227.570620893602
2000-06-29,7115.32025509169
2000-06-30,7221.782519886194
2000-07-03,7127.232690020165
2000-07-04,7145.8767275208675
2000-07-05,7156.927907960357
2000-07-06,7118.640259438889
2000-07-07,7165.905326205685
2000-07-10,7236.377824374108
2000-07-11,7250.688981586151
2000-07-12,7263.106837385047
2000-07-13,7178.614804062053
2000-07-14,7181.08020029831
2000-07-17,7167.012494908609
2000-07-18,7085.786202538522
2000-07-19,6999.274322528763
2000-07-20,7014.474372607753
2000-07-21,7008.668955065087
2000-07-24,7041.08523163838
2000-07-25,7098.254750769686
2000-07-26,7090.862009770382
2000-07-27,6990.767954823055
2000-07-28,6852.252966556077
2000-07-31,6900.108677353983
2000-08-01,6903.2044268543905
2000-08-02,6877.387207264047
2000-08-03,6761.04284599556
2000-08-04,6822.065632985
2000-08-07,6903.258865536862
2000-08-08,6806.7382544467
2000-08-09,6865.39243813554
2000-08-10,6962.444034287664
2000-08-11,6942.087458996641
2000-08-14,6974.74668436005
2000-08-15,7038.656946051538
2000-08-16,7064.451136238354
2000-08-17,7129.904010971016
2000-08-18,7101.715619894325
2000-08-21,7050.930114618393
2000-08-22,7053.163904557882
2000-08-23,7045.891461133244
2000-08-24,7082.249534506176
2000-08-25,7062.120883704213
2000-08-28,7070.005632368228
2000-08-29,7021.364192268092
2000-08-30,6943.767509825559
2000-08-31,6911.285048229561
2000-09-01,7042.608329354231
2000-09-04,7100.02473533851
2000-09-05,6974.08671402433
2000-09-06,6901.6531847576525
2000-09-07,6869.640416181719
2000-09-08,6762.546419792088
2000-09-11,6770.596478393728
2000-09-12,6715.914325928972
2000-09-13,6685.757722416483
2000-09-14,6639.709254910352
2000-09-15,6676.153584474511
2000-09-18,6541.974337123509
2000-09-19,6529.90658434508
2000-09-20,6474.066839810418
2000-09-21,6433.96954533481
2000-09-22,6596.0920159701545
2000-09-25,6528.596596411904
2000-09-26,6539.148632742554
2000-09-27,6579.907265976006
2000-09-28,6608.351066820964
2000-09-29,6639.23004038991
2000-10-02,6678.406180073367
2000-10-03,6674.88489630216
2000-10-04,6650.236099158021
2000-10-05,6650.881766744967
2000-10-06,6616.591276423308
2000-10-09,6530.673471501951
2000-10-10,6545.634583143754
2000-10-11,6482.766017100316
2000-10-12,6463.808898904037
2000-10-13,6438.844002204129
2000-10-16,6353.243978811026
2000-10-17,6322.6768080784
2000-10-18,6245.588434993341
2000-10-19,6308.468438370501
2000-10-20,6366.624469861269
2000-10-23,6405.534572952383
2000-10-24,6505.372077533403
2000-10-25,6375.592598726398
2000-10-26,6373.304658964305
2000-10-27,6496.6626009138545
2000-10-30,6520.590787612612
2000-10-31,6578.317693785416
2000-11-01,6685.504977938008
2000-11-02,6653.124938305892
2000-11-03,6704.131058614701
2000-11-06,6726.650666997556
2000-11-07,6711.368417800238
2000-11-08,6698.922147014624
2000-11-09,6664.459965629632
2000-11-10,6662.177025090253
2000-11-13,6554.958563260626
2000-11-14,6664.653302388232
2000-11-15,6715.816643233922
2000-11-16,6640.783677782891
2000-11-17,6662.262138762254
2000-11-20,6512.790820197194
2000-11-21,6534.569431909583
2000-11-22,6368.032390020496
2000-11-23,6329.953542570547
2000-11-24,6413.6598789096515
2000-11-27,6542.329858324341
2000-11-28,6544.694261385575
2000-11-29,6591.3726262873015
2000-11-30,6518.368671487168
2000-12-01,6602.480941914999
2000-12-04,6620.736274894288
2000-12-05,6711.79114490139
2000-12-06,6623.651458172319
2000-12-07,6638.965194887919
2000-12-08,6621.479635675245
2000-12-11,6609.832943335736
2000-12-12,6566.749193338058
2000-12-13,6492.772094191274
2000-12-14,6459.330966315793
2000-12-15,6401.350687461336
2000-12-18,6439.927913645131
2000-12-19,6515.75916342192
2000-12-20,6476.708604623431
2000-12-21,6515.703943952197
2000-12-22,6603.727252588762
2000-12-25,6603.727252588762
2000-12-26,6642.343449636765
2000-12-27,6766.985624899866
2000-12-28,6790.110466349896
2000-12-29,6842.977246044934
2001-01-01,6842.977246044934
2001-01-02,6876.783050271106
2001-01-03,6836.544369407478
2001-01-04,6890.370669755718
2001-01-05,6901.153656971883
2001-01-08,6841.947920436025
2001-01-09,6778.930813510871
2001-01-10,6730.184385005483
2001-01-11,6885.414858032552
2001-01-12,6897.65076661642
2001-01-15,6882.322143572398
2001-01-16,6779.082787257192
2001-01-17,6794.682528923689
2001-01-18,6804.663124005706
2001-01-19,6687.792496089979
2001-01-22,6696.004555576429
2001-01-23,6734.050922350558
2001-01-24,6691.812869404198
2001-01-25,6695.6194332367595
2001-01-26,6676.112057329237
2001-01-29,6702.381406191953
2001-01-30,6701.680890933103
2001-01-31,6796.750170035377
2001-02-01,6788.691477365124
2001-02-02,6727.152207520895
2001-02-05,6785.533135411162
2001-02-06,6748.317317544938
2001-02-07,6683.123549690834
2001-02-08,6617.607546214514
2001-02-09,6649.9705152504275
2001-02-12,6688.062753561968
2001-02-13,6643.045730214027
2001-02-14,6578.832691634282
2001-02-15,6491.30431023797
2001-02-16,6532.095047973894
2001-02-19,6510.046909633834
2001-02-20,6416.946361811483
2001-02-21,6358.098896568679
2001-02-22,6246.618206264923
2001-02-23,6161.576344140661
2001-02-26,6254.994369675758
2001-02-27,6357.050002451657
2001-02-28,6355.190883362978
2001-03-01,6356.133912175035
2001-03-02,6392.717795511636
2001-03-05,6363.604710870741
2001-03-06,6461.674016844305
2001-03-07,6429.454498395849
2001-03-08,6434.598179152636
2001-03-09,6441.318943344638
2001-03-12,6306.520451043653
2001-03-13,6142.033409362459
2001-03-14,6043.106505929138
2001-03-15,6041.464745695428
2001-03-16,5827.229133138821
2001-03-19,5770.388446470797
2001-03-20,5852.046906188683
2001-03-21,5725.910456401122
2001-03-22,5414.486003991929
2001-03-23,5555.249471590558
2001-03-26,5759.208281199998
2001-03-27,5874.087939538509
2001-03-28,5755.442952380215
2001-03-29,5717.737688659477
2001-03-30,5780.710222896314
2001-04-02,5765.421951650309
2001-04-03,5618.554929578216
2001-04-04,5692.81001834042
2001-04-05,5798.009046494948
2001-04-06,5832.508752225802
2001-04-09,5922.535386750691
2001-04-10,5985.91140402245
2001-04-11,5980.120083169503
2001-04-12,6042.974357237606
2001-04-13,6042.974357237606
2001-04-16,5981.087049197174
2001-04-17,5933.504997562913
2001-04-18,6002.662676749729
2001-04-19,6039.678863081839
2001-04-20,6081.66228247862
2001-04-23,5996.796742077663
2001-04-24,6058.079242486702
2001-04-25,6085.855128221928
2001-04-26,6205.038513122505
2001-04-27,6229.152230971029
2001-04-30,6187.277923217038
2001-05-01,6240.201442326462
2001-05-02,6237.245598117539
2001-05-03,6115.291495506021
2001-05-04,6082.443699301008
2001-05-07,6110.178153872836
2001-05-08,6062.800819511388
2001-05-09,6026.2897141021995
2001-05-10,6190.582097459097
2001-05-11,6113.088028490899
2001-05-14,6065.248469218789
2001-05-15,6138.904374839789
2001-05-16,6127.232664378096
2001-05-17,6175.2941182622635
2001-05-18,6237.428437386519
2001-05-21,6216.126195394579
2001-05-22,6213.416516834142
2001-05-23,6116.396952507736
2001-05-24,6088.515858374155
2001-05-25,6028.781851292992
2001-05-28,6098.996373860897
2001-05-29,6037.849501729773
2001-05-30,5979.746064694483
2001-05-31,5945.487940140534
2001-06-01,5895.062942757196
2001-06-04,5903.072066018076
2001-06-05,5994.191874437978
2001-06-06,5976.97176963716
2001-06-07,5988.6571890962905
2001-06-08,5968.043667219641
2001-06-11,5872.00670101394
2001-06-12,5839.757964335946
2001-06-13,5905.055122499159
2001-06-14,5871.993023860977
2001-06-15,5806.290500613222
2001-06-18,5801.632760087568
2001-06-19,5753.869319742212
2001-06-20,5695.982044006398
2001-06-21,5732.260234389304
2001-06-22,5803.903094276446
2001-06-25,5880.445102072982
2001-06-26,5823.60899131935
2001-06-27,5781.3964666906895
2001-06-28,5710.815281879134
2001-06-29,5805.061698174107
2001-07-02,5890.11899550117
2001-07-03,5820.6436596512785
2001-07-04,5800.114611397505
2001-07-05,5754.205429989623
2001-07-06,5698.923601755892
2001-07-09,5710.420366633828
2001-07-10,5719.94507752698
2001-07-11,5670.374089827883
2001-07-12,5635.575122497355
2001-07-13,5629.642474602355
2001-07-16,5589.321912125396
2001-07-17,5566.860135613695
2001-07-18,5587.303880423011
2001-07-19,5609.271924801732
2001-07-20,5593.483807292982
2001-07-23,5597.243461974775
2001-07-24,5602.865818933781
2001-07-25,5526.9467497113055
2001-07-26,5552.673625595527
2001-07-27,5615.709084984921
2001-07-30,5709.438303262397
2001-07-31,5755.196025655204
2001-08-01,5813.251969312719
2001-08-02,5779.207654096923
2001-08-03,5716.972914442453
2001-08-06,5718.017625179053
2001-08-07,5715.098295332011
2001-08-08,5656.379294527749
2001-08-09,5655.411536503275
2001-08-10,5659.589563366531
2001-08-13,5727.655973111195
2001-08-14,5782.557923204856
2001-08-15,5813.034364862266
2001-08-16,5812.835641014363
2001-08-17,5743.899473975095
2001-08-20,5731.453695374659
2001-08-21,5795.218127117959
2001-08-22,5836.492167069482
2001-08-23,5857.380724203537
2001-08-24,5924.280176315865
2001-08-27,5943.2906132525295
2001-08-28,5838.601659697498
2001-08-29,5871.310200341645
2001-08-30,5770.193963127117
2001-08-31,5724.417894604551
2001-09-03,5636.290392708495
2001-09-04,5589.744364253611
2001-09-05,5490.594132938291
2001-09-06,5377.449070246509
2001-09-07,5282.176472576225
2001-09-10,5224.53994048087
2001-09-11,4965.8288587388615
2001-09-12,4949.924633077739
2001-09-13,5020.888121628588
2001-09-14,4732.539268406095
2001-09-17,4887.431006818508
2001-09-18,4916.968679423312
2001-09-19,4810.743027032154
2001-09-20,4521.914235012642
2001-09-21,4278.124864386049
2001-09-24,4548.93014618028
2001-09-25,4709.577801585603
2001-09-26,4770.19530820963
2001-09-27,4785.672335724698
2001-09-28,4961.059649776778
2001-10-01,4815.998208077725
2001-10-02,4918.057232937338
2001-10-03,4883.478508501846
2001-10-04,5089.182797848589
2001-10-05,5075.345473531427
2001-10-08,5080.092227963786
2001-10-09,5079.564428188023
2001-10-10,5209.350348103929
2001-10-11,5225.019780319078
2001-10-12,5215.8148417994
2001-10-15,4958.503148093534
2001-10-16,4986.381442775608
2001-10-17,5112.180103408563
2001-10-18,4939.526079691314
2001-10-19,4813.474213600614
2001-10-22,4881.189907291815
2001-10-23,5030.867990230263
2001-10-24,5014.178858237579
2001-10-25,4945.571248367161
2001-10-26,5087.065382127452
2001-10-29,5070.040499840711
2001-10-30,4951.307272009394
2001-10-31,4977.378263115669
2001-11-01,5069.101942001057
2001-11-02,5067.824352403383
2001-11-05,5178.485248106158
2001-11-06,5147.728607721353
2001-11-07,5250.419872861184
2001-11-08,5325.428741859242
2001-11-09,5235.482913299323
2001-11-12,5100.135597178392
2001-11-13,5244.715759320181
2001-11-14,5174.550733254097
2001-11-15,5104.926925181175
2001-11-16,5218.867809039723
2001-11-19,5234.4171197970245
2001-11-20,5230.833705989639
2001-11-21,5159.880752988979
2001-11-22,5267.661710553263
2001-11-23,5267.668944685156
2001-11-26,5252.330382247979
2001-11-27,5189.206567124711
2001-11-28,5126.955719614645
2001-11-29,5142.868828330586
2001-11-30,5198.474402360071
2001-12-03,5153.033267822684
2001-12-04,5192.962514231876
2001-12-05,5321.994231834992
2001-12-06,5329.921831792875
2001-12-07,5285.088079618988
2001-12-10,5164.55346950305
2001-12-11,5181.714201104271
2001-12-12,5133.669976136307
2001-12-13,5039.463299838015
2001-12-14,5040.906751585937
2001-12-17,5205.852042068728
2001-12-18,5172.882352078375
2001-12-19,5141.427497696552
2001-12-20,5077.766161178879
2001-12-21,5164.477503930081
2001-12-24,5113.1441553655795
2001-12-25,5113.1441553655795
2001-12-26,5117.511377910305
2001-12-27,5269.451656443438
2001-12-28,5279.186001625866
2001-12-31,5330.672732873296
2002-01-01,5330.672732873296
2002-01-02,5283.68586433595
2002-01-03,5337.527265418276
2002-01-04,5267.605897214496
2002-01-07,5235.687315917257
2002-01-08,5185.756941276784
2002-01-09,5220.242036344469
2002-01-10,5183.58993216647
2002-01-11,5236.7053265260465
2002-01-14,5132.935838024138
2002-01-15,5183.147797061999
2002-01-16,5086.111991943016
2002-01-17,5139.368373249815
2002-01-18,5126.543941617755
2002-01-21,5112.739408584692
2002-01-22,5127.819727013771
2002-01-23,5143.917517636098
2002-01-24,5227.393437940947
2002-01-25,5164.516795226954
2002-01-28,5191.103113537186
2002-01-29,5134.532866098587
2002-01-30,5064.642420634733
2002-01-31,5122.805954188008
2002-02-01,5140.055836133292
2002-02-04,5126.505297366146
2002-02-05,5029.581239391593
2002-02-06,4988.0879708838065
2002-02-07,5013.961928147191
2002-02-08,4996.837421073738
2002-02-11,5088.738456466929
2002-02-12,5100.901168466593
2002-02-13,5108.188750599588
2002-02-14,5170.3900745562605
2002-02-15,5164.999143707
2002-02-18,5106.749213132027
2002-02-19,5027.534160521746
2002-02-20,4979.9184043353
2002-02-21,5045.5398619589705
2002-02-22,5018.925426212563
2002-02-25,5055.261874920837
2002-02-26,5064.261353065603
2002-02-27,5097.833931828254
2002-02-28,5136.762647069569
2002-03-01,5180.180928893207
2002-03-04,5331.918595592705
2002-03-05,5330.46217547955
2002-03-06,5370.277805724823
2002-03-07,5468.208807730375
2002-03-08,5451.51395675816
2002-03-11,5464.753888344376
2002-03-12,5435.826389538823
2002-03-13,5399.871601765643
2002-03-14,5435.158571031928
2002-03-15,5522.526827771605
2002-03-18,5546.714374100386
2002-03-19,5599.634902256439
2002-03-20,5566.661300487193
2002-03-21,5515.60946726964
2002-03-22,5531.908906919814
2002-03-25,5481.312913992776
2002-03-26,5497.445365382773
2002-03-27,5495.616142691288
2002-03-28,5583.995037755916
2002-03-29,5583.995037755916
2002-04-01,5629.760242386767
2002-04-02,5630.9568000375775
2002-04-03,5603.121029329562
2002-04-04,5523.748141048141
2002-04-05,5455.744217168234
2002-04-08,5353.055759531293
2002-04-09,5381.885052079067
2002-04-10,5443.425941576613
2002-04-11,5406.899761556989
2002-04-12,5385.166978527236
2002-04-15,5423.882068998383
2002-04-16,5566.121798056587
2002-04-17,5620.450699464969
2002-04-18,5636.943273385649
2002-04-19,5636.655714856796
2002-04-22,5610.6596754329
2002-04-23,5602.763283203121
2002-04-24,5549.981852593532
2002-04-25,5522.676738488713
2002-04-26,5503.438765196857
2002-04-29,5484.950174411925
2002-04-30,5555.781905003812
2002-05-01,5587.22623717063
2002-05-02,5510.75825813607
2002-05-03,5523.9621806894165
2002-05-06,5494.158613351805
2002-05-07,5431.128154558607
2002-05-08,5497.867340214602
2002-05-09,5508.237004507518
2002-05-10,5471.6449447746
2002-05-13,5499.615240629428
2002-05-14,5543.587595077674
2002-05-15,5600.456814096012
2002-05-16,5598.6474049028775
2002-05-17,5625.760923655579
2002-05-20,5593.857822400895
2002-05-21,5546.997336603977
2002-05-22,5540.178615582652
2002-05-23,5579.602089695998
2002-05-24,5607.270760006807
2002-05-27,5592.982969737787
2002-05-28,5601.103030770083
2002-05-29,5594.378224241895
2002-05-30,5518.454572578826
2002-05-31,5586.88074056988
2002-06-03,5525.872612515776
2002-06-04,5380.061777246349
2002-06-05,5368.490924364233
2002-06-06,5442.00753931769
2002-06-07,5305.002732466272
2002-06-10,5282.0693568955885
2002-06-11,5368.748942184209
2002-06-12,5225.6973409930615
2002-06-13,5181.0722661753925
2002-06-14,5045.3449820776805
2002-06-17,5206.6530537763365
2002-06-18,5250.890481596058
2002-06-19,5205.005300510143
2002-06-20,5123.494672658974
2002-06-21,5087.825519251037
2002-06-24,4995.872789809952
2002-06-25,5127.685123352399
2002-06-26,5106.3695834880145
2002-06-27,5142.15269042844
2002-06-28,5415.243270191091
2002-07-01,5413.478143595521
2002-07-02,5213.275658176933
2002-07-03,5034.410614375801
2002-07-04,5199.692829336501
2002-07-05,5362.531267160781
2002-07-08,5393.420118793049
2002-07-09,5375.300127599922
2002-07-10,5052.01839506768
2002-07-11,4855.548491199138
2002-07-12,4817.716735441647
2002-07-15,4579.38698053022
2002-07-16,4547.770710855294
2002-07-17,4728.115096283011
2002-07-18,4794.345334850559
