Date,CANADA
1999-09-03,1379.8739104585786
1999-09-06,1380.3831426752306
1999-09-07,1393.3294261165881
1999-09-08,1393.4521850607007
1999-09-09,1422.499870128607
1999-09-10,1435.1651870112385
1999-09-13,1430.887904500347
1999-09-14,1437.1870318332458
1999-09-15,1418.8331067459046
1999-09-16,1408.553411949446
1999-09-17,1424.94770515607
1999-09-20,1420.0633073354009
1999-09-21,1390.699300293566
1999-09-22,1382.5359878783925
1999-09-23,1366.4708275923856
1999-09-24,1354.0999526591743
1999-09-27,1387.0787798822143
1999-09-28,1397.558950257521
1999-09-29,1398.4591786287097
1999-09-30,1409.5579580293863
1999-10-01,1399.6270263939668
1999-10-04,1428.7951623373376
1999-10-05,1419.7462160052562
1999-10-06,1426.1473063506087
1999-10-07,1433.0606713667403
1999-10-08,1446.94372759955
1999-10-11,1447.8283473650822
1999-10-12,1448.4626232806702
1999-10-13,1420.745668014493
1999-10-14,1405.3277461306238
1999-10-15,1382.592768698521
1999-10-18,1378.7212399932203
1999-10-19,1369.5189936066306
1999-10-20,1392.2915529241973
1999-10-21,1402.915651196471
1999-10-22,1430.8126358172083
1999-10-25,1439.0162461784266
1999-10-26,1442.8962727728413
1999-10-27,1435.206697276169
1999-10-28,1464.7616095718004
1999-10-29,1503.7680629818528
1999-11-01,1513.5595896023028
1999-11-02,1488.0388082825473
1999-11-03,1497.1782005976665
1999-11-04,1511.0942458924678
1999-11-05,1527.887415326387
1999-11-08,1520.227949634353
1999-11-09,1514.3721463355964
1999-11-10,1527.619364626561
1999-11-11,1567.6698111079959
1999-11-12,1573.9907951515781
1999-11-15,1591.0893756894527
1999-11-16,1586.0791764705434
1999-11-17,1587.055536136386
1999-11-18,1605.7697297572704
1999-11-19,1622.840566843717
1999-11-22,1611.002564345433
1999-11-23,1622.1147258815042
1999-11-24,1630.6505582451164
1999-11-25,1644.5833778368108
1999-11-26,1658.1899437652419
1999-11-29,1627.0506589117379
1999-11-30,1564.494118472481
1999-12-01,1582.6975644781064
1999-12-02,1593.4068514659411
1999-12-03,1622.6358714625928
1999-12-06,1649.3300492378912
1999-12-07,1656.3696819287572
1999-12-08,1631.5226118591195
1999-12-09,1640.6603372357704
1999-12-10,1675.2028343403235
1999-12-13,1678.3247419821878
1999-12-14,1669.5934348551318
1999-12-15,1680.7594513263277
1999-12-16,1697.2705817655833
1999-12-17,1703.24420147761
1999-12-20,1705.4808365668496
1999-12-21,1747.7315019432965
1999-12-22,1748.820245901247
1999-12-23,1767.6953515404136
1999-12-24,1778.5455356280006
1999-12-27,1792.7661294152424
1999-12-28,1805.7001148140553
1999-12-29,1808.0216705098717
1999-12-30,1793.568637890078
1999-12-31,1792.0382601502783
2000-01-03,1800.9730153688351
2000-01-04,1747.1590776047158
2000-01-05,1718.8185707823263
2000-01-06,1700.1228067398902
2000-01-07,1788.499314811655
2000-01-10,1824.2440942005903
2000-01-11,1793.7494948854162
2000-01-12,1766.3611130080628
2000-01-13,1782.9754071217455
2000-01-14,1758.231920375381
2000-01-17,1777.953481048998
2000-01-18,1816.7235555901188
2000-01-19,1823.2132384694432
2000-01-20,1839.0726192814761
2000-01-21,1830.126253778204
2000-01-24,1808.3049917648957
2000-01-25,1822.7369720009585
2000-01-26,1838.6691735445336
2000-01-27,1857.6657675243657
2000-01-28,1780.1498997905792
2000-01-31,1796.6197297893264
2000-02-01,1804.1164649847492
2000-02-02,1877.4808282920596
2000-02-03,1907.016693192887
2000-02-04,1996.5482497401326
2000-02-07,1962.434901864286
2000-02-08,1996.6518913479672
2000-02-09,2001.7222052639413
2000-02-10,2012.7298975514
2000-02-11,1969.4655820464561
2000-02-14,2008.3276179692223
2000-02-15,2020.6387628834768
2000-02-16,2043.8753955391944
2000-02-17,2040.9339252438235
2000-02-18,2003.5775194359064
2000-02-21,1964.2439614079883
2000-02-22,1951.169545185918
2000-02-23,1980.52299106515
2000-02-24,1947.3964241348
2000-02-25,1923.1679864043567
2000-02-28,1941.6759925593344
2000-02-29,1903.6084801264337
2000-03-01,1973.3248593368617
2000-03-02,1996.5347393787022
2000-03-03,1992.3799826736763
2000-03-06,2047.163367554606
2000-03-07,1998.8618321078914
2000-03-08,1960.4174983258897
2000-03-09,1986.3689093022217
2000-03-10,1994.0257755027988
2000-03-13,1990.1076890895133
2000-03-14,2000.464540988914
2000-03-15,1980.7117631039844
2000-03-16,1999.6880390855642
2000-03-17,2015.8471773990555
2000-03-20,2047.1549862346158
2000-03-21,2079.285225208243
2000-03-22,2126.127629963531
2000-03-23,2146.169837325564
2000-03-24,2174.0684772278573
2000-03-27,2199.21321821164
2000-03-28,2185.602385853283
2000-03-29,2140.0291157747893
2000-03-30,2060.1374527319535
2000-03-31,2074.5979690894856
2000-04-03,2050.483535961969
2000-04-04,2000.1521124237154
2000-04-05,2015.480380994588
2000-04-06,2054.054747634018
2000-04-07,2044.5949184549054
2000-04-10,2057.2685000884035
2000-04-11,2026.3659671250264
2000-04-12,1946.4755280579889
2000-04-13,1916.1973976054267
2000-04-14,1794.8624502503478
2000-04-17,1860.3612419981043
2000-04-18,1940.1188039210963
2000-04-19,1932.6233626429457
2000-04-20,1915.133447900076
2000-04-21,1915.133447900076
2000-04-24,1874.0617043556329
2000-04-25,1953.0688408882354
2000-04-26,2039.2638160955084
2000-04-27,2005.3653517421928
2000-04-28,1997.4329277902268
2000-05-01,2051.7379129877095
2000-05-02,2031.9609470096227
2000-05-03,1965.2001079877905
2000-05-04,1987.099564569241
2000-05-05,2043.3517087512105
2000-05-08,1978.9262505232587
2000-05-09,1972.8866177165107
2000-05-10,1935.8541924739457
2000-05-11,1945.329688543276
2000-05-12,1968.5798898449862
2000-05-15,1974.5633713048737
2000-05-16,2053.0998949714885
2000-05-17,2039.874323566785
2000-05-18,2031.554925095048
2000-05-19,1981.3433695866406
2000-05-22,1976.0509681762944
2000-05-23,1908.9740403187807
2000-05-24,1948.4338776783459
2000-05-25,1926.272385363849
2000-05-26,1928.5949085833915
2000-05-29,1939.5361214996344
2000-05-30,1997.0281531652752
2000-05-31,1960.0998940916008
2000-06-01,2040.59845096288
2000-06-02,2089.361868248221
2000-06-05,2075.9405190003527
2000-06-06,2061.8474868051176
2000-06-07,2045.0984271275863
2000-06-08,2071.316023697766
2000-06-09,2088.8069059643626
2000-06-12,2113.8678570620677
2000-06-13,2130.6318958719876
2000-06-14,2169.764885065759
2000-06-15,2193.575201006593
2000-06-16,2185.0413036904333
2000-06-19,2221.097404237893
2000-06-20,2234.036984954641
2000-06-21,2212.6261628256934
2000-06-22,2177.6224832972557
2000-06-23,2173.8918283778826
2000-06-26,2200.855362427192
2000-06-27,2193.2060965334767
2000-06-28,2205.2760133032566
2000-06-29,2190.8387408289796
2000-06-30,2207.2642745607413
2000-07-03,2211.144260439897
2000-07-04,2227.2404246367464
2000-07-05,2226.340098065712
2000-07-06,2215.5723152407886
2000-07-07,2256.018379748038
2000-07-10,2227.076503546001
2000-07-11,2246.1622630101774
2000-07-12,2311.5224572501406
2000-07-13,2330.474516730693
2000-07-14,2346.7767851909593
2000-07-17,2370.695160780816
2000-07-18,2348.5117260660745
2000-07-19,2339.8534348092903
2000-07-20,2360.6537313063195
2000-07-21,2396.2220333978084
2000-07-24,2386.958191811041
2000-07-25,2411.363021723882
2000-07-26,2422.9213453008783
2000-07-27,2365.448360739291
2000-07-28,2271.806383875169
2000-07-31,2273.262668890755
2000-08-01,2259.634055288178
2000-08-02,2272.3409322592884
2000-08-03,2284.53639017974
2000-08-04,2311.8321269828552
2000-08-07,2304.627744453975
2000-08-08,2379.1240009104386
2000-08-09,2385.9394142053284
2000-08-10,2368.5946984928187
2000-08-11,2361.841762802532
2000-08-14,2412.9685357740027
2000-08-15,2414.8164211295075
2000-08-16,2429.2351378660933
2000-08-17,2444.5624964939198
2000-08-18,2453.076708479496
2000-08-21,2439.3141642719074
2000-08-22,2450.6078165797053
2000-08-23,2425.521916451566
2000-08-24,2447.1255016145205
2000-08-25,2467.4725240657494
2000-08-28,2458.044202821837
2000-08-29,2425.453429398918
2000-08-30,2451.907228601303
2000-08-31,2473.582106846584
2000-09-01,2506.909605139718
2000-09-04,2505.8892226941
2000-09-05,2490.5101999936037
2000-09-06,2435.8500987923167
2000-09-07,2416.01468828397
2000-09-08,2362.2196012071117
2000-09-11,2332.643094223518
2000-09-12,2296.510517183095
2000-09-13,2336.1388795233124
2000-09-14,2405.54040007588
2000-09-15,2411.418541640729
2000-09-18,2341.7013168464373
2000-09-19,2375.3190369307495
2000-09-20,2355.03002209878
2000-09-21,2298.3202498435835
2000-09-22,2288.7143659150297
2000-09-25,2304.009541180479
2000-09-26,2265.7652947381935
2000-09-27,2201.332922309097
2000-09-28,2240.5011289957247
2000-09-29,2223.847227186404
2000-10-02,2233.1096091386717
2000-10-03,2237.544651156064
2000-10-04,2257.7939118479762
2000-10-05,2306.765107758119
2000-10-06,2237.122778204234
2000-10-09,2232.3613595875026
2000-10-10,2235.8823991045992
2000-10-11,2179.6462237618202
2000-10-12,2149.060136036971
2000-10-13,2209.1407421355016
2000-10-16,2252.871544273965
2000-10-17,2165.8811274197838
2000-10-18,2115.028026724277
2000-10-19,2192.806737924594
2000-10-20,2245.543527092548
2000-10-23,2252.5293785370127
2000-10-24,2217.441416702322
2000-10-25,2012.068242856275
2000-10-26,1995.880707240759
2000-10-27,1951.3093526785212
2000-10-30,1937.9893937603183
2000-10-31,2028.5122983149765
2000-11-01,2017.8336845031088
2000-11-02,2003.0325914021312
2000-11-03,2032.6995131615347
2000-11-06,2033.1722059222923
2000-11-07,2000.6987887553541
2000-11-08,1981.2092350440485
2000-11-09,1952.7734999286893
2000-11-10,1904.2780619535233
2000-11-13,1888.7778465535996
2000-11-14,1922.0366914044891
2000-11-15,1899.6186151076058
2000-11-16,1843.7859001385293
2000-11-17,1828.3232678539555
2000-11-20,1831.3359884457975
2000-11-21,1859.3309213381096
2000-11-22,1835.438656339978
2000-11-23,1854.1426206086157
2000-11-24,1876.0509610936629
2000-11-27,1907.108846291286
2000-11-28,1865.91879354685
2000-11-29,1835.97739142682
2000-11-30,1847.1169597159972
2000-12-01,1873.7856445585198
2000-12-04,1858.5012568185855
2000-12-05,1926.5104367341396
2000-12-06,1927.2076621691276
2000-12-07,1921.2164986837374
2000-12-08,2009.7952720481824
2000-12-11,2021.6398162542366
2000-12-12,1956.3194968392568
2000-12-13,1902.4169883431512
2000-12-14,1909.9244745355077
2000-12-15,1895.9017109296267
2000-12-18,1882.3267638322084
2000-12-19,1857.1972372620335
2000-12-20,1804.6509567329745
2000-12-21,1796.344947532834
2000-12-22,1841.947078265753
2000-12-25,1841.947078265753
2000-12-26,1846.4518070578629
2000-12-27,1862.7137616264154
2000-12-28,1866.9015292921713
2000-12-29,1887.7010986060804
2001-01-01,1887.7010986060804
2001-01-02,1827.1337284225606
2001-01-03,1900.432835765998
2001-01-04,1894.6895405425842
2001-01-05,1839.0391990404046
2001-01-08,1841.8221743546949
2001-01-09,1818.092328105845
2001-01-10,1821.057294657031
2001-01-11,1865.795508180632
2001-01-12,1843.8744308358457
2001-01-15,1848.4612642192621
2001-01-16,1845.4191765659655
2001-01-17,1864.4865185524297
2001-01-18,1871.2529976531064
2001-01-19,1933.6084458794853
2001-01-22,1928.1799099448883
2001-01-23,1964.7141726762047
2001-01-24,1962.0705824901086
2001-01-25,1936.4884928727624
2001-01-26,1935.728753421895
2001-01-29,1976.1354600894886
2001-01-30,1990.042395479789
2001-01-31,1979.8907309887452
2001-02-01,1981.432867100947
2001-02-02,1964.9229963070254
2001-02-05,1968.9556420619572
2001-02-06,1960.6921362363257
2001-02-07,1915.8821738046613
2001-02-08,1902.7551078620227
2001-02-09,1877.278466171549
2001-02-12,1873.4062059604935
2001-02-13,1856.9559718692578
2001-02-14,1846.9343246478795
2001-02-15,1857.0090955567282
2001-02-16,1713.3939223789619
2001-02-19,1724.9192438725383
2001-02-20,1677.5968454853298
2001-02-21,1642.7546669533504
2001-02-22,1664.2699457275955
2001-02-23,1641.6254433136294
2001-02-26,1672.6837433340213
2001-02-27,1659.8046221533912
2001-02-28,1664.1870545026122
2001-03-01,1661.1158477769081
2001-03-02,1628.5029920788556
2001-03-05,1648.0786527650564
2001-03-06,1677.9895288348562
2001-03-07,1684.1455149572107
2001-03-08,1666.3033713829127
2001-03-09,1641.8843142272276
2001-03-12,1596.4051806685247
2001-03-13,1605.9292382087722
2001-03-14,1571.1065909069098
2001-03-15,1572.3652993043777
2001-03-16,1548.9025235446838
2001-03-19,1577.5939158341228
2001-03-20,1551.9759618095934
2001-03-21,1522.7719097630222
2001-03-22,1535.713617216673
2001-03-23,1529.8731758993927
2001-03-26,1547.182335684926
2001-03-27,1551.6954653298458
2001-03-28,1492.5929955264708
2001-03-29,1479.053305223165
2001-03-30,1511.674439755249
2001-04-02,1520.9932881516042
2001-04-03,1472.2172480143847
2001-04-04,1478.5800274157673
2001-04-05,1501.1372632431621
2001-04-06,1488.0414582872932
2001-04-09,1507.8483092428041
2001-04-10,1559.5985253610634
2001-04-11,1544.2749112983506
2001-04-12,1571.3945048954763
2001-04-13,1571.3945048954763
2001-04-16,1556.2160533451583
2001-04-17,1570.1884255302582
2001-04-18,1626.4756371299604
2001-04-19,1651.1339951460743
2001-04-20,1649.697872779691
2001-04-23,1618.0698923274774
2001-04-24,1598.4832756772148
2001-04-25,1617.08866260613
2001-04-26,1616.3236520751122
2001-04-27,1621.9180866329764
2001-04-30,1619.3721680533663
2001-05-01,1624.5413110295751
2001-05-02,1642.9674406552622
2001-05-03,1628.129532887421
2001-05-04,1630.2329582941265
2001-05-07,1631.7664512527758
2001-05-08,1635.413925580526
2001-05-09,1642.2768701031519
2001-05-10,1652.517441805406
2001-05-11,1622.9581041539545
2001-05-14,1615.8300905592264
2001-05-15,1628.644833843955
2001-05-16,1655.6455811117862
2001-05-17,1677.928897967961
2001-05-18,1686.7812903892923
2001-05-21,1688.9834984843235
2001-05-22,1702.2245826095398
2001-05-23,1688.957613784232
2001-05-24,1685.3102346469136
2001-05-25,1676.3338522108565
2001-05-28,1679.9470364076137
2001-05-29,1676.9674827189751
2001-05-30,1645.4367483587735
2001-05-31,1649.140246745548
2001-06-01,1684.470136823711
2001-06-04,1693.392198365063
2001-06-05,1683.1295936713009
2001-06-06,1676.353300966944
2001-06-07,1677.9132592395044
2001-06-08,1668.7361305060283
2001-06-11,1665.5534997003326
2001-06-12,1656.0991201333327
2001-06-13,1644.4482573147025
2001-06-14,1624.1689473989413
2001-06-15,1595.6226991531714
2001-06-18,1567.9437378917905
2001-06-19,1566.6910155436374
2001-06-20,1561.646512593072
2001-06-21,1570.1120691660556
2001-06-22,1580.4181162175582
2001-06-25,1577.757211514122
2001-06-26,1562.6447202339073
2001-06-27,1549.1785134161973
2001-06-28,1552.3915958155976
2001-06-29,1585.8923515221136
2001-07-02,1588.2995002111536
2001-07-03,1600.5248413720738
2001-07-04,1593.347359646402
2001-07-05,1579.8463733721887
2001-07-06,1550.9654462509507
2001-07-09,1560.2468563238315
2001-07-10,1542.4429647158047
2001-07-11,1537.6687378024442
2001-07-12,1560.6519153060647
2001-07-13,1571.927938117346
2001-07-16,1542.8685535924362
2001-07-17,1559.0088082565273
2001-07-18,1545.1658137675818
2001-07-19,1548.8296904515018
2001-07-20,1546.676641014335
2001-07-23,1539.2147889725404
2001-07-24,1539.1091641689084
2001-07-25,1552.2195390598004
2001-07-26,1549.45116783946
2001-07-27,1570.0834789145385
2001-07-30,1565.2169823262318
2001-07-31,1578.5541597179085
2001-08-01,1580.6703968175575
2001-08-02,1577.8364919087778
2001-08-03,1576.8627212133354
2001-08-06,1585.4329078918356
2001-08-07,1586.849685575852
2001-08-08,1562.2933216932645
2001-08-09,1566.8378614107614
2001-08-10,1553.4817713748528
2001-08-13,1554.2643113837767
2001-08-14,1547.463217736307
2001-08-15,1540.0690821890764
2001-08-16,1551.6854207401557
2001-08-17,1527.4768531578131
2001-08-20,1526.9486343988233
2001-08-21,1510.4809263413636
2001-08-22,1531.5834465797848
2001-08-23,1533.3694573856235
2001-08-24,1555.5952572154429
2001-08-27,1558.4892471306712
2001-08-28,1541.2917620565354
2001-08-29,1519.4787109542776
2001-08-30,1498.7987668167912
2001-08-31,1492.5023121803392
2001-09-03,1491.0594445158192
2001-09-04,1507.049451638404
2001-09-05,1492.118586299618
2001-09-06,1489.2740014479652
2001-09-07,1474.2986748888275
2001-09-10,1470.1957379653177
2001-09-11,1407.1792072693663
2001-09-12,1418.9154808912963
2001-09-13,1421.366566296864
2001-09-14,1380.0400290546352
2001-09-17,1375.8962210433579
2001-09-18,1356.2744978513192
2001-09-19,1333.6872911096782
2001-09-20,1298.0814343203324
2001-09-21,1295.8277173200106
2001-09-24,1328.3236704296185
2001-09-25,1338.3692475002442
2001-09-26,1323.8336817479458
2001-09-27,1322.941181505456
2001-09-28,1353.1351901427697
2001-10-01,1350.739081759115
2001-10-02,1369.5017249652947
2001-10-03,1382.690914655505
2001-10-04,1381.7305644991866
2001-10-05,1384.4992322567896
2001-10-08,1386.4055232265948
2001-10-09,1377.8388351067924
2001-10-10,1394.5107831477428
2001-10-11,1418.8720192691947
2001-10-12,1412.9462194942362
2001-10-15,1403.286443884553
2001-10-16,1413.233850641581
2001-10-17,1386.0194254665964
2001-10-18,1365.8651051013937
2001-10-19,1370.3332865605612
2001-10-22,1372.387908749755
2001-10-23,1380.7952846829248
2001-10-24,1375.6371963136942
2001-10-25,1380.8845358751553
2001-10-26,1394.5930791881049
2001-10-29,1369.2863657199389
2001-10-30,1347.7165143545799
2001-10-31,1354.6619265671009
2001-11-01,1370.0457881254838
2001-11-02,1376.7503607473677
2001-11-05,1387.823650864873
2001-11-06,1402.562449168734
2001-11-07,1403.3791155152803
2001-11-08,1398.1805650610906
2001-11-09,1410.5869846130147
2001-11-12,1410.4798863020246
2001-11-13,1440.8114825308546
2001-11-14,1451.6075927391744
2001-11-15,1433.5611931298597
2001-11-16,1444.8374412020132
2001-11-19,1473.6886079046292
2001-11-20,1455.849640716871
2001-11-21,1432.0693342131563
2001-11-22,1446.5725584125669
2001-11-23,1456.5581754848217
2001-11-26,1460.1938253216317
2001-11-27,1466.5207434434217
2001-11-28,1453.7440192346994
2001-11-29,1465.3353503106568
2001-11-30,1478.8995197682975
2001-12-03,1462.110769164724
2001-12-04,1483.9976695364235
2001-12-05,1521.0692878106845
2001-12-06,1514.746560922815
2001-12-07,1517.02075725293
2001-12-10,1498.4242787225533
2001-12-11,1494.6146979516452
2001-12-12,1511.3825034728798
2001-12-13,1480.3734336684604
2001-12-14,1478.9693797116395
2001-12-17,1500.742690456821
2001-12-18,1507.2117367766637
2001-12-19,1487.425774965183
2001-12-20,1472.9306073447149
2001-12-21,1480.067163364075
2001-12-24,1472.110164180604
2001-12-25,1472.110164180604
2001-12-26,1471.7418604117327
2001-12-27,1493.747296389282
2001-12-28,1499.5531013646776
2001-12-31,1501.9973072606904
2002-01-01,1501.9973072606904
2002-01-02,1492.8087277358
2002-01-03,1521.2623800692975
2002-01-04,1532.7293903962377
2002-01-07,1540.4280757075146
2002-01-08,1519.1399802447763
2002-01-09,1515.7358432773883
2002-01-10,1498.9116696753986
2002-01-11,1499.7846779639517
2002-01-14,1479.7591444882019
2002-01-15,1490.8312660737047
2002-01-16,1478.0805372333734
2002-01-17,1474.3767962479415
2002-01-18,1462.6111235568244
2002-01-21,1456.2092901141343
2002-01-22,1456.4013475726092
2002-01-23,1466.27065043061
2002-01-24,1484.7416622382773
2002-01-25,1481.043787310607
2002-01-28,1472.3554070984637
2002-01-29,1474.5515805017785
2002-01-30,1468.5425480365723
2002-01-31,1490.7914042122009
2002-02-01,1497.2727072686996
2002-02-04,1471.850504917278
2002-02-05,1453.605912983522
2002-02-06,1446.8540017161317
2002-02-07,1441.154987488759
2002-02-08,1459.4881565389478
2002-02-11,1481.449998033613
2002-02-12,1466.7555155341802
2002-02-13,1469.3417519253665
2002-02-14,1461.9619132840846
2002-02-15,1457.5952594224893
2002-02-18,1467.4469440559913
2002-02-19,1448.5358143571275
2002-02-20,1440.960485441927
2002-02-21,1438.4638454137353
2002-02-22,1439.9486466234714
2002-02-25,1452.1158497092815
2002-02-26,1456.55412693004
2002-02-27,1474.4430521313543
2002-02-28,1474.9877063791546
2002-03-01,1499.8434931005431
2002-03-04,1538.1923750757
2002-03-05,1533.6561786720422
2002-03-06,1557.7002752678516
2002-03-07,1567.8523569359909
2002-03-08,1549.144294606913
2002-03-11,1550.8012692387933
2002-03-12,1537.5703194539474
2002-03-13,1533.1993078344822
2002-03-14,1522.2000416104752
2002-03-15,1536.0939303870653
2002-03-18,1547.6811148397426
2002-03-19,1556.307220427678
2002-03-20,1554.0914383968777
2002-03-21,1541.2054710913987
2002-03-22,1543.8538395579885
2002-03-25,1511.9951741840696
2002-03-26,1511.0246637675261
2002-03-27,1525.8713405812123
2002-03-28,1527.5621833807827
2002-03-29,1527.5621833807827
2002-04-01,1529.836197021964
2002-04-02,1533.495542839565
2002-04-03,1527.8267698623006
2002-04-04,1511.537831868907
2002-04-05,1515.076371379066
2002-04-08,1501.4496765583258
2002-04-09,1497.5357208751846
2002-04-10,1516.9260536015238
2002-04-11,1496.7733414998354
2002-04-12,1507.35704215535
2002-04-15,1512.243406033375
2002-04-16,1541.1491409200023
2002-04-17,1548.8400904001176
2002-04-18,1537.129275954462
2002-04-19,1555.5588393055505
2002-04-22,1538.1717506106454
2002-04-23,1517.4783188860501
2002-04-24,1521.091745885846
2002-04-25,1523.0019457879216
2002-04-26,1510.2057492574115
2002-04-29,1498.7123940439071
2002-04-30,1515.519608279536
2002-05-01,1525.2871382547805
2002-05-02,1524.7624954774421
2002-05-03,1519.9977303966111
2002-05-06,1498.0014122589434
2002-05-07,1491.314840555202
2002-05-08,1525.2311188061026
2002-05-09,1511.5063797755677
2002-05-10,1511.9041387418115
2002-05-13,1524.0182316467074
2002-05-14,1539.4984528123905
2002-05-15,1538.6056207119816
2002-05-16,1548.4982542189848
2002-05-17,1558.2508314684576
2002-05-20,1560.0193317149442
2002-05-21,1550.0496121462586
2002-05-22,1541.8013003241072
2002-05-23,1561.494480798812
