Date,AUSTRALIA
1999-09-20,795.1767929038558
1999-09-21,797.085784761186
1999-09-22,800.8424757744432
1999-09-23,804.7761814054618
1999-09-24,800.8381234992383
1999-09-27,808.954233045439
1999-09-28,815.4139299813031
1999-09-29,805.3307172348945
1999-09-30,797.5379353415966
1999-10-01,810.8994202202505
1999-10-04,810.7482909617862
1999-10-05,823.2820703046692
1999-10-06,812.4633525056773
1999-10-07,817.8733189562805
1999-10-08,806.9066753501172
1999-10-11,811.2347074246467
1999-10-12,815.1142194968972
1999-10-13,806.4017304195493
1999-10-14,799.4674145586895
1999-10-15,784.4170554299317
1999-10-18,762.4205460811702
1999-10-19,758.7603268194911
1999-10-20,772.9268426901667
1999-10-21,775.645961604564
1999-10-22,782.6057356978822
1999-10-25,788.4920737663723
1999-10-26,778.3318161753066
1999-10-27,768.953016593301
1999-10-28,777.8516372371475
1999-10-29,779.4496218416047
1999-11-01,782.6043806748066
1999-11-02,789.361483082997
1999-11-03,799.3597933237612
1999-11-04,792.2698412798597
1999-11-05,785.871900993517
1999-11-08,776.0372613389221
1999-11-09,776.0919114815526
1999-11-10,788.5932218204123
1999-11-11,804.4308714488599
1999-11-12,814.4818213904088
1999-11-15,820.1417012273896
1999-11-16,813.1882530298428
1999-11-17,822.2121617583914
1999-11-18,826.3813541985861
1999-11-19,831.2565431181906
1999-11-22,826.0898401309364
1999-11-23,824.9528284853931
1999-11-24,811.5634772626194
1999-11-25,817.2246679371407
1999-11-26,820.265295533247
1999-11-29,825.9869835695404
1999-11-30,821.1776458257075
1999-12-01,816.287757851435
1999-12-02,824.1956872491353
1999-12-03,827.9600370884717
1999-12-06,841.3654571175006
1999-12-07,837.889410530265
1999-12-08,842.0249704140127
1999-12-09,854.2673461530838
1999-12-10,842.866726949937
1999-12-13,837.0668452450747
1999-12-14,838.9027689559043
1999-12-15,843.8037916850154
1999-12-16,849.896542480603
1999-12-17,852.2515652217361
1999-12-20,849.0147906711811
1999-12-21,841.7221301208725
1999-12-22,853.9082576737947
1999-12-23,847.9822630875757
1999-12-24,851.9215508245254
1999-12-27,851.1951995419582
1999-12-28,852.1199659697745
1999-12-29,859.6558384336412
1999-12-30,866.7535671317157
1999-12-31,866.7535671317157
2000-01-03,874.237219657381
2000-01-04,862.8318726019812
2000-01-05,842.9211929861713
2000-01-06,836.2611441057707
2000-01-07,845.012354440355
2000-01-10,861.9608136920473
2000-01-11,888.607916885633
2000-01-12,865.2259332633521
2000-01-13,873.4062443920149
2000-01-14,885.8834957070268
2000-01-17,882.5644108688853
2000-01-18,887.4803904016187
2000-01-19,872.4825899668314
2000-01-20,885.4561405760485
2000-01-21,866.9151536334807
2000-01-24,852.0063134093086
2000-01-25,846.7925970127359
2000-01-26,841.8747101377382
2000-01-27,849.1322358234073
2000-01-28,834.6169782529055
2000-01-31,834.2224161532079
2000-02-01,826.2032864922385
2000-02-02,840.9918757827072
2000-02-03,848.7196754824229
2000-02-04,830.432792187809
2000-02-07,837.2526233272924
2000-02-08,835.9925549665685
2000-02-09,839.8203994198061
2000-02-10,850.6328428728176
2000-02-11,845.367642963628
2000-02-14,830.5734789314841
2000-02-15,838.4649123960901
2000-02-16,835.0730981672169
2000-02-17,832.3446413764074
2000-02-18,820.1037753097845
2000-02-21,818.1748189548568
2000-02-22,811.8282075317584
2000-02-23,811.2823541599679
2000-02-24,806.2653885868231
2000-02-25,811.8412643573728
2000-02-28,806.6689866284433
2000-02-29,814.4895023092557
2000-03-01,818.8832088174165
2000-03-02,830.5770579598251
2000-03-03,840.1333361077108
2000-03-06,832.611963863604
2000-03-07,845.2394312693554
2000-03-08,836.6002312661831
2000-03-09,833.8348132752842
2000-03-10,838.1777726964127
2000-03-13,837.7099878008418
2000-03-14,832.0128742863054
2000-03-15,824.0045406244058
2000-03-16,826.7359578460653
2000-03-17,828.6009703674854
2000-03-20,839.6542986292077
2000-03-21,849.8875949097505
2000-03-22,849.6828759614976
2000-03-23,838.3066471737114
2000-03-24,839.9927082780824
2000-03-27,840.4859587703675
2000-03-28,843.7530887835181
2000-03-29,840.8746368296445
2000-03-30,831.3722134847582
2000-03-31,809.5400448694479
2000-04-03,829.4088513265195
2000-04-04,824.9341600968243
2000-04-05,825.7356562460404
2000-04-06,815.9764781210957
2000-04-07,818.1756142944882
2000-04-10,823.2806563675468
2000-04-11,812.0699024086123
2000-04-12,807.4710645538712
2000-04-13,792.4192252096885
2000-04-14,795.620621875161
2000-04-17,744.8611555287796
2000-04-18,768.2662629144157
2000-04-19,788.1618826270214
2000-04-20,786.1273523002906
2000-04-21,786.1273523002906
2000-04-24,787.5822052281319
2000-04-25,788.9709124099677
2000-04-26,797.3678504885858
2000-04-27,790.8902731395284
2000-04-28,786.4573225119663
2000-05-01,779.8867714328577
2000-05-02,796.6901180231116
2000-05-03,796.874342247346
2000-05-04,782.4491937113714
2000-05-05,797.4151658323941
2000-05-08,787.0565225531026
2000-05-09,775.601974904398
2000-05-10,765.7281279516809
2000-05-11,753.2774395075043
2000-05-12,761.9333195501669
2000-05-15,756.7019142110528
2000-05-16,772.361393033571
2000-05-17,758.1773060484475
2000-05-18,748.9539438145757
2000-05-19,751.0268860997974
2000-05-22,744.452034295275
2000-05-23,753.4347105553437
2000-05-24,742.5626608155176
2000-05-25,746.0479790008628
2000-05-26,738.9279734288552
2000-05-29,751.4974325913104
2000-05-30,761.6747384346588
2000-05-31,757.2923728805004
2000-06-01,762.830749860284
2000-06-02,786.9442765655034
2000-06-05,792.9066284828322
2000-06-06,806.3974296941353
2000-06-07,796.1245652669339
2000-06-08,800.5041103111035
2000-06-09,802.5789525743334
2000-06-12,810.1183377882385
2000-06-13,808.8709064905455
2000-06-14,815.1634569114811
2000-06-15,822.5439362127491
2000-06-16,834.8654335166257
2000-06-19,830.4038064768007
2000-06-20,830.9693224116991
2000-06-21,838.9286985007368
2000-06-22,834.521537497146
2000-06-23,828.7322971419807
2000-06-26,829.6559883884433
2000-06-27,835.0771485079321
2000-06-28,842.2737497049901
2000-06-29,854.9429650771303
2000-06-30,867.0158671964257
2000-07-03,864.4444063212384
2000-07-04,864.4296894520945
2000-07-05,855.3551428118769
2000-07-06,850.3166179497266
2000-07-07,845.6722472728769
2000-07-10,852.2657159731693
2000-07-11,848.9872210402426
2000-07-12,849.5128433904197
2000-07-13,837.3390690053749
2000-07-14,834.8089275463483
2000-07-17,838.404872442029
2000-07-18,834.7910096484834
2000-07-19,824.1935075595685
2000-07-20,830.1607567074678
2000-07-21,845.6363547456144
2000-07-24,838.8466980721935
2000-07-25,828.9523335568497
2000-07-26,838.2607392951167
2000-07-27,829.7237966886082
2000-07-28,826.0992051606061
2000-07-31,812.8522130788343
2000-08-01,816.6029611034706
2000-08-02,822.5014626280629
2000-08-03,826.0864017169706
2000-08-04,828.9271774660292
2000-08-07,839.279356594422
2000-08-08,839.3068186857776
2000-08-09,830.0194311311176
2000-08-10,836.9047978192783
2000-08-11,831.5578142641425
2000-08-14,833.8396192973499
2000-08-15,839.6831914342151
2000-08-16,852.927749431045
2000-08-17,860.6218560410514
2000-08-18,856.590896368256
2000-08-21,852.659306327955
2000-08-22,850.5686021929164
2000-08-23,839.5412237300609
2000-08-24,839.2503137725486
2000-08-25,838.0631601523261
2000-08-28,833.9334670352084
2000-08-29,837.840032743099
2000-08-30,831.9262486785285
2000-08-31,821.2083243730174
2000-09-01,830.0322083357254
2000-09-04,836.745553569995
2000-09-05,829.334938954619
2000-09-06,815.6909820804242
2000-09-07,800.6519210892537
2000-09-08,801.6285293341735
2000-09-11,801.5072894338483
2000-09-12,812.3589480077637
2000-09-13,812.5317742833377
2000-09-14,807.5641832417945
2000-09-15,802.4628289357103
2000-09-18,782.6675705932876
2000-09-19,773.489094632074
2000-09-20,772.3967886560145
2000-09-21,774.7047100141106
2000-09-22,771.1014253939143
2000-09-25,774.5573860638025
2000-09-26,783.7843043094109
2000-09-27,788.3625732621699
2000-09-28,796.0238882410697
2000-09-29,787.9931621023467
2000-10-02,793.624671881083
2000-10-03,791.4753109687219
2000-10-04,787.8851224139717
2000-10-05,779.1256097878312
2000-10-06,771.5501377404078
2000-10-09,765.7557866630892
2000-10-10,762.082234419029
2000-10-11,765.4041047162859
2000-10-12,748.795204854805
2000-10-13,741.2778633190453
2000-10-16,748.2081376261278
2000-10-17,742.3510476980507
2000-10-18,733.0344559006176
2000-10-19,724.7276793812662
2000-10-20,745.277673954652
2000-10-23,752.8111181747245
2000-10-24,751.0259371397846
2000-10-25,739.688093326382
2000-10-26,733.3828435835762
2000-10-27,741.7421931487246
2000-10-30,749.0294831668799
2000-10-31,736.5569647715298
2000-11-01,750.9958602808423
2000-11-02,749.3651903183971
2000-11-03,765.2961248042456
2000-11-06,775.7956813468917
2000-11-07,781.9567503009972
2000-11-08,772.3654609965527
2000-11-09,764.3499980690145
2000-11-10,749.785318801101
2000-11-13,744.7064539758943
2000-11-14,744.9289713095948
2000-11-15,754.794136964029
2000-11-16,745.476735908429
2000-11-17,753.5809880669931
2000-11-20,747.8454993974905
2000-11-21,737.3554258712313
2000-11-22,745.4743431222424
2000-11-23,749.386410949946
2000-11-24,748.8232598619002
2000-11-27,761.0024625339141
2000-11-28,757.7965051319823
2000-11-29,750.7152691462243
2000-11-30,754.1547233674336
2000-12-01,771.8285052370018
2000-12-04,782.739702993514
2000-12-05,782.2389797399283
2000-12-06,789.5736845628746
2000-12-07,792.4536684341878
2000-12-08,785.3259376588746
2000-12-11,782.6500578318706
2000-12-12,784.5927597477485
2000-12-13,778.4339038016682
2000-12-14,777.1611418676855
2000-12-15,770.9741106392821
2000-12-18,767.1678006552326
2000-12-19,774.9980419078228
2000-12-20,780.7599159532004
2000-12-21,773.6714646089588
2000-12-22,776.7837778000105
2000-12-25,776.7837778000105
2000-12-26,780.705159892934
2000-12-27,788.7494269652808
2000-12-28,783.9855326863502
2000-12-29,779.6642530637733
2001-01-01,779.6642530637733
2001-01-02,798.8241462799817
2001-01-03,798.3126951825461
2001-01-04,820.7627428959222
2001-01-05,829.8449687512554
2001-01-08,814.1044992854994
2001-01-09,804.4960081858451
2001-01-10,797.0416300713896
2001-01-11,793.2081556116494
2001-01-12,797.5536231461462
2001-01-15,797.5387184310638
2001-01-16,797.3543507289555
2001-01-17,793.2892543408254
2001-01-18,808.7005921839956
2001-01-19,816.124525595456
2001-01-22,814.7776340882436
2001-01-23,803.6117372571065
2001-01-24,791.6174380374812
2001-01-25,799.4641814583093
2001-01-26,797.2628115231322
2001-01-29,795.9502384791086
2001-01-30,803.9135476549717
2001-01-31,811.1559137860011
2001-02-01,824.6591410470918
2001-02-02,818.7564648566124
2001-02-05,803.2169288131533
2001-02-06,807.5863385876363
2001-02-07,799.3915313808478
2001-02-08,792.9692591888386
2001-02-09,784.701276343833
2001-02-12,795.1308270630445
2001-02-13,792.0216307507785
2001-02-14,786.3874043648207
2001-02-15,773.087351111823
2001-02-16,783.5847367377156
2001-02-19,774.1404573165236
2001-02-20,765.5724227828524
2001-02-21,774.7042355898641
2001-02-22,765.977373760086
2001-02-23,762.2010573151647
2001-02-26,766.2260480670143
2001-02-27,769.7753035179549
2001-02-28,774.1145741104779
2001-03-01,784.0965106937576
2001-03-02,783.7043634267696
2001-03-05,775.4371210550856
2001-03-06,766.6085558986506
2001-03-07,765.6511701855708
2001-03-08,760.7517641891848
2001-03-09,758.5036454588627
2001-03-12,755.4313388121788
2001-03-13,730.741751062584
2001-03-14,726.6565740073081
2001-03-15,717.1268993858824
2001-03-16,718.9926548637892
2001-03-19,720.5216636046471
2001-03-20,723.0861544663268
2001-03-21,713.1283057513194
2001-03-22,703.6651041537689
2001-03-23,697.4784304313057
2001-03-26,709.3301446364437
2001-03-27,710.1002898708628
2001-03-28,708.0495889720064
2001-03-29,704.0716420906338
2001-03-30,691.9643366314556
2001-04-02,696.7559825274523
2001-04-03,695.1010258539782
2001-04-04,704.524329592457
2001-04-05,710.2317212593401
2001-04-06,722.2622545075784
2001-04-09,716.2860628581922
2001-04-10,724.113064710186
2001-04-11,743.6738571703332
2001-04-12,755.1468499004264
2001-04-13,755.1468499004264
2001-04-16,757.5264362319689
2001-04-17,748.2657796913599
2001-04-18,735.954025430161
2001-04-19,768.3716462220385
2001-04-20,778.1428877241557
2001-04-23,761.7561631477961
2001-04-24,757.3876228707645
2001-04-25,759.1918216746253
2001-04-26,766.7790211132515
2001-04-27,763.2588707597264
2001-04-30,773.390680530337
2001-05-01,781.924603966471
2001-05-02,787.6434974244991
2001-05-03,795.798539989143
2001-05-04,787.067563917767
2001-05-07,789.4248419678368
2001-05-08,787.8003091086707
2001-05-09,793.2866696350867
2001-05-10,810.0320282965648
2001-05-11,802.0804362454021
2001-05-14,796.0523347047317
2001-05-15,798.1441479955733
2001-05-16,798.6207788559096
2001-05-17,816.2855252774597
2001-05-18,809.8811915860808
2001-05-21,825.4818907988728
2001-05-22,815.8303030221051
2001-05-23,808.2379669594618
2001-05-24,802.7459547238449
2001-05-25,808.7861120883994
2001-05-28,810.2140322026863
2001-05-29,800.5418598929299
2001-05-30,794.3055022736501
2001-05-31,777.7849868739617
2001-06-01,783.7729000211401
2001-06-04,791.6848153790723
2001-06-05,791.3371185576774
2001-06-06,800.8824638629189
2001-06-07,813.3585718229093
2001-06-08,820.6805315970468
2001-06-11,819.034310261338
2001-06-12,812.386550326621
2001-06-13,813.7374734085803
2001-06-14,820.890796848681
2001-06-15,823.1248990481199
2001-06-18,805.744143578529
2001-06-19,800.881178826829
2001-06-20,803.8409789787046
2001-06-21,801.3730641482719
2001-06-22,805.4151780270354
2001-06-25,799.1980249084703
2001-06-26,808.0953723738968
2001-06-27,800.0738551043563
2001-06-28,792.1731359139269
2001-06-29,802.5033986854417
2001-07-02,795.049253646476
2001-07-03,807.0271619313834
2001-07-04,807.4405416835987
2001-07-05,787.8040583380973
2001-07-06,765.5980484078252
2001-07-09,765.3743767378606
2001-07-10,773.4458808666966
2001-07-11,772.7088852373561
2001-07-12,772.8655937028785
2001-07-13,778.8305295342263
2001-07-16,789.2038055583755
2001-07-17,777.445976872579
2001-07-18,788.2634526962614
2001-07-19,786.724296077022
2001-07-20,772.374371547423
2001-07-23,772.9037365273604
2001-07-24,768.0877452672183
2001-07-25,760.2089186722233
2001-07-26,751.0586348276111
2001-07-27,746.6701929131323
2001-07-30,755.105460211654
2001-07-31,761.0974822953896
2001-08-01,786.1021816393286
2001-08-02,799.3864010915138
2001-08-03,795.7378954383472
2001-08-06,793.3166799656274
2001-08-07,791.4856923502925
2001-08-08,792.8202220110318
2001-08-09,790.0222557502051
2001-08-10,788.3461768221401
2001-08-13,786.5143258713728
2001-08-14,782.467478317054
2001-08-15,796.0642114995258
2001-08-16,788.3072636112091
2001-08-17,800.3067664594266
2001-08-20,786.9519822656631
2001-08-21,793.4096617810167
2001-08-22,797.7982525500955
2001-08-23,791.8867098344626
2001-08-24,794.93602162194
2001-08-27,798.1502694315666
2001-08-28,794.6824024847045
2001-08-29,792.2995575513226
2001-08-30,786.8480985842118
2001-08-31,765.1382316595269
2001-09-03,765.2019968866272
2001-09-04,761.1138320090542
2001-09-05,761.6307998013202
2001-09-06,758.6202300434016
2001-09-07,746.42996967267
2001-09-10,740.3629240113537
2001-09-11,751.2317420252795
2001-09-12,712.3896751825317
2001-09-13,715.4165780318023
2001-09-14,710.9973748037949
2001-09-17,663.6853186770288
2001-09-18,664.4680622413174
2001-09-19,668.614293008309
2001-09-20,656.2943421712854
2001-09-21,636.619602580451
2001-09-24,640.9111437354466
2001-09-25,654.3986598486033
2001-09-26,652.2613021709847
2001-09-27,651.3663799730126
2001-09-28,668.9803899433215
2001-10-01,679.784012710974
2001-10-02,691.4773573927326
2001-10-03,691.0772079521483
2001-10-04,692.0240286178507
2001-10-05,716.0293286268286
2001-10-08,707.1563880808744
2001-10-09,705.0432599040528
2001-10-10,699.0639342476504
2001-10-11,709.5257046011919
2001-10-12,720.2262593785744
2001-10-15,732.5711232038306
2001-10-16,736.2198466710491
2001-10-17,743.98953165551
2001-10-18,729.3570097586572
2001-10-19,718.4851826876784
2001-10-22,718.8565211593321
2001-10-23,727.7701499390566
2001-10-24,737.1924851516147
2001-10-25,734.0497892960262
2001-10-26,732.4980319203397
2001-10-29,730.4827228472028
2001-10-30,731.7703950146761
2001-10-31,727.9314254037006
2001-11-01,735.3481067293735
2001-11-02,728.4283679894147
2001-11-05,725.5308542503778
2001-11-06,746.6107442399687
2001-11-07,742.9248667985902
2001-11-08,744.9851707162788
2001-11-09,749.7571202236649
2001-11-12,764.7614253030532
2001-11-13,760.6348220150041
2001-11-14,772.7554529024383
2001-11-15,774.7484383634803
2001-11-16,773.9598879058769
2001-11-19,776.4334447225054
2001-11-20,781.9214142451249
2001-11-21,772.3580278480769
2001-11-22,769.6722793320382
2001-11-23,774.2605733978985
2001-11-26,778.6707505987196
2001-11-27,790.727906961936
2001-11-28,783.6889652369372
2001-11-29,775.0217063816799
2001-11-30,783.8168491602722
2001-12-03,779.2817471361263
2001-12-04,773.4507523327587
2001-12-05,781.3716989273652
2001-12-06,786.170440195314
2001-12-07,787.08919807514
2001-12-10,781.7627189953786
2001-12-11,781.244427843746
2001-12-12,779.3881205434254
2001-12-13,777.2066060356196
2001-12-14,770.3415074533618
2001-12-17,770.28705745686
2001-12-18,774.432560840324
2001-12-19,772.1272520708955
2001-12-20,764.6606741706661
2001-12-21,773.6945116539451
2001-12-24,780.9041932021341
2001-12-25,780.9041932021341
2001-12-26,780.3667505364748
2001-12-27,785.3731471008388
2001-12-28,789.8762131864776
2001-12-31,792.7359353557276
2002-01-01,792.7359353557276
2002-01-02,800.5082129833412
2002-01-03,795.998967992622
2002-01-04,806.9376446105898
2002-01-07,810.7730917527667
2002-01-08,810.8203256227541
2002-01-09,808.0641203864408
2002-01-10,805.7240100273366
2002-01-11,804.3606131838425
2002-01-14,799.0313304119968
2002-01-15,797.365732917783
2002-01-16,797.6431067576917
2002-01-17,787.73972297485
2002-01-18,787.7751954470446
2002-01-21,794.0516914919019
2002-01-22,803.0239872940566
2002-01-23,804.9110958051376
2002-01-24,806.0713273514381
2002-01-25,805.7767937592942
2002-01-28,803.5157848556638
2002-01-29,804.5031591538557
2002-01-30,787.6473545983
2002-01-31,794.879421371429
2002-02-01,794.2171639472297
2002-02-04,800.7235756256046
2002-02-05,796.4829224668459
2002-02-06,788.592729082132
2002-02-07,784.1704338147605
2002-02-08,798.9075372994745
2002-02-11,808.0047905899249
2002-02-12,803.8152640208428
2002-02-13,801.7176450607126
2002-02-14,815.38169888854
2002-02-15,816.3822799263222
2002-02-18,816.52557785513
2002-02-19,815.5052727989182
2002-02-20,807.3962491145405
2002-02-21,804.1020389108405
2002-02-22,796.7787251432657
2002-02-25,796.7085291155219
2002-02-26,801.183269993334
2002-02-27,797.509833505196
2002-02-28,799.3745261546171
2002-03-01,802.0728175123602
2002-03-04,808.6543416596812
2002-03-05,809.8177917541411
2002-03-06,814.5359260611525
2002-03-07,835.8462661240219
2002-03-08,825.9682186881588
2002-03-11,821.1660233039571
2002-03-12,816.0373586144428
2002-03-13,813.1043760286138
2002-03-14,818.0214138432502
2002-03-15,810.3010732556713
2002-03-18,822.1678812961176
2002-03-19,823.2597211456541
2002-03-20,836.658243032092
2002-03-21,830.4508385296579
2002-03-22,829.2165296587399
2002-03-25,822.7997666474129
2002-03-26,808.6013658354402
2002-03-27,815.3884619576359
2002-03-28,826.5018269209907
2002-03-29,826.5018269209907
2002-04-01,827.9730218536776
2002-04-02,820.1685656335048
2002-04-03,813.201485625989
2002-04-04,812.8804947194723
2002-04-05,817.5227656617614
2002-04-08,811.1120728860313
2002-04-09,806.166061887796
2002-04-10,813.3955049490637
2002-04-11,816.6696794159084
2002-04-12,813.3092902238432
2002-04-15,812.2239383439511
2002-04-16,817.0731454505141
2002-04-17,830.121350388253
2002-04-18,834.5378169650339
2002-04-19,835.4212228389224
2002-04-22,836.944455278765
2002-04-23,834.3302774124107
2002-04-24,830.4042034694331
2002-04-25,833.9296850900698
2002-04-26,833.7278829206087
2002-04-29,818.8565810571175
2002-04-30,816.1846231599084
2002-05-01,822.1953162744006
2002-05-02,818.4003997709964
2002-05-03,824.5371175729337
2002-05-06,817.9484558664112
2002-05-07,815.8235475309218
2002-05-08,821.378348013361
2002-05-09,822.3902641494954
2002-05-10,823.7221857671899
2002-05-13,819.0791961175481
2002-05-14,820.728947815634
2002-05-15,843.536086709877
2002-05-16,846.5244801334217
2002-05-17,858.2069813069421
2002-05-20,851.9872495794338
2002-05-21,850.5449904386653
2002-05-22,857.598213752902
2002-05-23,852.1894342411537
2002-05-24,854.5134759785943
2002-05-27,855.1537527551527
2002-05-28,863.7300144682424
2002-05-29,867.7231566298792
2002-05-30,870.1919540752765
2002-05-31,867.0967571108066
2002-06-03,874.4584931063233
2002-06-04,874.6649855709895
2002-06-05,869.1648012855844
2002-06-06,874.9745039841858
2002-06-07,874.2533002231634
2002-06-10,868.4600095424623
2002-06-11,862.347271891915
2002-06-12,864.7786488346937
2002-06-13,861.2227085091579
2002-06-14,840.9305206795076
2002-06-17,838.9286390312432
2002-06-18,850.3655735118328
2002-06-19,847.3165675461413
2002-06-20,853.7786482116743
2002-06-21,851.1740700192339
2002-06-24,847.1714473733045
2002-06-25,840.3295819313926
2002-06-26,818.339351053403
2002-06-27,826.8119432669242
2002-06-28,824.2937608000216
2002-07-01,826.7680366167843
2002-07-02,826.8835676781116
2002-07-03,812.4040111403996
2002-07-04,812.7885125218529
2002-07-05,817.9394489830214
2002-07-08,833.4503526821503
2002-07-09,845.5145385777988
2002-07-10,834.2794808828279
2002-07-11,811.6530553057737
2002-07-12,812.858066890117
2002-07-15,813.301016238767
2002-07-16,802.8451515983262
2002-07-17,783.3217771151459
2002-07-18,793.389585374992
2002-07-19,786.9786256467291
2002-07-22,776.3061530944863
2002-07-23,767.3881645364405
2002-07-24,736.3525609366246
2002-07-25,744.5457775660348
2002-07-26,727.4776147252303
2002-07-29,738.3229821447138
2002-07-30,761.3223478401549
2002-07-31,762.5224759489616
2002-08-01,752.1922409605887
2002-08-02,744.7071094647777
2002-08-05,723.9230253260927
2002-08-06,712.4940913827643
