Date,GERMANY
2016-08-05,4848.8034587227685
2016-08-08,4878.835159131045
2016-08-09,5011.582036517109
2016-08-10,5018.949808058298
2016-08-11,5073.555973748632
2016-08-12,5057.8793817042815
2016-08-15,5078.6843775936195
2016-08-16,5075.5621213499
2016-08-17,5017.5245921666
2016-08-18,5073.531826279858
2016-08-19,5044.685999134404
2016-08-22,5023.854498779449
2016-08-23,5066.472361810577
2016-08-24,5047.076706496853
2016-08-25,5018.531790135968
2016-08-26,5044.670290635797
2016-08-29,4974.859143094898
2016-08-30,5017.436345108258
2016-08-31,4981.421576391533
2016-09-01,4983.1878593925
2016-09-02,5038.476145984673
2016-09-05,5025.797696430849
2016-09-06,5071.088563248892
2016-09-07,5102.569083480637
2016-09-08,5078.29945126333
2016-09-09,4997.202700845796
2016-09-12,4939.968667904652
2016-09-13,4930.612323214357
2016-09-14,4931.37832262475
2016-09-15,4954.55415208447
2016-09-16,4853.287526027889
2016-09-19,4906.409948889234
2016-09-20,4911.72469860525
2016-09-21,4916.78896845319
2016-09-22,5071.20970125199
2016-09-23,5038.598314995306
2016-09-26,4957.251093220763
2016-09-27,4912.8330851983255
2016-09-28,4947.834351681011
2016-09-29,4949.244842935476
2016-09-30,5000.972472716688
2016-10-03,4992.072361535491
2016-10-04,5015.644319865193
2016-10-05,5015.94229201376
2016-10-06,4996.4085802020345
2016-10-07,4956.9318066910855
2016-10-10,5010.042954021367
2016-10-11,4944.304506434326
2016-10-12,4898.290840065889
2016-10-13,4858.488762959611
2016-10-14,4921.75837489198
2016-10-17,4880.707724279933
2016-10-18,4929.428517226468
2016-10-19,4934.359255896536
2016-10-20,4931.038685346355
2016-10-21,4908.165596213406
2016-10-24,4935.142344133117
2016-10-25,4918.690235070279
2016-10-26,4922.919938948916
2016-10-27,4927.884791639601
2016-10-28,4922.697211547826
2016-10-31,4925.180302608302
2016-11-01,4897.700800224166
2016-11-02,4860.739769544976
2016-11-03,4830.759424144886
2016-11-04,4812.310075724103
2016-11-07,4859.758050093914
2016-11-08,4875.262233488495
2016-11-09,4894.7962030325625
2016-11-10,4846.928584636834
2016-11-11,4850.286687315147
2016-11-14,4797.490089584005
2016-11-15,4822.845065967941
2016-11-16,4770.85533148364
2016-11-17,4781.198031869882
2016-11-18,4726.405652445045
2016-11-21,4756.263579728583
2016-11-22,4754.228106803811
2016-11-23,4708.061421494524
