Date,DENMARK
2000-03-17,4824.193734837262
2000-03-20,4839.348575706448
2000-03-21,4850.823829497078
2000-03-22,4788.5240164007355
2000-03-23,4778.4674802062445
2000-03-24,4820.977424730168
2000-03-27,4789.964885643662
2000-03-28,4827.26323675449
2000-03-29,4680.061611841766
2000-03-30,4633.605131483544
2000-03-31,4684.488398492867
2000-04-03,4621.579045266928
2000-04-04,4587.555128004235
2000-04-05,4559.5697340832785
2000-04-06,4605.294665065806
2000-04-07,4546.218169627385
2000-04-10,4396.360838673876
2000-04-11,4318.045501743211
2000-04-12,4454.137550226058
2000-04-13,4465.794416375669
2000-04-14,4207.470943502749
2000-04-17,4168.5170195777655
2000-04-18,4232.867864940038
2000-04-19,4217.005066782948
2000-04-20,4212.619975059278
2000-04-21,4212.619975059278
2000-04-24,4220.839520734822
2000-04-25,4348.643115958974
2000-04-26,4478.712797397827
2000-04-27,4334.526171229218
2000-04-28,4269.2787097383925
2000-05-01,4377.880759213046
2000-05-02,4426.192683307397
2000-05-03,4291.610100203923
2000-05-04,4282.29317206858
2000-05-05,4296.185914102652
2000-05-08,4240.329115754224
2000-05-09,4301.2041380437095
2000-05-10,4327.749246684307
2000-05-11,4235.890260543361
2000-05-12,4305.408201370967
2000-05-15,4353.688591486588
2000-05-16,4380.590618049402
2000-05-17,4282.181868802915
2000-05-18,4283.905726306813
2000-05-19,4272.03158715067
2000-05-22,4290.650493979588
2000-05-23,4381.709373539229
2000-05-24,4356.664931908631
2000-05-25,4447.729183923908
2000-05-26,4498.06056737462
2000-05-29,4551.4387171332055
2000-05-30,4646.580779768308
2000-05-31,4559.386798075808
2000-06-01,4576.383768334548
2000-06-02,4734.811333951748
2000-06-05,4736.518957296226
2000-06-06,4799.902098819872
2000-06-07,4796.9131058755
2000-06-08,4782.075473473833
2000-06-09,4712.212800076286
2000-06-12,4726.512213643458
2000-06-13,4674.6246478078465
2000-06-14,4682.179099048056
2000-06-15,4660.290897241612
2000-06-16,4737.182961668098
2000-06-19,4685.7298639838755
2000-06-20,4644.32975978789
2000-06-21,4575.504476428879
2000-06-22,4609.241590208483
2000-06-23,4568.340540424026
2000-06-26,4464.28016250323
2000-06-27,4461.496802244846
2000-06-28,4487.885447847771
2000-06-29,4437.765964947955
2000-06-30,4550.371467141971
2000-07-03,4608.026406907727
2000-07-04,4633.698399865367
2000-07-05,4678.375933348389
2000-07-06,4693.048279572437
2000-07-07,4718.374813131403
2000-07-10,4751.224472690992
2000-07-11,4778.470583338186
2000-07-12,4795.34901436316
2000-07-13,4717.942242074467
2000-07-14,4725.250322983073
2000-07-17,4723.2789184452895
2000-07-18,4683.3336273099585
2000-07-19,4629.172473481703
2000-07-20,4711.452526013054
2000-07-21,4684.678278642641
2000-07-24,4688.954749997233
2000-07-25,4636.282414412905
2000-07-26,4596.66427324427
2000-07-27,4600.53354032977
2000-07-28,4548.329045428339
2000-07-31,4642.935934130637
2000-08-01,4720.358434780374
2000-08-02,4631.424885006708
2000-08-03,4550.627746299739
2000-08-04,4644.483624069956
2000-08-07,4747.071517306056
2000-08-08,4612.510412504849
2000-08-09,4700.65042551849
2000-08-10,4754.292694570295
2000-08-11,4815.817301965003
2000-08-14,4910.701831111805
2000-08-15,4994.927063185117
2000-08-16,5044.320881879315
2000-08-17,4967.207196611842
2000-08-18,4881.880830327886
2000-08-21,4907.162610061319
2000-08-22,4785.6510109983765
2000-08-23,4859.01352450254
2000-08-24,4945.296930357392
2000-08-25,5022.081094078302
2000-08-28,5007.232893156555
2000-08-29,4919.879257837551
2000-08-30,4919.703227523282
2000-08-31,4909.670659634797
2000-09-01,4973.237608973821
2000-09-04,4995.249832602048
2000-09-05,5033.707224833745
2000-09-06,4955.593878618842
2000-09-07,4904.728980454668
2000-09-08,4856.093642051966
2000-09-11,4787.0985402187525
2000-09-12,4707.307665207709
2000-09-13,4734.539487425118
2000-09-14,4749.574436380213
2000-09-15,4760.706225156181
2000-09-18,4690.185899707524
2000-09-19,4658.133394523071
2000-09-20,4589.42846054969
2000-09-21,4628.38679369519
2000-09-22,4809.276430057442
2000-09-25,4822.836573811606
2000-09-26,4837.926014863938
2000-09-27,4793.680325577879
2000-09-28,4736.241408007987
2000-09-29,4816.507943760098
2000-10-02,4916.974249286171
2000-10-03,4957.916112283785
2000-10-04,4906.601338626967
2000-10-05,4966.80632005598
2000-10-06,4991.863784841242
2000-10-09,4855.8715946062
2000-10-10,4832.131105924957
2000-10-11,4820.559781217935
2000-10-12,4720.34200112066
2000-10-13,4728.220336203652
2000-10-16,4629.34148768976
2000-10-17,4673.459292710508
2000-10-18,4666.465310831305
2000-10-19,4701.235283299591
2000-10-20,4700.5447992841155
2000-10-23,4697.119464072178
2000-10-24,4765.284793257429
2000-10-25,4679.647378802189
2000-10-26,4675.207982867883
2000-10-27,4699.596255172552
2000-10-30,4618.516581360092
2000-10-31,4593.403192235707
2000-11-01,4692.768802428489
2000-11-02,4674.1228021189245
2000-11-03,4663.095405156921
2000-11-06,4638.894661220468
2000-11-07,4619.889766755959
2000-11-08,4572.301565231177
2000-11-09,4554.934645065134
2000-11-10,4552.070629038202
2000-11-13,4442.0344252650275
2000-11-14,4413.087769215202
2000-11-15,4415.800368653647
2000-11-16,4401.206488312374
2000-11-17,4447.091698196892
2000-11-20,4336.137026243084
2000-11-21,4305.659745478946
2000-11-22,4177.280234969278
2000-11-23,4209.536754314357
2000-11-24,4248.357650627973
2000-11-27,4369.103715047168
2000-11-28,4385.932900135238
2000-11-29,4394.832415979394
2000-11-30,4363.4427342004
2000-12-01,4461.690175697535
2000-12-04,4460.6905792015905
2000-12-05,4409.772121149084
2000-12-06,4378.6843650307665
2000-12-07,4379.514629914084
2000-12-08,4351.201786792308
2000-12-11,4271.208868566594
2000-12-12,4324.858349572102
2000-12-13,4351.404871206099
2000-12-14,4505.767969231654
2000-12-15,4530.402907492428
2000-12-18,4476.904709667561
2000-12-19,4341.990244705552
2000-12-20,4305.767012982754
2000-12-21,4269.938897209361
2000-12-22,4354.300945126199
2000-12-25,4354.300945126199
2000-12-26,4380.628368427924
2000-12-27,4438.610723736467
2000-12-28,4427.089799932845
2000-12-29,4521.362933462637
2001-01-01,4521.362933462637
2001-01-02,4618.725029785314
2001-01-03,4667.141957616989
2001-01-04,4733.396609081426
2001-01-05,4804.59899071156
2001-01-08,4824.371913541308
2001-01-09,4768.187990366592
2001-01-10,4768.3491362577015
2001-01-11,4785.165289888149
2001-01-12,4837.159064940429
2001-01-15,4814.886496014011
2001-01-16,4807.394393162009
2001-01-17,4894.078613912466
2001-01-18,4971.735540610291
2001-01-19,4924.990848724297
2001-01-22,5004.29067264254
2001-01-23,5022.473928347883
2001-01-24,5011.6314468644305
2001-01-25,5004.088690900351
2001-01-26,5011.036644331127
2001-01-29,4997.354974055492
2001-01-30,5008.974678513226
2001-01-31,5051.80430516645
2001-02-01,5043.951079320156
2001-02-02,4909.094871205184
2001-02-05,4921.036921948076
2001-02-06,4924.469862526665
2001-02-07,4912.722075070249
2001-02-08,4817.756404896991
2001-02-09,4844.349586139496
2001-02-12,4859.072631305144
2001-02-13,4778.774434483803
2001-02-14,4765.896598965961
2001-02-15,4782.391034250848
2001-02-16,4865.144829868068
2001-02-19,4851.743233836504
2001-02-20,4813.103188052662
2001-02-21,4820.767084413033
2001-02-22,4637.789614152228
2001-02-23,4570.967941838701
2001-02-26,4543.43095111694
2001-02-27,4630.928147154171
2001-02-28,4594.939521669443
2001-03-01,4625.352974776686
2001-03-02,4579.278044977196
2001-03-05,4556.608650815656
2001-03-06,4580.711274027876
2001-03-07,4587.075209487533
2001-03-08,4627.035943159631
2001-03-09,4586.553687201219
2001-03-12,4512.353084189798
2001-03-13,4368.382042886765
2001-03-14,4227.380465981237
2001-03-15,4224.640575260129
2001-03-16,4128.3336425067355
2001-03-19,4066.125860747722
2001-03-20,4099.400957946488
2001-03-21,4083.908775508821
2001-03-22,3967.1103787283814
2001-03-23,4057.1298957955055
2001-03-26,4215.020621803808
2001-03-27,4210.754391899275
2001-03-28,4191.374546610242
2001-03-29,4103.717974566301
2001-03-30,4156.640563965102
2001-04-02,4075.337038626678
2001-04-03,4011.3464027240693
2001-04-04,3991.079737320099
2001-04-05,4066.201003183691
2001-04-06,4131.417998760162
2001-04-09,4137.501591673454
2001-04-10,4111.912022308857
2001-04-11,4129.661163352533
2001-04-12,4143.069792010895
2001-04-13,4143.069792010895
2001-04-16,4148.497178900515
2001-04-17,4167.443685269848
2001-04-18,4202.675256119244
2001-04-19,4258.93061863759
2001-04-20,4267.384861573179
2001-04-23,4248.8599553477425
2001-04-24,4240.663201992207
2001-04-25,4232.593818322306
2001-04-26,4234.225214224936
2001-04-27,4222.209534629548
2001-04-30,4260.281168854794
2001-05-01,4265.9948524948
2001-05-02,4219.282742815514
2001-05-03,4255.6208926580375
2001-05-04,4206.661446326978
2001-05-07,4234.464077781896
2001-05-08,4255.660082112824
2001-05-09,4228.538352018761
2001-05-10,4240.21807332596
2001-05-11,4206.369600727095
2001-05-14,4178.54368561906
2001-05-15,4214.180570576334
2001-05-16,4248.121467078801
2001-05-17,4299.30116757849
2001-05-18,4313.396936087204
2001-05-21,4281.137932187847
2001-05-22,4294.120605697096
2001-05-23,4277.048214755187
2001-05-24,4261.262028899793
2001-05-25,4298.605132559197
2001-05-28,4307.186199974433
2001-05-29,4258.423661546798
2001-05-30,4258.165157416875
2001-05-31,4256.788796844586
2001-06-01,4244.6688902484875
2001-06-04,4250.555785880464
2001-06-05,4252.175128093592
2001-06-06,4245.643136835903
2001-06-07,4234.770978688282
2001-06-08,4196.617538804062
2001-06-11,4156.135159949159
2001-06-12,4192.76528650413
2001-06-13,4265.363213324072
2001-06-14,4250.716602382448
2001-06-15,4210.212503196599
2001-06-18,4252.151587866584
2001-06-19,4240.444461077055
2001-06-20,4237.17152042036
2001-06-21,4200.773733402914
2001-06-22,4207.863298172303
2001-06-25,4229.729889506632
2001-06-26,4175.287183113784
2001-06-27,4183.497308939553
2001-06-28,4203.390495876936
2001-06-29,4183.086384028594
2001-07-02,4184.703497952606
2001-07-03,4220.279568099964
2001-07-04,4231.392109289105
2001-07-05,4197.493954898301
2001-07-06,4189.639872310801
2001-07-09,4263.27788266017
2001-07-10,4308.290294624457
2001-07-11,4302.8852726281575
2001-07-12,4213.846570897875
2001-07-13,4192.86700520005
2001-07-16,4174.159584661801
2001-07-17,4145.159533818469
2001-07-18,4232.451665853284
2001-07-19,4319.011921711228
2001-07-20,4263.758060826339
2001-07-23,4215.99308620705
2001-07-24,4241.415813228993
2001-07-25,4199.641448710755
2001-07-26,4206.594559758554
2001-07-27,4250.830880490469
2001-07-30,4306.71182870969
2001-07-31,4326.639448731391
2001-08-01,4378.825458131021
2001-08-02,4393.672145943942
2001-08-03,4364.257564204912
2001-08-06,4335.76991452286
2001-08-07,4272.789632623001
2001-08-08,4226.7797254327415
2001-08-09,4218.085298229259
2001-08-10,4249.855710620382
2001-08-13,4283.661226644953
2001-08-14,4264.726364409127
2001-08-15,4348.490654281179
2001-08-16,4321.764645590142
2001-08-17,4348.048324269461
2001-08-20,4320.110574838551
2001-08-21,4324.538883412103
2001-08-22,4310.676543363693
2001-08-23,4285.7336251111465
2001-08-24,4323.7233139607315
2001-08-27,4283.448389565711
2001-08-28,4195.458121190432
2001-08-29,4151.736705990702
2001-08-30,4077.8847044700237
2001-08-31,4089.8086819280315
2001-09-03,4035.6619074110154
2001-09-04,3951.0350032064416
2001-09-05,3930.5865868616097
2001-09-06,3989.0595070081026
2001-09-07,4028.1389175504664
2001-09-10,3910.549460834675
2001-09-11,3873.66961891671
2001-09-12,3901.403073478136
2001-09-13,3973.084998821896
2001-09-14,3938.3234379292285
2001-09-17,3873.2504450450892
2001-09-18,3760.5464331198805
2001-09-19,3821.3438399366723
2001-09-20,3684.9737166557943
2001-09-21,3512.2004083661427
2001-09-24,3593.8058212799256
2001-09-25,3559.70684242792
2001-09-26,3648.846752855556
2001-09-27,3687.6976136612034
2001-09-28,3731.154281698451
2001-10-01,3648.4466227553767
2001-10-02,3745.8388919312865
2001-10-03,3734.6117411811315
2001-10-04,3780.4613195321444
2001-10-05,3807.937500647793
2001-10-08,3779.3340762058665
2001-10-09,3831.7961554410285
2001-10-10,3872.939781695856
2001-10-11,3962.5037574221765
2001-10-12,3883.6829214257996
2001-10-15,3885.659690396979
2001-10-16,3871.2902369607295
2001-10-17,3892.346435290486
2001-10-18,3854.475897749711
2001-10-19,3784.4497716990404
2001-10-22,3807.2523778159593
2001-10-23,3808.521630068628
2001-10-24,3835.79572040711
2001-10-25,3793.7627633600464
2001-10-26,3898.322893412082
2001-10-29,3835.8771567690956
2001-10-30,3783.3282134709193
2001-10-31,3805.9628150974568
2001-11-01,3829.3950171594306
2001-11-02,3816.015339668892
2001-11-05,3833.081402379232
2001-11-06,3810.985719064284
2001-11-07,3807.025718110189
2001-11-08,3768.2424211287967
2001-11-09,3696.646085371728
2001-11-12,3643.563319109282
2001-11-13,3601.4260921586547
2001-11-14,3666.1741251395724
2001-11-15,3656.3944478343633
2001-11-16,3682.824693784976
2001-11-19,3659.8127370787574
2001-11-20,3712.2839555592027
2001-11-21,3687.000072946163
2001-11-22,3718.618742172901
2001-11-23,3705.0530987162488
2001-11-26,3663.577897933982
2001-11-27,3686.045638552574
2001-11-28,3677.541732449982
2001-11-29,3699.9300335872517
2001-11-30,3847.7903940208857
2001-12-03,3766.6071855420214
2001-12-04,3790.91196730548
2001-12-05,3798.61246687699
2001-12-06,3786.3629806706203
2001-12-07,3767.133154486422
2001-12-10,3724.2461059649904
2001-12-11,3715.341806062944
2001-12-12,3707.7971987435126
2001-12-13,3692.645033670943
2001-12-14,3661.7360985916966
2001-12-17,3629.4466447344553
2001-12-18,3712.794182865193
2001-12-19,3720.2665898486684
2001-12-20,3753.369595355611
2001-12-21,3712.86768016644
2001-12-24,3676.7961660860624
2001-12-25,3676.7961660860624
2001-12-26,3679.8586606036347
2001-12-27,3797.39747302646
2001-12-28,3814.6117809999832
2001-12-31,3851.956640299746
2002-01-01,3851.956640299746
2002-01-02,3902.646722093925
2002-01-03,3922.866089742247
2002-01-04,3873.6178986593804
2002-01-07,3854.19431954221
2002-01-08,3792.183516602292
2002-01-09,3796.2045976082336
2002-01-10,3812.160151807625
2002-01-11,3780.215389568664
2002-01-14,3762.2853864296635
2002-01-15,3731.1996193431955
2002-01-16,3703.2425412278335
2002-01-17,3741.640847821829
2002-01-18,3730.33669989664
2002-01-21,3719.22425023596
2002-01-22,3725.1909134240022
2002-01-23,3707.343245258252
2002-01-24,3706.884141002445
2002-01-25,3608.730100154467
2002-01-28,3582.7372355887
2002-01-29,3554.4925410931264
2002-01-30,3560.3321627838714
2002-01-31,3647.0481958570726
2002-02-01,3686.7248443466833
2002-02-04,3690.5089780261956
2002-02-05,3655.829320208933
2002-02-06,3625.326395801267
2002-02-07,3636.6097992193418
2002-02-08,3670.2631093854698
2002-02-11,3703.1307272229797
2002-02-12,3677.2104183992174
2002-02-13,3695.5336942650924
2002-02-14,3735.2957235925555
2002-02-15,3757.865555433866
2002-02-18,3689.4249603554267
2002-02-19,3691.467701793477
2002-02-20,3682.8093186842852
2002-02-21,3624.7059622070633
2002-02-22,3645.0227382544317
2002-02-25,3696.6230730526627
2002-02-26,3706.1208859973235
2002-02-27,3761.9780377739835
2002-02-28,3734.5557429817754
2002-03-01,3730.3598939030794
2002-03-04,3791.7902499701063
2002-03-05,3807.2779536781427
2002-03-06,3778.221106927755
2002-03-07,3779.7103421693323
2002-03-08,3843.4021893287004
2002-03-11,3815.460177340367
2002-03-12,3773.622718374249
2002-03-13,3785.8415621536906
2002-03-14,3828.2872787524275
2002-03-15,3836.0804961513622
2002-03-18,3890.4643017228286
2002-03-19,3906.5191963196226
2002-03-20,3891.0102408018224
2002-03-21,3884.4841678868133
2002-03-22,3897.492898935284
2002-03-25,3911.669152830975
2002-03-26,3901.4632576392974
2002-03-27,3873.940793271619
2002-03-28,3872.0540821319682
2002-03-29,3872.0540821319682
2002-04-01,3903.9413168378087
2002-04-02,3900.115354733433
2002-04-03,3891.149469555915
2002-04-04,3897.440491626261
2002-04-05,3901.1456047897027
2002-04-08,3868.0355164672437
2002-04-09,3884.303425963614
2002-04-10,3708.546252138781
2002-04-11,3652.651040454457
2002-04-12,3673.9740851330725
2002-04-15,3665.6332976416043
2002-04-16,3673.3676926858707
2002-04-17,3731.9517307134406
2002-04-18,3702.450084939216
2002-04-19,3722.7882261504537
2002-04-22,3709.738923890834
2002-04-23,3650.844261546986
2002-04-24,3626.153068423665
2002-04-25,3631.9326573497397
2002-04-26,3631.9107056380094
2002-04-29,3637.3598519453367
2002-04-30,3729.5289390114713
2002-05-01,3760.986641689797
2002-05-02,3839.5639553606084
2002-05-03,3855.8415203031277
2002-05-06,3863.275397989367
2002-05-07,3862.1918295884543
2002-05-08,3901.9681988793945
2002-05-09,3901.110241088928
2002-05-10,3879.413331386649
2002-05-13,3862.811105673206
2002-05-14,3824.7755573055183
2002-05-15,3815.239318961295
2002-05-16,3802.417571862469
2002-05-17,3876.392803266294
2002-05-20,3877.6891352766743
2002-05-21,3865.425721315684
2002-05-22,3850.109212534566
2002-05-23,3834.9129187730973
2002-05-24,3811.907394155151
2002-05-27,3786.6921671780606
2002-05-28,3790.853233702067
2002-05-29,3778.296699799754
2002-05-30,3820.536894688869
2002-05-31,3816.565568193801
2002-06-03,3847.0212147885463
2002-06-04,3812.2684248748815
2002-06-05,3788.3440661063505
2002-06-06,3889.7143942641283
2002-06-07,3786.0808760200603
2002-06-10,3793.446991937158
2002-06-11,3798.0131563561
2002-06-12,3814.6057140899093
2002-06-13,3778.9004650485417
2002-06-14,3707.6886957914103
2002-06-17,3738.707606037512
2002-06-18,3740.931112687108
2002-06-19,3672.904087266611
2002-06-20,3659.444393651374
2002-06-21,3678.9303569520857
2002-06-24,3621.6864590452415
2002-06-25,3692.9588209412204
2002-06-26,3707.058662833325
2002-06-27,3782.971313716108
2002-06-28,3862.910408047956
2002-07-01,3845.932786138791
