Date,SRILANKA
1999-09-17,163.65597000821677
1999-09-20,163.40701087101596
1999-09-21,163.31668374343442
1999-09-22,163.51886840478025
1999-09-23,162.54792224341205
1999-09-24,161.32210750413165
1999-09-27,160.2118031729705
1999-09-28,161.1353780197086
1999-09-29,159.78146952146756
1999-09-30,160.25387478032923
1999-10-01,160.08199442357898
1999-10-04,160.30678527457871
1999-10-05,160.29571428371983
1999-10-06,160.22973412555294
1999-10-07,158.3565869455557
1999-10-08,158.49857194279704
1999-10-11,157.60395298712558
1999-10-12,157.54801961500596
1999-10-13,155.62725612174566
1999-10-14,153.59407878203564
1999-10-15,150.9952806509462
1999-10-18,151.58806129078206
1999-10-19,151.25039791168135
1999-10-20,151.43259952663166
1999-10-21,151.63828601054365
1999-10-22,151.8559111120524
1999-10-25,150.49969078460538
1999-10-26,149.98493023575733
1999-10-27,147.0541626411653
1999-10-28,143.2491091353445
1999-10-29,150.15815347975155
1999-11-01,149.57650093571908
1999-11-02,149.38915066528617
1999-11-03,152.48893231683203
1999-11-04,153.58228937413267
1999-11-05,153.6836119666787
1999-11-08,154.63396534821138
1999-11-09,156.3504128762284
1999-11-10,158.50412033289135
1999-11-11,158.64180035415313
1999-11-12,156.98037988752318
1999-11-15,155.05882797760938
1999-11-16,152.9437566211584
1999-11-17,152.83626116831817
1999-11-18,152.80859105955093
1999-11-19,154.3227710319478
1999-11-22,154.3227710319478
1999-11-23,155.80559854770274
1999-11-24,157.97276066613495
1999-11-25,159.17982287846968
1999-11-26,160.17810204522291
1999-11-29,160.37962723656415
1999-11-30,160.51598094943682
1999-12-01,161.3934205272797
1999-12-02,162.139349259965
1999-12-03,163.41642397638844
1999-12-06,164.06113327384688
1999-12-07,166.63065867353228
1999-12-08,171.00331506493617
1999-12-09,173.15898803694796
1999-12-10,175.66247801561687
1999-12-13,184.52763012975828
1999-12-14,186.81001160530212
1999-12-15,183.4254254902455
1999-12-16,183.1858407744225
1999-12-17,184.15642956936364
1999-12-20,182.35019096340568
1999-12-21,182.19524498585102
1999-12-22,182.22073405415622
1999-12-23,178.17929739359607
1999-12-24,178.17929739359607
1999-12-27,173.9539680748895
1999-12-28,170.5299132326877
1999-12-29,168.33714967815624
1999-12-30,171.38053927593126
1999-12-31,171.38053927593126
2000-01-03,169.39338852151238
2000-01-04,169.05935959581677
2000-01-05,163.97763295027917
2000-01-06,160.8274552641381
2000-01-07,160.84955303557624
2000-01-10,155.4400513768165
2000-01-11,153.79665765170822
2000-01-12,157.58014022525657
2000-01-13,156.4448994542857
2000-01-14,156.40798571288454
2000-01-17,157.93568850456506
2000-01-18,159.06391089364377
2000-01-19,157.83497748755403
2000-01-20,157.83497748755403
2000-01-21,157.72675993347977
2000-01-24,157.16930883335812
2000-01-25,157.32665874486798
2000-01-26,158.31658032667497
2000-01-27,158.6953205818426
2000-01-28,158.37578525948766
2000-01-31,159.24871170461765
2000-02-01,157.9504197381588
2000-02-02,164.81649169075956
2000-02-03,162.71169554013403
2000-02-04,162.68946145366704
2000-02-07,163.5098937180141
2000-02-08,162.93985558286107
2000-02-09,163.57099416656618
2000-02-10,164.39375668106908
2000-02-11,163.06489883252684
2000-02-14,162.41973637970213
2000-02-15,163.1836494857244
2000-02-16,163.7896950515461
2000-02-17,162.13331271469968
2000-02-18,162.76612392065104
2000-02-21,162.21497646956752
2000-02-22,159.91987532815335
2000-02-23,160.00092566539124
2000-02-24,158.8001099971501
2000-02-25,157.39169390830767
2000-02-28,155.79552044604068
2000-02-29,154.45103057945713
2000-03-01,151.45382414504695
2000-03-02,150.57347774131802
2000-03-03,151.03874672420844
2000-03-06,150.97109947008025
2000-03-07,150.53401638255286
2000-03-08,149.93403130923127
2000-03-09,148.81778806383903
2000-03-10,146.19518453926054
2000-03-13,143.26850455343987
2000-03-14,142.5405638782815
2000-03-15,146.32936826424105
2000-03-16,147.10838286494902
2000-03-17,147.058696036923
2000-03-20,146.41434594798662
2000-03-21,145.88656731388073
2000-03-22,144.96858875170656
2000-03-23,144.681693510388
2000-03-24,145.96950027219313
2000-03-27,142.78037701388263
2000-03-28,140.26742787746656
2000-03-29,139.14127784524584
2000-03-30,136.64506966805197
2000-03-31,134.62931486270855
2000-04-03,131.78283969252772
2000-04-04,133.84504292291385
2000-04-05,136.2669980933639
2000-04-06,136.32544960932776
2000-04-07,136.12082233003204
2000-04-10,136.1033463749109
2000-04-11,136.41887698276878
2000-04-12,136.4374029320313
2000-04-13,136.4374029320313
2000-04-14,136.28009907289604
2000-04-17,134.5166136494412
2000-04-18,134.5166136494412
2000-04-19,133.87082488432165
2000-04-20,133.30296778963066
2000-04-21,133.30296778963066
2000-04-24,132.20826047670613
2000-04-25,131.59423495541014
2000-04-26,129.3495372169711
2000-04-27,128.42601763308255
2000-04-28,128.50614508073303
2000-05-01,128.46278953316988
2000-05-02,127.21970883759661
2000-05-03,123.409407203164
2000-05-04,123.11067097528287
2000-05-05,118.8008981803764
2000-05-08,114.67518014797494
2000-05-09,115.56138625585062
2000-05-10,118.42576658928408
2000-05-11,117.23091009831886
2000-05-12,117.30350337748135
2000-05-15,119.7050223461696
2000-05-16,124.38268729887798
2000-05-17,124.38268729887798
2000-05-18,124.38268729887798
2000-05-19,128.11435174050285
2000-05-22,123.68252910028095
2000-05-23,123.4422333357938
2000-05-24,124.81207411355872
2000-05-25,125.58848767614809
2000-05-26,125.276385207057
2000-05-29,126.08337938848967
2000-05-30,127.13860323750919
2000-05-31,127.30485046779582
2000-06-01,126.4643780521087
2000-06-02,126.6733324125238
2000-06-05,126.2630149651261
2000-06-06,126.3031689516056
2000-06-07,125.77605531378926
2000-06-08,124.95471305451967
2000-06-09,125.88199788055722
2000-06-12,127.01900890480856
2000-06-13,129.82104169138518
2000-06-14,131.50992779423908
2000-06-15,131.41375569927064
2000-06-16,131.8696281556434
2000-06-19,131.9065492654245
2000-06-20,128.29327258428518
2000-06-21,131.15054611526713
2000-06-22,132.64287331485886
2000-06-23,133.11544436226916
2000-06-26,131.6803639485212
2000-06-27,131.6097914475571
2000-06-28,132.935775627923
2000-06-29,132.4598372308804
2000-06-30,141.85823900123268
2000-07-03,137.80033553753793
2000-07-04,137.1662946888912
2000-07-05,136.63689883130002
2000-07-06,138.07843965302933
2000-07-07,139.75388447390566
2000-07-10,142.73201583812644
2000-07-11,142.7236135034155
2000-07-12,142.29185795526178
2000-07-13,140.3404451695756
2000-07-14,139.124761094536
2000-07-17,139.37816177080626
2000-07-18,139.07238116660596
2000-07-19,139.25053945021048
2000-07-20,138.0047151003741
2000-07-21,137.94084349698613
2000-07-24,137.52886316713784
2000-07-25,136.78670942205792
2000-07-26,135.91932019114566
2000-07-27,136.86642159562703
2000-07-28,138.42362127665822
2000-07-31,137.5830335175038
2000-08-01,136.2225723729884
2000-08-02,137.15374856398722
2000-08-03,135.46319128648054
2000-08-04,134.56619473918434
2000-08-07,134.16583008623684
2000-08-08,133.45097530139324
2000-08-09,134.11337605323206
2000-08-10,133.7814153046551
2000-08-11,133.13788163290775
2000-08-14,133.13788163290775
2000-08-15,131.63071787038731
2000-08-16,128.87975054554397
2000-08-17,127.66672409262718
2000-08-18,127.72369220085145
2000-08-21,128.02436759843457
2000-08-22,127.63103439532284
2000-08-23,129.09833252629423
2000-08-24,128.90276493775383
2000-08-25,132.41868984012225
2000-08-28,132.25223144272985
2000-08-29,131.00771697797887
2000-08-30,128.82305120448362
2000-08-31,127.55537000994622
2000-09-01,127.14821232239724
2000-09-04,126.34193022972615
2000-09-05,125.45048210332659
2000-09-06,125.57780295590085
2000-09-07,125.5238546920844
2000-09-08,126.05780966979236
2000-09-11,125.23448079474973
2000-09-12,124.36370282614664
2000-09-13,124.42723473052783
2000-09-14,123.59291439567075
2000-09-15,122.70133534625977
2000-09-18,122.55081614504913
2000-09-19,123.35064209933415
2000-09-20,123.6634242182201
2000-09-21,127.36203752892301
2000-09-22,128.1467052688882
2000-09-25,127.2510201082641
2000-09-26,126.8454161161931
2000-09-27,127.38508339751048
2000-09-28,129.0157769360915
2000-09-29,132.66452973155623
2000-10-02,133.1960586341632
2000-10-03,130.9485895738478
2000-10-04,130.93007964523088
2000-10-05,132.35125141738555
2000-10-06,131.5827405769969
2000-10-09,133.38117134882333
2000-10-10,133.37628411380214
2000-10-11,127.61134143796228
2000-10-12,127.530778722408
2000-10-13,126.15074584754714
2000-10-16,125.3629513435044
2000-10-17,126.63215247934882
2000-10-18,128.40664458387187
2000-10-19,128.81476721975582
2000-10-20,129.08841235790263
2000-10-23,128.75711336524984
2000-10-24,128.30441278531868
2000-10-25,127.08306717205883
2000-10-26,126.36113327388097
2000-10-27,124.60340530702454
2000-10-30,123.33705843283964
2000-10-31,122.03429743921707
2000-11-01,124.26988620707685
2000-11-02,121.3319727864308
2000-11-03,119.87289631250678
2000-11-06,120.29015389792457
2000-11-07,119.63915531715067
2000-11-08,119.2462738111669
2000-11-09,120.32880865692773
2000-11-10,119.07456042762884
2000-11-13,117.69414984995576
2000-11-14,116.30234972144758
2000-11-15,115.60013672258556
2000-11-16,114.48900455814626
2000-11-17,110.79005943069254
2000-11-20,109.59078131611454
2000-11-21,110.12054292112522
2000-11-22,107.3823449022138
2000-11-23,104.84566390013016
2000-11-24,103.62932283082026
2000-11-27,97.49049896233943
2000-11-28,98.06639033696544
2000-11-29,95.5089890121528
2000-11-30,94.55820119362477
2000-12-01,95.46180993312288
2000-12-04,94.54053391609695
2000-12-05,96.7065085540841
2000-12-06,95.41734074766018
2000-12-07,96.31132457210775
2000-12-08,97.04239940629586
2000-12-11,95.29808496849435
2000-12-12,97.8550071045537
2000-12-13,99.20473145923434
2000-12-14,100.53099062385996
2000-12-15,103.09449415510414
2000-12-18,99.56605464952754
2000-12-19,97.53117379476737
2000-12-20,97.93621876876179
2000-12-21,97.53117379476738
2000-12-22,100.89341374363373
2000-12-25,100.89341374363373
2000-12-26,100.64837813041302
2000-12-27,99.13358500966942
2000-12-28,99.47320897529688
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.40142791626654
2001-01-03,100.17073117315957
2001-01-04,100.81868335319646
2001-01-05,101.14503294994763
2001-01-08,101.29350491722465
2001-01-09,101.35463557800753
2001-01-10,101.69570256646601
2001-01-11,101.61655582672067
2001-01-12,100.56441167409506
2001-01-15,100.56441167409506
2001-01-16,100.0987158766628
2001-01-17,100.34025859859354
2001-01-18,100.2117088608168
2001-01-19,100.23617059477763
2001-01-22,98.67421053863454
2001-01-23,95.14611828216412
2001-01-24,92.44170298100855
2001-01-25,86.69054141031569
2001-01-26,89.4481856170572
2001-01-29,89.89237077837164
2001-01-30,89.88860494208987
2001-01-31,90.42129508862114
2001-02-01,90.61313011553732
2001-02-02,92.88732944988062
2001-02-05,93.15121390854506
2001-02-06,93.80791292889587
2001-02-07,93.9966070066264
2001-02-08,94.26948812621397
2001-02-09,97.0347700183653
2001-02-12,96.86127246344492
2001-02-13,97.83455659114091
2001-02-14,97.05529622147995
2001-02-15,95.70070593252171
2001-02-16,95.56184794634396
2001-02-19,94.62373392799752
2001-02-20,95.25108431920222
2001-02-21,95.23942178089081
2001-02-22,95.51803933929659
2001-02-23,96.09929421902204
2001-02-26,95.56022554002057
2001-02-27,95.37835969023217
2001-02-28,95.79055134316704
2001-03-01,96.49190153970741
2001-03-02,97.03250537394302
2001-03-05,95.21377868269096
2001-03-06,95.74470917294086
2001-03-07,94.70638706115459
2001-03-08,95.80973857935165
2001-03-09,96.77521905110565
2001-03-12,94.49448416129003
2001-03-13,94.60165697650089
2001-03-14,94.98905321970673
2001-03-15,94.591043085748
2001-03-16,94.74416648927233
2001-03-19,94.050659630598
2001-03-20,94.05736277574832
2001-03-21,92.8389747792051
2001-03-22,92.82365989947333
2001-03-23,92.97951256264727
2001-03-26,91.62477803260376
2001-03-27,90.60881831999352
2001-03-28,89.44655396602832
2001-03-29,88.79314038676213
2001-03-30,89.819672622534
2001-04-02,89.73491289949581
2001-04-03,88.33660895106242
2001-04-04,88.4857668146197
2001-04-05,88.25965514355765
2001-04-06,87.60173874406422
2001-04-09,87.61524073209452
2001-04-10,88.05576749645539
2001-04-11,87.77365214312016
2001-04-12,87.74859543397284
2001-04-13,87.74859543397284
2001-04-16,88.47711412891401
2001-04-17,87.21787571519734
2001-04-18,89.48935713425999
2001-04-19,87.44887382746322
2001-04-20,87.11664799353261
2001-04-23,87.35320842148882
2001-04-24,86.2290005279637
2001-04-25,85.60237968731388
2001-04-26,85.94812270743199
2001-04-27,85.25869408810019
2001-04-30,84.21844051975283
2001-05-01,84.21844051975283
2001-05-02,82.76166000360756
2001-05-03,82.64557520532604
2001-05-04,83.78810362256066
2001-05-07,83.78810362256066
2001-05-08,83.78810362256066
2001-05-09,84.740595793343
2001-05-10,84.69515322884392
2001-05-11,84.94399425811561
2001-05-14,84.7240075119718
2001-05-15,84.71351773189771
2001-05-16,84.27620355461634
2001-05-17,84.32026021026812
2001-05-18,84.32881683060765
2001-05-21,84.17206810334604
2001-05-22,85.13749818926496
2001-05-23,85.21430830698156
2001-05-24,85.37688002223216
2001-05-25,85.22550927159803
2001-05-28,86.15779188516763
2001-05-29,86.65735857491073
2001-05-30,86.38776621735924
2001-05-31,84.27300734411527
2001-06-01,84.36143110593571
2001-06-04,85.10498130561614
2001-06-05,85.10498130561614
2001-06-06,85.1481725984862
2001-06-07,85.196614277766
2001-06-08,85.83634601274123
2001-06-11,85.26216926864976
2001-06-12,85.86746272249565
2001-06-13,85.38969623678715
2001-06-14,84.96108958084719
2001-06-15,84.30184094067285
2001-06-18,85.02806330019583
2001-06-19,84.45499572558732
2001-06-20,85.24095705496423
2001-06-21,87.54746405126502
2001-06-22,87.22596639867793
2001-06-25,87.80581799423773
2001-06-26,87.34543572784699
2001-06-27,87.69432585926923
2001-06-28,86.56332123091211
2001-06-29,87.2123489034673
2001-07-02,86.12031973124111
2001-07-03,86.98771599973279
2001-07-04,87.70407275265981
2001-07-05,87.70407275265981
2001-07-06,87.21970654829934
2001-07-09,86.73116456923003
2001-07-10,86.95478886116295
2001-07-11,85.14960525344216
2001-07-12,85.50178372326413
2001-07-13,85.91906495256933
2001-07-16,85.40699238875938
2001-07-17,85.27417033370995
2001-07-18,85.34345412768968
2001-07-19,85.33399097371425
2001-07-20,85.70581190439543
2001-07-23,85.83934831870212
2001-07-24,84.47850566220093
2001-07-25,84.92071125253293
2001-07-26,85.2670168471766
2001-07-27,85.13998943366877
2001-07-30,85.08923015264072
2001-07-31,85.39845862739853
2001-08-01,84.85473199569222
2001-08-02,84.42940469578218
2001-08-03,84.42940469578218
2001-08-06,83.71420555976356
2001-08-07,80.2593170341122
2001-08-08,81.15656647445748
2001-08-09,80.4258178450739
2001-08-10,78.74764606241679
2001-08-13,76.93414602348597
2001-08-14,73.77263258211006
2001-08-15,71.39479659075869
2001-08-16,70.22274210227881
2001-08-17,70.67903367503548
2001-08-20,72.24338504667362
2001-08-21,73.15855352222137
2001-08-22,71.52157598917151
2001-08-23,72.09326313138457
2001-08-24,73.78175768562285
2001-08-27,74.11300858776296
2001-08-28,73.79723462491252
2001-08-29,79.50610658048545
2001-08-30,80.85176240882836
2001-08-31,82.83133167894225
2001-09-03,78.97724812367913
2001-09-04,78.62595113434337
2001-09-05,81.32758404131326
2001-09-06,82.49890658097253
2001-09-07,83.09546756066865
2001-09-10,83.11751802090826
2001-09-11,84.72086012603957
2001-09-12,84.31763998345843
2001-09-13,83.82543140191906
2001-09-14,84.38022501993413
2001-09-17,82.70208136212163
2001-09-18,80.43322221202042
2001-09-19,77.80612921715789
2001-09-20,78.49102353673777
2001-09-21,78.25782618821485
2001-09-24,78.32464425201353
2001-09-25,79.24552430102388
2001-09-26,80.54046179903678
2001-09-27,79.48214647154873
2001-09-28,79.54113483074956
2001-10-01,79.27339242937211
2001-10-02,79.27339242937211
2001-10-03,78.53272195269408
2001-10-04,78.59752211826127
2001-10-05,78.59286778069432
2001-10-08,78.3712830779394
2001-10-09,82.46537361031332
2001-10-10,90.68268286972143
2001-10-11,101.51975932784147
2001-10-12,106.95628553170322
2001-10-15,105.33614845162879
2001-10-16,101.54835887134293
2001-10-17,104.49285581587198
2001-10-18,106.2426615971629
2001-10-19,108.41789840993651
2001-10-22,115.82707855797298
2001-10-23,120.52230223061437
2001-10-24,117.73770049178992
2001-10-25,118.30512682296532
2001-10-26,119.3858685429426
2001-10-29,120.07899342454243
2001-10-30,118.48342116495718
2001-10-31,118.48342116495718
2001-11-01,113.99828137482501
2001-11-02,109.64105238117756
2001-11-05,108.8263778420921
2001-11-06,106.24668700103177
2001-11-07,105.48064541295342
2001-11-08,107.49611533932719
2001-11-09,110.5560408188651
2001-11-12,110.68243936266339
2001-11-13,107.51998434446857
2001-11-14,109.84631445920284
2001-11-15,111.41222503462816
2001-11-16,115.4312025392392
2001-11-19,117.2864067469744
2001-11-20,116.30972603215422
2001-11-21,116.17253996768788
2001-11-22,115.94176065436119
2001-11-23,115.67625307356965
2001-11-26,115.45423236887588
2001-11-27,114.45617585463563
2001-11-28,117.2653757740315
2001-11-29,117.65521227503731
2001-11-30,117.65521227503731
2001-12-03,118.02027658648556
2001-12-04,115.76608166472438
2001-12-05,117.72368806227836
2001-12-06,117.72368806227836
2001-12-07,155.11247772355375
2001-12-10,161.48305084465193
2001-12-11,159.37038631744772
2001-12-12,151.26071741646106
2001-12-13,136.6717856591021
2001-12-14,141.1003352788454
2001-12-17,141.6360630824897
2001-12-18,135.4538000560888
2001-12-19,129.35333015176906
2001-12-20,134.1093874498938
2001-12-21,134.3416810882751
2001-12-24,134.39943761496824
2001-12-25,134.39943761496824
2001-12-26,134.37777309866897
2001-12-27,138.9017193479951
2001-12-28,142.49633659108335
2001-12-31,143.01358530532187
2002-01-01,143.01358530532187
2002-01-02,140.76589932175847
2002-01-03,140.6631812959727
2002-01-04,138.66311591248717
2002-01-07,136.12234401894
2002-01-08,134.4695788051445
2002-01-09,134.03201776446016
2002-01-10,131.9728768504188
2002-01-11,128.10981384949807
2002-01-14,128.10981384949807
2002-01-15,124.40907259868072
2002-01-16,122.32275918473671
2002-01-17,118.70074928760263
2002-01-18,122.80390585210394
2002-01-21,123.52944008939633
2002-01-22,122.13961349195723
2002-01-23,119.65246235321146
2002-01-24,125.30325175469164
2002-01-25,124.75832599456649
2002-01-28,124.75832599456649
2002-01-29,122.74834905838429
2002-01-30,122.58786203224594
2002-01-31,121.11656514338591
2002-02-01,122.3509927427565
2002-02-04,122.3509927427565
2002-02-05,122.30893123114558
2002-02-06,122.47545328484348
2002-02-07,120.93938237172495
2002-02-08,119.30346249113487
2002-02-11,120.57957124702224
2002-02-12,121.30827004864798
2002-02-13,122.73295113737873
2002-02-14,123.75801264229943
2002-02-15,125.67581610629719
2002-02-18,127.63450247550132
2002-02-19,126.33142175663075
2002-02-20,125.01233792432654
2002-02-21,124.46505730584873
2002-02-22,130.71980681547106
2002-02-25,132.36921493017752
2002-02-26,132.39831875951995
2002-02-27,132.4690935062776
2002-02-28,133.35351843309303
2002-03-01,132.67688459186923
2002-03-04,131.1114600930245
2002-03-05,131.00504350995342
2002-03-06,132.18930569895542
2002-03-07,133.90677002770212
2002-03-08,134.4874409237828
2002-03-11,135.10663435306256
2002-03-12,135.10663435306256
2002-03-13,136.65500738076318
2002-03-14,135.31801811089983
2002-03-15,135.20367192424067
2002-03-18,135.84403922568492
2002-03-19,136.6249903011757
2002-03-20,140.66336373613902
2002-03-21,140.73948611613827
2002-03-22,143.76000005952227
2002-03-25,141.97299458614103
2002-03-26,139.64246527699535
2002-03-27,137.0817413641836
2002-03-28,137.0817413641836
2002-03-29,137.0817413641836
2002-04-01,134.58824356989305
2002-04-02,133.27888176595195
2002-04-03,132.5277121626258
2002-04-04,134.42754631375786
2002-04-05,134.69914924149714
2002-04-08,132.93069237952648
2002-04-09,133.7805981872891
2002-04-10,134.6237686910323
2002-04-11,133.55111075781628
2002-04-12,133.57201950075924
2002-04-15,133.57201950075924
2002-04-16,132.8762968478565
2002-04-17,134.56675743785837
2002-04-18,136.71993831984597
2002-04-19,137.20606380202142
2002-04-22,135.85696703587507
2002-04-23,136.88135853561312
2002-04-24,137.1345979426116
2002-04-25,136.8451411516708
2002-04-26,136.8451411516708
2002-04-29,138.59389755848602
2002-04-30,140.53480605969364
2002-05-01,140.53480605969364
2002-05-02,140.2629721997859
2002-05-03,139.13680555968241
2002-05-06,141.23765178521964
2002-05-07,141.17530888653914
2002-05-08,140.34102976634202
2002-05-09,139.0161164907769
2002-05-10,141.54215470617257
2002-05-13,143.52428560905267
2002-05-14,151.1940400750695
2002-05-15,151.27804202030777
2002-05-16,148.92040815046425
2002-05-17,148.63817002807724
2002-05-20,148.58551651892137
2002-05-21,150.38056085709204
2002-05-22,153.1955898068822
2002-05-23,155.31728114735358
2002-05-24,155.18818626432198
2002-05-27,155.18818626432198
2002-05-28,162.6124535210292
2002-05-29,164.04664252251095
2002-05-30,162.27637717744255
2002-05-31,161.66355362127376
2002-06-03,165.344990856588
2002-06-04,166.66269688661956
2002-06-05,173.3335179336583
2002-06-06,180.96870898008882
2002-06-07,177.5544990865435
2002-06-10,179.77964561896596
2002-06-11,175.77560277526743
2002-06-12,174.77792353362656
2002-06-13,177.1483374219391
2002-06-14,176.7533097609673
2002-06-17,176.61876694878248
2002-06-18,174.24858593512636
2002-06-19,171.82528713563104
2002-06-20,173.44115506948484
2002-06-21,173.05154177179443
2002-06-24,173.05154177179443
2002-06-25,172.47085875425174
2002-06-26,169.78397263470399
2002-06-27,167.51630610414864
2002-06-28,170.52318118227754
2002-07-01,171.73078872203195
2002-07-02,172.41986916040452
2002-07-03,172.7990004684415
2002-07-04,172.5888327284492
2002-07-05,170.82060493252467
2002-07-08,170.93949131973906
2002-07-09,170.99098203183328
2002-07-10,172.31074392770847
2002-07-11,174.98062065545295
2002-07-12,173.52873771616416
2002-07-15,169.8235612899567
2002-07-16,171.54959928190573
2002-07-17,171.20708946287365
2002-07-18,170.51714997369993
2002-07-19,171.70102270135712
2002-07-22,172.5533771721309
2002-07-23,172.5533771721309
2002-07-24,173.4631646587036
2002-07-25,173.30422319463847
2002-07-26,171.55016632593635
2002-07-29,169.88416135209178
