Date,BELGIUM
2000-06-06,4906.4189559806055
2000-06-07,4885.72750634681
2000-06-08,4773.697907189916
2000-06-09,4775.67172316806
2000-06-12,4790.234949362568
2000-06-13,4899.546203786414
2000-06-14,4869.526577072615
2000-06-15,4852.218919566468
2000-06-16,4907.915271173693
2000-06-19,4847.830828397352
2000-06-20,4843.382416294535
2000-06-21,4801.44081235157
2000-06-22,4789.329587607364
2000-06-23,4733.812692489618
2000-06-26,4724.513820017587
2000-06-27,4803.609695685123
2000-06-28,4817.568411637121
2000-06-29,4851.7166331083135
2000-06-30,4982.369105225918
2000-07-03,4938.930390936195
2000-07-04,4918.203925926641
2000-07-05,4980.677188413089
2000-07-06,4953.665551278978
2000-07-07,4951.209218415199
2000-07-10,5027.596597950334
2000-07-11,5054.652969977822
2000-07-12,5030.154266765072
2000-07-13,4978.084141997973
2000-07-14,4975.281851152507
2000-07-17,4976.537935864461
2000-07-18,4955.13403536614
2000-07-19,4878.908445618875
2000-07-20,4923.32789963563
2000-07-21,4965.933365801551
2000-07-24,4989.6672064508475
2000-07-25,5041.766935631758
2000-07-26,5044.860598391383
2000-07-27,5086.599308099026
2000-07-28,5024.513506990696
2000-07-31,5031.597440405193
2000-08-01,4992.899085163713
2000-08-02,4942.830297787399
2000-08-03,4875.3681682803035
2000-08-04,4980.024725001631
2000-08-07,5020.767257522574
2000-08-08,4997.8709025481785
2000-08-09,5038.473948370517
2000-08-10,5083.056738390723
2000-08-11,5094.945834812636
2000-08-14,5105.567361660665
2000-08-15,5151.8158480569455
2000-08-16,5149.465087468456
2000-08-17,5109.380336195527
2000-08-18,5079.443578643231
2000-08-21,5100.097688234911
2000-08-22,5052.461208930325
2000-08-23,5034.972514589606
2000-08-24,5090.715167029003
2000-08-25,5090.566636884853
2000-08-28,5077.991837669921
2000-08-29,5037.797404109902
2000-08-30,4977.716279841316
2000-08-31,4938.446745154467
2000-09-01,4987.352802436393
2000-09-04,4975.254902789286
2000-09-05,4880.188338274206
2000-09-06,4828.05999516325
2000-09-07,4747.189095601317
2000-09-08,4687.048319786394
2000-09-11,4666.17282965651
2000-09-12,4647.088530636602
2000-09-13,4667.462708792605
2000-09-14,4653.34023192046
2000-09-15,4642.590719047031
2000-09-18,4522.373671538504
2000-09-19,4468.555432554249
2000-09-20,4482.236311122076
2000-09-21,4465.984019351368
2000-09-22,4614.3353483721385
2000-09-25,4566.207733335448
2000-09-26,4598.894789273625
2000-09-27,4636.485514423193
2000-09-28,4673.56949476801
2000-09-29,4729.752963195129
2000-10-02,4785.522938209199
2000-10-03,4759.162055643165
2000-10-04,4721.340223577659
2000-10-05,4709.977761307385
2000-10-06,4673.57858761547
2000-10-09,4569.23045124942
2000-10-10,4572.752604780837
2000-10-11,4589.554172514271
2000-10-12,4522.650953945144
2000-10-13,4559.205202960891
2000-10-16,4556.832189542743
2000-10-17,4498.7561260006905
2000-10-18,4493.9460344121635
2000-10-19,4471.444720484685
2000-10-20,4485.705761177505
2000-10-23,4467.780641177095
2000-10-24,4495.638081432708
2000-10-25,4423.393831095402
2000-10-26,4445.601372167453
2000-10-27,4572.584089811001
2000-10-30,4576.525346984287
2000-10-31,4653.090589055309
2000-11-01,4769.4397487891565
2000-11-02,4824.215608746025
2000-11-03,4852.929148949914
2000-11-06,4870.66061782863
2000-11-07,4825.277371730198
2000-11-08,4779.3258923553685
2000-11-09,4795.534928432822
2000-11-10,4791.382075546568
2000-11-13,4730.318743095063
2000-11-14,4779.158459654213
2000-11-15,4729.942462467795
2000-11-16,4700.68826093468
2000-11-17,4683.916681794124
2000-11-20,4623.233794270128
2000-11-21,4558.314264744219
2000-11-22,4514.10967353037
2000-11-23,4508.294690561923
2000-11-24,4474.52965079983
2000-11-27,4443.8332213991625
2000-11-28,4419.887755313096
2000-11-29,4392.508927202646
2000-11-30,4486.359204675356
2000-12-01,4566.099718240925
2000-12-04,4603.722516097107
2000-12-05,4636.609162094899
2000-12-06,4616.057128021234
2000-12-07,4650.006582579065
2000-12-08,4630.812396054833
2000-12-11,4604.55889954171
2000-12-12,4571.810665767702
2000-12-13,4550.221030485053
2000-12-14,4506.852534649108
2000-12-15,4605.489031540811
2000-12-18,4570.804704699549
2000-12-19,4581.8894715415345
2000-12-20,4668.158261233479
2000-12-21,4708.8196480614915
2000-12-22,4751.659539833332
2000-12-25,4751.659539833332
2000-12-26,4779.445517975191
2000-12-27,4800.439146988185
2000-12-28,4815.250823940332
2000-12-29,4883.653706445263
2001-01-01,4883.653706445263
2001-01-02,4949.166240925468
2001-01-03,4836.968523260612
2001-01-04,4847.648216871835
2001-01-05,4881.3666033160025
2001-01-08,4853.02201040566
2001-01-09,4802.744621585042
2001-01-10,4774.808089203146
2001-01-11,4848.04057035813
2001-01-12,4849.9574742886625
2001-01-15,4796.873674415123
2001-01-16,4780.070902758708
2001-01-17,4733.831569926745
2001-01-18,4775.592583114874
2001-01-19,4720.003130273864
2001-01-22,4735.170017435273
2001-01-23,4760.264838595881
2001-01-24,4678.413700119825
2001-01-25,4665.511538166967
2001-01-26,4670.876796873943
2001-01-29,4665.073581596977
2001-01-30,4710.489960588553
2001-01-31,4759.295905964516
2001-02-01,4850.238335318213
2001-02-02,4848.428185962348
2001-02-05,4899.466466977295
2001-02-06,4859.680796753135
2001-02-07,4849.7283449264205
2001-02-08,4737.488815568541
2001-02-09,4774.156677586936
2001-02-12,4801.0512612987895
2001-02-13,4782.805458009538
2001-02-14,4778.112123185665
2001-02-15,4721.452903647395
2001-02-16,4751.970396062072
2001-02-19,4786.197565635257
2001-02-20,4722.899723933475
2001-02-21,4693.598082884069
2001-02-22,4630.1853954778035
2001-02-23,4610.727644461894
2001-02-26,4650.777267759065
2001-02-27,4720.71761030753
2001-02-28,4764.899191617595
2001-03-01,4742.293501166849
2001-03-02,4756.379666394282
2001-03-05,4756.096491340287
2001-03-06,4765.585665775032
2001-03-07,4745.6658073083745
2001-03-08,4752.814317605372
2001-03-09,4760.461168420649
2001-03-12,4689.609148230446
2001-03-13,4554.271460561584
2001-03-14,4465.6015391417895
2001-03-15,4378.651943088342
2001-03-16,4203.790449842934
2001-03-19,4149.1965817008595
2001-03-20,4230.700248738276
2001-03-21,4126.935316329571
2001-03-22,3912.017157318112
2001-03-23,4013.8944012244233
2001-03-26,4228.3441349218
2001-03-27,4270.78512358001
2001-03-28,4212.398439719637
2001-03-29,4209.413904612081
2001-03-30,4335.673351742618
2001-04-02,4391.76441277993
2001-04-03,4349.3413634760445
2001-04-04,4400.465254156849
2001-04-05,4426.7161131955045
2001-04-06,4420.199027886575
2001-04-09,4495.299125589749
2001-04-10,4470.485855215599
2001-04-11,4403.507276501697
2001-04-12,4385.123986542374
2001-04-13,4385.123986542374
2001-04-16,4340.215055458528
2001-04-17,4322.630136118783
2001-04-18,4321.09321994696
2001-04-19,4379.549134277421
2001-04-20,4364.43236094804
2001-04-23,4283.007990851906
2001-04-24,4293.219570308047
2001-04-25,4306.921481893578
2001-04-26,4339.526532978225
2001-04-27,4312.8883302394215
2001-04-30,4298.603557281515
2001-05-01,4321.392386698045
2001-05-02,4318.803755889437
2001-05-03,4266.379327580658
2001-05-04,4200.528832638085
2001-05-07,4195.357808360441
2001-05-08,4162.534165255279
2001-05-09,4153.052133104873
2001-05-10,4209.255612948935
2001-05-11,4191.7708501034085
2001-05-14,4149.040035065486
2001-05-15,4164.177516448755
2001-05-16,4165.958506817695
2001-05-17,4157.2218469119025
2001-05-18,4151.263540291546
2001-05-21,4126.212220191117
2001-05-22,4122.216763444986
2001-05-23,4153.044391085264
2001-05-24,4171.7929676043
2001-05-25,4136.189882190178
2001-05-28,4164.559370087964
2001-05-29,4132.975171202001
2001-05-30,4186.225529904582
2001-05-31,4099.525059445194
2001-06-01,4088.580894239216
2001-06-04,4094.1357031805305
2001-06-05,4199.450273706214
2001-06-06,4269.667884953196
2001-06-07,4239.36517676802
2001-06-08,4252.28128917011
2001-06-11,4187.781603494427
2001-06-12,4190.368725380996
2001-06-13,4229.837868478312
2001-06-14,4234.860511745959
2001-06-15,4213.486911014378
2001-06-18,4223.803854149666
2001-06-19,4214.346725751854
2001-06-20,4214.711629632728
2001-06-21,4220.149269015703
2001-06-22,4242.892648244944
2001-06-25,4236.975263197272
2001-06-26,4232.230604600985
2001-06-27,4233.4360320348815
2001-06-28,4206.424452205446
2001-06-29,4213.167461189669
2001-07-02,4228.9709217929085
2001-07-03,4228.712262677006
2001-07-04,4219.697130297003
2001-07-05,4213.08951548016
2001-07-06,4199.028138498001
2001-07-09,4217.373771407215
2001-07-10,4282.899914826672
2001-07-11,4286.353840060825
2001-07-12,4272.049795424722
2001-07-13,4306.327730498373
2001-07-16,4339.945923884755
2001-07-17,4330.403075099074
2001-07-18,4453.673259402511
2001-07-19,4476.158968507909
2001-07-20,4503.401021104451
2001-07-23,4480.831244302697
2001-07-24,4507.651010505548
2001-07-25,4487.220872586844
2001-07-26,4440.499443001978
2001-07-27,4448.148493521459
2001-07-30,4470.42480024388
2001-07-31,4490.308280561607
2001-08-01,4527.206237392788
2001-08-02,4521.502902174499
2001-08-03,4526.911667896884
2001-08-06,4512.032099943493
2001-08-07,4485.52241187418
2001-08-08,4501.766692112548
2001-08-09,4516.841298599943
2001-08-10,4552.7617617941805
2001-08-13,4553.973777966306
2001-08-14,4554.233144241834
2001-08-15,4608.166666847272
2001-08-16,4596.089609750113
2001-08-17,4562.448656702814
2001-08-20,4542.697316330032
2001-08-21,4551.480972016135
2001-08-22,4593.426622322019
2001-08-23,4605.717678740835
2001-08-24,4634.934760850449
2001-08-27,4623.783839308973
2001-08-28,4614.914007551816
2001-08-29,4614.404547483252
2001-08-30,4587.1948624022025
2001-08-31,4579.802719781451
2001-09-03,4544.253268735168
2001-09-04,4453.023084286889
2001-09-05,4443.729770914357
2001-09-06,4399.344564285832
2001-09-07,4331.795382302328
2001-09-10,4241.597778062534
2001-09-11,4065.884264968525
2001-09-12,4095.2559990118034
2001-09-13,4106.706705364899
2001-09-14,4007.9390058772133
2001-09-17,4009.0650911755497
2001-09-18,4005.9518991711666
2001-09-19,4001.7568394033365
2001-09-20,3845.79198245703
2001-09-21,3703.7749804196637
2001-09-24,3876.09543609401
2001-09-25,3927.8443929085665
2001-09-26,3974.657210439113
2001-09-27,4076.5936197691176
2001-09-28,4142.15607726396
2001-10-01,4159.01991504754
2001-10-02,4198.770585236285
2001-10-03,4155.566411231537
2001-10-04,4231.196962363635
2001-10-05,4240.708967492918
2001-10-08,4205.654717717291
2001-10-09,4194.283690372291
2001-10-10,4198.861382974321
2001-10-11,4204.998138709335
2001-10-12,4175.430924740486
2001-10-15,4077.841821465349
2001-10-16,4071.6031326935986
2001-10-17,4045.7338012042783
2001-10-18,4009.7497555264167
2001-10-19,3945.614162860945
2001-10-22,3967.9367032023547
2001-10-23,4003.455365347226
2001-10-24,4023.986993497139
2001-10-25,3978.734457032684
2001-10-26,4019.8917400975924
2001-10-29,4033.1509671150316
2001-10-30,4008.3754403155745
2001-10-31,4004.012051960588
2001-11-01,4039.6143496278833
2001-11-02,4056.4423087317455
2001-11-05,4080.176631246456
2001-11-06,4083.9921543263004
2001-11-07,4149.93634458788
2001-11-08,4164.951244256268
2001-11-09,4079.9595016937133
2001-11-12,4030.020183411528
2001-11-13,4052.7355061106023
2001-11-14,4098.8943356194795
2001-11-15,4076.0463173794406
2001-11-16,4053.6889178466818
2001-11-19,4088.908521084318
2001-11-20,4076.2626981791104
2001-11-21,4030.7184695037636
2001-11-22,4029.500887683839
2001-11-23,3984.2769002328387
2001-11-26,3955.789830803706
2001-11-27,3931.6379755970734
2001-11-28,3959.4601746057665
2001-11-29,3990.8266496294023
2001-11-30,4133.446181160976
2001-12-03,4058.012675463326
2001-12-04,4054.8704417422364
2001-12-05,4077.0027449435966
2001-12-06,4126.1530700372505
2001-12-07,4115.834652674524
2001-12-10,4088.0155914318243
2001-12-11,4059.765562119859
2001-12-12,4071.888329211449
2001-12-13,4063.938497914563
2001-12-14,4093.8797163676963
2001-12-17,4145.797080335395
2001-12-18,4154.0771480092835
2001-12-19,4185.657276430826
2001-12-20,4146.763965903864
2001-12-21,4168.563773656946
2001-12-24,4162.666439194907
2001-12-25,4162.666439194907
2001-12-26,4166.221842713181
2001-12-27,4293.716812703664
2001-12-28,4309.709482895918
2001-12-31,4351.741124484605
2002-01-01,4351.741124484605
2002-01-02,4336.622284440632
2002-01-03,4319.739776400974
2002-01-04,4229.522979898923
2002-01-07,4179.017593484552
2002-01-08,4168.122147241742
2002-01-09,4164.4732353135805
2002-01-10,4151.368751475343
2002-01-11,4132.51031566772
2002-01-14,4088.8716607816905
2002-01-15,4129.896490563728
2002-01-16,4068.713974694301
2002-01-17,4145.477267530247
2002-01-18,4180.862115610646
2002-01-21,4170.777836008142
2002-01-22,4176.289981779723
2002-01-23,4231.661980411043
2002-01-24,4264.561199735381
2002-01-25,4174.673022417191
2002-01-28,4192.170814653894
2002-01-29,4167.782899103813
2002-01-30,4085.7922223807727
2002-01-31,4118.9723719825415
2002-02-01,4125.445601874013
2002-02-04,4178.122265520126
2002-02-05,4111.7259274686085
2002-02-06,4098.551321983242
2002-02-07,4120.508859372748
2002-02-08,4139.146248948655
2002-02-11,4214.203103662902
2002-02-12,4203.535587319741
2002-02-13,4204.111283302935
2002-02-14,4228.7404043936795
2002-02-15,4215.05390204222
2002-02-18,4169.294871313714
2002-02-19,4057.9844812530987
2002-02-20,4025.372988540114
2002-02-21,4021.6560225943535
2002-02-22,4021.738534102037
2002-02-25,4031.7535736463183
2002-02-26,4032.303690429779
2002-02-27,4037.2709180670067
2002-02-28,4074.639697764361
2002-03-01,4094.752681535062
2002-03-04,4157.488400276428
2002-03-05,4152.124275847208
2002-03-06,4149.047965612448
2002-03-07,4158.529030135073
2002-03-08,4116.271867726571
2002-03-11,4138.90503355522
2002-03-12,4109.12042546153
2002-03-13,4107.709580275445
2002-03-14,4113.085264353504
2002-03-15,4101.800126530137
2002-03-18,4137.238762467144
2002-03-19,4182.350333991453
2002-03-20,4166.915476674355
2002-03-21,4165.958369307087
2002-03-22,4173.291825758029
2002-03-25,4174.639745723533
2002-03-26,4190.997697620825
2002-03-27,4161.738283329698
2002-03-28,4171.024641150215
2002-03-29,4171.024641150215
2002-04-01,4205.20944878917
2002-04-02,4190.854365129776
2002-04-03,4221.392177761145
2002-04-04,4264.109230804959
2002-04-05,4211.739905057707
2002-04-08,4162.842846417592
2002-04-09,4157.98616925873
2002-04-10,4208.378740019179
2002-04-11,4219.586551453312
2002-04-12,4244.083596594633
2002-04-15,4269.731427453176
2002-04-16,4335.282524331351
2002-04-17,4365.680041907289
2002-04-18,4366.26382077199
2002-04-19,4393.732007328282
2002-04-22,4408.232108935464
2002-04-23,4442.559663801889
2002-04-24,4445.034394970734
2002-04-25,4406.876862533298
2002-04-26,4348.321348887624
2002-04-29,4300.2137590570155
2002-04-30,4359.9498070973505
2002-05-01,4384.6260295101765
2002-05-02,4324.167871496342
2002-05-03,4391.129577537926
2002-05-06,4427.381013159962
2002-05-07,4355.570979104419
2002-05-08,4432.971209774941
2002-05-09,4450.278340942624
2002-05-10,4459.6388730219005
2002-05-13,4483.267807020476
2002-05-14,4474.05169906785
2002-05-15,4471.31578584247
2002-05-16,4464.5266882186
2002-05-17,4481.1456937641615
2002-05-20,4458.45479483613
2002-05-21,4455.347286315418
2002-05-22,4456.508669023747
2002-05-23,4457.544490304853
2002-05-24,4390.199205463423
2002-05-27,4371.003816046092
2002-05-28,4408.75952637712
2002-05-29,4492.030317277224
2002-05-30,4477.425620813019
2002-05-31,4471.908402930239
2002-06-03,4450.672707448533
2002-06-04,4373.074863831556
2002-06-05,4323.251237041988
2002-06-06,4395.042605552211
2002-06-07,4391.492907357136
2002-06-10,4398.251842920638
2002-06-11,4393.887407377247
2002-06-12,4279.09276407887
2002-06-13,4160.7348657900275
2002-06-14,4103.1031786546355
2002-06-17,4254.696680596569
2002-06-18,4244.0353896574225
2002-06-19,4205.057410013198
2002-06-20,4144.754646861324
2002-06-21,4190.245845594536
2002-06-24,4109.342709968696
2002-06-25,4177.3570868567695
2002-06-26,4224.555065486075
2002-06-27,4227.138900164652
2002-06-28,4387.744652112837
2002-07-01,4377.800332058246
2002-07-02,4247.44129677339
2002-07-03,4107.889025368684
2002-07-04,4199.851267575976
2002-07-05,4343.5860569929155
2002-07-08,4405.176596228045
2002-07-09,4386.346743574164
2002-07-10,4187.8929499501555
2002-07-11,4001.141871084579
2002-07-12,4018.818793981567
2002-07-15,3944.2268735132225
