Date,PHILIPPINES
1999-09-17,173.3575965426664
1999-09-20,176.02739237621813
1999-09-21,176.0324445817693
1999-09-22,173.4312542396717
1999-09-23,170.2546279238648
1999-09-24,169.31932027717255
1999-09-27,168.33964607488346
1999-09-28,168.65756608297337
1999-09-29,170.16011708074623
1999-09-30,171.2244783931377
1999-10-01,171.7057283335891
1999-10-04,174.26584788101377
1999-10-05,174.69291635920703
1999-10-06,173.41169856773035
1999-10-07,172.5516956158698
1999-10-08,171.73846704922587
1999-10-11,176.18212014308313
1999-10-12,176.47483208154654
1999-10-13,173.47128352446512
1999-10-14,175.09399122218667
1999-10-15,172.06853212167363
1999-10-18,168.85487571647218
1999-10-19,168.16285418601134
1999-10-20,170.3696317978163
1999-10-21,169.36990058662693
1999-10-22,165.90930925007368
1999-10-25,166.411449407329
1999-10-26,166.8771579020527
1999-10-27,170.44139006324468
1999-10-28,171.35044636515994
1999-10-29,174.21435492646157
1999-11-01,174.21435492646157
1999-11-02,174.4315803471821
1999-11-03,175.7138873108548
1999-11-04,174.5857308704359
1999-11-05,173.05015165258516
1999-11-08,170.85408923564245
1999-11-09,168.97835995222235
1999-11-10,168.13339710913056
1999-11-11,168.99546719331133
1999-11-12,167.78182397503508
1999-11-15,167.65898935900637
1999-11-16,165.6169538963487
1999-11-17,164.61087124016518
1999-11-18,165.71631217358453
1999-11-19,164.22198204277595
1999-11-22,164.56741026858225
1999-11-23,164.37587836700834
1999-11-24,164.3310351882463
1999-11-25,164.86690437815943
1999-11-26,163.95574210796235
1999-11-29,166.28798635483057
1999-11-30,166.08519555493191
1999-12-01,166.74055946817538
1999-12-02,163.82717918759624
1999-12-03,162.84394796427793
1999-12-06,163.9689622223484
1999-12-07,164.63172791682044
1999-12-08,163.1764191010745
1999-12-09,161.09058373480528
1999-12-10,165.46557837907898
1999-12-13,174.20071644285275
1999-12-14,172.5211175919153
1999-12-15,170.5638469112832
1999-12-16,168.4286722210602
1999-12-17,170.1792649750907
1999-12-20,173.32448535485238
1999-12-21,173.9159429279965
1999-12-22,175.47009632712246
1999-12-23,178.06386370473973
1999-12-24,178.84311257024635
1999-12-27,180.11246774072234
1999-12-28,179.67378024892392
1999-12-29,181.92317326751132
1999-12-30,181.92317326751132
1999-12-31,182.28089484043795
2000-01-03,184.19055263213684
2000-01-04,184.8813155243873
2000-01-05,175.9516781385185
2000-01-06,173.72763794177814
2000-01-07,176.35161440171464
2000-01-10,180.3366165542352
2000-01-11,177.29335999167915
2000-01-12,175.27822549351995
2000-01-13,173.31047439906627
2000-01-14,174.38514489399407
2000-01-17,173.5680433228151
2000-01-18,173.01882691900516
2000-01-19,170.2184328076448
2000-01-20,169.7116376308093
2000-01-21,169.64482918521514
2000-01-24,171.12043685198597
2000-01-25,169.14084785032534
2000-01-26,166.2756718244584
2000-01-27,164.5096311840623
2000-01-28,163.793789086967
2000-01-31,166.33017280076433
2000-02-01,163.5270142750458
2000-02-02,163.23713912705085
2000-02-03,164.80337404077932
2000-02-04,166.18372768534803
2000-02-07,166.1595787783109
2000-02-08,165.23810026449357
2000-02-09,165.36395349390196
2000-02-10,163.90594557882412
2000-02-11,160.89016016329379
2000-02-14,159.78550301019055
2000-02-15,157.92900635412207
2000-02-16,154.49141649846754
2000-02-17,153.71387641527173
2000-02-18,153.8151288282715
2000-02-21,149.35302865264975
2000-02-22,148.68583742382523
2000-02-23,149.0591304520863
2000-02-24,146.72960295725974
2000-02-25,146.72960295725974
2000-02-28,141.13402228393664
2000-02-29,139.80234951724535
2000-03-01,139.58380014328813
2000-03-02,140.7563602099945
2000-03-03,142.17827186402732
2000-03-06,147.06147390192234
2000-03-07,142.18128341632305
2000-03-08,137.5539538767629
2000-03-09,136.5850089915039
2000-03-10,137.46800283263727
2000-03-13,135.89978551959572
2000-03-14,139.10611605022086
2000-03-15,139.1688784947237
2000-03-16,138.848856048894
2000-03-17,139.50449887495262
2000-03-20,140.1735736479152
2000-03-21,140.15551139522483
2000-03-22,139.16768870208168
2000-03-23,140.7538146892381
2000-03-24,140.49758737143583
2000-03-27,141.25515517873848
2000-03-28,141.36873800954928
2000-03-29,141.016345789718
2000-03-30,141.3560051099543
2000-03-31,138.24594539761702
2000-04-03,140.19033136534966
2000-04-04,139.79834058684466
2000-04-05,140.48366291392784
2000-04-06,143.03160385684595
2000-04-07,144.01867807509262
2000-04-10,146.86614137192367
2000-04-11,144.30487616363152
2000-04-12,141.97193110418334
2000-04-13,140.7440015478478
2000-04-14,139.25043048356162
2000-04-17,134.54531251289774
2000-04-18,134.78072552054834
2000-04-19,136.26821699157168
2000-04-20,136.2186534782031
2000-04-21,136.2186534782031
2000-04-24,135.45142610808557
2000-04-25,132.53862130584665
2000-04-26,131.8953389072057
2000-04-27,130.22154073671592
2000-04-28,128.05890196055108
2000-05-01,127.9504313545049
2000-05-02,129.96247309790317
2000-05-03,128.9948786449456
2000-05-04,125.30818610517314
2000-05-05,125.6560098037023
2000-05-08,123.70486990919159
2000-05-09,123.19593698919657
2000-05-10,123.34459751969558
2000-05-11,121.18628365743726
2000-05-12,123.45189775108055
2000-05-15,121.53989391424625
2000-05-16,118.64773572141567
2000-05-17,121.29362095951285
2000-05-18,120.57236124577304
2000-05-19,116.60174958229975
2000-05-22,110.73974185543892
2000-05-23,109.4285356405158
2000-05-24,109.75270294261188
2000-05-25,109.89589113306594
2000-05-26,110.87708523367074
2000-05-29,115.205985122056
2000-05-30,114.50003383827426
2000-05-31,115.61181032924887
2000-06-01,113.47310686233236
2000-06-02,117.1572680035163
2000-06-05,121.3966739489145
2000-06-06,121.49938271047465
2000-06-07,118.19054642445232
2000-06-08,119.16564504435543
2000-06-09,118.36701703400568
2000-06-12,118.38094325678462
2000-06-13,118.4688819960363
2000-06-14,118.76839905413625
2000-06-15,121.1348807317052
2000-06-16,121.33927616292672
2000-06-19,120.10016714546059
2000-06-20,120.50002044092054
2000-06-21,119.92266208711163
2000-06-22,118.97675222289999
2000-06-23,118.67943116190193
2000-06-26,117.79772243804366
2000-06-27,116.43802246396724
2000-06-28,117.085601532179
2000-06-29,117.03222679875974
2000-06-30,116.58826467726637
2000-07-03,116.99981382648447
2000-07-04,116.5961645155194
2000-07-05,114.94734983849438
2000-07-06,115.42268118906783
2000-07-07,115.94549592820339
2000-07-10,114.4291087911839
2000-07-11,112.42028519230823
2000-07-12,112.9320291106553
2000-07-13,112.6234902313833
2000-07-14,112.72459933647482
2000-07-17,113.01962187704707
2000-07-18,111.49053769608183
2000-07-19,110.22963302518791
2000-07-20,107.57264670683882
2000-07-21,106.60964050173423
2000-07-24,106.25188832350935
2000-07-25,106.00522472888515
2000-07-26,105.17114561935493
2000-07-27,103.28329218448584
2000-07-28,101.21895563370104
2000-07-31,99.78618419058652
2000-08-01,99.74329668587811
2000-08-02,100.14946908509786
2000-08-03,102.29804954408098
2000-08-04,103.4247457993352
2000-08-07,102.94559455673759
2000-08-08,102.15206429048243
2000-08-09,102.82954356507406
2000-08-10,102.52501668214916
2000-08-11,103.81780784918685
2000-08-14,103.09637396452287
2000-08-15,102.78104141918627
2000-08-16,102.34682978241146
2000-08-17,103.80294235493236
2000-08-18,104.17093645240814
2000-08-21,103.46125585599214
2000-08-22,103.76972870230674
2000-08-23,103.73270736359534
2000-08-24,103.82430524617138
2000-08-25,104.53350061354122
2000-08-28,105.86939099326361
2000-08-29,106.74360297043708
2000-08-30,107.65059278602624
2000-08-31,108.00305772596569
2000-09-01,107.7796190171271
2000-09-04,106.88575367592122
2000-09-05,107.37402320548716
2000-09-06,106.88935437155527
2000-09-07,106.01257172201356
2000-09-08,106.21611707922456
2000-09-11,104.66171423530479
2000-09-12,103.82785054422366
2000-09-13,103.24159278431644
2000-09-14,101.2431428709451
2000-09-15,101.12066618499301
2000-09-18,99.55856150072434
2000-09-19,98.36202083426285
2000-09-20,99.34641240153232
2000-09-21,98.17647274712073
2000-09-22,97.90924714114371
2000-09-25,98.2070282574221
2000-09-26,98.70782579687979
2000-09-27,99.68025620263101
2000-09-28,99.84398419202518
2000-09-29,99.68587037664471
2000-10-02,98.28384807465108
2000-10-03,96.57918058450127
2000-10-04,94.68967960048994
2000-10-05,96.1000621003984
2000-10-06,96.34539589878659
2000-10-09,94.47058055189268
2000-10-10,91.81387474584793
2000-10-11,90.87768649659837
2000-10-12,90.51081241620439
2000-10-13,89.182861741558
2000-10-16,87.96947676816029
2000-10-17,86.79656475934807
2000-10-18,85.59102915629816
2000-10-19,85.14447920113146
2000-10-20,84.6925341147395
2000-10-23,85.95726167349304
2000-10-24,85.69501778707748
2000-10-25,85.47264816590798
2000-10-26,83.66477193509606
2000-10-27,82.5414621022161
2000-10-30,81.21681845738163
2000-10-31,82.5737020336635
2000-11-01,82.5737020336635
2000-11-02,82.81656586317432
2000-11-03,82.81656586317432
2000-11-06,103.16624439642713
2000-11-07,99.91060464545686
2000-11-08,94.50602877760736
2000-11-09,95.2099233143907
2000-11-10,93.96150261498111
2000-11-13,92.17571838865626
2000-11-14,94.11397857295985
2000-11-15,94.0527133568844
2000-11-16,93.79193694357356
2000-11-17,94.53077709710436
2000-11-20,94.17537414995915
2000-11-21,94.50372896424251
2000-11-22,95.45947822798881
2000-11-23,94.33364824912188
2000-11-24,94.64002973552653
2000-11-27,93.4768218194604
2000-11-28,92.20048623316023
2000-11-29,91.4054733522502
2000-11-30,91.4054733522502
2000-12-01,90.89400670089137
2000-12-04,90.97649946971652
2000-12-05,90.51092783999755
2000-12-06,90.09696934839589
2000-12-07,89.99552545355144
2000-12-08,91.06943989360519
2000-12-11,90.54467883699809
2000-12-12,91.09851697348566
2000-12-13,91.01598091673529
2000-12-14,90.70093097290527
2000-12-15,91.57688345331397
2000-12-18,91.65002806214623
2000-12-19,92.17857313786074
2000-12-20,94.58707770615366
2000-12-21,93.54244710224809
2000-12-22,93.7182696435731
2000-12-25,93.7182696435731
2000-12-26,98.10484167705239
2000-12-27,96.80771938548098
2000-12-28,98.05036991977467
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,95.13195603842645
2001-01-03,95.73894098352439
2001-01-04,97.43173161417229
2001-01-05,97.03629571398557
2001-01-08,99.3948976536958
2001-01-09,101.47817568904541
2001-01-10,101.20376990261903
2001-01-11,99.73051323841479
2001-01-12,100.74215234833358
2001-01-15,101.6058041750298
2001-01-16,99.26017164704066
2001-01-17,91.48958555645942
2001-01-18,89.4815243461824
2001-01-19,100.69934181705752
2001-01-22,117.90953264350466
2001-01-23,116.03867977467596
2001-01-24,117.07259464406295
2001-01-25,118.46274883693461
2001-01-26,117.27959448281536
2001-01-29,115.99746078478742
2001-01-30,115.57567572997517
2001-01-31,118.71967781427098
2001-02-01,117.13512668358919
2001-02-02,117.87648343398196
2001-02-05,115.86793087738234
2001-02-06,116.77777847976859
2001-02-07,116.32717786723602
2001-02-08,119.48279913251442
2001-02-09,119.91272308080914
2001-02-12,121.484525711799
2001-02-13,120.09976541897899
2001-02-14,119.12665549393981
2001-02-15,120.13219310232523
2001-02-16,119.72382541780854
2001-02-19,117.6093752071843
2001-02-20,116.8384587879838
2001-02-21,115.8526188745155
2001-02-22,114.83188902353942
2001-02-23,115.55567812208965
2001-02-26,114.36228183097103
2001-02-27,113.98341165135434
2001-02-28,112.64062870699055
2001-03-01,108.30260176948953
2001-03-02,112.6031907562409
2001-03-05,115.03461058366436
2001-03-06,115.63589917050514
2001-03-07,114.00034220865676
2001-03-08,113.00429100379594
2001-03-09,112.5058768360704
2001-03-12,111.34003720087385
2001-03-13,108.48557406628598
2001-03-14,107.96966279197643
2001-03-15,105.20763306390141
2001-03-16,105.35634226770983
2001-03-19,106.63120836079293
2001-03-20,104.79760050509887
2001-03-21,103.8013557668971
2001-03-22,102.11124022805808
2001-03-23,99.19177084720982
2001-03-26,100.36624782397281
2001-03-27,99.81638281130144
2001-03-28,99.71853173277458
2001-03-29,98.16101228376127
2001-03-30,98.70675525405747
2001-04-02,97.73181396809105
2001-04-03,99.60511453734414
2001-04-04,99.57349879400482
2001-04-05,100.4768867764373
2001-04-06,100.56935119114222
2001-04-09,100.71982902334844
2001-04-10,101.01151183668648
2001-04-11,100.29005231909848
2001-04-12,100.34034823299969
2001-04-13,100.34034823299969
2001-04-16,100.43586982362672
2001-04-17,99.5119829525958
2001-04-18,98.68963955976474
2001-04-19,99.19808698461468
2001-04-20,98.00540646727796
2001-04-23,98.17188178904905
2001-04-24,99.07947301368112
2001-04-25,100.36096266737405
2001-04-26,97.89167881978499
2001-04-27,97.2735373120119
2001-04-30,94.99511288773945
2001-05-01,94.81065635786037
2001-05-02,98.0482563721731
2001-05-03,99.26012468494685
2001-05-04,99.21068242988953
2001-05-07,98.35967309812493
2001-05-08,97.80725443285193
2001-05-09,98.14362539993506
2001-05-10,98.1805094909442
2001-05-11,101.88620989802189
2001-05-14,101.58297713046827
2001-05-15,100.21384008864898
2001-05-16,100.55211703100338
2001-05-17,99.82883452687173
2001-05-18,99.70575325864165
2001-05-21,99.15985034676807
2001-05-22,99.99904513067948
2001-05-23,100.69688158987246
2001-05-24,99.1894906317832
2001-05-25,97.2953973335004
2001-05-28,95.79154347576117
2001-05-29,95.33845110313615
2001-05-30,96.34729653435568
2001-05-31,96.84452235900976
2001-06-01,97.19739448047072
2001-06-04,97.58511825846249
2001-06-05,96.40628321177425
2001-06-06,96.01162589379648
2001-06-07,98.20894394451322
2001-06-08,98.36044821331124
2001-06-11,99.33923967857044
2001-06-12,99.24232334717671
2001-06-13,99.95632315408584
2001-06-14,101.93446335214662
2001-06-15,101.84827436316085
2001-06-18,99.96613241707442
2001-06-19,98.19228278497164
2001-06-20,98.18687271658733
2001-06-21,97.76629833080972
2001-06-22,97.5583694883054
2001-06-25,96.16242214702434
2001-06-26,96.22817926810721
2001-06-27,95.43120261297236
2001-06-28,96.05639893017546
2001-06-29,95.98407156778528
2001-07-02,94.73590578005502
2001-07-03,93.72466847702088
2001-07-04,93.11610264569283
2001-07-05,94.16363496195858
2001-07-06,94.06539730662529
2001-07-09,94.58835225755134
2001-07-10,93.67346862891746
2001-07-11,92.88753783819003
2001-07-12,93.50417973587616
2001-07-13,93.37525922331362
2001-07-16,92.79486787434539
2001-07-17,91.20424555099456
2001-07-18,91.92410653786058
2001-07-19,91.99078282173036
2001-07-20,92.43412366708432
2001-07-23,91.88086640263995
2001-07-24,90.81312090170746
2001-07-25,91.43498167944504
2001-07-26,91.27160208328158
2001-07-27,91.4250653305209
2001-07-30,91.05734905959272
2001-07-31,91.76250954811417
2001-08-01,88.6136646815533
2001-08-02,89.53199882917963
2001-08-03,88.94227207900298
2001-08-06,89.25809312135051
2001-08-07,89.42713016756083
2001-08-08,88.20834022247007
2001-08-09,86.26663584290137
2001-08-10,89.21648045536033
2001-08-13,90.74384807051034
2001-08-14,90.77519778634118
2001-08-15,92.71978338291031
2001-08-16,92.29951986772878
2001-08-17,91.15627851104794
2001-08-20,91.45034082430469
2001-08-21,91.60122017656757
2001-08-22,90.5431468014467
2001-08-23,88.888968616728
2001-08-24,88.66490627618974
2001-08-27,89.444705257217
2001-08-28,88.44517050497383
2001-08-29,88.03623096154291
2001-08-30,86.70656582122325
2001-08-31,87.40152511752977
2001-09-03,87.66453549908378
2001-09-04,87.46693372240428
2001-09-05,87.76793165918889
2001-09-06,89.53804698685194
2001-09-07,90.63668318461522
2001-09-10,90.97950499580105
2001-09-11,91.15068840514688
2001-09-12,86.99394585741796
2001-09-13,87.18831398274807
2001-09-14,86.43530018089538
2001-09-17,82.90370736907816
2001-09-18,84.89735395765011
2001-09-19,83.49370811565099
2001-09-20,83.51162844238421
2001-09-21,82.45274819646926
2001-09-24,81.48721631170883
2001-09-25,82.81443243849539
2001-09-26,80.85524290853071
2001-09-27,81.27271115604253
2001-09-28,80.24632902560933
2001-10-01,79.04789658769164
2001-10-02,76.52088234904778
2001-10-03,75.34531247287588
2001-10-04,75.31353232825109
2001-10-05,74.58125839222106
2001-10-08,72.0018510906892
2001-10-09,70.71647391963845
2001-10-10,66.91962887446792
2001-10-11,66.84449415976405
2001-10-12,68.56215924473665
2001-10-15,70.92930451285277
2001-10-16,70.79741923950921
2001-10-17,71.47330009438485
2001-10-18,70.4888980938907
2001-10-19,69.94781020553155
2001-10-22,69.15262033290404
2001-10-23,68.69817410532211
2001-10-24,68.58637455787249
2001-10-25,69.22048466331401
2001-10-26,70.3025083756513
2001-10-29,69.88643443889195
2001-10-30,70.47349160784513
2001-10-31,70.18022430410923
2001-11-01,70.14646758246225
2001-11-02,70.18022430410923
2001-11-05,69.89107711722191
2001-11-06,68.73263588020163
2001-11-07,68.62021267967259
2001-11-08,69.13674955408122
2001-11-09,69.1223009852966
2001-11-12,68.76919227385635
2001-11-13,68.41765395269438
2001-11-14,69.47095965764915
2001-11-15,70.5423637359534
2001-11-16,71.06192356904509
2001-11-19,72.14333661044148
2001-11-20,70.48982965461984
2001-11-21,70.80671091496396
2001-11-22,74.16252765796666
2001-11-23,75.12453565923097
2001-11-26,75.85476259452922
2001-11-27,76.18838869354538
2001-11-28,76.98802977646176
2001-11-29,77.66808503918743
2001-11-30,77.66808503918743
2001-12-03,75.64879226999123
2001-12-04,75.21073694080243
2001-12-05,76.46573384297393
2001-12-06,77.89884470553258
2001-12-07,77.75686925869711
2001-12-10,76.9064246217032
2001-12-11,76.5236475594898
2001-12-12,76.05756114976748
2001-12-13,76.12827414334883
2001-12-14,77.34700856266798
2001-12-17,77.34700856266798
2001-12-18,77.91989191546003
2001-12-19,78.45576312301087
2001-12-20,80.033882462081
2001-12-21,80.05632702686842
2001-12-24,80.05632702686842
2001-12-25,80.05632702686842
2001-12-26,80.07738251250416
2001-12-27,80.54494268786353
2001-12-28,80.60721347551083
2001-12-31,80.57597036951258
2002-01-01,80.57597036951258
2002-01-02,80.76621402239181
2002-01-03,81.01894470349153
2002-01-04,82.54630285575958
2002-01-07,83.13319610045342
2002-01-08,82.19839390348741
2002-01-09,82.53035991111523
2002-01-10,82.93939304430089
2002-01-11,82.80132048478262
2002-01-14,83.04057788677662
2002-01-15,82.45214557415045
2002-01-16,83.31126812028886
2002-01-17,84.0935624605777
2002-01-18,87.58505598186238
2002-01-21,89.90545723466039
2002-01-22,88.99160661931958
2002-01-23,91.81148000982255
2002-01-24,92.28280982764424
2002-01-25,92.47492700459848
2002-01-28,91.85478248713865
2002-01-29,91.31725508384301
2002-01-30,90.69119791933782
2002-01-31,94.16203699277379
2002-02-01,96.14807800335464
2002-02-04,96.41121095066691
2002-02-05,95.46263335537809
2002-02-06,95.05436299362181
2002-02-07,92.32661478469963
2002-02-08,92.92642549407456
2002-02-11,94.2517847270673
2002-02-12,95.50234304304489
2002-02-13,95.92784414736097
2002-02-14,97.07937369820506
2002-02-15,97.73750865795516
2002-02-18,99.14106052626094
2002-02-19,101.31521540613222
2002-02-20,100.9586128797463
2002-02-21,99.91267371193855
2002-02-22,95.67668982541971
2002-02-25,95.67668982541971
2002-02-26,94.99880009294598
2002-02-27,96.14189848799612
2002-02-28,96.55085113290407
2002-03-01,97.4219050989468
2002-03-04,97.93743639573206
2002-03-05,97.72138684817625
2002-03-06,96.872458073628
2002-03-07,98.67942021580467
2002-03-08,98.79386082754692
2002-03-11,96.736172200154
2002-03-12,95.21945324441072
2002-03-13,94.5179858837661
2002-03-14,93.89526780925927
2002-03-15,94.91851058967558
2002-03-18,95.69458867541509
2002-03-19,95.96294830382736
2002-03-20,97.56673406167438
2002-03-21,97.89913989559284
2002-03-22,98.40736463559031
2002-03-25,97.80316820731277
2002-03-26,97.18064828472625
2002-03-27,97.10941815197339
2002-03-28,97.12845175019996
2002-03-29,97.12845175019996
2002-04-01,96.86841485405266
2002-04-02,99.00077278007055
2002-04-03,97.89390863170021
2002-04-04,98.40585863290411
2002-04-05,98.92004023082728
2002-04-08,98.91034693928088
2002-04-09,97.9871743360176
2002-04-10,97.36145543436574
2002-04-11,97.72906728688919
2002-04-12,96.810843269578
2002-04-15,95.40533543374261
2002-04-16,94.45970216456188
2002-04-17,95.36621077100487
2002-04-18,94.41727706577657
2002-04-19,93.2511331932265
2002-04-22,91.50458740874659
2002-04-23,91.22635680906815
2002-04-24,90.52633396860595
2002-04-25,89.2705172200593
2002-04-26,88.21321212758016
2002-04-29,87.02594027614415
2002-04-30,88.99232463016793
2002-05-01,89.04509209214844
2002-05-02,90.80858187448219
2002-05-03,92.79883518171216
2002-05-06,91.94632009002015
2002-05-07,90.84075833779757
2002-05-08,90.43091131044913
2002-05-09,91.224178559057
2002-05-10,91.1456941876492
2002-05-13,90.7970658720462
2002-05-14,90.36794264907161
2002-05-15,90.61132673629498
2002-05-16,90.92333887729612
2002-05-17,90.5018101961788
2002-05-20,90.4696454997409
2002-05-21,88.63569362468999
2002-05-22,87.55046996050825
2002-05-23,88.19316778138514
2002-05-24,88.25041927757741
2002-05-27,87.74977470337923
2002-05-28,87.34521356741038
2002-05-29,86.74054440285002
2002-05-30,87.3119547050646
2002-05-31,84.81844292985846
2002-06-03,85.46916460894704
2002-06-04,85.60682668153953
2002-06-05,83.27171485504917
2002-06-06,82.87519304011347
2002-06-07,81.17831767026235
2002-06-10,81.92594468310719
2002-06-11,81.43620560482357
2002-06-12,81.43620560482357
2002-06-13,80.2923610445736
2002-06-14,80.87692517793633
2002-06-17,79.8395640845687
2002-06-18,79.92817153317631
2002-06-19,77.54507889092162
2002-06-20,77.28142518804952
2002-06-21,77.18281170287919
2002-06-24,77.34177306916155
2002-06-25,76.0919262863626
2002-06-26,73.36994328894792
2002-06-27,73.17692831565549
2002-06-28,73.66022390570699
2002-07-01,76.36466649452271
2002-07-02,75.73086025774175
2002-07-03,72.32053129930627
2002-07-04,71.75332511093187
2002-07-05,70.44128385413799
2002-07-08,71.1148114291439
2002-07-09,72.53909022523428
2002-07-10,74.09468660113042
2002-07-11,73.03687695420255
2002-07-12,74.34118690327433
2002-07-15,74.42964443850876
2002-07-16,75.0249931477681
2002-07-17,74.20938909866668
2002-07-18,74.54741371497697
2002-07-19,75.12582257291744
2002-07-22,74.5089786334939
2002-07-23,74.61783597710158
2002-07-24,73.63770660934155
2002-07-25,73.3288110618416
2002-07-26,71.2569799199967
2002-07-29,70.50540796585392
