Date,JORDAN
1999-09-17,121.08331030862671
1999-09-20,122.79388608589956
1999-09-21,124.2797735520464
1999-09-22,124.12241362650886
1999-09-23,122.48455097317773
1999-09-24,122.40708341075886
1999-09-27,121.64377666610005
1999-09-28,120.39729439524505
1999-09-29,120.5334404043645
1999-09-30,120.59279117093291
1999-10-01,120.59279117093291
1999-10-04,120.00327416858197
1999-10-05,120.06301423801503
1999-10-06,119.72512777678803
1999-10-07,119.86844190214545
1999-10-08,119.8768755616641
1999-10-11,119.19888793846897
1999-10-12,120.55728922144111
1999-10-13,121.59678472063163
1999-10-14,121.62078431532566
1999-10-15,121.62078431532566
1999-10-18,121.54819848724128
1999-10-19,121.44902759908875
1999-10-20,121.36633596299093
1999-10-21,121.23239723931994
1999-10-22,121.23239723931994
1999-10-25,120.70985145262766
1999-10-26,120.59119441124679
1999-10-27,120.48789938449319
1999-10-28,120.03042279089229
1999-10-29,120.13172804744879
1999-11-01,123.6355984274987
1999-11-02,124.04015578503164
1999-11-03,127.34478590248254
1999-11-04,127.47359447951493
1999-11-05,127.49152589304887
1999-11-08,123.66108973189952
1999-11-09,123.47712250041583
1999-11-10,122.19066191506664
1999-11-11,122.7769174245293
1999-11-12,122.9495998164666
1999-11-15,124.79060811986434
1999-11-16,124.64742376212848
1999-11-17,123.43494555164794
1999-11-18,123.65744882320347
1999-11-19,123.65744882320347
1999-11-22,123.00496362734815
1999-11-23,121.9288946688765
1999-11-24,120.92462304570303
1999-11-25,121.39655080881614
1999-11-26,121.39655080881614
1999-11-29,121.8014702798073
1999-11-30,122.68301015828324
1999-12-01,123.15019336997608
1999-12-02,122.95909880636403
1999-12-03,122.87250796220916
1999-12-06,122.07753297436379
1999-12-07,121.1599263482718
1999-12-08,120.52004591405635
1999-12-09,120.43203874900342
1999-12-10,120.43203874900342
1999-12-13,120.58525105417982
1999-12-14,121.19229780837897
1999-12-15,121.41695275068798
1999-12-16,121.50028828136513
1999-12-17,121.50028828136513
1999-12-20,121.48737578507988
1999-12-21,121.94487215279455
1999-12-22,122.6260050959596
1999-12-23,122.74029947349219
1999-12-24,122.74029947349219
1999-12-27,126.65624755371437
1999-12-28,129.9346003457425
1999-12-29,130.57291120967824
1999-12-30,130.57291120967824
1999-12-31,130.57291120967824
2000-01-03,125.60651895065308
2000-01-04,126.21088507655566
2000-01-05,127.0356250491382
2000-01-06,127.97375596943093
2000-01-07,127.97375596943093
2000-01-10,127.97375596943093
2000-01-11,127.96868267336939
2000-01-12,127.31288531345928
2000-01-13,127.15643499715468
2000-01-14,127.15643499715468
2000-01-17,125.20940036754024
2000-01-18,124.28763129050176
2000-01-19,124.36626799739669
2000-01-20,124.62159382602954
2000-01-21,124.62159382602954
2000-01-24,126.03290198624858
2000-01-25,125.10981669476296
2000-01-26,125.69105452285903
2000-01-27,125.88262242931921
2000-01-28,125.88262242931921
2000-01-31,124.87202185386045
2000-02-01,123.77120929966452
2000-02-02,123.68940131927535
2000-02-03,124.93618390948308
2000-02-04,124.93618390948308
2000-02-07,123.97547589480492
2000-02-08,121.89082579224224
2000-02-09,121.04236677020462
2000-02-10,120.55595694052654
2000-02-11,120.64091518441411
2000-02-14,119.96726674330719
2000-02-15,120.81174622495064
2000-02-16,121.44420395121344
2000-02-17,120.86181057334453
2000-02-18,120.94692453837793
2000-02-21,121.08853438230567
2000-02-22,120.30882006675456
2000-02-23,119.8961009437672
2000-02-24,120.4697887680533
2000-02-25,120.4697887680533
2000-02-28,119.71110669425012
2000-02-29,117.97072267636624
2000-03-01,118.03921279113808
2000-03-02,116.76461420228064
2000-03-03,116.84684238258723
2000-03-06,114.97327600088369
2000-03-07,115.53279443677864
2000-03-08,115.79990934485875
2000-03-09,115.83066179940182
2000-03-10,115.83066179940182
2000-03-13,115.87283380464126
2000-03-14,115.8422667324147
2000-03-15,115.76074547667504
2000-03-16,115.76074547667504
2000-03-17,115.8422667324147
2000-03-20,115.68860703791448
2000-03-21,115.1611028921969
2000-03-22,114.58182517312729
2000-03-23,114.41376127263504
2000-03-24,114.41376127263504
2000-03-27,117.3325761847511
2000-03-28,118.59451068962743
2000-03-29,118.84488186688128
2000-03-30,119.88340225508698
2000-03-31,119.88340225508698
2000-04-03,119.15847953700049
2000-04-04,119.22177523926402
2000-04-05,119.22177523926402
2000-04-06,118.55582634370238
2000-04-07,118.47239441422067
2000-04-10,118.58582243839413
2000-04-11,117.62092972689153
2000-04-12,119.1670849841324
2000-04-13,119.6888311550995
2000-04-14,119.77311831500134
2000-04-17,117.09442046627247
2000-04-18,117.67635162423225
2000-04-19,116.43133634544182
2000-04-20,116.39942957700801
2000-04-21,116.39942957700801
2000-04-24,116.81950467031407
2000-04-25,117.92928602098223
2000-04-26,119.0718120681548
2000-04-27,119.19015766724395
2000-04-28,119.19015766724395
2000-05-01,117.24512393076559
2000-05-02,115.65996299825106
2000-05-03,113.5870463604407
2000-05-04,112.98538928812326
2000-05-05,112.98538928812326
2000-05-08,112.71917533810135
2000-05-09,113.3250850807593
2000-05-10,113.62320579921503
2000-05-11,113.55475028914226
2000-05-12,113.55475028914226
2000-05-15,113.97256989759755
2000-05-16,113.80613612560842
2000-05-17,114.43098328983784
2000-05-18,114.80426912234151
2000-05-19,114.80426912234151
2000-05-22,113.73138772514207
2000-05-23,113.53066419879477
2000-05-24,112.92733850226881
2000-05-25,112.84786817256983
2000-05-26,112.9273385022688
2000-05-29,112.83708186336372
2000-05-30,111.43223604754553
2000-05-31,111.90603108345611
2000-06-01,111.57667227407035
2000-06-02,111.57667227407035
2000-06-05,112.11264212893947
2000-06-06,111.47929848703971
2000-06-07,110.79234757368964
2000-06-08,111.76346426999744
2000-06-09,111.60627233712825
2000-06-12,110.70973931985633
2000-06-13,111.00359936322013
2000-06-14,111.15994246091483
2000-06-15,111.12344640943411
2000-06-16,111.12344640943411
2000-06-19,110.18640435409493
2000-06-20,109.86097184070827
2000-06-21,110.12043802560315
2000-06-22,110.93214595700591
2000-06-23,110.77612324820565
2000-06-26,109.86368937291186
2000-06-27,108.33086225419092
2000-06-28,108.0464171679003
2000-06-29,108.53217977459066
2000-06-30,108.6850419996253
2000-07-03,106.85489857088776
2000-07-04,106.55705299307145
2000-07-05,106.5120401065887
2000-07-06,105.72908740466742
2000-07-07,105.87800161227963
2000-07-10,104.28959425248125
2000-07-11,104.01218251421697
2000-07-12,103.41247354536193
2000-07-13,103.4713303614994
2000-07-14,103.4713303614994
2000-07-17,103.56053094787414
2000-07-18,103.0574589248533
2000-07-19,103.10727062594131
2000-07-20,102.52763472378145
2000-07-21,102.52763472378145
2000-07-24,100.84213201615361
2000-07-25,100.52369691132226
2000-07-26,101.11484917810861
2000-07-27,102.95388554831125
2000-07-28,102.95388554831125
2000-07-31,103.59740473417772
2000-08-01,104.0450170975519
2000-08-02,103.91036370138434
2000-08-03,103.76302544811574
2000-08-04,103.61708589052343
2000-08-07,103.57298803033166
2000-08-08,103.52896204908207
2000-08-09,103.5169401991116
2000-08-10,103.04408959568991
2000-08-11,103.04408959568991
2000-08-14,102.784191864091
2000-08-15,101.84298905673839
2000-08-16,101.12979505248362
2000-08-17,100.4848258753898
2000-08-18,100.34349700636677
2000-08-21,99.56053566773862
2000-08-22,98.76392637419265
2000-08-23,99.0192827778629
2000-08-24,98.6440582897143
2000-08-25,98.6440582897143
2000-08-28,99.25277357373584
2000-08-29,99.32777106709436
2000-08-30,99.35115797266336
2000-08-31,99.75491275731845
2000-09-01,99.75491275731845
2000-09-04,100.07377783027957
2000-09-05,99.94122669671381
2000-09-06,99.76417128479697
2000-09-07,99.64907745885209
2000-09-08,99.64907745885209
2000-09-11,99.70769551141933
2000-09-12,99.83382555541301
2000-09-13,99.83744640320545
2000-09-14,99.8528093658257
2000-09-15,99.8528093658257
2000-09-18,99.47982883936795
2000-09-19,99.20056040103047
2000-09-20,99.24750765656415
2000-09-21,99.25926313659765
2000-09-22,99.25926313659765
2000-09-25,100.09052031551963
2000-09-26,101.02335796757586
2000-09-27,100.45519573727587
2000-09-28,100.83344011204353
2000-09-29,100.83344011204353
2000-10-02,99.29535987637718
2000-10-03,99.27308334231606
2000-10-04,100.4006814997122
2000-10-05,102.10170585652074
2000-10-06,102.10170585652074
2000-10-09,101.55465447483797
2000-10-10,101.49005774459212
2000-10-11,100.91538200199126
2000-10-12,101.10178829751541
2000-10-13,101.10178829751541
2000-10-16,100.19932894342277
2000-10-17,99.95280227866104
2000-10-18,99.9933954717009
2000-10-19,100.11649515465919
2000-10-20,100.11649515465919
2000-10-23,100.52815026214003
2000-10-24,100.66973920617119
2000-10-25,100.4426219016228
2000-10-26,101.14716622672016
2000-10-27,101.14716622672016
2000-10-30,102.24578516132537
2000-10-31,102.69330059287962
2000-11-01,104.0468001463434
2000-11-02,103.26264206505462
2000-11-03,103.26264206505462
2000-11-06,101.85510374135198
2000-11-07,103.3522286533644
2000-11-08,102.96599493505896
2000-11-09,102.8810560658108
2000-11-10,102.8810560658108
2000-11-13,102.29055933138294
2000-11-14,102.07475646359521
2000-11-15,101.7979746920822
2000-11-16,101.99511565288965
2000-11-17,101.99511565288965
2000-11-20,102.23582487254443
2000-11-21,101.50589404131837
2000-11-22,101.51723806328211
2000-11-23,101.54500609384309
2000-11-24,101.54500609384309
2000-11-27,101.92121258233574
2000-11-28,101.53040238078061
2000-11-29,102.16087412438793
2000-11-30,102.28206325617104
2000-12-01,102.28206325617104
2000-12-04,102.22510323693307
2000-12-05,103.18457751683091
2000-12-06,102.73417060148755
2000-12-07,102.55807932177612
2000-12-08,102.55085234134333
2000-12-11,101.45662716765152
2000-12-12,101.11508417347831
2000-12-13,101.10548688833329
2000-12-14,100.99089713074723
2000-12-15,100.99089713074723
2000-12-18,98.83520842754835
2000-12-19,99.47705552500256
2000-12-20,99.44573446794844
2000-12-21,99.85935302390999
2000-12-22,100.0
2000-12-25,100.0
2000-12-26,100.0
2000-12-27,100.0
2000-12-28,100.0
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.23344785294724
2001-01-03,100.67048935388522
2001-01-04,102.37416197252738
2001-01-05,102.37416197252738
2001-01-08,103.14350441563609
2001-01-09,104.08949729340728
2001-01-10,103.95137593294864
2001-01-11,103.76216186880708
2001-01-12,103.76216186880708
2001-01-15,102.80837600484816
2001-01-16,101.55154755547889
2001-01-17,101.1967833741195
2001-01-18,101.24616485660862
2001-01-19,101.24616485660862
2001-01-22,103.23121365181854
2001-01-23,102.95299078371836
2001-01-24,103.3956435346378
2001-01-25,103.40407711619547
2001-01-26,103.40407711619547
2001-01-29,103.32090703666154
2001-01-30,103.1642064832252
2001-01-31,103.3996239816339
2001-02-01,103.3996239816339
2001-02-02,103.54525725484744
2001-02-05,103.86607666637917
2001-02-06,103.80350401540028
2001-02-07,103.5583901586065
2001-02-08,103.50470616831518
2001-02-09,103.65048744460856
2001-02-12,103.73553337164326
2001-02-13,103.82747059658475
2001-02-14,103.66533489915258
2001-02-15,103.96071899074646
2001-02-16,103.96071899074646
2001-02-19,105.84508168269753
2001-02-20,106.70074996788881
2001-02-21,106.1911675610051
2001-02-22,105.36463822821176
2001-02-23,105.36463822821176
2001-02-26,104.90744892853944
2001-02-27,104.67446614021082
2001-02-28,104.6172924560317
2001-03-01,104.50433843624289
2001-03-02,104.50433843624289
2001-03-05,104.65152764530805
2001-03-06,104.65152764530805
2001-03-07,104.5043384362429
2001-03-08,104.5043384362429
2001-03-09,104.5043384362429
2001-03-12,106.31196749743145
2001-03-13,105.5653552748348
2001-03-14,104.74312217482232
2001-03-15,104.95545759159636
2001-03-16,105.1032821797535
2001-03-19,105.493247411119
2001-03-20,105.36840390959095
2001-03-21,105.0259598770467
2001-03-22,105.79456795077878
2001-03-23,105.79456795077878
2001-03-26,105.79456795077878
2001-03-27,105.79456795077878
2001-03-28,105.64577109008853
2001-03-29,105.32284947984274
2001-03-30,105.32284947984274
2001-04-02,104.14088360891422
2001-04-03,106.02379590639373
2001-04-04,105.9975650506736
2001-04-05,105.51889085121918
2001-04-06,105.51889085121918
2001-04-09,105.77213391854414
2001-04-10,106.10105410513569
2001-04-11,105.81793388682195
2001-04-12,106.08203250395584
2001-04-13,106.08203250395584
2001-04-16,105.0843015444721
2001-04-17,104.4184220501414
2001-04-18,103.66167580175201
2001-04-19,104.50636749306118
2001-04-20,104.50636749306118
2001-04-23,103.60076710597765
2001-04-24,103.25532137681667
2001-04-25,103.25280121074603
2001-04-26,103.02091257164071
2001-04-27,103.02091257164071
2001-04-30,103.9049321222727
2001-05-01,103.85091386943974
2001-05-02,104.65434979695425
2001-05-03,104.65434979695425
2001-05-04,104.65434979695425
2001-05-07,104.02135839301397
2001-05-08,104.12922830618743
2001-05-09,103.51607817975416
2001-05-10,103.60678341890096
2001-05-11,103.60678341890096
2001-05-14,103.87845313986355
2001-05-15,104.3746244556209
2001-05-16,104.66288864523987
2001-05-17,104.7906617842132
2001-05-18,104.7906617842132
2001-05-21,105.69864449314773
2001-05-22,107.57583168891398
2001-05-23,107.1734536163309
2001-05-24,107.08921546678943
2001-05-25,107.08921546678943
2001-05-28,106.9891756435251
2001-05-29,107.55393232364074
2001-05-30,107.09253020974329
2001-05-31,108.57425615461038
2001-06-01,108.49779541083953
2001-06-04,108.3833060030898
2001-06-05,109.42579186535694
2001-06-06,108.94414575268088
2001-06-07,109.17981814034098
2001-06-08,109.17981814034098
2001-06-11,109.74823857403692
2001-06-12,109.850927801173
2001-06-13,109.34661769185982
2001-06-14,109.33647577904223
2001-06-15,109.33647577904223
2001-06-18,109.40493059301339
2001-06-19,109.00695483259352
2001-06-20,108.74850247205181
2001-06-21,108.7028061006912
2001-06-22,108.67218559193041
2001-06-25,109.49037862139231
2001-06-26,109.46122376806727
2001-06-27,109.9356792223396
2001-06-28,110.07523503810745
2001-06-29,110.07523503810745
2001-07-02,110.74251746482365
2001-07-03,112.8580462366992
2001-07-04,113.42178987420743
2001-07-05,113.81973886327704
2001-07-06,113.81973886327704
2001-07-09,114.15735437899569
2001-07-10,113.78176072702516
2001-07-11,113.24862907269352
2001-07-12,114.37434266060933
2001-07-13,114.37434266060933
2001-07-16,114.1099923136654
2001-07-17,113.94756322090149
2001-07-18,113.92686343309067
2001-07-19,113.91990994111366
2001-07-20,113.91990994111366
2001-07-23,115.25191721721743
2001-07-24,115.87015619117399
2001-07-25,115.45739074850925
2001-07-26,115.0412018979139
2001-07-27,115.0412018979139
2001-07-30,115.34292684301768
2001-07-31,115.8886632215786
2001-08-01,115.50472752873492
2001-08-02,115.74889948182566
2001-08-03,115.74889948182566
2001-08-06,117.04656768737394
2001-08-07,116.88530189861545
2001-08-08,116.4253065203275
2001-08-09,116.76094265211708
2001-08-10,116.76094265211708
2001-08-13,118.49037942979575
2001-08-14,120.54894214625403
2001-08-15,123.38052511551814
2001-08-16,124.13288917318148
2001-08-17,124.13288917318148
2001-08-20,120.04579075775814
2001-08-21,120.31993026980518
2001-08-22,120.39736075428051
2001-08-23,121.32194712621713
2001-08-24,121.32194712621713
2001-08-27,122.11657728499792
2001-08-28,122.02790973274288
2001-08-29,121.83954310598936
2001-08-30,120.97316135438193
2001-08-31,120.99022385950951
2001-09-03,123.37274805630643
2001-09-04,122.7682221800884
2001-09-05,125.22618132642457
2001-09-06,124.81495721193807
2001-09-07,124.6393470012987
2001-09-10,126.07701375890632
2001-09-11,126.59185685061723
2001-09-12,126.13649632828826
2001-09-13,126.1286196734432
2001-09-14,126.1286196734432
2001-09-17,117.54657626967197
2001-09-18,122.9184503726865
2001-09-19,122.60479431874016
2001-09-20,121.81405494021159
2001-09-21,121.81405494021159
2001-09-24,115.8211248137409
2001-09-25,117.70951154876575
2001-09-26,121.15259131609139
2001-09-27,120.79323493109827
2001-09-28,120.79323493109827
2001-10-01,124.90513320975542
2001-10-02,121.30806451885812
2001-10-03,121.04484579422464
2001-10-04,121.83177395337597
2001-10-05,121.83177395337597
2001-10-08,121.752335415879
2001-10-09,121.19325661788908
2001-10-10,120.28553110887273
2001-10-11,121.4897740749313
2001-10-12,121.4897740749313
2001-10-15,121.82003322555374
2001-10-16,121.66400053673362
2001-10-17,122.37752970903117
2001-10-18,122.6103799158065
2001-10-19,122.6103799158065
2001-10-22,125.03791695459748
2001-10-23,126.07098169988764
2001-10-24,127.00277368421865
2001-10-25,128.13042132795763
2001-10-26,127.94995594580564
2001-10-29,131.7256392874638
2001-10-30,131.3291381275694
2001-10-31,131.13680168683948
2001-11-01,130.3911155462571
2001-11-02,130.3911155462571
2001-11-05,131.0572041111057
2001-11-06,131.07128540670425
2001-11-07,131.4997820961672
2001-11-08,132.1804448941257
2001-11-09,132.1804448941257
2001-11-12,137.86915462786243
2001-11-13,137.4052474997579
2001-11-14,137.59883054779928
2001-11-15,138.7885753785742
2001-11-16,138.7885753785742
2001-11-19,136.93353292325392
2001-11-20,136.66603988304357
2001-11-21,136.80872518430326
2001-11-22,137.31967370036776
2001-11-23,137.31967370036776
2001-11-26,138.98158550587473
2001-11-27,138.20550081554663
2001-11-28,136.97160468340405
2001-11-29,136.32615304305574
2001-11-30,136.32615304305574
2001-12-03,137.7808580291651
2001-12-04,138.8759109633637
2001-12-05,137.8906083454447
2001-12-06,138.9323136787363
2001-12-07,138.9323136787363
2001-12-10,138.83791239792197
2001-12-11,138.0700495278879
2001-12-12,137.01438250732323
2001-12-13,136.4359920518423
2001-12-14,136.4359920518423
2001-12-17,136.4359920518423
2001-12-18,136.4359920518423
2001-12-19,136.78818725640312
2001-12-20,138.01307421947072
2001-12-21,138.01307421947072
2001-12-24,136.72158774669714
2001-12-25,136.72158774669714
2001-12-26,135.4297305613668
2001-12-27,134.04685343363286
2001-12-28,134.04685343363286
2001-12-31,134.02979026335538
2002-01-01,134.02979026335538
2002-01-02,136.63937072818723
2002-01-03,137.60878056310503
2002-01-04,137.60878056310503
2002-01-07,140.68310864685319
2002-01-08,143.18310897288808
2002-01-09,141.28872710004936
2002-01-10,140.92335644219673
2002-01-11,140.92335644219673
2002-01-14,141.14436788484136
2002-01-15,140.1171811894238
2002-01-16,141.04510098212393
2002-01-17,141.240950702819
2002-01-18,141.240950702819
2002-01-21,138.77094532734978
2002-01-22,137.62119788179956
2002-01-23,138.23676708423577
2002-01-24,138.1006858459395
2002-01-25,138.39285937029615
2002-01-28,138.17807948920893
2002-01-29,138.07699562926013
2002-01-30,138.3873071700691
2002-01-31,138.3873071700691
2002-02-01,138.3873071700691
2002-02-04,136.8636369141503
2002-02-05,135.70853788060262
2002-02-06,137.6572860321401
2002-02-07,137.59838858866192
2002-02-08,137.59838858866192
2002-02-11,137.07611989083017
2002-02-12,137.5146018958372
2002-02-13,137.72899535373864
2002-02-14,138.2734377249978
2002-02-15,138.2734377249978
2002-02-18,138.09829197687418
2002-02-19,137.8816314658344
2002-02-20,137.95645860174025
2002-02-21,137.95645860174025
2002-02-22,137.95645860174025
2002-02-25,137.95645860174025
2002-02-26,138.39044217124464
2002-02-27,138.73907185629713
2002-02-28,138.24070656218748
2002-03-01,138.24070656218748
2002-03-04,135.5712177307826
2002-03-05,137.54767456910636
2002-03-06,139.63163315440963
2002-03-07,138.51690796230324
2002-03-08,138.51690796230324
2002-03-11,138.94723639465676
2002-03-12,138.62045455195184
2002-03-13,138.53436677852713
2002-03-14,139.61073726604815
2002-03-15,139.61073726604815
2002-03-18,140.91908525227572
2002-03-19,141.14457023577896
2002-03-20,141.20584831796688
2002-03-21,143.09678544654645
2002-03-22,143.09678544654645
2002-03-25,142.41360170356086
2002-03-26,142.0505720306512
2002-03-27,141.06193206306955
2002-03-28,140.56995240766452
2002-03-29,140.56995240766452
2002-04-01,136.58935942340366
2002-04-02,135.93882070186723
2002-04-03,135.51088947717042
2002-04-04,134.9210283999941
2002-04-05,134.9210283999941
2002-04-08,134.2513151780077
2002-04-09,136.1639391177563
2002-04-10,137.43231625467527
2002-04-11,137.64252307208716
2002-04-12,137.64252307208716
2002-04-15,136.17424273552874
2002-04-16,135.48850520154707
2002-04-17,134.96687084318341
2002-04-18,134.59268518516694
2002-04-19,134.5831941277532
2002-04-22,135.58205579224372
2002-04-23,134.85356781848017
2002-04-24,133.87055806459932
2002-04-25,133.13948306686964
2002-04-26,133.13948306686964
2002-04-29,131.774973
2002-04-30,132.818845
2002-05-01,134.01341
2002-05-02,134.01341
2002-05-03,134.01341
2002-05-06,136.838465
2002-05-07,136.886791
2002-05-08,137.350865
2002-05-09,136.6905612423789
2002-05-10,136.6905612423789
2002-05-13,141.07947272914194
2002-05-14,140.95008477365118
2002-05-15,140.6745354821908
2002-05-16,139.69920535228863
2002-05-17,139.69920535228863
2002-05-20,140.40569123446818
2002-05-21,140.81925012179389
2002-05-22,140.32158003148263
2002-05-23,140.73909037247523
2002-05-24,140.73909037247523
2002-05-27,141.49085664430996
2002-05-28,141.87829205385017
2002-05-29,142.31293682478443
2002-05-30,142.50624763599615
2002-05-31,142.50624763599615
2002-06-03,143.851841303454
2002-06-04,143.4040460675028
2002-06-05,142.90370139296783
2002-06-06,144.07009058225427
2002-06-07,144.07009058225427
2002-06-10,147.70392014536296
2002-06-11,147.65360142135123
2002-06-12,149.90082640002933
2002-06-13,150.80408768972035
2002-06-14,150.80408768972035
2002-06-17,151.75790233761262
2002-06-18,149.98589483028402
2002-06-19,151.8260185172418
2002-06-20,150.1809711532736
2002-06-21,150.1809711532736
2002-06-24,151.63534937038384
2002-06-25,151.69158104153462
2002-06-26,152.77663035818676
2002-06-27,153.3077866322961
2002-06-28,153.3077866322961
2002-07-01,152.78206227862896
2002-07-02,154.11479832843534
2002-07-03,154.59892087544554
2002-07-04,156.1279221950942
2002-07-05,156.1279221950942
2002-07-08,158.47833044118644
2002-07-09,157.16846463820332
2002-07-10,157.4925107674205
2002-07-11,157.43238408594198
2002-07-12,157.43238408594198
2002-07-15,153.65984858164288
2002-07-16,152.58156949834623
2002-07-17,155.65625907241278
2002-07-18,154.91179872827536
2002-07-19,155.8017175720335
2002-07-22,154.39208763592302
2002-07-23,152.62730477800255
2002-07-24,151.1320894299965
2002-07-25,150.60776745518615
2002-07-26,150.60776745518615
2002-07-29,145.32189421723078
2002-07-30,147.52750907947038
2002-07-31,147.9230670731033
2002-08-01,147.514756328025
