Date,IRELAND
1999-09-17,441.4586742620326
1999-09-20,446.16558762182865
1999-09-21,453.0396828890753
1999-09-22,457.82087277240595
1999-09-23,460.68339342352505
1999-09-24,462.8006651042939
1999-09-27,461.0533254114864
1999-09-28,459.84693677916886
1999-09-29,460.08981822763093
1999-09-30,467.4178481841814
1999-10-01,470.9477602072931
1999-10-04,478.8361293454234
1999-10-05,478.2982454835486
1999-10-06,478.5608629901161
1999-10-07,483.75086280825394
1999-10-08,479.8274500790256
1999-10-11,479.0265686563047
1999-10-12,479.48960323678824
1999-10-13,480.9223971616554
1999-10-14,486.04666900109027
1999-10-15,482.7707081764168
1999-10-18,470.7739362271302
1999-10-19,470.57721263845775
1999-10-20,466.1421986742324
1999-10-21,467.05150797679744
1999-10-22,464.4090387530337
1999-10-25,463.7357056873886
1999-10-26,457.70900834542226
1999-10-27,454.7502643743942
1999-10-28,450.0334642504753
1999-10-29,455.14682692624893
1999-11-01,459.40357402226493
1999-11-02,457.9898202814719
1999-11-03,461.79749845352654
1999-11-04,458.7096270266593
1999-11-05,457.5257258313098
1999-11-08,452.09118517278904
1999-11-09,454.60000375950955
1999-11-10,447.76185306242246
1999-11-11,450.88751580207116
1999-11-12,448.6448636794782
1999-11-15,460.8285366878404
1999-11-16,474.4243254565833
1999-11-17,489.1880638467254
1999-11-18,478.9814278431765
1999-11-19,480.55410850698354
1999-11-22,480.1065223299967
1999-11-23,475.41564083730833
1999-11-24,470.27460378659424
1999-11-25,475.60051850881587
1999-11-26,471.2592655410039
1999-11-29,470.9046374288558
1999-11-30,460.6439587774542
1999-12-01,461.71489285312396
1999-12-02,465.29429222562146
1999-12-03,470.0713657464126
1999-12-06,474.86901037414685
1999-12-07,468.36936492318847
1999-12-08,458.87625673991295
1999-12-09,455.64679635916747
1999-12-10,458.3056560928089
1999-12-13,460.7878066454957
1999-12-14,460.18335440320334
1999-12-15,460.0194171871634
1999-12-16,463.01661087486406
1999-12-17,459.08135758134785
1999-12-20,467.30820520122097
1999-12-21,464.0046877649047
1999-12-22,462.31343551902677
1999-12-23,466.7381344889562
1999-12-24,469.1714507432713
1999-12-27,467.6007292325065
1999-12-28,465.4058033627123
1999-12-29,465.09414279556364
1999-12-30,468.4744151375417
1999-12-31,468.4744151375417
2000-01-03,474.5038317411076
2000-01-04,471.83806144304685
2000-01-05,469.54494774742426
2000-01-06,469.31936679795797
2000-01-07,468.37166666036916
2000-01-10,475.8064811634743
2000-01-11,484.9786308319664
2000-01-12,486.340172608897
2000-01-13,484.8969191620504
2000-01-14,477.51303728516547
2000-01-17,476.6740540827877
2000-01-18,481.9638850600433
2000-01-19,470.306030528427
2000-01-20,461.54590252104083
2000-01-21,457.85703145765217
2000-01-24,455.1328505639724
2000-01-25,443.812371821403
2000-01-26,438.40069330125186
2000-01-27,440.0555727467969
2000-01-28,441.8782863029577
2000-01-31,441.98551513831694
2000-02-01,434.2370220333722
2000-02-02,420.35249371749904
2000-02-03,438.1756208751162
2000-02-04,435.314952319496
2000-02-07,434.9567913084194
2000-02-08,446.1986469911966
2000-02-09,440.9018144506098
2000-02-10,440.3455648671836
2000-02-11,442.24231942028376
2000-02-14,437.1024814140545
2000-02-15,440.43169266076046
2000-02-16,438.3463508922779
2000-02-17,438.62406351244925
2000-02-18,436.59137264375664
2000-02-21,427.9848936225001
2000-02-22,443.4012280321522
2000-02-23,447.72609049008645
2000-02-24,446.9916489787313
2000-02-25,434.1482392127218
2000-02-28,423.6554598074675
2000-02-29,430.01155715150554
2000-03-01,439.95463354210597
2000-03-02,449.275978602927
2000-03-03,445.6456091340692
2000-03-06,448.81714067814045
2000-03-07,443.9718340321335
2000-03-08,436.4127417799002
2000-03-09,442.3192295593833
2000-03-10,446.43002510663206
2000-03-13,445.55216931028576
2000-03-14,442.71058911463416
2000-03-15,438.09433743537323
2000-03-16,449.5470536554144
2000-03-17,447.3298598166159
2000-03-20,464.30469511846616
2000-03-21,469.56822741021267
2000-03-22,467.06810724888453
2000-03-23,468.1163023023596
2000-03-24,471.4902636021607
2000-03-27,467.27176281348505
2000-03-28,462.5047741132718
2000-03-29,461.13344192400746
2000-03-30,461.06383846223747
2000-03-31,460.9351178250627
2000-04-03,460.54111394849264
2000-04-04,474.5403169518608
2000-04-05,469.0401018434089
2000-04-06,469.3016487745435
2000-04-07,463.6925454388112
2000-04-10,459.39811408755713
2000-04-11,458.74438325808836
2000-04-12,462.9416384772981
2000-04-13,462.3253938466123
2000-04-14,458.0778001705476
2000-04-17,440.45376257330975
2000-04-18,441.2223019122027
2000-04-19,437.170179251554
2000-04-20,435.5304591541387
2000-04-21,435.5304591541387
2000-04-24,435.6000304986457
2000-04-25,427.33141973113527
2000-04-26,428.6845039621458
2000-04-27,418.98698010571246
2000-04-28,419.5772204591331
2000-05-01,418.2649412107475
2000-05-02,419.2016304800089
2000-05-03,412.621889928038
2000-05-04,415.99425071756696
2000-05-05,414.7264645841727
2000-05-08,414.4471407479748
2000-05-09,416.80316145603456
2000-05-10,419.0694197669229
2000-05-11,412.19719265380667
2000-05-12,419.12039521616043
2000-05-15,430.5866060395333
2000-05-16,426.8682727402313
2000-05-17,415.47997304398774
2000-05-18,419.9507442276719
2000-05-19,413.18728222566114
2000-05-22,405.6243466076237
2000-05-23,407.0249750936094
2000-05-24,400.2743760554249
2000-05-25,400.32298553295567
2000-05-26,396.47684693847407
2000-05-29,399.62426377091924
2000-05-30,407.61871622869563
2000-05-31,397.001819660628
2000-06-01,399.2247089607296
2000-06-02,410.6841109243492
2000-06-05,410.92357723718027
2000-06-06,420.64669319933705
2000-06-07,418.7364333371509
2000-06-08,417.4315571178838
2000-06-09,412.9820207979112
2000-06-12,416.1943947947476
2000-06-13,417.5252485268941
2000-06-14,414.1017409960583
2000-06-15,412.56871444628587
2000-06-16,410.9003189859005
2000-06-19,405.1516661424898
2000-06-20,399.8223148731286
2000-06-21,391.4311606886912
2000-06-22,382.1763947140422
2000-06-23,378.25160094250543
2000-06-26,375.2242009689655
2000-06-27,375.6092441291623
2000-06-28,376.68639289522014
2000-06-29,382.17174841666343
2000-06-30,385.7070347284482
2000-07-03,382.4571962123387
2000-07-04,385.2616880455083
2000-07-05,386.0753137973496
2000-07-06,385.77766675020365
2000-07-07,386.8955166324499
2000-07-10,383.8554737367053
2000-07-11,384.2046230012511
2000-07-12,384.4183290335178
2000-07-13,381.4362582553545
2000-07-14,384.6250131580585
2000-07-17,385.7809060569639
2000-07-18,380.4023924327853
2000-07-19,376.2024476853949
2000-07-20,375.5081395547609
2000-07-21,381.725315252302
2000-07-24,381.6836866994153
2000-07-25,383.2932944801375
2000-07-26,385.910363219186
2000-07-27,374.688198021241
2000-07-28,365.210522441758
2000-07-31,362.10071080210605
2000-08-01,366.1593181960088
2000-08-02,367.7600372591267
2000-08-03,364.7799960113737
2000-08-04,369.1149898276221
2000-08-07,369.01342836222807
2000-08-08,364.531002121759
2000-08-09,362.7967519862534
2000-08-10,371.23497249892597
2000-08-11,371.0254559536662
2000-08-14,374.52851826065864
2000-08-15,376.2110180393425
2000-08-16,379.47236389200776
2000-08-17,379.4532181206833
2000-08-18,378.3639020215674
2000-08-21,376.5988184501985
2000-08-22,376.893319078586
2000-08-23,374.6365777883581
2000-08-24,373.354926425141
2000-08-25,376.4670379052268
2000-08-28,375.42155819408345
2000-08-29,371.31083850678806
2000-08-30,367.8212668732472
2000-08-31,364.8418568164085
2000-09-01,375.40664433228966
2000-09-04,380.4010543094924
2000-09-05,371.2028577685882
2000-09-06,370.92384821977987
2000-09-07,371.08657295323144
2000-09-08,374.29208122177357
2000-09-11,369.97421069316295
2000-09-12,370.91115359089156
2000-09-13,371.55286426045086
2000-09-14,370.7381808885411
2000-09-15,371.6035342126254
2000-09-18,365.37125103097026
2000-09-19,360.2356736955005
2000-09-20,364.07236343521635
2000-09-21,361.2808426662264
2000-09-22,369.14564229529105
2000-09-25,375.06276998363677
2000-09-26,379.7225172945813
2000-09-27,383.3911808876733
2000-09-28,387.2588847109083
2000-09-29,392.3930240127161
2000-10-02,386.2032635399973
2000-10-03,380.8605956140835
2000-10-04,380.38702781409233
2000-10-05,381.5312775748516
2000-10-06,384.5127130415315
2000-10-09,387.97711436896407
2000-10-10,392.1187001019734
2000-10-11,390.7188285438916
2000-10-12,382.91678082409317
2000-10-13,379.3894393196302
2000-10-16,380.0375665939682
2000-10-17,379.30812909980625
2000-10-18,367.0158201465416
2000-10-19,363.44047399347033
2000-10-20,365.3693599153451
2000-10-23,362.3702463416693
2000-10-24,370.92233463957155
2000-10-25,372.4437895311835
2000-10-26,377.30898024774007
2000-10-27,389.09806423381184
2000-10-30,390.1369519097654
2000-10-31,393.3348680959516
2000-11-01,403.11048905467817
2000-11-02,404.1990757403839
2000-11-03,404.960138962806
2000-11-06,406.5642167995991
2000-11-07,409.13986112665333
2000-11-08,406.15320778652745
2000-11-09,409.87105317187434
2000-11-10,411.7105387536715
2000-11-13,402.8555748688635
2000-11-14,405.8483199820758
2000-11-15,405.61950988348036
2000-11-16,405.94194867590585
2000-11-17,409.64338366182653
2000-11-20,404.1446116050957
2000-11-21,403.32037218336035
2000-11-22,393.9561133578848
2000-11-23,388.5776962749052
2000-11-24,388.53299289646407
2000-11-27,395.2139800443756
2000-11-28,393.0803318277108
2000-11-29,390.97984361152993
2000-11-30,382.56911161540694
2000-12-01,394.26092825080065
2000-12-04,400.45103708450534
2000-12-05,404.528422229511
2000-12-06,406.7371133803363
2000-12-07,403.40124144494234
2000-12-08,402.147618832552
2000-12-11,394.9134372938693
2000-12-12,397.92900473264507
2000-12-13,396.93540412081717
2000-12-14,401.14450280978855
2000-12-15,402.79684596850586
2000-12-18,399.7310595274507
2000-12-19,397.63705319432773
2000-12-20,390.8027675276444
2000-12-21,390.03132057440473
2000-12-22,394.3031562672531
2000-12-25,394.3031562672531
2000-12-26,396.6088978275359
2000-12-27,399.4245287044511
2000-12-28,396.92267113620335
2000-12-29,409.15096848078923
2001-01-01,409.15096848078923
2001-01-02,415.2208393143938
2001-01-03,403.5609856114531
2001-01-04,409.4641630151554
2001-01-05,409.5918668577063
2001-01-08,403.92932826442296
2001-01-09,399.6607338252194
2001-01-10,394.974111841222
2001-01-11,404.3374429506054
2001-01-12,403.37277927632647
2001-01-15,401.6499865887962
2001-01-16,399.4098248357963
2001-01-17,398.50942962965644
2001-01-18,404.6037392854101
2001-01-19,402.6534367827425
2001-01-22,402.68072206593706
2001-01-23,403.47370187371155
2001-01-24,410.0096019455194
2001-01-25,412.606463815468
2001-01-26,413.6020899675727
2001-01-29,414.3338480931305
2001-01-30,409.49436026929106
2001-01-31,415.49265650692746
2001-02-01,415.9988945476022
2001-02-02,412.67700734558923
2001-02-05,416.771443680315
2001-02-06,413.9426043787095
2001-02-07,420.3945222971294
2001-02-08,415.4054232203428
2001-02-09,412.6104574898658
2001-02-12,418.43856852101436
2001-02-13,418.08510883208055
2001-02-14,411.4421823681376
2001-02-15,408.7031097635742
2001-02-16,414.3623890873571
2001-02-19,414.95885179516483
2001-02-20,412.59455457068924
2001-02-21,410.8468632342718
2001-02-22,409.3930040098348
2001-02-23,410.9166947077418
2001-02-26,406.89107855093494
2001-02-27,412.87597690786663
2001-02-28,411.76450575204893
2001-03-01,417.7280347731018
2001-03-02,413.0836543600194
2001-03-05,412.6551442364843
2001-03-06,409.06259404691804
2001-03-07,406.3301189671269
2001-03-08,402.1399456328968
2001-03-09,398.22169915940606
2001-03-12,393.1347960823007
2001-03-13,384.1323511432287
2001-03-14,378.3595983677395
2001-03-15,379.8226095997354
2001-03-16,372.06136474081177
2001-03-19,370.02103546407204
2001-03-20,377.68725820571115
2001-03-21,366.9733886277773
2001-03-22,343.34936259830585
2001-03-23,355.41968996689747
2001-03-26,369.5084638191918
2001-03-27,385.59648566664646
2001-03-28,382.1132586770796
2001-03-29,374.3378935602953
2001-03-30,380.39723942568816
2001-04-02,377.97361926285936
2001-04-03,370.5999701149282
2001-04-04,373.18324078195275
2001-04-05,379.1694202567806
2001-04-06,384.37691709870853
2001-04-09,390.7086314314434
2001-04-10,394.74589692089836
2001-04-11,391.091632532445
2001-04-12,389.80285765550536
2001-04-13,389.80285765550536
2001-04-16,385.8108086907643
2001-04-17,386.71290335021314
2001-04-18,385.30525283017994
2001-04-19,383.41343803708395
2001-04-20,387.9041319111078
2001-04-23,386.68870222129686
2001-04-24,385.32291633307005
2001-04-25,388.10041874566434
2001-04-26,390.314000408633
2001-04-27,391.0499344431014
2001-04-30,396.4033696910848
2001-05-01,395.995584
2001-05-02,397.57576320572053
2001-05-03,400.88286463643414
2001-05-04,402.1649134539693
2001-05-07,400.52489118246825
2001-05-08,402.1401821022315
2001-05-09,403.15214837478567
2001-05-10,409.7266719884042
2001-05-11,408.43570370934543
2001-05-14,409.6316859263056
2001-05-15,407.320826164658
2001-05-16,410.7672772279402
2001-05-17,414.52504926518196
2001-05-18,416.4517886796578
2001-05-21,416.6802468545242
2001-05-22,421.05612072461906
2001-05-23,420.60913371560486
2001-05-24,409.91830481503075
2001-05-25,409.1450004394199
2001-05-28,411.0317806874468
2001-05-29,412.9439725750319
2001-05-30,413.1512118099196
2001-05-31,409.2093478763273
2001-06-01,412.6479044663264
2001-06-04,413.20853426151376
2001-06-05,420.43457479224526
2001-06-06,419.9979788241643
2001-06-07,418.6793531058437
2001-06-08,415.7478866295457
2001-06-11,409.0510958435841
2001-06-12,407.51463299683036
2001-06-13,410.3260859185493
2001-06-14,415.70830448818975
2001-06-15,425.23416356712335
2001-06-18,427.0874127803572
2001-06-19,426.62447837245105
2001-06-20,425.19356397822037
2001-06-21,423.0402601873638
2001-06-22,425.5878399511711
2001-06-25,423.0917303874495
2001-06-26,417.2669397800798
2001-06-27,416.9188307763243
2001-06-28,413.8912711227999
2001-06-29,420.8838319768211
2001-07-02,419.5053516172983
2001-07-03,421.3437035623188
2001-07-04,418.80259470909544
2001-07-05,413.53909346535056
2001-07-06,411.4859826615432
2001-07-09,418.06570659846915
2001-07-10,424.16112983094206
2001-07-11,421.98537683415833
2001-07-12,420.7882049421283
2001-07-13,421.5218797159212
2001-07-16,422.07031812581323
2001-07-17,416.655601683382
2001-07-18,429.01123676905195
2001-07-19,432.95633326067525
2001-07-20,427.49690841705944
2001-07-23,431.08959008428354
2001-07-24,425.68626290671267
2001-07-25,414.8559708333616
2001-07-26,412.2037585827243
2001-07-27,414.82145048374895
2001-07-30,411.5987142712445
2001-07-31,411.37691140559645
2001-08-01,412.1770082848609
2001-08-02,414.05518157459744
2001-08-03,414.3356416850011
2001-08-06,407.42403478980015
2001-08-07,409.13179766427857
2001-08-08,408.6789631685312
2001-08-09,403.72851209334345
2001-08-10,407.2560199571185
2001-08-13,413.20315488576534
2001-08-14,414.68235793000304
2001-08-15,415.4043750559659
2001-08-16,416.21282049695765
2001-08-17,416.08455281105853
2001-08-20,414.81004365995545
2001-08-21,418.22857436139634
2001-08-22,416.71153503027756
2001-08-23,414.4043470600163
2001-08-24,418.0964462279597
2001-08-27,415.91705711546683
2001-08-28,415.6830592572702
2001-08-29,413.1289118729103
2001-08-30,404.05126475796044
2001-08-31,402.57698485255526
2001-09-03,401.9238066226724
2001-09-04,393.3585585441512
2001-09-05,394.7334159444352
2001-09-06,397.6516765005398
2001-09-07,397.0079127323897
2001-09-10,388.43005505032005
2001-09-11,386.12843081637067
2001-09-12,369.99465520821764
2001-09-13,377.8053191182613
2001-09-14,375.3194695377797
2001-09-17,367.2035761044565
2001-09-18,366.6594250338588
2001-09-19,352.30981577309893
2001-09-20,340.8884325241539
2001-09-21,329.6059407300213
2001-09-24,334.371718616705
2001-09-25,339.22025288278917
2001-09-26,343.8606497155037
2001-09-27,348.9044686118112
2001-09-28,353.6457447237631
2001-10-01,350.38635184734267
2001-10-02,351.9972622279884
2001-10-03,354.5498907047772
2001-10-04,360.85227091979647
2001-10-05,367.09033130933983
2001-10-08,359.56741088456727
2001-10-09,356.37587122238205
2001-10-10,358.8289037815342
2001-10-11,363.70218959247836
2001-10-12,366.03503606901353
2001-10-15,366.70588066578307
2001-10-16,373.8557739603887
2001-10-17,375.7963928352714
2001-10-18,373.27955719614476
2001-10-19,364.61986515286685
2001-10-22,363.7063185894543
2001-10-23,371.0352014273094
2001-10-24,371.29002285880983
2001-10-25,368.0545498410029
2001-10-26,368.8100765098929
2001-10-29,366.3440636412674
2001-10-30,360.104180502118
2001-10-31,360.49697800289
2001-11-01,357.9764712059219
2001-11-02,357.5941675331185
2001-11-05,360.49308767376084
2001-11-06,363.9324000490232
2001-11-07,358.15790702266844
2001-11-08,355.4232857132099
2001-11-09,354.69099178547884
2001-11-12,350.2494327851435
2001-11-13,350.8290543904695
2001-11-14,348.3774763225756
2001-11-15,353.6576830848859
2001-11-16,355.4128206981803
2001-11-19,356.6430666147736
2001-11-20,366.39974032057256
2001-11-21,366.72744885928483
2001-11-22,367.95425946443004
2001-11-23,367.4218592846314
2001-11-26,370.21273602443244
2001-11-27,370.19349732798605
2001-11-28,368.83178809940904
2001-11-29,369.87473720765723
2001-11-30,378.26204042552587
2001-12-03,375.7707917846658
2001-12-04,379.0688652165601
2001-12-05,385.590221577197
2001-12-06,388.77600761205247
2001-12-07,388.52303650266117
2001-12-10,387.1577514985412
2001-12-11,384.302994606135
2001-12-12,379.05967300368644
2001-12-13,378.2353219099238
2001-12-14,370.6651216563034
2001-12-17,381.89231561509706
2001-12-18,381.85636011749324
2001-12-19,379.06311948477247
2001-12-20,383.5115935483173
2001-12-21,389.23791580653983
2001-12-24,385.3540942214585
2001-12-25,385.3540942214585
2001-12-26,385.68323164392297
2001-12-27,389.25244102577534
2001-12-28,391.0328174765335
2001-12-31,397.70930251390416
2002-01-01,397.70930251390416
2002-01-02,397.8113678193228
2002-01-03,392.5966464574854
2002-01-04,390.8645700035334
2002-01-07,390.62915978827795
2002-01-08,387.74859300903347
2002-01-09,384.9596130031271
2002-01-10,380.96968313236493
2002-01-11,383.2466927912212
2002-01-14,383.8409807005883
2002-01-15,386.0035982083831
2002-01-16,384.49342489858014
2002-01-17,386.77985493797655
2002-01-18,376.26111173410675
2002-01-21,372.22624787982136
2002-01-22,373.4395091702926
2002-01-23,374.65054864933654
2002-01-24,375.809397396948
2002-01-25,366.59735699369145
2002-01-28,363.3405563036919
2002-01-29,359.3503686031197
2002-01-30,338.10442019074503
2002-01-31,342.9903138245456
2002-02-01,349.46537813662167
2002-02-04,323.39209015793006
2002-02-05,310.9027875632513
2002-02-06,301.09704509975234
2002-02-07,298.8564885411048
2002-02-08,303.98998155478216
2002-02-11,304.42203188590446
2002-02-12,309.2335132053458
2002-02-13,310.8548685113524
2002-02-14,310.016067955437
2002-02-15,309.9926018570392
2002-02-18,305.5477720700756
2002-02-19,304.78194436249106
2002-02-20,301.93759256012777
2002-02-21,303.8525020655895
2002-02-22,304.99821834724236
2002-02-25,308.47612699051405
2002-02-26,311.9953363583065
2002-02-27,312.7773682911516
2002-02-28,313.17882532710325
2002-03-01,313.58312616455436
2002-03-04,321.0352446727718
2002-03-05,320.59183140805374
2002-03-06,319.03527681320077
2002-03-07,321.4535708962699
2002-03-08,319.69421926448086
2002-03-11,322.2949550337943
2002-03-12,323.03877918891453
2002-03-13,326.01339596599064
2002-03-14,327.14672777473663
2002-03-15,328.2607934856024
2002-03-18,329.80538221814606
2002-03-19,334.12218122072017
2002-03-20,333.20726838561944
2002-03-21,331.99875955234063
2002-03-22,335.9475179592207
2002-03-25,337.1551502805469
2002-03-26,331.3279923750465
2002-03-27,331.3003675679427
2002-03-28,333.7821625652709
2002-03-29,333.7821625652709
2002-04-01,336.5177683221963
2002-04-02,341.3903572663821
2002-04-03,337.6458151565015
2002-04-04,334.39056878899135
2002-04-05,332.5320908431849
2002-04-08,328.15033485379007
2002-04-09,325.5384541641147
2002-04-10,326.4843479240225
2002-04-11,326.72367746673115
2002-04-12,324.76367632614694
2002-04-15,327.27349645051515
2002-04-16,326.3386532139566
2002-04-17,330.2774539852853
2002-04-18,328.858821249102
2002-04-19,331.8668237310298
2002-04-22,335.70020590576934
2002-04-23,334.964334014945
2002-04-24,336.81866863614744
2002-04-25,336.40142011722077
2002-04-26,338.0496640965869
2002-04-29,340.5177726022994
2002-04-30,340.2745945260082
2002-05-01,341.17477559012707
2002-05-02,342.88876725245103
2002-05-03,349.6668766600708
2002-05-06,350.83511411632355
2002-05-07,344.5748379869226
2002-05-08,347.7389744270948
2002-05-09,350.65647507057065
2002-05-10,353.28014704238143
2002-05-13,353.35625492303615
2002-05-14,349.5917503897006
2002-05-15,352.72308483276106
2002-05-16,348.66189187415154
2002-05-17,353.3776868210307
2002-05-20,355.0893499539721
2002-05-21,348.4007858777638
2002-05-22,353.26425307942213
2002-05-23,353.0559285969261
2002-05-24,351.2154459786466
2002-05-27,352.9881666033968
2002-05-28,354.6306907377085
2002-05-29,358.4071842632313
2002-05-30,358.5339166544091
2002-05-31,357.2183912810373
2002-06-03,358.6522355061418
2002-06-04,357.6907225837454
2002-06-05,356.39280800104933
2002-06-06,359.69883498522375
2002-06-07,354.08393612458593
2002-06-10,355.5492424536973
2002-06-11,354.05133548600446
2002-06-12,349.01732363618174
2002-06-13,347.89362906052037
2002-06-14,340.2473390555312
2002-06-17,338.586344029539
2002-06-18,340.04576456285656
2002-06-19,340.51034157805015
2002-06-20,336.8044157900266
2002-06-21,339.93855496855775
2002-06-24,341.50578726165975
2002-06-25,341.9643805174256
2002-06-26,336.68578233686395
2002-06-27,332.19382574340835
2002-06-28,337.76784882370873
2002-07-01,332.4983265989442
2002-07-02,323.1548637932706
2002-07-03,307.1889568847003
2002-07-04,310.1916300597914
2002-07-05,313.71129734116397
2002-07-08,317.0708728073716
2002-07-09,322.81131710848393
2002-07-10,316.56524645636006
2002-07-11,309.4848389049497
2002-07-12,314.42519199599263
2002-07-15,312.63447893575
2002-07-16,312.8867422222692
2002-07-17,316.0756963553033
2002-07-18,318.8801108967185
2002-07-19,315.76731427377393
2002-07-22,306.89036691517595
2002-07-23,295.5142780766588
2002-07-24,278.50121755834647
2002-07-25,288.46409963865807
2002-07-26,285.76905096531556
2002-07-29,288.81827788816327
2002-07-30,289.3371841903786
2002-07-31,296.54088777599014
