Date,CHILE
1999-09-17,108.71882450868696
1999-09-20,109.37869894288718
1999-09-21,108.0725721755336
1999-09-22,107.72986648961576
1999-09-23,106.50752687683168
1999-09-24,106.27657541243812
1999-09-27,106.22274641878226
1999-09-28,105.01874939466073
1999-09-29,103.70170591017082
1999-09-30,103.45861837652659
1999-10-01,103.1210164766739
1999-10-04,103.95438190748786
1999-10-05,104.31802323466587
1999-10-06,103.7358194721718
1999-10-07,103.56512218103525
1999-10-08,102.43030581083913
1999-10-11,101.70107922452583
1999-10-12,101.70107922452583
1999-10-13,99.36980146057455
1999-10-14,99.10959412034585
1999-10-15,96.18621714847174
1999-10-18,94.04680641194334
1999-10-19,94.43525752444107
1999-10-20,96.59036720506906
1999-10-21,97.84194297139669
1999-10-22,98.46975324693864
1999-10-25,97.27787599973996
1999-10-26,96.46478422718177
1999-10-27,95.68442717119565
1999-10-28,96.82898206597878
1999-10-29,99.62489815481058
1999-11-01,99.62489815481058
1999-11-02,100.63837269730057
1999-11-03,101.7294038652019
1999-11-04,100.95280261952581
1999-11-05,102.68720838099136
1999-11-08,102.95376458412771
1999-11-09,105.16797082524593
1999-11-10,105.27788144125272
1999-11-11,105.21712220583301
1999-11-12,105.74503907451013
1999-11-15,106.97871814746316
1999-11-16,107.39710512611015
1999-11-17,106.62076970262495
1999-11-18,107.67545697459464
1999-11-19,108.19607230793159
1999-11-22,107.39671068027849
1999-11-23,107.76386600532192
1999-11-24,106.57544273162299
1999-11-25,107.10683415358237
1999-11-26,107.54605301708598
1999-11-29,108.62503557981236
1999-11-30,109.14328766812318
1999-12-01,110.18129159639605
1999-12-02,111.09111434923835
1999-12-03,112.68359078305856
1999-12-06,112.87770786670374
1999-12-07,112.56936870261367
1999-12-08,112.56936870261367
1999-12-09,112.33508931588833
1999-12-10,112.50020862847082
1999-12-13,113.25972007974529
1999-12-14,113.84784481716878
1999-12-15,113.37290716862755
1999-12-16,113.91815221418717
1999-12-17,115.46067808586575
1999-12-20,115.74522273390713
1999-12-21,115.68950640269593
1999-12-22,115.74932668553814
1999-12-23,116.54425594253082
1999-12-24,117.0016544714187
1999-12-27,116.81971976153491
1999-12-28,116.58023883477745
1999-12-29,117.50542353778054
1999-12-30,118.7634725032019
1999-12-31,118.7634725032019
2000-01-03,120.3533335896601
2000-01-04,118.94266581455577
2000-01-05,119.07450075887466
2000-01-06,119.10176897071467
2000-01-07,119.88614680171078
2000-01-10,121.80110071021281
2000-01-11,121.25419213223276
2000-01-12,123.16364009141955
2000-01-13,128.17271885489757
2000-01-14,130.4121550518953
2000-01-17,132.57216958069074
2000-01-18,130.50037286214334
2000-01-19,129.97077016628137
2000-01-20,129.50287251834413
2000-01-21,129.92376508551303
2000-01-24,128.75239730657816
2000-01-25,126.92132744912168
2000-01-26,126.58858495041672
2000-01-27,125.58483864262246
2000-01-28,125.74735632769796
2000-01-31,124.41610936330497
2000-02-01,123.76141846182715
2000-02-02,125.00318796178362
2000-02-03,127.61079989804144
2000-02-04,130.38270195314433
2000-02-07,130.9281442216198
2000-02-08,132.8336528674357
2000-02-09,132.78587775980472
2000-02-10,131.47879660503673
2000-02-11,132.26092609479244
2000-02-14,130.48746676603002
2000-02-15,128.89254819801735
2000-02-16,127.3470236805273
2000-02-17,126.71955125641504
2000-02-18,123.6318601559496
2000-02-21,123.28148764355184
2000-02-22,120.799087391605
2000-02-23,120.80449129949858
2000-02-24,119.49732954058237
2000-02-25,118.16935476161018
2000-02-28,119.14626417550643
2000-02-29,120.67760665036687
2000-03-01,122.92810791043324
2000-03-02,123.23691955203033
2000-03-03,124.72514995498258
2000-03-06,123.78114932831892
2000-03-07,121.26464580426237
2000-03-08,122.63498921049917
2000-03-09,121.64292107179453
2000-03-10,121.71971710274353
2000-03-13,119.99313766107245
2000-03-14,119.60362840475676
2000-03-15,119.33476297852341
2000-03-16,120.74553365254036
2000-03-17,121.5716455675067
2000-03-20,121.04466593642519
2000-03-21,120.71997785010427
2000-03-22,120.03925952617428
2000-03-23,120.5180867536119
2000-03-24,121.67753369352161
2000-03-27,122.87005234394218
2000-03-28,121.15296875692255
2000-03-29,120.3274750929228
2000-03-30,119.9872158286521
2000-03-31,120.26816415969795
2000-04-03,118.94379341513972
2000-04-04,116.86191689061184
2000-04-05,118.09823703565502
2000-04-06,118.67627853713427
2000-04-07,119.67559333175906
2000-04-10,119.62931626079738
2000-04-11,118.94364935666208
2000-04-12,117.86093756584475
2000-04-13,116.2991773149277
2000-04-14,113.38465908193785
2000-04-17,111.07123170685051
2000-04-18,113.53051057313526
2000-04-19,113.30679976222527
2000-04-20,114.14542675743704
2000-04-21,114.14542675743704
2000-04-24,112.45296859518535
2000-04-25,114.27765357511477
2000-04-26,114.0850362431208
2000-04-27,113.24503811989861
2000-04-28,111.68695650510715
2000-05-01,111.68695650510715
2000-05-02,112.47693975436734
2000-05-03,109.97656477737048
2000-05-04,109.79126527304454
2000-05-05,110.92821593818626
2000-05-08,109.45589970955912
2000-05-09,109.65748468178649
2000-05-10,108.43195177274794
2000-05-11,110.04281538475949
2000-05-12,114.76245494191998
2000-05-15,119.76251461570827
2000-05-16,119.84597678121216
2000-05-17,118.51477955129359
2000-05-18,117.56600355759416
2000-05-19,116.69496340491222
2000-05-22,114.53761910289884
2000-05-23,113.95370550347366
2000-05-24,113.90475391827522
2000-05-25,112.43775413346594
2000-05-26,111.99448962771513
2000-05-29,111.2376904202787
2000-05-30,112.53403321602555
2000-05-31,113.84334384723329
2000-06-01,114.52031322078075
2000-06-02,115.81283932436095
2000-06-05,114.03970498466414
2000-06-06,113.60524090841376
2000-06-07,112.52467884737894
2000-06-08,112.2543771238238
2000-06-09,112.83469269127161
2000-06-12,111.51537771328596
2000-06-13,111.08946968161858
2000-06-14,111.55576639397388
2000-06-15,110.50542660106171
2000-06-16,110.60275611002082
2000-06-19,110.60275611002082
2000-06-20,109.53407287095514
2000-06-21,109.21859852476696
2000-06-22,108.73526861241199
2000-06-23,108.18711324260755
2000-06-26,108.18711324260755
2000-06-27,109.48954165154397
2000-06-28,109.00566723244314
2000-06-29,108.7126900185139
2000-06-30,109.56594152167946
2000-07-03,110.56866303732494
2000-07-04,110.62283848781209
2000-07-05,110.65671380434028
2000-07-06,109.84398205839906
2000-07-07,110.10594720068403
2000-07-10,111.03688835678348
2000-07-11,110.78680947463833
2000-07-12,110.95108524316355
2000-07-13,109.35603302660331
2000-07-14,108.51231801003308
2000-07-17,108.95825805286549
2000-07-18,107.87393997725067
2000-07-19,107.68544793534745
2000-07-20,108.55054272246913
2000-07-21,108.89050368901583
2000-07-24,108.52113870391622
2000-07-25,107.88840085269797
2000-07-26,106.96428901477063
2000-07-27,106.37193884694479
2000-07-28,105.01534531049467
2000-07-31,104.90621961996153
2000-08-01,107.6312779490813
2000-08-02,109.096818045659
2000-08-03,109.77387394112526
2000-08-04,109.11845739358567
2000-08-07,108.72230315468782
2000-08-08,109.01531436642217
2000-08-09,109.58096613030247
2000-08-10,109.61129523414934
2000-08-11,109.62081987998884
2000-08-14,110.41639281275043
2000-08-15,110.59898308106737
2000-08-16,110.41676314612742
2000-08-17,109.98991715228976
2000-08-18,110.41464556250986
2000-08-21,109.35765860038923
2000-08-22,110.2511190650615
2000-08-23,110.14166808885071
2000-08-24,109.3899122753751
2000-08-25,108.32431777040496
2000-08-28,108.8789952913164
2000-08-29,107.96356145272891
2000-08-30,106.551631138158
2000-08-31,106.63171058137574
2000-09-01,107.533575102008
2000-09-04,107.36205499994007
2000-09-05,106.20950258198086
2000-09-06,105.35356981923329
2000-09-07,105.37303383075184
2000-09-08,105.93359040085079
2000-09-11,105.78232206819078
2000-09-12,105.42812465812601
2000-09-13,105.6137918465565
2000-09-14,106.96616801806344
2000-09-15,107.62800605696061
2000-09-18,107.3989087491675
2000-09-19,107.3989087491675
2000-09-20,105.81848714312326
2000-09-21,105.26641767173459
2000-09-22,104.97051174993392
2000-09-25,105.75066210349631
2000-09-26,103.5577045888385
2000-09-27,102.59371584744537
2000-09-28,103.49616221666938
2000-09-29,104.27829558974912
2000-10-02,103.85188321962579
2000-10-03,103.62872378721987
2000-10-04,102.78205752667886
2000-10-05,103.41118142902728
2000-10-06,103.10680971427763
2000-10-09,102.8316870342609
2000-10-10,102.01885280616477
2000-10-11,99.81744614049317
2000-10-12,97.10648418570808
2000-10-13,97.41784792049411
2000-10-16,97.86294957118967
2000-10-17,95.79737907271229
2000-10-18,93.93181829354327
2000-10-19,94.97554740575559
2000-10-20,95.15463932187576
2000-10-23,95.6482098512633
2000-10-24,96.42231558602722
2000-10-25,96.65824208859632
2000-10-26,96.3405139465909
2000-10-27,98.36678672661874
2000-10-30,98.1438575794547
2000-10-31,100.08272195672431
2000-11-01,100.10026955415691
2000-11-02,100.83844882355854
2000-11-03,102.46837948267698
2000-11-06,103.86802316497102
2000-11-07,103.81086405609354
2000-11-08,103.62610940263394
2000-11-09,102.79394796204721
2000-11-10,102.33844440552653
2000-11-13,101.97310718576078
2000-11-14,102.28939292471529
2000-11-15,102.15728946875771
2000-11-16,101.85986858484478
2000-11-17,101.59260760969417
2000-11-20,101.23706633457617
2000-11-21,101.71861897219186
2000-11-22,100.7300295796911
2000-11-23,100.70999800794709
2000-11-24,101.45620704511883
2000-11-27,101.27416030257855
2000-11-28,99.86437452538156
2000-11-29,99.93593657623994
2000-11-30,99.70669849275075
2000-12-01,99.69021930803085
2000-12-04,100.2207381054264
2000-12-05,101.52749315689567
2000-12-06,100.8379943932027
2000-12-07,100.1753814373046
2000-12-08,100.1753814373046
2000-12-11,100.65028875541786
2000-12-12,101.82865225605809
2000-12-13,101.60054228403607
2000-12-14,101.3741187035824
2000-12-15,100.77665921219865
2000-12-18,100.36210958250089
2000-12-19,100.5345841073371
2000-12-20,99.26688380899905
2000-12-21,99.25532160352135
2000-12-22,99.01731600524656
2000-12-25,99.01731600524656
2000-12-26,98.26309586753699
2000-12-27,98.70081745948991
2000-12-28,100.12764731371966
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.97891399683742
2001-01-03,100.7957091717105
2001-01-04,101.84387281179758
2001-01-05,102.21153622727945
2001-01-08,101.61438265862732
2001-01-09,101.43805516919794
2001-01-10,101.80641184615338
2001-01-11,102.65983716371036
2001-01-12,102.91874217480695
2001-01-15,103.02971958469072
2001-01-16,103.47609959688273
2001-01-17,104.70069690501634
2001-01-18,106.12321113643385
2001-01-19,107.13609026428742
2001-01-22,107.78285062885749
2001-01-23,108.49033984663555
2001-01-24,107.39503689987028
2001-01-25,107.39405557746865
2001-01-26,106.9118361784831
2001-01-29,107.08215813370946
2001-01-30,107.69838564570162
2001-01-31,108.59307501957868
2001-02-01,108.40590656730201
2001-02-02,107.77634587861569
2001-02-05,107.32507716107648
2001-02-06,106.77656731668941
2001-02-07,105.46172779290083
2001-02-08,105.95712404749648
2001-02-09,105.8522194515783
2001-02-12,104.88794973964286
2001-02-13,105.2600292299169
2001-02-14,103.88306105683021
2001-02-15,103.813893006076
2001-02-16,102.89566383869527
2001-02-19,103.2614162307009
2001-02-20,103.54544401515709
2001-02-21,102.2227753359626
2001-02-22,101.27737705588763
2001-02-23,100.26422628570047
2001-02-26,101.20132680994789
2001-02-27,101.10436826174224
2001-02-28,100.3085206406208
2001-03-01,99.84800852418452
2001-03-02,99.03520595770715
2001-03-05,97.85022356543404
2001-03-06,98.87085315703074
2001-03-07,100.13828768399628
2001-03-08,100.6729102503466
2001-03-09,99.84182091806103
2001-03-12,98.68660310309343
2001-03-13,99.09337077792222
2001-03-14,99.19627652500733
2001-03-15,99.12534856434078
2001-03-16,98.22132172703921
2001-03-19,98.54374931104165
2001-03-20,98.82007005708473
2001-03-21,98.12422241642429
2001-03-22,96.37470093984889
2001-03-23,96.02217784010804
2001-03-26,97.08007801169235
2001-03-27,96.95902923507974
2001-03-28,96.6131489276807
2001-03-29,96.73155838603708
2001-03-30,97.48090064613652
2001-04-02,97.49947502408477
2001-04-03,96.01062342507645
2001-04-04,96.0706768982525
2001-04-05,96.966577542997
2001-04-06,96.69680404051347
2001-04-09,96.49424899225735
2001-04-10,96.11687601245814
2001-04-11,96.4449385357564
2001-04-12,95.94415234862167
2001-04-13,95.94415234862167
2001-04-16,95.4545668100033
2001-04-17,96.11944676650596
2001-04-18,97.82831320223588
2001-04-19,99.73979537625912
2001-04-20,98.25332346547245
2001-04-23,98.19797602481314
2001-04-24,98.1488559875465
2001-04-25,97.83299412145566
2001-04-26,99.05874769624927
2001-04-27,101.81393527979576
2001-04-30,102.68315454905458
2001-05-01,102.17046508638141
2001-05-02,102.33549973830011
2001-05-03,101.83020509653139
2001-05-04,103.1774027548237
2001-05-07,103.87928181042011
2001-05-08,104.78591071025036
2001-05-09,104.58787873993855
2001-05-10,106.18166199645036
2001-05-11,106.464907229562
2001-05-14,106.14747500956652
2001-05-15,105.69322194702167
2001-05-16,105.78344670942079
2001-05-17,106.01301493844677
2001-05-18,106.66945686448474
2001-05-21,106.55528734865743
2001-05-22,107.24747493662413
2001-05-23,107.18807464257222
2001-05-24,107.91564461777152
2001-05-25,109.06314290018344
2001-05-28,109.47326710187303
2001-05-29,110.18550065682776
2001-05-30,109.80852278201371
2001-05-31,110.99746121764964
2001-06-01,110.80864618829263
2001-06-04,110.73781834228127
2001-06-05,110.1561087391408
2001-06-06,109.72644718634544
2001-06-07,109.6180793949591
2001-06-08,110.14297756529359
2001-06-11,110.00717741212245
2001-06-12,108.81749206076039
2001-06-13,108.90670830388412
2001-06-14,109.49119247125246
2001-06-15,109.22961500087264
2001-06-18,106.76533239398627
2001-06-19,105.54025200341368
2001-06-20,104.7729254852079
2001-06-21,104.87310815047167
2001-06-22,105.66087205872334
2001-06-25,105.35635916636815
2001-06-26,104.39604392661643
2001-06-27,103.32364929218004
2001-06-28,103.40166278218513
2001-06-29,103.6767084063105
2001-07-02,103.15155531268134
2001-07-03,102.94778538423782
2001-07-04,102.21964473258802
2001-07-05,102.17403894567478
2001-07-06,102.27243874441565
2001-07-09,102.99466738276385
2001-07-10,102.02784970708414
2001-07-11,98.4181751022328
2001-07-12,96.58578157645837
2001-07-13,96.35241592405124
2001-07-16,95.71191948714086
2001-07-17,97.59673774658975
2001-07-18,97.75964656739711
2001-07-19,95.65870146547829
2001-07-20,97.3925601620534
2001-07-23,97.99614097650252
2001-07-24,97.91839190568986
2001-07-25,98.2814429043904
2001-07-26,98.16542848971893
2001-07-27,97.99556623527842
2001-07-30,99.2264799183949
2001-07-31,98.93597430444713
2001-08-01,96.69552045220537
2001-08-02,97.19313719096671
2001-08-03,97.75193742948315
2001-08-06,97.61788424815106
2001-08-07,97.44426237379304
2001-08-08,97.31587557540746
2001-08-09,98.49678161325092
2001-08-10,99.2952231635761
2001-08-13,99.44037276841011
2001-08-14,99.52391640619291
2001-08-15,99.06359042151439
2001-08-16,99.95014282034015
2001-08-17,100.75217946324008
2001-08-20,101.34971544705316
2001-08-21,101.97609098781702
2001-08-22,102.61847087570347
2001-08-23,102.02644055612916
2001-08-24,102.36288972898271
2001-08-27,101.77168621734242
2001-08-28,102.21498310545171
2001-08-29,104.11690732904485
2001-08-30,102.5294656885125
2001-08-31,102.54045507884985
2001-09-03,102.20104486118119
2001-09-04,101.68020175356288
2001-09-05,101.66014584330837
2001-09-06,101.31544008039292
2001-09-07,101.06190929430531
2001-09-10,100.40727225499961
2001-09-11,94.5331312915097
2001-09-12,96.5262064142804
2001-09-13,94.726189810916
2001-09-14,91.42018439725015
2001-09-17,91.52781473923379
2001-09-18,92.17069656614949
2001-09-19,92.15735009980631
2001-09-20,88.610327867983
2001-09-21,87.06719280608064
2001-09-24,87.76907907774185
2001-09-25,87.77058927934988
2001-09-26,86.43884797479035
2001-09-27,85.26826797931847
2001-09-28,85.04840982336512
2001-10-01,84.8925293936299
2001-10-02,84.44301523509061
2001-10-03,83.91943720700522
2001-10-04,82.72697595911424
2001-10-05,81.17373148500353
2001-10-08,78.89631323106167
2001-10-09,79.48014286514149
2001-10-10,81.56871827380587
2001-10-11,84.16075842572609
2001-10-12,83.68573500580494
2001-10-15,82.84717708373712
2001-10-16,84.40677286467431
2001-10-17,85.92136943497152
2001-10-18,85.64764291190626
2001-10-19,84.60214489966624
2001-10-22,85.97868853124939
2001-10-23,86.57277980236273
2001-10-24,86.53520182697035
2001-10-25,85.71072140303501
2001-10-26,86.57878576309405
2001-10-29,85.18150132651932
2001-10-30,85.21117708465907
2001-10-31,85.53824004543243
2001-11-01,85.35245671737191
2001-11-02,84.3904366893284
2001-11-05,85.46300800359805
2001-11-06,87.36650512584376
2001-11-07,89.30930386532346
2001-11-08,90.73266636771807
2001-11-09,90.56610398373007
2001-11-12,90.29701564360438
2001-11-13,93.01318513410449
2001-11-14,94.05289290279144
2001-11-15,94.40089754697469
2001-11-16,95.85785969591814
2001-11-19,97.91765481190996
2001-11-20,96.34020709170207
2001-11-21,96.61491029215827
2001-11-22,96.90319901075011
2001-11-23,97.18510691811626
2001-11-26,97.51757665081398
2001-11-27,96.87595687249221
2001-11-28,94.23488867416556
2001-11-29,93.28593528759545
2001-11-30,93.63796936849197
2001-12-03,93.29633964311434
2001-12-04,95.6634044415167
2001-12-05,96.12218202823034
2001-12-06,95.34723457030272
2001-12-07,95.68296724400844
2001-12-10,96.4000422007301
2001-12-11,95.99755398921523
2001-12-12,94.60061672515289
2001-12-13,94.71273173190637
2001-12-14,95.39135524495683
2001-12-17,96.09586578962693
2001-12-18,96.83870203819586
2001-12-19,97.48800218182713
2001-12-20,95.50403301163962
2001-12-21,96.18140332141967
2001-12-24,96.74971681162253
2001-12-25,96.74971681162253
2001-12-26,96.50508028256323
2001-12-27,97.64472891245505
2001-12-28,96.46787197381397
2001-12-31,96.37303098949425
2002-01-01,96.37303098949425
2002-01-02,97.52472342339138
2002-01-03,99.2658444490819
2002-01-04,99.09726552278106
2002-01-07,97.61712447855548
2002-01-08,94.97829373211943
2002-01-09,92.38890110452114
2002-01-10,91.42978106833397
2002-01-11,91.36245073629638
2002-01-14,91.32564664761453
2002-01-15,92.38330334559171
2002-01-16,91.09346348783974
2002-01-17,91.92428825539197
2002-01-18,91.11638926997732
2002-01-21,91.60364679793041
2002-01-22,92.19337418903581
2002-01-23,91.71717080503498
2002-01-24,93.2401106842065
2002-01-25,92.49566276033308
2002-01-28,91.70507485161122
2002-01-29,91.49234047211135
2002-01-30,91.41108272591883
2002-01-31,91.67837852739159
2002-02-01,91.93493164545045
2002-02-04,90.28990456200181
2002-02-05,88.99786855769848
2002-02-06,88.89353848768137
2002-02-07,88.96899702314965
2002-02-08,88.9295169861112
2002-02-11,88.27767381512828
2002-02-12,89.62089857710268
2002-02-13,91.1685227883175
2002-02-14,91.24857655401183
2002-02-15,91.34590610505373
2002-02-18,91.88741986168368
2002-02-19,91.31707087083839
2002-02-20,90.27985658990623
2002-02-21,90.50186855509406
2002-02-22,90.34285798036453
2002-02-25,91.01035434209021
2002-02-26,91.08976505579201
2002-02-27,91.13120126953645
2002-02-28,92.0933453676711
2002-03-01,93.77157259870688
2002-03-04,95.8528649162998
2002-03-05,95.7311258545264
2002-03-06,96.33847496147209
2002-03-07,97.31248398631293
2002-03-08,98.00760176093462
2002-03-11,97.08090774030296
2002-03-12,96.3479541601335
2002-03-13,97.13854254120265
2002-03-14,97.40027255200744
2002-03-15,97.6473845655537
2002-03-18,97.87367736599953
2002-03-19,97.30930509459357
2002-03-20,96.77194602407567
2002-03-21,97.247604883325
2002-03-22,95.82858155204543
2002-03-25,94.90350772218933
2002-03-26,95.3793135120724
2002-03-27,94.0912863979577
2002-03-28,95.61753717044675
2002-03-29,95.61753717044675
2002-04-01,94.24508674524954
2002-04-02,93.73358398878486
2002-04-03,93.9233701632444
2002-04-04,93.29216162245578
2002-04-05,94.05636996383886
2002-04-08,94.90045942745226
2002-04-09,95.72214112368965
2002-04-10,96.45647691580166
2002-04-11,95.34880809710798
2002-04-12,94.79842525400275
2002-04-15,94.08037129065038
2002-04-16,95.4293089415207
2002-04-17,95.67829407736978
2002-04-18,94.69611508413999
2002-04-19,95.40847728985034
2002-04-22,94.39867314877877
2002-04-23,94.04836882238159
2002-04-24,93.96207931814818
2002-04-25,92.77425345260566
2002-04-26,93.4489981315382
2002-04-29,93.34521641428778
2002-04-30,94.84886349010833
2002-05-01,94.77554752544104
2002-05-02,94.72489136416074
2002-05-03,93.92987373638896
2002-05-06,93.52951024024757
2002-05-07,93.46355491667055
2002-05-08,94.26641881228187
2002-05-09,93.9880159736361
2002-05-10,93.2980429010803
2002-05-13,93.65564939880079
2002-05-14,93.50643029699803
2002-05-15,93.33963533648117
2002-05-16,94.5727660899512
2002-05-17,94.23463969626877
2002-05-20,94.3142359326347
2002-05-21,94.40995160779273
2002-05-22,93.08394384358826
2002-05-23,92.14270335712641
2002-05-24,92.2477238998162
2002-05-27,92.23366710379334
2002-05-28,91.17007254592468
2002-05-29,90.42586040053536
2002-05-30,90.24765166885511
2002-05-31,89.68731280749391
2002-06-03,89.23723606007295
2002-06-04,87.66014717937992
2002-06-05,87.1655839053802
2002-06-06,86.69432773565619
2002-06-07,86.63762741956906
2002-06-10,87.37547641745198
2002-06-11,85.92632178009586
2002-06-12,84.77931282046114
2002-06-13,85.16297456310589
2002-06-14,85.50363604120996
2002-06-17,86.82537586415751
2002-06-18,86.84004697073497
2002-06-19,84.99117929890053
2002-06-20,83.08468566887079
2002-06-21,81.25833551361289
2002-06-24,80.87894653461038
2002-06-25,81.74785130819274
2002-06-26,79.08170342947435
2002-06-27,80.27180080859917
2002-06-28,80.97995112760485
2002-07-01,80.4638077781422
2002-07-02,78.85723596756232
2002-07-03,77.54297771696456
2002-07-04,78.70200943683467
2002-07-05,79.33373901965315
2002-07-08,78.48381241805141
2002-07-09,77.44221081949794
2002-07-10,76.72836382801641
2002-07-11,76.43085479259526
2002-07-12,77.03549794111619
2002-07-15,75.09716640413093
2002-07-16,74.63350250485837
2002-07-17,75.122553176442
2002-07-18,76.12508157876437
2002-07-19,76.61751692193282
2002-07-22,75.32525544198275
2002-07-23,74.56251234469046
2002-07-24,75.09820035354868
2002-07-25,74.61501333233426
2002-07-26,75.54005724974654
2002-07-29,77.74595178747681
