Date,SPAIN
1999-10-25,1466.4005176341266
1999-10-26,1476.0307112478195
1999-10-27,1462.9356084717035
1999-10-28,1490.000491626154
1999-10-29,1511.3928403314706
1999-11-01,1509.82387983018
1999-11-02,1525.0338944839111
1999-11-03,1540.5903636372625
1999-11-04,1562.6507421677668
1999-11-05,1576.95467815928
1999-11-08,1585.620228561321
1999-11-09,1578.7856065970727
1999-11-10,1598.2228792894819
1999-11-11,1616.2070459976976
1999-11-12,1598.3370950585875
1999-11-15,1609.8620289636817
1999-11-16,1620.0200815137528
1999-11-17,1637.504065918336
1999-11-18,1640.6264105384923
1999-11-19,1650.7431964345951
1999-11-22,1629.4228367698352
1999-11-23,1635.503005643606
1999-11-24,1625.5365707374724
1999-11-25,1657.7895645029591
1999-11-26,1648.8716138042048
1999-11-29,1629.5921244032616
1999-11-30,1641.3449104912168
1999-12-01,1664.5637514276416
1999-12-02,1670.6666641371735
1999-12-03,1687.7489897537355
1999-12-06,1723.5664590368876
1999-12-07,1761.7166943624661
1999-12-08,1764.9894065256017
1999-12-09,1749.293080990631
1999-12-10,1727.8927702874971
1999-12-13,1725.573362524153
1999-12-14,1717.5617553357765
1999-12-15,1701.0054347184707
1999-12-16,1734.2047475135223
1999-12-17,1751.499812414801
1999-12-20,1758.742979219237
1999-12-21,1740.257504602708
1999-12-22,1737.6906127866248
1999-12-23,1763.703320412463
1999-12-24,1763.703320412463
1999-12-27,1744.765998281546
1999-12-28,1723.2485253735238
1999-12-29,1727.5119682920952
1999-12-30,1734.6771373133392
1999-12-31,1734.6771373133392
2000-01-03,1750.9747012780856
2000-01-04,1725.2785203097603
2000-01-05,1687.3505256966473
2000-01-06,1689.3098061740986
2000-01-07,1719.6309643527395
2000-01-10,1724.132489214361
2000-01-11,1706.0240921659804
2000-01-12,1678.6601954386133
2000-01-13,1691.6204905011646
2000-01-14,1699.659906746367
2000-01-17,1702.480109274714
2000-01-18,1668.3823322020517
2000-01-19,1680.107094044051
2000-01-20,1674.4636101274937
2000-01-21,1653.5374438432384
2000-01-24,1641.9622549997375
2000-01-25,1635.3203100720673
2000-01-26,1651.0068031190888
2000-01-27,1659.865361617908
2000-01-28,1620.6269976259637
2000-01-31,1604.5374884440996
2000-02-01,1623.8333487719478
2000-02-02,1645.9581350644214
2000-02-03,1702.4037005804835
2000-02-04,1702.9657745885631
2000-02-07,1691.4767276091818
2000-02-08,1744.9770988182709
2000-02-09,1766.2977398842013
2000-02-10,1745.3434665889397
2000-02-11,1771.665053381663
2000-02-14,1774.6755989721762
2000-02-15,1759.6051427458842
2000-02-16,1770.1805959965006
2000-02-17,1772.0033969063759
2000-02-18,1768.087765834246
2000-02-21,1759.360406492808
2000-02-22,1778.7539461327567
2000-02-23,1801.0983412091032
2000-02-24,1794.8897044246035
2000-02-25,1798.2650783558538
2000-02-28,1753.5348394660823
2000-02-29,1763.2429149918971
2000-03-01,1781.248699931193
2000-03-02,1816.4201714454875
2000-03-03,1828.885217001391
2000-03-06,1841.2909365693997
2000-03-07,1805.5555205568937
2000-03-08,1811.3650311639044
2000-03-09,1824.1101702022768
2000-03-10,1797.6954230691872
2000-03-13,1791.7858826226543
2000-03-14,1809.2501192862892
2000-03-15,1787.9475375542859
2000-03-16,1817.7580850329846
2000-03-17,1802.9454915967108
2000-03-20,1813.7189188471104
2000-03-21,1826.7477764771452
2000-03-22,1800.7623151057926
2000-03-23,1802.1458156828714
2000-03-24,1810.5659842644457
2000-03-27,1801.9078496108916
2000-03-28,1800.3748588003643
2000-03-29,1756.3390021277246
2000-03-30,1737.1297305952662
2000-03-31,1758.8222846902204
2000-04-03,1737.546883000662
2000-04-04,1733.8349863758006
2000-04-05,1717.6714686861578
2000-04-06,1726.8059162029026
2000-04-07,1746.6797414284451
2000-04-10,1749.7519138752452
2000-04-11,1728.659356734316
2000-04-12,1727.5390986755103
2000-04-13,1734.3619514496377
2000-04-14,1705.6490175120437
2000-04-17,1680.2642317681261
2000-04-18,1672.814284762579
2000-04-19,1662.8014683223826
2000-04-20,1686.9908784480447
2000-04-21,1686.9908784480447
2000-04-24,1687.260344898084
2000-04-25,1658.4408426820112
2000-04-26,1657.2472216828178
2000-04-27,1607.2979346062916
2000-04-28,1630.4867318295387
2000-05-01,1626.4831380621874
2000-05-02,1676.2308591357576
2000-05-03,1630.1253134088647
2000-05-04,1617.8250034086334
2000-05-05,1614.6744028003807
2000-05-08,1582.320866052061
2000-05-09,1571.6351532017325
2000-05-10,1554.4617198180463
2000-05-11,1563.1644317275714
2000-05-12,1576.1127093048517
2000-05-15,1581.7371241538713
2000-05-16,1600.1488551107823
2000-05-17,1533.4973988457054
2000-05-18,1547.8893140854502
2000-05-19,1501.435393709775
2000-05-22,1489.6492036476093
2000-05-23,1502.2643022393015
2000-05-24,1493.010855133557
2000-05-25,1528.3393650538671
2000-05-26,1549.8860209185461
2000-05-29,1567.0101428853966
2000-05-30,1588.9404809692205
2000-05-31,1581.4729877730572
2000-06-01,1613.4883299737542
2000-06-02,1668.662624320641
2000-06-05,1647.4270657261895
2000-06-06,1642.848817663147
2000-06-07,1627.1287551118141
2000-06-08,1635.6370684717199
2000-06-09,1639.0103898297284
2000-06-12,1633.8716071885378
2000-06-13,1647.5340974889484
2000-06-14,1656.883734135892
2000-06-15,1645.4154777370898
2000-06-16,1636.153141664967
2000-06-19,1617.4437213759409
2000-06-20,1603.5697994786049
2000-06-21,1558.4922453326922
2000-06-22,1564.3490147832965
2000-06-23,1561.9572703661856
2000-06-26,1560.0013998087973
2000-06-27,1578.8014809336773
2000-06-28,1595.366409116191
2000-06-29,1577.2589224833614
2000-06-30,1624.2530006818558
2000-07-03,1639.9816760372335
2000-07-04,1666.4899574219883
2000-07-05,1661.937553229977
2000-07-06,1661.3992334882498
2000-07-07,1674.1099316857008
2000-07-10,1675.991771802949
2000-07-11,1681.419480067437
2000-07-12,1668.420343876211
2000-07-13,1651.3836595356547
2000-07-14,1675.7691834473485
2000-07-17,1657.9060281621857
2000-07-18,1626.2480503560575
2000-07-19,1624.259020620324
2000-07-20,1641.1282379002037
2000-07-21,1639.173738958845
2000-07-24,1633.5743248054898
2000-07-25,1631.1160545702091
2000-07-26,1637.1866917369246
2000-07-27,1632.6798366700104
2000-07-28,1588.5727155797274
2000-07-31,1587.075996080662
2000-08-01,1587.9172010071982
2000-08-02,1581.5777709681533
2000-08-03,1543.0997945117258
2000-08-04,1567.591622062985
2000-08-07,1584.6048210094746
2000-08-08,1594.4332259355506
2000-08-09,1606.1256762465205
2000-08-10,1650.008801013451
2000-08-11,1638.9286991817548
2000-08-14,1657.015725246316
2000-08-15,1674.8451414945748
2000-08-16,1690.7261136449397
2000-08-17,1665.417140991906
2000-08-18,1641.8239925159905
2000-08-21,1636.7592591265893
2000-08-22,1599.822345363365
2000-08-23,1573.5612124242768
2000-08-24,1572.3007780936473
2000-08-25,1588.4017445614788
2000-08-28,1590.607014890286
2000-08-29,1574.6267254725794
2000-08-30,1569.5596109098249
2000-08-31,1555.5771392870884
2000-09-01,1610.9284491211304
2000-09-04,1629.1729284099017
2000-09-05,1597.9255556361654
2000-09-06,1589.6155821604893
2000-09-07,1585.6864598127852
2000-09-08,1553.1974518417637
2000-09-11,1568.5090904470107
2000-09-12,1575.479554483469
2000-09-13,1566.7105398622696
2000-09-14,1591.8973507662415
2000-09-15,1597.1854399511553
2000-09-18,1542.418053434472
2000-09-19,1525.0996677119215
2000-09-20,1493.0706799194065
2000-09-21,1490.8323473275439
2000-09-22,1575.4047845811654
2000-09-25,1576.7430830217197
2000-09-26,1562.2372613915247
2000-09-27,1564.267790341672
2000-09-28,1580.0149448144196
2000-09-29,1569.783884478633
2000-10-02,1598.3070938176627
2000-10-03,1607.4047174693242
2000-10-04,1586.3268913221061
2000-10-05,1591.1941063958882
2000-10-06,1582.6805031330832
2000-10-09,1542.9114179053006
2000-10-10,1559.8744697442767
2000-10-11,1527.479811745547
2000-10-12,1507.4664877445327
2000-10-13,1472.7897370492126
2000-10-16,1461.671908614744
2000-10-17,1454.1703231301283
2000-10-18,1400.670817647304
2000-10-19,1433.2555192815917
2000-10-20,1440.9353874942976
2000-10-23,1425.2203114451324
2000-10-24,1473.7346886813286
2000-10-25,1440.7820118728062
2000-10-26,1418.5738592636435
2000-10-27,1452.940767032396
2000-10-30,1441.6179957125185
2000-10-31,1455.1534695020398
2000-11-01,1472.321396230474
2000-11-02,1496.568495864023
2000-11-03,1502.937833508652
2000-11-06,1512.7632931424855
2000-11-07,1507.1190802219473
2000-11-08,1488.9656093579458
2000-11-09,1460.9873225037147
2000-11-10,1432.3809442835168
2000-11-13,1425.3359918564818
2000-11-14,1473.961701711548
2000-11-15,1476.8742990260853
2000-11-16,1444.7247429503366
2000-11-17,1408.670507290043
2000-11-20,1363.7371998409892
2000-11-21,1357.5135646488213
2000-11-22,1312.8748404191226
2000-11-23,1322.0785843543258
2000-11-24,1360.1288964715743
2000-11-27,1359.0615678223191
2000-11-28,1346.749541230526
2000-11-29,1369.8004704206542
2000-11-30,1348.1355864445948
2000-12-01,1368.1538608714866
2000-12-04,1356.706983979819
2000-12-05,1407.7023022744045
2000-12-06,1407.0660166979198
2000-12-07,1417.7306827672244
2000-12-08,1415.0218969726714
2000-12-11,1442.7733122613238
2000-12-12,1440.0964703743007
2000-12-13,1431.40333571267
2000-12-14,1424.3120961203426
2000-12-15,1383.578868337045
2000-12-18,1367.391162137946
2000-12-19,1394.4968586064058
2000-12-20,1365.1026361749537
2000-12-21,1391.7913746696033
2000-12-22,1416.2137018844294
2000-12-25,1416.2137018844294
2000-12-26,1424.4952049329706
2000-12-27,1439.6447001859653
2000-12-28,1433.1117325445443
2000-12-29,1460.4836158303892
2001-01-01,1460.4836158303892
2001-01-02,1471.6714633562044
2001-01-03,1492.6989089330998
2001-01-04,1556.6605707815452
2001-01-05,1572.6705864133494
2001-01-08,1572.3210869828515
2001-01-09,1551.2601776832244
2001-01-10,1549.82758485659
2001-01-11,1581.995474406036
2001-01-12,1615.147125650215
2001-01-15,1603.0496632620584
2001-01-16,1573.4269422659047
2001-01-17,1600.700022603464
2001-01-18,1627.5490790045615
2001-01-19,1589.6152517121122
2001-01-22,1599.075033110441
2001-01-23,1617.9950024084078
2001-01-24,1587.8736736354938
2001-01-25,1586.2774320163678
2001-01-26,1584.6283523022544
2001-01-29,1557.6133857910934
2001-01-30,1574.9191516789747
2001-01-31,1598.8766210168365
2001-02-01,1623.2697557984807
2001-02-02,1570.8846453408678
2001-02-05,1584.441079274852
2001-02-06,1582.4246910784393
2001-02-07,1577.592406354831
2001-02-08,1579.0883281440297
2001-02-09,1575.3032438988307
2001-02-12,1607.7803930467715
2001-02-13,1583.3133650138202
2001-02-14,1534.0774001605337
2001-02-15,1522.41607144013
2001-02-16,1534.3944192467877
2001-02-19,1555.2079864281854
2001-02-20,1504.5328045910067
2001-02-21,1497.5837783476363
2001-02-22,1463.4057344803132
2001-02-23,1454.1857161311555
2001-02-26,1476.9644479815354
2001-02-27,1506.3382199176824
2001-02-28,1508.312646065673
2001-03-01,1516.4877597508753
2001-03-02,1539.0150424815458
2001-03-05,1543.4184244635617
2001-03-06,1574.9025188607457
2001-03-07,1576.279381024841
2001-03-08,1568.234267341884
2001-03-09,1555.7708595051504
2001-03-12,1516.109356153966
2001-03-13,1498.3932341655502
2001-03-14,1470.7275661903545
2001-03-15,1477.7329801142635
2001-03-16,1432.4893730980202
2001-03-19,1428.7874699153335
2001-03-20,1429.0256563321066
2001-03-21,1373.754890124288
2001-03-22,1299.63649809987
2001-03-23,1352.1636554875645
2001-03-26,1394.9995636390263
2001-03-27,1434.5492822296137
2001-03-28,1407.3996715208395
2001-03-29,1407.137897811953
2001-03-30,1424.3137510490578
2001-04-02,1422.9114076643934
2001-04-03,1384.4745793831812
2001-04-04,1434.1418404379162
2001-04-05,1449.984389734729
2001-04-06,1459.5685863368599
2001-04-09,1477.1920884699148
2001-04-10,1482.0203814107185
2001-04-11,1472.1533678772971
2001-04-12,1494.5656215540444
2001-04-13,1494.5656215540444
2001-04-16,1479.2594763447773
2001-04-17,1455.9708115751569
2001-04-18,1478.428182990877
2001-04-19,1504.4525595543216
2001-04-20,1484.9134695856496
2001-04-23,1435.7453006342826
2001-04-24,1451.6739488282687
2001-04-25,1445.8910030665838
2001-04-26,1481.9164323448936
2001-04-27,1484.1010710302362
2001-04-30,1494.1349802938444
2001-05-01,1502.0560613466682
2001-05-02,1480.902830856265
2001-05-03,1462.0861001003334
2001-05-04,1471.8362841970331
2001-05-07,1472.2691431726107
2001-05-08,1471.8436243676283
2001-05-09,1470.251820393493
2001-05-10,1490.7444495629263
2001-05-11,1464.620030931804
2001-05-14,1449.5287818331608
2001-05-15,1469.4713313745012
2001-05-16,1467.0269413032877
2001-05-17,1471.3030667717014
2001-05-18,1473.2920505583302
2001-05-21,1463.0449216803622
2001-05-22,1442.3005536204587
2001-05-23,1431.6216349581882
2001-05-24,1424.6094624367806
2001-05-25,1401.5384970471541
2001-05-28,1419.3682090217803
2001-05-29,1400.7770436394337
2001-05-30,1398.7765567693273
2001-05-31,1393.441415131512
2001-06-01,1376.2691108790416
2001-06-04,1402.098554419482
2001-06-05,1407.500661844206
2001-06-06,1395.493944454329
2001-06-07,1395.9561108133405
2001-06-08,1406.8289784061749
2001-06-11,1395.5578345117283
2001-06-12,1385.1075695045024
2001-06-13,1400.7019148361153
2001-06-14,1407.6872441540377
2001-06-15,1398.1395014879333
2001-06-18,1344.063537870066
2001-06-19,1340.8052572414113
2001-06-20,1328.043618195374
2001-06-21,1313.4408643379827
2001-06-22,1315.206643762746
2001-06-25,1330.9763753773611
2001-06-26,1307.4689419459253
2001-06-27,1298.3548595976772
2001-06-28,1291.4373072467106
2001-06-29,1294.7221571221578
2001-07-02,1326.059130765787
2001-07-03,1318.8905789170635
2001-07-04,1298.9263254487623
2001-07-05,1273.553417324472
2001-07-06,1243.0727580623668
2001-07-09,1250.876717750702
2001-07-10,1253.734361536327
2001-07-11,1232.1856476656208
2001-07-12,1205.312582281536
2001-07-13,1227.906842611049
2001-07-16,1230.900696968061
2001-07-17,1236.4029155405547
2001-07-18,1242.7333804904881
2001-07-19,1262.2514456861852
2001-07-20,1259.1856766938877
2001-07-23,1264.1294826028304
2001-07-24,1271.2741843685978
2001-07-25,1246.4898916487043
2001-07-26,1255.805182527808
2001-07-27,1247.8256124974334
2001-07-30,1278.5170720592268
2001-07-31,1289.5991988226147
2001-08-01,1305.7430460201192
2001-08-02,1314.3959656528964
2001-08-03,1310.38881568354
2001-08-06,1313.1027460035302
2001-08-07,1299.1469128329966
2001-08-08,1279.8293960143474
2001-08-09,1274.544188431826
2001-08-10,1268.7764001439743
2001-08-13,1297.1524002040894
2001-08-14,1314.2243585223364
2001-08-15,1334.2877346219093
2001-08-16,1316.4671778171407
2001-08-17,1299.2781711816342
2001-08-20,1290.2374165286822
2001-08-21,1291.6401019637362
2001-08-22,1321.1392429062623
2001-08-23,1328.0658694412177
2001-08-24,1349.543381891562
2001-08-27,1341.4881846372305
2001-08-28,1317.463428621071
2001-08-29,1328.2763934754644
2001-08-30,1298.7199915945444
2001-08-31,1311.889900939956
2001-09-03,1284.297797194232
2001-09-04,1284.484742688895
2001-09-05,1255.539072740752
2001-09-06,1227.1881411238726
2001-09-07,1215.385458973758
2001-09-10,1203.07869984037
2001-09-11,1168.5804667956334
2001-09-12,1163.4727952402213
2001-09-13,1167.027472286374
2001-09-14,1114.1406247691075
2001-09-17,1143.3634848293987
2001-09-18,1141.4534682427036
2001-09-19,1134.42618298217
2001-09-20,1099.5870412049196
2001-09-21,1049.4854993352556
2001-09-24,1106.3655529626583
2001-09-25,1128.3517363540184
2001-09-26,1131.6267196020299
2001-09-27,1157.6795663011014
2001-09-28,1162.549674823378
2001-10-01,1148.4987938049246
2001-10-02,1170.592664346909
2001-10-03,1164.7812582094969
2001-10-04,1189.7239486714473
2001-10-05,1148.655738116769
2001-10-08,1152.5747738533846
2001-10-09,1164.5535481746763
2001-10-10,1196.1633552360681
2001-10-11,1184.5335325231026
2001-10-12,1189.7870352729558
2001-10-15,1185.3336849645889
2001-10-16,1209.9875383946671
2001-10-17,1248.172399557543
2001-10-18,1223.866347551881
2001-10-19,1184.58853443123
2001-10-22,1205.187804672703
2001-10-23,1228.217161301519
2001-10-24,1257.6014990170802
2001-10-25,1231.4251101678392
2001-10-26,1235.0685332277983
2001-10-29,1224.7197347920771
2001-10-30,1195.4736760451049
2001-10-31,1215.2766851000508
2001-11-01,1223.34402081452
2001-11-02,1208.001512181156
2001-11-05,1236.4148316047363
2001-11-06,1251.6172059127507
2001-11-07,1270.1567482326047
2001-11-08,1295.9395938802472
2001-11-09,1274.644194443998
2001-11-12,1251.8229351156904
2001-11-13,1281.2091401333805
2001-11-14,1295.2525675004658
2001-11-15,1296.1193232041296
2001-11-16,1305.7571817385765
2001-11-19,1315.7377651315423
2001-11-20,1299.1923876465466
2001-11-21,1274.117985061226
2001-11-22,1286.9037151493233
2001-11-23,1288.93081013694
2001-11-26,1294.7176224743682
2001-11-27,1281.0885570483229
2001-11-28,1274.8001388763737
2001-11-29,1266.7557932862078
2001-11-30,1296.4174188175148
2001-12-03,1279.3286319849246
2001-12-04,1312.2072645229061
2001-12-05,1357.5719532717383
2001-12-06,1362.2339973605506
2001-12-07,1342.1725032302875
2001-12-10,1315.3909659252104
2001-12-11,1326.8103813040693
2001-12-12,1321.0354877698085
2001-12-13,1292.235348738442
2001-12-14,1293.05362646245
2001-12-17,1336.3479798021147
2001-12-18,1321.4512214439742
2001-12-19,1291.0372724334457
2001-12-20,1274.8293856365406
2001-12-21,1268.1083096552418
2001-12-24,1255.4551064978498
2001-12-25,1255.4551064978498
2001-12-26,1256.527411850171
2001-12-27,1292.9084345249885
2001-12-28,1282.0459278731303
2001-12-31,1294.5494377163018
2002-01-01,1294.5494377163018
2002-01-02,1314.532732885265
2002-01-03,1335.0470379108344
2002-01-04,1310.0798344377183
2002-01-07,1259.6881439766748
2002-01-08,1259.0259709056272
2002-01-09,1236.474500774741
2002-01-10,1222.5937216543311
2002-01-11,1229.1233262438516
2002-01-14,1203.4711456732293
2002-01-15,1225.9645808059522
2002-01-16,1189.335329553433
2002-01-17,1211.5957126867488
2002-01-18,1219.7717254851111
2002-01-21,1202.9921081095301
2002-01-22,1223.7775077846807
2002-01-23,1233.088429638504
2002-01-24,1246.1169678360204
2002-01-25,1222.1002676100345
2002-01-28,1229.9193745665243
2002-01-29,1215.0775868621738
2002-01-30,1191.7566097627919
2002-01-31,1196.6519107356403
2002-02-01,1214.5818451374685
2002-02-04,1197.179774269507
2002-02-05,1172.1341343267677
2002-02-06,1150.3529495969926
2002-02-07,1179.5791119118144
2002-02-08,1177.3711896065486
2002-02-11,1182.8374718448788
2002-02-12,1175.876965865341
2002-02-13,1181.4914616236829
2002-02-14,1201.473517526054
2002-02-15,1188.8272154134154
2002-02-18,1172.2132801693624
2002-02-19,1158.3939615078148
2002-02-20,1157.4728198066357
2002-02-21,1157.6835231891534
2002-02-22,1155.3067384244027
2002-02-25,1165.0212702060774
2002-02-26,1173.5160142663208
2002-02-27,1206.6176902334387
2002-02-28,1213.6386286456152
2002-03-01,1229.193355540194
2002-03-04,1260.1195379462092
2002-03-05,1249.9699749652705
2002-03-06,1260.2053523240068
2002-03-07,1278.0939422413553
2002-03-08,1267.1159135279106
2002-03-11,1256.5815981986016
2002-03-12,1240.0091635750275
2002-03-13,1240.432218272633
2002-03-14,1257.4373901289273
2002-03-15,1269.627431484414
2002-03-18,1277.458708264104
2002-03-19,1291.9899783673513
2002-03-20,1282.2313901724133
2002-03-21,1268.934367391463
2002-03-22,1268.0747859790158
2002-03-25,1236.2970977833609
2002-03-26,1227.5051976521388
2002-03-27,1226.031272718195
2002-03-28,1239.0023005809305
2002-03-29,1239.0023005809305
2002-04-01,1249.1568930260855
2002-04-02,1244.5288085681782
2002-04-03,1252.402289328736
2002-04-04,1244.5128129398338
2002-04-05,1240.6045352643391
2002-04-08,1205.2320887916492
2002-04-09,1216.6332620791786
2002-04-10,1232.2117926373
2002-04-11,1219.6335987945718
2002-04-12,1221.1418449826442
2002-04-15,1236.676736650072
2002-04-16,1278.9237802980433
2002-04-17,1293.7776643527552
2002-04-18,1289.1221553193282
2002-04-19,1298.5907845829158
2002-04-22,1289.1357068370808
2002-04-23,1288.9629973477452
2002-04-24,1286.5387485640554
2002-04-25,1270.0072113977744
2002-04-26,1272.6481536161923
2002-04-29,1269.9727775296371
2002-04-30,1273.086242301332
2002-05-01,1280.2915911369075
2002-05-02,1260.2585961586371
2002-05-03,1270.3358541138912
2002-05-06,1261.859853103663
2002-05-07,1251.5789845265133
2002-05-08,1275.5629126567544
2002-05-09,1266.9506697084482
2002-05-10,1248.443853683087
2002-05-13,1261.3828737182737
2002-05-14,1265.7427364621167
2002-05-15,1284.1003773768039
2002-05-16,1272.5920040596166
2002-05-17,1291.3524343542874
2002-05-20,1278.2148878241474
2002-05-21,1264.3168360507468
2002-05-22,1259.2394394490734
2002-05-23,1258.519848669982
