Date,PERU
2000-05-29,121.63467397050552
2000-05-30,123.82501964253204
2000-05-31,122.35585341891986
2000-06-01,124.40414704655952
2000-06-02,129.80462014868291
2000-06-05,128.93786016262746
2000-06-06,129.9921023671064
2000-06-07,128.1770329216233
2000-06-08,129.5291594411757
2000-06-09,129.42549485638054
2000-06-12,129.17060129032475
2000-06-13,129.94689066542747
2000-06-14,130.46017006170882
2000-06-15,129.80134306331766
2000-06-16,126.55381623956836
2000-06-19,125.99373764899897
2000-06-20,124.9522568650512
2000-06-21,122.68577741885072
2000-06-22,124.28227899360985
2000-06-23,122.30817155239275
2000-06-26,122.19493700005022
2000-06-27,124.9191204270012
2000-06-28,127.80599769366145
2000-06-29,128.13550451019574
2000-06-30,127.29401485946264
2000-07-03,125.24632427452201
2000-07-04,124.69946240824567
2000-07-05,125.83692697516473
2000-07-06,126.39394667041044
2000-07-07,128.12265103953283
2000-07-10,127.96151540948647
2000-07-11,126.3928333866692
2000-07-12,124.11100831294385
2000-07-13,125.63348778059404
2000-07-14,124.85105281598096
2000-07-17,123.40096972682352
2000-07-18,122.80564865654507
2000-07-19,120.89510855067911
2000-07-20,123.36933176125738
2000-07-21,122.38498750033003
2000-07-24,122.04428578690283
2000-07-25,121.6961899688278
2000-07-26,121.15717592555657
2000-07-27,121.25709496119407
2000-07-28,121.25709496119407
2000-07-31,121.34151708288509
2000-08-01,121.04161444915098
2000-08-02,121.24926853572948
2000-08-03,120.07884311653045
2000-08-04,120.5223325465798
2000-08-07,119.95476084396297
2000-08-08,120.46269032416235
2000-08-09,119.64082829016922
2000-08-10,120.42763996897511
2000-08-11,120.62995876932736
2000-08-14,122.21270740985963
2000-08-15,124.03237561343242
2000-08-16,124.45574163194608
2000-08-17,124.34571573836794
2000-08-18,124.60505640764414
2000-08-21,124.14685195260162
2000-08-22,123.74143585973215
2000-08-23,125.20190467284456
2000-08-24,125.21582187948324
2000-08-25,125.08934913179858
2000-08-28,124.8306547299564
2000-08-29,125.37257073788433
2000-08-30,125.3935668624537
2000-08-31,124.67575738994246
2000-09-01,124.51892023371988
2000-09-04,124.30878882297627
2000-09-05,122.83847680824185
2000-09-06,123.7967722156229
2000-09-07,123.59883538248285
2000-09-08,123.73941192599275
2000-09-11,123.10812499495809
2000-09-12,123.71558782581474
2000-09-13,123.84220202996589
2000-09-14,124.6409391884114
2000-09-15,123.13953565048014
2000-09-18,115.20519363925358
2000-09-19,115.74695960075735
2000-09-20,116.4775594151475
2000-09-21,116.9894268235137
2000-09-22,116.51548854396012
2000-09-25,113.85198520554619
2000-09-26,112.13917552335582
2000-09-27,112.53756993652094
2000-09-28,110.95581102458333
2000-09-29,111.93506575234844
2000-10-02,112.00633146181625
2000-10-03,111.2412743065005
2000-10-04,111.58597634533993
2000-10-05,110.69971015943969
2000-10-06,110.25593183543502
2000-10-09,108.69320189357254
2000-10-10,108.74787717878249
2000-10-11,108.15681585388192
2000-10-12,107.14378060747566
2000-10-13,106.75487586791479
2000-10-16,106.84741089611391
2000-10-17,105.78878345401061
2000-10-18,102.31269807831521
2000-10-19,102.89670013088956
2000-10-20,103.16753251103586
2000-10-23,102.01483390513306
2000-10-24,102.54052570821263
2000-10-25,101.6367216625401
2000-10-26,102.0385309673945
2000-10-27,103.39245737972792
2000-10-30,103.3499127295337
2000-10-31,105.36602037080438
2000-11-01,105.43594396442236
2000-11-02,104.83396648556615
2000-11-03,102.36823776204018
2000-11-06,102.19406658027714
2000-11-07,100.90701396504583
2000-11-08,100.59485905326491
2000-11-09,98.80927727178442
2000-11-10,97.71277639333047
2000-11-13,95.09397003826453
2000-11-14,94.76346051371038
2000-11-15,93.92129969939324
2000-11-16,93.45422718174204
2000-11-17,94.43819919469958
2000-11-20,94.20063624478615
2000-11-21,95.71043208911505
2000-11-22,96.43251792395812
2000-11-23,96.51505399300707
2000-11-24,96.1458466415896
2000-11-27,96.90774427122912
2000-11-28,95.99582377530687
2000-11-29,96.8931972064349
2000-11-30,97.89389125667653
2000-12-01,97.77136503170628
2000-12-04,97.48295158709081
2000-12-05,97.62273455779227
2000-12-06,97.46466904226463
2000-12-07,96.86511574293294
2000-12-08,96.8549285990293
2000-12-11,97.55267541781267
2000-12-12,97.31765814441835
2000-12-13,96.97227953660864
2000-12-14,96.84691179234159
2000-12-15,96.56050889306313
2000-12-18,96.09873585708584
2000-12-19,97.7303213279853
2000-12-20,99.71321723899077
2000-12-21,100.14427680769091
2000-12-22,100.03606277630084
2000-12-25,100.03606277630084
2000-12-26,100.71220101622667
2000-12-27,99.93704280727759
2000-12-28,99.79791712721632
2000-12-29,100.00000000000001
2001-01-01,100.00000000000001
2001-01-02,101.6295734265827
2001-01-03,101.60951694316715
2001-01-04,101.35984273254728
2001-01-05,101.31425348852387
2001-01-08,102.12135340943199
2001-01-09,101.35821053284748
2001-01-10,101.49277036076603
2001-01-11,102.58769688638432
2001-01-12,101.8153147969781
2001-01-15,101.82856646245096
2001-01-16,102.23713611074132
2001-01-17,103.04423370290462
2001-01-18,103.80239447748106
2001-01-19,104.2687974983477
2001-01-22,106.50500891039601
2001-01-23,108.16136610445706
2001-01-24,108.18601014766635
2001-01-25,107.98007182017594
2001-01-26,107.21952749436866
2001-01-29,107.50037045631376
2001-01-30,110.2731035398971
2001-01-31,111.84360441345511
2001-02-01,114.4124099473315
2001-02-02,113.86967493254718
2001-02-05,114.08825389124654
2001-02-06,115.07230742075765
2001-02-07,114.07524403999965
2001-02-08,114.16745688081296
2001-02-09,114.85828973274636
2001-02-12,113.91679921200308
2001-02-13,113.22916815254082
2001-02-14,113.54427999182407
2001-02-15,113.74345290324122
2001-02-16,114.74553870344963
2001-02-19,113.22736508721313
2001-02-20,112.43995122801913
2001-02-21,112.77761171906351
2001-02-22,112.70976652440417
2001-02-23,110.99334712222853
2001-02-26,112.67822627294906
2001-02-27,112.84085390679883
2001-02-28,112.27979530440352
2001-03-01,111.61348496327827
2001-03-02,110.96629304130789
2001-03-05,109.47625723132484
2001-03-06,109.50079617284709
2001-03-07,110.78330102173929
2001-03-08,111.85306014597707
2001-03-09,114.46949907640546
2001-03-12,113.52134339886175
2001-03-13,111.02977275864504
2001-03-14,109.13255304514936
2001-03-15,109.85530220000794
2001-03-16,110.83835407931754
2001-03-19,111.02454107266895
2001-03-20,110.51749374139324
2001-03-21,109.13602457323728
2001-03-22,109.70675073057195
2001-03-23,111.07695202473458
2001-03-26,111.53239742628695
2001-03-27,110.70498659563539
2001-03-28,110.77729460424293
2001-03-29,112.2344477208757
2001-03-30,112.03471194163579
2001-04-02,112.6325303658043
2001-04-03,111.5318709466491
2001-04-04,111.98034611435486
2001-04-05,111.83157545130753
2001-04-06,110.95245011624226
2001-04-09,105.89617289473348
2001-04-10,105.37017833152433
2001-04-11,101.823840675577
2001-04-12,101.84425923543762
2001-04-13,101.84425923543762
2001-04-16,101.9044427321726
2001-04-17,100.89862775153996
2001-04-18,100.90424492707119
2001-04-19,102.50557134429508
2001-04-20,103.20678926708858
2001-04-23,102.16680281507989
2001-04-24,102.10779801526192
2001-04-25,101.288995067774
2001-04-26,101.17961182008534
2001-04-27,101.80541267444436
2001-04-30,102.8605596573556
2001-05-01,102.91130521787402
2001-05-02,104.45678056797993
2001-05-03,104.67340694118154
2001-05-04,105.96649741714293
2001-05-07,106.11611705124194
2001-05-08,105.67225277677693
2001-05-09,106.66371734720282
2001-05-10,107.72267152020555
2001-05-11,107.92730500656847
2001-05-14,108.60969090599453
2001-05-15,108.39213104298405
2001-05-16,110.68045652368997
2001-05-17,114.22167902587435
2001-05-18,115.9747627546241
2001-05-21,116.11846580210876
2001-05-22,114.61431973643815
2001-05-23,113.67750400910654
2001-05-24,114.09886792522242
2001-05-25,114.76734613667752
2001-05-28,113.84480940219673
2001-05-29,114.2311193647208
2001-05-30,111.50784170087108
2001-05-31,110.55663842489328
2001-06-01,111.68910187461681
2001-06-04,115.58104787893966
2001-06-05,120.17211259945086
2001-06-06,118.36821166653246
2001-06-07,119.30978841943708
2001-06-08,119.0201852288147
2001-06-11,119.51343938261243
2001-06-12,118.68920983225061
2001-06-13,118.08244913767716
2001-06-14,118.55576332593476
2001-06-15,119.52102919410224
2001-06-18,118.58785835079163
2001-06-19,119.28435293944808
2001-06-20,119.17944692913134
2001-06-21,118.38372920684021
2001-06-22,118.06800565189494
2001-06-25,118.07644457270716
2001-06-26,117.80370686607583
2001-06-27,117.37439100172203
2001-06-28,118.39163082871956
2001-06-29,118.55313486349583
2001-07-02,117.62570947569978
2001-07-03,118.5517718062456
2001-07-04,118.26669591842784
2001-07-05,118.10482095223985
2001-07-06,118.6237206924243
2001-07-09,119.28946235542836
2001-07-10,119.06463805904961
2001-07-11,119.5013349379241
2001-07-12,118.15810683385718
2001-07-13,118.14855298595991
2001-07-16,117.70513877972711
2001-07-17,117.55744374663543
2001-07-18,116.65116774343439
2001-07-19,115.62634215834657
2001-07-20,116.16571641948276
2001-07-23,115.33856428520981
2001-07-24,114.46360104708545
2001-07-25,112.8197209788024
2001-07-26,112.34817060412259
2001-07-27,114.55852026620072
2001-07-30,115.07740919072403
2001-07-31,115.02413154380909
2001-08-01,115.11367311950413
2001-08-02,115.70509747250375
2001-08-03,115.3870258351263
2001-08-06,115.63382986042423
2001-08-07,115.21882876865483
2001-08-08,115.0171288288889
2001-08-09,115.87210003032102
2001-08-10,117.0904006047413
2001-08-13,117.6092573261896
2001-08-14,117.97408480659736
2001-08-15,119.57747466707701
2001-08-16,120.16293429474307
2001-08-17,120.42441831482606
2001-08-20,120.4502620022561
2001-08-21,120.14044375466632
2001-08-22,120.82414830196134
2001-08-23,120.67264189517022
2001-08-24,120.90230674904771
2001-08-27,121.46312492924781
2001-08-28,120.22067526528963
2001-08-29,121.38851812747917
2001-08-30,121.40119490337625
2001-08-31,121.58381284659839
2001-09-03,121.33761259915666
2001-09-04,122.24120331319743
2001-09-05,123.15800494423269
2001-09-06,122.81818988736335
2001-09-07,122.11853241889943
2001-09-10,123.57504691098659
2001-09-11,121.4699619813986
2001-09-12,121.07746446737737
2001-09-13,122.3978172022324
2001-09-14,124.85783137571113
2001-09-17,125.19416867205837
2001-09-18,123.53502209795604
2001-09-19,124.15360990335914
2001-09-20,120.1085843768711
2001-09-21,117.60089671321441
2001-09-24,118.1806228805139
2001-09-25,119.09208045592484
2001-09-26,118.96273678340424
2001-09-27,118.55523770837121
2001-09-28,118.72621365026288
2001-10-01,119.399966470612
2001-10-02,118.8266567346623
2001-10-03,117.21500153922692
2001-10-04,116.68204498024507
2001-10-05,116.06360872544256
2001-10-08,116.71727807048742
2001-10-09,114.9837214740436
2001-10-10,113.92120960266618
2001-10-11,110.63345042434682
2001-10-12,111.3448715390409
2001-10-15,111.34987524193264
2001-10-16,111.9803465248525
2001-10-17,113.8214832077062
2001-10-18,113.65405718810632
2001-10-19,113.58247213894082
2001-10-22,113.55931355409717
2001-10-23,112.51643773271941
2001-10-24,113.23710812734538
2001-10-25,112.28549939666114
2001-10-26,111.62770601793626
2001-10-29,111.27517306942042
2001-10-30,112.55565502044027
2001-10-31,112.82984092925436
2001-11-01,112.81756553919492
2001-11-02,112.81756553919492
2001-11-05,112.91245359252162
2001-11-06,112.63126010036711
2001-11-07,112.43611757952054
2001-11-08,111.81508816221653
2001-11-09,111.58686840723442
2001-11-12,111.20016021666457
2001-11-13,111.0281495554061
2001-11-14,112.19365076033083
2001-11-15,112.59279515282635
2001-11-16,112.53816150131969
2001-11-19,113.03504358190189
2001-11-20,113.11800071482425
2001-11-21,112.0890313755861
2001-11-22,113.35716577122938
2001-11-23,114.15181551172986
2001-11-26,114.40486509950073
2001-11-27,114.42068847753161
2001-11-28,114.43005732676099
2001-11-29,114.48678039163399
2001-11-30,114.08292002205074
2001-12-03,114.38332530465956
2001-12-04,113.86405979355459
2001-12-05,114.67380553897145
2001-12-06,116.12394210465033
2001-12-07,117.36184916309169
2001-12-10,115.3081174803482
2001-12-11,116.24433932109955
2001-12-12,117.18119558441686
2001-12-13,118.44383844376443
2001-12-14,118.05088136861323
2001-12-17,118.32456368845259
2001-12-18,118.91275176556248
2001-12-19,118.52796736605617
2001-12-20,118.06923765546084
2001-12-21,118.95787431110968
2001-12-24,118.92144561842187
2001-12-25,118.92144561842187
2001-12-26,119.53113669862974
2001-12-27,119.06544513762005
2001-12-28,119.97092604139831
2001-12-31,119.92198560347676
2002-01-01,119.92198560347676
2002-01-02,120.0894970024995
2002-01-03,119.31485043472047
2002-01-04,119.69110082703469
2002-01-07,117.56008389243694
2002-01-08,117.93894703535757
2002-01-09,120.40353534964864
2002-01-10,120.22967321711566
2002-01-11,120.90565531023223
2002-01-14,120.66857909711783
2002-01-15,123.09453269312326
2002-01-16,125.39753742335581
2002-01-17,124.4228111840787
2002-01-18,124.72076870705139
2002-01-21,124.73852887972116
2002-01-22,124.83320756219888
2002-01-23,126.2492987562478
2002-01-24,125.84311985700263
2002-01-25,126.56738889954461
2002-01-28,126.9519505040003
2002-01-29,127.93985565596951
2002-01-30,128.33490027836712
2002-01-31,130.43908000588144
2002-02-01,131.02528736760644
2002-02-04,131.81184629041255
2002-02-05,133.8760607630979
2002-02-06,132.31654109628303
2002-02-07,130.84407894106027
2002-02-08,133.273467823304
2002-02-11,130.93892593015843
2002-02-12,132.6270427272883
2002-02-13,132.70880814453682
2002-02-14,133.3083862334284
2002-02-15,134.8966966286126
2002-02-18,135.13682732025157
2002-02-19,134.48598122085744
2002-02-20,133.60633352924748
2002-02-21,133.89311353121323
2002-02-22,134.48946251185112
2002-02-25,134.85762152156747
2002-02-26,138.8103942843996
2002-02-27,139.57128150907516
2002-02-28,138.20151370741354
2002-03-01,138.6257725315547
2002-03-04,139.1353117461633
2002-03-05,136.1359162506416
2002-03-06,135.93075896642213
2002-03-07,135.75067240609695
2002-03-08,135.84718810992328
2002-03-11,134.32722419000717
2002-03-12,133.24995704612164
2002-03-13,135.56360641700772
2002-03-14,134.20335275382877
2002-03-15,132.32338785000312
2002-03-18,136.74882542529411
2002-03-19,136.88436270437072
2002-03-20,136.72673666002876
2002-03-21,138.88178614288526
2002-03-22,140.94885336773567
2002-03-25,142.3986501139495
2002-03-26,141.9947803088666
2002-03-27,143.41416800619945
2002-03-28,143.4965397844017
2002-03-29,143.4965397844017
2002-04-01,144.60786695201483
2002-04-02,144.7879678794177
2002-04-03,145.4118971199479
2002-04-04,143.610965179041
2002-04-05,143.93902171396215
2002-04-08,143.63542555551874
2002-04-09,143.86536756497202
2002-04-10,146.2332837674533
2002-04-11,145.50150459926417
2002-04-12,145.55859881514277
2002-04-15,145.89314366466004
2002-04-16,143.81450873055718
2002-04-17,145.06131273709593
2002-04-18,145.03884928479445
2002-04-19,144.3815172887486
2002-04-22,144.25002204012537
2002-04-23,144.3399706719194
2002-04-24,143.40974767548246
2002-04-25,143.31822805634056
2002-04-26,143.65271796195452
2002-04-29,143.77952322215828
2002-04-30,142.75644311870983
2002-05-01,142.9368243687915
2002-05-02,144.98058551243724
2002-05-03,148.42646433983558
2002-05-06,149.69355468258772
2002-05-07,148.6879147658427
2002-05-08,146.80053125989565
2002-05-09,146.46777498003428
2002-05-10,145.273519598175
2002-05-13,144.98602923385153
2002-05-14,143.24057885840637
2002-05-15,143.40331850577726
2002-05-16,146.31631326171438
2002-05-17,146.86954755327733
2002-05-20,147.62457999897552
2002-05-21,148.6478927239731
2002-05-22,149.3191143528791
2002-05-23,152.19352637217798
2002-05-24,152.24362766759717
2002-05-27,153.13329748887284
2002-05-28,154.34010786042762
2002-05-29,153.4777327061653
2002-05-30,151.65886950418698
2002-05-31,150.407075688497
2002-06-03,150.64114858522382
2002-06-04,151.70937781405127
2002-06-05,151.82366224023846
2002-06-06,151.84011177043553
2002-06-07,147.18439643513082
2002-06-10,142.73452099057468
2002-06-11,140.8510564157382
2002-06-12,142.3519561183729
2002-06-13,140.11321193605443
2002-06-14,142.32452313292913
2002-06-17,140.09868925969454
2002-06-18,139.90709556999906
2002-06-19,139.98854850303306
2002-06-20,144.2510042315854
2002-06-21,143.55431393066732
2002-06-24,140.25145278460073
2002-06-25,138.68147873685245
2002-06-26,138.75157376014997
2002-06-27,136.6032452320681
2002-06-28,135.27711590430295
2002-07-01,135.47514367204275
2002-07-02,132.8636302337456
2002-07-03,129.41554415216925
2002-07-04,129.88443566250146
2002-07-05,129.51993841380917
2002-07-08,131.67976741074241
2002-07-09,135.79307486603986
2002-07-10,135.36471066054008
2002-07-11,135.72977192583318
2002-07-12,134.1094401422389
2002-07-15,135.459076811552
2002-07-16,134.02455371057482
2002-07-17,134.25092723582947
2002-07-18,133.6251075224293
2002-07-19,135.85319973153497
2002-07-22,135.1862593270437
2002-07-23,127.86209463349374
2002-07-24,127.55489258240084
2002-07-25,127.50743603247858
2002-07-26,121.67101417019337
2002-07-29,122.11990504618045
