Date,FINLAND
1999-09-20,672.4383779043185
1999-09-21,679.73299877069
1999-09-22,668.0518570431826
1999-09-23,681.062629420198
1999-09-24,664.6372156572809
1999-09-27,674.1211101922551
1999-09-28,678.2716835521051
1999-09-29,685.4917195899329
1999-09-30,677.5604411700231
1999-10-01,681.8469742434432
1999-10-04,690.4651140734671
1999-10-05,708.7937563933199
1999-10-06,710.7821741608792
1999-10-07,710.0249271765758
1999-10-08,713.8870623557111
1999-10-11,725.5143220845758
1999-10-12,720.7939200275321
1999-10-13,721.6970126808372
1999-10-14,713.9094752434094
1999-10-15,698.8961442362801
1999-10-18,691.0623087547605
1999-10-19,710.5857755406628
1999-10-20,708.2607495915363
1999-10-21,719.4995327585447
1999-10-22,745.1932371717264
1999-10-25,744.5390085213536
1999-10-26,748.2997190594759
1999-10-27,752.515026707836
1999-10-28,779.9086854111496
1999-10-29,811.6190511071231
1999-11-01,803.2088300204058
1999-11-02,797.8729639959561
1999-11-03,808.2714864853533
1999-11-04,813.8061644364376
1999-11-05,824.6271521512481
1999-11-08,833.9911099106521
1999-11-09,821.9031211483239
1999-11-10,824.5656861980549
1999-11-11,840.1845699204453
1999-11-12,829.7937528098212
1999-11-15,859.6751914542174
1999-11-16,857.8928811853153
1999-11-17,911.5962344408465
1999-11-18,955.1127582198634
1999-11-19,923.3260571628081
1999-11-22,918.7875688281298
1999-11-23,943.6572884688303
1999-11-24,937.364184706618
1999-11-25,970.7870012689343
1999-11-26,1001.8465230147316
1999-11-29,1032.9423607216795
1999-11-30,981.5573146083078
1999-12-01,984.7878262797872
1999-12-02,986.9848710986166
1999-12-03,1057.714510940425
1999-12-06,1080.1613569462013
1999-12-07,1156.6129108898701
1999-12-08,1170.7648635233945
1999-12-09,1160.8366170469387
1999-12-10,1142.858157124837
1999-12-13,1136.621687643639
1999-12-14,1119.259627667323
1999-12-15,1057.1233469955057
1999-12-16,1116.484193743628
1999-12-17,1142.3920803662497
1999-12-20,1213.6335334237092
1999-12-21,1185.0849128146563
1999-12-22,1182.9596954826557
1999-12-23,1219.3290630539336
1999-12-24,1219.3290630539336
1999-12-27,1224.5439652562663
1999-12-28,1227.1474978965923
1999-12-29,1236.9849038767452
1999-12-30,1280.3584455746693
1999-12-31,1280.3584455746693
2000-01-03,1365.511578026448
2000-01-04,1273.248283279989
2000-01-05,1165.689973568051
2000-01-06,1167.0435247893508
2000-01-07,1209.7667689460989
2000-01-10,1233.2318278865996
2000-01-11,1222.8589006113932
2000-01-12,1210.816855739175
2000-01-13,1260.7627718512433
2000-01-14,1297.1716630068777
2000-01-17,1314.3250959319237
2000-01-18,1282.8543103452196
2000-01-19,1262.1799746617378
2000-01-20,1276.1648172093312
2000-01-21,1267.8441768426105
2000-01-24,1293.81468800788
2000-01-25,1281.8019013138921
2000-01-26,1283.9099269997528
2000-01-27,1270.3787911181003
2000-01-28,1313.4301639982252
2000-01-31,1280.8781007713433
2000-02-01,1281.8043196796527
2000-02-02,1323.9741223498738
2000-02-03,1339.2105855434945
2000-02-04,1387.5439272713988
2000-02-07,1380.666651575734
2000-02-08,1414.2775289616695
2000-02-09,1437.305035717137
2000-02-10,1409.3157912034753
2000-02-11,1392.2163465232666
2000-02-14,1338.0955013760934
2000-02-15,1329.600470529447
2000-02-16,1326.2819515935178
2000-02-17,1338.550047892905
2000-02-18,1375.9058860834627
2000-02-21,1352.043552384332
2000-02-22,1382.1561827479745
2000-02-23,1389.1162697632428
2000-02-24,1423.8825896924643
2000-02-25,1437.3179016253573
2000-02-28,1383.6453749442608
2000-02-29,1390.1852076668304
2000-03-01,1388.8639451699753
2000-03-02,1442.4489098087706
2000-03-03,1515.6562007877853
2000-03-06,1574.497265855669
2000-03-07,1536.1899069844815
2000-03-08,1471.1104448258711
2000-03-09,1476.2592011831096
2000-03-10,1520.327592993106
2000-03-13,1462.7713378586768
2000-03-14,1505.4374013254098
2000-03-15,1408.2586719241915
2000-03-16,1353.4221777075354
2000-03-17,1390.3091312043655
2000-03-20,1442.0229890523647
2000-03-21,1400.8916872806758
2000-03-22,1443.5845197290819
2000-03-23,1478.6184738222653
2000-03-24,1536.7415220483313
2000-03-27,1543.0654928597194
2000-03-28,1556.1322063878135
2000-03-29,1535.6331617472397
2000-03-30,1390.99151003694
2000-03-31,1432.2931548144782
2000-04-03,1373.958104955631
2000-04-04,1339.882117145544
2000-04-05,1322.7893002041353
2000-04-06,1418.56646016348
2000-04-07,1468.1261055870632
2000-04-10,1454.645128027903
2000-04-11,1343.5894060852002
2000-04-12,1346.5611172048893
2000-04-13,1294.9431187210482
2000-04-14,1228.301468171183
2000-04-17,1223.8039301554732
2000-04-18,1282.2834090673955
2000-04-19,1337.7970709937524
2000-04-20,1349.2719686203523
2000-04-21,1349.2719686203523
2000-04-24,1349.487501674265
2000-04-25,1283.7818396232612
2000-04-26,1340.9941606480456
2000-04-27,1399.273532441629
2000-04-28,1477.2749198619344
2000-05-01,1472.6545663047175
2000-05-02,1521.4443163875085
2000-05-03,1440.377134312607
2000-05-04,1436.8544961996608
2000-05-05,1433.279964409712
2000-05-08,1418.4788930618363
2000-05-09,1406.488261229074
2000-05-10,1300.4199279115248
2000-05-11,1340.6692142511613
2000-05-12,1420.7912150017053
2000-05-15,1374.180377053881
2000-05-16,1447.9831020629658
2000-05-17,1392.8498571657108
2000-05-18,1406.1960841941811
2000-05-19,1284.139029210507
2000-05-22,1171.3981970888478
2000-05-23,1209.9328975195663
2000-05-24,1165.2369853287587
2000-05-25,1261.7544232373411
2000-05-26,1241.1318547472968
2000-05-29,1294.6663423250163
2000-05-30,1316.9807398009839
2000-05-31,1342.202797119381
2000-06-01,1347.4851049431143
2000-06-02,1518.9917798269464
2000-06-05,1475.03274064781
2000-06-06,1456.1380439003397
2000-06-07,1434.9518039330403
2000-06-08,1479.2364421642558
2000-06-09,1478.3369821189342
2000-06-12,1502.7750184120123
2000-06-13,1479.8439781418142
2000-06-14,1518.998792075784
2000-06-15,1468.2319571528471
2000-06-16,1490.3110597827238
2000-06-19,1490.0978186110067
2000-06-20,1559.3306013524964
2000-06-21,1512.7523708677004
2000-06-22,1451.6141264723362
2000-06-23,1446.9786960741847
2000-06-26,1397.39924332434
2000-06-27,1360.1151213150738
2000-06-28,1339.2636378099517
2000-06-29,1212.8492341345473
2000-06-30,1315.3853722409872
2000-07-03,1342.4756774354198
2000-07-04,1374.4859503587968
2000-07-05,1335.5361787516138
2000-07-06,1314.8898837415418
2000-07-07,1362.3709226622216
2000-07-10,1401.8864682001283
2000-07-11,1361.2251604376918
2000-07-12,1370.1572328025431
2000-07-13,1410.1708656238263
2000-07-14,1420.4767193799023
2000-07-17,1455.2603886558402
2000-07-18,1429.106960242651
2000-07-19,1382.8699139852363
2000-07-20,1384.4903473927927
2000-07-21,1379.3481602578875
2000-07-24,1385.0506761761483
2000-07-25,1363.6125452531423
2000-07-26,1371.6968830762253
2000-07-27,1123.1155364965648
2000-07-28,1139.5923347181517
2000-07-31,1151.7573199877822
2000-08-01,1140.9990370527055
2000-08-02,1085.6442424661727
2000-08-03,1013.2836928177918
2000-08-04,1072.6037793982948
2000-08-07,1018.615764016776
2000-08-08,1029.1928906020669
2000-08-09,1046.6150494215797
2000-08-10,1072.9392296189608
2000-08-11,1067.251907196687
2000-08-14,1092.6903740172143
2000-08-15,1080.4121555245429
2000-08-16,1066.3019306268034
2000-08-17,1062.7014649840842
2000-08-18,1089.5017829924586
2000-08-21,1079.0757190443223
2000-08-22,1099.0862690893782
2000-08-23,1063.8551486313793
2000-08-24,1074.6145437876194
2000-08-25,1079.867068656563
2000-08-28,1076.1585547307493
2000-08-29,1065.1179078702148
2000-08-30,1078.7544676649075
2000-08-31,1121.8259726086608
2000-09-01,1199.015028080013
2000-09-04,1251.402821659345
2000-09-05,1169.3632099642161
2000-09-06,1119.7832788259557
2000-09-07,1134.379158449359
2000-09-08,1092.2982514908817
2000-09-11,1098.9093512374598
2000-09-12,1096.934420096732
2000-09-13,1097.0743731594118
2000-09-14,1128.8856844225986
2000-09-15,1123.8294735007687
2000-09-18,1114.5054360571364
2000-09-19,1087.3974500515396
2000-09-20,1083.8151485433284
2000-09-21,1038.8171234709534
2000-09-22,1047.93713797311
2000-09-25,1078.0984626737538
2000-09-26,1050.1083428652491
2000-09-27,1042.9591043882915
2000-09-28,1009.6408615795982
2000-09-29,1023.3776660338887
2000-10-02,1021.0485161586859
2000-10-03,1046.2629484595573
2000-10-04,1016.5832717735651
2000-10-05,1010.7864787747594
2000-10-06,971.7296503846205
2000-10-09,913.6054572709113
2000-10-10,886.2462332257542
2000-10-11,836.2808041084915
2000-10-12,824.1804619698498
2000-10-13,821.1548253270611
2000-10-16,836.1325431287622
2000-10-17,820.451436853533
2000-10-18,776.2967445851758
2000-10-19,910.2113859428741
2000-10-20,928.6935883901754
2000-10-23,946.9605043585043
2000-10-24,1006.4435831378352
2000-10-25,979.7743103959788
2000-10-26,946.5655213384279
2000-10-27,972.1378603455174
2000-10-30,992.1721713348655
2000-10-31,1017.4490988241632
2000-11-01,1052.968247716062
2000-11-02,1064.725110023244
2000-11-03,1074.4810557898793
2000-11-06,1063.2271143461376
2000-11-07,1026.8820131682496
2000-11-08,1022.1078062911778
2000-11-09,1012.5294679892721
2000-11-10,965.2025332923212
2000-11-13,908.7322290241015
2000-11-14,984.8873757323094
2000-11-15,1024.0438531873162
2000-11-16,1000.6957303433103
2000-11-17,1003.5586040432532
2000-11-20,970.859787008475
2000-11-21,988.4083211977264
2000-11-22,966.654190404253
2000-11-23,976.9159013230267
2000-11-24,1032.952686354026
2000-11-27,1050.7129473582297
2000-11-28,1039.9570399822958
2000-11-29,1048.9017182260004
2000-11-30,1030.1670731416443
2000-12-01,1079.6516269898548
2000-12-04,1072.6753025319842
2000-12-05,1156.583838311884
2000-12-06,1156.0610590189015
2000-12-07,1205.7635454127162
2000-12-08,1205.1086565397648
2000-12-11,1226.1143717447665
2000-12-12,1211.3330437057182
2000-12-13,1176.2698009454975
2000-12-14,1175.5504146098153
2000-12-15,1129.2891986111472
2000-12-18,1121.3119304910608
2000-12-19,1136.4519603389533
2000-12-20,1068.9548795999206
2000-12-21,1031.8162708745085
2000-12-22,1057.9180699274482
2000-12-25,1057.9180699274482
2000-12-26,1064.104390332027
2000-12-27,1071.9341990035073
2000-12-28,1081.1277469260767
2000-12-29,1098.4613188852397
2001-01-01,1098.4613188852397
2001-01-02,1071.8277202959996
2001-01-03,988.658212446291
2001-01-04,1087.9982740810688
2001-01-05,1099.9815619266021
2001-01-08,1066.4127300218863
2001-01-09,978.0160373798503
2001-01-10,966.9251702900357
2001-01-11,1027.8543004223595
2001-01-12,1047.4009145880043
2001-01-15,1038.8802081675683
2001-01-16,985.5903564782669
2001-01-17,1019.2363189574562
2001-01-18,1032.6418425925042
2001-01-19,1017.1886446158446
2001-01-22,996.7003319428688
2001-01-23,985.1836099382372
2001-01-24,978.8039460661349
2001-01-25,950.8853820650708
2001-01-26,943.8847341750622
2001-01-29,928.976305162512
2001-01-30,889.3459667943924
2001-01-31,911.3727648404056
2001-02-01,885.2906387950716
2001-02-02,868.8792806555983
2001-02-05,855.1319260646573
2001-02-06,876.8600500131488
2001-02-07,831.0970911329564
2001-02-08,806.904384532208
2001-02-09,747.6046280915529
2001-02-12,775.763571547453
2001-02-13,763.0997558955127
2001-02-14,710.4421913798893
2001-02-15,758.4010704258621
2001-02-16,719.2090324424983
2001-02-19,706.0259740999793
2001-02-20,697.7698487871389
2001-02-21,672.4370999677328
2001-02-22,627.008587673383
2001-02-23,592.216365140843
2001-02-26,609.1079359741094
2001-02-27,627.0251510466175
2001-02-28,621.9056815030959
2001-03-01,620.4443676935522
2001-03-02,661.9665898234581
2001-03-05,686.4589283134089
2001-03-06,715.6317447091536
2001-03-07,698.1193496554293
2001-03-08,670.4415040444121
2001-03-09,657.2508225391626
2001-03-12,607.5922292838027
2001-03-13,619.0800889955837
2001-03-14,613.9386293038369
2001-03-15,671.8800736088089
2001-03-16,653.3579181838703
2001-03-19,673.3024168069703
2001-03-20,704.0503681403213
2001-03-21,669.5917275392121
2001-03-22,628.3990843847054
2001-03-23,680.4648650962334
2001-03-26,714.0888611229723
2001-03-27,690.7475378785554
2001-03-28,673.0151814479486
2001-03-29,634.7543287906042
2001-03-30,634.980330064159
2001-04-02,632.1603367757824
2001-04-03,598.3654504781649
2001-04-04,606.1685501038802
2001-04-05,640.4612748613316
2001-04-06,636.0892032000074
2001-04-09,640.882767691513
2001-04-10,669.9083576388025
2001-04-11,695.6227931932384
2001-04-12,702.5424569925947
2001-04-13,702.5424569925947
2001-04-16,695.3475792921275
2001-04-17,667.4494081383433
2001-04-18,736.818100472812
2001-04-19,766.8123903059475
2001-04-20,795.3824563270493
2001-04-23,780.8919418398358
2001-04-24,772.8523452581371
2001-04-25,766.0521647452879
2001-04-26,781.7180024999338
2001-04-27,812.5957495460605
2001-04-30,844.5533245247555
2001-05-01,849.0306812731238
2001-05-02,854.1164116575852
2001-05-03,831.5829054074134
2001-05-04,838.5808598549696
2001-05-07,840.7492125238921
2001-05-08,824.394701342343
2001-05-09,809.4434288563502
2001-05-10,841.4187689256959
2001-05-11,812.6484360213549
2001-05-14,786.5691146111184
2001-05-15,795.0577249581934
2001-05-16,795.1097374743862
2001-05-17,837.0269313511333
2001-05-18,854.330473851784
2001-05-21,859.3175683514302
2001-05-22,862.6897957665577
2001-05-23,835.6772358415749
2001-05-24,832.5220882852491
2001-05-25,809.5332327708196
2001-05-28,809.056189657515
2001-05-29,791.3886905375252
2001-05-30,761.1248206804684
2001-05-31,748.8679427807157
2001-06-01,747.7319895689047
2001-06-04,753.4054604360033
2001-06-05,778.6905710416492
2001-06-06,782.0834208260602
2001-06-07,782.0398101114496
2001-06-08,776.5709013665139
2001-06-11,745.9598277599746
2001-06-12,610.3298965063601
2001-06-13,639.5328226290203
2001-06-14,606.1206509858044
2001-06-15,603.7410242633433
2001-06-18,602.8536010672163
2001-06-19,614.4822957392165
2001-06-20,596.6652777564188
2001-06-21,607.2992064225369
2001-06-22,607.9039798106913
2001-06-25,608.9004432234316
2001-06-26,597.8724952149437
2001-06-27,593.3031602335948
2001-06-28,584.7385336778625
2001-06-29,605.8279010940068
2001-07-02,615.8887390390008
2001-07-03,605.7904365386753
2001-07-04,591.0314627385009
2001-07-05,563.4285358457612
2001-07-06,539.7840805673361
2001-07-09,526.4199707397698
2001-07-10,523.3240788857448
2001-07-11,507.3314697003511
2001-07-12,524.0091952255713
2001-07-13,513.5881696970176
2001-07-16,502.41119988115986
2001-07-17,486.16710620370515
2001-07-18,498.949652524995
2001-07-19,549.5549774983941
2001-07-20,530.9706485705437
2001-07-23,531.5571587353127
2001-07-24,537.9358719384348
2001-07-25,535.3462781723804
2001-07-26,542.3217883594042
2001-07-27,564.5341890014063
2001-07-30,581.9102524771295
2001-07-31,592.1339317279188
2001-08-01,586.5263562080999
2001-08-02,603.9519366415196
2001-08-03,600.5378205757331
2001-08-06,583.8684719744987
2001-08-07,585.1817034779406
2001-08-08,566.275861397749
2001-08-09,540.7346296404597
2001-08-10,520.2551657875598
2001-08-13,531.9290569717832
2001-08-14,546.1079724470263
2001-08-15,535.6659577909822
2001-08-16,517.2138087754804
2001-08-17,500.244910506127
2001-08-20,491.62109368303476
2001-08-21,502.13299591555375
2001-08-22,503.2482533491299
2001-08-23,507.8949906872467
2001-08-24,508.0977389170113
2001-08-27,497.1206002441278
2001-08-28,483.7272868118343
2001-08-29,469.4476918251777
2001-08-30,448.3407063102997
2001-08-31,458.83357837351144
2001-09-03,456.20175485341065
2001-09-04,449.24591689950495
2001-09-05,427.6594378958429
2001-09-06,411.1058281548583
2001-09-07,399.835492282599
2001-09-10,411.4522028096533
2001-09-11,398.8463918125882
2001-09-12,427.3146464063305
2001-09-13,442.03704847323684
2001-09-14,422.09211985061506
2001-09-17,441.8219905508685
2001-09-18,447.2997800609018
2001-09-19,456.47195457886085
2001-09-20,452.97835522678633
2001-09-21,434.8616449794102
2001-09-24,463.5481065985284
2001-09-25,473.89155862723237
2001-09-26,464.7953113134334
2001-09-27,438.60814647226863
2001-09-28,455.76945770382633
2001-10-01,433.9513150134565
2001-10-02,444.67766210920354
2001-10-03,435.95167761185434
2001-10-04,470.51218130692877
2001-10-05,475.4082968050096
2001-10-08,482.3085938963984
2001-10-09,492.57506994436403
2001-10-10,498.542781432289
2001-10-11,522.2118451382901
2001-10-12,527.1993287491562
2001-10-15,511.5456522977123
2001-10-16,528.4135994206845
2001-10-17,550.2088569122174
2001-10-18,520.2139027572871
2001-10-19,538.208489117853
2001-10-22,548.4434671873529
2001-10-23,577.8145107763409
2001-10-24,586.2832870235957
2001-10-25,566.9326167866303
2001-10-26,581.512684442977
2001-10-29,578.0463449570647
2001-10-30,550.2720516631691
2001-10-31,571.2209300101296
2001-11-01,572.4123518501658
2001-11-02,584.5222741011993
2001-11-05,598.0027839876993
2001-11-06,610.7734704813793
2001-11-07,601.6888368980959
2001-11-08,625.8105380312121
2001-11-09,607.2999687473947
2001-11-12,592.6029379363114
2001-11-13,622.865343840679
2001-11-14,635.5534359688791
2001-11-15,650.1874693695777
2001-11-16,662.8536542644464
2001-11-19,646.6217978772272
2001-11-20,624.2840751050896
2001-11-21,616.830941159201
2001-11-22,643.0663543931284
2001-11-23,643.7061113815164
2001-11-26,655.9264684722897
2001-11-27,625.5554238432974
2001-11-28,614.0995360635907
2001-11-29,603.3171644396397
2001-11-30,628.211866526999
2001-12-03,616.3119733671579
2001-12-04,637.8152486811367
2001-12-05,667.0222709181411
2001-12-06,669.3128951666354
2001-12-07,672.8530548888591
2001-12-10,649.1673112058413
2001-12-11,675.1167012674578
2001-12-12,671.8471666363802
2001-12-13,645.6445460990617
2001-12-14,643.6762784666289
2001-12-17,670.4901483566466
2001-12-18,673.0686620712145
2001-12-19,653.2863901180131
2001-12-20,638.6172165641509
2001-12-21,649.8591054498961
2001-12-24,643.3748018440203
2001-12-25,643.3748018440203
2001-12-26,643.9243190987556
2001-12-27,662.0032467979801
2001-12-28,672.5140101169025
2001-12-31,679.0728902337152
2002-01-01,679.0728902337152
2002-01-02,670.0019565707245
2002-01-03,700.6989364890541
2002-01-04,696.7451362554123
2002-01-07,688.573371610307
2002-01-08,652.4114688097646
2002-01-09,641.1513518102456
2002-01-10,631.3710067416183
2002-01-11,642.2445692002375
2002-01-14,607.5565995916166
2002-01-15,613.9689535173515
2002-01-16,602.0411808155336
2002-01-17,614.4004429817949
2002-01-18,611.960720439494
2002-01-21,583.3025738719817
2002-01-22,582.7110629329756
2002-01-23,593.7047934019173
2002-01-24,637.2714519616757
2002-01-25,616.858006428291
2002-01-28,629.5863864884753
2002-01-29,624.9728666283852
2002-01-30,605.8327432923296
2002-01-31,621.6731328727991
2002-02-01,633.1387993632585
2002-02-04,629.6658286005478
2002-02-05,601.6712811067905
2002-02-06,589.5135950376109
2002-02-07,602.4643048427234
2002-02-08,596.9486576067425
2002-02-11,618.2946360558295
2002-02-12,624.6430564340968
2002-02-13,628.4270344027871
2002-02-14,630.2858599625633
2002-02-15,613.9472257132664
2002-02-18,604.4724173147112
2002-02-19,583.562305440016
2002-02-20,566.0493680204337
2002-02-21,573.9794201488195
2002-02-22,558.37931194758
2002-02-25,570.6910082761335
2002-02-26,580.5562546492542
2002-02-27,590.2932125319055
2002-02-28,591.3285866612271
2002-03-01,590.4839895208715
2002-03-04,630.8816965274088
2002-03-05,627.9241228427827
2002-03-06,639.5318914600642
2002-03-07,658.4147161599328
2002-03-08,662.4585355328568
2002-03-11,650.0836112082592
2002-03-12,615.6283771375919
2002-03-13,616.6431432858622
2002-03-14,614.8523136025021
2002-03-15,615.7567537331344
2002-03-18,627.1804896271855
2002-03-19,613.5027731203083
2002-03-20,596.1996142402957
2002-03-21,592.2995132947722
2002-03-22,599.941412411698
2002-03-25,596.7884160416622
2002-03-26,591.5950310609368
2002-03-27,596.3660400197217
2002-03-28,596.1268786172504
2002-03-29,596.1268786172504
2002-04-01,601.0126044105945
2002-04-02,587.8759570906608
2002-04-03,589.1965251812712
2002-04-04,580.7316714488359
2002-04-05,580.0529490189793
2002-04-08,555.9725909956215
2002-04-09,566.453056137659
2002-04-10,556.6926247385912
2002-04-11,543.3270844434836
2002-04-12,547.9665563597086
2002-04-15,559.0342210243133
2002-04-16,583.3191749198885
2002-04-17,595.9739272892335
2002-04-18,540.3810584171865
2002-04-19,521.1492503064278
2002-04-22,504.8132540024714
2002-04-23,502.7035936500788
2002-04-24,482.6752308918072
2002-04-25,496.34888605977505
2002-04-26,498.7540208950954
2002-04-29,490.4939827022669
2002-04-30,493.4554438693079
2002-05-01,496.24827792072676
2002-05-02,503.8446500711465
2002-05-03,481.74839975240207
2002-05-06,478.0838610300492
2002-05-07,477.9660300130945
2002-05-08,498.45340943540884
2002-05-09,498.3436783601341
2002-05-10,486.9272514102627
2002-05-13,491.79285396599477
2002-05-14,502.76604626277214
2002-05-15,509.3321760245685
2002-05-16,501.26266381398153
2002-05-17,504.0364695744414
2002-05-20,499.1007206077976
2002-05-21,491.77856726431827
2002-05-22,469.2337881064649
2002-05-23,458.57181614881944
2002-05-24,458.4475757139213
2002-05-27,454.5649905783497
2002-05-28,457.8587768637337
2002-05-29,452.58059712665766
2002-05-30,443.72742780581154
2002-05-31,459.5462639594019
2002-06-03,448.2428246290206
2002-06-04,436.42196563235785
2002-06-05,443.8647711932563
2002-06-06,440.6212237798657
2002-06-07,416.44269201828365
2002-06-10,422.17681354746037
2002-06-11,438.21326776006987
2002-06-12,421.39315308741936
2002-06-13,417.2259798247642
2002-06-14,418.69189032164877
2002-06-17,435.8890915263111
2002-06-18,437.65408694747623
2002-06-19,425.4182304774615
2002-06-20,428.6870718210667
2002-06-21,430.77638507617013
2002-06-24,409.88635885848987
2002-06-25,417.6926427629139
2002-06-26,425.82306195538985
2002-06-27,442.60012284234455
2002-06-28,465.6085271190696
2002-07-01,461.7293952410371
2002-07-02,443.83957068789965
2002-07-03,437.23394802999564
2002-07-04,453.459854246437
2002-07-05,472.3588571900512
2002-07-08,475.7224223026588
2002-07-09,468.1247763016602
2002-07-10,456.1387142263837
2002-07-11,443.5879577961094
