Date,TAIWAN
1999-09-17,162.1348091116258
1999-09-20,164.10474451598404
1999-09-21,163.60412557886676
1999-09-22,163.5989804177158
1999-09-23,163.60155299829128
1999-09-24,163.60155299829128
1999-09-27,159.2601058172713
1999-09-28,155.5247629094523
1999-09-29,156.70505191511512
1999-09-30,156.4523897090177
1999-10-01,158.7912300698393
1999-10-04,158.2654739581874
1999-10-05,155.51476928588286
1999-10-06,154.5456892646222
1999-10-07,157.118261499164
1999-10-08,156.0054220053377
1999-10-11,157.45616799167607
1999-10-12,162.27648216057514
1999-10-13,162.40909934459927
1999-10-14,163.488088968584
1999-10-15,162.1343384449619
1999-10-18,160.89695221094547
1999-10-19,159.78045104963033
1999-10-20,158.97784999784713
1999-10-21,158.86497579092122
1999-10-22,156.82917445952717
1999-10-25,159.60212796207963
1999-10-26,160.47646218812122
1999-10-27,160.86185001030964
1999-10-28,160.64890253815403
1999-10-29,161.80938898865998
1999-11-01,164.38722554047013
1999-11-02,162.2962167967451
1999-11-03,159.31730194520236
1999-11-04,157.26973037252785
1999-11-05,158.1783767941467
1999-11-08,156.6890921447456
1999-11-09,155.87158823735453
1999-11-10,156.83056739454
1999-11-11,159.9479654857683
1999-11-12,159.97063851179428
1999-11-15,160.60570010465483
1999-11-16,161.8840831924367
1999-11-17,162.19579321253016
1999-11-18,163.47679296865095
1999-11-19,164.3840667117969
1999-11-22,170.4855295819636
1999-11-23,170.85030339583537
1999-11-24,167.8147870053876
1999-11-25,167.0855098620306
1999-11-26,160.343987991438
1999-11-29,165.5237342054642
1999-11-30,163.46132769616878
1999-12-01,164.50965845113691
1999-12-02,165.9083701525516
1999-12-03,168.42611865746053
1999-12-06,167.6279037423602
1999-12-07,165.67199420458547
1999-12-08,165.12277982809377
1999-12-09,163.42520790229003
1999-12-10,163.62204427580693
1999-12-13,166.45047567507703
1999-12-14,165.717350980688
1999-12-15,165.42491207946762
1999-12-16,162.23978684264918
1999-12-17,162.3157071628743
1999-12-20,163.17059272742776
1999-12-21,166.4195665782138
1999-12-22,168.82787495550133
1999-12-23,171.00953290712795
1999-12-24,174.2675995612356
1999-12-27,180.0126247795064
1999-12-28,181.02732372032784
1999-12-29,181.1279653602377
1999-12-30,181.86749827062255
1999-12-31,181.86749827062255
2000-01-03,181.64732040526084
2000-01-04,194.40103934064197
2000-01-05,194.4532189960289
2000-01-06,194.23619519309577
2000-01-07,191.53563618125347
2000-01-10,197.69790441814837
2000-01-11,193.0564554971343
2000-01-12,197.74661782207906
2000-01-13,196.92258058476892
2000-01-14,195.69478641820618
2000-01-17,201.34223945815233
2000-01-18,199.62845395944893
2000-01-19,197.50827222349167
2000-01-20,197.37977188332505
2000-01-21,200.35945886650876
2000-01-24,203.432746554623
2000-01-25,203.20612710955263
2000-01-26,208.5474680838025
2000-01-27,209.1686885020615
2000-01-28,210.94178038353581
2000-01-31,211.60373193741844
2000-02-01,213.47849258453485
2000-02-02,212.78842018693706
2000-02-03,212.76422792041376
2000-02-04,212.8299067723452
2000-02-07,212.96831017743207
2000-02-08,213.4889294688612
2000-02-09,217.65459277919302
2000-02-10,217.70384357721338
2000-02-11,219.37081382893686
2000-02-14,215.09638719773068
2000-02-15,214.82407614786783
2000-02-16,215.92846628140666
2000-02-17,218.40561472242118
2000-02-18,215.4839055312989
2000-02-21,209.0277768607026
2000-02-22,205.1910237560163
2000-02-23,203.99652180866553
2000-02-24,203.78877073479134
2000-02-25,201.49922883443708
2000-02-28,201.56475635809932
2000-02-29,202.56863830657986
2000-03-01,207.9797225479269
2000-03-02,204.82361897507147
2000-03-03,205.51974688655744
2000-03-06,201.48567125139505
2000-03-07,200.7798023273086
2000-03-08,200.41170644088265
2000-03-09,203.91393827835333
2000-03-10,200.1474157892845
2000-03-13,186.8644125296142
2000-03-14,188.87174865611365
2000-03-15,184.99174903016467
2000-03-16,186.13703950101382
2000-03-17,189.19936125164028
2000-03-20,183.53875814257378
2000-03-21,193.5660814451687
2000-03-22,193.38246544288145
2000-03-23,203.38927244517598
2000-03-24,201.27507711255882
2000-03-27,209.45492056112457
2000-03-28,209.67758283153486
2000-03-29,207.86338923891176
2000-03-30,211.68493921457426
2000-03-31,210.43671811479928
2000-04-03,213.80815943152612
2000-04-04,213.91353514398176
2000-04-05,215.7790337860898
2000-04-06,210.52972303914257
2000-04-07,208.823384797779
2000-04-10,213.55811151064526
2000-04-11,211.28576026335364
2000-04-12,207.45419521602054
2000-04-13,201.68753243838432
2000-04-14,195.6033388643178
2000-04-17,186.56152602001694
2000-04-18,193.53418454409191
2000-04-19,188.41973707398253
2000-04-20,188.93443311481386
2000-04-21,188.95256629276548
2000-04-24,182.93715916217312
2000-04-25,186.40003969186012
2000-04-26,178.9283231758063
2000-04-27,179.61760080210078
2000-04-28,186.3693867806494
2000-05-01,185.3314226078983
2000-05-02,182.80932728782525
2000-05-03,178.59052392379996
2000-05-04,178.98389282273433
2000-05-05,184.84605684537414
2000-05-08,182.54788089275036
2000-05-09,183.6007824763834
2000-05-10,181.1417326580464
2000-05-11,175.616193008095
2000-05-12,180.90559740543748
2000-05-15,178.22183702303153
2000-05-16,184.54484209610456
2000-05-17,192.92725690211944
2000-05-18,192.94650776445263
2000-05-19,193.37966050787696
2000-05-22,187.28772178617703
2000-05-23,184.05569431841292
2000-05-24,180.00591509853348
2000-05-25,178.7609314704693
2000-05-26,180.9638468734467
2000-05-29,181.42390268506603
2000-05-30,186.0913824514954
2000-05-31,190.3642004751162
2000-06-01,187.76007450911587
2000-06-02,189.05708884742023
2000-06-05,191.07362978399172
2000-06-06,191.07362978399172
2000-06-07,193.98036462583568
2000-06-08,192.43357880884287
2000-06-09,191.87400380793997
2000-06-12,189.50109790470427
2000-06-13,188.9165859115441
2000-06-14,189.74217694462564
2000-06-15,187.06133112085215
2000-06-16,186.59021642997348
2000-06-19,184.88072412618135
2000-06-20,183.6266941656813
2000-06-21,182.4715709320212
2000-06-22,185.8705206300196
2000-06-23,183.42357349853071
2000-06-26,180.22431992086774
2000-06-27,178.88460003007387
2000-06-28,178.2226973301994
2000-06-29,172.85381103628154
2000-06-30,176.64410874546263
2000-07-03,177.22458243389755
2000-07-04,172.1306037667477
2000-07-05,180.7147950995938
2000-07-06,177.72655736289005
2000-07-07,174.6633897602029
2000-07-10,174.75189035558697
2000-07-11,175.2648263830487
2000-07-12,173.09582932873585
2000-07-13,176.68457141125603
2000-07-14,181.10792105418827
2000-07-17,182.1411538500242
2000-07-18,177.56194435743012
2000-07-19,178.12822338249316
2000-07-20,173.1391367060857
2000-07-21,172.05071214245507
2000-07-24,169.8421275346406
2000-07-25,166.98100784023902
2000-07-26,169.7086503569023
2000-07-27,169.5812980680817
2000-07-28,172.47880213222018
2000-07-31,172.32056357249436
2000-08-01,169.31240475680787
2000-08-02,168.11192105652952
2000-08-03,166.22300934328123
2000-08-04,168.21730915151971
2000-08-07,163.79316619497538
2000-08-08,166.08086315780616
2000-08-09,171.03310830708116
2000-08-10,170.93699576436427
2000-08-11,169.28606594793436
2000-08-14,166.69167419739392
2000-08-15,166.70482215688307
2000-08-16,170.17221885121734
2000-08-17,173.35615177128065
2000-08-18,174.10319905614213
2000-08-21,174.3092092763581
2000-08-22,171.67437975744286
2000-08-23,171.86789355105026
2000-08-24,171.15508956187568
2000-08-25,169.93926855579417
2000-08-28,166.3716356463313
2000-08-29,165.122813920218
2000-08-30,159.62164353509922
2000-08-31,161.43353353758937
2000-09-01,156.88785339833802
2000-09-04,164.1258749821057
2000-09-05,163.94847596741099
2000-09-06,160.12654891066424
2000-09-07,155.6211090123794
2000-09-08,154.81946878877622
2000-09-11,154.03593177382996
2000-09-12,154.085524797582
2000-09-13,154.66991460493335
2000-09-14,150.02076193161162
2000-09-15,151.10909067035973
2000-09-18,146.62876350865346
2000-09-19,143.0276205204322
2000-09-20,146.53314213834236
2000-09-21,146.87833848356058
2000-09-22,139.6842005270976
2000-09-25,141.20504055638466
2000-09-26,143.61387521817971
2000-09-27,142.16070542267332
2000-09-28,138.44025202819682
2000-09-29,135.47863363211167
2000-10-02,128.0554698765431
2000-10-03,131.57590676020016
2000-10-04,128.23640456299512
2000-10-05,129.35101890570778
2000-10-06,136.3848331587859
2000-10-09,132.70413201824138
2000-10-10,132.70413201824138
2000-10-11,129.04246013864903
2000-10-12,124.22848877870211
2000-10-13,124.17522578723003
2000-10-16,117.82281704813467
2000-10-17,119.30346751926437
2000-10-18,113.01438129331014
2000-10-19,105.66960026358062
2000-10-20,113.29363197275283
2000-10-23,121.97735050068506
2000-10-24,127.382022751864
2000-10-25,129.37521155850607
2000-10-26,127.01906908734206
2000-10-27,123.31776509230956
2000-10-30,120.0745562083664
2000-10-31,117.93370686854337
2000-11-01,115.68725176218777
2000-11-02,121.6534385526783
2000-11-03,126.22910450511381
2000-11-06,124.12232727441165
2000-11-07,129.76681833154655
2000-11-08,133.0298813588294
2000-11-09,133.05486211442033
2000-11-10,131.92783705217045
2000-11-13,125.1969592193335
2000-11-14,125.27676922477788
2000-11-15,124.65590777044973
2000-11-16,117.88892451946862
2000-11-17,115.22511010569734
2000-11-20,103.28340388873303
2000-11-21,109.11057598375127
2000-11-22,107.70101604632558
2000-11-23,107.57636928563265
2000-11-24,113.74157130148572
2000-11-27,113.45115375082531
2000-11-28,111.74808772708487
2000-11-29,110.29376098001165
2000-11-30,108.84205956369901
2000-12-01,110.98060960283424
2000-12-04,107.10873634784176
2000-12-05,108.45505652109912
2000-12-06,108.08964839042874
2000-12-07,109.33708274860193
2000-12-08,110.27671274234504
2000-12-11,111.08539745203105
2000-12-12,113.0928089015887
2000-12-13,113.00063746364019
2000-12-14,111.42865318202551
2000-12-15,109.21875285325162
2000-12-18,105.26187228072335
2000-12-19,104.8511658930921
2000-12-20,102.96119055584379
2000-12-21,100.03652473702797
2000-12-22,100.17661192274863
2000-12-25,100.17661192274863
2000-12-26,98.29631148948926
2000-12-27,96.34410287677667
2000-12-28,100.7917129663627
2000-12-29,100.0
2001-01-01,99.65966902776509
2001-01-02,104.51893611762797
2001-01-03,102.60126856697299
2001-01-04,107.58849877150799
2001-01-05,111.21356076084174
2001-01-08,109.55090182462862
2001-01-09,114.24968404948767
2001-01-10,114.76926463614677
2001-01-11,113.3368046400722
2001-01-12,112.96354977550716
2001-01-15,114.33751396041245
2001-01-16,120.5350968884114
2001-01-17,123.34379588058066
2001-01-18,125.23288794336398
2001-01-19,125.36932395754208
2001-01-22,125.44632031802573
2001-01-23,125.40781031946298
2001-01-24,125.40781031946298
2001-01-25,125.50412968222756
2001-01-26,125.50412968222756
2001-01-29,121.76986046409033
2001-01-30,125.83540271385277
2001-01-31,129.24224414894
2001-02-01,127.74179070276217
2001-02-02,130.24774339275478
2001-02-05,126.44525280273712
2001-02-06,124.54040333369646
2001-02-07,120.82345405388364
2001-02-08,121.77601523950952
2001-02-09,122.8570763861432
2001-02-12,122.93134858403911
2001-02-13,127.20100781129716
2001-02-14,123.61591462283492
2001-02-15,128.8574415814163
2001-02-16,127.87261452099261
2001-02-19,125.43156498621573
2001-02-20,126.12864628729307
2001-02-21,126.09856816303143
2001-02-22,121.49573470740896
2001-02-23,120.69675935447617
2001-02-26,120.47517821273685
2001-02-27,119.8745397831337
2001-02-28,119.8745397831337
2001-03-01,115.64309326514253
2001-03-02,115.5102022463778
2001-03-05,117.7145690436521
2001-03-06,118.57904897901136
2001-03-07,121.57333780302055
2001-03-08,119.90952322252593
2001-03-09,118.73849008965436
2001-03-12,115.7705279341285
2001-03-13,116.80812316893841
2001-03-14,117.75519041986256
2001-03-15,119.29170861944917
2001-03-16,119.45580178290984
2001-03-19,116.46661120859578
2001-03-20,116.26950162003037
2001-03-21,115.97004245723473
2001-03-22,117.76388051403735
2001-03-23,119.83492964081978
2001-03-26,121.46724011474868
2001-03-27,121.44476544111988
2001-03-28,119.84031749316411
2001-03-29,119.07327588704749
2001-03-30,118.02854456019627
2001-04-02,113.68858373616811
2001-04-03,110.53466153013844
2001-04-04,109.08747927200915
2001-04-05,109.4341836997441
2001-04-06,111.72933471252341
2001-04-09,108.88278241358248
2001-04-10,107.70807334259958
2001-04-11,110.17218745924342
2001-04-12,111.58881813254956
2001-04-13,110.72984628974869
2001-04-16,109.43743703013436
2001-04-17,109.50036253699379
2001-04-18,111.21595275144742
2001-04-19,114.69487793671
2001-04-20,113.76655666307218
2001-04-23,113.47424807842322
2001-04-24,112.78804381043199
2001-04-25,111.2775951136968
2001-04-26,111.56878532508856
2001-04-27,109.2840850647027
2001-04-30,109.69539831300696
2001-05-01,109.77377599194756
2001-05-02,109.14294218523327
2001-05-03,111.06940467849896
2001-05-04,107.58284731075786
2001-05-07,108.0512726676087
2001-05-08,107.29548752675211
2001-05-09,108.48756887733799
2001-05-10,106.23887314771449
2001-05-11,108.52923110697097
2001-05-14,107.12177268712152
2001-05-15,105.81387478784649
2001-05-16,104.21630745970144
2001-05-17,105.70620681524318
2001-05-18,105.47866512813376
2001-05-21,101.74157857163667
2001-05-22,103.08476581175938
2001-05-23,107.75063237282484
2001-05-24,107.4850790971591
2001-05-25,106.22178024771534
2001-05-28,104.65146849976031
2001-05-29,103.20686768028023
2001-05-30,102.16051641387617
2001-05-31,102.13286325542474
2001-06-01,101.23331434079586
2001-06-04,100.80978648990846
2001-06-05,102.40969115044258
2001-06-06,105.31334651556655
2001-06-07,104.34901362078966
2001-06-08,106.28923050674592
2001-06-11,107.38877754668431
2001-06-12,107.15438669216695
2001-06-13,104.68633965501265
2001-06-14,102.69482124976173
2001-06-15,103.49876717921718
2001-06-18,101.6136460627512
2001-06-19,100.96141157557469
2001-06-20,100.63643366538138
2001-06-21,99.09751108016319
2001-06-22,98.40188498032143
2001-06-25,98.45901234460608
2001-06-26,96.21955376611834
2001-06-27,97.47777411614489
2001-06-28,95.66632212667515
2001-06-29,98.94486401317248
2001-07-02,99.84479443975593
2001-07-03,99.10930930286146
2001-07-04,97.17250975992813
2001-07-05,96.60026245989442
2001-07-06,96.04846066935431
2001-07-09,94.62772339732172
2001-07-10,93.93930816106341
2001-07-11,91.78067948918303
2001-07-12,93.27813413243673
2001-07-13,90.50131383790507
2001-07-16,88.26296126458531
2001-07-17,87.79796148677208
2001-07-18,84.49921695320799
2001-07-19,83.68674739149282
2001-07-20,84.605370120298
2001-07-23,83.32474778003515
2001-07-24,81.13089444812799
2001-07-25,83.45208688248948
2001-07-26,86.63713305129914
2001-07-27,87.61829454371671
2001-07-30,87.61829454371671
2001-07-31,88.52609999873016
2001-08-01,89.0639791271463
2001-08-02,91.98325915084487
2001-08-03,92.74398790287125
2001-08-06,91.44714244364937
2001-08-07,89.67189809838331
2001-08-08,92.2334240379428
2001-08-09,90.4737828461258
2001-08-10,91.58934545512862
2001-08-13,92.62449074901687
2001-08-14,94.30540225395383
2001-08-15,94.75099553786488
2001-08-16,95.87811667736946
2001-08-17,94.44062717976111
2001-08-20,92.60906711261765
2001-08-21,92.94733064629767
2001-08-22,90.94989273509292
2001-08-23,90.36927534953557
2001-08-24,87.07767798482033
2001-08-27,89.17103824767574
2001-08-28,88.67071658127152
2001-08-29,91.68859265741922
2001-08-30,91.76615424674645
2001-08-31,91.7650976595777
2001-09-03,90.49103283521589
2001-09-04,91.79781442015009
2001-09-05,90.39260174404798
2001-09-06,88.70082485926365
2001-09-07,87.90358769465759
2001-09-10,87.8875967791669
2001-09-11,85.94014610816366
2001-09-12,86.46888576150779
2001-09-13,81.47265963648894
2001-09-14,77.15300056976656
2001-09-17,77.15300056976656
2001-09-18,77.15300056976656
2001-09-19,76.67880591635519
2001-09-20,74.72786026832891
2001-09-21,72.43686984908406
2001-09-24,69.97583655001543
2001-09-25,68.91919953119745
2001-09-26,71.66037228702122
2001-09-27,70.13024771795027
2001-09-28,71.86692521865115
2001-10-01,71.78372183200146
2001-10-02,68.85305607294629
2001-10-03,67.98543278837053
2001-10-04,69.1807936406249
2001-10-05,71.68787320562176
2001-10-08,70.69391543757413
2001-10-09,72.9362810809297
2001-10-10,72.9362810809297
2001-10-11,76.6203762191332
2001-10-12,77.4118117467313
2001-10-15,75.41331781465921
2001-10-16,77.2355895922931
2001-10-17,77.90088282066718
2001-10-18,77.67609130992575
2001-10-19,78.25628835844007
2001-10-22,79.21426222301581
2001-10-23,78.78517943767459
2001-10-24,81.83231432952304
2001-10-25,82.3943470666359
2001-10-26,83.04357482249733
2001-10-29,83.91233226558805
2001-10-30,80.0994655283177
2001-10-31,79.47288913586426
2001-11-01,79.82102493926298
2001-11-02,81.31122723068427
2001-11-05,83.15221775481514
2001-11-06,83.4862939246627
2001-11-07,85.15124944093236
2001-11-08,84.99665735023852
2001-11-09,84.82161807753072
2001-11-12,85.35080424909268
2001-11-13,84.47937741771632
2001-11-14,88.10959984768259
2001-11-15,90.58533006866664
2001-11-16,91.86029882483417
2001-11-19,93.94907769618533
2001-11-20,91.70624074976178
2001-11-21,93.48514028139425
2001-11-22,91.40272652414484
2001-11-23,92.81307432917771
2001-11-26,94.37401369883895
2001-11-27,94.07739360527644
2001-11-28,91.23337658386608
2001-11-29,91.26508411638508
2001-11-30,90.36524267635569
2001-12-03,94.71551393027664
2001-12-04,97.18800756875412
2001-12-05,101.00047614161322
2001-12-06,107.29250681611647
2001-12-07,109.67237296018635
2001-12-10,108.52177107730382
2001-12-11,107.4960110932353
2001-12-12,112.98382791394917
2001-12-13,109.71790611887683
2001-12-14,110.24833291179735
2001-12-17,108.60927513319771
2001-12-18,106.50913071168235
2001-12-19,105.0680994170602
2001-12-20,106.64903793690263
2001-12-21,101.93250208494841
2001-12-24,102.93308524085839
2001-12-25,106.57248490385976
2001-12-26,106.2081232978247
2001-12-27,105.28515648593702
2001-12-28,106.62289154108925
2001-12-31,110.04516554845148
2002-01-01,110.04516554845148
2002-01-02,110.80732783040249
2002-01-03,109.56922393560374
2002-01-04,112.56388141356794
2002-01-07,116.8162741201002
2002-01-08,115.50785968451378
2002-01-09,116.65760026570204
2002-01-10,116.05665016089839
2002-01-11,111.84232479593923
2002-01-14,110.39188333017266
2002-01-15,110.04462993982298
2002-01-16,107.62804021013508
2002-01-17,107.86491951124941
2002-01-18,108.00257798104896
2002-01-21,113.93967971232149
2002-01-22,113.08764234795393
2002-01-23,112.71854344820694
2002-01-24,113.0063745134961
2002-01-25,116.17055124758862
2002-01-28,117.4199524514563
2002-01-29,114.43858254628566
2002-01-30,113.25554066055611
2002-01-31,115.18472763693538
2002-02-01,114.57578967030666
2002-02-04,114.7880360034264
2002-02-05,114.32047722493968
2002-02-06,115.32215638979602
2002-02-07,115.14106520916957
2002-02-08,114.99332218281053
2002-02-11,114.92778024939197
2002-02-12,115.12463057239984
2002-02-13,115.12463057239984
2002-02-14,115.12463057239984
2002-02-15,114.8132614648019
2002-02-18,115.3795628751579
2002-02-19,112.9574181799134
2002-02-20,109.21358095252887
2002-02-21,108.90493494344359
2002-02-22,108.33829414282884
2002-02-25,106.54576080019406
2002-02-26,105.7336596034465
2002-02-27,109.71450997121582
2002-02-28,109.71450997121582
2002-03-01,109.60557202310075
2002-03-04,114.23689908512375
2002-03-05,116.16220854844286
2002-03-06,119.47398127768187
2002-03-07,118.62814332101688
2002-03-08,117.49366567738097
2002-03-11,121.99826804707112
2002-03-12,120.1138665596533
2002-03-13,118.77376967168287
2002-03-14,118.20502933498975
2002-03-15,115.43108870232606
2002-03-18,116.00586536090061
2002-03-19,114.56477226006058
2002-03-20,118.09150454127362
2002-03-21,117.44244805880052
2002-03-22,119.58437582854403
2002-03-25,120.49190880006684
2002-03-26,120.67391558065981
2002-03-27,118.64167903681775
2002-03-28,120.53517558076129
2002-03-29,119.55291436938937
2002-04-01,119.33397073745348
2002-04-02,120.45119089110217
2002-04-03,121.2702178128007
2002-04-04,119.43320380811515
2002-04-05,119.45027300974553
2002-04-08,119.18842015290612
2002-04-09,116.86527189582532
2002-04-10,116.41954852674236
2002-04-11,116.51582769750378
2002-04-12,118.77801645641117
2002-04-15,118.61828248645851
2002-04-16,119.98292087297307
2002-04-17,123.90008340213677
2002-04-18,124.10613823659895
2002-04-19,125.33050392358714
2002-04-22,125.40920774010611
2002-04-23,124.22536092008711
2002-04-24,125.07855703459592
2002-04-25,122.6428655570954
2002-04-26,121.95361624923733
2002-04-29,119.9301751811015
2002-04-30,116.94752521584132
2002-05-01,116.94752521584132
2002-05-02,113.66138395263128
2002-05-03,114.75864991478254
2002-05-06,109.39268783782575
2002-05-07,109.8876788479232
2002-05-08,110.82464859850944
2002-05-09,111.74958948065091
2002-05-10,113.10866008008693
2002-05-13,112.15311168950173
2002-05-14,112.90582741097751
2002-05-15,116.49663602078846
2002-05-16,114.5760557653844
2002-05-17,114.87875197491421
2002-05-20,111.01802353456289
2002-05-21,109.04558704215883
2002-05-22,111.26009718504918
2002-05-23,110.77622573117725
2002-05-24,113.22288048413579
2002-05-27,113.42345082467128
2002-05-28,112.51421876771741
2002-05-29,111.70331771052415
2002-05-30,114.66776796380101
2002-05-31,112.30637574644996
2002-06-03,111.11152758307661
2002-06-04,109.4258508404101
2002-06-05,110.54669634875067
2002-06-06,110.3599085383389
2002-06-07,106.14266325542526
2002-06-10,107.3363821969916
2002-06-11,105.5051205783724
2002-06-12,104.95260001018438
2002-06-13,108.51533683162937
2002-06-14,108.57805906136949
2002-06-17,107.84987578545757
2002-06-18,108.01833519583234
2002-06-19,105.34143604847627
2002-06-20,106.41488858030438
2002-06-21,107.13911732523746
2002-06-24,106.49637687949856
2002-06-25,105.28283193716469
2002-06-26,101.69315889702929
2002-06-27,100.4957147698642
2002-06-28,102.82300264481061
2002-07-01,98.74879730834945
2002-07-02,99.20995360638226
2002-07-03,99.85124290962808
2002-07-04,101.38308898208822
2002-07-05,104.44276729921752
2002-07-08,107.68371455050182
2002-07-09,108.16137415366249
2002-07-10,106.26482086788106
2002-07-11,104.80168524407082
2002-07-12,109.55404922904106
2002-07-15,109.19801335267708
2002-07-16,108.04073593260333
2002-07-17,107.03445045201063
2002-07-18,106.19361353308133
2002-07-19,104.085855543987
2002-07-22,101.5494328759252
2002-07-23,103.53001527710768
2002-07-24,100.10875758424218
2002-07-25,100.38967750535518
2002-07-26,95.67614484883975
2002-07-29,94.236380072295
