Date,AUSTRIA
2000-02-16,1394.9562494588154
2000-02-17,1374.5860883416574
2000-02-18,1384.8165629815903
2000-02-21,1352.4937362128303
2000-02-22,1387.6891391551715
2000-02-23,1391.2224080184376
2000-02-24,1367.5819377688185
2000-02-25,1350.8396193470967
2000-02-28,1338.0800458888684
2000-02-29,1337.5552808018022
2000-03-01,1330.973088077182
2000-03-02,1337.509869744352
2000-03-03,1302.735032610337
2000-03-06,1261.490876815622
2000-03-07,1242.0714449924615
2000-03-08,1268.395886986401
2000-03-09,1288.1018753141448
2000-03-10,1322.899019038623
2000-03-13,1323.6452712533728
2000-03-14,1340.7037864437186
2000-03-15,1361.041472288764
2000-03-16,1373.6658141643195
2000-03-17,1335.4679848882336
2000-03-20,1357.8128904008688
2000-03-21,1356.1746292090263
2000-03-22,1350.2354061296128
2000-03-23,1354.786137321208
2000-03-24,1380.908869339587
2000-03-27,1382.3092614708717
2000-03-28,1370.4004790280583
2000-03-29,1346.2984626737823
2000-03-30,1348.8457259150575
2000-03-31,1371.134372644743
2000-04-03,1365.7998550896045
2000-04-04,1364.3742364793027
2000-04-05,1360.6648915458036
2000-04-06,1362.1124602485477
2000-04-07,1357.2807916402255
2000-04-10,1361.1596089425195
2000-04-11,1353.8210632258847
2000-04-12,1352.3990944762752
2000-04-13,1354.3362368185738
2000-04-14,1368.5524781671322
2000-04-17,1361.3325444349477
2000-04-18,1342.6515897744578
2000-04-19,1331.9610119980482
2000-04-20,1333.5520796423355
2000-04-21,1333.5520796423355
2000-04-24,1333.7650956979935
2000-04-25,1334.970924790236
2000-04-26,1336.242128829111
2000-04-27,1317.4151288126418
2000-04-28,1298.4313545473674
2000-05-01,1294.3703497801928
2000-05-02,1302.8879532852948
2000-05-03,1276.2812327630254
2000-05-04,1276.5892640293562
2000-05-05,1275.1096614330013
2000-05-08,1284.938125137802
2000-05-09,1300.1286925541363
2000-05-10,1317.4450237181256
2000-05-11,1311.2469321471015
2000-05-12,1312.219221083328
2000-05-15,1312.1008297881287
2000-05-16,1306.9225602228114
2000-05-17,1282.2741512348557
2000-05-18,1285.4735342372128
2000-05-19,1282.9523802319595
2000-05-22,1292.146311411386
2000-05-23,1315.7116794112253
2000-05-24,1307.5545802859417
2000-05-25,1316.7843649806334
2000-05-26,1349.8071161974958
2000-05-29,1352.9632441066256
2000-05-30,1370.0517390829366
2000-05-31,1361.6417470519193
2000-06-01,1367.0005574007819
2000-06-02,1392.0683268942305
2000-06-05,1404.4055520540267
2000-06-06,1440.4318330508895
2000-06-07,1443.5210072364364
2000-06-08,1441.1215378890536
2000-06-09,1439.492291004316
2000-06-12,1443.8819529947568
2000-06-13,1447.3731720676287
2000-06-14,1444.7732999040963
2000-06-15,1418.1124426109077
2000-06-16,1420.0990532976584
2000-06-19,1414.4728015285825
2000-06-20,1410.450145762821
2000-06-21,1389.990673403328
2000-06-22,1380.1473556143146
2000-06-23,1380.326368549198
2000-06-26,1381.4590985710176
2000-06-27,1388.4699037735836
2000-06-28,1392.3148028355838
2000-06-29,1389.9430384772697
2000-06-30,1406.3615887914436
2000-07-03,1391.6707609796078
2000-07-04,1390.1957729744254
2000-07-05,1394.3044132501616
2000-07-06,1377.157716466126
2000-07-07,1364.1334249464378
2000-07-10,1361.3392978578627
2000-07-11,1361.8242316501896
2000-07-12,1360.0876500282263
2000-07-13,1349.2455818724632
2000-07-14,1352.3537788746426
2000-07-17,1343.3484708320884
2000-07-18,1332.2783684913024
2000-07-19,1329.002871111406
2000-07-20,1343.7459227946995
2000-07-21,1376.4577063864747
2000-07-24,1419.0961082802721
2000-07-25,1422.9575741928709
2000-07-26,1418.5100551286773
2000-07-27,1415.3566408504948
2000-07-28,1398.685795958113
2000-07-31,1404.5548072922834
2000-08-01,1420.7735653464772
2000-08-02,1413.9498946353906
2000-08-03,1387.301983313383
2000-08-04,1395.2349006574932
2000-08-07,1418.5732872172248
2000-08-08,1418.8255769556044
2000-08-09,1407.5592932950115
2000-08-10,1416.9841443615865
2000-08-11,1401.2943108103948
2000-08-14,1394.5654702790246
2000-08-15,1408.6800370099056
2000-08-16,1409.4797859003954
2000-08-17,1421.232390987632
2000-08-18,1410.1055747933751
2000-08-21,1407.2561165117008
2000-08-22,1399.7916302845424
2000-08-23,1398.2341394428809
2000-08-24,1402.2175468882658
2000-08-25,1400.6451455257484
2000-08-28,1396.4636279511415
2000-08-29,1387.743350581814
2000-08-30,1384.9800407020045
2000-08-31,1363.6906358571282
2000-09-01,1389.2164163196023
2000-09-04,1400.3336607097885
2000-09-05,1378.3346684957648
2000-09-06,1372.7339241955162
2000-09-07,1368.15676305948
2000-09-08,1356.9092138531523
2000-09-11,1349.4841504029926
2000-09-12,1338.1836110834442
2000-09-13,1354.1495452499796
2000-09-14,1344.8861988636047
2000-09-15,1348.4729440949739
2000-09-18,1313.889986528057
2000-09-19,1323.2591811588331
2000-09-20,1316.7640092535564
2000-09-21,1322.6723426309895
2000-09-22,1357.8030976612824
2000-09-25,1345.8449081682415
2000-09-26,1360.7636198968771
2000-09-27,1364.085411574771
2000-09-28,1364.206430947846
2000-09-29,1368.625198360727
2000-10-02,1378.3020307306444
2000-10-03,1381.0131289222838
2000-10-04,1375.7020618088782
2000-10-05,1367.1489024578914
2000-10-06,1366.4828382263781
2000-10-09,1345.714864543459
2000-10-10,1337.896094614011
2000-10-11,1329.902626856365
2000-10-12,1307.3121177443136
2000-10-13,1280.3311603646575
2000-10-16,1269.6374126317958
2000-10-17,1272.7426821660504
2000-10-18,1228.4451006246168
2000-10-19,1220.1942408151513
2000-10-20,1228.5131594323182
2000-10-23,1229.4092546826287
2000-10-24,1242.2020718503682
2000-10-25,1231.3515791552977
2000-10-26,1231.7973710743786
2000-10-27,1247.3970312703661
2000-10-30,1251.45606158905
2000-10-31,1292.3470591495748
2000-11-01,1307.5941929290645
2000-11-02,1309.1828525538624
2000-11-03,1327.965984549609
2000-11-06,1317.0542686385181
2000-11-07,1318.5083502255268
2000-11-08,1307.862283492887
2000-11-09,1313.170225993965
2000-11-10,1313.4549119369676
2000-11-13,1295.8794541026368
2000-11-14,1302.8743992942937
2000-11-15,1299.3417805129623
2000-11-16,1296.2718371800288
2000-11-17,1290.686241242085
2000-11-20,1267.9454949077606
2000-11-21,1265.2359068470232
2000-11-22,1261.673944104171
2000-11-23,1267.0778954993061
2000-11-24,1275.6904869928887
2000-11-27,1284.1288824408605
2000-11-28,1275.9376089496645
2000-11-29,1284.7133858294708
2000-11-30,1241.334474785491
2000-12-01,1260.2784913320993
2000-12-04,1266.9997925370067
2000-12-05,1281.7490514804308
2000-12-06,1278.3124950659112
2000-12-07,1285.7970018939698
2000-12-08,1283.3402950625905
2000-12-11,1281.1337395395512
2000-12-12,1271.5705512601955
2000-12-13,1273.6313513831687
2000-12-14,1279.9240677584633
2000-12-15,1296.3848402940882
2000-12-18,1289.0061835894987
2000-12-19,1281.3928698793275
2000-12-20,1284.7372943808077
2000-12-21,1288.1682777258118
2000-12-22,1316.0019667510087
2000-12-25,1316.0019667510087
2000-12-26,1323.6974679914176
2000-12-27,1338.9595497629457
2000-12-28,1339.0042629305842
2000-12-29,1358.0254426405731
2001-01-01,1358.0254426405731
2001-01-02,1366.9298808083054
2001-01-03,1343.4705427282363
2001-01-04,1365.9003614503895
2001-01-05,1405.704896153771
2001-01-08,1395.56381268474
2001-01-09,1380.392726349145
2001-01-10,1390.8605325918054
2001-01-11,1398.7390445595122
2001-01-12,1410.0834115725909
2001-01-15,1404.8574126603446
2001-01-16,1388.4858465688062
2001-01-17,1382.6489591378331
2001-01-18,1389.8066556796439
2001-01-19,1378.7721652543928
2001-01-22,1381.7922492590308
2001-01-23,1379.789705655579
2001-01-24,1346.667478774164
2001-01-25,1342.132349910273
2001-01-26,1350.3519451251555
2001-01-29,1353.809866875965
2001-01-30,1374.5507588172081
2001-01-31,1398.1659941601101
2001-02-01,1445.5932546007493
2001-02-02,1412.3725282918763
2001-02-05,1432.1420302483189
2001-02-06,1414.4060026114166
2001-02-07,1444.4372764217505
2001-02-08,1438.2674240896627
2001-02-09,1430.6068438417228
2001-02-12,1457.4501832584756
2001-02-13,1447.7705259280851
2001-02-14,1432.1889474352297
2001-02-15,1424.9710937742811
2001-02-16,1461.4673606809583
2001-02-19,1487.5633876019062
2001-02-20,1494.3395536391813
2001-02-21,1494.8847128700693
2001-02-22,1489.7455615167814
2001-02-23,1474.9034432623491
2001-02-26,1475.9513041126938
2001-02-27,1511.756264105976
2001-02-28,1489.0075556441489
2001-03-01,1502.8489006810373
2001-03-02,1508.0315201135531
2001-03-05,1496.0137291477652
2001-03-06,1504.3087215116866
2001-03-07,1535.2623582236083
2001-03-08,1533.674709074564
2001-03-09,1520.0949690127268
2001-03-12,1515.707579337041
2001-03-13,1493.1712398753195
2001-03-14,1467.9722857489005
2001-03-15,1450.4984298798943
2001-03-16,1402.181144838664
2001-03-19,1393.1845939946033
2001-03-20,1406.019752347036
2001-03-21,1390.895542333441
2001-03-22,1343.7197001719856
2001-03-23,1377.045492439022
2001-03-26,1395.9655637463727
2001-03-27,1415.9785590757344
2001-03-28,1405.1177365654762
2001-03-29,1400.1626035295242
2001-03-30,1417.836716550383
2001-04-02,1395.8160873114796
2001-04-03,1399.8416511170933
2001-04-04,1434.4960735370785
2001-04-05,1461.023011743812
2001-04-06,1445.8848786910837
2001-04-09,1463.262136552691
2001-04-10,1453.1922245470525
2001-04-11,1426.9244470207464
2001-04-12,1440.9491276627305
2001-04-13,1440.9491276627305
2001-04-16,1426.1920796823017
2001-04-17,1429.2363327004139
2001-04-18,1424.9215205762307
2001-04-19,1436.7700335532613
2001-04-20,1461.0431410177189
2001-04-23,1446.3924438719448
2001-04-24,1454.53980545205
2001-04-25,1448.789989027665
2001-04-26,1462.9615007875514
2001-04-27,1457.935543891086
2001-04-30,1450.969709835396
2001-05-01,1458.661952389371
2001-05-02,1467.9667586224846
2001-05-03,1453.272497505673
2001-05-04,1437.9468752749658
2001-05-07,1431.9610697770477
2001-05-08,1426.585023016506
2001-05-09,1426.2070881421434
2001-05-10,1439.1056205076
2001-05-11,1431.0119153865612
2001-05-14,1420.720841698773
2001-05-15,1414.175604960274
2001-05-16,1428.5707694176244
2001-05-17,1447.6614882907284
2001-05-18,1440.7609010878866
2001-05-21,1416.644713409391
2001-05-22,1409.8979691014567
2001-05-23,1381.9448400831689
2001-05-24,1376.7272277106429
2001-05-25,1367.7713136611014
2001-05-28,1374.9421663958803
2001-05-29,1352.108722400946
2001-05-30,1367.0294006893396
2001-05-31,1360.7473166156994
2001-06-01,1378.04177294483
2001-06-04,1379.914001710719
2001-06-05,1414.5700123230636
2001-06-06,1406.152581634468
2001-06-07,1406.5760545182861
2001-06-08,1407.008758046872
2001-06-11,1379.9439700361474
2001-06-12,1396.5323557839124
2001-06-13,1416.9099816774576
2001-06-14,1429.0573015438647
2001-06-15,1419.5675301098418
2001-06-18,1420.671024118006
2001-06-19,1416.6545533878495
2001-06-20,1399.0056882064534
2001-06-21,1385.4204629563883
2001-06-22,1401.1603371643387
2001-06-25,1410.907892561576
2001-06-26,1412.7677421529872
2001-06-27,1388.4557818802095
2001-06-28,1354.5744710767858
2001-06-29,1328.9653395138905
2001-07-02,1327.0417275570612
2001-07-03,1326.348648318148
2001-07-04,1335.6691183508087
2001-07-05,1329.8113989694332
2001-07-06,1333.3589780231518
2001-07-09,1356.9199957925728
2001-07-10,1380.9750468878694
2001-07-11,1381.6962986515491
2001-07-12,1361.2697427578446
2001-07-13,1379.094324486393
2001-07-16,1386.542409358684
2001-07-17,1370.2553107663855
2001-07-18,1408.8870426383362
2001-07-19,1423.561202496345
2001-07-20,1435.9179115952827
2001-07-23,1436.7803151728858
2001-07-24,1448.0750434886204
2001-07-25,1447.624488073537
2001-07-26,1441.476949575455
2001-07-27,1450.9751850540383
2001-07-30,1445.3857443697027
2001-07-31,1425.2989214280567
2001-08-01,1435.9868753871265
2001-08-02,1419.8169616847579
2001-08-03,1407.4563229161777
2001-08-06,1406.5864392061314
2001-08-07,1405.7646326084189
2001-08-08,1400.9769867490322
2001-08-09,1405.5576201955298
2001-08-10,1431.381029033282
2001-08-13,1451.6455875846432
2001-08-14,1434.1334790765588
2001-08-15,1456.027426773627
2001-08-16,1456.186137934633
2001-08-17,1455.407659047781
2001-08-20,1435.5676491809072
2001-08-21,1442.6663366808395
2001-08-22,1460.0143480239383
2001-08-23,1452.8409671794072
2001-08-24,1446.9232452725976
2001-08-27,1433.6147193176853
2001-08-28,1435.622716608082
2001-08-29,1443.2284173833273
2001-08-30,1428.2106122321245
2001-08-31,1432.2281010747652
2001-09-03,1422.7016566012767
2001-09-04,1403.9710807844979
2001-09-05,1389.3327452770948
2001-09-06,1386.885300363801
2001-09-07,1394.9856240439801
2001-09-10,1368.0861153854848
2001-09-11,1366.8123996527086
2001-09-12,1360.7862296077842
2001-09-13,1363.2155330228343
2001-09-14,1353.3415195296138
2001-09-17,1343.0531665417059
2001-09-18,1332.688038106856
2001-09-19,1346.5027471184285
2001-09-20,1329.0644673905394
2001-09-21,1285.073778926993
2001-09-24,1282.3534456894013
2001-09-25,1282.4389066541762
2001-09-26,1303.7430213109421
2001-09-27,1325.375307444861
2001-09-28,1297.2567012235781
2001-10-01,1323.8945334735504
2001-10-02,1325.9682824908643
2001-10-03,1327.645716779806
2001-10-04,1318.3568422558699
2001-10-05,1291.0296178950168
2001-10-08,1285.4564595355282
2001-10-09,1277.3593008452701
2001-10-10,1253.6145363485164
2001-10-11,1253.4332659751542
2001-10-12,1284.4259848286536
2001-10-15,1267.4109622584954
2001-10-16,1294.3355873959927
2001-10-17,1297.5209433772627
2001-10-18,1286.0188626286956
2001-10-19,1231.7941249502555
2001-10-22,1203.8041619077824
2001-10-23,1211.4534710851651
2001-10-24,1202.5030856840494
2001-10-25,1192.5086918468699
2001-10-26,1187.2527117834966
2001-10-29,1188.8872034917586
2001-10-30,1192.310462732972
2001-10-31,1208.2022864616195
2001-11-01,1215.9153575698178
2001-11-02,1208.4217724452792
2001-11-05,1196.1653069655745
2001-11-06,1212.1341794062603
2001-11-07,1219.791514280101
2001-11-08,1220.0311865697465
2001-11-09,1214.7324665315862
2001-11-12,1213.3388105587885
2001-11-13,1186.7302220145812
2001-11-14,1200.0112682092365
2001-11-15,1206.653596898924
2001-11-16,1214.8755599506442
2001-11-19,1184.617915204627
2001-11-20,1206.40362535143
2001-11-21,1198.8848900964406
2001-11-22,1205.0352387695502
2001-11-23,1202.5969132131156
2001-11-26,1194.9809232541213
2001-11-27,1205.60561451135
2001-11-28,1217.7247411795317
2001-11-29,1236.5445213889916
2001-11-30,1267.8310298200765
2001-12-03,1249.176340717404
2001-12-04,1262.4207772834586
2001-12-05,1269.3801909200697
2001-12-06,1281.7735466998154
2001-12-07,1285.278678056314
2001-12-10,1282.7149063671966
2001-12-11,1274.1198003511433
2001-12-12,1290.7111550238099
2001-12-13,1298.4350277154406
2001-12-14,1297.81485190317
2001-12-17,1294.635650059746
2001-12-18,1284.2981557768057
2001-12-19,1270.7908081663224
2001-12-20,1252.607111912427
2001-12-21,1263.503704550674
2001-12-24,1250.896446209986
2001-12-25,1250.896446209986
2001-12-26,1251.9648579337731
2001-12-27,1288.004268326377
2001-12-28,1268.937090790123
2001-12-31,1281.3127530500406
2002-01-01,1281.3127530500406
2002-01-02,1290.0277610403568
2002-01-03,1298.5355482660932
2002-01-04,1293.6780969427682
2002-01-07,1275.1838535818072
2002-01-08,1259.8054868925371
2002-01-09,1258.0411435915153
2002-01-10,1266.4968058469758
2002-01-11,1266.7766718890173
2002-01-14,1268.8870213291457
2002-01-15,1274.1817053617394
2002-01-16,1257.9473521629432
2002-01-17,1267.6351073663827
2002-01-18,1271.0312774747185
2002-01-21,1283.7621780122279
2002-01-22,1286.82617414059
2002-01-23,1290.632031344127
2002-01-24,1293.8600829904497
2002-01-25,1272.7545923208866
2002-01-28,1273.9484240719933
2002-01-29,1276.007089422254
2002-01-30,1280.3379002675724
2002-01-31,1285.8386563224226
2002-02-01,1291.4527517398985
2002-02-04,1307.8135106677876
2002-02-05,1313.1296491381736
2002-02-06,1314.240217927778
2002-02-07,1334.0011332197337
2002-02-08,1347.1630395723892
2002-02-11,1361.5472220824286
2002-02-12,1363.2440106706795
2002-02-13,1362.084452599215
2002-02-14,1358.8744644045155
2002-02-15,1353.5418211068343
2002-02-18,1349.99014529524
2002-02-19,1373.1185982203808
2002-02-20,1365.793720903222
2002-02-21,1370.8266643789962
2002-02-22,1382.4948063644572
2002-02-25,1371.5512754537117
2002-02-26,1356.507180426834
2002-02-27,1350.1908614772485
2002-02-28,1323.3786441104785
2002-03-01,1327.6902349522907
2002-03-04,1360.9977461804979
2002-03-05,1356.6572705122007
2002-03-06,1350.3425450214097
2002-03-07,1352.3938292078947
2002-03-08,1372.7684581327699
2002-03-11,1371.7195608714972
2002-03-12,1365.4704057724393
2002-03-13,1359.9131197269483
2002-03-14,1365.055759661254
2002-03-15,1374.5907469232368
2002-03-18,1375.0752174485667
2002-03-19,1377.6106167227917
2002-03-20,1382.7961244747341
2002-03-21,1378.1436758117745
2002-03-22,1393.6331423151812
2002-03-25,1402.2575537377982
2002-03-26,1398.903643192722
2002-03-27,1407.8099237973463
2002-03-28,1416.0368746190325
2002-03-29,1416.0368746190325
2002-04-01,1427.6424037954719
2002-04-02,1450.101961812129
2002-04-03,1446.8515970174396
2002-04-04,1432.2785729954855
2002-04-05,1449.3442193089531
2002-04-08,1438.814258916803
2002-04-09,1440.4405065433787
2002-04-10,1451.0698262239785
2002-04-11,1466.4470497119542
2002-04-12,1467.431517024761
2002-04-15,1474.1665831193823
2002-04-16,1472.9857568286498
2002-04-17,1486.139702098442
2002-04-18,1487.8197249393554
2002-04-19,1487.6784976895824
2002-04-22,1479.2811448227296
2002-04-23,1482.5516690384486
2002-04-24,1474.3811656240566
2002-04-25,1483.0665664926591
2002-04-26,1479.9297505670393
2002-04-29,1511.0491215048053
2002-04-30,1520.960085431078
2002-05-01,1529.5683380508744
2002-05-02,1536.3711028029247
2002-05-03,1551.2992394850437
2002-05-06,1561.3116245036936
2002-05-07,1542.4610770223937
2002-05-08,1532.1782483940833
2002-05-09,1531.8409499354386
2002-05-10,1540.1739117065488
2002-05-13,1538.7239713877311
2002-05-14,1518.7779276968126
2002-05-15,1523.676690328853
2002-05-16,1518.4790980914431
2002-05-17,1543.2567468093912
2002-05-20,1543.7594226686258
2002-05-21,1534.856503903543
2002-05-22,1540.8519358681967
